,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
2362,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2.0,1.0,1,$370_pw,Unit,April 2014,3168,2014,4,CLAYTON,370,Apartment
2376,"111 MORIAH STREET, CLAYTON",-37.926725,145.129152,4.0,3.0,2,$670_Weekly,Townhouse,October 2014,3168,2014,10,CLAYTON,670,House
2446,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$380_Weekly,House,August 2014,3168,2014,8,CLAYTON,380,House
2447,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$380_Weekly,House,July 2014,3168,2014,7,CLAYTON,380,House
2448,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$310_Weekly,House,April 2014,3168,2014,4,CLAYTON,310,House
2615,"35 DENNIS STREET, CLAYTON",-37.91795,145.138633,5.0,2.0,1,$580_Weekly,House,April 2014,3168,2014,4,CLAYTON,580,House
2627,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2.0,1.0,1,$325_Weekly,Townhouse,April 2014,3168,2014,4,CLAYTON,325,House
2628,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2.0,1.0,1,$325_Weekly,Townhouse,March 2014,3168,2014,3,CLAYTON,325,House
2689,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4.0,2.0,2,$595,House,March 2014,3168,2014,3,CLAYTON,595,House
2872,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$245,none,March 2014,3168,2014,3,CLAYTON,245,Other
3009,"1/31 GLENBROOK AVE, CLAYTON",-37.909189,145.123384,3.0,1.0,2,$325,House,June 2014,3168,2014,6,CLAYTON,325,House
3021,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2.0,1.0,1,$341_pw,Rental_residential,August 2014,3168,2014,8,CLAYTON,341,Other
3022,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2.0,1.0,1,$340_pw,Rental_residential,August 2014,3168,2014,8,CLAYTON,340,Other
3029,"220/1457 NORTH ROAD, CLAYTON",-37.913578,145.124129,1.0,1.0,0,$240_per_week,Rental_residential,December 2014,3168,2014,12,CLAYTON,240,Other
3039,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$350_per_week,Available Now,March 2014,3168,2014,3,CLAYTON,350,Other
3067,"56 WELLINGTON ROAD, CLAYTON",-37.916257,145.136055,3.0,1.0,4,$365_pw,none,May 2014,3168,2014,5,CLAYTON,365,Other
3087,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4.0,4.0,2,$630_p.w.,Townhouse,January 2014,3168,2014,1,CLAYTON,630,House
3232,"6 BANKSIA STREET, CLAYTON",-37.914523,145.119282,3.0,1.0,2,$385_per_week,none,February 2014,3168,2014,2,CLAYTON,385,Other
3233,"6 BANKSIA STREET, CLAYTON",-37.914523,145.119282,3.0,1.0,2,$385_per_week,none,January 2014,3168,2014,1,CLAYTON,385,Other
3271,"59 MARSHALL AVENUE, CLAYTON",-37.91192,145.126379,4.0,1.0,4,$360_Weekly,House,July 2014,3168,2014,7,CLAYTON,360,House
3272,"59 MARSHALL AVENUE, CLAYTON",-37.91192,145.126379,4.0,1.0,4,$360_Weekly,House,April 2014,3168,2014,4,CLAYTON,360,House
3273,"59 MARSHALL AVENUE, CLAYTON",-37.91192,145.126379,4.0,1.0,4,$360_Weekly,House,March 2014,3168,2014,3,CLAYTON,360,House
3440,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$375_per_week,Townhouse,December 2014,3168,2014,12,CLAYTON,375,House
3499,"2/53 ALICE STREET, CLAYTON",-37.917891,145.117465,3.0,2.0,2,$400_per_week,Townhouse,September 2014,3168,2014,9,CLAYTON,400,House
3528,"UNIT 1/62 MADELEINE ROAD, CLAYTON",-37.919559,145.119888,2.0,1.0,3,$385_Weekly,Townhouse,February 2014,3168,2014,2,CLAYTON,385,House
3609,"1/25 HOURIGAN AVENUE, CLAYTON",-37.917441,145.12482,3.0,2.0,1,$400_Weekly,Townhouse,January 2014,3168,2014,1,CLAYTON,400,House
3687,"2 BRUSHBOX COURT, CLAYTON",-37.925488,145.119662,3.0,1.0,2,$430_Weekly,Townhouse,June 2014,3168,2014,6,CLAYTON,430,House
3828,"23 BAYVIEW AVENUE, CLAYTON",-37.906772,145.126106,4.0,2.0,1,$560_Weekly,House,March 2014,3168,2014,3,CLAYTON,560,House
3839,"1/17 BEDDOE AVENUE, CLAYTON",-37.90863,145.128127,3.0,2.0,1,$530,Townhouse,March 2014,3168,2014,3,CLAYTON,530,House
3874,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$435_Weekly,Available Now,February 2014,3168,2014,2,CLAYTON,435,Other
3894,"2/61 JAGUAR DRIVE, CLAYTON",-37.92792,145.131273,3.0,2.0,2,$410_Weekly,House,June 2014,3168,2014,6,CLAYTON,410,House
3953,"13 PARADISE AVE, CLEMATIS",-37.934453,145.420268,4.0,2.0,0,$340,House,March 2014,3782,2014,3,CLEMATIS,340,House
3954,"13 PARADISE AVE, CLEMATIS",-37.934453,145.420268,4.0,2.0,0,$320_per_week,House,January 2014,3782,2014,1,CLEMATIS,320,House
4010,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2.0,1.0,0,$490_per_week,none,September 2014,3068,2014,9,HILL,490,Other
4045,"143 SPENSLEY STREET, CLIFTON HILL",-37.787679,145.001432,3.0,1.0,1,$695_per_week,Rental_residential,July 2014,3068,2014,7,HILL,695,Other
4056,"6/32 THE ESPLANADE, CLIFTON HILL",-37.787185,145.005992,2.0,1.0,1,$310_per_week,Rental_residential,September 2014,3068,2014,9,HILL,310,Other
4072,"12/82 ROSENEATH STREET, CLIFTON HILL",-37.793089,144.99717,3.0,2.0,1,$700_pw,none,July 2014,3068,2014,7,HILL,700,Other
4097,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3.0,2.0,2,$750_per_week,Rental_residential,April 2014,3068,2014,4,HILL,750,Other
4176,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$770_per_week,Rental_residential,November 2014,3068,2014,11,HILL,770,Other
4177,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$795_per_week,Rental_residential,September 2014,3068,2014,9,HILL,795,Other
4178,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$770_per_week,Rental_residential,May 2014,3068,2014,5,HILL,770,Other
4206,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2.0,1.0,1,$490_pw,House,May 2014,3068,2014,5,HILL,490,House
4217,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2.0,2.0,1,$595_pw,none,May 2014,3068,2014,5,HILL,595,Other
4224,"68 ROSENEATH STREET, CLIFTON HILL",-37.792821,144.996608,3.0,2.0,1,$790_per_week,House,May 2014,3068,2014,5,HILL,790,House
4227,"1 WALKER STREET, CLIFTON HILL",-37.788326,145.0004676,3.0,2.0,1,$810_pw,House,September 2014,3068,2014,9,HILL,810,House
4286,"11 DALLY STREET, CLIFTON HILL",-37.792519,144.999611,2.0,1.0,0,$500_per_week,none,June 2014,3068,2014,6,HILL,500,Other
4328,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$370_pw,none,January 2014,3068,2014,1,HILL,370,Other
4338,"53 GRANT STREET, CLIFTON HILL",-37.787446,144.996319,2.0,1.0,0,$510_pw,House,November 2014,3068,2014,11,HILL,510,House
4374,"10/9 SOUTH TERRACE, CLIFTON HILL",-37.79235,144.99226,1.0,1.0,1,$295_p.w.,Flat,March 2014,3068,2014,3,HILL,295,Apartment
4394,"23 JOHN STREET, CLIFTON HILL",-37.788283,144.995987,3.0,1.0,0,$730_pw,House,February 2014,3068,2014,2,HILL,730,House
4410,"1 CLIFTON STREET, CLIFTON HILL",-37.787337,145.00483,2.0,1.0,0,$590_per_week,Rental_residential,October 2014,3068,2014,10,HILL,590,Other
4451,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$370_pw,Rental_residential,February 2014,3068,2014,2,HILL,370,Other
4513,"57 CLIFFORD PLACE, CLIFTON HILL",-37.791503,145.001466,3.0,2.0,1,$640_pw,Townhouse,July 2014,3068,2014,7,HILL,640,House
4522,"152 GOLD STREET, CLIFTON HILL",-37.792994,144.990414,2.0,1.0,1,$580_pw,Rental_residential,July 2014,3068,2014,7,HILL,580,Other
4542,"6 BARRIES PLACE, CLIFTON HILL",-37.7949562,144.9986966,3.0,3.0,1,$680_pw,Rental_residential,January 2014,3068,2014,1,HILL,680,Other
4555,"135A NOONE STREET, CLIFTON HILL",-37.7942689,144.9984992,1.0,1.0,0,$300_per_week,House,August 2014,3068,2014,8,HILL,300,House
4580,"35 FENWICK STREET, CLIFTON HILL",-37.789087,144.999835,2.0,1.0,0,$520_pw,none,June 2014,3068,2014,6,HILL,520,Other
4582,"18A NOONE STREET, CLIFTON HILL",-37.792999,144.989419,2.0,1.0,0,$500_pw,none,May 2014,3068,2014,5,HILL,500,Other
4598,"30 WRIGHT STREET, CLIFTON HILL",-37.78906,145.00174,2.0,1.0,1,$550_pw,Rental_residential,October 2014,3068,2014,10,HILL,550,Other
4638,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2.0,1.0,1,$420_per_week,none,February 2014,3068,2014,2,HILL,420,Other
4676,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,none,November 2014,3068,2014,11,HILL,385,Other
4677,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,none,October 2014,3068,2014,10,HILL,385,Other
4686,"53 ROSENEATH STREET, CLIFTON HILL",-37.792369,144.996191,4.0,2.0,1,$730_pw,none,February 2014,3068,2014,2,HILL,730,Other
4715,"23 AITKEN STREET, CLIFTON HILL",-37.791383,145.000129,2.0,1.0,0,$440_per_week,Rental_residential,February 2014,3068,2014,2,HILL,440,Other
4722,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$360_per_week,none,February 2014,3068,2014,2,HILL,360,Other
4733,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3.0,2.0,2,$650_pw,Rental_residential,July 2014,3068,2014,7,HILL,650,Other
4737,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$550_per_week,Rental_residential,December 2014,3068,2014,12,HILL,550,Other
4738,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$530_per_week,Rental_residential,January 2014,3068,2014,1,HILL,530,Other
4803,"3/268 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.7951063,144.9997451,1.0,1.0,1,$335_pw,none,February 2014,3068,2014,2,HILL,335,Other
4854,"1/23 COUNTRY CLUB DRIVE, CLIFTON SPRINGS",-38.146674,144.574985,2.0,1.0,1,$275,House,October 2014,3222,2014,10,SPRINGS,275,House
4855,"1/23 COUNTRY CLUB DRIVE, CLIFTON SPRINGS",-38.146674,144.574985,2.0,1.0,1,$275_Weekly,House,June 2014,3222,2014,6,SPRINGS,275,House
4924,"41 THAMBALLINA ROAD, CLIFTON SPRINGS",-38.150847,144.579873,3.0,1.0,2,$300_per_week,House,October 2014,3222,2014,10,SPRINGS,300,House
4930,"31 CENTRAL ROAD, CLIFTON SPRINGS",-38.16107328,144.56106495,3.0,1.0,2,$300_Weekly,House,May 2014,3222,2014,5,SPRINGS,300,House
4963,"505 MCDONALDS ROAD, CLONBINANE",-37.279427,145.061835,2.0,1.0,1,$270_per_week,House,February 2014,3658,2014,2,CLONBINANE,270,House
4971,"1081 DARNUM ALLAMBEE, CLOVERLEA",-38.25367,146.007306,3.0,2.0,2,$410_pw,House,March 2014,3822,2014,3,CLOVERLEA,410,House
4992,"6 HANNAH STREET, CLUNES",-37.295479,143.78396,2.0,1.0,0,$230,Rental_residential,November 2014,3370,2014,11,CLUNES,230,Other
5003,"19 SMEATON ROAD, CLUNES",-37.291657,143.803475,3.0,1.0,2,$240,House,November 2014,3370,2014,11,CLUNES,240,House
5011,"27A BECKWITH STREET, CLUNES",-37.299866,143.781619,3.0,1.0,1,$250_pw,House,June 2014,3370,2014,6,CLUNES,250,House
5012,"27A BECKWITH STREET, CLUNES",-37.299866,143.781619,3.0,1.0,1,$250_pw,House,May 2014,3370,2014,5,CLUNES,250,House
5035,"14 CANTERBURY STREET, CLUNES",-37.292971,143.792966,3.0,2.0,2,$260_per_week,Rental_residential,February 2014,3370,2014,2,CLUNES,260,Other
5044,"41 ALLIANCE STREET, CLUNES",-37.295995,143.783581,3.0,1.0,1,$230,House,August 2014,3370,2014,8,CLUNES,230,House
5085,"45 THORNTON STREET, CLUNES",-37.300119,143.782084,3.0,1.0,1,$240,none,December 2014,3370,2014,12,CLUNES,240,Other
5103,"15 BECKWITH STREET, CLUNES",-37.298842,143.78253,3.0,1.0,2,$190,House,October 2014,3370,2014,10,CLUNES,190,House
5152,"40 KARABAIR STREET, CLYDE NORTH",-38.1184629,145.3273726,4.0,2.0,2,$390_Weekly,House,August 2014,3978,2014,8,NORTH,390,House
5364,"2110 BALLARTO ROAD, CLYDE",-38.1434798,145.4038337,3.0,1.0,4,$300_pw,House,October 2014,3978,2014,10,CLYDE,300,House
5365,"2110 BALLARTO ROAD, CLYDE",-38.1434798,145.4038337,3.0,1.0,4,$300_per_week,House,June 2014,3978,2014,6,CLYDE,300,House
5410,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$580,none,May 2014,3978,2014,5,CLYDE,580,Other
5551,"1655 HEPBURN ROAD, CLYDESDALE",-37.164071,144.085918,3.0,1.0,0,$250_per_week,none,September 2014,3461,2014,9,CLYDESDALE,250,Other
5555,"55 MILLS ROAD, COALVILLE",-38.235485,146.268459,3.0,1.0,2,$290,House,July 2014,3824,2014,7,COALVILLE,290,House
5556,"55 MILLS ROAD, COALVILLE",-38.235485,146.268459,3.0,1.0,2,$290_per_week,House,June 2014,3824,2014,6,COALVILLE,290,House
5592,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$200_per_week,House,December 2014,3266,2014,12,COBDEN,200,House
5619,"55 WALKER STREET, COBDEN",-38.328331,143.079519,2.0,1.0,1,$200_per_week,Rental_residential,January 2014,3266,2014,1,COBDEN,200,Other
5699,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$210_per_week,House,March 2014,3266,2014,3,COBDEN,210,House
