,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
16,"1/85 MAIN ROAD, CHEWTON",-37.088043,144.204874,1.0,1.0,1,$200_pw,House,July 2016,3451,2016,7,CHEWTON,200,House
24,"UNIT 2/85 MAIN ROAD, CHEWTON",-37.088043,144.204874,1.0,1.0,0,$200_per_week,House,October 2016,3451,2016,10,CHEWTON,200,House
37,"28 ARCHERS ROAD, CHEWTON",-37.0933124,144.258522,3.0,1.0,2,$400,House,December 2016,3451,2016,12,CHEWTON,400,House
52,"49 ADELAIDE STREET, CHEWTON",-37.086142,144.253413,3.0,2.0,2,$350_pw,House,February 2016,3451,2016,2,CHEWTON,350,House
59,"14 PITMAN STREET, CHEWTON",-37.083013,144.266589,4.0,1.0,1,$335_pw,House,February 2016,3451,2016,2,CHEWTON,335,House
81,"101 MAIN ROAD, CHEWTON",-37.079631,144.252468,3.0,1.0,0,$270,House,June 2016,3451,2016,6,CHEWTON,270,House
93,"16 STEELE STREET, CHEWTON",-37.0797293,144.248306,3.0,2.0,2,$330_pw,House,October 2016,3451,2016,10,CHEWTON,330,House
99,"195 MAIN ROAD, CHEWTON",-37.0803456,144.2619809,3.0,1.0,2,$330_pw,House,March 2016,3451,2016,3,CHEWTON,330,House
107,"114 GOLDEN POINT ROAD, CHEWTON",-37.071999,144.2744735,3.0,1.0,2,$250_pw,House,February 2016,3451,2016,2,CHEWTON,250,House
109,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2.0,1.0,3,$260_pw,House,May 2016,3451,2016,5,CHEWTON,260,House
110,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2.0,1.0,3,$260_pw,House,February 2016,3451,2016,2,CHEWTON,260,House
113,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2.0,1.0,0,$260_per_week,House,December 2016,3451,2016,12,CHEWTON,260,House
114,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2.0,1.0,0,$260_per_week,House,August 2016,3451,2016,8,CHEWTON,260,House
117,"3A EUREKA STREET, CHEWTON",-37.077977,144.246961,3.0,1.0,0,$270_pw,House,December 2016,3451,2016,12,CHEWTON,270,House
120,"57 ARCHERS ROAD, CHEWTON",-37.094426,144.259118,3.0,1.0,2,$400_per_week,House,November 2016,3451,2016,11,CHEWTON,400,House
122,"LOT/31 HOOPERS ROAD, CHEWTON",-37.0967347,144.2657472,2.0,1.0,2,$350_pw,House,June 2016,3451,2016,6,CHEWTON,350,House
124,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2.0,1.0,0,$270_per_week,House,May 2016,3451,2016,5,CHEWTON,270,House
132,"732A PYRENEES HIGHWAY, CHEWTON",-37.08367,144.272154,2.0,1.0,1,$205_pw,House,April 2016,3451,2016,4,CHEWTON,205,House
134,"4 GEORGE STREET, CHEWTON",-37.082086,144.256513,3.0,1.0,2,$360_pw,House,April 2016,3451,2016,4,CHEWTON,360,House
138,"278 GOLDEN POINT ROAD, CHEWTON",-37.059297,144.274696,2.0,1.0,0,$375_pw,House,April 2016,3451,2016,4,CHEWTON,375,House
139,"197 MAIN ROAD, CHEWTON",-37.0803515,144.2618795,1.0,1.0,0,$250_pw,House,March 2016,3451,2016,3,CHEWTON,250,House
140,"197 MAIN ROAD, CHEWTON",-37.0803515,144.2618795,1.0,1.0,0,$290_pw,House,February 2016,3451,2016,2,CHEWTON,290,House
142,"7 MANCHESTER STREET, CHEWTON",-37.0775879,144.2506022,5.0,2.0,2,$400_pw,House,February 2016,3451,2016,2,CHEWTON,400,House
217,"1 HIGH STREET, CHILTERN",-36.1505744,146.5991617,3.0,2.0,2,$240,House,October 2016,3683,2016,10,CHILTERN,240,House
218,"1 HIGH STREET, CHILTERN",-36.1505744,146.5991617,3.0,2.0,2,$260_pw,House,August 2016,3683,2016,8,CHILTERN,260,House
219,"1 HIGH STREET, CHILTERN",-36.1505744,146.5991617,3.0,2.0,2,$260_pw,House,July 2016,3683,2016,7,CHILTERN,260,House
230,"10B CONNESS STREET, CHILTERN",-36.151004,146.605192,2.0,1.0,1,$235_per_week,House,August 2016,3683,2016,8,CHILTERN,235,House
247,"2/56 ALBERT ROAD, CHILTERN",-36.14908,146.604709,2.0,1.0,1,$185_pw,House,October 2016,3683,2016,10,CHILTERN,185,House
248,"2/56 ALBERT ROAD, CHILTERN",-36.14908,146.604709,2.0,1.0,1,$190_pw,House,October 2016,3683,2016,10,CHILTERN,190,House
258,"65 MAIN STREET, CHILTERN",-36.149418,146.609623,3.0,2.0,2,$300,House,October 2016,3683,2016,10,CHILTERN,300,House
290,"7 SCOTT STREET, CHILTERN",-36.153794,146.592627,2.0,1.0,4,$200_per_week,none,August 2016,3683,2016,8,CHILTERN,200,Other
293,"5 PARK STREET, CHILTERN",-36.149064,146.608326,3.0,1.0,2,$280,House,August 2016,3683,2016,8,CHILTERN,280,House
294,"5 PARK STREET, CHILTERN",-36.149064,146.608326,3.0,1.0,2,$280_p.w.,House,July 2016,3683,2016,7,CHILTERN,280,House
303,"13 BURKE STREET, CHILTERN",-36.152878,146.607758,2.0,1.0,1,$250_Weekly,none,July 2016,3683,2016,7,CHILTERN,250,Other
333,"12-14 CAMPUS GATE, CHIRNSIDE PARK",-37.755523,145.332948,5.0,2.0,2,$390_pw,House,September 2016,3116,2016,9,PARK,390,House
354,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3.0,1.0,1,$340_pw,House,December 2016,3116,2016,12,PARK,340,House
355,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3.0,1.0,1,$350_pw,House,November 2016,3116,2016,11,PARK,350,House
408,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3.0,1.0,1,$320_pw,House,September 2016,3116,2016,9,PARK,320,House
428,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$370_pw,House,June 2016,3116,2016,6,PARK,370,House
429,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$370_pw,House,May 2016,3116,2016,5,PARK,370,House
443,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,3.0,2.0,3,$420_pw,House,October 2016,3116,2016,10,PARK,420,House
454,"9 ALLY TERRACE, CHIRNSIDE PARK",-37.756061,145.295076,4.0,2.0,2,$550_per_week,House,December 2016,3116,2016,12,PARK,550,House
457,"27A HUNTINGDALE DRIVE, CHIRNSIDE PARK",-37.754248,145.3227,3.0,2.0,2,$460_Weekly,House,June 2016,3116,2016,6,PARK,460,House
521,"190 MUIR ROAD, CHRISTMAS HILLS",-37.65713,145.323706,3.0,1.0,0,$400_per_week,House,June 2016,3775,2016,6,HILLS,400,House
528,"30 O'SHEAS ROAD, CHRISTMAS HILLS",-37.643953,145.309304,4.0,2.0,1,$600_per_week,none,November 2016,3775,2016,11,HILLS,600,Other
529,"30 O'SHEAS ROAD, CHRISTMAS HILLS",-37.643953,145.309304,4.0,2.0,1,$600_per_week,none,December 2016,3775,2016,12,HILLS,600,Other
530,"30 OU0027SHEAS ROAD, CHRISTMAS HILLS",-37.653666,145.3050781,4.0,2.0,1,$600_per_week,House,November 2016,3775,2016,11,HILLS,600,House
531,"90 WESTERING ROAD, CHRISTMAS HILLS",-37.677565,145.269523,3.0,1.0,0,$550_per_week,none,August 2016,3775,2016,8,HILLS,550,Other
532,"1246 ELTHAM - YARRA GLEN ROAD, CHRISTMAS HILLS",-37.651535,145.288365,2.0,1.0,0,$250_per_week,House,June 2016,3775,2016,6,HILLS,250,House
533,"1246 ELTHAM - YARRA GLEN ROAD, CHRISTMAS HILLS",-37.651535,145.288365,2.0,1.0,0,$250_per_week,House,May 2016,3775,2016,5,HILLS,250,House
556,"4 KARAMOOKA AVENUE, CHUM CREEK",-37.630489,145.496038,3.0,1.0,0,$380_per_week,House,March 2016,3777,2016,3,CREEK,380,House
564,"731 CHUM CREEK ROAD, CHUM CREEK",-37.64491085,145.49757232,3.0,2.0,0,$385_per_week,none,December 2016,3777,2016,12,CREEK,385,Other
565,"7 CENTRE GROVE, CHUM CREEK",-37.646127,145.494799,4.0,2.0,1,$465_pw,House,August 2016,3777,2016,8,CREEK,465,House
566,"CONTACT AGENT, CHUM CREEK",-37.6333426,145.4993536,4.0,2.0,3,$450_pw,House,April 2016,3777,2016,4,CREEK,450,House
567,"5 KARAMOOKA AVENUE, CHUM CREEK",-37.630029,145.495225,3.0,2.0,2,$390_per_week,House,January 2016,3777,2016,1,CREEK,390,House
606,"5 INALA CLOSE, CHURCHILL",-38.323757,146.424585,4.0,1.0,0,$200_pw,none,June 2016,3842,2016,6,CHURCHILL,200,Other
619,"15 CURRINGA COURT, CHURCHILL",-38.319109,146.420642,4.0,2.0,2,$300_per_week,none,January 2016,3842,2016,1,CHURCHILL,300,Other
704,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3.0,1.0,1,$210_per_week,House,December 2016,3842,2016,12,CHURCHILL,210,House
732,"27 CHURINGA DRIVE, CHURCHILL",-38.3210366,146.4247311,3.0,1.0,1,$280_per_week,none,May 2016,3842,2016,5,CHURCHILL,280,Other
760,"3/34 INVERNESS ST, CLARINDA",-37.931864,145.108164,3.0,2.0,1,$515_Weekly,Townhouse,February 2016,3169,2016,2,CLARINDA,515,House
838,"1 / 55 VINEY STREET, CLARINDA",-37.93875,145.101891,3.0,1.0,3,$350_per_week,Townhouse,May 2016,3169,2016,5,CLARINDA,350,House
940,"59 LEONARD CLOSE, CLARINDA",-37.940496,145.106509,5.0,3.0,2,$410_Weekly,Rental_residential,May 2016,3169,2016,5,CLARINDA,410,Other
