,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
4575,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2.0,1.0,1,$500_pw,Available Now,November 2013,3068,2013,11,HILL,500,Other
4589,"57 DALLY STREET, CLIFTON HILL",-37.792276,144.997986,2.0,1.0,1,$555_pw,none,May 2013,3068,2013,5,HILL,555,Other
4599,"30 WRIGHT STREET, CLIFTON HILL",-37.78906,145.00174,2.0,1.0,1,$540_pw,Rental_residential,September 2013,3068,2013,9,HILL,540,Other
4605,"8 RUTLAND STREET, CLIFTON HILL",-37.794571,144.99622,2.0,1.0,0,$435_pw,none,May 2013,3068,2013,5,HILL,435,Other
4606,"8 RUTLAND STREET, CLIFTON HILL",-37.794571,144.99622,2.0,1.0,0,$435_pw,none,April 2013,3068,2013,4,HILL,435,Other
4703,"6/77 FIELD STREET, CLIFTON HILL",-37.7923464,145.0022251,3.0,2.0,1,$700_per_week,Rental_residential,March 2013,3068,2013,3,HILL,700,Other
4804,"3/268 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.7951063,144.9997451,1.0,1.0,1,$350_pw,none,January 2013,3068,2013,1,HILL,350,Other
4891,"4 COOLABAH WAY, CLIFTON SPRINGS",-38.148568,144.576425,4.0,2.0,3,$300_per_week,none,July 2013,3222,2013,7,SPRINGS,300,Other
4914,"2/7 CONDY STREET, CLIFTON SPRINGS",-38.167936,144.56906,2.0,2.0,2,$260_per_week,Available Now,March 2013,3222,2013,3,SPRINGS,260,Other
4964,"360 CLONBINANE ROAD, CLONBINANE",-37.32236,145.078481,4.0,2.0,2,$300_pw,none,October 2013,3658,2013,10,CLONBINANE,300,Other
4993,"6 HANNAH STREET, CLUNES",-37.295479,143.78396,2.0,1.0,0,$220,Rental_residential,July 2013,3370,2013,7,CLUNES,220,Other
5013,"27A BECKWITH STREET, CLUNES",-37.299866,143.781619,3.0,1.0,1,$250_pw,House,June 2013,3370,2013,6,CLUNES,250,House
5053,"10 ALBERT STREET, CLUNES",-37.287198,143.78807,3.0,2.0,1,$215,House,April 2013,3370,2013,4,CLUNES,215,House
5061,"7 SUBURBAN STREET, CLUNES",-37.294901,143.77939,3.0,1.0,2,$250_Weekly,House,July 2013,3370,2013,7,CLUNES,250,House
5065,"46 LESLIE STREET, CLUNES",-37.296568,143.793823,3.0,1.0,1,$230_per_week,House,January 2013,3370,2013,1,CLUNES,230,House
5093,"76 FRASER STREET, CLUNES",-37.297688,143.788508,4.0,1.0,1,$250,House,January 2013,3370,2013,1,CLUNES,250,House
5111,"15 SUBURBAN STREET, CLUNES",-37.29528,143.778701,3.0,1.0,3,$300,House,September 2013,3370,2013,9,CLUNES,300,House
5391,"12 BALLARTO ROAD, CLYDE",-38.13434,145.329343,4.0,2.0,4,$505_per_week,House,April 2013,3978,2013,4,CLYDE,505,House
5552,"189 LOCARNO ROAD, CLYDESDALE",-37.180468,144.082754,3.0,1.0,0,$315_per_week,none,March 2013,3461,2013,3,CLYDESDALE,315,Other
5593,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$185_per_week,House,October 2013,3266,2013,10,COBDEN,185,House
5594,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$185_per_week,House,September 2013,3266,2013,9,COBDEN,185,House
5610,"74 WALKER STREET, COBDEN",-38.32536,143.080733,2.0,1.0,1,$195_per_week,House,October 2013,3266,2013,10,COBDEN,195,House
5620,"55 WALKER STREET, COBDEN",-38.328331,143.079519,2.0,1.0,1,$200_per_week,Rental_residential,October 2013,3266,2013,10,COBDEN,200,Other
5700,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$210_per_week,House,November 2013,3266,2013,11,COBDEN,210,House
5701,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$210_per_week,House,October 2013,3266,2013,10,COBDEN,210,House
5702,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$200_per_week,House,January 2013,3266,2013,1,COBDEN,200,House
5718,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240_per_week,none,November 2013,3266,2013,11,COBDEN,240,Other
5740,"1/9 LAWSON DRIVE, COBRAM",-35.929376,145.655264,2.0,1.0,1,$250,Townhouse,September 2013,3644,2013,9,COBRAM,250,House
5861,"674 COBDEN-TERANG ROAD, COBRICO",-38.3003,143.019079,4.0,2.0,3,$280_per_week,House,October 2013,3266,2013,10,COBRICO,280,House
5862,"674 COBDEN-TERANG ROAD, COBRICO",-38.3003,143.019079,4.0,2.0,3,$280_per_week,House,February 2013,3266,2013,2,COBRICO,280,House
5905,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$425_pw,Rental_residential,January 2013,3058,2013,1,NORTH,425,Other
5906,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$430_pw,Rental_residential,January 2013,3058,2013,1,NORTH,430,Other
6059,"6/25A ARTHUR STREET, COBURG NORTH",-37.723824,144.9823,2.0,1.0,1,$270_pw,Rental_residential,March 2013,3058,2013,3,NORTH,270,Other
6080,"21 BOYD CRESCENT, COBURG NORTH",-37.733193,144.979128,4.0,2.0,1,$380_pw,House,July 2013,3058,2013,7,NORTH,380,House
6178,"11 RED BOX STREET, COBURG NORTH",-37.7279113,144.9824989,4.0,3.0,2,$550_Weekly,House,October 2013,3058,2013,10,NORTH,550,House
6201,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$470_pw,none,March 2013,3058,2013,3,COBURG,470,Other
6218,"2/64 VICTORIA STREET, COBURG",-37.742205,144.958461,2.0,1.0,1,$290_per_week,none,August 2013,3058,2013,8,COBURG,290,Other
6258,"41 LINSEY STREET, COBURG",-37.741145,144.952948,3.0,1.0,1,$360_pw,Rental_residential,November 2013,3058,2013,11,COBURG,360,Other
6271,"104A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$330_per_week,Rental_residential,February 2013,3058,2013,2,COBURG,330,Other
6291,"13/110-116 MOORE STREET, COBURG",-37.755321,144.977002,3.0,1.0,1,$450_per_week,Townhouse,September 2013,3058,2013,9,COBURG,450,House
6292,"13/110-116 MOORE STREET, COBURG",-37.755321,144.977002,3.0,1.0,1,$450_per_week,Townhouse,August 2013,3058,2013,8,COBURG,450,House
6341,"1/39 SAUNDERS STREET, COBURG",-37.750597,144.950743,2.0,1.0,1,$300_per_week,Unit,November 2013,3058,2013,11,COBURG,300,Apartment
6353,"3/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$330_pw,none,October 2013,3058,2013,10,COBURG,330,Other
6357,"101B/41-43 STOCKADE AVENUE, COBURG",-37.7370199,144.9707254,3.0,1.0,2,$390_per_week,none,October 2013,3058,2013,10,COBURG,390,Other
6370,"30 VICTORIA STREET, COBURG",-37.7429133,144.9637724,2.0,1.0,1,$350_per_week,none,October 2013,3058,2013,10,COBURG,350,Other
