,S/T name,SA2 code,SA2 name,population_density_of_2001,population_density_of_2002,population_density_of_2003,population_density_of_2004,population_density_of_2005,population_density_of_2006,population_density_of_2007,population_density_of_2008,population_density_of_2009,population_density_of_2010,population_density_of_2011,population_density_of_2012,population_density_of_2013,population_density_of_2014,population_density_of_2015,population_density_of_2016,population_density_of_2017,population_density_of_2018,population_density_of_2019,population_density_of_2020,population_density_of_2021
651,Victoria,201011001,Alfredton,109.22201138519924,115.5977229601518,119.41176470588235,122.96015180265654,126.14800759013282,128.29222011385198,133.47248576850095,137.988614800759,144.47817836812143,149.79127134724857,160.37950664136622,171.91650853889942,184.32637571157494,196.16698292220113,209.4686907020873,224.89563567362427,239.82922201138518,256.5464895635674,273.3965844402277,293.5863377609108,319.2220113851992
652,Victoria,201011002,Ballarat,927.1774193548387,944.1935483870967,968.9516129032257,982.983870967742,989.4354838709677,996.4516129032257,1000.6451612903226,1006.4516129032257,1006.1290322580645,1005.0,997.1774193548387,996.5322580645161,996.1290322580645,994.1129032258065,991.9354838709677,992.016129032258,988.7903225806451,986.8548387096774,992.8225806451612,982.5,973.8709677419355
653,Victoria,201011005,Buninyong,103.10077519379844,104.63178294573643,107.6937984496124,108.91472868217053,113.5077519379845,116.99612403100775,118.81782945736434,121.16279069767441,124.63178294573643,127.81007751937985,130.3294573643411,132.8294573643411,135.34883720930233,137.24806201550388,139.36046511627907,141.6860465116279,143.54651162790697,143.6627906976744,144.41860465116278,142.81007751937983,140.15503875968992
654,Victoria,201011006,Delacombe,121.46198830409355,123.53801169590642,127.80701754385964,130.55555555555554,137.5438596491228,147.39766081871343,152.2222222222222,156.4035087719298,162.48538011695905,166.63742690058479,170.7017543859649,176.02339181286547,183.2456140350877,192.48538011695905,200.1754385964912,210.3801169590643,222.71929824561403,239.00584795321635,259.53216374269005,284.6783625730994,311.1111111111111
655,Victoria,201011007,Smythes Creek,31.680993314231134,32.26361031518625,32.578796561604584,33.17096466093601,33.50525310410697,33.829990448901626,34.326647564469916,34.93791786055396,35.4727793696275,36.0458452722063,36.4756446991404,36.98185291308501,37.38299904489016,37.67908309455587,37.87965616045845,38.10888252148997,38.22349570200573,38.58643744030564,39.24546322827125,39.61795606494747,40.23877745940783
656,Victoria,201011008,Wendouree - Miners Rest,197.55917159763314,196.07988165680476,194.68934911242604,193.7130177514793,192.72189349112426,191.7603550295858,192.7958579881657,197.24852071005918,202.92899408284026,208.6390532544379,214.0976331360947,216.34615384615387,217.55917159763317,218.13609467455623,218.6242603550296,219.31952662721895,220.90236686390534,222.7218934911243,224.2603550295858,225.4733727810651,226.53846153846155
657,Victoria,201011481,Ballarat East - Warrenheip,417.6041666666667,420.1041666666667,420.83333333333337,419.84375,419.6354166666667,419.21875,426.92708333333337,433.64583333333337,440.1041666666667,451.25,459.0625,463.59375,469.1666666666667,472.6041666666667,478.4375,485.46875,492.8125,496.3541666666667,501.1979166666667,502.03125,502.9166666666667
658,Victoria,201011482,Ballarat North - Invermay,167.57865937072503,171.27222982216145,174.52804377564982,177.00410396716828,178.8919288645691,180.98495212038304,181.87414500683997,183.44733242134063,184.50068399452806,185.3761969904241,186.18331053351574,187.56497948016417,189.452804377565,190.5061559507524,191.86046511627907,194.50068399452806,196.63474692202465,198.37209302325584,199.89056087551302,200.54719562243503,200.98495212038304
659,Victoria,201011483,Canadian - Mount Clear,409.372197309417,409.91031390134526,411.6143497757847,411.52466367713004,416.8609865470852,419.68609865470853,431.1659192825112,442.8251121076233,450.35874439461884,464.3497757847534,475.2466367713004,480.62780269058294,487.3094170403587,498.16143497757844,504.304932735426,515.9192825112108,527.3094170403588,537.847533632287,543.8565022421525,546.1434977578475,547.3991031390134
660,Victoria,201011484,Sebastopol - Redan,1065.566037735849,1061.132075471698,1059.245283018868,1050.6603773584907,1049.7169811320755,1054.245283018868,1065.6603773584907,1093.867924528302,1122.3584905660377,1161.4150943396228,1188.2075471698113,1200.3773584905662,1210.2830188679245,1220.754716981132,1231.132075471698,1240.4716981132076,1247.5471698113208,1251.9811320754718,1252.6415094339623,1246.7924528301887,1232.2641509433963
661,Victoria,201021009,Bacchus Marsh Surrounds,4.716981132075472,4.744897959183674,4.763188294185599,4.806507508663843,4.859453215248363,4.880631497882172,4.946091644204852,5.046207162110127,5.185791297651136,5.329226030034656,5.460146322680016,5.539083557951483,5.6016557566422795,5.633423180592992,5.682518290335002,5.758567577974587,5.865421640354255,5.984790142472083,6.107046592221795,6.215825953022719,6.28898729303042
662,Victoria,201021010,Creswick - Clunes,8.71498599439776,8.663632119514473,8.639122315592905,8.630952380952381,8.557422969187675,8.53874883286648,8.579598506069095,8.62278244631186,8.661297852474323,8.721988795518207,8.757002801120448,8.838702147525677,8.915732959850608,8.989262371615313,9.081465919701214,9.185340802987863,9.23202614379085,9.283380018674137,9.314892623716153,9.355742296918768,9.379084967320262
663,Victoria,201021011,Daylesford,8.906385751520418,8.862945264986969,8.817332754126847,8.861859252823631,8.728279756733276,8.738053866203302,8.752172024326672,8.93462206776716,9.159426585577759,9.270199826238054,9.327758470894874,9.449391833188532,9.58840139009557,9.702432667245874,9.793657688966118,9.901172893136403,10.032580364900088,10.186794092093832,10.356211989574284,10.548436142484796,10.718940052128584
664,Victoria,201021012,Gordon (Vic.),6.29189697753734,6.250735034693638,6.256615312242738,6.258967423262378,6.29307303304716,6.316594143243561,6.328354698341762,6.355403975067624,6.424791250147007,6.450664471363049,6.4541926378925085,6.502410913795131,6.564741855815595,6.622368575796778,6.694107961895802,6.775255792073386,6.8987416206044925,7.044572503822181,7.1904033870398685,7.333882159237916,7.452663765729743
665,Victoria,201031013,Avoca,1.838175242095438,1.845175592112939,1.8562594796406486,1.8679267296698168,1.894178042235445,1.9215960798039902,1.922762804806907,1.9210127173025318,1.944347217360868,1.950180842375452,1.9525142923812857,1.9495974798739937,1.9466806673667016,1.9379302298448255,1.9350134173375335,1.938513592346284,1.9536810173842025,1.9770155174425388,1.9933496674833742,2.0067670050169175,2.040602030101505
666,Victoria,201031014,Beaufort,2.044551798174987,2.0402576489533013,2.0397208803005906,2.044551798174987,2.0509930220075145,2.060118089103596,2.0628019323671496,2.0676328502415457,2.0767579173376274,2.0837359098228663,2.085882984433709,2.122920021470746,2.1723027375201287,2.239398819108964,2.317230273752013,2.3907675791733762,2.406333870101986,2.3853998926462694,2.4347826086956523,2.4680622651637143,2.478797638217928
667,Victoria,201031015,Golden Plains - North,4.202364168745255,4.238152044246828,4.242489968550049,4.245743411777465,4.281531287279037,4.2902071358854785,4.308643314174168,4.324910530311246,4.372627697646676,4.411669016375664,4.448541372953041,4.549398113002928,4.645916928749593,4.7315909337382065,4.81943390087843,4.923544084155731,4.998373278386292,5.084047283374905,5.181650580197376,5.231536709684416,5.279253877019846
668,Victoria,201031016,Maryborough (Vic.),170.15384615384616,170.06593406593407,169.53846153846155,168.1978021978022,166.96703296703296,166.46153846153845,167.01098901098902,167.45054945054946,168.63736263736263,169.05494505494505,168.65934065934067,170.32967032967034,171.62637362637363,172.85714285714286,173.95604395604394,175.84615384615384,177.07692307692307,178.72527472527472,179.03296703296704,178.35164835164835,178.37362637362637
669,Victoria,201031017,Maryborough Surrounds,3.3024084541656427,3.277832391250922,3.243425903170312,3.1807569427377738,3.14450724993856,3.1168591791594986,3.121774391742443,3.1346768247726717,3.166011304988941,3.166011304988941,3.1371344310641436,3.1549520766773163,3.1826001474563776,3.1930449741951343,3.2084050135168347,3.242811501597444,3.282133202260998,3.3128532809043993,3.3140820840501353,3.3011796510199067,3.3638486114524455
670,Victoria,202011018,Bendigo,965.7763975155278,967.6397515527949,961.3043478260869,945.4037267080745,932.670807453416,925.6521739130434,922.670807453416,918.2608695652173,916.9565217391304,916.2732919254657,919.9378881987577,919.6273291925465,918.3229813664595,917.0186335403725,916.335403726708,917.391304347826,921.4906832298136,927.1428571428571,935.0931677018633,935.5900621118011,928.6335403726707
671,Victoria,202011019,California Gully - Eaglehawk,287.32522796352583,288.3586626139818,287.90273556231006,288.29787234042556,289.69604863221883,294.3161094224924,297.50759878419456,300.5471124620061,304.34650455927056,308.7841945288754,311.9148936170213,320.8510638297872,334.58966565349544,345.04559270516717,355.77507598784194,368.69300911854106,373.7082066869301,378.54103343465044,383.37386018237083,388.29787234042556,392.79635258358667
672,Victoria,202011020,East Bendigo - Kennington,741.6374269005847,758.0116959064327,776.9005847953216,784.3859649122807,785.3801169590643,788.0701754385964,791.9298245614034,797.7192982456139,802.3391812865497,808.0116959064327,812.9824561403508,813.1578947368421,812.3976608187133,810.4093567251462,807.3099415204678,804.0935672514619,807.0760233918128,808.4795321637426,811.7543859649122,806.1403508771929,814.3274853801169
673,Victoria,202011021,Flora Hill - Spring Gully,668.409090909091,676.1363636363636,684.0151515151515,689.6212121212121,691.8181818181819,694.9242424242425,695.7575757575758,697.8787878787879,702.1212121212121,705.3030303030304,704.0909090909091,707.5757575757576,711.8181818181819,715.5303030303031,716.6666666666667,719.1666666666667,719.7727272727274,721.0606060606061,722.5757575757576,724.3939393939394,713.6363636363636
674,Victoria,202011022,Kangaroo Flat - Golden Square,410.5623471882641,413.08068459657704,418.8753056234719,421.320293398533,421.1491442542787,424.88997555012224,430.46454767726163,437.2127139364303,445.158924205379,452.86063569682153,460.09779951100245,467.92176039119806,473.76528117359413,478.31295843520786,482.68948655256725,487.70171149144255,493.398533007335,499.3154034229829,505.86797066014674,511.0024449877751,514.9144254278729
675,Victoria,202011023,Maiden Gully,62.97674418604651,66.11627906976744,70.13953488372093,73.27906976744185,76.62790697674419,80.30232558139535,84.69767441860465,87.25581395348837,90.46511627906976,95.04651162790698,101.25581395348837,105.6046511627907,109.86046511627907,113.0,115.88372093023256,119.88372093023256,122.04651162790698,123.65116279069767,124.6046511627907,126.86046511627907,127.90697674418605
676,Victoria,202011024,Strathfieldsaye,73.29787234042553,76.79078014184397,82.76595744680851,89.60992907801419,94.14893617021276,99.23758865248227,105.08865248226951,110.74468085106383,116.45390070921987,120.97517730496455,125.79787234042554,131.20567375886526,136.13475177304966,142.05673758865248,148.13829787234042,155.58510638297872,161.70212765957447,167.9964539007092,175.33687943262413,182.5531914893617,189.29078014184398
677,Victoria,202011025,White Hills - Ascot,91.01769911504425,91.6519174041298,92.81710914454278,94.86725663716814,99.21828908554572,105.32448377581122,112.37463126843659,116.63716814159292,120.51622418879056,125.48672566371683,129.85250737463127,137.34513274336283,146.19469026548674,156.40117994100297,165.6637168141593,175.7227138643068,183.93805309734515,191.4896755162242,200.0147492625369,206.69616519174042,213.0383480825959
678,Victoria,202021026,Bendigo Surrounds - South,6.244196260509474,6.396034634207554,6.55916677123855,6.802610114192496,6.973271426778768,7.146442464550132,7.312084326766219,7.471451876019576,7.670975028234409,7.741247333416991,7.861714142301418,8.046178943405698,8.249466683398168,8.4979294767223,8.809135399673735,9.21822060484377,9.506839001129377,9.774124733341699,9.93223742000251,10.218346091103024,10.42288869368804
