,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,postcode,weekly_rent
2211,3.0,2.0,1.0,,2/42 Barkly Place Heidelberg VIC 3084,-37.754498999999996,145.05741,$505_Per_Week,10.6592,3084,505
2212,2.0,2.0,1.0,,502/91 Darebin St Heidelberg VIC 3084,-37.75355220000001,145.0593511,$560.00,10.8569,3084,560
2213,2.0,2.0,1.0,,101/1 Powlett Street Heidelberg VIC 3084,-37.754803700000004,145.0581881,$435pw/$1890pcm,10.6881,3084,435
2214,6.0,2.0,3.0,,330 Lower Plenty Road Viewbank VIC 3084,-37.734224700000006,145.0805532,$580.00,13.6852,3084,580
2215,3.0,2.0,2.0,,34 Warren Road Viewbank VIC 3084,-37.7406073,145.08692130000003,$595_per_week,13.6399,3084,595
2216,3.0,2.0,1.0,,11/218 Lower Plenty Road Rosanna VIC 3084,-37.7391796,145.07233269999998,$555_per_week,12.7802,3084,555
2217,3.0,2.0,1.0,,1/8 Maleela Grove Rosanna VIC 3084,-37.7384489,145.078477,$585.00,13.2325,3084,585
2218,4.0,2.0,2.0,406.0,8 Peregrine Ct Viewbank VIC 3084,-37.735870899999995,145.0939014,$650_per_week,14.4493,3084,650
2219,4.0,2.0,2.0,,58 GrahamRd Viewbank VIC 3084,-37.74129129999999,145.0822897,$646_per_week,13.2775,3084,646
2220,3.0,2.0,2.0,,11/32-34 Fairlie Avenue Macleod VIC 3085,-37.722774,145.078926,$475_per_week,14.4871,3085,475
2221,4.0,2.0,2.0,,81 Harborne Street Macleod VIC 3085,-37.718193400000004,145.0905621,$600_per_week,15.5632,3085,600
2222,4.0,2.0,2.0,,1/296 Waiora Road Macleod VIC 3085,-37.725501200000004,145.0615908,$750.00,13.2572,3085,750
2223,2.0,2.0,2.0,,2/11 Nepean Street Greensborough VIC 3088,-37.713516600000005,145.1063011,$430_Per_Week,16.9161,3088,430
2224,4.0,2.0,2.0,,6 Eldale Avenue Greensborough VIC 3088,-37.705343400000004,145.10445890000003,$580pw_/_$2520pcm,17.442,3088,580
2225,3.0,2.0,2.0,,1/14 Carnon Street Greensborough VIC 3088,-37.695267799999996,145.11594169999998,$570_pw,18.9515,3088,570
2226,4.0,2.0,2.0,,2/8 Warwick Road Greensborough VIC 3088,-37.7061079,145.1068272,$620pw,17.5267,3088,620
2227,2.0,2.0,,,2/14 Hopkins St Greensborough VIC 3088,-37.7103659,145.10665680000002,$425_weekly,17.1819,3088,425
2228,2.0,2.0,1.0,,2/186 Grimshaw Street Greensborough VIC 3088,-37.703300299999995,145.09510490000002,$500_pw,17.0505,3088,500
2229,4.0,2.0,1.0,,88 Plenty Lane Greensborough VIC 3088,-37.714307899999994,145.104028,$570pw,16.7104,3088,570
2230,4.0,2.0,,,133 Plenty River Drive Greensborough VIC 3088,-37.6894027,145.10493300000002,$700.00,18.787,3088,700
2231,4.0,2.0,,,10 Oldstead Road Greensborough VIC 3088,-37.6857924,145.1182071,$620pw_/_$2694pcm,19.8597,3088,620
2232,3.0,2.0,2.0,,11/171 St Helena Road Greensborough VIC 3088,-37.699236799999994,145.1220058,$570_Per_Week,19.0147,3088,570
2233,3.0,2.0,2.0,,1/69 Parkhill Road Kew VIC 3101,-37.805312,145.052599,$675.00,7.6773,3101,675
2234,3.0,2.0,2.0,,38 Vaughan Cres Kew VIC 3101,-37.793037,145.0236241,$725.00,5.7218,3101,725
2235,2.0,2.0,2.0,,13/152 Princess Street Kew VIC 3101,-37.796528,145.03098400000002,$520.00,6.1327,3101,520
2236,2.0,2.0,1.0,,G04/48 Pakington Street Kew VIC 3101,-37.801708700000006,145.0351102,$485.00,6.277,3101,485
2237,3.0,2.0,2.0,,6/61 Princess Street Kew VIC 3101,-37.80329529999999,145.0290772,$600.00,5.718,3101,600
2238,3.0,2.0,2.0,,1/309 Barkers Road Kew VIC 3101,-37.8154989,145.0451496,$560_p.w.,6.895,3101,560
2239,2.0,2.0,1.0,,G04/48 Pakington Street Kew VIC 3101,-37.801708700000006,145.0351102,$485.00,6.277,3101,485
2240,2.0,2.0,1.0,,203/55-59 Earl Street Kew VIC 3101,-37.7950446,145.035253,$500_pw,6.5429,3101,500
2241,3.0,2.0,2.0,,6/61 Princess Street Kew VIC 3101,-37.80329529999999,145.0290772,$600.00,5.718,3101,600
2242,2.0,2.0,1.0,,101/189 Barkers Road Kew VIC 3101,-37.814185200000004,145.0346535,$630,5.9818,3101,630
2243,3.0,2.0,2.0,,2/17 Pakington Street Kew VIC 3101,-37.803512899999994,145.0342982,$820_per_week,6.1527,3101,820
2244,3.0,2.0,1.0,,25/380 High Street Kew VIC 3101,-37.8045946,145.0375566,$650_per_week,6.4002,3101,650
2245,3.0,2.0,2.0,,148 Brougham Street Kew VIC 3101,-37.7992839,145.0317898,$995.00_per_week,6.0857,3101,995
2246,4.0,2.0,2.0,,35 Tennyson Street Kew VIC 3101,-37.7983043,145.0362571,$695_PW_/_$3019.94_PCM,6.4923,3101,695
2247,2.0,2.0,2.0,,2/24 Hartington Street Kew VIC 3101,-37.801271299999996,145.0425118,$490_per_week,6.9156,3101,490
2248,3.0,2.0,2.0,,20 Kent Street Kew VIC 3101,-37.8064294,145.0404879,$749.00,6.6079,3101,749
2249,6.0,6.0,8.0,,1 Molesworth Street Kew VIC 3101,-37.8016119,145.02879740000003,$3500,5.7514,3101,3500
2250,3.0,2.0,2.0,,9 Derby Street Kew VIC 3101,-37.8038709,145.0368601,$1050.00,6.3603,3101,1050
2251,3.0,2.0,2.0,,202/20 Main Drive Kew VIC 3101,-37.7978058,145.02374019999996,$999.00,5.492,3101,999
2252,3.0,3.0,2.0,,2/142 Princess Street Kew VIC 3101,-37.7972904,145.03097169999998,$900_pw,6.099,3101,900
2253,4.0,2.0,2.0,,5 Blythswood Court Kew VIC 3101,-37.8112237,145.01745290000002,1000_pw,4.5184,3101,1000
2254,3.0,2.0,2.0,,2/150 Princess Street Kew VIC 3101,-37.796806,145.031272,$750_per_week,6.144,3101,750
2255,3.0,2.0,2.0,,1/69 Parkhill Road Kew VIC 3101,-37.805312,145.052599,$675.00,7.6773,3101,675
2256,5.0,3.0,2.0,,38 Alfred Street Kew VIC 3101,-37.8108581,145.05136919999998,$1375.00,7.4795,3101,1375
2257,3.0,2.0,2.0,,38 Vaughan Cres Kew VIC 3101,-37.793037,145.0236241,$725.00,5.7218,3101,725
2258,3.0,2.0,1.0,,73A Brougham Street Kew VIC 3101,-37.80368970000001,145.0305501,$750_per_week,5.8299,3101,750
2259,3.0,3.0,2.0,,3/272 Cotham Rd Kew VIC 3101,-37.8092102,145.0492945,$740,7.3207,3101,740
2260,4.0,2.0,3.0,,7 Lower Drive Kew VIC 3101,-37.7976499,145.0280439,$1500.00,5.8458,3101,1500
2261,4.0,4.0,2.0,,36 Cypress Way Kew VIC 3101,-37.7945984,145.0250731,$1495.00,5.7523,3101,1495
2262,4.0,2.0,1.0,,18 Second Avenue Kew VIC 3101,-37.8038348,145.06120180000002,$1200.00,8.4513,3101,1200
2263,4.0,3.0,2.0,,1/62 Tennyson Street Kew VIC 3101,-37.797637200000004,145.0371722,$1450.00,6.5933,3101,1450
2264,3.0,2.0,2.0,,1/238 Princess Street Kew VIC 3101,-37.7922962,145.031879,$685.00,6.4022,3101,685
2265,2.0,2.0,2.0,,13/152 Princess Street Kew VIC 3101,-37.796528,145.03098400000002,$520.00,6.1327,3101,520
2266,4.0,2.0,2.0,,6/1289 Burke Road Kew VIC 3101,-37.805271000000005,145.0611816,$1000_Per_Week,8.421,3101,1000
2267,3.0,2.0,2.0,,UNIT 11/40-44 EDGEVALE ROAD Kew VIC 3101,-37.813700700000005,145.04292080000002,$620,6.7108,3101,620
2268,5.0,2.0,2.0,,35 Tennyson Street Kew VIC 3101,-37.7983043,145.0362571,$695_per_week,6.4923,3101,695
2269,3.0,2.0,1.0,,3/1 Birtles St Balwyn VIC 3103,-37.802043100000006,145.06689939999998,$575.00,8.9816,3103,575
2270,2.0,2.0,2.0,,210/201 Whitehorse Road Balwyn VIC 3103,-37.81152879999999,145.0725535,$510.00,9.3276,3103,510
2271,4.0,2.0,2.0,,15a Winmalee Road Balwyn VIC 3103,-37.8066029,145.0849394,$930,10.4669,3103,930
2272,4.0,2.0,2.0,,1/18 Raynes Street Balwyn VIC 3103,-37.8059881,145.0895961,$860_per_week,10.8818,3103,860
2273,2.0,2.0,1.0,,G07/201 WHITEHORSE RD Balwyn VIC 3103,-37.81152879999999,145.0725535,$550,9.3276,3103,550
2275,4.0,2.0,2.0,,8 Eyre Street Balwyn VIC 3103,-37.8054696,145.063443,$850_per_week,8.6134,3103,850
2276,4.0,2.0,,,12 Meadow Grove Deepdene VIC 3103,-37.8098716,145.06727659999999,$680.00,8.8822,3103,680
2277,3.0,2.0,,,1/13 Peverill Street Deepdene VIC 3103,-37.8141874,145.0613622,$445pw/$1934pcm,8.3261,3103,445
2278,7.0,3.0,4.0,,17 Moody Street Balwyn North VIC 3104,-37.797458299999995,145.0717781,$1300.00,9.5129,3104,1300
2279,6.0,4.0,2.0,,9 Kendari Ave Balwyn North VIC 3104,-37.8008811,145.072015,$1650.00,9.4484,3104,1650
2280,4.0,2.0,2.0,,2/14 Sylvan Street Balwyn North VIC 3104,-37.79872599999999,145.0786062,$960,10.0654,3104,960
2281,3.0,2.0,2.0,,3/12 Thea Avenue Balwyn North VIC 3104,-37.7977019,145.098967,$640_per_week,11.8422,3104,640
2282,4.0,2.0,2.0,,3 Ajana Street Balwyn North VIC 3104,-37.802736100000004,145.0982535,$1150pw/$4997pcm,11.6853,3104,1150
2283,3.0,2.0,4.0,,34 Ursa Street Balwyn North VIC 3104,-37.7853673,145.0759998,$790pw/$3433pcm,10.271,3104,790
2284,5.0,2.0,2.0,,7 Nevada Street Balwyn North VIC 3104,-37.7854545,145.08814919999998,$760pw/$3302pcm,11.2734,3104,760
2285,1.0,2.0,,,67 Sylvander Street Balwyn North VIC 3104,-37.7866631,145.0943754,$220pw,11.7523,3104,220
2286,3.0,2.0,2.0,,8A Hatfield Street Balwyn North VIC 3104,-37.7942382,145.0662457,$895,9.1392,3104,895
2287,3.0,2.0,2.0,,5/77-79 Winfield Road Balwyn North VIC 3104,-37.7944245,145.1059203,$595_per_week,12.5149,3104,595
2288,5.0,4.0,2.0,,2/22 Kalonga Road Balwyn North VIC 3104,-37.8021832,145.10170119999998,$1300,11.9943,3104,1300
2289,5.0,5.0,2.0,,10 Eurolie Street Balwyn North VIC 3104,-37.7975576,145.07796000000002,$1500pw/$6518pcm,10.0388,3104,1500
2290,3.0,3.0,3.0,,5/7-9 Maud Street Balwyn North VIC 3104,-37.794284000000005,145.06523,$575pw_/_$2499pcm,9.0522,3104,575
2291,4.0,2.0,4.0,,16 Ventnor Street Balwyn North VIC 3104,-37.782727200000004,145.09435390000002,$725_per_week,11.8886,3104,725
2292,4.0,3.0,3.0,,45 Cityview Road Balwyn North VIC 3104,-37.7897741,145.079037,$1000_per_week-_including_pool_maintenance,10.3614,3104,1000
2294,3.0,2.0,3.0,,3 Stuart Ct Balwyn North VIC 3104,-37.794237100000004,145.10338159999998,$500,12.3012,3104,500
2295,4.0,2.0,2.0,960.0,47 Dempster Avenue Balwyn North VIC 3104,-37.7955601,145.0945394,$900_pw,11.51,3104,900
2296,5.0,2.0,2.0,,23 Oravel Street Balwyn North VIC 3104,-37.78573799999999,145.0972623,$720.00,12.0255,3104,720
2297,5.0,2.0,2.0,,13 Moreton Street Balwyn North VIC 3104,-37.7839593,145.09394450000002,$860,11.8097,3104,860
2298,6.0,4.0,2.0,,9 Kendari Ave Balwyn North VIC 3104,-37.8008811,145.072015,$1650.00,9.4484,3104,1650
2299,7.0,3.0,4.0,,17 Moody Street Balwyn North VIC 3104,-37.797458299999995,145.0717781,$1300.00,9.5129,3104,1300
2300,2.0,2.0,1.0,,105/78 Doncaster Road Balwyn North VIC 3104,-37.7930885,145.0720366,$510_per_week,9.6638,3104,510
2301,2.0,2.0,2.0,,10 Ashby Court Balwyn North VIC 3104,-37.79661,145.07511200000002,$675_pw,9.8203,3104,675
2302,3.0,2.0,2.0,,34 Singleton Road Balwyn North VIC 3104,-37.781923799999994,145.0912731,$550_per_week,11.6638,3104,550
2303,4.0,3.0,3.0,,1B Moody Street Balwyn North VIC 3104,-37.7973027,145.0702919,$1200_Per_Week,9.3903,3104,1200
2304,4.0,2.0,2.0,,3/46-48 Maud Street Balwyn North VIC 3104,-37.795307799999996,145.0705504,$870pw/$3781pcm,9.4695,3104,870
2305,4.0,2.0,3.0,,30 Moresby Avenue Bulleen VIC 3105,-37.7766061,145.09381530000002,$530/PW,12.0878,3105,530
2306,2.0,2.0,1.0,,2/1 Derreck Avenue Bulleen VIC 3105,-37.765777,145.0905413,$520.00,12.3436,3105,520
2307,4.0,2.0,2.0,,2 Olga Mews Bulleen VIC 3105,-37.760912700000006,145.0920486,$525pw/$2281pcm,12.723,3105,525
2308,3.0,3.0,1.0,,13A Virginia Court Bulleen VIC 3105,-37.766685200000005,145.0933905,$675.00,12.5186,3105,675
2309,3.0,2.0,2.0,,2/6 Nirvana Crescent Bulleen VIC 3105,-37.7688144,145.094752,Under_Application_-_$640_pw,12.5194,3105,640
2310,4.0,2.0,2.0,,Bulleen VIC 3105,-37.7660476,145.08793380000003,$585,12.1274,3105,585
2311,2.0,2.0,1.0,,102/12 Swilk Street Templestowe VIC 3106,-37.7566992,145.1244486,$525_per_week,15.4597,3106,525
2312,3.0,2.0,1.0,,18/131 Parker Street Templestowe VIC 3106,-37.757131,145.126551,$480,15.6048,3106,480
2313,4.0,2.0,2.0,933.0,9 Meadow Place Templestowe VIC 3106,-37.7612678,145.15383789999998,$650,17.6264,3106,650
2314,5.0,3.0,3.0,,73 O'Briens Lane Templestowe VIC 3106,-37.7469162,145.1468528,$1500,17.7103,3106,1500
2315,6.0,4.0,2.0,,12 Princely Terrace Templestowe VIC 3106,-37.756818200000005,145.1482325,$1450.00,17.356,3106,1450
2316,4.0,3.0,3.0,,107A Atkinson Street Templestowe VIC 3106,-37.7547403,145.13165469999998,$995.00,16.1251,3106,995
2317,5.0,3.0,2.0,,5 Louisa Place Templestowe VIC 3106,-37.7596666,145.1580424,$780,18.0358,3106,780
2318,4.0,2.0,2.0,,2/69 Anderson Street Templestowe VIC 3106,-37.7530755,145.1304508,$620_per_week,16.1125,3106,620
2319,4.0,2.0,2.0,,36 Tuckers Road Templestowe VIC 3106,-37.7705048,145.1560154,$820pw/$3563pcm,17.4656,3106,820
2320,4.0,3.0,4.0,5013.0,71 Newmans Rd Templestowe VIC 3106,-37.7496784,145.15461399999998,$1250_weekly,18.1924,3106,1250
2321,4.0,2.0,2.0,,7 Parklea Close Templestowe VIC 3106,-37.77119329999999,145.1487284,$540_per_week,16.8319,3106,540
2322,4.0,2.0,2.0,,81 James Street Templestowe VIC 3106,-37.7559865,145.1242415,$555.00,15.4787,3106,555
2323,3.0,2.0,2.0,,2/3 Ada Street Doncaster VIC 3108,-37.7893467,145.1204721,$520,13.8884,3108,520
2324,3.0,2.0,2.0,,8/36 Westfield Drive Doncaster VIC 3108,-37.782675299999994,145.12710800000002,$575_per_week,14.6398,3108,575
2325,3.0,3.0,2.0,,3/17 Robyn Street Doncaster VIC 3108,-37.784206899999994,145.13126780000002,$670_Per_Week,14.9484,3108,670
2326,3.0,2.0,1.0,,11/5-7 Curlew Court Doncaster VIC 3108,-37.785817,145.13441519999998,$700_per_week,15.1729,3108,700
2327,2.0,2.0,1.0,,205/1 Petty's Lane Doncaster VIC 3108,-37.787974,145.1132475,$495,13.3086,3108,495
2328,4.0,2.0,2.0,,6 Vintage Avenue Doncaster VIC 3108,-37.7797713,145.1173797,$850.00_per_week,13.9135,3108,850
2329,4.0,2.0,2.0,,6 Merrigum Court Doncaster VIC 3108,-37.781356099999996,145.14243330000002,$500,15.9792,3108,500
2330,3.0,2.0,2.0,,47A Turana Street Doncaster VIC 3108,-37.7837769,145.1325395,$750.00,15.0688,3108,750
2331,2.0,2.0,1.0,,604/5 Elgar Court Doncaster VIC 3108,-37.7887336,145.1242631,$470_Per_Week,14.2286,3108,470
2332,3.0,4.0,2.0,,26 Harvest Court Doncaster VIC 3108,-37.774361299999995,145.1284982,$680_per_week,15.032,3108,680
2333,5.0,5.0,2.0,,50 Windella Quadrant Doncaster VIC 3108,-37.79528699999999,145.134697,$1150.00,14.982,3108,1150
2334,3.0,2.0,3.0,,20/3 Sovereign Point Court Doncaster VIC 3108,-37.783669399999994,145.1230131,$620_per_week,14.263,3108,620
2335,4.0,2.0,2.0,,20 Grange Park avenue Doncaster VIC 3108,-37.7952585,145.13038410000001,$500_per_week,14.6089,3108,500
2336,3.0,2.0,1.0,,2/15 Buckingham Crescent Doncaster VIC 3108,-37.78038400000001,145.107675,$460_per_week,13.0815,3108,460
2337,3.0,3.0,2.0,,4 Harvest Court Doncaster VIC 3108,-37.7740116,145.1271004,$550,14.9285,3108,550
2338,2.0,2.0,1.0,,410/600 Doncaster Road Doncaster VIC 3108,-37.78795119999999,145.1240065,$450_weekly,14.227,3108,450
2339,3.0,2.0,1.0,,411 Manningham Road Doncaster VIC 3108,-37.7776021,145.1209106,$620_per_week,14.284,3108,620
2340,3.0,2.0,2.0,,2 Old Orchard Way Doncaster VIC 3108,-37.7800003,145.14036409999997,$530pw/$2303pcm,15.8432,3108,530
2341,5.0,5.0,2.0,,37 Wetherby Road Doncaster VIC 3108,-37.7902785,145.1428804,$980,15.792,3108,980
2342,5.0,2.0,1.0,,3 Goodson Street Doncaster VIC 3108,-37.785204799999995,145.12924180000002,$650.00,14.748,3108,650
2343,2.0,2.0,1.0,,2/784 Elgar Road Doncaster VIC 3108,-37.790643200000005,145.1231062,$460,14.0818,3108,460
2344,4.0,2.0,2.0,,2 Brendan Avenue Doncaster VIC 3108,-37.778310499999996,145.1208364,$630_pw,14.253,3108,630
2346,4.0,2.0,2.0,,48 Stanton Street Doncaster VIC 3108,-37.793462299999995,145.110988,$600_Per_Week,12.9733,3108,600
2347,3.0,2.0,2.0,,3 Mcleod Street Doncaster VIC 3108,-37.790953200000004,145.107454,UNDER_APPLICATION_$650_Per_Week,12.7332,3108,650
2348,5.0,3.0,2.0,,42 Cantala Drive Doncaster VIC 3108,-37.777242,145.12958669999998,$800_p.w.,15.0222,3108,800
2349,2.0,2.0,1.0,,808/600 Doncaster Road Doncaster VIC 3108,-37.78795119999999,145.1240065,$450_weekly,14.227,3108,450
2350,2.0,2.0,1.0,,307/101 Tram Road Doncaster VIC 3108,-37.7880093,145.124504,$430,14.268,3108,430
2351,1.0,3.0,,,36 Boyd Street Doncaster VIC 3108,-37.79239260000001,145.12411219999998,$150_per_week,14.1273,3108,150
2352,3.0,2.0,2.0,,G01/832 Doncaster Road Doncaster VIC 3108,-37.7871684,145.1428647,$590,15.8625,3108,590
2353,2.0,2.0,1.0,,204/600 Doncaster Road Doncaster VIC 3108,-37.78795119999999,145.1240065,$450_Per_Week,14.227,3108,450
2354,4.0,2.0,2.0,,4/57-59 Whittens Lane Doncaster VIC 3108,-37.7917224,145.1308128,$670_per_week,14.7197,3108,670
2355,3.0,2.0,2.0,,1001/101 Tram Road Doncaster VIC 3108,-37.7880093,145.124504,$730_per_week,14.268,3108,730
2356,4.0,3.0,2.0,,22 Finlayson Street Doncaster VIC 3108,-37.7891989,145.107454,$950_per_week,12.781,3108,950
2357,2.0,2.0,1.0,,401/600 Doncaster Road Doncaster VIC 3108,-37.78795119999999,145.1240065,$450,14.227,3108,450
2358,2.0,2.0,1.0,,109/83 Tram Road Doncaster VIC 3108,-37.789945200000005,145.1251106,$430_per_week,14.2709,3108,430
2360,3.0,2.0,2.0,,310/8 Hepburn Road Doncaster VIC 3108,-37.78865,145.131048,$610_per_week,14.8121,3108,610
2361,2.0,2.0,1.0,,8/85 Tram Road Doncaster VIC 3108,-37.7896153,145.12500409999998,$450_per_week,14.2699,3108,450
2362,4.0,2.0,2.0,,46 Council Street Doncaster VIC 3108,-37.7822745,145.1304704,$720.00,14.9367,3108,720
2363,2.0,2.0,1.0,,619/101-105 Tram Road Doncaster VIC 3108,-37.788357399999995,145.1246553,$430,14.2719,3108,430
2364,3.0,2.0,2.0,,2/37 Queens Avenue Doncaster VIC 3108,-37.787348,145.135885,$525_per_week,15.2593,3108,525
2365,2.0,2.0,1.0,,307/642 Doncaster Rd Doncaster VIC 3108,-37.7874589,145.1269825,$530,14.4943,3108,530
2366,2.0,2.0,2.0,,501/330 Manningham Road Doncaster VIC 3108,-37.775779,145.116771,$500.00,14.006,3108,500
2367,2.0,2.0,2.0,,403/5 Red Hill Terrace Doncaster East VIC 3109,-37.7630213,145.1727715,$520.00,19.1267,3109,520
2368,2.0,2.0,1.0,,308/5 Red Hill Terrace Doncaster East VIC 3109,-37.7630213,145.1727715,$480.00,19.1267,3109,480
2369,3.0,2.0,2.0,,301/5 Red Hill Terrace Doncaster East VIC 3109,-37.7630213,145.1727715,$580.00,19.1267,3109,580
2370,2.0,2.0,1.0,,G07/5 Red Hill Terrace Doncaster East VIC 3109,-37.7630213,145.1727715,$480.00,19.1267,3109,480
2371,3.0,2.0,2.0,,1/11 Churchill Street Doncaster East VIC 3109,-37.7876625,145.159077,$695,17.2463,3109,695
2372,4.0,2.0,2.0,,34 Bellevue Avenue Doncaster East VIC 3109,-37.7835722,145.1670118,$695pw/$3020pcm,18.0232,3109,695
2373,3.0,2.0,1.0,,1/508 Blackburn Road Doncaster East VIC 3109,-37.761518599999995,145.1672275,$495_pw,18.7212,3109,495
2374,3.0,2.0,2.0,,1/24 Ascot Street Doncaster East VIC 3109,-37.78548189999999,145.159767,$600_pw,17.3552,3109,600
2375,5.0,2.0,2.0,,28 Huntingfield Drive Doncaster East VIC 3109,-37.7720302,145.1672706,$675,18.3632,3109,675
2376,3.0,2.0,3.0,,2/5 Beverley Street Doncaster East VIC 3109,-37.7899514,145.15366540000002,$595,16.7301,3109,595
2377,4.0,2.0,2.0,,3 Daws Road Doncaster East VIC 3109,-37.782714399999996,145.15437690000002,$950_per_week_including_garden_maintenance_pw,16.961,3109,950
2378,3.0,2.0,2.0,,13 Belinda Crescent Doncaster East VIC 3109,-37.7816213,145.1452791,$480,16.2139,3109,480
2379,4.0,2.0,2.0,,21 Leura Street Doncaster East VIC 3109,-37.7861216,145.1598748,$500_Per_week,17.3497,3109,500
2380,3.0,2.0,1.0,,18 Roderick Street Doncaster East VIC 3109,-37.787617700000006,145.1560154,$425.00,16.9834,3109,425
2381,2.0,2.0,1.0,,110/200 Reynolds Road Doncaster East VIC 3109,-37.764176299999995,145.1685559,$450,18.7341,3109,450
2382,2.0,2.0,1.0,,G05/190 Reynolds Road Doncaster East VIC 3109,-37.763852899999996,145.16824530000002,$450,18.7198,3109,450
2383,4.0,3.0,2.0,,2/4 Altona Court Doncaster East VIC 3109,-37.7890004,145.14450300000001,$790_per_week,15.9604,3109,790
2384,4.0,2.0,2.0,,6 Ramsay Close Doncaster East VIC 3109,-37.7763352,145.1686507,$750,18.3521,3109,750
2385,3.0,2.0,2.0,,6 Airlie Court Doncaster East VIC 3109,-37.7774562,145.1509273,$850_per_week,16.8145,3109,850
2386,4.0,3.0,2.0,,3/7 Daly Street Doncaster East VIC 3109,-37.7919188,145.1439425,$750_Per_Week-_Fully_Furnished,15.8489,3109,750
2387,2.0,2.0,1.0,,"15/863 Doncaster Road, Doncaster East VIC 3109",-37.7869446,145.1450835,$400,16.0584,3109,400
2388,4.0,2.0,2.0,,24 Harry Street Doncaster East VIC 3109,-37.795949799999995,145.1648987,$650_Per_Week,17.5951,3109,650
2389,3.0,2.0,1.0,,7/508 Blackburn Road Doncaster East VIC 3109,-37.761518599999995,145.1672275,$530_per_week,18.7212,3109,530
2390,4.0,2.0,4.0,,13 St Claire Walk Doncaster East VIC 3109,-37.7815398,145.1616859,$750,17.6168,3109,750
2391,2.0,2.0,1.0,,301/3 Red Hill Terrace Doncaster East VIC 3109,-37.7630269,145.1727909,$440_per_week,19.1281,3109,440
2392,2.0,2.0,1.0,,108/190 Reynolds Road Doncaster East VIC 3109,-37.763852899999996,145.16824530000002,$460_per_week,18.7198,3109,460
2393,2.0,2.0,1.0,,510/71 Abinger Street Richmond VIC 3121,-37.8204591,145.00425900000002,$620_per_week,3.3037,3121,620
2394,3.0,2.0,2.0,,46 Loyola Grove Richmond VIC 3121,-37.8295799,145.0121579,$750_per_week,4.1879,3121,750
2395,3.0,2.0,,,25 Chestnut Street Richmond VIC 3121,-37.8274344,144.99571530000003,$1100_per_week,2.7468,3121,1100
2396,2.0,2.0,2.0,,5/69 River Street Richmond VIC 3121,-37.8185419,145.01374109999998,$650_Weekly,4.1273,3121,650
2397,2.0,2.0,1.0,,25 Hull Street Richmond VIC 3121,-37.817232700000005,144.9978165,$700_per_week,2.7282,3121,700
2398,2.0,2.0,1.0,,609/71-77 Abinger Street Richmond VIC 3121,-37.8204591,145.00425900000002,$595_per_week,3.3037,3121,595
2399,3.0,2.0,2.0,,121 Lord Street Richmond VIC 3121,-37.8239815,145.0045819,$950_per_week,3.3858,3121,950
2400,3.0,3.0,2.0,,54 Wellington Street Cremorne VIC 3121,-37.8265799,144.9894319,$1300_pw,2.2028,3121,1300
2401,3.0,2.0,2.0,,283A Burnley Street Richmond VIC 3121,-37.823179700000004,145.00784480000002,$1500_per_week,3.6527,3121,1500
2402,5.0,2.0,4.0,,318 Victoria Street Richmond VIC 3121,-37.8108631,145.002016,$1100_per_week,3.1985,3121,1100
2403,2.0,2.0,1.0,,116/45 York Street Richmond VIC 3121,-37.81300529999999,144.9930372,$560_per_week,2.3745,3121,560
2404,2.0,2.0,2.0,,26A Loyola Grove Burnley VIC 3121,-37.828981799999994,145.0122684,$760.00,4.1774,3121,760
2405,2.0,2.0,2.0,,20 Lord Street Richmond VIC 3121,-37.8207326,145.004773,$790,3.3513,3121,790
2406,2.0,2.0,1.0,,106/36 Regent Street Richmond VIC 3121,-37.811162599999996,144.991971,$620,2.3428,3121,620
2407,4.0,3.0,1.0,,88 Brighton Street Richmond VIC 3121,-37.829552,144.998683,$1050.00,3.0799,3121,1050
2408,3.0,2.0,,,8 Theresa Street Richmond VIC 3121,-37.821735,145.0023974,$755_per_week,3.1557,3121,755
2409,2.0,2.0,1.0,,ID:21099288/38 Elizabeth Street Richmond VIC 3121,-37.8113996,144.995815,$510,2.6568,3121,510
2410,2.0,2.0,2.0,,18/10 Elaine Court Richmond VIC 3121,-37.8127765,145.01390130000001,$750_per_week,4.183,3121,750
2411,4.0,2.0,,529.0,Richmond VIC 3121,-37.8270184,144.9997611,$2500,3.0636,3121,2500
2412,2.0,2.0,1.0,,306/37-39 Bosisto Street Richmond VIC 3121,-37.817757,144.997184,$550_per_week,2.6712,3121,550
2413,3.0,2.0,1.0,,32 Jessie St Richmond VIC 3121,-37.8258902,144.990142,$850_weekly,2.2283,3121,850
2414,2.0,2.0,1.0,,67/73 River Street Richmond VIC 3121,-37.819154499999996,145.0130619,$530_per_week,4.069,3121,530
2415,3.0,2.0,2.0,,3/73 River Street Richmond VIC 3121,-37.819154499999996,145.0130619,$690_per_week,4.069,3121,690
2416,2.0,2.0,2.0,,207/65 Stawell Street Richmond VIC 3121,-37.822059,145.01038369999998,$650.00_per_week,3.8571,3121,650
2417,2.0,2.0,1.0,,2 Sutton Grove Richmond VIC 3121,-37.8225969,144.990798,$795_per_week,2.1685,3121,795
2418,2.0,2.0,1.0,,15/5 Stillman Street Richmond VIC 3121,-37.821189399999994,145.0088821,$595_per_week,3.7158,3121,595
2419,2.0,2.0,1.0,,99/73 River Street Richmond VIC 3121,-37.819154499999996,145.0130619,$595_per_week,4.069,3121,595
