,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,suburb,weekly_rent
222,"812/118 FRANKLIN STREET, MELBOURNE",-37.808357,144.959008,1,1,1,$330_p.w.,2008-01-01,MELBOURNE,330
223,"812/118 FRANKLIN STREET, MELBOURNE",-37.808357,144.959008,1,1,1,$330_pw,2008-01-01,MELBOURNE,330
224,"812/118 FRANKLIN STREET, MELBOURNE",-37.808357,144.959008,1,1,1,$330_pw,2007-08-01,MELBOURNE,330
225,"5606/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,3,2,1,$1200_per_week,2022-08-01,MELBOURNE,1200
226,"5606/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,3,2,1,$1200_per_week,2022-08-01,MELBOURNE,1200
227,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$1150_per_week,2022-08-01,MELBOURNE,1150
228,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$1150_per_week,2022-08-01,MELBOURNE,1150
229,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$1150,2022-08-01,MELBOURNE,1150
230,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$1300,2022-07-01,MELBOURNE,1300
231,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$1300_per_week,2022-07-01,MELBOURNE,1300
232,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$850_per_week,2019-05-01,MELBOURNE,850
233,"701/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,2,2,1,$750_per_week,2016-06-01,MELBOURNE,750
234,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$570_per_week,2022-08-01,MELBOURNE,570
235,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$570_per_week,2022-08-01,MELBOURNE,570
236,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$570,2022-08-01,MELBOURNE,570
237,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$495_per_week,2020-08-01,MELBOURNE,495
238,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$600_per_week,2019-11-01,MELBOURNE,600
239,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$600_per_week,2019-07-01,MELBOURNE,600
240,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$600,2019-07-01,MELBOURNE,600
241,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$620_per_week,2018-06-01,MELBOURNE,620
242,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$650_per_week,2018-06-01,MELBOURNE,650
243,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$620,2018-06-01,MELBOURNE,620
244,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$600_per_week,2016-05-01,MELBOURNE,600
245,"601/340 RUSSELL STREET, MELBOURNE",-37.8087245,144.9663146,2,1,1,$600_per_week,2015-05-01,MELBOURNE,600
246,"4007/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,2,1,0,$2824_per_week,2022-08-01,MELBOURNE,2824
247,"4007/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,2,1,0,$2824_per_week,2022-08-01,MELBOURNE,2824
248,"4007/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,2,1,0,$2042_per_week,2020-11-01,MELBOURNE,2042
249,"4007/81 A'BECKETT STREET, MELBOURNE",-37.80937001,144.96121001,2,1,0,$1800_per_week,2020-10-01,MELBOURNE,1800
252,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$400_per_week,2022-08-01,MELBOURNE,400
253,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$400_p.w.,2022-08-01,MELBOURNE,400
255,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$375_per_week,2021-08-01,MELBOURNE,375
256,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$375,2021-08-01,MELBOURNE,375
257,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$375_p.w.,2021-07-01,MELBOURNE,375
258,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$420_per_week,2020-01-01,MELBOURNE,420
259,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$420,2019-12-01,MELBOURNE,420
260,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$420_p.w.,2019-12-01,MELBOURNE,420
261,"212/416A ST KILDA ROAD, MELBOURNE",-37.835616,144.9740596,1,1,1,$360_p.w,2007-11-01,MELBOURNE,360
266,"508/225 ELIZABETH STREET, MELBOURNE",-37.813149,144.9624752,2,1,1,$520_per_week,2011-05-01,MELBOURNE,520
269,"404/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$415,2020-06-01,MELBOURNE,415
270,"404/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$415_per_week,2020-06-01,MELBOURNE,415
271,"404/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$415_pw,2020-06-01,MELBOURNE,415
272,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$480,2022-08-01,MELBOURNE,480
273,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$480,2022-08-01,MELBOURNE,480
274,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$380_per_week,2020-10-01,MELBOURNE,380
275,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$380,2020-10-01,MELBOURNE,380
276,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$380_pw,2020-09-01,MELBOURNE,380
277,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$495_per_week,2020-05-01,MELBOURNE,495
278,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$495,2020-05-01,MELBOURNE,495
279,"4106/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$495_pw,2020-05-01,MELBOURNE,495
280,"3702/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$440,2022-08-01,MELBOURNE,440
281,"3702/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,1,1,0,$440,2022-08-01,MELBOURNE,440
282,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$370,2022-08-01,MELBOURNE,370
283,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$370,2022-08-01,MELBOURNE,370
284,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$250_per_week,2021-09-01,MELBOURNE,250
285,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$250,2021-08-01,MELBOURNE,250
286,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$330_per_week,2020-09-01,MELBOURNE,330
287,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$330_pw,2020-09-01,MELBOURNE,330
288,"1503/181 ABECKETT STREET, MELBOURNE",-37.81018001,144.95821001,1,1,0,$330,2020-08-01,MELBOURNE,330
289,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$440_per_week,2022-08-01,MELBOURNE,440
290,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$440_per_week,2022-08-01,MELBOURNE,440
291,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$250_per_week,2021-06-01,MELBOURNE,250
292,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$470_per_week,2017-01-01,MELBOURNE,470
293,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$460_per_week,2016-01-01,MELBOURNE,460
294,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$450_per_week,2015-04-01,MELBOURNE,450
295,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$450_per_week,2014-10-01,MELBOURNE,450
296,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$460_per_week,2014-10-01,MELBOURNE,460
297,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$480_per_week,2014-09-01,MELBOURNE,480
298,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$490_per_week,2013-01-01,MELBOURNE,490
299,"2308/39 LONSDALE ST, MELBOURNE",-37.8097503,144.9711289,2,1,0,$490_per_week,2012-12-01,MELBOURNE,490
300,"5703/462 ELIZABETH ST, MELBOURNE",-37.80784001,144.96062001,1,1,0,$520_pw,2022-08-01,MELBOURNE,520
301,"5703/462 ELIZABETH ST, MELBOURNE",-37.80784001,144.96062001,1,1,0,$520_pw,2022-08-01,MELBOURNE,520
302,"5703/462 ELIZABETH ST, MELBOURNE",-37.80784001,144.96062001,1,1,0,$500_pw,2022-05-01,MELBOURNE,500
303,"UNIT 1201/555 FLINDERS ST, MELBOURNE",-37.82085001,144.9566001,2,1,1,$430_per_week,2022-08-01,MELBOURNE,430
304,"UNIT 1201/555 FLINDERS ST, MELBOURNE",-37.82085001,144.9566001,2,1,1,$430_per_week,2022-08-01,MELBOURNE,430
305,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$470_per_week,2022-08-01,MELBOURNE,470
306,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$470_per_week,2022-08-01,MELBOURNE,470
307,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$470,2022-08-01,MELBOURNE,470
308,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$500_per_week,2021-03-01,MELBOURNE,500
309,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$500,2021-02-01,MELBOURNE,500
310,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$620,2018-06-01,MELBOURNE,620
311,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$620_per_week,2017-04-01,MELBOURNE,620
312,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$590_per_week,2013-08-01,MELBOURNE,590
313,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$580_pw,2013-04-01,MELBOURNE,580
314,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$580_per_week,2012-12-01,MELBOURNE,580
315,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$570_pw,2012-06-01,MELBOURNE,570
316,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$570,2012-06-01,MELBOURNE,570
317,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$570_per_week,2012-06-01,MELBOURNE,570
318,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$570_p.w.,2012-06-01,MELBOURNE,570
319,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$550_per_week,2011-01-01,MELBOURNE,550
320,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$540_p.w.,2010-05-01,MELBOURNE,540
321,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$540_pw,2010-05-01,MELBOURNE,540
322,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$520_pw,2009-07-01,MELBOURNE,520
323,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$490_pw,2009-06-01,MELBOURNE,490
324,"2405/250 ELIZABETH STREET, MELBOURNE",-37.812679,144.962733,2,1,0,$485,2008-04-01,MELBOURNE,485
325,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$340,2022-08-01,MELBOURNE,340
326,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$340,2022-08-01,MELBOURNE,340
327,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$340_per_week,2022-07-01,MELBOURNE,340
328,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$340,2022-07-01,MELBOURNE,340
329,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$270,2021-12-01,MELBOURNE,270
330,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$270_per_week,2021-12-01,MELBOURNE,270
331,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$260_per_week,2021-06-01,MELBOURNE,260
332,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$260,2021-05-01,MELBOURNE,260
333,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$250_per_week,2021-03-01,MELBOURNE,250
334,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400,2020-07-01,MELBOURNE,400
335,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400_per_week,2020-07-01,MELBOURNE,400
336,"1504/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400_pw,2020-05-01,MELBOURNE,400
337,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$330_per_week,2022-08-01,MELBOURNE,330
338,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$330_per_week,2022-08-01,MELBOURNE,330
339,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$350_per_week,2020-06-01,MELBOURNE,350
340,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$350_per_week,2018-06-01,MELBOURNE,350
341,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$350_per_week,2017-11-01,MELBOURNE,350
342,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$300_per_week,2012-10-01,MELBOURNE,300
343,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$250_pw,2010-05-01,MELBOURNE,250
344,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$220_pw,2007-02-01,MELBOURNE,220
346,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$220,2007-02-01,MELBOURNE,220
347,"603/81 QUEENS ROAD, MELBOURNE",-37.8537941,144.97979736,1,1,1,$215,2006-10-01,MELBOURNE,215
348,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$530,2022-08-01,MELBOURNE,530
349,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$530,2022-08-01,MELBOURNE,530
350,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$450_per_week,2021-08-01,MELBOURNE,450
351,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$350_per_week,2021-08-01,MELBOURNE,350
352,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$520_per_week,2021-07-01,MELBOURNE,520
353,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$520_per_week,2021-05-01,MELBOURNE,520
354,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$540_pw,2017-09-01,MELBOURNE,540
355,"2010/155 FRANKLIN STREET, MELBOURNE",-37.8085501,144.9593236,2,1,1,$560_pw,2016-08-01,MELBOURNE,560
356,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$530,2022-08-01,MELBOURNE,530
357,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$530,2022-08-01,MELBOURNE,530
358,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$530_per_week,2022-08-01,MELBOURNE,530
359,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$530,2022-07-01,MELBOURNE,530
360,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$585,2020-07-01,MELBOURNE,585
361,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$585_per_week,2020-07-01,MELBOURNE,585
362,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$585_pw,2020-04-01,MELBOURNE,585
363,"2001/31 ABECKETT STREET, MELBOURNE",-37.80892001,144.96261001,2,1,1,$585_per_week,2020-02-01,MELBOURNE,585
364,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$440,2022-08-01,MELBOURNE,440
365,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$440,2022-08-01,MELBOURNE,440
366,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$410_p.w.,2012-10-01,MELBOURNE,410
367,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$400,2011-10-01,MELBOURNE,400
368,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$350_pw,2010-04-01,MELBOURNE,350
369,"2307/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$350_pw,2010-03-01,MELBOURNE,350
370,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$420,2022-08-01,MELBOURNE,420
371,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$420,2022-08-01,MELBOURNE,420
372,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$420_per_week,2022-08-01,MELBOURNE,420
373,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$300_per_week,2021-08-01,MELBOURNE,300
374,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$300_per_week,2021-07-01,MELBOURNE,300
375,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$400_per_week,2020-09-01,MELBOURNE,400
376,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$400_per_week,2020-07-01,MELBOURNE,400
377,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$350_per_week,2020-07-01,MELBOURNE,350
378,"1809/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,1,1,0,$430_per_week,2017-12-01,MELBOURNE,430
379,"6007/568 COLLINS STREET, MELBOURNE",-37.81837,144.95542,1,1,0,$420,2022-08-01,MELBOURNE,420
380,"6007/568 COLLINS STREET, MELBOURNE",-37.81837,144.95542,1,1,0,$420,2022-08-01,MELBOURNE,420
381,"602/141 LA TROBE STREET, MELBOURNE",-37.80876001,144.96747001,1,1,0,$420,2022-08-01,MELBOURNE,420
382,"602/141 LA TROBE STREET, MELBOURNE",-37.80876001,144.96747001,1,1,0,$420,2022-08-01,MELBOURNE,420
383,"602/141 LA TROBE STREET, MELBOURNE",-37.80876001,144.96747001,1,1,0,$360_Week,2022-02-01,MELBOURNE,360
384,"602/141 LA TROBE STREET, MELBOURNE",-37.80876001,144.96747001,1,1,0,$360,2022-02-01,MELBOURNE,360
385,"602/141 LA TROBE STREET, MELBOURNE",-37.80876001,144.96747001,1,1,0,$360_p.w.,2022-02-01,MELBOURNE,360
386,"1103/120 A'BECKETT STREET, MELBOURNE",-28.1679609,153.5426778,1,1,1,$500,2022-08-01,MELBOURNE,500
387,"1103/120 A'BECKETT STREET, MELBOURNE",-28.1679609,153.5426778,1,1,1,$500,2022-08-01,MELBOURNE,500
388,"1103/120 A'BECKETT STREET, MELBOURNE",-28.1679609,153.5426778,1,1,1,$525,2019-07-01,MELBOURNE,525
389,"1103/120 A'BECKETT STREET, MELBOURNE",-28.1679609,153.5426778,1,1,1,$500_pw,2017-10-01,MELBOURNE,500
390,"UNIT 108/628 FLINDERS STREET, MELBOURNE",-37.82113001,144.95341001,1,1,0,$450,2022-08-01,MELBOURNE,450
391,"UNIT 108/628 FLINDERS STREET, MELBOURNE",-37.82113001,144.95341001,1,1,0,$450,2022-08-01,MELBOURNE,450
396,"2903/285 LA TROBE STREET, MELBOURNE",-37.8107001,144.96081001,2,1,0,$630,2022-08-01,MELBOURNE,630
397,"2903/285 LA TROBE STREET, MELBOURNE",-37.8107001,144.96081001,2,1,0,$650,2022-08-01,MELBOURNE,650
398,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$395,2022-08-01,MELBOURNE,395
399,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$395,2022-08-01,MELBOURNE,395
400,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$395_per_week,2022-08-01,MELBOURNE,395
401,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$390_per_week,2022-07-01,MELBOURNE,390
402,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$390_per_week,2021-11-01,MELBOURNE,390
403,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$390_per_week,2020-08-01,MELBOURNE,390
404,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$390_per_week,2020-06-01,MELBOURNE,390
405,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$390_per_week,2020-03-01,MELBOURNE,390
406,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$370_per_week,2018-09-01,MELBOURNE,370
407,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$350_per_week,2016-04-01,MELBOURNE,350
408,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$350_per_week,2015-09-01,MELBOURNE,350
409,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$360_per_week,2012-10-01,MELBOURNE,360
410,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$360_pw,2012-09-01,MELBOURNE,360
411,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$350,2011-08-01,MELBOURNE,350
412,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$350_pw,2011-08-01,MELBOURNE,350
413,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$325,2011-01-01,MELBOURNE,325
414,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$325_pw,2010-10-01,MELBOURNE,325
415,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$335_pw,2010-10-01,MELBOURNE,335
416,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$335,2010-10-01,MELBOURNE,335
417,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$300_pw,2007-10-01,MELBOURNE,300
418,"108/455 ELIZABETH STREET, MELBOURNE",-37.800295,144.957654,1,1,0,$300,2007-10-01,MELBOURNE,300
419,"501/19 EXPLORATION LANE, MELBOURNE",-37.8089882002,144.9682375002,1,1,0,$375,2022-08-01,MELBOURNE,375
420,"501/19 EXPLORATION LANE, MELBOURNE",-37.8089882002,144.9682375002,1,1,0,$375,2022-08-01,MELBOURNE,375
421,"5/283 SPRING STREET, MELBOURNE",-37.808164,144.97076,2,2,1,$640,2022-08-01,MELBOURNE,640
422,"5/283 SPRING STREET, MELBOURNE",-37.808164,144.97076,2,2,1,$640,2022-08-01,MELBOURNE,640
423,"5/283 SPRING STREET, MELBOURNE",-37.808164,144.97076,2,2,1,$640_per_week,2022-08-01,MELBOURNE,640
424,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$550,2022-08-01,MELBOURNE,550
425,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$550,2022-08-01,MELBOURNE,550
426,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$550_per_week,2022-08-01,MELBOURNE,550
427,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$420_per_week,2022-07-01,MELBOURNE,420
428,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$420,2022-01-01,MELBOURNE,420
429,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$420_per_week,2022-01-01,MELBOURNE,420
430,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$510_per_week,2015-11-01,MELBOURNE,510
431,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$530_per_week,2015-11-01,MELBOURNE,530
432,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$470_per_week,2012-08-01,MELBOURNE,470
433,"808/565 FLINDERS STREET, MELBOURNE",-37.8209917,144.9558326,2,2,1,$510_per_week,2012-05-01,MELBOURNE,510
434,"1905/500 ELIZABETH STREET, MELBOURNE",-37.80723001,144.96025001,3,2,0,$700,2022-08-01,MELBOURNE,700
435,"1905/500 ELIZABETH STREET, MELBOURNE",-37.80723001,144.96025001,3,2,0,$700,2022-08-01,MELBOURNE,700
436,"1905/500 ELIZABETH STREET, MELBOURNE",-37.80723001,144.96025001,3,2,0,$3476,2022-08-01,MELBOURNE,3476
437,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$280_per_week,2022-08-01,MELBOURNE,280
438,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$280_per_week,2022-08-01,MELBOURNE,280
439,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$280_per_week,2022-03-01,MELBOURNE,280
440,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$280,2022-03-01,MELBOURNE,280
441,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$235_per_week,2021-02-01,MELBOURNE,235
442,"103A/8 EXPLORATION LANE, MELBOURNE",-37.8092558,144.9683848,1,1,0,$235_per_week,2021-01-01,MELBOURNE,235
