,SA2,SA2 NAME,2012,2013,2014,2015,2016,2017,2018,2019
361,213011339,Sydenham,47182.09261658031,48484.84945889194,48841.7306232205,49907.46588966589,50974.63474856971,52298.56832390592,53948.51861585633,55512.40794379122
362,213011340,Taylors Lakes,51465.725424361124,53018.56913362429,54818.61605745327,56362.29119019303,57854.130551096845,59645.570663811566,61177.38752447055,63462.78801927098
363,213021341,Altona,53650.621260528605,56677.359224694905,58832.478248666856,60523.3240578144,63486.53613666229,65343.701390644754,69301.49949634852,71989.43381714428
364,213021342,Altona Meadows,47894.7315733693,49950.22520133569,51046.50590721353,52065.44162870159,53879.01323501607,55383.85730274203,57685.86062621225,58832.281753294286
365,213021343,Altona North,49073.38783397748,51067.23634840871,51366.850636942676,53867.36253117207,56631.30802700675,58727.7183058556,61390.62192790824,65401.63854622629
366,213021344,Newport,64055.67087265402,66402.18070792797,69088.15299828092,72131.98665620094,75204.01430069597,76881.72894808868,80219.0372681883,83403.16457123039
367,213021345,Seabrook,52016.70952023988,52419.76420975431,53181.09515260323,54965.72469490309,56982.61372619475,57349.02510460251,60248.76650082919,61170.79701986755
368,213021346,Williamstown,74167.35021576198,77761.15224448673,79946.40870801882,82818.69846385218,85094.30899937067,87460.32495363693,90668.08943577431,94349.83494189482
369,213031347,Braybrook,43181.041891891895,46128.874309755454,46383.82633442955,47350.66083874778,48695.987411660775,49839.1363918807,51529.89431054919,52894.58767417937
370,213031348,Footscray,45490.637283621836,46902.3375,48180.39193393968,49953.91113105925,50886.65590947192,52663.61255935653,55518.79985364069,57700.779046102114
371,213031349,Maribyrnong,57558.15378498728,59016.87305978177,59732.89040082828,61103.50244311043,62095.75474200823,62566.33158943697,64646.07778047008,66404.06425891182
372,213031350,Seddon - Kingsville,59895.55632823366,61713.78447596532,63637.308370044055,65726.38267482842,68693.74149286498,71878.28893513701,75083.30171389785,78218.10718433715
373,213031351,West Footscray - Tottenham,48643.22475570033,51242.27788877789,52317.879788427636,53791.7868852459,55181.7647755888,57403.85708178968,59885.209127038506,62995.024916722185
374,213031352,Yarraville,63528.34628399549,66799.31520137524,68348.07280334728,70906.0552154326,73603.72522373218,76250.24190929755,79584.88994207478,83129.93854231006
375,213041353,Bacchus Marsh,51643.96644777345,54244.72085336538,54730.030250648226,56788.31291512915,57891.990188135744,59609.16137273269,61649.9321950821,63287.66092581047
376,213041355,Hillside,51589.777442911785,53774.75100851636,54862.60151076159,56371.1904536862,58097.03320968027,59363.368030669226,60104.54337312982,62403.916769554795
377,213041356,Melton,46371.53289400201,47027.14978974884,47848.619398815514,48924.37598770852,49934.436046511626,50733.00921052632,51938.155517206374,53740.494959576805
378,213041357,Melton South,47528.25943942553,49116.743931512785,49950.05257247856,51037.733155690905,52228.058090185674,53067.49925366582,54595.89587788511,56150.495654554165
379,213041358,Melton West,47514.39602146316,49032.65751334859,49871.267848350566,50587.53845247909,52062.41515426497,50052.8894834328,54309.55792009637,55312.07505265173
380,213041359,Rockbank - Mount Cottrell,44269.7085650723,46830.919337016574,46374.78333333333,44269.38470191226,45895.214360041624,47869.722482435594,62969.30758683729,57007.51707751708
381,213041360,Taylors Hill,51766.00357824427,53770.32626390003,54797.79426625659,55529.39116915423,57623.241699465136,58906.72499034376,61123.48848934551,63363.928820399924
382,213041461,Burnside,47044.43462246777,48353.673193473194,49079.77742083524,50131.25408426483,51799.245548654246,53419.21966205837,55618.78878990349,56442.06885479843
383,213041462,Burnside Heights,49598.98343761502,51727.074572571844,52702.29026671285,53845.070997990624,55035.150586701435,55809.75607505383,57828.975676497415,59329.174612459785
384,213041463,Caroline Springs,54265.183326289094,56300.75623409669,56615.822349570204,58065.07330845057,60033.456831831834,60706.44497435436,63092.02907801419,64055.023850823934
385,213051361,Hoppers Crossing - North,49066.71900439787,50554.35332146538,51031.88931440314,51837.0380680247,52778.33860354597,53594.74222936763,55028.50656053184,56364.96096410794
386,213051362,Hoppers Crossing - South,47171.68815802667,48087.09421031096,48482.19546858908,48852.418179983855,49583.693379790944,50331.125012076125,51319.3516204791,51932.68469790043
387,213051363,Laverton,44954.460191082806,48545.52015900057,49497.894044665016,51349.578617710584,53118.55943639611,53965.828833506406,55309.93450199203,57128.331031506255
388,213051365,Tarneit,50374.768822429905,51656.35984040724,51925.169868940065,51974.48121006039,52736.2,53405.48951152255,54320.62821357943,55001.88117684029
389,213051366,Truganina,48636.196716327155,50102.64680174811,50674.64049108177,51184.02111776839,52084.770872621295,53233.146948391375,54134.13276798728,55424.77977514931
390,213051368,Werribee - South,50478.57334002342,51656.59325429955,53288.53821972204,55336.23897468556,56628.142387218046,59566.34567544113,61353.008481421646,63382.225287907866
391,213051369,Wyndham Vale,50036.201475477974,51816.17665085014,51786.88054478388,52419.90199928597,52906.332692643715,54340.39934170239,56229.12626516402,58036.335578891754
392,213051464,Point Cook - East,65837.56169604574,66635.34612211221,67262.47290549288,67821.80222517437,67389.42636377685,66412.70613427385,67071.36463469296,68716.25354251012
393,213051465,Point Cook - North,56652.83981506663,58262.743200069075,58979.55653575367,60393.55014653208,61647.82244947258,61907.135869983824,64151.74012986044,65143.90628429293
394,213051466,Point Cook - South,57345.15018158513,59306.33740787345,59430.89865708932,61248.675910364145,62958.79425714652,63736.99213406293,65866.53224594913,68220.5245917961
395,213051467,Werribee - East,45339.42694038863,47257.93070397709,47966.760171541675,48045.84897344942,48847.48641560894,50169.25937595284,51518.69785169785,52952.81233506011
396,213051468,Werribee - West,52141.77556771092,54886.93307807558,55024.8033964729,56662.03277403168,56574.919976463665,57212.2905982906,59280.7913965822,60819.765613819894
397,214011370,Carrum Downs,45511.680264926086,47379.76115460806,47867.11848209315,49476.57943504858,50903.922267421294,52675.52724317851,54304.63836041479,56480.41344309463
398,214011371,Frankston,44700.48961833376,45870.90611777151,47278.20766464966,48820.989241803276,50153.86052009456,51374.45328748055,53259.20031201248,55330.91927810919
399,214011372,Frankston North,40384.704975631874,42244.12419146184,43418.02150412647,44484.94180318479,46155.77134925042,47373.46918859649,48577.289523409614,50400.92200528778
400,214011373,Frankston South,53503.10790071997,55559.21143289797,56334.80277205469,58368.377097009485,60479.455386827205,62647.93587896253,65366.60809608541,66991.81081319456
401,214011374,Langwarrin,50406.87243735763,51808.13153342859,52681.49091305612,54105.99270124219,56490.78055995047,57629.852198892004,59972.14663896522,62128.39519592056
402,214011375,Seaford (Vicnp),45821.43772039586,47198.91194896913,49146.689261668376,51113.91610178909,52798.93197058187,54633.47585620081,56527.9057270554,58360.34654889072
403,214011376,Skye - Sandhurst,54278.34994681659,55979.32077100115,57690.325452785844,58985.32770498447,60864.86433656958,62009.562578854406,64367.384966674894,65812.665333818
404,214021377,Dromana,46849.66864256076,47982.45143613001,49682.76388140162,51659.509506337556,53257.1642642167,55235.43113332353,57195.03488535659,59786.69071448429
405,214021378,Flinders,63789.36140152586,70856.40341880341,66489.65353896999,71278.17434924078,72129.19488026424,75861.08252688171,77756.00026329648,82178.56047745358
406,214021379,Hastings - Somers,46683.08853672424,47391.935025858016,49478.95113678034,50660.639148861024,52497.11516264428,53956.962922573606,54913.14355389368,56870.599382813736
407,214021380,Mornington,49574.75087301587,50799.28784060482,53760.44350152905,55844.93475655431,57246.53898305085,58593.72141093475,60236.428778068606,62274.86951235985
408,214021381,Mount Eliza,67975.03336448598,71256.75905644482,75347.00735773494,76526.58059299192,80314.49197002141,81582.8901978022,83275.17995013327,86317.29926129531
409,214021382,Mount Martha,56175.160484185864,57704.85769120046,60185.88058587555,62303.793514892066,65677.31108709358,66614.84802968723,68705.53041006203,71478.395117006
410,214021383,Point Nepean,47877.87556154537,49673.551341760925,51971.6774297017,52865.56240369799,57055.9118415762,59717.17360296991,60283.69552098067,61550.65336056443
411,214021384,Rosebud - McCrae,39579.98379288571,41055.19541303445,42342.006386213885,43618.33943168548,44984.873661055855,45523.91516378358,47756.1264450867,49287.02765058119
412,214021385,Somerville,49251.00695316272,50784.240245207744,51686.787009780644,53263.51788018433,55029.70045330916,57071.4708937847,58975.6031591952,60475.14721957144
413,215011386,Ararat,41364.03709162368,42909.811428571425,44165.374415744154,45508.44142156863,46667.405585763714,48022.59679378188,49151.37646782527,52280.05577972941
414,215011387,Ararat Region,41941.258830022074,43026.2415885273,47844.732739420935,46190.48302300109,43248.26801310044,52624.772357723574,50571.4190628328,60455.620105820104
415,215011388,Horsham,44524.5121026213,46659.57332886206,48541.148033924444,48233.5144533797,48270.32832898173,50606.67274259825,52518.12442779858,54820.706775459614
416,215011389,Horsham Region,42724.071329958584,48851.75901414879,53622.2881508079,41665.249773755655,34273.10223048327,47771.79092970522,54218.77864344638,58755.21418949259
417,215011390,Nhill Region,42365.34958739685,44483.28356687898,52303.86489963973,47671.42341413099,37436.90066225165,48226.24136111844,56733.416098584166,64105.30737809548
418,215011391,St Arnaud,39750.62849740933,40199.42735042735,41804.6612223393,41146.299736147754,38690.41766630316,43571.16369529984,47995.0625,49211.30464991983
419,215011392,Stawell,43444.658131177,43786.34138559708,44952.69304886442,45332.24015479171,45445.40590835078,47333.19131614654,48417.76625659051,52296.37406055401
420,215011393,West Wimmera,39400.595061728396,38588.18187422935,40470.082338152104,41890.522826766726,43612.82086614173,49643.72190834903,50580.832811521606,65774.9245049505
421,215011394,Yarriambiack,46366.66876475216,52963.62052505967,53491.495317099274,40333.18761983018,38593.70286885246,50845.232777777775,58227.69294836202,52471.9676511955
422,215021395,Irymple,43665.66351904312,46367.19570552147,47421.72451456311,49327.63431542461,52070.71215288146,52869.197534173145,55398.32578714546,57883.08662945887
423,215021396,Merbein,37942.84021693784,39556.5510373444,41105.35437710438,42869.962356792144,44622.13445017182,45427.84697508897,46796.49536321484,50054.09992343032
424,215021398,Mildura Region,38865.22537971583,37101.26509572901,39142.68310546875,45702.85238568589,45360.82606382979,48609.59619238477,50767.692986758215,48654.65257531584
425,215021399,Red Cliffs,37234.64045722203,40200.411006617906,41674.95469686876,42376.12263535551,42841.8432647165,45331.05456980248,45558.512566137564,46796.852885821834
426,215021469,Mildura - North,42765.669520944226,44780.84669070606,45885.42870025927,46732.63882718792,47606.64328294656,48628.556872764435,50647.10824108241,53280.25732899023
427,215021470,Mildura - South,43470.42665136863,45256.365834510914,46976.44677033493,47662.439733757776,49378.7322812456,50034.69897761098,51805.85449406444,53243.93682915921
428,215031400,Buloke,40314.440230832646,45287.83620689655,42336.58596392334,35217.308453491656,34389.16406019475,45740.83473470571,50300.24551764025,47398.06271981243
429,215031401,Gannawarra,38548.12924208145,40111.818078775854,42508.31719673515,42240.97328559626,40335.67266495287,40194.95754716981,46320.11302681993,46092.90087863811
430,215031402,Kerang,36065.8138124125,37777.362749878106,39224.640889318514,41103.75946969697,40480.82602478551,42496.957795431976,46432.152366863906,47529.830357142855
431,215031403,Robinvale,39786.153638814016,41721.44161593802,42515.284997211376,42545.01897983393,50750.39205219454,53558.750566893425,54055.183673469386,56672.842702169626
432,215031404,Swan Hill,45580.197540851,47146.85248853962,48073.85677125671,47780.80102203769,48444.60138285898,50470.43436415273,53674.67527617862,54264.53023758099
433,215031405,Swan Hill Region,40087.29259043174,43040.02304550759,43231.15909740074,44924.10328239955,43379.93675417661,48132.761972230095,51609.52722143865,52911.76370720846
434,216011406,Echuca,44671.62121582031,46212.09578637923,47639.70716698842,49892.74812118366,49745.153551532036,50825.0654120848,52698.01717216771,54500.20211360634
435,216011407,Kyabram,39678.59792924935,39148.533635413034,42389.9023118373,43292.36769933977,42824.36046705588,44235.89528795811,46979.777999335325,47559.02989174342
436,216011408,Lockington - Gunbower,38508.08242612753,38681.87108190091,44242.30909090909,44127.790620558975,41334.11259541985,42911.284064665124,47049.88743809095,47199.45258050287
437,216011409,Rochester,44101.14001892148,44120.930507639234,46406.63436754177,48840.63207996192,44880.92649812734,45161.99398148148,49474.36052871468,48071.313769751694
438,216011410,Rushworth,35702.53136882129,36385.189555125726,39750.36471168063,42354.83093179635,39370.40893637688,42515.16882494005,45788.48155339806,45310.91977077364
439,216021411,Cobram,40773.51016578042,42149.914467408584,44661.65374841169,47091.17277653809,48270.67424960506,49203.184071893396,49448.61800185586,49894.68433807937
440,216021412,Moira,36076.07872928177,43121.45727956254,43258.620027434845,45237.13258575198,41954.8,42396.958519463944,48207.851708575115,49207.08821714991
441,216021413,Numurkah,38125.619135802466,38269.24347158218,41703.17486255345,43994.94253386929,41315.72217314487,41874.3321157218,44383.40179866551,45852.76679158259
442,216021414,Yarrawonga,42769.27559267241,43620.82691264243,46131.13156498674,46270.13398608606,46071.99187404774,47691.45934761441,48312.866033254155,49703.21693735499
443,216031415,Mooroopna,41041.89016915911,41693.948081264105,42984.11572327044,44279.92902907836,45198.09230009872,46551.110785749144,47316.80048543689,47974.34175405148
444,216031416,Shepparton - North,46875.12122731375,48366.13332667532,50098.04609436955,52265.84437847156,52861.0522558538,54553.481091251175,56417.60872359963,58565.740971469844
445,216031417,Shepparton - South,42819.63579020133,44172.94402499349,46370.12291077398,46864.73872976339,47888.17605401845,48324.611757105944,50116.38437153273,52039.71902927581
446,216031418,Shepparton Region - East,40435.55178059763,43631.61793611794,44865.20186461289,46451.730894308945,46918.85609157808,45339.7313253012,48209.0433227345,48347.18047808765
447,216031419,Shepparton Region - West,40446.72464827334,41167.84885412877,42393.43896290961,44296.550955414015,44485.88121254847,45869.59975326049,48350.19321559713,50822.28751728907
448,217011420,Glenelg (Vicnp),43547.87461585741,40205.77800916285,43503.22606882169,47357.677186468645,49528.6652884019,51261.179098360655,50805.59815335207,53252.128661916075
449,217011421,Hamilton (Vicnp),45138.94293987396,44956.797151192724,45074.661575841725,47235.41022075439,47314.168556185396,48303.09556197926,49548.51162393163,52803.22235535776
450,217011422,Portland,49852.054517401,50494.37038333625,52280.36324041812,53674.85211021974,53526.92969845722,54003.285491148905,55631.94644365602,57118.804546208725
451,217011423,Southern Grampians,43694.99762093576,34943.24316432174,40690.18774966711,43794.158585588,45456.8704958006,51222.948987641335,57001.234229438385,55594.36499466382
452,217031471,Camperdown,42804.309063136454,41277.50577731092,43711.4367816092,45936.26732161324,45497.99791013584,46296.41636457794,48006.9921875,50906.09232365145
453,217031472,Colac,42539.991838551716,43777.849646669674,45283.040859245906,46271.791666666664,47904.74327451547,48846.40629039207,50670.74920547188,52459.40933548561
454,217031473,Colac Region,40524.62632233976,37255.50341402856,42864.04351851852,44288.28252339269,43106.94555353902,44467.99387755102,46723.27624784854,47301.441318556404
455,217031474,Corangamite - North,40240.624707063944,38160.75506812894,45552.36791194129,47190.46590527376,44881.29048120829,47085.60325906219,48418.20569931215,55201.060878243516
456,217031475,Corangamite - South,42590.52447552448,34957.542424958636,47816.717340771735,47810.3179661017,43206.678884278466,43173.6961351539,44324.53666895134,48072.674124293786
457,217031476,Otway,39330.68862559242,36935.722553973355,39768.884650735294,40639.888539325846,42425.576401446655,44235.906695464364,44755.438397910315,46448.13347457627
458,217041477,Moyne - East,43776.49315422372,37883.22348284961,46721.77916018663,48626.51979434447,47031.049569527786,49103.85202371745,50652.26049570055,55572.647880421464
459,217041478,Moyne - West,43419.62655063877,42510.70141830908,46052.7137074517,48279.66407079646,50306.901463762944,51459.02257336343,52080.29002601908,55546.749316473004
460,217041479,Warrnambool - North,45988.99141221374,46933.50064783623,48440.2558573854,50513.4426754206,50938.9522922404,52089.753663147945,59811.60563706564,56098.576195181275
461,217041480,Warrnambool - South,47793.555118663106,48726.315864223834,50544.44750140371,50662.92760059211,50965.40669919557,53225.930522721304,54848.55016808896,58246.53017883756
