,id,time,listing_type,price,property_type,area,building_area,land_area,bedrooms,bathrooms,carspaces,street_address,suburb,postcode,latitude,longitude,weekly_rent,SA2_CODE
34,16044230,2022-08-17T16:34:28,Rent,$200,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"908/500 Flinders Street, Melbourne",MELBOURNE,3000,-37.82002,144.957825,200,206041505.0
35,16042084,2022-08-16T17:04:17,Rent,$595_Per_Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"Unit 1402/560 Lonsdale St, Melbourne",MELBOURNE,3000,-37.81403,144.9556,595,206041505.0
36,16040182,2022-08-16T09:13:42,Rent,$330,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"310/408 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8126,144.9604,330,206041504.0
37,16022489,2022-08-04T11:20:55,Rent,$400,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"29/400 Little Collins Street, Melbourne",MELBOURNE,3000,-37.8157959,144.961349,400,206041505.0
38,14748133,2022-06-14T14:58:06,Rent,$250,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"711/500 Flinders Street, Melbourne",MELBOURNE,3000,-37.82002,144.957825,250,206041505.0
39,15226362,2022-08-15T15:17:02,Rent,$695pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"2.01/15 Collins Street, Melbourne",MELBOURNE,3000,-37.813736,144.973328,695,206041503.0
40,16036889,2022-08-12T16:06:15,Rent,520pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"5703/462 Elizabeth St, Melbourne",MELBOURNE,3000,-37.8078575,144.96061699999998,520,206041504.0
41,13459693,2022-08-03T10:50:38,Rent,$1100_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"3203/35 Spring Street, Melbourne",MELBOURNE,3000,-37.81417,144.974,1100,206041503.0
42,16059788,2022-08-26T14:58:52,Rent,$680_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"7/7 Drewery Lane, Melbourne",MELBOURNE,3000,-37.8110733,144.9639,680,206041504.0
43,16041278,2022-08-16T13:54:28,Rent,$1075_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"701/118 Russell Street, Melbourne",MELBOURNE,3000,-37.8135872,144.968719,1075,206041503.0
44,16035645,2022-08-12T10:32:42,Rent,$630_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"305/594 St Kilda Road, Melbourne",MELBOURNE,3000,-37.8496933,144.979645,630,206051128.0
45,16028030,2022-08-08T15:36:38,Rent,$520,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"508/616 Little Collins Street Street, Melbourne",MELBOURNE,3000,-37.8176155,144.95431499999998,520,206041505.0
46,16027847,2022-08-08T15:03:04,Rent,$695_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,1,"6/410 Queen Street, Melbourne",MELBOURNE,3000,-37.809090000000005,144.958221,695,206041504.0
47,11719913,2022-07-22T15:17:16,Rent,$800_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"1003/29 Market Street, Melbourne",MELBOURNE,3000,-37.8186836,144.960419,800,206041505.0
48,16063938,2022-08-30T13:42:22,Rent,$350,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"211B/399 Bourke Street, Melbourne",MELBOURNE,3000,-37.8147278,144.962128,350,206041505.0
49,16042359,2022-08-16T21:46:14,Rent,$380_pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,1,"10/17 Queens Road, Melbourne",MELBOURNE,3000,-37.83981,144.974457,380,206051128.0
50,14122926,2022-08-08T15:21:05,Rent,$580_per_weekly_-_Unfurnished,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"4804/568 Collins Street, Melbourne",MELBOURNE,3000,-37.818374600000006,144.955429,580,206041505.0
51,15437445,2021-10-08T15:14:43,Rent,$550,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"394 Collins Street, Melbourne",MELBOURNE,3000,-37.81682,144.961182,550,206041505.0
52,15316411,2022-08-22T12:21:53,Rent,$600_p.w.,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"1609/398 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.80933,144.961319,600,206041504.0
53,16043720,2022-08-17T14:50:50,Rent,$400_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"712/478 Saint Kilda Road, Melbourne",MELBOURNE,3000,-37.84259,144.977036,400,206051128.0
54,16013302,2022-07-29T16:02:08,Rent,$500_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,2.0,0,"1007/118 Franklin Street, Melbourne",MELBOURNE,3000,-37.808204700000005,144.958908,500,206041504.0
55,16008060,2022-07-27T11:23:22,Rent,$420,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2307/288 Spencer Street, Melbourne",MELBOURNE,3000,-37.8137741,144.952087,420,206041505.0
56,15943719,2022-07-11T17:40:08,Rent,$250,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"208/268 Flinders St, Melbourne",MELBOURNE,3000,-37.8178139,144.965576,250,206041503.0
57,15974489,2022-07-07T13:52:54,Rent,$470_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"414/422 Collins Street, Melbourne",MELBOURNE,3000,-37.81669,144.95996100000002,470,206041505.0
58,15963215,2022-06-30T16:33:11,Rent,$370,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1012/339 Swanston St, Melbourne",MELBOURNE,3000,-37.8103828,144.9638,370,206041504.0
59,15951316,2022-06-23T16:34:40,Rent,$2800_Per_Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,3.0,3,"251/350 St Kilda Road, Melbourne",MELBOURNE,3000,-37.8311424,144.970856,2800,206051512.0
60,15939303,2022-06-16T20:06:19,Rent,$4500_Per_Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,4,"4203/35 Spring Street, Melbourne",MELBOURNE,3000,-37.81417,144.974,4500,206041503.0
61,15934869,2022-06-15T11:11:43,Rent,$440,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2206/288 Spencer Street, Melbourne",MELBOURNE,3000,-37.8137741,144.952087,440,206041505.0
62,15921427,2022-06-06T17:42:34,Rent,$440,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2707/288 Spencer Street, Melbourne",MELBOURNE,3000,-37.8137741,144.952087,440,206041505.0
63,16065603,2022-08-31T11:16:34,Rent,$410_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1709/500 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.8072433,144.960281,410,206041504.0
64,16065571,2022-08-31T11:05:37,Rent,$450,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1002/233 Collins St, Melbourne",MELBOURNE,3000,-37.816005700000005,144.966171,450,206041503.0
65,16065443,2022-08-31T10:30:38,Rent,$550_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1206/639 Little Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8141937,144.95216399999998,550,206041505.0
66,16065416,2022-08-31T10:23:31,Rent,$515_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1306/618 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.81425,144.953979,515,206041505.0
67,16065365,2022-08-31T10:14:16,Rent,$580_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"3610/500 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.8072433,144.960281,580,206041504.0
68,14620499,2022-08-30T23:36:35,Rent,$520/w,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1506B/639 Little Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8141937,144.95216399999998,520,206041505.0
69,14781517,2022-08-30T23:32:33,Rent,$520/w,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2707B/639 Little Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8141937,144.95216399999998,520,206041505.0
70,14536234,2022-08-30T23:26:27,Rent,$420/w,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1215/39 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8099251,144.97113000000002,420,206041503.0
71,16064475,2022-08-30T15:43:37,Rent,$500.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"4901/560 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.81403,144.9556,500,206041505.0
72,16064139,2022-08-30T14:28:57,Rent,$580,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"5803/370 Queen Street, Melbourne",MELBOURNE,3000,-37.81013,144.95877099999998,580,206041504.0
73,16064073,2022-08-30T14:10:28,Rent,$350_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"503/243 Franklin Street, Melbourne",MELBOURNE,3000,-37.8097649,144.956985,350,206041504.0
74,16063683,2022-08-30T12:36:11,Rent,$360_PW_/_$1564_PCM,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1702/8 Downie Street, Melbourne",MELBOURNE,3000,-37.820343,144.95600000000002,360,206041505.0
75,16063430,2022-08-30T11:35:20,Rent,$460,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1016/233 Collins St, Melbourne",MELBOURNE,3000,-37.816005700000005,144.966171,460,206041503.0
76,16063319,2022-08-30T11:06:53,Rent,$420_Per_Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"4501/33 Rose Lane, Melbourne",MELBOURNE,3000,-37.8150139,144.953873,420,206041505.0
77,16063252,2022-08-30T10:50:12,Rent,$430_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2302/5 Sutherland Street, Melbourne",MELBOURNE,3000,-37.8114166,144.960846,430,206041504.0
78,16063063,2022-08-30T09:58:20,Rent,$720_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,0,"3601/8 Sutherland Street, Melbourne",MELBOURNE,3000,-37.8112869,144.96106,720,206041504.0
79,16062567,2022-08-29T16:58:41,Rent,$600_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"2803/483 Swanston Street, Melbourne",MELBOURNE,3000,-37.8072166,144.96234099999998,600,206041504.0
80,16062522,2022-08-29T16:49:37,Rent,$400_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"201/108 Flinders Street, Melbourne",MELBOURNE,3000,-37.8161926,144.971191,400,206041503.0
81,16062474,2022-08-29T16:40:19,Rent,$380.00,Studio,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"910/181 ABeckett Street, Melbourne",MELBOURNE,3000,-37.8101578,144.958191,380,206041504.0
82,16062462,2022-08-29T16:37:25,Rent,$450_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"709/11 Cohen Place, Melbourne",MELBOURNE,3000,-37.8110161,144.969025,450,206041503.0
83,16062182,2022-08-29T15:38:43,Rent,$600_pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"3405/81 A'beckett Street, Melbourne",MELBOURNE,3000,-37.809227,144.96138,600,206041504.0
84,16061948,2022-08-29T14:38:32,Rent,$490_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"309/402-408 La Trobe Street, Melbourne",MELBOURNE,3000,-37.8111572,144.957718,490,206041504.0
85,16061514,2022-08-29T12:39:48,Rent,$450_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"828/139 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8107948,144.9683,450,206041503.0
86,16061339,2022-08-29T11:58:30,Rent,$900.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,1,"4313/560 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.81403,144.9556,900,206041505.0
87,16061319,2022-08-29T11:50:43,Rent,$550,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1707/155 Franklin Street, Melbourne",MELBOURNE,3000,-37.8088264,144.959549,550,206041504.0
88,16061300,2022-08-29T11:46:29,Rent,$440_pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"2105/39 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8099251,144.97113000000002,440,206041503.0
89,16061156,2022-08-29T11:14:23,Rent,$370.00,Studio,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1503/181 ABeckett Street, Melbourne",MELBOURNE,3000,-37.8101578,144.958191,370,206041504.0
90,16061154,2022-08-29T11:14:20,Rent,$460.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2404/350 William Street, Melbourne",MELBOURNE,3000,-37.8112335,144.956482,460,206041504.0
91,16061152,2022-08-29T11:14:19,Rent,$370.00,Studio,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2804/181 ABeckett Street, Melbourne",MELBOURNE,3000,-37.8101578,144.958191,370,206041504.0
92,16060968,2022-08-29T10:22:58,Rent,$720_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"2803/318 Russell Street, Melbourne",MELBOURNE,3000,-37.80917,144.9668,720,206041503.0
93,16060791,2022-08-29T09:28:18,Rent,$600.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"1011/618 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.81425,144.953979,600,206041505.0
94,16060646,2022-08-28T11:31:05,Rent,$720,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"4*03/228 La Trobe Street, Melbourne",MELBOURNE,3000,-37.80975,144.962616,720,206041504.0
95,16060158,2022-08-26T16:39:09,Rent,$500_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"907/270 King Street, Melbourne",MELBOURNE,3000,-37.81375,144.95503200000002,500,206041505.0
96,16060156,2022-08-26T16:38:54,Rent,$580_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1404/568 Collins Street, Melbourne",MELBOURNE,3000,-37.818374600000006,144.955429,580,206041505.0
97,16059908,2022-08-26T15:31:30,Rent,$450_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"609/16 Liverpool Street, Melbourne",MELBOURNE,3000,-37.8110847,144.971466,450,206041503.0
98,16059883,2022-08-26T15:24:40,Rent,$450_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,1,"31/398 La Trobe Street, Melbourne",MELBOURNE,3000,-37.8109436,144.957809,450,206041504.0
99,16059818,2022-08-26T15:05:10,Rent,$580.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"1002/483 Swanston Street, Melbourne",MELBOURNE,3000,-37.8072166,144.96234099999998,580,206041504.0
100,16059229,2022-08-26T12:08:53,Rent,$670_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"2401/8 Franklin Street, Melbourne",MELBOURNE,3000,-37.80746,144.96196,670,206041504.0
101,16058838,2022-08-26T10:14:45,Rent,$580_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"3510/500 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.8072433,144.960281,580,206041504.0
102,16058657,2022-08-26T09:26:08,Rent,$440.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"3702/601 Little Lonsdale Street, Melbourne",MELBOURNE,3000,-37.813755,144.95372,440,206041505.0
103,16058656,2022-08-26T09:26:08,Rent,$430.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"2203/601 Little Lonsdale Street, Melbourne",MELBOURNE,3000,-37.813755,144.95372,430,206041505.0
104,16058572,2022-08-26T08:23:32,Rent,$620_weekly,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,1,"2703/433 Collins Street, Melbourne",MELBOURNE,3000,-37.81768,144.959732,620,206041505.0
105,16058570,2022-08-26T08:23:22,Rent,$620.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"4407/618 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.81425,144.953979,620,206041505.0
106,16058571,2022-08-26T08:23:22,Rent,$650.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"2910/118-134 ABeckett Street, Melbourne",MELBOURNE,3000,-37.80936,144.959732,650,206041504.0
107,16057898,2022-08-25T15:27:38,Rent,$700_pw,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"3104/22 Jane Bell Lane, Melbourne",MELBOURNE,3000,-37.81022,144.966263,700,206041504.0
108,16057892,2022-08-25T15:26:52,Rent,$450_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"603/25-33 Wills Street, Melbourne",MELBOURNE,3000,-37.8107758,144.956924,450,206041504.0
109,16014262,2022-08-25T14:45:28,Rent,$370.00,Studio,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"703/181 ABeckett Street, Melbourne",MELBOURNE,3000,-37.8101578,144.958191,370,206041504.0
110,16056820,2022-08-25T10:36:46,Rent,$400_per_week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"205/500 Flinders Street, Melbourne",MELBOURNE,3000,-37.82002,144.957825,400,206041505.0
