Suburb_Name,sa2_2021,Growth_Rate
Castlemaine,202021027,0.021311544312744832
Rowville - South,211011258,0.021171611125294452
Heidelberg - Rosanna,209011198,0.02091737329114224
Coburg - West,206011498,0.02083622949363207
Berwick - South East,212021553,0.020797324639923977
Reservoir - South West,209021526,0.020785277934145675
Pascoe Vale,210031538,0.020707633998172898
Mitcham (Vic.),211041270,0.02064017643790684
Altona North,213021343,0.020220765107749988
Bendigo Surrounds - North,202031032,0.02014745916476251
Korumburra,205031089,0.019987879697827234
Bentleigh East - South,208021427,0.01989530111044906
West Melbourne - Residential,206041510,0.019499279351732728
Braybrook,213031347,0.01947087212492102
Doncaster,207021157,0.01947058543010901
Wallan,209041224,0.019225028872361626
Chelsea - Bonbeach,208031186,0.019183562810336296
Towong,204031072,0.019147721992250316
Werribee - East,213051467,0.018718341757164962
Mordialloc - Parkdale,208031193,0.018491373263059403
Langwarrin,214011374,0.018123835155104184
Highett (West) - Cheltenham,208011171,0.017827107075530094
Red Cliffs,215021399,0.017758723526845252
Sunbury - West,210041541,0.017752878470720997
Seymour Surrounds,204011060,0.017729541193646198
Ringwood,211031266,0.01761281948289625
Maryborough (Vic.),201031016,0.017374781169305527
Morwell,205041096,0.01733346250573112
Lockington - Gunbower,216011408,0.017323798635424777
Pakenham - North East,212011549,0.017280370523537945
Newcomb - Moolap,203021045,0.017157201821198592
Roxburgh Park - North,210051545,0.01712166490778494
Swan Hill,215031404,0.017007892040865953
Cairnlea,213011329,0.01694062564780022
Strathmore,210011231,0.016589448908439643
South Yarra - South,206061516,0.01647772333333334
Hamilton (Vic.),217011421,0.01608377070913877
Nagambie,204011058,0.01569746941788356
Cranbourne North - East,212031559,0.015663127693583793
Bendigo,202011018,0.015616857157043867
Glen Waverley - East,212051321,0.015593400189672355
Clayton - Central,212051568,0.015459006974243617
Noble Park - East,212041459,0.015298398984206207
Craigieburn - North West,210051542,0.01526709944863849
Oak Park,210031537,0.014784144042048138
Mount Waverley - South,212051324,0.014744028082967925
Dromana,214021377,0.014716402201938011
Tullamarine,210051250,0.014708960289612553
Numurkah,216021413,0.014688094823296888
Cobram,216021411,0.01458857983724834
Canadian - Mount Clear,201011483,0.014488271653872014
Corangamite - North,217031474,0.0144635168221978
Kings Park (Vic.),213011333,0.014446726748909252
Laverton,213051363,0.014400787852980873
Sydenham,213011339,0.014385246939763813
Bayswater,211011251,0.014311680801031314
Cranbourne South,212031303,0.014121215275229328
Lakes Entrance,205021084,0.014059124198627832
Trafalgar (Vic.),205011078,0.013877045235870317
Leongatha,205031090,0.01380513365168733
Cranbourne East - South,212031558,0.013565735177478902
Upper Yarra Valley,204011061,0.013279721157272703
Frankston South,214011373,0.01323265301251074
Camberwell,207011149,0.013179975722273862
Keilor East,210011534,0.01307916585969467
Pearcedale - Tooradin,212031308,0.012844543516824033
Shepparton - South East,216031594,0.012722632771753862
Ardeer - Albion,213011328,0.012650176222520104
Bacchus Marsh Surrounds,201021009,0.012541201979291284
Mornington - West,214021592,0.012512621859302481
Avoca,201031013,0.012451738110760977
Carrum Downs,214011370,0.012251785178134758
Eltham,209031209,0.012238745586732385
Mooroopna,216031415,0.012221014381211717
Rushworth,216011410,0.012204389151361992
Montmorency - Briar Hill,209011202,0.012190171441413312
Reservoir - North East,209021523,0.012097327263677288
Ashwood - Chadstone,212051319,0.012033808474946004
Southbank - East,206041509,0.012005895719844357
Hampton,208011172,0.011835124583919984
Vermont South,211041273,0.011813590778898073
Gordon (Vic.),201021012,0.011788731961075487
Wantirna South,211011260,0.011534234731472012
Horsham Surrounds,215011389,0.011515152031789665
Wantirna,211011259,0.011490464331914965
Sebastopol - Redan,201011484,0.01148127642063556
Mooroolbark,211051281,0.011456465140388492
Lilydale - Coldstream,211051278,0.011428772491455227
Croydon Hills - Warranwood,211031265,0.011426948167425326
Manor Lakes - Quandong,213051579,0.011210730260041482
Bayswater North,211031263,0.011072260476043375
Newtown (Vic.),203021046,0.010998690808766394
East Bendigo - Kennington,202011020,0.010891987664425307
Chirnside Park,211051275,0.010792340551865454
Knoxfield - Scoresby,211011254,0.010780894414533575
Creswick - Clunes,201021010,0.010693270776630136
Preston - East,209021428,0.010669378618789378
Traralgon - East,205041493,0.0104562866291656
Ferntree Gully (South) - Upper Ferntree Gully,211011448,0.010426437873800367
Geelong West - Hamlyn Heights,203021040,0.01004303760964794
Maryborough Surrounds,201031017,0.010026505461018615
Ararat,215011386,0.009998093153646557
Niddrie - Essendon West,210011230,0.009942570849854072
Reservoir - South East,209021525,0.009929449581294474
Mildura - North,215021469,0.00974905754989559
Ballarat North - Invermay,201011482,0.009722764009908237
Edithvale - Aspendale,208031189,0.009695477826292946
Pakenham - South West,212011552,0.009652702250155784
Gladstone Park - Westmeadows,210051245,0.009521102725735014
Corio - Lovely Banks,203021486,0.009406926801609173
Healesville - Yarra Glen,211051276,0.009328926556798362
Clayton (North) - Notting Hill,212051567,0.009322291167075567
Craigieburn - South,210051443,0.009304585515021157
Glen Iris - East,207011150,0.00926043418436433
St Albans - North,213011334,0.00921455095791503
Shepparton Surrounds - West,216031419,0.009131068478411641
Lara,203021043,0.009110917329761622
Epping - South,209041432,0.009015253962507063
Sale,205051103,0.008997876113470223
Ashburton (Vic.),207011146,0.008856860671368611
East Melbourne,206041119,0.008830292537313449
Romsey,210021235,0.008642744915735157
Doncaster East - South,207021425,0.008544163391219054
Narre Warren - North East,212021455,0.008446519070586725
Beaufort,201031014,0.008429730267167704
Wandin - Seville,211051285,0.008252698850266518
Craigieburn - North,210051442,0.008218855790527762
Wangaratta,204021066,0.007636306407327984
Croydon - East,211031450,0.007082561849717882
Coburg North,210031236,0.007062845681868048
Mornington - East,214021591,0.006976950068852493
Melbourne CBD - North,206041504,0.00679759214607846
Vermont,211041272,0.006772358979735879
Burnside,213041461,0.0065171250653189156
Kinglake,209031211,0.006470713142867454
Craigieburn - West,210051543,0.006285398921411611
Heathcote,202021029,0.006085005969988946
Shepparton - North,216031416,0.005825032820937307
Horsham,215011388,0.005697095124262414
Doncaster East - North,207021424,0.005605879150110578
St Albans - South,213011335,0.005560004441213691
South Morang - North,209041435,0.005501491795006893
Port Melbourne Industrial,206051511,0.005497417894660641
Traralgon - West,205041494,0.005382590106443559
Seymour,204011059,0.005274688248429439
Clarinda - Oakleigh South,212041309,0.005203931666750472
Pakenham - South East,212011551,0.004858970889621596
Deer Park,213011569,0.004849950265153128
Riddells Creek,210021234,0.004811994258222555
Geelong,203021039,0.00466022169510383
Colac,217031472,0.004540700415151857
Sandringham - Black Rock,208011173,0.004508081828637588
Alfredton,201011001,0.004425124583501974
Greensborough,209011197,0.004326454856342597
Narre Warren - South West,212021456,0.004183689521438906
Truganina - North,213051586,0.004140135622141142
Yarra Valley,211051286,0.0039194845676407495
Kew East,207011154,0.0038034490293797803
Beaconsfield - Officer,212011546,0.003755774394652565
Flora Hill - Spring Gully,202011021,0.0036917515063110036
Shepparton Surrounds - East,216031418,0.0035989740143981554
Bannockburn,203011034,0.0035561212781505917
Berwick - South West,212021554,0.0034167367017679134
Bacchus Marsh,213041353,0.003404079064414582
Moira,216021412,0.0031176048702310543
Cranbourne West,212031304,0.0029861611724564955
Mount Dandenong - Olinda,211051282,0.002953348687951232
Drouin,205011076,0.002855174054595576
Barwon Heads - Armstrong Creek,203031489,0.00268132242645333
Hadfield,210031440,0.002671226003058544
Brighton (Vic.),208011169,0.002635494699099376
Mount Waverley - North,212051323,0.0026196099348019045
Springvale,212041317,0.002563188194124998
Koo Wee Rup,212011548,0.0025179324891952274
Beaumaris,208011168,0.0024504084107718756
Delacombe,201011006,0.002348403659416172
Glen Waverley - West,212051322,0.0016280045478121532
Melton,213041577,0.0012391105768529815
Seaford (Vic.),214011375,0.0011064845733318202
Croydon South,211031452,0.0006990008385500859
Tarneit (West) - Mount Cottrell,213051582,0.0006961103380600221
Norlane,203021488,0.0006472590955157135
Epping - East,209041431,0.00024433008026923593
Macedon,210021233,0.00024262184423302444
Mildura - South,215021470,0.0002380046817830636
Bunyip - Garfield,212011547,0.00018586408374439284
Noble Park - West,212041460,0.000185510856321055
Burwood East,207031166,9.675117985725734e-05
Chiltern - Indigo Valley,204031070,-0.00010514144443709295
Upwey - Tecoma,211051284,-0.00034454609246655085
Endeavour Hills - North,212021453,-0.00037305594325828806
North Geelong - Bell Park,203021047,-0.00044163297486135843
Roxburgh Park (South) - Somerton,210051544,-0.000455328840450929
Strathfieldsaye,202011024,-0.0005076823553966074
Euroa,204011055,-0.0005379971745243687
Emerald - Cockatoo,212011289,-0.0005971347670410146
Balwyn North,207011148,-0.0006544082732102634
Maffra,205051101,-0.0007362856267055219
Lynbrook - Lyndhurst,212031306,-0.0008774596081553565
Charlemont,203021485,-0.0008961069343817907
Brookfield,213041571,-0.0009145100683462012
Kilsyth,211051277,-0.0011352387904907276
Bulleen,207021156,-0.0011774573708611044
Corangamite - South,217031475,-0.0012837458350799947
Bentleigh East - North,208021426,-0.0013793824697250392
Warrandyte - Wonga Park,211021262,-0.0014435413568874753
Templestowe Lower,207021160,-0.001534443326124955
Airport West,210011226,-0.0018152341892435648
Moorabbin - Heatherton,208031191,-0.0019310962427805435
Cranbourne East - North,212031557,-0.002084313101319307
Yallourn North - Glengarry,205041098,-0.002223976073726629
Portarlington,203031051,-0.0022322779402888303
Forest Hill,211041269,-0.0023072351551553043
Croydon - West,211031451,-0.0023693489114497797
Wendouree - Miners Rest,201011008,-0.002618722147555862
Warragul,205011079,-0.0028591512861934863
Braeside,208031184,-0.0029275455085567533
Aspendale Gardens - Waterways,208031183,-0.0030568774269197022
Phillip Island,205031091,-0.0031831370820299227
Torquay,203031053,-0.0036983192950346814
Derrimut,213011570,-0.0037064979586116263
Eynesbury - Exford,213041573,-0.0038374498877677713
Woodend,202021031,-0.003842047807107527
Benalla,204021063,-0.00384910703210979
Belmont,203021037,-0.004186255854978624
White Hills - Ascot,202011025,-0.004409474762736928
Golden Plains - North,201031015,-0.004459717657819637
Mount Baw Baw Region,205011077,-0.0044724986486270445
Sunshine,213011336,-0.004831844271393278
South Yarra - West,206041125,-0.0050039411455596264
Tarneit - Central,213051583,-0.005266295081102793
Ocean Grove,203031490,-0.006221897061043397
Clifton Springs,203031048,-0.006222836957952166
Buninyong,201011005,-0.0063653052624196415
Wollert,209041437,-0.006749533716737549
Smythes Creek,201011007,-0.0068186265490488285
Somerville,214021385,-0.007241405350909405
Mulgrave,212051325,-0.007254899080189744
Epping (Vic.) - West,209041433,-0.007256091751985638
South Yarra - North,206061515,-0.007269910803468988
Longford - Loch Sport,205051100,-0.007274216435769816
Winchelsea,203011036,-0.007342845774270518
Clayton South,212041310,-0.0075037109660041415
Mill Park - South,209041221,-0.007756631407525383
Bendigo Surrounds - South,202021026,-0.00791004734148989
Yackandandah,204031075,-0.007934391510578398
Wodonga,204031492,-0.008225959103047614
Paynesville,205021086,-0.008390372341252032
Mount Evelyn,211051283,-0.00847052195162106
Mill Park - North,209041220,-0.0088100007633613
Irymple,215021395,-0.009614804340033476
Hallam,212021297,-0.009683285241738532
Point Lonsdale - Queenscliff,203031052,-0.009688060647265214
Glenroy - West,210031536,-0.009755673923393703
Yea,204011062,-0.010044692775015091
Watsonia,209011204,-0.01008646319129072
Dingley Village,212041313,-0.010241504089133767
Castlemaine Surrounds,202021028,-0.010316823300906035
Maiden Gully,202011023,-0.010623063763087614
Foster,205031087,-0.010757712874610055
Monbulk - Silvan,211051279,-0.010871468033853821
Melton South - Weir Views,213041578,-0.010908023894269012
Rosedale,205051102,-0.011532824291044722
Daylesford,201021011,-0.01172124072133186
Campbellfield - Coolaroo,210051243,-0.011860790813137425
Springvale South,212041318,-0.012140746531936803
Moyne - East,217041477,-0.01225095995986796
Colac Surrounds,217031473,-0.012271184034780405
Belgrave - Selby,211051274,-0.012414609212139225
Reservoir - North West,209021524,-0.012655402486296291
Melton West,213041358,-0.01279608069751667
Brighton East,208011170,-0.013125501453929466
Broadmeadows,210051242,-0.013214156539085512
Beechworth,204031068,-0.0137046970047146
Bright - Mount Beauty,204031069,-0.01404725206616026
Bruthen - Omeo,205021082,-0.014148668792266696
South Morang - South,209041436,-0.014181656972188858
Bairnsdale,205021081,-0.015514675445707966
Myrtleford,204031071,-0.016200396650091604
Grovedale - Mount Duneed,203021487,-0.016772686087850774
Kingsbury,209021205,-0.0167878594654424
Lorne - Anglesea,203031049,-0.017070770765307962
Sunshine West,213011338,-0.017699776158108166
Albert Park,206051128,-0.017879200948462733
Rosebud - McCrae,214021384,-0.018045131114361557
Bundoora - North,209041216,-0.01804721566814268
Mount Eliza,214021381,-0.019141517838240436
Wangaratta Surrounds,204021067,-0.019302277395915283
Hurstbridge,209031210,-0.019356057944941402
Golden Plains - South,203011035,-0.01977872326941437
West Wodonga,204031073,-0.019883909031707506
Hastings - Somers,214021379,-0.01998681095142323
Glenroy - East,210031535,-0.02022183485666858
Lalor - East,209041529,-0.020386462875829924
Wonthaggi - Inverloch,205031093,-0.020497732372457583
Mansfield (Vic.),204011057,-0.020810600442364113
Kurunjang - Toolern Vale,213041576,-0.02109936059424504
Hampton Park - West,212031562,-0.02308863639784604
California Gully - Eaglehawk,202011019,-0.025005510416012216
Mernda - South,209041532,-0.025180491131693995
Kialla,216031593,-0.02634647078512725
Kyneton,202021030,-0.02657936448777947
Hampton Park - East,212031561,-0.027113178303887698
Warrnambool - South,217041480,-0.027507465545249132
Warrnambool - North,217041479,-0.0279514842124567
Gannawarra,215031401,-0.028642697873875512
Baranduda - Leneva,204031491,-0.031028342638987166
Yarrawonga,216021414,-0.031580439504869565
Meadow Heights,210051247,-0.03229606089695018
Donvale - Park Orchards,211021261,-0.03434682968907117
Lalor - West,209041530,-0.0343708030080617
Box Hill North,207031164,-0.03457564481679521
Flemington Racecourse,206041120,-0.034899514856728334
Wattle Glen - Diamond Creek,209031215,-0.035845689659025716
Moyne - West,217041478,-0.0376802554370605
Flinders,214021378,-0.03803065015162212
Mernda - North,209041531,-0.03849200715228352
Cobblebank - Strathtulloh,213041572,-0.042782626752555404
Bundoora - West,209041217,-0.04315424549952338
Otway,217031476,-0.043538942496155544
Thomastown,209041223,-0.04463322472434927
Orbost,205021085,-0.047771870314273865
Narre Warren South - East,212031457,-0.04956234529956527
Sunshine North,213011337,-0.05375730759128285
Kilmore - Broadford,204011056,-0.05839308809276661
Keysborough - South,212041566,-0.05868707448762395
Bundoora - East,209011196,-0.058822850088543446
Echuca,216011406,-0.06504733024927342
Point Nepean,214021383,-0.06864808173113669
Rutherglen,204021065,-0.0687234484652827
