,postcode,sa2_2021,sa2_2016,year,gdp(USD Millioins),saving_rate(% of GDP),income_per_person,population_density,crime_cases
0,3012,213031351,213031351,2027,4838738,16.828999999997905,72854.08106772928,2386.0,2315
1,3664,204011058,204011058,2027,4838738,16.828999999997905,65701.02748652501,485.0,188
2,3124,207011149,207011149,2027,4838738,16.828999999997905,112538.5683937259,3457.0,1169
3,3269,217031475,217031475,2027,4838738,16.828999999997905,61891.00125709735,537.0,146
4,3048,210051247,210051247,2027,4838738,16.828999999997905,57698.09801783459,4016.0,2037
5,3820,205011079,205011079,2027,4838738,16.828999999997905,70715.17895074654,607.0,1627
6,3821,205011079,205011079,2027,4838738,16.828999999997905,70715.17895074654,607.0,229
7,3822,205011079,205011079,2027,4838738,16.828999999997905,70715.17895074654,607.0,161
8,3061,210051243,210051243,2027,4838738,16.828999999997905,57966.77954392135,1484.0,1543
9,3825,205041095,205041095,2027,4838738,16.828999999997905,70029.70993878413,741.0,3550
10,3550,202011018,202011018,2027,4838738,16.828999999997905,70759.66215694323,1512.0,5721
11,3551,202011025,202011025,2027,4838738,16.828999999997905,68478.40388818225,648.0,1135
12,3953,205031090,205031090,2027,4838738,16.828999999997905,66041.28798698774,564.0,577
13,3663,204011058,204011058,2027,4838738,16.828999999997905,65701.02748652501,485.0,127
14,3335,213041359,213041359,2027,4838738,16.828999999997905,65744.13431812543,597.0,549
15,3053,206041117,206041117,2027,4838738,16.828999999997905,74266.38401709264,9158.0,2154
16,3145,208041195,208041195,2027,4838738,16.828999999997905,110667.34272296866,3357.0,2399
17,3181,206061136,206061136,2027,4838738,16.828999999997905,94627.22119954554,7115.0,3646
18,3051,206071517,206071144,2027,4838738,16.828999999997905,97176.19645474246,4391.0,1770
19,3218,203021040,203021040,2027,4838738,16.828999999997905,75033.35332261259,1142.0,1361
20,3058,210031236,210031236,2027,4838738,16.828999999997905,72562.80020942306,2013.0,3581
21,3122,207011520,207011151,2027,4838738,16.828999999997905,117925.45823858166,4208.0,1550
22,3121,206071517,206071144,2027,4838738,16.828999999997905,97176.19645474246,4391.0,4786
23,3128,207031163,207031163,2027,4838738,16.828999999997905,72619.84820823697,3259.0,1894
24,3073,209021526,209021208,2027,4838738,16.828999999997905,68856.11572174635,2953.0,4529
25,3205,206051512,206051132,2027,4838738,16.828999999997905,108311.55088744406,6295.0,2417
26,3188,208011172,208011172,2027,4838738,16.828999999997905,110772.984091545,3628.0,1239
27,3193,208011168,208011168,2027,4838738,16.828999999997905,104768.73587634368,2813.0,644
28,3196,208031186,208031186,2027,4838738,16.828999999997905,76026.11132147675,3043.0,1611
29,3555,202011022,202011022,2027,4838738,16.828999999997905,64257.32450339338,995.0,1777
30,3018,213021341,213021341,2027,4838738,16.828999999997905,80176.71972825006,1308.0,1002
31,3074,209041223,209041223,2027,4838738,16.828999999997905,61888.07616592199,2145.0,2547
32,3934,214021382,214021382,2027,4838738,16.828999999997905,80758.88615310751,1067.0,582
33,3167,212051326,212051326,2027,4838738,16.828999999997905,74055.27239639359,2636.0,625
34,3146,207011150,207011150,2027,4838738,16.828999999997905,111355.28288242592,3459.0,1032
35,3199,214011371,214011371,2027,4838738,16.828999999997905,67099.03514729394,2495.0,8396
36,3185,206051134,206051134,2027,4838738,16.828999999997905,82995.88782371208,7460.0,944
37,3166,212051326,212051326,2027,4838738,16.828999999997905,74055.27239639359,2636.0,2048
38,3677,204021066,204021066,2027,4838738,16.828999999997905,66775.15609369706,823.0,2305
39,3162,208021178,208021178,2027,4838738,16.828999999997905,94304.95330876485,4229.0,927
40,3204,208021174,208021174,2027,4838738,16.828999999997905,88285.17017158912,4092.0,1511
41,3166,208021180,208021180,2027,4838738,16.828999999997905,79698.93324541487,4232.0,2048
42,3163,208021176,208021176,2027,4838738,16.828999999997905,80548.61842713086,5078.0,1654
43,3167,212041309,212041309,2027,4838738,16.828999999997905,68507.30882918928,2507.0,625
44,3690,204031492,204031074,2027,4838738,16.828999999997905,69301.7329017669,1023.0,3205
45,3616,216031419,216031419,2027,4838738,16.828999999997905,62095.50761440583,521.0,390
46,3142,206061138,206061138,2027,4838738,16.828999999997905,186707.05781768635,3757.0,930
