,postcode,sa2_2021,sa2_2016,year,gdp(USD Millioins),saving_rate(% of GDP),income_per_person,population_density,crime_cases
76,3280,217041479,217041479,2023,3567759,13.581000000005588,62351.62582325935,723.0,3218
77,3186,208011169,208011169,2023,3567759,13.581000000005588,138731.1824614061,3166.0,1303
78,3187,208011170,208011170,2023,3567759,13.581000000005588,101217.9496187768,3280.0,665
79,3168,212051568,212051320,2023,3567759,13.581000000005588,54627.70694892528,3198.0,2037
80,3585,215031404,215031404,2023,3567759,13.581000000005588,61277.59090385959,519.0,1728
81,3032,213031349,213031349,2023,3567759,13.581000000005588,73147.38055451354,2298.0,3155
82,3204,208021182,208021182,2023,3567759,13.581000000005588,75560.40753156599,4710.0,1463
83,3690,204031073,204031073,2023,3567759,13.581000000005588,63827.50006426126,530.0,3158
84,3815,212011547,212011288,2023,3567759,13.581000000005588,62967.73367832601,424.0,192
85,3161,208021178,208021178,2023,3567759,13.581000000005588,88212.3427721574,4091.0,736
86,3165,208021426,208021426,2023,3567759,13.581000000005588,75148.23815575056,3537.0,1087
87,3195,208031190,208031190,2023,3567759,13.581000000005588,75886.50219879998,3185.0,2319
88,3169,212041309,212041309,2023,3567759,13.581000000005588,62414.69829258183,2369.0,1148
89,3182,206051514,206051133,2023,3567759,13.581000000005588,82589.56136977719,6145.0,4769
90,3046,210031537,210031239,2023,3567759,13.581000000005588,70163.58455145312,3325.0,2766
91,3029,213051362,213051362,2023,3567759,13.581000000005588,59984.07018179027,3146.0,6048
92,3042,210011226,210011226,2023,3567759,13.581000000005588,69075.36566021154,2430.0,1574
93,3162,208021179,208021179,2023,3567759,13.581000000005588,96657.88941022848,4321.0,879
94,3342,201021009,201021009,2023,3567759,13.581000000005588,66670.50925606117,416.0,360
95,3197,208031185,208031185,2023,3567759,13.581000000005588,75022.02584144846,2413.0,1010
96,3040,206031501,206031114,2023,3567759,13.581000000005588,86408.13760218164,3503.0,1595
97,3340,213041353,213041353,2023,3567759,13.581000000005588,68977.12563099992,474.0,1677
98,3186,208011170,208011170,2023,3567759,13.581000000005588,101217.9496187768,3280.0,1303
99,3125,207031165,207031165,2023,3567759,13.581000000005588,64580.24352001026,2726.0,957
100,3537,202031033,202031033,2023,3567759,13.581000000005588,52854.97447227081,423.0,88
101,3149,212051324,212051324,2023,3567759,13.581000000005588,71992.84757637046,2483.0,1495
102,3931,214021591,214021380,2023,3567759,13.581000000005588,68083.27594252117,1367.0,1983
103,3058,206011109,206011109,2023,3567759,13.581000000005588,74136.48039673408,3698.0,3533
104,3150,212051321,212051321,2023,3567759,13.581000000005588,67968.25406413246,2785.0,2457
105,3021,213011334,213011334,2023,3567759,13.581000000005588,52253.1826603529,3489.0,5224
106,3199,214011372,214011372,2023,3567759,13.581000000005588,56953.82748373039,1901.0,8349
107,3222,203031048,203031048,2023,3567759,13.581000000005588,62222.67339520436,636.0,560
108,3977,212031559,212031302,2023,3567759,13.581000000005588,62511.549074216746,1327.0,6691
109,3180,211011254,211011254,2023,3567759,13.581000000005588,65161.244290784,1354.0,582
110,3088,209011197,209011197,2023,3567759,13.581000000005588,71627.2830965519,2522.0,1572
111,3806,212021553,212021294,2023,3567759,13.581000000005588,69428.08881583996,1778.0,2392
112,3224,203021044,203021044,2023,3567759,13.581000000005588,63788.54524307512,826.0,706
113,3028,213021342,213021342,2023,3567759,13.581000000005588,64741.21722875256,2281.0,1918
114,3023,213041461,213041461,2023,3567759,13.581000000005588,63004.723762043286,2148.0,4269
115,3087,209011204,209011204,2023,3567759,13.581000000005588,69317.16505056061,2843.0,634
116,3083,209011196,209011196,2023,3567759,13.581000000005588,63420.36264222767,2809.0,2559
117,3136,211031451,211031451,2023,3567759,13.581000000005588,66478.12023613509,2235.0,2571
118,3089,209031215,209031215,2023,3567759,13.581000000005588,75312.88740064809,919.0,621
119,3024,213051589,213051369,2023,3567759,13.581000000005588,64982.80953567568,481.0,1582
120,3880,205021086,205021086,2023,3567759,13.581000000005588,55888.41876403382,436.0,234
121,3195,208031183,208031183,2023,3567759,13.581000000005588,72835.77738527255,1966.0,2319
122,3805,212021456,212021456,2023,3567759,13.581000000005588,59303.81042502588,1858.0,4166
123,3132,211041270,211041270,2023,3567759,13.581000000005588,71243.61216290295,2807.0,985
124,3496,215021399,215021399,2023,3567759,13.581000000005588,53916.940401467495,400.0,487
125,3977,212031304,212031304,2023,3567759,13.581000000005588,60580.2840414024,1280.0,6691
126,3199,214011376,214011376,2023,3567759,13.581000000005588,71217.96719452087,920.0,8349
127,3174,212041460,212041460,2023,3567759,13.581000000005588,52942.673617084045,4203.0,3174
128,3550,202011020,202011020,2023,3567759,13.581000000005588,65741.12423970224,1227.0,5673
129,3030,213051368,213051368,2023,3567759,13.581000000005588,68198.9653578205,484.0,6495
130,3020,213011336,213011336,2023,3567759,13.581000000005588,57027.72555522574,2367.0,6243
131,3915,214021379,214021379,2023,3567759,13.581000000005588,62924.664134129416,549.0,1525
132,3024,213051579,213051369,2023,3567759,13.581000000005588,64982.80953567568,501.0,1582
133,3977,212031300,212031300,2023,3567759,13.581000000005588,57962.82738913596,1815.0,6691
134,3030,213051581,213051465,2023,3567759,13.581000000005588,72120.71534166997,2315.0,6495
135,3199,214011373,214011373,2023,3567759,13.581000000005588,71343.81299476232,1651.0,8349
136,3038,213011340,213011340,2023,3567759,13.581000000005588,68742.93887053337,1403.0,2095
137,3169,212041310,212041310,2023,3567759,13.581000000005588,56315.00465831207,1989.0,1148
138,3149,212051323,212051323,2023,3567759,13.581000000005588,72364.81786536053,2823.0,1495
139,3500,215021470,215021470,2023,3567759,13.581000000005588,60257.25596161,720.0,5100
140,3429,210041540,210041241,2023,3567759,13.581000000005588,68067.57648198912,666.0,2712
141,3095,209031209,209031209,2023,3567759,13.581000000005588,80004.94481046544,1627.0,1119
142,3975,212031306,212031306,2023,3567759,13.581000000005588,65222.80459781829,1871.0,823
143,3996,205031093,205031093,2023,3567759,13.581000000005588,56059.40959112393,448.0,338
144,3217,203031489,203031050,2023,3567759,13.581000000005588,71135.7159362277,506.0,432
145,3747,204031068,204031068,2023,3567759,13.581000000005588,58968.06070950767,418.0,229
146,3021,213011335,213011335,2023,3567759,13.581000000005588,52721.012165523134,3142.0,5224
147,3058,206011497,206011108,2023,3567759,13.581000000005588,69568.13032529363,3676.0,3533
148,3127,207031167,207031167,2023,3567759,13.581000000005588,94907.66673404865,3457.0,674
149,3781,212011289,212011289,2023,3567759,13.581000000005588,69842.59557090607,468.0,279
150,3153,211011251,211011251,2023,3567759,13.581000000005588,62222.12005438516,1892.0,2099
151,3174,212041459,212041459,2023,3567759,13.581000000005588,54007.54173581395,3454.0,3174
152,3136,211031265,211031265,2023,3567759,13.581000000005588,73188.07242094027,2335.0,2571
153,3134,211031266,211031266,2023,3567759,13.581000000005588,64778.96110957023,2093.0,3489
154,3737,204031071,204031071,2023,3567759,13.581000000005588,55868.33560433239,422.0,337
155,3844,205041494,205041097,2023,3567759,13.581000000005588,73344.85021716822,732.0,4428
156,3337,213041577,213041356,2023,3567759,13.581000000005588,60523.10846762685,1222.0,4307
157,3851,205051100,205051100,2023,3567759,13.581000000005588,64982.77542133164,409.0,457
158,3930,214021381,214021381,2023,3567759,13.581000000005588,88796.35571458843,1190.0,555
159,3802,212021454,212021454,2023,3567759,13.581000000005588,60987.84486571327,2961.0,1355
160,3073,209021523,209021207,2023,3567759,13.581000000005588,59843.19015693804,3313.0,4482
161,3198,214011375,214011375,2023,3567759,13.581000000005588,63361.99743622728,1762.0,1926
162,3101,207011522,207011153,2023,3567759,13.581000000005588,116447.74645429198,2477.0,1510
163,3429,210041541,210041241,2023,3567759,13.581000000005588,68067.57648198912,747.0,2712
164,3212,203021043,203021043,2023,3567759,13.581000000005588,69273.83579339879,422.0,1016
165,3043,210051245,210051245,2023,3567759,13.581000000005588,63953.86463614646,1652.0,1800
166,3021,213011333,213011333,2023,3567759,13.581000000005588,55131.44255489903,3731.0,5224
167,3116,211051275,211051275,2023,3567759,13.581000000005588,67645.97934672888,850.0,700
168,3824,205011078,205011078,2023,3567759,13.581000000005588,64557.14749975409,433.0,421
169,3207,206051511,206051131,2023,3567759,13.581000000005588,130209.51719994655,441.0,2019
170,3875,213011339,213011339,2023,3567759,13.581000000005588,61839.026946307626,3403.0,2321
171,3075,209041530,209041219,2023,3567759,13.581000000005588,55731.55539114727,1725.0,1522
172,3442,202021031,202021031,2023,3567759,13.581000000005588,76992.09433974419,451.0,382
173,3350,201011002,201011002,2023,3567759,13.581000000005588,80387.62830453506,1377.0,6985
174,3556,202011019,202011019,2023,3567759,13.581000000005588,56226.33945179964,727.0,1178
175,3104,207011148,207011148,2023,3567759,13.581000000005588,87239.82614206383,2815.0,641
176,3450,202021027,202021027,2023,3567759,13.581000000005588,58191.30380262667,511.0,656
177,3931,214021592,214021380,2023,3567759,13.581000000005588,68083.27594252117,1816.0,1983
178,3064,210051442,210051442,2023,3567759,13.581000000005588,64228.89942595223,1003.0,5353
179,3108,207021157,207021157,2023,3567759,13.581000000005588,67004.4582930007,2743.0,1503
180,3170,212051325,212051325,2023,3567759,13.581000000005588,66491.07854285464,2143.0,1567
181,3082,209041220,209041220,2023,3567759,13.581000000005588,63934.04875929514,2689.0,2176
182,3082,209041221,209041221,2023,3567759,13.581000000005588,61946.14510144014,3038.0,2176
183,3630,216031594,216031417,2023,3567759,13.581000000005588,58440.06995337596,622.0,5753
184,3216,203021037,203021037,2023,3567759,13.581000000005588,62258.52492183447,1920.0,2965
185,3690,204031491,204031074,2023,3567759,13.581000000005588,63209.12236515945,505.0,3158
186,3133,211041273,211041273,2023,3567759,13.581000000005588,69081.764159129,2419.0,809
187,3138,211051281,211051281,2023,3567759,13.581000000005588,65423.16213392699,2123.0,1226
188,3109,207021425,207021425,2023,3567759,13.581000000005588,64267.29703476094,3260.0,1003
189,3152,211011259,211011259,2023,3567759,13.581000000005588,65177.44457116118,2207.0,2448
190,3107,207021160,207021160,2023,3567759,13.581000000005588,71137.8321971409,2742.0,513
191,3022,213011328,213011328,2023,3567759,13.581000000005588,56566.29404824367,1969.0,451
192,3978,212031556,212031301,2023,3567759,13.581000000005588,63905.1507109357,521.0,975
193,3043,210051250,210051250,2023,3567759,13.581000000005588,63151.2280227663,2136.0,1800
194,3338,213041571,213041357,2023,3567759,13.581000000005588,62471.03363182163,997.0,2325
195,3058,206011498,206011108,2023,3567759,13.581000000005588,69568.13032529363,4764.0,3533
196,3147,212051319,212051319,2023,3567759,13.581000000005588,70261.48511312902,3016.0,1057
197,3068,206071145,206071145,2023,3567759,13.581000000005588,98708.24982920708,2110.0,1710
198,3083,209021205,209021205,2023,3567759,13.581000000005588,66510.29088752344,1503.0,2559
199,3151,207031166,207031166,2023,3567759,13.581000000005588,62412.465862767305,2843.0,596
200,3976,212031561,212031305,2023,3567759,13.581000000005588,57297.65387650207,1885.0,1517
201,3356,201011484,201011004,2023,3567759,13.581000000005588,57929.12724979874,1587.0,1662
202,3150,212051327,212051327,2023,3567759,13.581000000005588,74749.6674817414,2430.0,2457
203,3796,211051283,211051283,2023,3567759,13.581000000005588,64657.61902288068,996.0,422
204,3171,212041317,212041317,2023,3567759,13.581000000005588,51065.1731237513,2300.0,2429
205,3840,205041096,205041096,2023,3567759,13.581000000005588,60977.88903565612,577.0,4393
206,3023,213041462,213041462,2023,3567759,13.581000000005588,65965.10055937478,2310.0,4269
207,3173,212041566,212041314,2023,3567759,13.581000000005588,62502.75635377644,689.0,1661
208,3048,210051243,210051243,2023,3567759,13.581000000005588,51874.1690073139,1346.0,1989
209,3216,203021487,203021041,2023,3567759,13.581000000005588,62964.59989491617,885.0,2965
210,3850,205051103,205051103,2023,3567759,13.581000000005588,68681.59973211959,718.0,2421
211,3631,216031593,216031417,2023,3567759,13.581000000005588,58440.06995337596,489.0,733
212,3150,212051322,212051322,2023,3567759,13.581000000005588,65802.08793048142,2935.0,2457
213,3913,214021385,214021385,2023,3567759,13.581000000005588,66076.14693447156,554.0,237
214,3170,212041317,212041317,2023,3567759,13.581000000005588,51065.1731237513,2300.0,1567
215,3564,216011406,216011406,2023,3567759,13.581000000005588,60946.72107360978,468.0,1948
216,3799,211051286,211051286,2023,3567759,13.581000000005588,59187.02698203968,404.0,358
217,3215,203021047,203021047,2023,3567759,13.581000000005588,64343.75948910648,1060.0,1850
218,3037,213041360,213041360,2023,3567759,13.581000000005588,68827.79662818182,2760.0,2214
219,3064,210051443,210051443,2023,3567759,13.581000000005588,60040.27020254405,1599.0,5353
220,3019,213031347,213031347,2023,3567759,13.581000000005588,59537.90764686465,2617.0,1382
221,3072,209021428,209021428,2023,3567759,13.581000000005588,65625.07742576487,2902.0,5349
222,3219,203021045,203021045,2023,3567759,13.581000000005588,57464.03008229751,783.0,2165
223,3672,204021063,204021063,2023,3567759,13.581000000005588,57370.740935070906,409.0,1194
224,3214,203021488,203021038,2023,3567759,13.581000000005588,56501.155234933365,1773.0,4574
225,3620,216011407,216011407,2023,3567759,13.581000000005588,54875.07361209951,435.0,679
226,3195,208031189,208031189,2023,3567759,13.581000000005588,76788.83255702117,2879.0,2319
227,3977,212031303,212031303,2023,3567759,13.581000000005588,69525.57960483665,550.0,6691
228,3767,211051282,211051282,2023,3567759,13.581000000005588,72311.6456701071,557.0,131
229,3058,211051274,211051274,2023,3567759,13.581000000005588,70810.49371816358,564.0,3533
230,3073,209021525,209021207,2023,3567759,13.581000000005588,59843.19015693804,3395.0,4482
231,3134,211031265,211031265,2023,3567759,13.581000000005588,73188.07242094027,2335.0,3489
232,3196,208031189,208031189,2023,3567759,13.581000000005588,76788.83255702117,2879.0,1563
233,3551,202011024,202011024,2023,3567759,13.581000000005588,72077.10820417898,544.0,1087
234,3941,214021383,214021383,2023,3567759,13.581000000005588,65576.59899451165,669.0,1082
235,3977,212031560,212031302,2023,3567759,13.581000000005588,62511.549074216746,2757.0,6691
236,3806,212021293,212021293,2023,3567759,13.581000000005588,73405.55352393538,1527.0,2392
237,3028,213051363,213051363,2023,3567759,13.581000000005588,62950.26508149877,743.0,1918
238,3011,213031348,213031348,2023,3567759,13.581000000005588,62605.3396885111,3333.0,3137
239,3030,213011570,213011330,2023,3567759,13.581000000005588,61435.835487582255,792.0,6495
240,3550,202011025,202011025,2023,3567759,13.581000000005588,62385.7933515748,510.0,5673
241,3722,204011057,204011057,2023,3567759,13.581000000005588,54916.07987657562,420.0,361
242,3355,201011008,201011008,2023,3567759,13.581000000005588,57588.86073539639,586.0,1723
243,3630,216031416,216031416,2023,3567759,13.581000000005588,63944.402887932025,684.0,5753
244,3054,206071140,206071140,2023,3567759,13.581000000005588,90557.50896590576,4195.0,708
245,3088,209011202,209011202,2023,3567759,13.581000000005588,76876.36686073616,1819.0,1572
246,3805,212021455,212021455,2023,3567759,13.581000000005588,62543.27907594433,3194.0,4166
247,3429,210041240,210041240,2023,3567759,13.581000000005588,70165.57213449618,504.0,2712
248,3223,203031051,203031051,2023,3567759,13.581000000005588,59046.57754803402,498.0,452
249,3152,211011260,211011260,2023,3567759,13.581000000005588,67314.5602598181,1816.0,2448
250,3202,208031191,208031191,2023,3567759,13.581000000005588,71575.31887490768,1163.0,260
251,3220,203021039,203021039,2023,3567759,13.581000000005588,72492.52252973337,1397.0,4104
252,3030,213051467,213051467,2023,3567759,13.581000000005588,60216.361214132514,2884.0,6495
253,3282,217041478,217041478,2023,3567759,13.581000000005588,60052.4616430467,433.0,136
254,3802,212021453,212021453,2023,3567759,13.581000000005588,63887.27003428666,1250.0,1355
255,3076,209041431,209041431,2023,3567759,13.581000000005588,60522.62310244562,1961.0,3366
256,3178,211011256,211011256,2023,3567759,13.581000000005588,67917.66660870193,2324.0,1785
257,3029,213051361,213051361,2023,3567759,13.581000000005588,63910.83934176294,2192.0,6048
258,3300,217011421,217011421,2023,3567759,13.581000000005588,58981.1621631803,475.0,1070
259,3660,204011059,204011059,2023,3567759,13.581000000005588,58060.0218507438,494.0,1429
260,3752,209041436,209041436,2023,3567759,13.581000000005588,65024.96989847813,1821.0,1272
261,3777,211051276,211051276,2023,3567759,13.581000000005588,62550.89502434805,470.0,525
262,3351,201011006,201011006,2023,3567759,13.581000000005588,60341.45244641043,586.0,377
263,3207,206051130,206051130,2023,3567759,13.581000000005588,111116.75074426924,5823.0,2019
264,3217,203021485,203021041,2023,3567759,13.581000000005588,62964.59989491617,577.0,432
265,3130,207031161,207031161,2023,3567759,13.581000000005588,76076.72961064056,2864.0,1300
266,3228,203031053,203031053,2023,3567759,13.581000000005588,74621.7883740901,522.0,740
267,3500,215021469,215021469,2023,3567759,13.581000000005588,58905.87045995938,1115.0,5100
268,3064,210051544,210051249,2023,3567759,13.581000000005588,57393.54090721533,1433.0,5353
269,3927,214021379,214021379,2023,3567759,13.581000000005588,62924.664134129416,549.0,134
270,3904,205021084,205021084,2023,3567759,13.581000000005588,54998.08127153898,437.0,109
271,3160,211051274,211051274,2023,3567759,13.581000000005588,70810.49371816358,564.0,562
272,3226,203031490,203031050,2023,3567759,13.581000000005588,71135.7159362277,610.0,514
273,3698,204031069,204031069,2023,3567759,13.581000000005588,54641.92780484259,413.0,75
274,3085,209011203,209011203,2023,3567759,13.581000000005588,71811.02821697574,2262.0,773
275,3065,206071142,206071142,2023,3567759,13.581000000005588,89006.35650269222,7695.0,2708
276,3810,212011549,212011291,2023,3567759,13.581000000005588,62415.680883193854,977.0,3894
277,3357,201011005,201011005,2023,3567759,13.581000000005588,69507.85888924496,568.0,196
278,3844,205041493,205041097,2023,3567759,13.581000000005588,73344.85021716822,527.0,4428
279,3381,215011392,215011392,2023,3567759,13.581000000005588,57703.21672115754,396.0,122
280,3621,216011407,216011407,2023,3567759,13.581000000005588,54875.07361209951,435.0,218
281,3380,215011392,215011392,2023,3567759,13.581000000005588,57703.21672115754,396.0,894
282,3810,212011552,212011292,2023,3567759,13.581000000005588,62151.30944576021,1155.0,3894
283,3023,213041360,213041360,2023,3567759,13.581000000005588,68827.79662818182,2760.0,4269
284,3028,213021345,213021345,2023,3567759,13.581000000005588,67343.79943703767,3696.0,1918
285,3156,211011448,211011448,2023,3567759,13.581000000005588,64784.736360988114,2084.0,2185
286,3073,209021524,209021208,2023,3567759,13.581000000005588,62763.5051851389,2716.0,4482
287,3029,213051586,213051366,2023,3567759,13.581000000005588,63357.93669252237,528.0,6048
288,3608,204011058,204011058,2023,3567759,13.581000000005588,59608.41694991756,347.0,258
289,3042,210011230,210011230,2023,3567759,13.581000000005588,76366.0056603048,2792.0,1574
290,3766,211051282,211051282,2023,3567759,13.581000000005588,72311.6456701071,557.0,103
291,3806,212021554,212021294,2023,3567759,13.581000000005588,69428.08881583996,2029.0,2392
292,3825,205041098,205041098,2023,3567759,13.581000000005588,72379.61717001442,407.0,3503
293,3020,213011338,213011338,2023,3567759,13.581000000005588,56737.33917435538,1797.0,6243
294,3803,212021297,212021297,2023,3567759,13.581000000005588,58421.173918857705,1694.0,1150
295,3950,205031089,205031089,2023,3567759,13.581000000005588,56611.32723437436,444.0,422
296,3047,210051242,210051242,2023,3567759,13.581000000005588,50277.30940223718,1856.0,4391
297,3352,201011008,201011008,2023,3567759,13.581000000005588,57588.86073539639,586.0,769
298,3125,212051319,212051319,2023,3567759,13.581000000005588,70261.48511312902,3016.0,957
299,3136,211031450,211031450,2023,3567759,13.581000000005588,63964.8864848325,2175.0,2571
300,3805,212031457,212031457,2023,3567759,13.581000000005588,68300.45838713273,2303.0,4166
301,3068,206071143,206071143,2023,3567759,13.581000000005588,91116.8728628056,5315.0,1710
302,3995,205031093,205031093,2023,3567759,13.581000000005588,56059.40959112393,448.0,1099
303,3102,207011154,207011154,2023,3567759,13.581000000005588,94508.4561983156,2048.0,294
304,3350,201011481,201011003,2023,3567759,13.581000000005588,65978.49750399822,905.0,6985
305,3178,211011257,211011257,2023,3567759,13.581000000005588,70805.642105598,2276.0,1785
306,3757,209041225,209041225,2023,3567759,13.581000000005588,68188.75455789128,429.0,549
307,3073,213021344,213021344,2023,3567759,13.581000000005588,84459.41056790529,2351.0,4482
308,3106,207021159,207021159,2023,3567759,13.581000000005588,85363.68991990248,1494.0,534
309,3178,211011258,211011258,2023,3567759,13.581000000005588,71246.55856559845,1605.0,1785
310,3451,201011483,201011004,2023,3567759,13.581000000005588,57929.12724979874,880.0,212
311,3862,205051101,205051101,2023,3567759,13.581000000005588,62457.65261013387,419.0,209
312,3200,214011372,214011372,2023,3567759,13.581000000005588,56953.82748373039,1901.0,1010
313,3172,212041313,212041313,2023,3567759,13.581000000005588,68461.8682875135,1874.0,1189
314,3201,214011370,214011370,2023,3567759,13.581000000005588,62316.27844112879,1384.0,1796
315,3215,203021040,203021040,2023,3567759,13.581000000005588,68940.74278600514,1004.0,1850
316,3016,213021346,213021346,2023,3567759,13.581000000005588,95714.36337093172,2525.0,1302
317,3350,201011482,201011003,2023,3567759,13.581000000005588,65978.49750399822,615.0,6985
318,3140,211051278,211051278,2023,3567759,13.581000000005588,67194.40803008666,570.0,1735
319,3105,207021156,207021156,2023,3567759,13.581000000005588,72297.2609861386,2102.0,490
