,postcode,sa2_2021,sa2_2016,year,gdp(USD Millioins),saving_rate(% of GDP),income_per_person,population_density,crime_cases
0,3012,213031351,213031351,2026,4484071,15.974999999991269,71330.92843357753,2352.0,2303
1,3664,204011058,204011058,2026,4484071,15.974999999991269,64177.87485237327,451.0,177
2,3124,207011149,207011149,2026,4484071,15.974999999991269,111015.41575957416,3423.0,1157
3,3269,217031475,217031475,2026,4484071,15.974999999991269,60367.8486229456,503.0,134
4,3048,210051247,210051247,2026,4484071,15.974999999991269,56174.94538368285,3981.0,2025
5,3820,205011079,205011079,2026,4484071,15.974999999991269,69192.0263165948,573.0,1615
6,3821,205011079,205011079,2026,4484071,15.974999999991269,69192.0263165948,573.0,217
7,3822,205011079,205011079,2026,4484071,15.974999999991269,69192.0263165948,573.0,149
8,3061,210051243,210051243,2026,4484071,15.974999999991269,56443.626909769606,1449.0,1531
9,3825,205041095,205041095,2026,4484071,15.974999999991269,68506.55730463238,706.0,3538
10,3550,202011018,202011018,2026,4484071,15.974999999991269,69236.50952279149,1478.0,5709
11,3551,202011025,202011025,2026,4484071,15.974999999991269,66955.2512540305,614.0,1123
12,3953,205031090,205031090,2026,4484071,15.974999999991269,64518.13535283599,530.0,565
13,3663,204011058,204011058,2026,4484071,15.974999999991269,64177.87485237327,451.0,115
14,3335,213041359,213041359,2026,4484071,15.974999999991269,64220.98168397369,563.0,537
15,3053,206041117,206041117,2026,4484071,15.974999999991269,72743.2313829409,9124.0,2142
16,3145,208041195,208041195,2026,4484071,15.974999999991269,109144.19008881692,3322.0,2387
17,3181,206061136,206061136,2026,4484071,15.974999999991269,93104.0685653938,7081.0,3634
18,3051,206071517,206071144,2026,4484071,15.974999999991269,95653.04382059073,4357.0,1758
19,3218,203021040,203021040,2026,4484071,15.974999999991269,73510.20068846084,1107.0,1349
20,3058,210031236,210031236,2026,4484071,15.974999999991269,71039.64757527132,1978.0,3569
21,3122,207011520,207011151,2026,4484071,15.974999999991269,116402.30560442992,4174.0,1539
22,3121,206071517,206071144,2026,4484071,15.974999999991269,95653.04382059073,4357.0,4774
23,3128,207031163,207031163,2026,4484071,15.974999999991269,71096.69557408523,3225.0,1882
24,3073,209021526,209021208,2026,4484071,15.974999999991269,67332.9630875946,2919.0,4518
25,3205,206051512,206051132,2026,4484071,15.974999999991269,106788.39825329233,6261.0,2405
26,3188,208011172,208011172,2026,4484071,15.974999999991269,109249.83145739324,3594.0,1227
27,3193,208011168,208011168,2026,4484071,15.974999999991269,103245.58324219192,2779.0,632
28,3196,208031186,208031186,2026,4484071,15.974999999991269,74502.95868732501,3008.0,1599
29,3555,202011022,202011022,2026,4484071,15.974999999991269,62734.17186924163,961.0,1765
30,3018,213021341,213021341,2026,4484071,15.974999999991269,78653.56709409831,1274.0,990
31,3074,209041223,209041223,2026,4484071,15.974999999991269,60364.92353177024,2111.0,2535
32,3934,214021382,214021382,2026,4484071,15.974999999991269,79235.73351895576,1033.0,570
33,3167,212051326,212051326,2026,4484071,15.974999999991269,72532.11976224184,2601.0,613
34,3146,207011150,207011150,2026,4484071,15.974999999991269,109832.1302482742,3425.0,1020
35,3199,214011371,214011371,2026,4484071,15.974999999991269,65575.88251314219,2461.0,8384
36,3185,206051134,206051134,2026,4484071,15.974999999991269,81472.73518956034,7425.0,932
37,3166,212051326,212051326,2026,4484071,15.974999999991269,72532.11976224184,2601.0,2036
38,3677,204021066,204021066,2026,4484071,15.974999999991269,65252.00345954532,788.0,2293
39,3162,208021178,208021178,2026,4484071,15.974999999991269,92781.8006746131,4194.0,915
40,3204,208021174,208021174,2026,4484071,15.974999999991269,86762.01753743738,4058.0,1499
41,3166,208021180,208021180,2026,4484071,15.974999999991269,78175.78061126312,4198.0,2036
42,3163,208021176,208021176,2026,4484071,15.974999999991269,79025.46579297911,5043.0,1642
43,3167,212041309,212041309,2026,4484071,15.974999999991269,66984.15619503753,2473.0,613
44,3690,204031492,204031074,2026,4484071,15.974999999991269,67778.58026761515,988.0,3193
45,3616,216031419,216031419,2026,4484071,15.974999999991269,60572.35498025408,486.0,378
46,3142,206061138,206061138,2026,4484071,15.974999999991269,185183.9051835346,3722.0,918
47,3305,217011420,217011420,2026,4484071,15.974999999991269,63327.79888413707,514.0,1366
48,3078,206021110,206021110,2026,4484071,15.974999999991269,89792.9169128281,3499.0,886
49,3163,208021182,208021182,2026,4484071,15.974999999991269,80129.86543402169,4813.0,1642
50,3011,213031350,213031350,2026,4484071,15.974999999991269,83646.10995099321,5713.0,3172
51,3740,204031069,204031069,2026,4484071,15.974999999991269,59211.38570729829,517.0,129
52,3194,208031190,208031190,2026,4484071,15.974999999991269,80455.96010125568,3289.0,992
53,3060,210031237,210031237,2026,4484071,15.974999999991269,62546.01200086344,3130.0,1113
54,3191,208011173,208011173,2026,4484071,15.974999999991269,109697.23176704952,3029.0,673
55,3137,211051277,211051277,2026,4484071,15.974999999991269,67521.53777760547,1614.0,823
56,3183,206051134,206051134,2026,4484071,15.974999999991269,81472.73518956034,7425.0,1433
57,3195,208031193,208031193,2026,4484071,15.974999999991269,82517.33677541697,2949.0,2355
58,3163,208021181,208021181,2026,4484071,15.974999999991269,81467.27499768231,4133.0,1642
59,3193,208011173,208011173,2026,4484071,15.974999999991269,109697.23176704952,3029.0,632
60,3039,206031116,206031116,2026,4484071,15.974999999991269,91726.0215667761,3778.0,1547
61,3185,208021179,208021179,2026,4484071,15.974999999991269,101227.34731268416,4425.0,932
62,3038,213011332,213011332,2026,4484071,15.974999999991269,66869.47653511632,2409.0,2131
63,3220,203021046,203021046,2026,4484071,15.974999999991269,92517.23029436496,2249.0,4139
64,3182,206051513,206051133,2026,4484071,15.974999999991269,87159.0192722329,7915.0,4805
65,3940,214021384,214021384,2026,4484071,15.974999999991269,60214.122692771256,1354.0,500
66,3013,213031352,213031352,2026,4484071,15.974999999991269,88061.11329306103,3087.0,938
67,3044,210031538,210031239,2026,4484071,15.974999999991269,74733.04245390883,3859.0,1580
