year,sa2_2021,gdp,saving_rate,income_per_person,population_density,crime_cases,residence_type,nbed,nbath,ncar,min_distance_to_cbd,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,0,0,0,1,120.0036349214286,2.0693071373737375,1.3372510862840867,114.77016000000002,90.08591000000045,140.56888000000077,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,0,1,0,1,121.38860025000002,1.3630411849520847,1.1561204625320733,114.77016000000002,90.08591000000045,140.56888000000077,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,0,1,0,2,121.17870863888895,1.458622372222222,1.439470055555556,114.77016000000002,90.08591000000045,140.56888000000086,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,1,2,1,121.37415305555548,1.3158372531746032,0.6196274150793653,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,0,1,123.18357870610863,1.3662792149529772,0.8460801240656689,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,0,2,122.51379652222221,1.4423418235714176,0.5951644371551651,114.77016000000002,90.08591000000045,140.56888000000103,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,0,3,121.45301232222216,1.5899165553520551,1.0653733884920638,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,2,0,125.72967752525255,1.1533809783966036,1.4244535273719339,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,2,1,122.66580369191918,1.3511560999676253,1.040071749594156,114.77016000000002,90.08591000000045,140.56888000000103,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,2,2,124.43319848787239,1.5576259587647039,1.3668271761460042,114.77016000000002,90.08591000000045,140.56888000000112,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,3,2,4,123.82453391460012,1.5454485925925927,1.1065891437150706,114.77016000000002,90.08591000000045,140.56888000000103,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,5,0,1,124.70072429629633,1.03391644435876,0.8574478792554393,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,5,0,2,124.38674355555558,1.2683710128263415,0.7564411720588233,114.77016000000002,90.08591000000045,140.56888000000103,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,5,2,0,125.9408584134876,0.6700162888888888,1.3619435694744293,114.77016000000002,90.08591000000045,140.56888000000092,74.35608,13.6492
2026,0,4484071,15.974999999991269,73375.45950293774,733.0,7826,1,5,2,2,125.09188303826346,1.2547169325792384,1.3334426132890287,114.77016000000002,90.08591000000045,140.56888000000112,74.35608,13.6492
