year,sa2_2021,gdp,saving_rate,income_per_person,population_density,crime_cases,residence_type,nbed,nbath,ncar,min_distance_to_cbd,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,0,0,0,1,120.0036349214286,2.1431875857142866,1.2160447019129021,114.77016000000002,90.08590999999996,140.56888000000083,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,0,1,0,1,121.38860025000002,2.1593413055555555,1.0978903564102565,114.77016000000002,90.08590999999996,140.56888000000083,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,0,1,0,2,121.17870863888895,2.2165047,1.7099275555555553,114.77016000000002,90.08590999999996,140.56888000000092,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,1,2,1,121.37415305555548,1.5713140343915344,0.41576199285714294,114.77016000000002,90.08591000000006,140.568880000001,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,0,1,123.18357870610863,2.595065860329486,0.7479368756122704,114.77016000000002,81.30414358989897,140.568880000001,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,0,2,122.51379652222221,2.0827276235449736,0.40197017235449733,114.77016000000002,81.35982466666664,140.5688800000011,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,0,3,121.45301232222216,2.241782307142857,1.2996268765873016,114.77016000000002,81.36317616666663,140.568880000001,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,2,0,125.72967752525255,2.5874724649470897,1.366183776578283,114.77016000000002,81.29030744444445,140.568880000001,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,2,1,122.66580369191918,1.9290785760582017,0.803100115467172,114.77016000000002,81.36453014814819,140.5688800000011,74.35608,13.6492
2024,0,3850385,14.351000000009662,70329.15423463425,664.0,7778,1,3,2,2,124.43319848787239,2.687907431779459,1.183346639773208,114.77016000000002,81.42689459523817,140.56888000000117,74.35608,13.6492
