,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
92,"18 HEALEY STREET, MOORABBIN",-37.936145,145.04058,5.0,2.0,4,$690_pw,House,March 2014,3189,2014,3,MOORABBIN,690,208031191
150,"43 HILLSTON ROAD, MOORABBIN",-37.942058,145.045741,3.0,2.0,2,$410_per_week,Rental_residential,April 2014,3189,2014,4,MOORABBIN,410,216021413
153,"24B HAMER STREET, MOORABBIN",-37.943116,145.044553,3.0,1.0,2,$450_per_week,Rental_residential,April 2014,3189,2014,4,MOORABBIN,450,208031191
184,"4/3 WILLIAM STREET, MOORABBIN",-37.944527,145.044213,2.0,2.0,1,$365_pw,Unit/apmt,June 2014,3189,2014,6,MOORABBIN,365,207021156
200,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$310,Unit/apmt,November 2014,3189,2014,11,MOORABBIN,310,214021383
201,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$310_pw,Unit/apmt,November 2014,3189,2014,11,MOORABBIN,310,214021383
202,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$310,Unit/apmt,June 2014,3189,2014,6,MOORABBIN,310,214021383
203,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$310_pw,Unit/apmt,June 2014,3189,2014,6,MOORABBIN,310,208031191
318,"17 AVON STREET, MOORABBIN",-37.940089,145.046877,3.0,1.0,1,$430_pw,none,February 2014,3189,2014,2,MOORABBIN,430,208031191
455,"280 ERAMOSA ROAD WEST, MOOROODUC",-38.213366,145.119282,4.0,2.0,2,$600_per_week,House,August 2014,3933,2014,8,MOOROODUC,600,207011152
456,"280 ERAMOSA ROAD WEST, MOOROODUC",-38.213366,145.119282,4.0,2.0,2,$600_p.w.,House,August 2014,3933,2014,8,MOOROODUC,600,207011152
457,"280 ERAMOSA ROAD WEST, MOOROODUC",-38.213366,145.119282,4.0,2.0,2,$600,House,August 2014,3933,2014,8,MOOROODUC,600,214021385
468,"253 ERAMOSA ROAD WEST, MOOROODUC",-38.217189,145.120094,2.0,1.0,1,$350_per_week,Unit/apmt,June 2014,3933,2014,6,MOOROODUC,350,204021067
469,"253 ERAMOSA ROAD WEST, MOOROODUC",-38.217189,145.120094,2.0,1.0,1,$350_p.w.,Unit/apmt,June 2014,3933,2014,6,MOOROODUC,350,204021067
470,"204 BUNGOWER ROAD, MOOROODUC",-38.2272552,145.0805756,3.0,1.0,1,$350,House,June 2014,3933,2014,6,MOOROODUC,350,204021067
471,"9 GOMAN ROAD, MOOROODUC",-38.2593027,145.0918645,5.0,2.0,2,$800_per_week,Rural / Farm,January 2014,3933,2014,1,MOOROODUC,800,204021067
549,"34 FELIX GROVE, MOOROOLBARK",-37.7847807,145.3071579,2.0,1.0,1,$310_pw,House,November 2014,3138,2014,11,MOOROOLBARK,310,211051281
619,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,3.0,2.0,2,$420_Weekly,House,January 2014,3138,2014,1,MOOROOLBARK,420,211051281
620,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,3.0,2.0,2,$420_per_week,House,January 2014,3138,2014,1,MOOROOLBARK,420,211041270
621,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,3.0,2.0,2,$420_p.w.,House,January 2014,3138,2014,1,MOOROOLBARK,420,211041270
622,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,3.0,2.0,2,$420_pw,House,January 2014,3138,2014,1,MOOROOLBARK,420,206051130
623,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,3.0,2.0,2,$420,House,January 2014,3138,2014,1,MOOROOLBARK,420,206051130
628,"2/6 BRIDGES AVENUE, MOOROOLBARK",-37.78894,145.321558,2.0,1.0,1,$340_pw,House,October 2014,3138,2014,10,MOOROOLBARK,340,214011374
629,"2/6 BRIDGES AVENUE, MOOROOLBARK",-37.78894,145.321558,2.0,1.0,1,$340_pw,House,September 2014,3138,2014,9,MOOROOLBARK,340,214011374
649,"2/6 CENTRAL AVENUE, MOOROOLBARK",-37.787667,145.309626,2.0,1.0,1,$290_pw,House,August 2014,3138,2014,8,MOOROOLBARK,290,211051281
697,"9/98 SHERLOCK ROAD, MOOROOLBARK",-37.7841725,145.3081607,2.0,1.0,1,$270_pw,Unit,March 2014,3138,2014,3,MOOROOLBARK,270,211051281
698,"9/98 SHERLOCK ROAD, MOOROOLBARK",-37.7841725,145.3081607,2.0,1.0,1,$270_pw,Unit,February 2014,3138,2014,2,MOOROOLBARK,270,211051281
727,"28 DRYDEN CONCOURSE, MOOROOLBARK",-37.791288,145.320082,3.0,1.0,1,$320_pw,House,July 2014,3138,2014,7,MOOROOLBARK,320,209041223
728,"28 DRYDEN CONCOURSE, MOOROOLBARK",-37.791288,145.320082,3.0,1.0,1,$320,House,March 2014,3138,2014,3,MOOROOLBARK,320,211051281
729,"28 DRYDEN CONCOURSE, MOOROOLBARK",-37.791288,145.320082,3.0,1.0,1,$320_pw,House,January 2014,3138,2014,1,MOOROOLBARK,320,211051281
744,"7/98 SHERLOCK ROAD, MOOROOLBARK",-37.7841647,145.3081649,2.0,1.0,1,$270_pw,Unit/apmt,June 2014,3138,2014,6,MOOROOLBARK,270,206051130
754,"11 QUEST COURT, MOOROOLBARK",-37.766585,145.332534,3.0,2.0,2,$370_pw,House,August 2014,3138,2014,8,MOOROOLBARK,370,203031053
755,"11 QUEST COURT, MOOROOLBARK",-37.766585,145.332534,3.0,2.0,2,$370_pw,House,July 2014,3138,2014,7,MOOROOLBARK,370,203031053
763,"8A MARALINGA TERRACE, MOOROOLBARK",-37.777806,145.314312,1.0,1.0,0,$220_pw,none,November 2014,3138,2014,11,MOOROOLBARK,220,212031300
891,"18 THE BRIARS, MOOROOLBARK",-37.761713,145.329856,4.0,3.0,2,$525_per_week,House,August 2014,3138,2014,8,MOOROOLBARK,525,211051286
1019,"51 LONGFELLOW AVENUE, MOOROOLBARK",-37.790249,145.327267,3.0,1.0,1,$330_per_week,House,July 2014,3138,2014,7,MOOROOLBARK,330,213011328
1036,"2/7 WORDSWORTH STREET, MOOROOLBARK",-37.787238,145.321475,3.0,2.0,2,$390_pw,House,November 2014,3138,2014,11,MOOROOLBARK,390,209011198
1093,"3/2-4 STATION STREET, MOOROOLBARK",-37.78566742,145.31225586,3.0,2.0,1,$370_pw,Unit/apmt,February 2014,3138,2014,2,MOOROOLBARK,370,211051281
1255,"56 TAYLOR ROAD, MOOROOLBARK",-37.786605,145.326418,3.0,1.0,1,$300_pw,House,December 2014,3138,2014,12,MOOROOLBARK,300,206061135
1256,"56 TAYLOR ROAD, MOOROOLBARK",-37.786605,145.326418,3.0,1.0,1,$300_pw,House,July 2014,3138,2014,7,MOOROOLBARK,300,206061135
1282,"235 MCKENZIE ROAD, MOOROOPNA NORTH",-36.327018,145.262787,2.0,1.0,1,$220_-_$220_pw,House,May 2014,3629,2014,5,NORTH,220,212031303
1283,"235 MCKENZIE ROAD, MOOROOPNA NORTH",-36.327018,145.262787,2.0,1.0,1,$220_-_$220_pw,House,January 2014,3629,2014,1,NORTH,220,212031303
1287,"1005 MINCHIN ROAD, MOOROOPNA NORTH",-36.317491,145.267719,3.0,1.0,0,$200_pw,House,July 2014,3629,2014,7,NORTH,200,209041223
1326,"19 KALIMNA DRIVE, MOOROOPNA",-36.376346,145.345175,3.0,1.0,2,$280_per_week,House,May 2014,3629,2014,5,MOOROOPNA,280,213031351
1327,"19 KALIMNA DRIVE, MOOROOPNA",-36.376346,145.345175,3.0,1.0,2,$280_Weekly,House,April 2014,3629,2014,4,MOOROOPNA,280,212031303
1328,"19 KALIMNA DRIVE, MOOROOPNA",-36.376346,145.345175,3.0,1.0,2,$280_per_week,House,April 2014,3629,2014,4,MOOROOPNA,280,213031351
1626,"7 JINDABYNE AVENUE, MORANG SOUTH",-37.641704,145.083624,3.0,2.0,2,$360_-_$1564_pw,none,May 2014,3752,2014,5,SOUTH,1564,215021398
1627,"7 JINDABYNE AVENUE, MORANG SOUTH",-37.641704,145.083624,3.0,2.0,2,$360_Weekly,none,May 2014,3752,2014,5,SOUTH,360,203021043
1648,"3/11 MCDONALD STREET, MORDIALLOC",-38.00458,145.087686,1.0,1.0,1,$330,none,March 2014,3195,2014,3,MORDIALLOC,330,205041094
1649,"3/11 MCDONALD STREET, MORDIALLOC",-38.00458,145.087686,1.0,1.0,1,$330_per_week,none,March 2014,3195,2014,3,MORDIALLOC,330,205041094
1689,"5/11 HALL MARK ROAD, MORDIALLOC",-38.0065242,145.0863336,2.0,1.0,1,$380_Weekly,Unit/apmt,September 2014,3195,2014,9,MORDIALLOC,380,208031193
1690,"5/11 HALL MARK ROAD, MORDIALLOC",-38.0065242,145.0863336,2.0,1.0,1,$380_pw,Unit/apmt,September 2014,3195,2014,9,MORDIALLOC,380,208031193
1691,"5/11 HALL MARK ROAD, MORDIALLOC",-38.0065242,145.0863336,2.0,1.0,1,$380,Unit/apmt,September 2014,3195,2014,9,MORDIALLOC,380,203021043
1692,"5/11 HALL MARK ROAD, MORDIALLOC",-38.0065242,145.0863336,2.0,1.0,1,$380_p.w.,Unit/apmt,September 2014,3195,2014,9,MORDIALLOC,380,208031193
1693,"5/11 HALL MARK ROAD, MORDIALLOC",-38.0065242,145.0863336,2.0,1.0,1,$380_per_week,Unit/apmt,September 2014,3195,2014,9,MORDIALLOC,380,208031193
1702,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,3.0,2.0,2,$450_per_week,none,October 2014,3195,2014,10,MORDIALLOC,450,202011021
1703,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,3.0,2.0,2,$450_pw,none,October 2014,3195,2014,10,MORDIALLOC,450,208031193
1704,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,3.0,2.0,2,$450,none,October 2014,3195,2014,10,MORDIALLOC,450,208031193
1705,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,3.0,2.0,2,$450_p.w.,none,October 2014,3195,2014,10,MORDIALLOC,450,208031193
1706,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,3.0,2.0,2,$450_Weekly,none,October 2014,3195,2014,10,MORDIALLOC,450,208031193
1726,"108/90 WHITE STREET, MORDIALLOC",-38.000321,145.097047,2.0,1.0,1,$350_per_week,none,August 2014,3195,2014,8,MORDIALLOC,350,208031193
1742,"5/7 CENTREWAY, MORDIALLOC",-38.007606,145.085653,2.0,1.0,1,$390_per_week,none,June 2014,3195,2014,6,MORDIALLOC,390,208031193
1743,"5/7 CENTREWAY, MORDIALLOC",-38.007606,145.085653,2.0,1.0,1,$420_per_week,none,May 2014,3195,2014,5,MORDIALLOC,420,214021379
1760,"7 KINGSTON STREET, MORDIALLOC",-37.993918,145.09481,3.0,1.0,2,$530_per_week,Rental_residential,October 2014,3195,2014,10,MORDIALLOC,530,210031535
1773,"108/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,2.0,1.0,1,$365_Weekly,Rental_residential,July 2014,3195,2014,7,MORDIALLOC,365,208031193
1774,"108/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,2.0,1.0,1,$355_pw,Rental_residential,July 2014,3195,2014,7,MORDIALLOC,355,205021084
1781,"1/6 BELLE CRESCENT, MORDIALLOC",-37.99269,145.093643,2.0,1.0,1,$395_pw,Townhouse,March 2014,3195,2014,3,MORDIALLOC,395,205021084
1782,"1/6 BELLE CRESCENT, MORDIALLOC",-37.99269,145.093643,2.0,1.0,1,$395,Townhouse,March 2014,3195,2014,3,MORDIALLOC,395,208031193
1792,"5/6-8 HIGH STREET, MORDIALLOC",-38.005455,145.083569,2.0,1.0,1,$310,Rental_residential,July 2014,3195,2014,7,MORDIALLOC,310,214011375
1793,"5/6-8 HIGH STREET, MORDIALLOC",-38.005455,145.083569,2.0,1.0,1,$310_per_week,Rental_residential,June 2014,3195,2014,6,MORDIALLOC,310,204031075
1794,"5/6-8 HIGH STREET, MORDIALLOC",-38.005455,145.083569,2.0,1.0,1,$330_per_week,Rental_residential,May 2014,3195,2014,5,MORDIALLOC,330,206021112
1863,"2 / 10 ASHMORE AVENUE, MORDIALLOC",-38.001262,145.086131,1.0,1.0,1,$295_pw,none,July 2014,3195,2014,7,MORDIALLOC,295,208031193
2081,"4/24 BEAR STREET, MORDIALLOC",-38.005526,145.091517,2.0,1.0,1,$350_pw,none,November 2014,3195,2014,11,MORDIALLOC,350,206041121
2082,"4/24 BEAR STREET, MORDIALLOC",-38.005526,145.091517,2.0,1.0,1,$350_pw,none,October 2014,3195,2014,10,MORDIALLOC,350,203011035
2144,"110/119 MCDONALD STREET, MORDIALLOC",-38.000819,145.098128,2.0,1.0,1,$360_per_week,Rental_residential,July 2014,3195,2014,7,MORDIALLOC,360,211051282
2145,"110/119 MCDONALD STREET, MORDIALLOC",-38.000819,145.098128,2.0,1.0,1,$360_pw,Rental_residential,July 2014,3195,2014,7,MORDIALLOC,360,211051282
2273,"3/18 WARREN ROAD, MORDIALLOC",-37.999108,145.091916,2.0,1.0,1,$320_Weekly,Unit/apmt,May 2014,3195,2014,5,MORDIALLOC,320,208031193
2274,"3/18 WARREN ROAD, MORDIALLOC",-37.999108,145.091916,2.0,1.0,1,$320,Unit/apmt,May 2014,3195,2014,5,MORDIALLOC,320,208031193
2275,"3/18 WARREN ROAD, MORDIALLOC",-37.999108,145.091916,2.0,1.0,1,$320_pw,Unit/apmt,May 2014,3195,2014,5,MORDIALLOC,320,208031193
2276,"3/18 WARREN ROAD, MORDIALLOC",-37.999108,145.091916,2.0,1.0,1,$320_p.w.,Unit/apmt,May 2014,3195,2014,5,MORDIALLOC,320,208031193
2350,"2/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,2.0,1.0,1,$350_per_week,Unit/apmt,February 2014,3195,2014,2,MORDIALLOC,350,201011002
2351,"2/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,2.0,1.0,1,$350_pw,Unit/apmt,February 2014,3195,2014,2,MORDIALLOC,350,213011337
2377,"7/75 BARKLY STREET, MORDIALLOC",-38.004676,145.089421,1.0,1.0,1,$270,Unit/apmt,February 2014,3195,2014,2,MORDIALLOC,270,211011446
2378,"7/75 BARKLY STREET, MORDIALLOC",-38.004676,145.089421,1.0,1.0,1,$270_pw,Unit/apmt,February 2014,3195,2014,2,MORDIALLOC,270,208031193
2455,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$650,House,July 2014,3195,2014,7,MORDIALLOC,650,207011520
2456,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$575_Weekly,House,July 2014,3195,2014,7,MORDIALLOC,575,213031352
2457,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$575_p.w.,House,July 2014,3195,2014,7,MORDIALLOC,575,213031352
2458,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$575_pw,House,July 2014,3195,2014,7,MORDIALLOC,575,201011483
2459,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$575,House,July 2014,3195,2014,7,MORDIALLOC,575,208031193
2460,"11 JENKINS STREET, MORDIALLOC",-38.005602,145.100185,4.0,2.0,2,$575_per_week,House,July 2014,3195,2014,7,MORDIALLOC,575,208031193
2517,"3/191 BEACH ROAD, MORDIALLOC",-38.00576,145.082721,4.0,2.0,2,$850_pw,none,October 2014,3195,2014,10,MORDIALLOC,850,208031193
2531,"3/4 MONTGOMERY STREET, MORDIALLOC",-38.006054,145.084171,2.0,1.0,1,$330_per_week,Available Now,October 2014,3195,2014,10,MORDIALLOC,330,208031193
2560,"8/11 MCDONALD STREET, MORDIALLOC",-38.005069,145.087742,1.0,1.0,1,$330_per_week,none,November 2014,3195,2014,11,MORDIALLOC,330,208031193
2576,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330,Unit/apmt,July 2014,3195,2014,7,MORDIALLOC,330,205041494
2577,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330_Weekly,Unit/apmt,June 2014,3195,2014,6,MORDIALLOC,330,208031193
2578,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330_per_week,Unit/apmt,June 2014,3195,2014,6,MORDIALLOC,330,208031193
2579,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330_p.w.,Unit/apmt,June 2014,3195,2014,6,MORDIALLOC,330,202011022
2580,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330_pw,Unit/apmt,June 2014,3195,2014,6,MORDIALLOC,330,208031193
2581,"106/5 BEAR STREET, MORDIALLOC",-38.0066748,145.0885771,1.0,1.0,1,$330_pw,Unit/apmt,February 2014,3195,2014,2,MORDIALLOC,330,208031193
2693,"3 WARREN ROAD, MORDIALLOC",-38.00036,145.091033,3.0,1.0,1,$465_p.w.,none,July 2014,3195,2014,7,MORDIALLOC,465,208031193
2694,"3 WARREN ROAD, MORDIALLOC",-38.00036,145.091033,3.0,1.0,1,$465_per_week,none,July 2014,3195,2014,7,MORDIALLOC,465,208031193
2695,"3 WARREN ROAD, MORDIALLOC",-38.00036,145.091033,3.0,1.0,1,$465_pw,none,July 2014,3195,2014,7,MORDIALLOC,465,211011446
2696,"3 WARREN ROAD, MORDIALLOC",-38.00036,145.091033,3.0,1.0,1,$465_Weekly,none,July 2014,3195,2014,7,MORDIALLOC,465,207011520
2753,"571 CAPE OTWAY ROAD, MORIAC",-38.241495,144.173657,3.0,2.0,2,$380_per_week,House,June 2014,3240,2014,6,MORIAC,380,203011036
2755,"22 GREENFIELD DRIVE, MORIAC",-38.249448,144.169871,3.0,2.0,2,$395_per_week,House,November 2014,3240,2014,11,MORIAC,395,207011520
2756,"1 THE BROADWAY, MORIAC",-38.241611,144.174355,3.0,2.0,2,$340,House,July 2014,3240,2014,7,MORIAC,340,207011520
2757,"1 THE BROADWAY, MORIAC",-38.241611,144.174355,3.0,2.0,2,$340_per_week,House,February 2014,3240,2014,2,MORIAC,340,206061135
2759,"1 THE BROADWAY WAY, MORIAC",-38.240169,144.1802928,3.0,2.0,2,$340_per_week,House,July 2014,3240,2014,7,MORIAC,340,213011338
2802,"1/21 KOOYONGA GROVE, MORNINGTON",-38.241346,145.034798,3.0,2.0,2,$380_Weekly,Rental_residential,August 2014,3931,2014,8,MORNINGTON,380,213031352
2803,"1/21 KOOYONGA GROVE, MORNINGTON",-38.241346,145.034798,3.0,2.0,2,$380_pw,Rental_residential,August 2014,3931,2014,8,MORNINGTON,380,211011446
2804,"1/21 KOOYONGA GROVE, MORNINGTON",-38.241346,145.034798,3.0,2.0,2,$380,Rental_residential,August 2014,3931,2014,8,MORNINGTON,380,211011446
2805,"1/21 KOOYONGA GROVE, MORNINGTON",-38.241346,145.034798,3.0,2.0,2,$380_p.w.,Rental_residential,August 2014,3931,2014,8,MORNINGTON,380,214021592
2867,"9A ALEXANDER AVENUE, MORNINGTON",-38.22577,145.03695,3.0,2.0,2,$460,none,April 2014,3931,2014,4,MORNINGTON,460,213031352
2899,"2 DRAKE STREET, MORNINGTON",-38.2158739,145.0377267,5.0,3.0,2,$650_per_week,none,September 2014,3931,2014,9,MORNINGTON,650,214021592
2900,"2 DRAKE STREET, MORNINGTON",-38.2158739,145.0377267,5.0,3.0,2,$650_Weekly,none,September 2014,3931,2014,9,MORNINGTON,650,206051130
2901,"2 DRAKE STREET, MORNINGTON",-38.2158739,145.0377267,5.0,3.0,2,$720_p.w.,none,September 2014,3931,2014,9,MORNINGTON,720,207031167
2902,"2 DRAKE STREET, MORNINGTON",-38.2158739,145.0377267,5.0,3.0,2,$720_pw,none,September 2014,3931,2014,9,MORNINGTON,720,214021592
2903,"2 DRAKE STREET, MORNINGTON",-38.2158739,145.0377267,5.0,3.0,2,$720,none,September 2014,3931,2014,9,MORNINGTON,720,213031352
2936,"6/18 LUCERNE AVENUE, MORNINGTON",-38.222765,145.049999,2.0,1.0,1,$230_pw,none,September 2014,3931,2014,9,MORNINGTON,230,213031352
2957,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500_per_week,House,November 2014,3931,2014,11,MORNINGTON,1500,214021592
2958,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500_pw,House,November 2014,3931,2014,11,MORNINGTON,1500,213051363
2959,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500_per_week,House,September 2014,3931,2014,9,MORNINGTON,1500,209041529
2960,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500_per_week,House,April 2014,3931,2014,4,MORNINGTON,1500,209041529
2961,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500,House,April 2014,3931,2014,4,MORNINGTON,1500,207021159
2962,"55 BELEURA HILL ROAD, MORNINGTON",-38.217598,145.052105,4.0,4.0,2,$1500_-_$6500_pw,House,February 2014,3931,2014,2,MORNINGTON,6500,207021159
2999,"7/110 BUNGOWER ROAD, MORNINGTON",-38.224019,145.06885,3.0,2.0,2,$380_per_week,Townhouse,August 2014,3931,2014,8,MORNINGTON,380,206061135
3000,"7/110 BUNGOWER ROAD, MORNINGTON",-38.224019,145.06885,3.0,2.0,2,$395_p.w.,Townhouse,July 2014,3931,2014,7,MORNINGTON,395,206061135
3012,"79 BUNGOWER ROAD, MORNINGTON",-38.222688,145.067071,3.0,1.0,1,$320_per_week,House,August 2014,3931,2014,8,MORNINGTON,320,201011483
3013,"79 BUNGOWER ROAD, MORNINGTON",-38.222688,145.067071,3.0,1.0,1,$320_p.w.,House,August 2014,3931,2014,8,MORNINGTON,320,214021591
3014,"79 BUNGOWER ROAD, MORNINGTON",-38.222688,145.067071,3.0,1.0,1,$320_pw,House,August 2014,3931,2014,8,MORNINGTON,320,214021591
3073,"51 ROBERTSON DRIVE, MORNINGTON",-38.225686,145.058479,3.0,1.0,2,$330_Weekly,House,June 2014,3931,2014,6,MORNINGTON,330,207011520
3074,"51 ROBERTSON DRIVE, MORNINGTON",-38.225686,145.058479,3.0,1.0,2,$330_p.w.,House,June 2014,3931,2014,6,MORNINGTON,330,209041530
3075,"51 ROBERTSON DRIVE, MORNINGTON",-38.225686,145.058479,3.0,1.0,2,$330_pw,House,June 2014,3931,2014,6,MORNINGTON,330,207011520
3076,"51 ROBERTSON DRIVE, MORNINGTON",-38.225686,145.058479,3.0,1.0,2,$330,House,June 2014,3931,2014,6,MORNINGTON,330,214021591
3090,"2/34 OAKLAND STREET, MORNINGTON",-38.235699,145.042264,3.0,1.0,2,$370_per_week,Townhouse,May 2014,3931,2014,5,MORNINGTON,370,201011483
3099,"1/14 NAPIER STREET, MORNINGTON",-38.231883,145.031562,4.0,2.0,2,$450_per_week,Townhouse,February 2014,3931,2014,2,MORNINGTON,450,214021592
3100,"1/14 NAPIER STREET, MORNINGTON",-38.231883,145.031562,4.0,2.0,2,$450_pw,Townhouse,February 2014,3931,2014,2,MORNINGTON,450,213031348
3142,"2/22 ADELAIDE STREET, MORNINGTON",-38.232239,145.03325,3.0,2.0,2,$520_p.w.,House,June 2014,3931,2014,6,MORNINGTON,520,209041217
3143,"2/22 ADELAIDE STREET, MORNINGTON",-38.232239,145.03325,3.0,2.0,2,$520_pw,House,June 2014,3931,2014,6,MORNINGTON,520,209041217
3144,"2/22 ADELAIDE STREET, MORNINGTON",-38.232239,145.03325,3.0,2.0,2,$530_pw,House,May 2014,3931,2014,5,MORNINGTON,530,213011336
3145,"2/22 ADELAIDE STREET, MORNINGTON",-38.232239,145.03325,3.0,2.0,2,$530_per_week,House,May 2014,3931,2014,5,MORNINGTON,530,213051363
3146,"2/22 ADELAIDE STREET, MORNINGTON",-38.232239,145.03325,3.0,2.0,2,$530_per_week,House,April 2014,3931,2014,4,MORNINGTON,530,213031352
3167,"2/3 HUNTER STREET, MORNINGTON",-38.233071,145.041717,3.0,2.0,2,$445_-_$1928_per_week,Townhouse,August 2014,3931,2014,8,MORNINGTON,1928,214021591
3186,"40 WILSONS ROAD, MORNINGTON",-38.226706,145.034569,2.0,2.0,3,$430_per_week,House,March 2014,3931,2014,3,MORNINGTON,430,201011483
3216,"3 / 18 LUCERNE AVENUE, MORNINGTON",-38.222765,145.049999,2.0,1.0,1,$315_p.w.,none,February 2014,3931,2014,2,MORNINGTON,315,206051512
3217,"3 / 18 LUCERNE AVENUE, MORNINGTON",-38.222765,145.049999,2.0,1.0,1,$315,none,February 2014,3931,2014,2,MORNINGTON,315,213031348
3225,"5 MOORHEAD AVENUE, MORNINGTON",-38.246901,145.05155,4.0,2.0,2,$440,House,May 2014,3931,2014,5,MORNINGTON,440,214021591
3226,"5 MOORHEAD AVENUE, MORNINGTON",-38.246901,145.05155,4.0,2.0,2,$440_per_week,House,May 2014,3931,2014,5,MORNINGTON,440,214021591
3227,"5 MOORHEAD AVENUE, MORNINGTON",-38.246901,145.05155,4.0,2.0,2,$440_p.w.,House,May 2014,3931,2014,5,MORNINGTON,440,216031418
3228,"5 MOORHEAD AVENUE, MORNINGTON",-38.246901,145.05155,4.0,2.0,2,$440_pw,House,May 2014,3931,2014,5,MORNINGTON,440,213031348
3229,"5 MOORHEAD AVENUE, MORNINGTON",-38.246901,145.05155,4.0,2.0,2,$440_Weekly,House,April 2014,3931,2014,4,MORNINGTON,440,209041217
3244,"1/9 WOOD STREET, MORNINGTON",-38.231483,145.04421,2.0,2.0,1,$335_-_$1451_per_week,Unit/apmt,October 2014,3931,2014,10,MORNINGTON,1451,201011483
3284,"2/56 VENICE STREET, MORNINGTON",-38.231862,145.036342,2.0,1.0,1,$270_p.w.,House,January 2014,3931,2014,1,MORNINGTON,270,207021159
3285,"2/56 VENICE STREET, MORNINGTON",-38.231862,145.036342,2.0,1.0,1,$270_pw,House,January 2014,3931,2014,1,MORNINGTON,270,207021159
3321,"2/29 FULTON AVENUE, MORNINGTON",-38.237016,145.034135,2.0,1.0,1,$300_Weekly,Unit/apmt,December 2014,3931,2014,12,MORNINGTON,300,213031352
3322,"2/29 FULTON AVENUE, MORNINGTON",-38.237016,145.034135,2.0,1.0,1,$300_pw,Unit/apmt,November 2014,3931,2014,11,MORNINGTON,300,213031352
3323,"2/29 FULTON AVENUE, MORNINGTON",-38.237016,145.034135,2.0,1.0,1,$300,Unit/apmt,November 2014,3931,2014,11,MORNINGTON,300,201011483
3339,"20 SHELBOURNE COURT, MORNINGTON",-38.217763,145.044732,5.0,2.0,3,$950_per_week,House,April 2014,3931,2014,4,MORNINGTON,950,207011520
3446,"187 BENTONS ROAD, MORNINGTON",-38.248466,145.055066,4.0,2.0,2,$450,House,October 2014,3931,2014,10,MORNINGTON,450,217031476
3447,"187 BENTONS ROAD, MORNINGTON",-38.248466,145.055066,4.0,2.0,2,$460_p.w.,House,August 2014,3931,2014,8,MORNINGTON,460,217031476
3448,"187 BENTONS ROAD, MORNINGTON",-38.248466,145.055066,4.0,2.0,2,$450,House,July 2014,3931,2014,7,MORNINGTON,450,217031476
3449,"187 BENTONS ROAD, MORNINGTON",-38.248466,145.055066,4.0,2.0,2,$460_pw,House,July 2014,3931,2014,7,MORNINGTON,460,217031476
3450,"187 BENTONS ROAD, MORNINGTON",-38.248466,145.055066,4.0,2.0,2,$460_pw,House,June 2014,3931,2014,6,MORNINGTON,460,217031473
