,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
5346,"16 STATION STREET, ALLANSFORD",-38.388595,142.596326,3.0,1.0,2,$350_p.w.,House,January 2014,3277,2014,1,ALLANSFORD,350,207011522
5347,"16 STATION STREET, ALLANSFORD",-38.388595,142.596326,3.0,1.0,2,$350_pw,House,January 2014,3277,2014,1,ALLANSFORD,350,206061136
5352,"70 ZIEGLER PARADE, ALLANSFORD",-38.385773,142.596193,3.0,1.0,2,$265_Weekly,House,March 2014,3277,2014,3,ALLANSFORD,265,207011520
5373,"7 GRAUERS ROAD, ALLANSFORD",-38.386529,142.60746,3.0,2.0,2,$360_p.w.,House,June 2014,3277,2014,6,ALLANSFORD,360,207011522
5374,"7 GRAUERS ROAD, ALLANSFORD",-38.386529,142.60746,3.0,2.0,2,$360_pw,House,June 2014,3277,2014,6,ALLANSFORD,360,207011522
5375,"7 GRAUERS ROAD, ALLANSFORD",-38.386529,142.60746,3.0,2.0,2,$350_pw,House,February 2014,3277,2014,2,ALLANSFORD,350,207011522
5380,"5 FRANK STREET, ALLANSFORD",-38.386544,142.589062,3.0,2.0,2,$370_Weekly,House,January 2014,3277,2014,1,ALLANSFORD,370,213041576
5385,"8 FRANK STREET, ALLANSFORD",-38.3863069,142.5908351,3.0,1.0,1,$240_per_week,House,September 2014,3277,2014,9,ALLANSFORD,240,213031347
5432,"8303 PRINCES HIGHWAY, ALLESTREE",-38.264663,141.670199,4.0,3.0,3,$375_per_week,none,February 2014,3305,2014,2,ALLESTREE,375,206031116
5473,"1/17 REX AVENUE, ALPHINGTON",-37.78635,145.023611,2.0,1.0,1,$540_pw,Unit/apmt,January 2014,3078,2014,1,ALPHINGTON,540,206071145
5517,"2/21 REX AVENUE, ALPHINGTON",-37.7853485,145.0240197,1.0,1.0,1,$355_Weekly,House,November 2014,3078,2014,11,ALPHINGTON,355,213021344
5541,"3/14 YARRAFORD AVENUE, ALPHINGTON",-37.785391,145.021758,1.0,1.0,0,$200_per_week,Unit/apmt,August 2014,3078,2014,8,ALPHINGTON,200,205041094
5542,"3/14 YARRAFORD AVENUE, ALPHINGTON",-37.785391,145.021758,1.0,1.0,0,$210_per_week,Unit/apmt,July 2014,3078,2014,7,ALPHINGTON,210,205041094
5591,"4/60 YARRALEA STREET, ALPHINGTON",-37.781121,145.032271,2.0,1.0,1,$300_Weekly,none,December 2014,3078,2014,12,ALPHINGTON,300,206071145
5592,"4/60 YARRALEA STREET, ALPHINGTON",-37.781121,145.032271,2.0,1.0,1,$300_Weekly,none,January 2014,3078,2014,1,ALPHINGTON,300,206071145
5651,"2/7 FULHAM ROAD, ALPHINGTON",-37.780945,145.025698,3.0,2.0,1,$580_per_week,Townhouse,October 2014,3078,2014,10,ALPHINGTON,580,212051325
5666,"212/21 REX AVENUE, ALPHINGTON",-37.7853485,145.0240197,1.0,1.0,1,$380_pw,none,October 2014,3078,2014,10,ALPHINGTON,380,208021178
5713,"16A HARKER STREET, ALPHINGTON",-37.779696,145.029673,1.0,1.0,1,$279_per_week,Rental_residential,November 2014,3078,2014,11,ALPHINGTON,279,205041096
5714,"16A HARKER STREET, ALPHINGTON",-37.779696,145.029673,1.0,1.0,1,$310_per_week,Rental_residential,January 2014,3078,2014,1,ALPHINGTON,310,207011155
5728,"4/14 YARRALEA STREET, ALPHINGTON",-37.784718,145.032587,2.0,1.0,1,$370_per_week,Unit/apmt,February 2014,3078,2014,2,ALPHINGTON,370,206071145
5729,"4/14 YARRALEA STREET, ALPHINGTON",-37.784718,145.032587,2.0,1.0,1,$370_per_week,Unit/apmt,January 2014,3078,2014,1,ALPHINGTON,370,208021178
5743,"204/17 REX AVENUE, ALPHINGTON",-37.78635,145.023611,1.0,1.0,1,$395_per_week,Rental_residential,November 2014,3078,2014,11,ALPHINGTON,395,213021344
5804,"3/44 FULHAM ROAD, ALPHINGTON",-37.77801514,145.02659607,2.0,1.0,1,$300_pw,none,October 2014,3078,2014,10,ALPHINGTON,300,204011056
5853,"15B REX AVENUE, ALPHINGTON",-37.786328,145.023895,3.0,2.0,2,$660,Available,June 2014,3078,2014,6,ALPHINGTON,660,206071145
5854,"15B REX AVENUE, ALPHINGTON",-37.786328,145.023895,3.0,2.0,2,$660_per_week,Available,June 2014,3078,2014,6,ALPHINGTON,660,208021179
5855,"15B REX AVENUE, ALPHINGTON",-37.786328,145.023895,3.0,2.0,2,$660_per_week,Available,May 2014,3078,2014,5,ALPHINGTON,660,208021179
5856,"15B REX AVENUE, ALPHINGTON",-37.786328,145.023895,3.0,2.0,2,$670_per_week,Available,May 2014,3078,2014,5,ALPHINGTON,670,206071145
5932,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2.0,1.0,1,$340_per_week,none,January 2014,3025,2014,1,EAST,340,209031209
5969,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3.0,1.0,2,$320_per_week,House,November 2014,3028,2014,11,MEADOWS,320,207011522
5970,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3.0,1.0,2,$20,House,October 2014,3028,2014,10,MEADOWS,20,214021383
6005,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2.0,1.0,1,$295_per_week,none,December 2014,3028,2014,12,MEADOWS,295,213021342
6006,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2.0,1.0,1,$270,none,March 2014,3028,2014,3,MEADOWS,270,206061138
6056,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3.0,1.0,2,$320_Weekly,House,August 2014,3028,2014,8,MEADOWS,320,213021342
6107,"2 GARDNER COURT, ALTONA MEADOWS",-37.882094,144.782747,3.0,2.0,4,$370,none,February 2014,3028,2014,2,MEADOWS,370,213021344
6113,"5 LEMPRIERE COURT, ALTONA MEADOWS",-37.883045,144.78019,3.0,2.0,2,$310_Weekly,House,October 2014,3028,2014,10,MEADOWS,310,214021383
6127,"1 PEPPERMINT COURT, ALTONA MEADOWS",-37.868832,144.788735,4.0,2.0,2,$415_pw,House,July 2014,3028,2014,7,MEADOWS,415,213021344
6143,"7 LYNCH COURT, ALTONA MEADOWS",-37.875496,144.768871,3.0,2.0,2,$330_per_week,House,July 2014,3028,2014,7,MEADOWS,330,206041506
6154,"1 PLENTY COURT, ALTONA MEADOWS",-37.87412,144.76947,3.0,1.0,2,$300_per_week,House,July 2014,3028,2014,7,MEADOWS,300,206061136
6298,"35 LINDEN STREET, ALTONA MEADOWS",-37.866158,144.777471,1.0,1.0,1,$320,Other,March 2014,3028,2014,3,MEADOWS,320,208011172
6299,"35 LINDEN STREET, ALTONA MEADOWS",-37.866158,144.777471,1.0,1.0,1,$320_per_week,Other,March 2014,3028,2014,3,MEADOWS,320,213021344
6382,"5 STEPHENSON COURT, ALTONA MEADOWS",-37.876912,144.787007,3.0,1.0,1,$320_pw,House,September 2014,3028,2014,9,MEADOWS,320,208011172
6408,"2/277 VICTORIA STREET, ALTONA MEADOWS",-37.889016,144.780414,2.0,1.0,1,$295_per_week,Unit/apmt,September 2014,3028,2014,9,MEADOWS,295,216031416
6409,"2/277 VICTORIA STREET, ALTONA MEADOWS",-37.889016,144.780414,2.0,1.0,1,$295_pw,Unit/apmt,September 2014,3028,2014,9,MEADOWS,295,205051104
6410,"2/277 VICTORIA STREET, ALTONA MEADOWS",-37.889016,144.780414,2.0,1.0,1,$295,Unit/apmt,September 2014,3028,2014,9,MEADOWS,295,207011522
6468,"12 WARD COURT, ALTONA MEADOWS",-37.893144,144.783325,3.0,2.0,2,$310_pw,House,January 2014,3028,2014,1,MEADOWS,310,208041195
6543,"31 HODDLE WAY, ALTONA MEADOWS",-37.888652,144.784584,3.0,1.0,3,$320_per_week,House,October 2014,3028,2014,10,MEADOWS,320,212041565
6544,"31 HODDLE WAY, ALTONA MEADOWS",-37.888652,144.784584,3.0,1.0,3,$330_per_week,House,September 2014,3028,2014,9,MEADOWS,330,212041565
6557,"162 VICTORIA STREET, ALTONA MEADOWS",-37.878981,144.78541,3.0,1.0,2,$335_per_week,House,September 2014,3028,2014,9,MEADOWS,335,214021377
6558,"162 VICTORIA STREET, ALTONA MEADOWS",-37.878981,144.78541,3.0,1.0,2,$330_per_week,House,January 2014,3028,2014,1,MEADOWS,330,214021377
6601,"2/8 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885511,144.783417,2.0,1.0,1,$295,Unit/apmt,July 2014,3028,2014,7,MEADOWS,295,216031416
6602,"2/8 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885511,144.783417,2.0,1.0,1,$295_per_week,Unit/apmt,June 2014,3028,2014,6,MEADOWS,295,205021084
6646,"69 ROSEBERY STREET, ALTONA MEADOWS",-37.871111,144.783621,3.0,1.0,1,$300,House,April 2014,3028,2014,4,MEADOWS,300,213041571
6647,"69 ROSEBERY STREET, ALTONA MEADOWS",-37.871111,144.783621,3.0,1.0,1,$300_pw,House,April 2014,3028,2014,4,MEADOWS,300,213021342
6648,"69 ROSEBERY STREET, ALTONA MEADOWS",-37.871111,144.783621,3.0,1.0,1,$300_per_week,House,April 2014,3028,2014,4,MEADOWS,300,206061138
6656,"2/73 HOOK STREET, ALTONA MEADOWS",-37.871273,144.782433,2.0,1.0,1,$270_Weekly,House,November 2014,3028,2014,11,MEADOWS,270,212041565
6657,"2/73 HOOK STREET, ALTONA MEADOWS",-37.871273,144.782433,2.0,1.0,1,$270_Weekly,House,October 2014,3028,2014,10,MEADOWS,270,213021344
6674,"1/15-16 DAVIS COURT, ALTONA MEADOWS",-37.878141,144.778592,2.0,1.0,2,$320_per_week,Unit/apmt,June 2014,3028,2014,6,MEADOWS,320,206071518
6691,"1/357 QUEEN STREET, ALTONA MEADOWS",-37.87244797,144.78260803,2.0,1.0,1,$260_per_week,Unit/apmt,November 2014,3028,2014,11,MEADOWS,260,214021379
6722,"2/9-10 BIRKETT COURT, ALTONA MEADOWS",-37.878285,144.784806,3.0,2.0,1,$350_per_week,Townhouse,March 2014,3028,2014,3,MEADOWS,350,206061136
6762,"3/9-10 BIRKETT COURT, ALTONA MEADOWS",-37.878393,144.78478,2.0,1.0,1,$300_per_week,Unit/apmt,November 2014,3028,2014,11,MEADOWS,300,206061136
6935,"32 LINDEN STREET, ALTONA MEADOWS",-37.866007,144.776955,3.0,2.0,2,$320_pw,none,February 2014,3028,2014,2,MEADOWS,320,213011339
6964,"2/55 NELSON AVENUE, ALTONA MEADOWS",-37.880012,144.78037,2.0,1.0,4,$275_pw,Unit/apmt,October 2014,3028,2014,10,MEADOWS,275,213011339
6965,"2/55 NELSON AVENUE, ALTONA MEADOWS",-37.880012,144.78037,2.0,1.0,4,$275_pw,Unit/apmt,July 2014,3028,2014,7,MEADOWS,275,213011339
6966,"2/55 NELSON AVENUE, ALTONA MEADOWS",-37.880012,144.78037,2.0,1.0,4,$275_pw,Unit/apmt,February 2014,3028,2014,2,MEADOWS,275,213011339
6967,"2/55 NELSON AVENUE, ALTONA MEADOWS",-37.880012,144.78037,2.0,1.0,4,$285_pw,Unit/apmt,January 2014,3028,2014,1,MEADOWS,285,214011373
7081,"6 BALACLAVA AVENUE, ALTONA MEADOWS",-37.875119,144.785696,2.0,1.0,1,$265_per_week,Unit,August 2014,3028,2014,8,MEADOWS,265,213021342
7082,"6 BALACLAVA AVENUE, ALTONA MEADOWS",-37.875119,144.785696,2.0,1.0,1,$265_per_week,Unit,July 2014,3028,2014,7,MEADOWS,265,202011020
7083,"6 BALACLAVA AVENUE, ALTONA MEADOWS",-37.875119,144.785696,2.0,1.0,1,$250,Unit,March 2014,3028,2014,3,MEADOWS,250,216031593
7124,"16 IRVINE COURT, ALTONA MEADOWS",-37.884206,144.774002,2.0,1.0,1,$295,Unit,April 2014,3028,2014,4,MEADOWS,295,204031075
7125,"16 IRVINE COURT, ALTONA MEADOWS",-37.884206,144.774002,2.0,1.0,1,$295_per_week,Unit,April 2014,3028,2014,4,MEADOWS,295,213021342
7126,"16 IRVINE COURT, ALTONA MEADOWS",-37.884206,144.774002,2.0,1.0,1,$295_pw,Unit,April 2014,3028,2014,4,MEADOWS,295,213021342
7140,"2/47 NEWHAM WAY, ALTONA MEADOWS",-37.8739261,144.7705986,3.0,1.0,1,$295_per_week,Unit,August 2014,3028,2014,8,MEADOWS,295,212051319
7141,"2/47 NEWHAM WAY, ALTONA MEADOWS",-37.8739261,144.7705986,3.0,1.0,1,$295_pw,Unit,August 2014,3028,2014,8,MEADOWS,295,204031075
7166,"2 RUSSELL COURT, ALTONA MEADOWS",-37.881998,144.78162,3.0,2.0,2,$330,House,March 2014,3028,2014,3,MEADOWS,330,213021342
7183,"13 KURRAJONG DRIVE, ALTONA MEADOWS",-37.869339,144.78868,3.0,1.0,4,$300_per_week,House,March 2014,3028,2014,3,MEADOWS,300,205031093
7201,"2/144 VICTORIA STREET, ALTONA MEADOWS",-37.877136,144.785646,2.0,1.0,2,$270,Unit,July 2014,3028,2014,7,MEADOWS,270,213021342
7202,"2/144 VICTORIA STREET, ALTONA MEADOWS",-37.877136,144.785646,2.0,1.0,2,$270_per_week,Unit,July 2014,3028,2014,7,MEADOWS,270,205031093
7222,"1/24 NEWHAM WAY, ALTONA MEADOWS",-37.873613,144.772919,2.0,1.0,2,$260_per_week,Unit,January 2014,3028,2014,1,MEADOWS,260,214011373
7268,"37 ALMA AVENUE, ALTONA MEADOWS",-37.869458,144.783844,3.0,1.0,2,$300,House,March 2014,3028,2014,3,MEADOWS,300,216031416
7269,"37 ALMA AVENUE, ALTONA MEADOWS",-37.869458,144.783844,3.0,1.0,2,$310_per_week,House,February 2014,3028,2014,2,MEADOWS,310,201021010
7387,"1/56 CAMERON AVENUE, ALTONA MEADOWS",-37.868027,144.773278,2.0,1.0,1,$280_per_week,Rental_residential,January 2014,3028,2014,1,MEADOWS,280,210051245
7393,"1/8 GIBSON COURT, ALTONA MEADOWS",-37.87741,144.771883,3.0,1.0,1,$285_per_week,Rental_residential,May 2014,3028,2014,5,MEADOWS,285,206061138
7394,"1/8 GIBSON COURT, ALTONA MEADOWS",-37.87741,144.771883,3.0,1.0,1,$285,Rental_residential,May 2014,3028,2014,5,MEADOWS,285,213021342
7398,"1/10 ASHBY COURT, ALTONA MEADOWS",-37.878463,144.771272,2.0,1.0,1,$285_Weekly,Rental_residential,October 2014,3028,2014,10,MEADOWS,285,202011018
7416,"1A LYNCH COURT, ALTONA MEADOWS",-37.875829,144.768827,2.0,1.0,2,$295_per_week,Unit/apmt,November 2014,3028,2014,11,MEADOWS,295,206061138
7478,"71 AILSA STREET SOUTH, ALTONA MEADOWS",-37.872078,144.762747,3.0,1.0,5,$295,House,July 2014,3028,2014,7,MEADOWS,295,212011549
7479,"71 AILSA STREET SOUTH, ALTONA MEADOWS",-37.872078,144.762747,3.0,1.0,5,$295_per_week,House,June 2014,3028,2014,6,MEADOWS,295,213021342
7592,"8 WEAVER COURT, ALTONA MEADOWS",-37.873434,144.782757,3.0,1.0,3,$300_per_week,House,August 2014,3028,2014,8,MEADOWS,300,205051103
7676,"1/23 POWLETT STREET, ALTONA MEADOWS",-37.86752,144.78184,2.0,1.0,2,$280_per_week,none,December 2014,3028,2014,12,MEADOWS,280,205051103
7715,"151 MERTON STREET, ALTONA MEADOWS",-37.877848,144.776929,3.0,2.0,1,$315,Rental_residential,March 2014,3028,2014,3,MEADOWS,315,202011025
7716,"151 MERTON STREET, ALTONA MEADOWS",-37.877848,144.776929,3.0,2.0,1,$315_Weekly,Rental_residential,February 2014,3028,2014,2,MEADOWS,315,202011025
7717,"151 MERTON STREET, ALTONA MEADOWS",-37.877848,144.776929,3.0,2.0,1,$315_pw,Rental_residential,February 2014,3028,2014,2,MEADOWS,315,206061136
7718,"151 MERTON STREET, ALTONA MEADOWS",-37.877848,144.776929,3.0,2.0,1,$315,Rental_residential,February 2014,3028,2014,2,MEADOWS,315,204011056
7719,"151 MERTON STREET, ALTONA MEADOWS",-37.877848,144.776929,3.0,2.0,1,$315_p.w.,Rental_residential,January 2014,3028,2014,1,MEADOWS,315,201021010
7735,"66A FOURTH AVENUE, ALTONA NORTH",-37.834767,144.852069,4.0,2.0,1,$500_per_week,House,September 2014,3025,2014,9,NORTH,500,212051327
7736,"66A FOURTH AVENUE, ALTONA NORTH",-37.834767,144.852069,4.0,2.0,1,$500_pw,House,August 2014,3025,2014,8,NORTH,500,212051327
7745,"4/185 MILLERS ROAD, ALTONA NORTH",-37.8336027,144.8480254,2.0,2.0,1,$380_pw,none,May 2014,3025,2014,5,NORTH,380,206061138
7775,"16 CHAMBERS ROAD, ALTONA NORTH",-37.840812,144.841949,4.0,2.0,2,$450,House,March 2014,3025,2014,3,NORTH,450,206061136
7809,"39 CLEMATIS AVENUE, ALTONA NORTH",-37.826752,144.85306,3.0,1.0,1,$310_per_week,House,January 2014,3025,2014,1,NORTH,310,209011199
7821,"266 MASON STREET, ALTONA NORTH",-37.83944,144.857988,3.0,1.0,3,$385_per_week,House,February 2014,3025,2014,2,NORTH,385,205051103
7837,"UNIT 2/38 JOHN STREET, ALTONA NORTH",-37.831935,144.836821,1.0,1.0,1,$250_per_week,Unit,October 2014,3025,2014,10,NORTH,250,209031212
7838,"UNIT 2/38 JOHN STREET, ALTONA NORTH",-37.831935,144.836821,1.0,1.0,1,$260_per_week,Unit,September 2014,3025,2014,9,NORTH,260,209031212
7946,"1/7 FOURTH AVENUE, ALTONA NORTH",-37.84154,144.850344,3.0,2.0,2,$500_per_week,Townhouse,October 2014,3025,2014,10,NORTH,500,213021343
7947,"1/7 FOURTH AVENUE, ALTONA NORTH",-37.84154,144.850344,3.0,2.0,2,$500_per_week,Townhouse,August 2014,3025,2014,8,NORTH,500,207011148
7948,"1/7 FOURTH AVENUE, ALTONA NORTH",-37.84154,144.850344,3.0,2.0,2,$490_per_week,Townhouse,May 2014,3025,2014,5,NORTH,490,213021343
7991,"55A SEVENTH AVE, ALTONA NORTH",-37.840813,144.847429,3.0,1.0,1,$290_Weekly,none,November 2014,3025,2014,11,NORTH,290,213021343
8020,"4/80 MAY STREET, ALTONA NORTH",-37.833073,144.849843,2.0,1.0,0,$240_per_week,House,November 2014,3025,2014,11,NORTH,240,203021046
8021,"4/80 MAY STREET, ALTONA NORTH",-37.833073,144.849843,2.0,1.0,0,$240,House,March 2014,3025,2014,3,NORTH,240,203021046
8038,"2/39 HEARN STREET, ALTONA NORTH",-37.838971,144.858242,2.0,1.0,1,$320_per_week,none,November 2014,3025,2014,11,NORTH,320,216031418
8073,"4A FOURTH AVENUE, ALTONA NORTH",-37.841858,144.850759,3.0,2.0,1,$450_Weekly,House,March 2014,3025,2014,3,NORTH,450,209011199
8146,"14 FARRINGTON AVENUE, ALTONA NORTH",-37.8374944,144.8614992,4.0,2.0,2,$395_per_week,House,November 2014,3025,2014,11,NORTH,395,211051282
8165,"1/355 BLACKSHAWS ROAD, ALTONA NORTH",-37.831521,144.84952,1.0,1.0,1,$260_per_week,Unit/apmt,June 2014,3025,2014,6,NORTH,260,203021046
8166,"1/355 BLACKSHAWS ROAD, ALTONA NORTH",-37.831521,144.84952,1.0,1.0,1,$260_per_week,Unit/apmt,May 2014,3025,2014,5,NORTH,260,203021046
8322,"51 SIXTH AVE, ALTONA NORTH",-37.840645,144.848442,3.0,1.0,1,$350_Weekly,House,November 2014,3025,2014,11,NORTH,350,206061138
8323,"51 SIXTH AVE, ALTONA NORTH",-37.840645,144.848442,3.0,1.0,1,$370_per_week,House,October 2014,3025,2014,10,NORTH,370,206041506
8324,"51 SIXTH AVE, ALTONA NORTH",-37.840645,144.848442,3.0,1.0,1,$370_pw,House,October 2014,3025,2014,10,NORTH,370,213021343
8334,"7/414-416 BLACKSHAWS ROAD, ALTONA NORTH",-37.830368,144.843072,2.0,1.0,1,$285_pw,Unit/apmt,November 2014,3025,2014,11,NORTH,285,213021343
8335,"7/414-416 BLACKSHAWS ROAD, ALTONA NORTH",-37.830368,144.843072,2.0,1.0,1,$285_per_week,Unit/apmt,November 2014,3025,2014,11,NORTH,285,205051103
8342,"7 GADSDEN STREET, ALTONA NORTH",-37.827907,144.837882,3.0,1.0,3,$390_pw,House,April 2014,3025,2014,4,NORTH,390,213021343
8343,"7 GADSDEN STREET, ALTONA NORTH",-37.827907,144.837882,3.0,1.0,3,$390,House,April 2014,3025,2014,4,NORTH,390,213021343
8468,"3/11 JOHN STREET, ALTONA NORTH",-37.831021,144.835723,2.0,1.0,1,$270_pw,Unit/apmt,May 2014,3025,2014,5,NORTH,270,209011198
8469,"3/11 JOHN STREET, ALTONA NORTH",-37.831021,144.835723,2.0,1.0,1,$270_per_week,Unit/apmt,May 2014,3025,2014,5,NORTH,270,213021343
8470,"3/11 JOHN STREET, ALTONA NORTH",-37.831021,144.835723,2.0,1.0,1,$270,Unit/apmt,May 2014,3025,2014,5,NORTH,270,213021343
8471,"3/11 JOHN STREET, ALTONA NORTH",-37.831021,144.835723,2.0,1.0,1,$280,Unit/apmt,March 2014,3025,2014,3,NORTH,280,210011231
8472,"3/11 JOHN STREET, ALTONA NORTH",-37.831021,144.835723,2.0,1.0,1,$270,Unit/apmt,March 2014,3025,2014,3,NORTH,270,210011231
8486,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$265_per_week,Unit/apmt,May 2014,3025,2014,5,NORTH,265,213021343
8487,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$265_Weekly,Unit/apmt,May 2014,3025,2014,5,NORTH,265,205031091
8488,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$280_per_week,Unit/apmt,April 2014,3025,2014,4,NORTH,280,213021343
8489,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$280_Weekly,Unit/apmt,April 2014,3025,2014,4,NORTH,280,213021343
8490,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$285_Weekly,Unit/apmt,April 2014,3025,2014,4,NORTH,285,213021343
8491,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$285_per_week,Unit/apmt,April 2014,3025,2014,4,NORTH,285,206011107
8492,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$285_per_week,Unit/apmt,March 2014,3025,2014,3,NORTH,285,213021343
8493,"6/221 BLACKSHAWS ROAD, ALTONA NORTH",-37.833186,144.864929,2.0,1.0,1,$285_Weekly,Unit/apmt,March 2014,3025,2014,3,NORTH,285,213021343
8612,"1/73 HANSEN STREET, ALTONA NORTH",-37.834598,144.865017,3.0,1.0,1,$440_per_week,Townhouse,January 2014,3025,2014,1,NORTH,440,212051319
8613,"1/73 HANSEN STREET, ALTONA NORTH",-37.834598,144.865017,3.0,1.0,1,$440_pw,Townhouse,January 2014,3025,2014,1,NORTH,440,212051319
8625,"22 RYMILL COURT, ALTONA NORTH",-37.832238,144.839425,3.0,1.0,2,$330,House,March 2014,3025,2014,3,NORTH,330,211031268
8626,"22 RYMILL COURT, ALTONA NORTH",-37.832238,144.839425,3.0,1.0,2,$330_per_week,House,March 2014,3025,2014,3,NORTH,330,206061138
8627,"22 RYMILL COURT, ALTONA NORTH",-37.832238,144.839425,3.0,1.0,2,$330_per_week,House,February 2014,3025,2014,2,NORTH,330,206061138
8637,"5/43 MARION STREET, ALTONA NORTH",-37.835899,144.856567,1.0,1.0,1,$220_per_week,Unit/apmt,May 2014,3025,2014,5,NORTH,220,217031476
8638,"5/43 MARION STREET, ALTONA NORTH",-37.835899,144.856567,1.0,1.0,1,$220,Unit/apmt,May 2014,3025,2014,5,NORTH,220,217031476
8713,"4/38 JOHN STREET, ALTONA NORTH",-37.832121,144.836843,1.0,1.0,1,$250_pw,House,September 2014,3025,2014,9,NORTH,250,208041195
8714,"4/38 JOHN STREET, ALTONA NORTH",-37.832121,144.836843,1.0,1.0,1,$250_per_week,House,September 2014,3025,2014,9,NORTH,250,206061138
8715,"4/38 JOHN STREET, ALTONA NORTH",-37.832121,144.836843,1.0,1.0,1,$250_pw,House,February 2014,3025,2014,2,NORTH,250,212051319
8726,"14 SEVENTH AVENUE, ALTONA NORTH",-37.844095,144.847463,3.0,1.0,2,$400,House,July 2014,3025,2014,7,NORTH,400,206071143
8776,"18 CYCLAMEN AVENUE, ALTONA NORTH",-37.828378,144.854887,3.0,1.0,1,$350_per_week,House,October 2014,3025,2014,10,NORTH,350,206061138
8777,"18 CYCLAMEN AVENUE, ALTONA NORTH",-37.828378,144.854887,3.0,1.0,1,$350_pw,House,October 2014,3025,2014,10,NORTH,350,206061138
8778,"18 CYCLAMEN AVENUE, ALTONA NORTH",-37.828378,144.854887,3.0,1.0,1,$275_p.w.,House,June 2014,3025,2014,6,NORTH,275,206061138
8779,"18 CYCLAMEN AVENUE, ALTONA NORTH",-37.828378,144.854887,3.0,1.0,1,$275_pw,House,June 2014,3025,2014,6,NORTH,275,213021343
8849,"4/39 HEARN STREET, ALTONA NORTH",-37.839025,144.858322,2.0,1.0,1,$300_per_week,none,October 2014,3025,2014,10,NORTH,300,213021343
8857,"62B SECOND AVENUE, ALTONA NORTH",-37.8367437,144.8534804,2.0,1.0,1,$320_per_week,Rental_residential,November 2014,3025,2014,11,NORTH,320,213021343
8875,"26 BUNTING COURT, ALTONA NORTH",-37.840121,144.843468,3.0,2.0,1,$440_per_week,Townhouse,November 2014,3025,2014,11,NORTH,440,208031187
8967,"7/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_pw,Unit/apmt,October 2014,3018,2014,10,ALTONA,285,206061138
8968,"7/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_p.w.,Unit/apmt,October 2014,3018,2014,10,ALTONA,285,209021428
8969,"7/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_per_week,Unit/apmt,October 2014,3018,2014,10,ALTONA,285,206011107
8970,"7/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_pw,Unit/apmt,September 2014,3018,2014,9,ALTONA,285,208031193
9009,"306/117 PIER STREET, ALTONA",-37.865447,144.830464,2.0,1.0,1,$350_p.w.,Rental_residential,April 2014,3018,2014,4,ALTONA,350,209021428
9010,"306/117 PIER STREET, ALTONA",-37.865447,144.830464,2.0,1.0,1,$350_pw,Rental_residential,April 2014,3018,2014,4,ALTONA,350,213021341
9011,"306/117 PIER STREET, ALTONA",-37.865447,144.830464,2.0,1.0,1,$360_pw,Rental_residential,March 2014,3018,2014,3,ALTONA,360,208041194
9019,"3/83 RAILWAY STREET NORTH, ALTONA",-37.866705,144.830063,2.0,1.0,1,$300_per_week,Rental_residential,November 2014,3018,2014,11,ALTONA,300,208031187
9020,"3/83 RAILWAY STREET NORTH, ALTONA",-37.866705,144.830063,2.0,1.0,1,$300_per_week,Rental_residential,October 2014,3018,2014,10,ALTONA,300,209011198
9096,"8/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_per_week,House,September 2014,3018,2014,9,ALTONA,285,208031186
9097,"8/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_p.w.,House,September 2014,3018,2014,9,ALTONA,285,213021341
9098,"8/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_pw,House,September 2014,3018,2014,9,ALTONA,285,213021341
9099,"8/196 QUEEN STREET, ALTONA",-37.871073,144.820853,2.0,1.0,1,$285_per_week,House,August 2014,3018,2014,8,ALTONA,285,213021341
