,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
4841,"204/2 WELL STREET, BRIGHTON",-37.913715,144.992043,2.0,2.0,1,$680_per_week,Rental_residential,May 2016,3186,2016,5,BRIGHTON,680,213031350
4922,"17/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,1.0,1.0,1,$330_per_week,Unit/apmt,October 2016,3186,2016,10,BRIGHTON,330,213051580
4966,"26/15-17 COCHRANE ST, BRIGHTON",-37.903798,144.996914,2.0,1.0,1,$435,Unit,September 2016,3186,2016,9,BRIGHTON,435,213011340
4967,"26/15-17 COCHRANE ST, BRIGHTON",-37.903798,144.996914,2.0,1.0,1,$435_per_week,Unit,September 2016,3186,2016,9,BRIGHTON,435,206051512
5030,"2A NORMANBY STREET, BRIGHTON",-37.910975,144.986605,4.0,2.0,2,$2500_pw,Townhouse,November 2016,3186,2016,11,BRIGHTON,2500,207011519
5044,"25 LYNCH STREET, BRIGHTON",-37.923376,144.998303,4.0,3.0,2,$1500_per_week,none,October 2016,3186,2016,10,BRIGHTON,1500,211051274
5045,"25 LYNCH STREET, BRIGHTON",-37.923376,144.998303,4.0,3.0,2,$1500_pw,none,October 2016,3186,2016,10,BRIGHTON,1500,211051274
5083,"1/12 ELWOOD STREET, BRIGHTON",-37.900006,144.990782,4.0,2.0,2,$1250,Townhouse,October 2016,3186,2016,10,BRIGHTON,1250,211051285
5084,"1/12 ELWOOD STREET, BRIGHTON",-37.900006,144.990782,4.0,2.0,2,$1250,Townhouse,September 2016,3186,2016,9,BRIGHTON,1250,212051325
5128,"4 / 117 NORTH ROAD, BRIGHTON",-37.898821,145.000572,2.0,1.0,1,$495_per_week,none,July 2016,3186,2016,7,BRIGHTON,495,207031163
5129,"4 / 117 NORTH ROAD, BRIGHTON",-37.898821,145.000572,2.0,1.0,1,$500_per_week,none,June 2016,3186,2016,6,BRIGHTON,500,207031167
5160,"5/16 WARRISTON STREET, BRIGHTON",-37.9062,145.007223,1.0,1.0,1,$390_per_week,Rental_residential,March 2016,3186,2016,3,BRIGHTON,390,208011169
5196,"3 / 844 HAMPTON STREET, BRIGHTON",-37.912536,145.007401,2.0,1.0,1,$420_pw,none,February 2016,3186,2016,2,BRIGHTON,420,201011481
5197,"3 / 844 HAMPTON STREET, BRIGHTON",-37.912536,145.007401,2.0,1.0,1,$420_per_week,none,February 2016,3186,2016,2,BRIGHTON,420,201011481
5198,"3 / 844 HAMPTON STREET, BRIGHTON",-37.912536,145.007401,2.0,1.0,1,$400_pw,none,January 2016,3186,2016,1,BRIGHTON,400,201011481
5199,"3 / 844 HAMPTON STREET, BRIGHTON",-37.912536,145.007401,2.0,1.0,1,$400_per_week,none,January 2016,3186,2016,1,BRIGHTON,400,207011520
5233,"4 / 69 ST ANDREWS STREET, BRIGHTON",-37.909263,144.996657,2.0,1.0,1,$400_per_week,none,April 2016,3186,2016,4,BRIGHTON,400,201011482
5234,"4 / 69 ST ANDREWS STREET, BRIGHTON",-37.909263,144.996657,2.0,1.0,1,$400_pw,none,April 2016,3186,2016,4,BRIGHTON,400,211051285
5255,"2 / 26 MISSOURI AVENUE, BRIGHTON",-37.89429,145.000672,2.0,1.0,1,$480_per_week,none,June 2016,3186,2016,6,BRIGHTON,480,208011169
5256,"2 / 26 MISSOURI AVENUE, BRIGHTON",-37.89429,145.000672,2.0,1.0,1,$480_pw,none,June 2016,3186,2016,6,BRIGHTON,480,208011169
5280,"56 BAY STREET, BRIGHTON",-37.904525,144.992001,5.0,2.0,2,$1750_per_week,none,May 2016,3186,2016,5,BRIGHTON,1750,213041353
5289,"27 COCHRANE STREET, BRIGHTON",-37.903394,144.997916,2.0,1.0,0,$890_per_week,none,March 2016,3186,2016,3,BRIGHTON,890,202011018
5290,"27 COCHRANE STREET, BRIGHTON",-37.903394,144.997916,2.0,1.0,0,$890_pw,none,March 2016,3186,2016,3,BRIGHTON,890,206031113
5307,"11/568 NEW STREET, BRIGHTON",-37.930441,144.993205,1.0,1.0,1,$320_Weekly,Rental_residential,February 2016,3186,2016,2,BRIGHTON,320,208011169
5330,"307/116 MARTIN STREET, BRIGHTON",-37.897334,145.00217,1.0,1.0,1,$395,Rental_residential,August 2016,3186,2016,8,BRIGHTON,395,209041436
5331,"307/116 MARTIN STREET, BRIGHTON",-37.897334,145.00217,1.0,1.0,1,$395_pw,Rental_residential,August 2016,3186,2016,8,BRIGHTON,395,208011169
5332,"307/116 MARTIN STREET, BRIGHTON",-37.897334,145.00217,1.0,1.0,1,$395_pw,Rental_residential,July 2016,3186,2016,7,BRIGHTON,395,208011169
5354,"6/307-309 NEW STREET, BRIGHTON",-37.90534,144.992987,2.0,1.0,2,$580_pw,Unit/apmt,March 2016,3186,2016,3,BRIGHTON,580,212011547
5367,"802 HAMPTON STREET, BRIGHTON",-37.91586,145.006833,3.0,2.0,4,$975_pw,Rental_residential,December 2016,3186,2016,12,BRIGHTON,975,212031562
5396,"6/297 ST KILDA STREET, BRIGHTON",-37.905614,144.98787,3.0,1.0,2,$460_pw,Townhouse,December 2016,3186,2016,12,BRIGHTON,460,202011018
5397,"6/297 ST KILDA STREET, BRIGHTON",-37.905614,144.98787,3.0,1.0,2,$440_pw,Townhouse,November 2016,3186,2016,11,BRIGHTON,440,208021178
5438,"3/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,2.0,1.0,1,$390_per_week,Unit/apmt,November 2016,3186,2016,11,BRIGHTON,390,201011481
5439,"3/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,2.0,1.0,1,$390_pw,Unit/apmt,November 2016,3186,2016,11,BRIGHTON,390,206051513
5515,"4/57 ASLING STREET, BRIGHTON",-37.900495,145.002046,2.0,1.0,1,$450_pw,none,December 2016,3186,2016,12,BRIGHTON,450,207011522
5545,"11B ELM GROVE, BRIGHTON",-37.9010849,145.0010708,2.0,1.0,1,$670_per_week,House,October 2016,3186,2016,10,BRIGHTON,670,208011169
5546,"11B ELM GROVE, BRIGHTON",-37.9010849,145.0010708,2.0,1.0,1,$670_pw,House,October 2016,3186,2016,10,BRIGHTON,670,201011481
5554,"2/12 ELWOOD STREET, BRIGHTON",-37.900006,144.990782,3.0,2.0,2,$1150_per_week,Rental_residential,July 2016,3186,2016,7,BRIGHTON,1150,207031163
5555,"2/12 ELWOOD STREET, BRIGHTON",-37.900006,144.990782,3.0,2.0,2,$1150,Rental_residential,July 2016,3186,2016,7,BRIGHTON,1150,207031163
5601,"5/142 NEW STREET, BRIGHTON",-37.917958,144.992932,2.0,1.0,1,$420_per_week,Rental_residential,September 2016,3186,2016,9,BRIGHTON,420,205031087
5607,"104/81 ASLING STREET, BRIGHTON",-37.897428,145.002918,2.0,1.0,1,$540_per_week,Rental_residential,November 2016,3186,2016,11,BRIGHTON,540,205031087
5616,"1/1A HANBY STREET, BRIGHTON",-37.9255902,145.0006708,2.0,2.0,1,$520_pw,Rental_residential,July 2016,3186,2016,7,BRIGHTON,520,208011169
5618,"CHURCH STREET, BRIGHTON",-37.9160422,144.9967597,3.0,2.0,1,$495_pw,Available Now,July 2016,3186,2016,7,BRIGHTON,495,207031163
5632,"131 CARPENTER STREET, BRIGHTON",-37.907038,145.001726,3.0,1.0,3,$425_pw,Rental_residential,March 2016,3186,2016,3,BRIGHTON,425,214011371
5633,"131 CARPENTER STREET, BRIGHTON",-37.907038,145.001726,3.0,1.0,3,$495_pw,Rental_residential,March 2016,3186,2016,3,BRIGHTON,495,214011371
5634,"131 CARPENTER STREET, BRIGHTON",-37.907038,145.001726,3.0,1.0,3,$525_pw,Rental_residential,March 2016,3186,2016,3,BRIGHTON,525,214011371
5635,"131 CARPENTER STREET, BRIGHTON",-37.907038,145.001726,3.0,1.0,3,$595_pw,Rental_residential,February 2016,3186,2016,2,BRIGHTON,595,208011169
5636,"131 CARPENTER STREET, BRIGHTON",-37.907038,145.001726,3.0,1.0,3,$525_pw,Rental_residential,February 2016,3186,2016,2,BRIGHTON,525,214011371
5662,"23/149 MALE STREET, BRIGHTON",-37.907612,145.004583,2.0,2.0,1,$630_per_week,none,February 2016,3186,2016,2,BRIGHTON,630,201011002
5663,"23/149 MALE STREET, BRIGHTON",-37.907612,145.004583,2.0,2.0,1,$650_per_week,none,February 2016,3186,2016,2,BRIGHTON,650,202011018
5674,"20 WARRISTON STREET, BRIGHTON",-37.905426,145.00741,2.0,1.0,2,$550_per_week,Rental_residential,November 2016,3186,2016,11,BRIGHTON,550,213031347
5695,"24/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,2.0,1.0,1,$385_pw,none,June 2016,3186,2016,6,BRIGHTON,385,202011018
5696,"24/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,2.0,1.0,1,$385_-_$1673_pw,none,June 2016,3186,2016,6,BRIGHTON,1673,202011018
5697,"24/18 COCHRANE STREET, BRIGHTON",-37.904205,144.999159,2.0,1.0,1,$395_-_$1716_pw,none,April 2016,3186,2016,4,BRIGHTON,1716,213051580
5709,"68 CARPENTER STREET, BRIGHTON",-37.912045,144.998109,5.0,3.0,3,$1750_pw,none,April 2016,3186,2016,4,BRIGHTON,1750,212031308
5743,"48 WARLEIGH GROVE, BRIGHTON",-37.905165,145.004802,3.0,1.0,2,$610_per_week,Rental_residential,November 2016,3186,2016,11,BRIGHTON,610,206061136
5806,"23 STAFFORD STREET, BROADFORD",-37.207795,145.034431,3.0,2.0,2,$320_Weekly,House,February 2016,3658,2016,2,BROADFORD,320,206061136
5917,"32 WARANGA CRESCENT, BROADMEADOWS",-37.682131,144.932133,3.0,1.0,0,$330_Weekly,House,June 2016,3047,2016,6,BROADMEADOWS,330,210051242
5918,"32 WARANGA CRESCENT, BROADMEADOWS",-37.682131,144.932133,3.0,1.0,0,$330_Weekly,House,May 2016,3047,2016,5,BROADMEADOWS,330,205041096
6029,"9B STANHOPE STREET, BROADMEADOWS",-37.686229,144.934605,1.0,1.0,1,$180_pw,Unit,April 2016,3047,2016,4,BROADMEADOWS,180,207031163
6086,"1219 PASCOE VALE ROAD, BROADMEADOWS",-37.673617,144.922612,3.0,1.0,2,$300_per_week,House,May 2016,3047,2016,5,BROADMEADOWS,300,206051514
6087,"1219 PASCOE VALE ROAD, BROADMEADOWS",-37.673617,144.922612,3.0,1.0,2,$300_per_week,House,April 2016,3047,2016,4,BROADMEADOWS,300,207011522
6136,"1/148 CUTHBERT STREET, BROADMEADOWS",-37.683084,144.921097,2.0,1.0,1,$350_Weekly,Townhouse,October 2016,3047,2016,10,BROADMEADOWS,350,206061138
6151,"8 OXLEY COURT, BROADMEADOWS",-37.684395,144.919127,3.0,1.0,4,$320_per_week,House,December 2016,3047,2016,12,BROADMEADOWS,320,208031191
6175,"5/148 CUTHBERT STREET, BROADMEADOWS",-37.683084,144.921097,2.0,1.0,1,$360_Weekly,Townhouse,August 2016,3047,2016,8,BROADMEADOWS,360,210051242
6176,"5/148 CUTHBERT STREET, BROADMEADOWS",-37.683084,144.921097,2.0,1.0,1,$360_Weekly,Townhouse,July 2016,3047,2016,7,BROADMEADOWS,360,210051242
6221,"9A STANHOPE STREET, BROADMEADOWS",-37.686229,144.934605,3.0,1.0,1,$210_pw,Unit/apmt,September 2016,3047,2016,9,BROADMEADOWS,210,201011002
6222,"9A STANHOPE STREET, BROADMEADOWS",-37.686229,144.934605,3.0,1.0,1,$290_pw,Unit/apmt,February 2016,3047,2016,2,BROADMEADOWS,290,208021181
6246,"1/421 CAMP ROAD, BROADMEADOWS",-37.685671,144.921829,2.0,1.0,1,$290_per_week,Rental_residential,February 2016,3047,2016,2,BROADMEADOWS,290,208021178
6247,"1/421 CAMP ROAD, BROADMEADOWS",-37.685671,144.921829,2.0,1.0,1,$290_pw,Rental_residential,February 2016,3047,2016,2,BROADMEADOWS,290,214021383
6248,"1/421 CAMP ROAD, BROADMEADOWS",-37.685671,144.921829,2.0,1.0,1,$290,Rental_residential,February 2016,3047,2016,2,BROADMEADOWS,290,206061138
6271,"4/136 KITCHENER STREET, BROADMEADOWS",-37.682089,144.923,2.0,1.0,1,$340_Weekly,none,July 2016,3047,2016,7,BROADMEADOWS,340,206061136
6277,"105 WARANGA CRESCENT, BROADMEADOWS",-37.681844,144.925043,3.0,1.0,1,$295_per_week,none,February 2016,3047,2016,2,BROADMEADOWS,295,209031209
6326,"42 TATURA CRESCENT, BROADMEADOWS",-37.673572,144.922201,3.0,1.0,4,$320_pw,Rental_residential,March 2016,3047,2016,3,BROADMEADOWS,320,210051242
6334,"14 COLIN COURT, BROADMEADOWS",-37.69337,144.924007,3.0,1.0,1,$320_per_week,none,October 2016,3047,2016,10,BROADMEADOWS,320,210051242
6335,"14 COLIN COURT, BROADMEADOWS",-37.69337,144.924007,3.0,1.0,1,$320,none,October 2016,3047,2016,10,BROADMEADOWS,320,215031404
6364,"1 KEITH CRESCENT, BROADMEADOWS",-37.693253,144.926074,4.0,1.0,3,$330_pw,none,February 2016,3047,2016,2,BROADMEADOWS,330,201011483
6435,"7A COHUNA STREET, BROADMEADOWS",-37.682186,144.924598,3.0,1.0,0,$310_pw,Unit/apmt,April 2016,3047,2016,4,BROADMEADOWS,310,210051242
6492,"16 GLEN ALLAN STREET, BROADMEADOWS",-37.691926,144.921097,3.0,1.0,2,$310_per_week,House,October 2016,3047,2016,10,BROADMEADOWS,310,206061138
6534,"5 KINGFISH ROAD, BROADWATER",-33.659165,115.300303,3.0,1.0,0,$370_p.w.,House,August 2016,3301,2016,8,BROADWATER,370,214011373
6536,"6 BOURKE WAY, BROADWATER",-33.661091,115.298498,4.0,2.0,2,$370_p.w.,House,November 2016,3301,2016,11,BROADWATER,370,216031594
6537,"6 BOURKE WAY, BROADWATER",-33.661091,115.298498,4.0,2.0,2,$390_p.w.,House,August 2016,3301,2016,8,BROADWATER,390,216031594
6558,"4 LORIKEET LOOP, BROADWATER",-33.66407,115.29425,4.0,2.0,0,$410_p.w.,House,May 2016,3301,2016,5,BROADWATER,410,205021084
6561,"13 SHERWOOD CRES, BROADWATER",-38.124638,142.0491316,4.0,2.0,2,$440_p.w.,House,May 2016,3301,2016,5,BROADWATER,440,217041478
6563,"515 BUSSELL HIGHWAY, BROADWATER",-33.659788,115.282943,3.0,1.0,0,$350_p.w.,House,October 2016,3301,2016,10,BROADWATER,350,204011057
6568,"15 CROUCHLEY COURT, BROADWATER",-33.6610723,115.2953757,3.0,2.0,2,$380_p.w.,House,July 2016,3301,2016,7,BROADWATER,380,211051282
6575,"20 ALAN STREET, BROADWATER",-33.6587949,115.2879994,4.0,2.0,0,$400_p.w.,House,December 2016,3301,2016,12,BROADWATER,400,211031267
6578,"28 KINGFISHER BOULEVARD, BROADWATER",-33.662194,115.300975,3.0,2.0,0,$420_p.w.,House,May 2016,3301,2016,5,BROADWATER,420,214011373
6600,"15 NATALIE STREET, BROOKFIELD",-37.706651,144.549678,3.0,2.0,2,$350,Available Now,June 2016,3338,2016,6,BROOKFIELD,350,214021377
6609,"19 TRIANDRA DRIVE, BROOKFIELD",-32.5869664,151.7356433,3.0,2.0,1,$290_-_$1257_per_week,Rental_residential,March 2016,3338,2016,3,BROOKFIELD,1257,205021084
6610,"19 TRIANDRA DRIVE, BROOKFIELD",-32.5869664,151.7356433,3.0,2.0,1,$280_Week,Rental_residential,March 2016,3338,2016,3,BROOKFIELD,280,212041565
6611,"19 TRIANDRA DRIVE, BROOKFIELD",-32.5869664,151.7356433,3.0,2.0,1,$290_-_$1257_per_week,Rental_residential,January 2016,3338,2016,1,BROOKFIELD,1257,205021084
6659,"28 MALLOW STREET, BROOKFIELD",-37.706418,144.546705,4.0,2.0,2,$320_per_week,House,December 2016,3338,2016,12,BROOKFIELD,320,214021379
6683,"123 JAMES MELROSE DRIVE, BROOKFIELD",-37.708884,144.5576549,4.0,2.0,2,$349_per_week,Rental_residential,January 2016,3338,2016,1,BROOKFIELD,349,208011172
6689,"130 JAMES MELROSE DRIVE, BROOKFIELD",-37.7012248,144.5603738,4.0,2.0,2,$350_pw,House,April 2016,3338,2016,4,BROOKFIELD,350,213041571
6708,"135 JAMES MELROSE DRIVE, BROOKFIELD",-37.708884,144.5576549,4.0,2.0,2,$325_pw,Rental_residential,December 2016,3338,2016,12,BROOKFIELD,325,213041578
6718,"18 VISCOSA ROAD, BROOKFIELD",-37.6966568,144.5409629,3.0,2.0,2,$325_per_week,none,April 2016,3338,2016,4,BROOKFIELD,325,214021377
6763,"15 CLARE STREET, BROOKFIELD",-37.70726,144.54691,4.0,2.0,2,$340,House,September 2016,3338,2016,9,BROOKFIELD,340,213041571
6764,"15 CLARE STREET, BROOKFIELD",-37.70726,144.54691,4.0,2.0,2,$340_per_week,House,September 2016,3338,2016,9,BROOKFIELD,340,213041571
6765,"15 CLARE STREET, BROOKFIELD",-37.70726,144.54691,4.0,2.0,2,$340_pw,House,September 2016,3338,2016,9,BROOKFIELD,340,213041571
6781,"7 CAMPASPE CRESCENT, BROOKFIELD",-37.698981,144.563772,3.0,1.0,2,$320_per_week,House,December 2016,3338,2016,12,BROOKFIELD,320,214021379
6810,"129 BOTANICA SPRINGS BOULEVARD, BROOKFIELD",-37.692152,144.54468,4.0,2.0,2,$340_per_week,House,March 2016,3338,2016,3,BROOKFIELD,340,208021181
6811,"129 BOTANICA SPRINGS BOULEVARD, BROOKFIELD",-37.692152,144.54468,4.0,2.0,2,$340_per_week,House,February 2016,3338,2016,2,BROOKFIELD,340,214021377
6864,"3/47 STENHOUSE AVENUE, BROOKLYN",-37.820417,144.844724,2.0,1.0,1,$365,none,November 2016,3012,2016,11,BROOKLYN,365,206061136
6865,"3/47 STENHOUSE AVENUE, BROOKLYN",-37.820417,144.844724,2.0,1.0,1,$350_per_week,none,July 2016,3012,2016,7,BROOKLYN,350,206061136
6891,"2/75 CYPRESS AVENUE, BROOKLYN",-37.820783,144.842287,3.0,1.0,2,$420,Unit/apmt,April 2016,3012,2016,4,BROOKLYN,420,213021343
6892,"2/75 CYPRESS AVENUE, BROOKLYN",-37.820783,144.842287,3.0,1.0,2,$390,Unit/apmt,January 2016,3012,2016,1,BROOKLYN,390,213021343
6900,"3/42 CYPRESS AVENUE, BROOKLYN",-37.819558,144.841988,3.0,1.0,2,$400_per_week,none,October 2016,3012,2016,10,BROOKLYN,400,211031267
6961,"4/42 NOLAN AVENUE, BROOKLYN",-37.822116,144.844806,2.0,1.0,1,$280_Weekly,none,May 2016,3012,2016,5,BROOKLYN,280,213021343
7080,"17/2 STENHOUSE AVENUE, BROOKLYN",-37.818995,144.848741,3.0,1.0,2,$300_per_week,Unit/apmt,October 2016,3012,2016,10,BROOKLYN,300,205051103
7081,"17/2 STENHOUSE AVENUE, BROOKLYN",-37.818995,144.848741,3.0,1.0,2,$300_pw,Unit/apmt,October 2016,3012,2016,10,BROOKLYN,300,206031113
7082,"17/2 STENHOUSE AVENUE, BROOKLYN",-37.818995,144.848741,3.0,1.0,2,$320_pw,Unit/apmt,September 2016,3012,2016,9,BROOKLYN,320,205051103
7083,"17/2 STENHOUSE AVENUE, BROOKLYN",-37.818995,144.848741,3.0,1.0,2,$330_Weekly,Unit/apmt,May 2016,3012,2016,5,BROOKLYN,330,205051103
7222,"9 RITCHIE STREET, BROWN HILL",-37.556306,143.898406,4.0,1.0,4,$250_pw,House,May 2016,3350,2016,5,HILL,250,201011481
7223,"9 RITCHIE STREET, BROWN HILL",-37.556306,143.898406,4.0,1.0,4,$250_pw,House,January 2016,3350,2016,1,HILL,250,201011481
7237,"20 CANTERBURY STREET, BROWN HILL",-37.555422,143.888417,3.0,1.0,4,$250_p.w.,House,May 2016,3350,2016,5,HILL,250,206061136
7238,"20 CANTERBURY STREET, BROWN HILL",-37.555422,143.888417,3.0,1.0,4,$250_pw,House,May 2016,3350,2016,5,HILL,250,206061136
7239,"20 CANTERBURY STREET, BROWN HILL",-37.555422,143.888417,3.0,1.0,4,$250_Weekly,House,May 2016,3350,2016,5,HILL,250,206061136
7240,"20 CANTERBURY STREET, BROWN HILL",-37.555422,143.888417,3.0,1.0,4,$250,House,May 2016,3350,2016,5,HILL,250,202011025
7269,"2/10 CHIARA COURT, BROWN HILL",-37.5557774,143.8959032,3.0,2.0,2,$310_pw,none,December 2016,3350,2016,12,HILL,310,208021181
7270,"2/10 CHIARA COURT, BROWN HILL",-37.5557774,143.8959032,3.0,2.0,2,$310_per_week,none,December 2016,3350,2016,12,HILL,310,205051103
7277,"1/150 RYAN STREET, BROWN HILL",-37.551559,143.905339,3.0,2.0,2,$375_Weekly,none,October 2016,3350,2016,10,HILL,375,201011481
7278,"1/150 RYAN STREET, BROWN HILL",-37.551559,143.905339,3.0,2.0,2,$360_Weekly,none,September 2016,3350,2016,9,HILL,360,201011481
7279,"1/150 RYAN STREET, BROWN HILL",-37.551559,143.905339,3.0,2.0,2,$375_Weekly,none,August 2016,3350,2016,8,HILL,375,216031416
7280,"1/150 RYAN STREET, BROWN HILL",-37.551559,143.905339,3.0,2.0,2,$375_Weekly,none,July 2016,3350,2016,7,HILL,375,216031416
7302,"106 DAYLESFORD ROAD, BROWN HILL",-37.5494008,143.9094965,3.0,1.0,3,$265_p.w.,House,January 2016,3350,2016,1,HILL,265,209041437
7303,"106 DAYLESFORD ROAD, BROWN HILL",-37.5494008,143.9094965,3.0,1.0,3,$265_pw,House,January 2016,3350,2016,1,HILL,265,202011025
7304,"106 DAYLESFORD ROAD, BROWN HILL",-37.5494008,143.9094965,3.0,1.0,3,$265_Weekly,House,January 2016,3350,2016,1,HILL,265,202011025
7305,"106 DAYLESFORD ROAD, BROWN HILL",-37.5494008,143.9094965,3.0,1.0,3,$265,House,January 2016,3350,2016,1,HILL,265,202011025
7336,"12A LUDBROOK COURT, BROWN HILL",-37.557634,143.903002,3.0,1.0,2,$290_per_week,Rental_residential,March 2016,3350,2016,3,HILL,290,209011199
7389,"42 BRADBURY STREET, BROWN HILL",-37.554532,143.900707,3.0,1.0,1,$275_pw,House,October 2016,3350,2016,10,HILL,275,201011481
7390,"42 BRADBURY STREET, BROWN HILL",-37.554532,143.900707,3.0,1.0,1,$275_per_week,House,October 2016,3350,2016,10,HILL,275,201011481
7420,"ADDRESS ON REQUEST, BROWNS PLAINS",-27.6612236,153.0400982,4.0,2.0,2,$430_pw,none,September 2016,3685,2016,9,PLAINS,430,214011371
7443,"230 DEDERANG ROAD, BRUARONG",-36.4087205,146.8824989,4.0,2.0,2,$495_per_week,House,August 2016,3749,2016,8,BRUARONG,495,208041195
7444,"2193 MYRTLEFORD-YACKANDANDA ROAD, BRUARONG",-36.43397,146.864516,2.0,1.0,0,$250_per_week,none,July 2016,3749,2016,7,BRUARONG,250,208041195
7447,"2193 MYRTLEFORD YACKANDANDA ROAD, BRUARONG",-36.43397,146.864516,2.0,1.0,0,$250_per_week,none,July 2016,3749,2016,7,BRUARONG,250,209011199
7469,"59 CLARENCE STREET, BRUNSWICK EAST",-37.763933,144.97633,3.0,1.0,1,$560_Weekly,House,July 2016,3057,2016,7,EAST,560,206011106
7475,"5/250 GLENLYON ROAD, BRUNSWICK EAST",-37.773712,144.97854,1.0,1.0,1,$255,Unit,October 2016,3057,2016,10,EAST,255,209011200
7522,"175 DONALD STREET, BRUNSWICK EAST",-37.759187,144.980297,4.0,2.0,2,$850_per_week,House,May 2016,3057,2016,5,EAST,850,213011339
7582,"23/374-378 LYGON STREET, BRUNSWICK EAST",-37.767224,144.972826,4.0,1.0,1,$600_per_week,Unit,May 2016,3057,2016,5,EAST,600,205051103
7588,"2/117 VICTORIA STREET, BRUNSWICK EAST",-37.76817,144.973774,2.0,1.0,1,$375_pw,Unit,July 2016,3057,2016,7,EAST,375,202011025
7637,"6301/172 EDWARD STREET, BRUNSWICK EAST",-37.7753288,144.9731166,2.0,2.0,1,$525_per_week,Unit/apmt,September 2016,3057,2016,9,EAST,525,206051129
7647,"6301/172 EDWARD ST, BRUNSWICK EAST",-37.7753288,144.9731166,2.0,2.0,0,$525_per_week,Unit/apmt,September 2016,3057,2016,9,EAST,525,214011373
7679,"703/330 LYGON ST, BRUNSWICK EAST",-37.768626,144.972516,2.0,2.0,1,$480_pw,Rental_residential,February 2016,3057,2016,2,EAST,480,206011106
7699,"703/330 LYGON STREET, BRUNSWICK EAST",-37.768626,144.972516,2.0,2.0,1,$480_pw,Available Now,February 2016,3057,2016,2,EAST,480,209011200
7712,"7/31 BRUNSWICK ROAD, BRUNSWICK EAST",-37.77848,144.975671,1.0,1.0,1,$330_per_week,Rental_residential,August 2016,3057,2016,8,EAST,330,206061138
7770,"95 BARKLY STREET, BRUNSWICK EAST",-37.777342,144.97316,2.0,1.0,1,$460_pw,House,May 2016,3057,2016,5,EAST,460,206011106
7771,"95 BARKLY STREET, BRUNSWICK EAST",-37.777342,144.97316,2.0,1.0,1,$460_Week,House,May 2016,3057,2016,5,EAST,460,206011106
7813,"27 RYAN STREET, BRUNSWICK EAST",-37.767644,144.98094,2.0,1.0,0,$455_per_week,none,September 2016,3057,2016,9,EAST,455,205051103
7814,"27 RYAN STREET, BRUNSWICK EAST",-37.767644,144.98094,2.0,1.0,0,$465_per_week,none,July 2016,3057,2016,7,EAST,465,205051103
7822,"1401/176 EDWARD STREET, BRUNSWICK EAST",-37.775125,144.9724186,1.0,1.0,1,$370_pw,none,April 2016,3057,2016,4,EAST,370,204011056
7823,"1401/176 EDWARD STREET, BRUNSWICK EAST",-37.775125,144.9724186,1.0,1.0,1,$370_per_week,none,April 2016,3057,2016,4,EAST,370,206061136
7836,"220/1 LYGON STREET, BRUNSWICK EAST",-37.7781494,144.9705433,1.0,1.0,0,$330_pw,Rental_residential,September 2016,3057,2016,9,EAST,330,206011496
7852,"145 BARKLY STREET, BRUNSWICK EAST",-37.777082,144.97164,2.0,1.0,1,$550_per_week,House,May 2016,3057,2016,5,EAST,550,207011146
7863,"118/182-206 LYGON STREET, BRUNSWICK EAST",-37.7720137,144.9717825,1.0,1.0,1,$355_pw,Unit/apmt,February 2016,3057,2016,2,EAST,355,206011106
7918,"1/26 MORELAND ROAD, BRUNSWICK EAST",-37.757197,144.977376,1.0,1.0,2,$250_Weekly,none,December 2016,3057,2016,12,EAST,250,207011146
7919,"1/26 MORELAND ROAD, BRUNSWICK EAST",-37.757197,144.977376,1.0,1.0,2,$250,none,December 2016,3057,2016,12,EAST,250,206011106
7920,"1/26 MORELAND ROAD, BRUNSWICK EAST",-37.757197,144.977376,1.0,1.0,2,$250_per_week,none,December 2016,3057,2016,12,EAST,250,206061138
7921,"1/26 MORELAND ROAD, BRUNSWICK EAST",-37.757197,144.977376,1.0,1.0,2,$250_pw,none,December 2016,3057,2016,12,EAST,250,206061138
8026,"1008/182 EDWARD STREET, BRUNSWICK EAST",-37.7752035,144.9731272,1.0,1.0,1,$370_pw,Unit/apmt,March 2016,3057,2016,3,EAST,370,206011106
8027,"1008/182 EDWARD STREET, BRUNSWICK EAST",-37.7752035,144.9731272,1.0,1.0,1,$370_per_week,Unit/apmt,March 2016,3057,2016,3,EAST,370,211031263
8065,"11/36 HOLMES STREET, BRUNSWICK EAST",-37.760257,144.974716,1.0,1.0,1,$280_per_week,Unit/apmt,April 2016,3057,2016,4,EAST,280,205021082
8098,"3/178 DONALD STREET, BRUNSWICK EAST",-37.759787,144.97971,3.0,2.0,2,$580_Weekly,Townhouse,April 2016,3057,2016,4,EAST,580,203021046
8099,"3/178 DONALD STREET, BRUNSWICK EAST",-37.759787,144.97971,3.0,2.0,2,$580_Weekly,Townhouse,March 2016,3057,2016,3,EAST,580,206061136
8154,"5206/185 WESTON STREET, BRUNSWICK EAST",-37.7763702,144.9754412,2.0,1.0,1,$365_pw,Unit/apmt,August 2016,3057,2016,8,EAST,365,208041195
