,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type,SA2_CODE
46,46,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$230,Rental_residential,March 2008,3068,2008,3,HILL,230,Other,206071145
47,47,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2.0,1.0,1,$420_pw,House,April 2008,3068,2008,4,HILL,420,House,206071145
48,48,"2/34 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,2.0,1.0,1,$550_pw,none,August 2008,3068,2008,8,HILL,550,Other,206071145
49,49,"128 NOONE STREET, CLIFTON HILL",-37.793818,144.996434,2.0,1.0,0,$355,none,January 2008,3068,2008,1,HILL,355,Other,206071145
50,50,"7/57 CAROLINE STREET, CLIFTON HILL",-37.789892,144.998232,2.0,1.0,1,$290_pw,Rental_residential,October 2008,3068,2008,10,HILL,290,Other,206071145
51,51,"16 COUNCIL STREET, CLIFTON HILL",-37.792331,144.986235,2.0,2.0,0,$550_pw,none,March 2008,3068,2008,3,HILL,550,Other,206071145
52,52,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3.0,2.0,2,$580_pw,House,February 2008,3068,2008,2,HILL,580,House,206071145
53,53,"9 O'GRADY STREET, CLIFTON HILL",-37.787643,144.997929,2.0,1.0,2,$450_pw,House,July 2008,3068,2008,7,HILL,450,House,206071145
54,54,"152 GOLD STREET, CLIFTON HILL",-37.792994,144.990414,2.0,1.0,1,$440_pw,Rental_residential,October 2008,3068,2008,10,HILL,440,Other,206071145
55,55,"403 WELLINGTON STREET, CLIFTON HILL",-37.792408,144.988295,2.0,1.0,1,$360_pw,none,July 2008,3068,2008,7,HILL,360,Other,206071145
56,56,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2.0,1.0,1,$390,Available Now,May 2008,3068,2008,5,HILL,390,Other,206071145
57,57,"29 RAMSDEN STREET, CLIFTON HILL",-37.790559,144.996079,5.0,2.0,0,$600_pw,none,January 2008,3068,2008,1,HILL,600,Other,206071145
58,58,"17 GROOM STREET, CLIFTON HILL",-37.794443,144.998222,2.0,1.0,1,$430_per_week,none,November 2008,3068,2008,11,HILL,430,Other,206071145
59,59,"17 GROOM STREET, CLIFTON HILL",-37.794443,144.998222,2.0,1.0,1,$450_per_week,none,October 2008,3068,2008,10,HILL,450,Other,206071145
60,60,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1.0,1.0,1,$210_pw,Rental_residential,September 2008,3068,2008,9,HILL,210,Other,206071145
61,61,"5/60 FENWICK STREET, CLIFTON HILL",-37.786721,144.999896,2.0,1.0,1,$300_pw,Rental_residential,October 2008,3068,2008,10,HILL,300,Other,206071145
62,62,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4.0,2.0,2,$240,House,July 2008,3222,2008,7,SPRINGS,240,House,203031048
63,63,"4 STEVEN STREET, CLONBINANE",-37.299715,145.067375,3.0,2.0,2,$265_p.w.,House,November 2008,3658,2008,11,CLONBINANE,265,House,209041224
64,64,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350_per_week,House,October 2008,3898,2008,10,COBUNGRA,350,House,205021082
65,65,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350,House,July 2008,3898,2008,7,COBUNGRA,350,House,205021082
66,66,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$230_pw,Rental_residential,February 2008,3058,2008,2,NORTH,230,Other,210031236
67,67,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$370_pw,none,October 2008,3058,2008,10,COBURG,370,Other,206011497
68,68,"138 SYDNEY ROAD, COBURG",-37.751617,144.965032,2.0,1.0,2,$242_pw,House,May 2008,3058,2008,5,COBURG,242,House,206011497
69,69,"19 SAUNDERS STREET, COBURG",-37.752043,144.950572,3.0,1.0,1,$450_pw,House,July 2008,3058,2008,7,COBURG,450,House,206011498
70,70,"177 URQUHART STREET, COBURG",-37.741016,144.975769,3.0,2.0,1,$450,House,July 2008,3058,2008,7,COBURG,450,House,206011497
71,71,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$250_per_week,none,August 2008,3058,2008,8,COBURG,250,Other,206011497
72,72,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2.0,1.0,1,$265_pw,none,March 2008,3058,2008,3,COBURG,265,Other,206011497
73,73,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$350_pw,Rental_residential,October 2008,3058,2008,10,COBURG,350,Other,206011497
74,74,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$350_pw,Rental_residential,September 2008,3058,2008,9,COBURG,350,Other,206011497
75,75,"8 PARKLANE MEWS, COBURG",-37.7406984,144.976022,3.0,2.0,1,$450,none,July 2008,3058,2008,7,COBURG,450,Other,206011497
76,76,"9A MILLER STREET, COBURG",-37.750111,144.969125,3.0,1.0,0,$330_Weekly,House,October 2008,3058,2008,10,COBURG,330,House,206011497
77,77,"9A MILLER STREET, COBURG",-37.750111,144.969125,3.0,1.0,0,$330_Weekly,House,September 2008,3058,2008,9,COBURG,330,House,206011497
78,78,"4/36 THE GROVE, COBURG",-37.751916,144.969914,2.0,1.0,1,$310_Weekly,Townhouse,June 2008,3058,2008,6,COBURG,310,House,206011497
79,79,"39 FISCHER STREET, COBURG",-37.733824,144.953878,3.0,1.0,1,$600_per_week,House,July 2008,3058,2008,7,COBURG,600,House,206011498
80,80,"39 FISCHER STREET, COBURG",-37.733824,144.953878,3.0,1.0,1,$600_per_week,House,June 2008,3058,2008,6,COBURG,600,House,206011498
81,81,"3 WOIWURUNG CRESCENT, COBURG",-37.735815,144.974882,3.0,2.0,1,$450_pw,Available Now,March 2008,3058,2008,3,COBURG,450,Other,206011497
82,82,"3/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$330_Weekly,none,August 2008,3058,2008,8,COBURG,330,Other,206011498
83,83,"3/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$330_Weekly,none,July 2008,3058,2008,7,COBURG,330,Other,206011498
84,84,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$300_Weekly,none,June 2008,3058,2008,6,COBURG,300,Other,206011498
85,85,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$300_Weekly,none,May 2008,3058,2008,5,COBURG,300,Other,206011498
86,86,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,February 2008,3058,2008,2,COBURG,290,House,206011498
87,87,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,January 2008,3058,2008,1,COBURG,290,House,206011498
88,88,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$330,none,May 2008,3058,2008,5,COBURG,330,Other,206011497
89,90,"116 SHAFTSBURY STREET, COBURG",-37.745402,144.95584,3.0,1.0,1,$320,House,September 2008,3058,2008,9,COBURG,320,House,206011498
90,91,"116 SHAFTSBURY STREET, COBURG",-37.745402,144.95584,3.0,1.0,1,$320,House,August 2008,3058,2008,8,COBURG,320,House,206011498
91,92,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$300,House,September 2008,3058,2008,9,COBURG,300,House,206011498
92,93,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$300_pw,House,August 2008,3058,2008,8,COBURG,300,House,206011498
93,94,"158 SYDNEY ROAD, COBURG",-37.750943,144.965142,3.0,1.0,0,$500,none,July 2008,3058,2008,7,COBURG,500,Other,206011497
94,96,"78 SOUDAN STREET, COBURG",-37.738555,144.949719,2.0,1.0,3,$270_pw,House,May 2008,3058,2008,5,COBURG,270,House,206011498
95,97,"3/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$350_Weekly,none,October 2008,3058,2008,10,COBURG,350,Other,206011497
96,98,"3/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$350_Weekly,none,May 2008,3058,2008,5,COBURG,350,Other,206011497
97,99,"3/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$350,none,April 2008,3058,2008,4,COBURG,350,Other,206011497
98,100,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$330_per_week,none,October 2008,3058,2008,10,COBURG,330,Other,206011497
99,101,"6/70 MUNRO STREET, COBURG",-37.744296,144.960126,1.0,1.0,0,$180_pw,Rental_residential,April 2008,3058,2008,4,COBURG,180,Other,206011498
100,102,"2/27 GLADSTONE STREET, COBURG",-37.74468,144.976117,2.0,1.0,1,$260_pw,Rental_residential,September 2008,3058,2008,9,COBURG,260,Other,206011497
101,103,"2/27 GLADSTONE STREET, COBURG",-37.74468,144.976117,2.0,1.0,1,$260_pw,Rental_residential,August 2008,3058,2008,8,COBURG,260,Other,206011497
102,104,"3/170 GORDON STREET, COBURG",-37.742134,144.94979,2.0,1.0,1,$350,none,June 2008,3058,2008,6,COBURG,350,Other,206011498
103,105,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$320_pw,none,November 2008,3058,2008,11,COBURG,320,Other,206011497
104,106,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$260_per_week,House,August 2008,3781,2008,8,COCKATOO,260,House,212011289
105,107,"22 GLEN ROAD, COCKATOO",-37.937274,145.486381,2.0,1.0,0,$245_per_week,House,June 2008,3781,2008,6,COCKATOO,245,House,212011289
106,108,"22 GLEN ROAD, COCKATOO",-37.937274,145.486381,2.0,1.0,0,$245_per_week,House,May 2008,3781,2008,5,COCKATOO,245,House,212011289
107,109,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3.0,1.0,0,$450_per_week,Rental_residential,July 2008,3781,2008,7,COCKATOO,450,Other,212011289
108,110,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3.0,1.0,0,$450,Rental_residential,June 2008,3781,2008,6,COCKATOO,450,Other,212011289
109,111,"67 MURRAY STREET, COLAC EAST",-38.337093,143.598979,2.0,1.0,0,$190_pw,none,September 2008,3250,2008,9,EAST,190,Other,217031472
110,112,"1 READ STREET, COLERAINE",-37.597815,141.696046,2.0,1.0,2,$135,House,June 2008,3315,2008,6,COLERAINE,135,House,217011423
111,113,"89 PILLEAU STREET, COLERAINE",-37.600684,141.689622,2.0,1.0,1,$130,House,June 2008,3315,2008,6,COLERAINE,130,House,217011423
112,114,"2 READ STREET, COLERAINE",-37.597912,141.696447,2.0,1.0,0,$120,House,June 2008,3315,2008,6,COLERAINE,120,House,217011423
113,115,"22/15-25 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,2.0,1.0,2,$420,Rental_residential,July 2008,3066,2008,7,COLLINGWOOD,420,Other,206071141
114,116,"11/115 OXFORD STREET, COLLINGWOOD",-37.802615,144.984783,3.0,2.0,2,$980,none,February 2008,3066,2008,2,COLLINGWOOD,980,Other,206071141
115,117,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$180_pw,Rental_residential,March 2008,3066,2008,3,COLLINGWOOD,180,Other,206071141
116,118,"504/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$195,none,June 2008,3066,2008,6,COLLINGWOOD,195,Other,206071141
117,119,"46 MATER STREET, COLLINGWOOD",-37.795431,144.987464,3.0,1.0,0,$390_pw,House,April 2008,3066,2008,4,COLLINGWOOD,390,House,206071141
118,120,"7/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$440_pw,none,April 2008,3066,2008,4,COLLINGWOOD,440,Other,206071141
119,121,"6/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$450_pw,Available Now,April 2008,3066,2008,4,COLLINGWOOD,450,Other,206071141
120,122,"24/18-22 STANLEY STREET, COLLINGWOOD",-37.801967,144.984817,2.0,1.0,1,$415,none,November 2008,3066,2008,11,COLLINGWOOD,415,Other,206071141
121,124,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$340_pw,Unit,July 2008,3066,2008,7,COLLINGWOOD,340,Apartment,206071141
122,125,"5/343 WELLINGTON STREET, COLLINGWOOD",-37.79486,144.987879,2.0,2.0,1,$450_pw,none,April 2008,3066,2008,4,COLLINGWOOD,450,Other,206071141
123,127,"191 LANDSBOROUGH ROAD, CONCONGELLA",-37.054246,142.825795,3.0,1.0,1,$145,House,July 2008,3381,2008,7,CONCONGELLA,145,House,215011392
124,128,"3 BOWLAND CLOSE, CONGUPNA",-36.3129,145.417008,5.0,2.0,4,$380_pw,Rental_residential,May 2008,3633,2008,5,CONGUPNA,380,Other,216031418
125,129,"46 VERNEY NORTH ROAD, CONGUPNA",-36.315988,145.415988,4.0,2.0,4,$620_pw,House,April 2008,3633,2008,4,CONGUPNA,620,House,216031418
126,130,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3.0,1.0,1,$160_pw,none,April 2008,3633,2008,4,CONGUPNA,160,Other,216031418
127,131,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3.0,1.0,1,$160_pw,none,March 2008,3633,2008,3,CONGUPNA,160,Other,216031418
128,132,"3593 KATAMATITE ROAD, CONGUPNA",-36.300179,145.434519,4.0,1.0,2,$250_pw,none,November 2008,3633,2008,11,CONGUPNA,250,Other,216031418
129,133,"520 GOULBURN VALLEY HIGHWAY, CONGUPNA",-36.297923,145.431809,5.0,2.0,1,$400_pw,House,December 2008,3633,2008,12,CONGUPNA,400,House,216031418
130,134,"5 WALLACE STREET, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$335,House,August 2008,3633,2008,8,CONGUPNA,335,House,216031418
131,135,"5 WALLACE STREET, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$335_pw,House,July 2008,3633,2008,7,CONGUPNA,335,House,216031418
132,136,"3 BOWLAND CRT, CONGUPNA",-36.3129,145.417008,4.0,2.0,2,$380,House,June 2008,3633,2008,6,CONGUPNA,380,House,216031418
133,137,"5 WALLACE ST, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$335_p.w.,House,August 2008,3633,2008,8,CONGUPNA,335,House,216031418
134,138,"5 WALLACE ST, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$335,House,July 2008,3633,2008,7,CONGUPNA,335,House,216031418
135,139,"195 TANK CORNER EAST ROAD, CONGUPNA",-36.323779,145.483627,2.0,1.0,1,$140,House,July 2008,3633,2008,7,CONGUPNA,140,House,216031418
136,140,"90 ZEERUST ROAD, CONGUPNA",-36.276359,145.428864,2.0,1.0,1,$165,House,June 2008,3633,2008,6,CONGUPNA,165,House,216031418
137,141,"9A WESTMERE CRESCENT, COOLAROO",-37.664659,144.93586,1.0,1.0,1,$205_per_week,Unit,November 2008,3048,2008,11,COOLAROO,205,Apartment,210051243
138,142,"13 CHILDERS CRESCENT, COOLAROO",-37.661619,144.929052,3.0,1.0,2,$265_Weekly,House,June 2008,3048,2008,6,COOLAROO,265,House,210051243
140,144,"30 COORIEJONG ROAD, COORIEMUNGLE",-38.524182,143.051845,4.0,1.0,2,$220_pw,none,July 2008,3268,2008,7,COORIEMUNGLE,220,Other,217031475
141,145,"30 COORIEJONG RD, COORIEMUNGLE",-38.524182,143.051845,4.0,1.0,2,$220,House,July 2008,3268,2008,7,COORIEMUNGLE,220,House,217031475
142,146,"680 NINE MILE ROAD, CORA LYNN",-38.142492,145.606024,3.0,1.0,0,$400_per_week,none,November 2008,3814,2008,11,LYNN,400,Other,212011547
143,147,"680 NINE MILE ROAD, CORA LYNN",-38.142492,145.606024,3.0,1.0,0,$400_per_week,none,October 2008,3814,2008,10,LYNN,400,Other,212011547
144,148,"170 LINEENS ROAD, CORAGULAC",-38.26738169,143.49958124,4.0,2.0,2,$175,none,June 2008,3249,2008,6,CORAGULAC,175,Other,217031473
145,149,"60 BAGGOTTS ROAD, CORAGULAC",-38.263802,143.539448,4.0,2.0,3,$175_pw,none,September 2008,3249,2008,9,CORAGULAC,175,Other,217031473
146,150,"20 WRIGHT STREET, CORINELLA",-38.413258,145.426706,1.0,1.0,2,$120,none,February 2008,3984,2008,2,CORINELLA,120,Other,205031093
147,151,"6 KILBURN STREET, CORINELLA",-38.415896,145.434962,2.0,1.0,1,$190,none,March 2008,3984,2008,3,CORINELLA,190,Other,205031093
148,152,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3.0,1.0,2,$180,none,June 2008,3984,2008,6,CORINELLA,180,Other,205031093
149,153,"6 ARMALITE COURT, CORIO",-38.069292,144.351343,3.0,1.0,2,$225,Rental_residential,July 2008,3214,2008,7,CORIO,225,Other,203021486
150,154,"4 CHESHIRE STREET, CORIO",-38.073003,144.353327,3.0,1.0,4,$270,none,April 2008,3214,2008,4,CORIO,270,Other,203021486
151,155,"37 CUTTY SARK ROAD, CORONET BAY",-38.438772,145.442029,3.0,1.0,2,$220,House,July 2008,3984,2008,7,BAY,220,House,205031093
152,156,"29 SEMAPHORE STREET, CORONET BAY",-38.435814,145.442975,2.0,2.0,2,$180,House,May 2008,3984,2008,5,BAY,180,House,205031093
153,157,"521 CORANGAMITE LAKE ROAD, COROROOKE",-38.289201,143.522132,3.0,1.0,1,$135_per_week,none,June 2008,3254,2008,6,COROROOKE,135,Other,217031473
154,158,"215 CORANGAMITE LAKE ROAD, COROROOKE",-38.311384,143.526141,3.0,1.0,0,$160,none,July 2008,3254,2008,7,COROROOKE,160,Other,217031473
155,159,"30A HILDEBRAND ROAD, COTTLES BRIDGE",-37.600136,145.219167,3.0,2.0,0,$360,none,February 2008,3099,2008,2,BRIDGE,360,Other,209031212
156,161,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$220,none,May 2008,3922,2008,5,COWES,220,Other,205031091
157,162,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$220,none,April 2008,3922,2008,4,COWES,220,Other,205031091
158,163,"6 LARKWOOD LANE, CRAIGIEBURN",-37.607651,144.919158,3.0,1.0,1,$280_p.w.,House,October 2008,3064,2008,10,CRAIGIEBURN,280,House,210051443
159,164,"30 MISSION HILLS WAY, CRAIGIEBURN",-37.604302,144.914174,3.0,3.0,1,$295_pw,House,January 2008,3064,2008,1,CRAIGIEBURN,295,House,210051443
160,165,"12 BAINBRIDGE CLOSE, CRAIGIEBURN",-37.600407,144.936607,4.0,2.0,1,$300_p.w.,House,July 2008,3064,2008,7,CRAIGIEBURN,300,House,210051443
161,166,"12 BAINBRIDGE CLOSE, CRAIGIEBURN",-37.600407,144.936607,4.0,2.0,1,$300_pw,House,June 2008,3064,2008,6,CRAIGIEBURN,300,House,210051443
162,167,"12 BAINBRIDGE CLOSE, CRAIGIEBURN",-37.600407,144.936607,4.0,2.0,1,$300_pw,House,May 2008,3064,2008,5,CRAIGIEBURN,300,House,210051443
163,168,"46 BRENTWOOD DRIVE, CRANBOURNE NORTH",-38.080288,145.286315,3.0,2.0,2,$270,House,July 2008,3977,2008,7,NORTH,270,House,212031560
164,169,"5 MCMILLAN COURT, CRANBOURNE NORTH",-38.07646,145.265519,3.0,1.0,2,$240_-_$1040_pw,House,August 2008,3977,2008,8,NORTH,1040,House,212031560
165,170,"5 MCMILLAN COURT, CRANBOURNE NORTH",-38.07646,145.265519,3.0,1.0,2,$240_-_$1040_pw,House,July 2008,3977,2008,7,NORTH,1040,House,212031560
166,171,"5 BLAINROE CRESCENT, CRANBOURNE",-38.121289,145.252817,4.0,2.0,2,$350_per_week,House,November 2008,3977,2008,11,CRANBOURNE,350,House,212031300
167,172,"3 HARRY STREET, CRANBOURNE",-38.10985,145.276055,3.0,1.0,1,$190,Rental_residential,February 2008,3977,2008,2,CRANBOURNE,190,Other,212031300
168,173,"10 DUNBAR AVENUE, CRANBOURNE",-38.10358,145.276191,3.0,1.0,1,$245_pw,House,October 2008,3977,2008,10,CRANBOURNE,245,House,212031300
169,174,"3 SULLIVAN TERRACE, BURNSIDE",-37.742238,144.748869,3.0,2.0,1,$275,Available Now,October 2008,3023,2008,10,BURNSIDE,275,Other,213041461
170,175,"8/11-15 REDHILL AVENUE, BURWOOD EAST",-37.853801,145.156447,3.0,1.0,2,$350_p.w.,Townhouse,June 2008,3151,2008,6,EAST,350,House,207031166
171,176,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$380_per_week,Rental_residential,November 2008,3151,2008,11,EAST,380,Other,207031166
172,177,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$380_per_week,Rental_residential,October 2008,3151,2008,10,EAST,380,Other,207031166
173,178,"394 BLACKBURN ROAD, BURWOOD EAST",-37.858416,145.150713,3.0,1.0,2,$280_pw,House,January 2008,3151,2008,1,EAST,280,House,207031166
