,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type,SA2_CODE
0,0,"27 ACACIA WAY, CHURCHILL",-38.301581,146.415178,3.0,1.0,0,$125_Week,House,November 2006,3842,2006,11,CHURCHILL,125,House,205041094
1,1,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$180_Week,Rental_residential,October 2006,3169,2006,10,SOUTH,180,Other,212041310
2,2,"5 / 5 BURNS AVE, CLAYTON SOUTH",-37.936524,145.134469,2.0,1.0,1,$230,Apartment,December 2006,3169,2006,12,SOUTH,230,Apartment,212041310
3,3,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$240,Unit,December 2006,3168,2006,12,CLAYTON,240,Apartment,212051568
4,4,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4.0,3.0,1,$250,Townhouse,November 2006,3168,2006,11,CLAYTON,250,House,212051568
5,5,"-37.93001,145.421908, CLEMATIS",-37.93001,145.421908,3.0,1.0,0,$220_Week,House,November 2006,3782,2006,11,CLEMATIS,220,House,212011289
6,6,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$340,Rental_residential,November 2006,3068,2006,11,HILL,340,Other,206071145
7,7,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$300,Rental_residential,December 2006,3058,2006,12,COBURG,300,Other,206011497
8,8,"2/29 COBURG STREET, COBURG",-37.747604,144.970613,3.0,1.0,1,$260_Week,Available Now,November 2006,3058,2006,11,COBURG,260,Other,206011497
9,9,"4/36 THE GROVE, COBURG",-37.751916,144.969914,2.0,1.0,1,$255,Townhouse,December 2006,3058,2006,12,COBURG,255,House,206011497
10,10,"22 GLEN ROAD, COCKATOO",-37.937274,145.486381,2.0,1.0,0,$200_Week,House,November 2006,3781,2006,11,COCKATOO,200,House,212011289
11,11,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2.0,1.0,0,$270,Rental_residential,November 2006,3066,2006,11,COLLINGWOOD,270,Other,206071141
12,12,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1.0,1.0,1,$290,Unit,November 2006,3066,2006,11,COLLINGWOOD,290,Apartment,206071141
13,14,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4.0,2.0,1,$300,House,December 2006,3125,2006,12,BURWOOD,300,House,207031165
14,15,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4.0,2.0,1,$300_Week,House,November 2006,3125,2006,11,BURWOOD,300,House,207031165
15,16,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680,House,November 2006,3124,2006,11,CAMBERWELL,680,House,207011149
16,17,"2/596 RIVERSDALE ROAD, CAMBERWELL",-37.83227158,145.06324768,2.0,1.0,1,$270,Available Now,November 2006,3124,2006,11,CAMBERWELL,270,Other,207011149
17,18,"3/894-896 TOORAK ROAD, CAMBERWELL",-37.84629822,145.05543518,3.0,2.0,1,$400,Rental_residential,December 2006,3124,2006,12,CAMBERWELL,400,Other,207011150
18,19,"1711/668 BOURKE STREET, MELBOURNE",-37.816897,144.953675,3.0,2.0,2,$540,Available Now,December 2006,3000,2006,12,MELBOURNE,540,Other,206041505
19,20,"32 CHRISTOPHER CRESCENT, MELTON",-37.685577,144.573168,3.0,1.0,1,$185_Week,House,November 2006,3337,2006,11,MELTON,185,House,213041577
20,21,"3/30 SEA PARADE, MENTONE",-37.98299789,145.05371094,2.0,1.0,1,$270,Rental_residential,October 2006,3194,2006,10,MENTONE,270,Other,208031190
21,22,"1/77 PATTY STREET, MENTONE",-37.97831,145.066961,3.0,1.0,1,$375,Rental_residential,December 2006,3194,2006,12,MENTONE,375,Other,208031190
22,23,"8/2-4 SALMON STREET, MENTONE",-37.9790535,145.06227112,1.0,1.0,1,$145,Rental_residential,November 2006,3194,2006,11,MENTONE,145,Other,208031190
23,24,"6 / 8 COMMERCIAL ROAD, MENTONE",-37.985738,145.065634,2.0,1.0,1,$300_Week,none,November 2006,3194,2006,11,MENTONE,300,Other,208031190
24,25,"5/5 STATION STREET, MENTONE",-37.98222351,145.06625366,1.0,1.0,1,$185,Rental_residential,November 2006,3194,2006,11,MENTONE,185,Other,208031190
25,26,"1/50 BALCOMBE ROAD, MENTONE",-37.981502,145.068097,3.0,3.0,2,$480,Rental_residential,November 2006,3194,2006,11,MENTONE,480,Other,208031190
26,27,"12/56 MILAN STREET, MENTONE",-37.98303223,145.06063843,2.0,1.0,1,$200,Rental_residential,November 2006,3194,2006,11,MENTONE,200,Other,208031190
27,28,"125C SEVENTH STREET, MERBEIN SOUTH",-34.2045981,142.0387241,4.0,2.0,2,$250_Week,House,November 2006,3505,2006,11,SOUTH,250,House,215021396
28,29,"51 BOUNDARY ROAD, MEREDITH",-37.826186,144.044756,3.0,1.0,1,$180_Week,House,October 2006,3333,2006,10,MEREDITH,180,House,203011035
