,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type,SA2_CODE
63,63,"68 MACKIE STREET, COATESVILLE",-37.916586,145.074629,3.0,2.0,0,$525,House,February 2007,3165,2007,2,COATESVILLE,525,House,208021426
64,64,"8 STIRLING STREET, COBDEN",-38.322077,143.080563,2.0,1.0,2,$170_pw,Rental_residential,October 2007,3266,2007,10,COBDEN,170,Other,217031475
65,65,"34 CLAREMONT STREET, COBURG NORTH",-37.732144,144.978717,3.0,1.0,2,$230,House,June 2007,3058,2007,6,NORTH,230,House,210031236
66,66,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$300_pw,Rental_residential,August 2007,3058,2007,8,NORTH,300,Other,210031236
67,67,"72 DONNE STREET, COBURG",-37.74782,144.949758,2.0,1.0,4,$350_pw,none,December 2007,3058,2007,12,COBURG,350,Other,206011498
68,68,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$210_pw,none,August 2007,3058,2007,8,COBURG,210,Other,206011497
69,69,"1/8 FLORENCE STREET, COBURG",-37.752098,144.961024,2.0,1.0,1,$200,Unit,June 2007,3058,2007,6,COBURG,200,Apartment,206011498
70,70,"1 BERG PLACE, COBURG",-37.754386,144.978864,3.0,2.0,1,$325_pw,Townhouse,April 2007,3058,2007,4,COBURG,325,House,206011497
71,71,"59 THE AVENUE, COBURG",-37.752457,144.967722,2.0,1.0,2,$320_pw,House,November 2007,3058,2007,11,COBURG,320,House,206011497
72,72,"28A JERSEY STREET, COBURG",-37.734173,144.953246,3.0,1.0,1,$280,Rental_residential,November 2007,3058,2007,11,COBURG,280,Other,206011498
73,73,"10A/2 WOIWURUNG CRESCENT, COBURG",-37.736463,144.973846,2.0,2.0,1,$320_pw,Rental_residential,December 2007,3058,2007,12,COBURG,320,Other,206011497
74,74,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,August 2007,3058,2007,8,COBURG,290,House,206011498
75,75,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,July 2007,3058,2007,7,COBURG,290,House,206011498
76,76,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3.0,1.0,1,$240_pw,House,May 2007,3058,2007,5,COBURG,240,House,206011497
77,77,"20/5 INDUSTRY LANE, COBURG",-37.7370286,144.9695513,2.0,1.0,1,$310_pw,Townhouse,November 2007,3058,2007,11,COBURG,310,House,206011497
78,78,"7B MOORE STREET, COBURG",-37.753555,144.965677,2.0,1.0,1,$275_pw,House,May 2007,3058,2007,5,COBURG,275,House,206011497
79,79,"4/15 BRUCE STREET, COBURG",-37.745675,144.947684,3.0,1.0,1,$280_pw,none,May 2007,3058,2007,5,COBURG,280,Other,206011498
80,80,"41A RENNIE STREET, COBURG",-37.750558,144.969431,2.0,1.0,1,$250,none,January 2007,3058,2007,1,COBURG,250,Other,206011497
81,81,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2.0,1.0,1,$260_pw,Rental_residential,June 2007,3058,2007,6,COBURG,260,Other,206011497
82,82,"1/22 CHAMBERS STREET, COBURG",-37.748545,144.968059,2.0,1.0,1,$220_pw,Rental_residential,September 2007,3058,2007,9,COBURG,220,Other,206011497
83,83,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2.0,1.0,2,$340_pw,Townhouse,March 2007,3058,2007,3,COBURG,340,House,206011498
84,84,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3.0,1.0,1,$250_pw,House,December 2007,3781,2007,12,COCKATOO,250,House,212011289
85,85,"7 BELGRAVE GEMBROOK ROAD, COCKATOO",-37.936927,145.494462,3.0,1.0,1,$220_pw,House,December 2007,3781,2007,12,COCKATOO,220,House,212011289
86,86,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3.0,1.0,0,$350_pw,Rental_residential,May 2007,3781,2007,5,COCKATOO,350,Other,212011289
87,87,"7 BEDE AVENUE, COLDSTREAM",-37.733786,145.385345,4.0,2.0,2,$340_pw,House,November 2007,3770,2007,11,COLDSTREAM,340,House,211051278
88,88,"24 WHYTE STREET, COLERAINE",-37.598971,141.698224,3.0,1.0,0,$140,none,September 2007,3315,2007,9,COLERAINE,140,Other,217011423
89,89,"86 MCKEBREY ST, COLERAINE",-37.603696,141.689591,2.0,1.0,0,$100,House,November 2007,3315,2007,11,COLERAINE,100,House,217011423
90,90,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1.0,1.0,1,$310_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,310,Apartment,206071141
91,91,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380_per_week,Townhouse,October 2007,3066,2007,10,COLLINGWOOD,380,House,206071141
92,92,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380,Townhouse,September 2007,3066,2007,9,COLLINGWOOD,380,House,206071141
93,94,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,330,Apartment,206071141
94,95,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,October 2007,3066,2007,10,COLLINGWOOD,330,Apartment,206071141
95,96,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$300_pw,Unit,March 2007,3066,2007,3,COLLINGWOOD,300,Apartment,206071141
96,97,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2.0,1.0,1,$380_per_week,House,November 2007,3066,2007,11,COLLINGWOOD,380,House,206071141
97,98,"327/3 HODDLE STREET, COLLINGWOOD",-37.808908,144.991122,2.0,2.0,2,$370_p.w.,Unit,August 2007,3066,2007,8,COLLINGWOOD,370,Apartment,206071141
98,99,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2.0,1.0,1,$420_pw,Rental_residential,January 2007,3066,2007,1,COLLINGWOOD,420,Other,206071141
99,100,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1.0,1.0,1,$330_pw,Available Now,October 2007,3066,2007,10,COLLINGWOOD,330,Other,206071141
100,102,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$390_pw,none,April 2007,3066,2007,4,COLLINGWOOD,390,Other,206071141
101,103,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3.0,1.0,1,$160,none,January 2007,3633,2007,1,CONGUPNA,160,Other,216031418
102,104,"6 LOVAT COURT, COOLAROO",-37.654336,144.930513,3.0,1.0,2,$200_pw,Rental_residential,July 2007,3048,2007,7,COOLAROO,200,Other,210051243
103,105,"44 LONGFORD CRESCENT, COOLAROO",-37.661346,144.92736,3.0,1.0,1,$235,House,October 2007,3048,2007,10,COOLAROO,235,House,210051243
104,106,"170 KANGAROO DRIVE, COOMOORA",-37.334035,144.200818,2.0,2.0,1,$180_pw,none,December 2007,3461,2007,12,COOMOORA,180,Other,201021011
105,107,"140 KANGAROO DRIVE, COOMOORA",-37.336422,144.200305,3.0,1.0,0,$190_pw,House,November 2007,3461,2007,11,COOMOORA,190,House,201021011
106,108,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,June 2007,3860,2007,6,COONGULLA,160,Other,205051101
107,109,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,May 2007,3860,2007,5,COONGULLA,160,Other,205051101
108,110,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3.0,1.0,2,$160_pw,none,November 2007,3268,2007,11,COORIEMUNGLE,160,Other,217031475
109,111,"105 KOOLONG ROAD, COORIEMUNGLE",-38.569505,143.089579,3.0,1.0,1,$130,House,January 2007,3268,2007,1,COORIEMUNGLE,130,House,217031475
110,112,"13 KILBURN STREET, CORINELLA",-38.414375,145.434683,3.0,1.0,1,$145,none,November 2007,3984,2007,11,CORINELLA,145,Other,205031093
111,113,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3.0,1.0,2,$180_pw,none,October 2007,3984,2007,10,CORINELLA,180,Other,205031093
112,114,"513 AGAR ROAD, CORONET BAY",-38.432662,145.446882,3.0,1.0,1,$165_-_$175_pw,none,February 2007,3984,2007,2,BAY,175,Other,205031093
113,115,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160_pw,Rental_residential,October 2007,3984,2007,10,BAY,160,Other,205031093
114,116,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160,Rental_residential,September 2007,3984,2007,9,BAY,160,Other,205031093
115,117,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220,House,July 2007,3922,2007,7,COWES,220,House,205031091
116,118,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220_Weekly,House,April 2007,3922,2007,4,COWES,220,House,205031091
117,119,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3.0,1.0,2,$900,House,October 2007,3922,2007,10,COWES,900,House,205031091
118,120,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$210,none,January 2007,3922,2007,1,COWES,210,Other,205031091
119,121,"22 FLAGSTAFF LOOP, CRAIGIEBURN",-37.584694,144.939183,3.0,2.0,2,$290,House,May 2007,3064,2007,5,CRAIGIEBURN,290,House,210051442
120,122,"8 BRECON NOOK, CRAIGIEBURN",-37.608906,144.924308,3.0,1.0,0,$230_pw,House,September 2007,3064,2007,9,CRAIGIEBURN,230,House,210051443
121,123,"1/209 CRAIGIEBURN ROAD, CRAIGIEBURN",-37.597976,144.928021,3.0,1.0,1,$210,Unit,May 2007,3064,2007,5,CRAIGIEBURN,210,Apartment,210051443
122,124,"19 MARNIE DRIVE, CRANBOURNE WEST",-38.102863,145.25812,3.0,1.0,0,$230_Weekly,Rental_residential,July 2007,3977,2007,7,WEST,230,Other,212031304
123,125,"5 BLAINROE CRESCENT, CRANBOURNE",-38.121289,145.252817,4.0,2.0,2,$290_pw,House,September 2007,3977,2007,9,CRANBOURNE,290,House,212031300
124,126,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280_pw,none,December 2007,3977,2007,12,CRANBOURNE,280,Other,212031300
125,127,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280,none,November 2007,3977,2007,11,CRANBOURNE,280,Other,212031300
126,128,"39 BELLBRAE CRESCENT, CRANBOURNE",-38.092001,145.260427,3.0,2.0,2,$260,House,November 2007,3977,2007,11,CRANBOURNE,260,House,212031304
127,129,"14 ROBUSTA AVENUE, CRANBOURNE",-38.088643,145.287868,4.0,2.0,2,$290,House,November 2007,3977,2007,11,CRANBOURNE,290,House,212031300
128,130,"53 HOTHAM STREET, CRANBOURNE",-38.099366,145.290009,3.0,1.0,2,$210,none,November 2007,3977,2007,11,CRANBOURNE,210,Other,212031300
129,131,"10 DUNBAR AVENUE, CRANBOURNE",-38.10358,145.276191,3.0,1.0,1,$230_pw,House,September 2007,3977,2007,9,CRANBOURNE,230,House,212031300
130,132,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$240_per_week,Rental_residential,April 2007,3977,2007,4,CRANBOURNE,240,Other,212031300
131,133,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320_pw,Rental_residential,August 2007,3151,2007,8,EAST,320,Other,207031166
132,134,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320,Rental_residential,July 2007,3151,2007,7,EAST,320,Other,207031166
133,135,"6 LINDISFARNE DRIVE, BURWOOD EAST",-37.85791,145.148328,3.0,1.0,1,$390,Available Now,January 2007,3151,2007,1,EAST,390,Other,207031166
134,136,"25 DOROTHY STREET, BURWOOD EAST",-37.854663,145.145829,3.0,1.0,1,$295_pw,House,November 2007,3151,2007,11,EAST,295,House,207031166
135,137,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260_pw,House,September 2007,3151,2007,9,EAST,260,House,207031166
136,138,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260,House,August 2007,3151,2007,8,EAST,260,House,207031166
137,139,"55 NEWHAVEN ROAD, BURWOOD EAST",-37.859198,145.1569,3.0,1.0,1,$310,Rental_residential,September 2007,3151,2007,9,EAST,310,Other,207031166
138,140,"12 IRELAND STREET, BURWOOD",-37.851953,145.106424,8.0,4.0,2,$150,House,February 2007,3125,2007,2,BURWOOD,150,House,207031165
139,141,"5 SUNHILL AVENUE, BURWOOD",-37.856035,145.124937,3.0,1.0,1,$360_p.w.,House,December 2007,3125,2007,12,BURWOOD,360,House,207031165
140,142,"109 PARER STREET, BURWOOD",-37.842257,145.104751,2.0,1.0,1,$210,House,July 2007,3125,2007,7,BURWOOD,210,House,207031165
141,143,"81 MIDDLEBOROUGH ROAD, BURWOOD",-37.849192,145.132652,5.0,2.0,2,$385_pw,House,September 2007,3125,2007,9,BURWOOD,385,House,207031165
142,144,"17 STEPHENS STREET, BURWOOD",-37.856717,145.108984,2.0,1.0,2,$310_pw,House,August 2007,3125,2007,8,BURWOOD,310,House,212051319
143,145,"7 HUGHES STREET, BURWOOD",-37.852023,145.1079,3.0,1.0,1,$260,House,January 2007,3125,2007,1,BURWOOD,260,House,207031165
144,146,"19 KILDARE STREET, BURWOOD",-37.844842,145.108572,3.0,2.0,2,$350,House,January 2007,3125,2007,1,BURWOOD,350,House,207031165
145,147,"1/53 CUMMING STREET, BURWOOD",-37.850484,145.113713,3.0,2.0,2,$310_pw,House,June 2007,3125,2007,6,BURWOOD,310,House,207031165
146,148,"10 HUGHES STREET, BURWOOD",-37.852338,145.107937,5.0,1.0,1,$95_pw,House,February 2007,3125,2007,2,BURWOOD,95,House,207031165
147,149,"2/14 WORRALL STREET, BURWOOD",-37.848597,145.13041,3.0,2.0,1,$360_pw,none,November 2007,3125,2007,11,BURWOOD,360,Other,207031165
148,150,"25 GREENWOOD STREET, BURWOOD",-37.849397,145.12914,4.0,2.0,0,$370_pw,none,August 2007,3125,2007,8,BURWOOD,370,Other,207031165
149,151,"5B DICKIES ROAD, CABARITA",-34.19621,142.076813,3.0,1.0,1,$180,House,September 2007,3505,2007,9,CABARITA,180,House,215021396
150,152,"38 FLORA AVENUE, CABARITA",-34.20571,142.087444,5.0,1.0,1,$150_pw,House,August 2007,3505,2007,8,CABARITA,150,House,215021396
151,153,"2/10 PEARCE STREET, CALIFORNIA GULLY",-36.730891,144.26618,3.0,1.0,1,$170_per_week,House,March 2007,3556,2007,3,GULLY,170,House,202011019
152,154,"1/2 CALLANISH ROAD, CAMBERWELL",-37.846033,145.08801,2.0,1.0,1,$330,Rental_residential,October 2007,3124,2007,10,CAMBERWELL,330,Other,207011149
153,155,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680_pw,House,August 2007,3124,2007,8,CAMBERWELL,680,House,207011149
154,156,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680,House,July 2007,3124,2007,7,CAMBERWELL,680,House,207011149
155,157,"10 WEBSTER STREET, CAMBERWELL",-37.83682,145.094539,5.0,3.0,2,$675_pw,House,July 2007,3124,2007,7,CAMBERWELL,675,House,207011149
156,158,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,September 2007,3124,2007,9,CAMBERWELL,450,House,207011149
157,159,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,July 2007,3124,2007,7,CAMBERWELL,450,House,207011149
158,160,"1/22 ALLAMBEE AVENUE, CAMBERWELL",-37.834967,145.073156,2.0,1.0,1,$360_pw,Rental_residential,March 2007,3124,2007,3,CAMBERWELL,360,Other,207011149
159,161,"1066 TOORAK ROAD, CAMBERWELL",-37.847868,145.071786,3.0,2.0,2,$450_pw,House,March 2007,3124,2007,3,CAMBERWELL,450,House,207011150
160,162,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_pw,House,November 2007,3124,2007,11,CAMBERWELL,370,House,207011149
161,163,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_per_week,House,February 2007,3124,2007,2,CAMBERWELL,370,House,207011149
162,164,"62A CHRISTOWEL STREET, CAMBERWELL",-37.839021,145.066556,3.0,1.0,1,$550,House,March 2007,3124,2007,3,CAMBERWELL,550,House,207011149
163,165,"5/26 CORNELL STREET, CAMBERWELL",-37.839352,145.088349,2.0,1.0,1,$290_pw,Villa,April 2007,3124,2007,4,CAMBERWELL,290,House,207011149
