,year,month,address,latitude,longitude,postcode,sa2_2021,sa2_2016,residence_type,nbed,nbath,ncar,min_distance_to_cbd,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
0,2018,9,"- GOUGHS BAY ROAD, GOUGHS BAY",-37.1628093,146.0892857,3723,204011057,204011057,House,3.0,2.0,2,223.34625,14.19398,16.43158,16.81052,30.94288,16.724880000000002,17.42122,,320.0
1,2018,10,"- GOUGHS BAY ROAD, GOUGHS BAY",-37.1628093,146.0892857,3723,204011057,204011057,House,3.0,2.0,2,223.34625,14.19398,16.43158,16.81052,30.94288,16.724880000000002,17.42122,,320.0
2,2018,10,". 'WILLOW COTTAGE' TARCOMBE RD, AVENEL",-36.9451175,145.2967456,3664,204011058,204011058,House,3.0,1.0,1,126.1111,18.377,9.08981,,10.60099,,28.86936,,250.0
3,2018,10,". 'WILLOW COTTAGE' TARCOMBE ROAD, AVENEL",-36.9496976,145.3090184,3664,204011058,204011058,House,3.0,1.0,1,127.42434,19.690240000000003,10.40304,,11.91423,,30.18259,,250.0
4,2018,3,". SHERBROOK LODGE ROAD, PORT CAMPBELL",-38.6176729,142.9985769,3269,217031475,217031475,House,3.0,1.0,0,229.0437,0.31195,32.25031,38.4537,17.06491,17.4788,0.0499099999999999,,500.0
5,2018,9,". U0027WILLOW COTTAGEU0027 TARCOMBE ROAD, AVENEL",-36.9451175,145.2967456,3664,204011058,204011058,House,3.0,1.0,1,126.1111,18.377,9.08981,,10.60099,,28.86936,,250.0
6,2018,10,". U0027WILLOW COTTAGEU0027 TARCOMBE ROAD, AVENEL",-36.9451175,145.2967456,3664,204011058,204011058,House,3.0,1.0,1,126.1111,18.377,9.08981,,10.60099,,28.86936,,250.0
7,2018,1,".275 SOLDIERS SETTLERS ROAD, TALLANGATTA VALLEY",-36.2142709,147.3184912,3701,204031072,204031072,House,3.0,1.0,2,367.34544,12.32206,5.23339,15.68916,5.419,14.93634,14.76891,,275.0
8,2018,11,"005/903 DANDENONG ROAD, MALVERN EAST",-37.876178,145.046128,3145,208041195,208041195,Apartment,1.0,1.0,0,13.86135,0.9325,0.9188,2.494,2.208,,,3.96501,290.0
9,2018,9,"01/17 MACQUARIE STREET, PRAHRAN",-37.85054,144.992182,3181,206061136,206061136,Apartment,1.0,1.0,0,6.76545,,0.87659,0.25183,0.65366,,1.34208,,240.0
10,2018,11,"01/17 MACQUARIE STREET, PRAHRAN",-37.85054,144.992182,3181,206061136,206061136,Apartment,1.0,1.0,0,6.76545,,0.87659,0.25183,0.65366,,1.34208,,255.0
11,2018,9,"03 IMAGE WALK, COBURG NORTH",-37.726,144.96,3058,210031236,210031236,House,2.0,2.0,1,11.97424,0.15333,,1.11175,0.78725,,,,450.0
12,2018,9,"03/17 MACQUARIE STREET, PRAHRAN",-37.85054,144.992182,3181,206061136,206061136,Apartment,1.0,1.0,0,6.76545,,0.87659,0.25183,0.65366,,1.34208,,265.0
13,2018,12,"03/17 MACQUARIE STREET, PRAHRAN",-37.85054,144.992182,3181,206061136,206061136,Apartment,1.0,1.0,0,6.76545,,0.87659,0.25183,0.65366,,1.34208,,265.0
14,2018,9,"04/1023 DANDENONG ROAD, MALVERN EAST",-37.881948,145.05148,3145,208041195,208041195,Apartment,1.0,1.0,0,14.60342,0.37517,0.99856,1.7344000000000002,2.20027,,,3.20541,290.0
15,2018,11,"08/180 LENNOX STREET, RICHMOND",-37.8190024,144.9942573,3121,206071517,206071144,Apartment,2.0,1.0,1,3.72259,0.47444,0.5692,0.52339,1.12989,,,,525.0
16,2018,3,"1 / 1 ALFRED STREET, BEAUMARIS",-37.976425,145.049731,3193,208011168,208011168,House,2.0,2.0,2,24.27638,1.75831,1.603,1.99934,,,2.64316,3.02537,430.0
17,2018,8,"1 / 136 APPIN STREET, WANGARATTA",-36.343393,146.301065,3677,204021066,204021066,Apartment,2.0,1.0,1,241.42089,2.71909,0.21586,1.1865,3.89443,2.2457800000000003,3.20293,,225.0
18,2018,9,"1 / 136 APPIN STREET, WANGARATTA",-36.343393,146.301065,3677,204021066,204021066,Apartment,2.0,1.0,1,241.42089,2.71909,0.21586,1.1865,3.89443,2.2457800000000003,3.20293,,225.0
19,2018,7,"1 / 17 MAROONA ROAD, GLEN HUNTLY",-37.889495,145.047844,3163,208021176,208021176,Apartment,2.0,1.0,0,15.43714,1.33328,0.37476,,1.55646,,,,370.0
20,2018,5,"1 / 17 MYOORA ROAD, TOORAK",-37.843763,145.020493,3142,206061138,206061138,Apartment,2.0,1.0,1,8.603969999999999,1.58965,1.4605,1.54005,1.3436,,,,480.0
21,2018,1,"1 / 170 THOMPSON ROAD, NORTH GEELONG",-38.11557324,144.34277158,3215,203021047,203021047,Apartment,1.0,1.0,1,71.05316,0.16179,1.14389,0.76536,2.23007,,,,230.0
22,2018,12,"1 / 1702 BRIDGEWATER ROAD, CAPE BRIDGEWATER",-38.370522,141.403437,3305,217011420,217011420,Apartment,2.0,1.0,1,376.46656,9.42001,16.04526,43.4003,42.15876,42.23793,42.26495,,250.0
23,2018,11,"1 / 174 MINERVA ROAD, MANIFOLD HEIGHTS",-38.143532,144.329529,3218,203021040,203021040,House,3.0,2.0,1,77.19199,0.49919,0.86262,1.69782,,,,,340.0
24,2018,5,"1 / 19 LANGTREE AVENUE, WANGARATTA",-36.352885,146.301282,3677,204021066,204021066,House,2.0,1.0,1,240.59394,1.39637,0.6166,1.76606,2.6510700000000003,1.66021,1.95956,,185.0
25,2018,4,"1 / 1B SYDENHAM STREET, SEDDON",-37.8042093,144.8866505,3011,213031350,213031350,Apartment,2.0,1.0,1,7.66631,0.80102,,,1.77099,,,,560.0
26,2018,5,"1 / 1B SYDENHAM STREET, SEDDON",-37.8042093,144.8866505,3011,213031350,213031350,Apartment,2.0,1.0,1,7.66631,0.80102,,,1.77099,,,,545.0
27,2018,5,"1 / 209 JASPER ROAD, BENTLEIGH",-37.915577,145.04199,3204,208021174,208021174,House,3.0,2.0,2,17.878790000000002,,0.8044,1.14372,0.83304,,0.98926,,680.0
28,2018,6,"1 / 216 KAMBROOK ROAD, CAULFIELD",-37.887501,145.03366,3162,208021178,208021178,House,2.0,2.0,1,13.70453,1.98497,0.8048200000000001,1.40117,,1.89631,1.73708,,600.0
29,2018,11,"1 / 23 LIVERPOOL ROAD, KILSYTH",-37.804746,145.315361,3137,211051277,211051277,Apartment,2.0,1.0,1,35.55154,0.19473,0.43751,1.31452,,,,0.68063,360.0
30,2018,6,"1 / 24 BRISBANE STREET, MURRUMBEENA",-37.885636,145.067958,3163,208021181,208021181,Apartment,1.0,1.0,1,15.21218,1.91128,0.21563,2.28193,0.5799,,0.61137,,290.0
31,2018,12,"1 / 24 BRISBANE STREET, MURRUMBEENA",-37.885636,145.067958,3163,208021181,208021181,Apartment,1.0,1.0,1,15.21218,1.91128,0.21563,2.28193,0.5799,,0.61137,,290.0
32,2018,9,"1 / 27 SPRING ROAD, CAULFIELD SOUTH",-37.8996646,145.0288835,3162,208021178,208021178,House,3.0,2.0,2,14.868,1.12675,0.98503,0.98626,,2.85917,2.69994,,650.0
33,2018,9,"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,3146,207011150,207011150,Apartment,3.0,1.0,1,14.50249,0.73573,3.03496,,1.64124,,,4.71847,380.0
34,2018,10,"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,3146,207011150,207011150,Apartment,3.0,1.0,1,14.50249,0.73573,3.03496,,1.64124,,,4.71847,380.0
35,2018,9,"1 / 35 DICKENS STREET, ELWOOD",-37.872834,144.983813,3184,206051129,206051129,Apartment,2.0,1.0,1,8.299059999999999,1.65546,1.23737,0.0179,,,1.10532,,480.0
36,2018,10,"1 / 35 DICKENS STREET, ELWOOD",-37.872834,144.983813,3184,206051129,206051129,Apartment,2.0,1.0,1,8.299059999999999,1.65546,1.23737,0.0179,,,1.10532,,480.0
37,2018,10,"1 / 42 MIDDLE ROAD, MARIBYRNONG",-37.767308,144.890537,3032,213031349,213031349,Apartment,2.0,1.0,1,9.17569,0.42455,0.22061,2.49627,,,,2.06172,340.0
38,2018,11,"1 / 42 MIDDLE ROAD, MARIBYRNONG",-37.767308,144.890537,3032,213031349,213031349,Apartment,2.0,1.0,1,9.17569,0.42455,0.22061,2.49627,,,,2.06172,340.0
39,2018,12,"1 / 42 MIDDLE ROAD, MARIBYRNONG",-37.767308,144.890537,3032,213031349,213031349,Apartment,2.0,1.0,1,9.17569,0.42455,0.22061,2.49627,,,,2.06172,340.0
40,2018,1,"1 / 46 STEINFELD STREET, GOLDEN POINT",-37.566787,143.8647739,3451,201011483,201011004,Apartment,1.0,1.0,0,114.19343,0.31964,0.42231,0.00765,,,,,170.0
41,2018,3,"1 / 47 CALDER STREET, MANIFOLD HEIGHTS",-38.144154,144.331284,3218,203021040,203021040,House,4.0,2.0,2,77.46788000000001,0.71839,1.08182,1.91702,,,,,500.0
42,2018,5,"1 / 47 CALDER STREET, MANIFOLD HEIGHTS",-38.144154,144.331284,3218,203021040,203021040,House,4.0,2.0,2,77.46788000000001,0.71839,1.08182,1.91702,,,,,500.0
43,2018,7,"1 / 47 CALDER STREET, MANIFOLD HEIGHTS",-38.144154,144.331284,3218,203021040,203021040,House,4.0,2.0,2,77.46788000000001,0.71839,1.08182,1.91702,,,,,500.0
44,2018,5,"1 / 49 WILSON STREET, CHELTENHAM",-37.961111,145.059196,3192,208031188,208031188,Apartment,2.0,1.0,1,26.99314,1.4691500000000002,0.70385,2.14449,1.5766300000000002,,1.00424,0.95757,475.0
45,2018,6,"1 / 498 REYNOLDS ROAD, RESEARCH",-37.705057,145.176107,3095,209031214,209031214,House,3.0,2.0,3,27.16504,8.941780000000001,0.8806900000000001,1.60731,,,,,540.0
46,2018,1,"1 / 55 VINEY STREET, CLARINDA",-37.93875,145.101891,3169,212041309,212041309,House,3.0,1.0,3,24.81708,1.27257,0.90161,,,,,,460.0
47,2018,1,"1 / 58 BARRINGTON ST, BENTLEIGH EAST",-37.9131899,145.0730107,3165,208021426,208021426,Apartment,2.0,1.0,1,20.73139,2.06424,0.94831,1.97052,,2.27823,,,520.0
48,2018,5,"1 / 58 BARRINGTON ST, BENTLEIGH EAST",-37.9131899,145.0730107,3165,208021426,208021426,Apartment,2.0,1.0,1,20.73139,2.06424,0.94831,1.97052,,2.27823,,,510.0
49,2018,5,"1 / 7 STAFFORD STREET, HERNE HILL",-38.137832,144.322782,3218,203021040,203021040,House,2.0,1.0,1,77.67288,0.37176,1.39678,2.23197,,,,,320.0
50,2018,9,"1 / 724 HAWTHORN ROAD, BRIGHTON EAST",-37.91092,145.01723,3187,208011170,208011170,House,3.0,2.0,1,15.50505,0.75913,0.08707,1.54175,,,,,650.0
51,2018,1,"1 / 77 OGILVIE STREET, ESSENDON",-37.747324,144.892666,3040,206031501,206031114,House,3.0,2.0,2,11.46599,1.48982,1.57149,0.82573,,,,,440.0
52,2018,8,"1 / 88 VIEW STREET, GLENROY",-37.6960116,144.9283001,3046,210031535,210031438,House,2.0,1.0,1,15.26227,0.64971,0.3665,1.19521,,,,,370.0
53,2018,2,"1 / 9 COLONEL STREET, CLAYTON",-37.919616,145.116875,3168,212051568,212051320,Apartment,3.0,2.0,1,23.83905,0.91503,0.9635,0.59186,0.88049,0.63486,0.40966,,440.0
54,2018,11,"1 / 9 COLONEL STREET, CLAYTON",-37.919616,145.116875,3168,212051568,212051320,Apartment,3.0,2.0,1,23.83905,0.91503,0.9635,0.59186,0.88049,0.63486,0.40966,,440.0
55,2018,2,"1 / 9 KINIRY STREET, BOORT",-36.11480209,143.72726348,3537,202031033,202031033,Apartment,1.0,1.0,1,257.54681,0.55318,0.65618,0.56802,0.96737,0.61376,0.6698999999999999,,130.0
56,2018,7,"1 / 9 KINIRY STREET, BOORT",-36.11480209,143.72726348,3537,202031033,202031033,Apartment,1.0,1.0,1,257.54681,0.55318,0.65618,0.56802,0.96737,0.61376,0.6698999999999999,,130.0
57,2018,10,"1 ACUBA CLOSE, ST ALBANS",-37.729606,144.788779,3021,213011334,213011334,House,3.0,2.0,2,24.45502,0.5538200000000001,1.61328,1.4691800000000002,0.7556499999999999,,2.75781,,400.0
58,2018,11,"1 ACUBA CLOSE, ST ALBANS",-37.729606,144.788779,3021,213011334,213011334,House,3.0,2.0,2,24.45502,0.5538200000000001,1.61328,1.4691800000000002,0.7556499999999999,,2.75781,,400.0
59,2018,3,"1 ALEXIA DRIVE, BERWICK",-38.069264,145.348842,3806,212021553,212021294,House,4.0,2.0,2,50.01454,3.51168,0.3635199999999999,1.49505,,,,,430.0
60,2018,5,"1 ALMA AVENUE, ALTONA MEADOWS",-37.86962,144.786918,3028,213021342,213021342,House,3.0,1.0,2,23.55871,0.3671999999999999,0.68125,,,,,,350.0
61,2018,4,"1 ALMA ST, NYAH WEST",-35.1862776,143.3530015,3595,215031405,215031405,House,2.0,1.0,0,369.87819,18.448400000000003,1.02063,,1.1841700000000002,56.16805,1.03871,,155.0
62,2018,4,"1 ALMA STREET, NYAH WEST",-35.186278,143.353001,3595,215031405,215031405,Apartment,2.0,1.0,1,369.87819,18.448400000000003,1.02063,,1.1841700000000002,56.16805,1.03871,,155.0
63,2018,2,"1 ARMADALE DRIVE, NARRE WARREN",-38.035506,145.308599,3805,212021456,212021456,House,3.0,1.0,2,43.96049,0.25261,1.11437,4.682060000000001,1.64403,,,2.69024,350.0
64,2018,3,"1 ARMADALE DRIVE, NARRE WARREN",-38.035506,145.308599,3805,212021456,212021456,House,3.0,1.0,2,43.96049,0.25261,1.11437,4.682060000000001,1.64403,,,2.69024,350.0
65,2018,3,"1 ASHBROOK WAY, CRANBOURNE WEST",-38.10861,145.265177,3977,212031304,212031304,House,4.0,2.0,2,51.93514,3.11794,3.39315,3.06377,,,,,410.0
66,2018,4,"1 ASHBROOK WAY, CRANBOURNE WEST",-38.10861,145.265177,3977,212031304,212031304,House,4.0,2.0,2,51.93514,3.11794,3.39315,3.06377,,,,,410.0
67,2018,7,"1 ASHBROOK WAY, CRANBOURNE WEST",-38.10861,145.265177,3977,212031304,212031304,House,4.0,2.0,2,51.93514,3.11794,3.39315,3.06377,,,,,410.0
68,2018,11,"1 AVIARY COURT, STRATHDALE",-36.772684,144.312206,3550,202011020,202011020,Apartment,2.0,1.0,1,154.11747,3.3208800000000003,1.0635899999999998,1.44576,,,,,240.0
69,2018,10,"1 AVON COURT, BUNDOORA",-37.70581,145.055805,3083,209011196,209011196,House,3.0,1.0,1,16.2791,0.99519,0.93857,0.88303,,,,1.88991,360.0
