Place_Names,Longitude,Latitude
ALAMEIN PRIMARY SCHOOL,145.08041998846,-37.8670699907878
NUNAWADING PRIMARY SCHOOL,145.166989995968,-37.8074699893922
CRINIGAN ROAD PRIMARY SCHOOL,146.417369975229,-38.217899996647
SPRINGBANK PRIMARY SCHOOL,144.052650002951,-37.5320699951401
WATTLE PARK PRIMARY SCHOOL,145.097370006191,-37.8426399858036
OMEO PRIMARY SCHOOL,147.593079972273,-37.100219962739
Newcombe Park Primary School,144.394959975424,-38.1651499943995
MEADOWBANK PRIMARY SCHOOL,144.929029989192,-37.6879000023026
PLENTY PARKLANDS PRIMARY SCHOOL,145.076939991617,-37.6697200043225
MOUNT PROSPECT PRIMARY SCHOOL,144.018479985459,-37.3781799929788
TIMBARRA PRIMARY SCHOOL,148.039589906549,-37.3104000207747
LYNDALE PRIMARY SCHOOL,145.204649959042,-37.9650499989772
ANGLESEA PRIMARY SCHOOL,144.191839920984,-38.3967802604823
FITZROY PRIMARY SCHOOL,144.981509979002,-37.7995999945814
JELLS PARK PRIMARY SCHOOL,145.192849986972,-37.9028399937742
ANDERSONS CREEK PRIMARY SCHOOL,145.207679985435,-37.7482199978425
KNOWSLEY PRIMARY SCHOOL,144.586529984921,-36.822349994755
KONGWAK PRIMARY SCHOOL,145.712869976375,-38.5151100011369
KOO-WEE-RUP PRIMARY SCHOOL,145.492919976778,-38.1956799975622
GLEN ALVIE PRIMARY SCHOOL,145.64348002358,-38.4987399990891
KOONDROOK PRIMARY SCHOOL,144.1298699979,-35.6348699000866
CLARINDA PRIMARY SCHOOL,145.10291999597,-37.9269999887086
CLAYTON PRIMARY SCHOOL,145.127369958978,-37.92456999738
CLAYTON WEST PRIMARY SCHOOL,145.106809989896,-37.9215099909427
FERNTREE GULLY NORTH PRIMARY SCHOOL,145.29941997155,-37.8747899960082
MELTON WEST PRIMARY SCHOOL,144.56748996485,-37.677479994847
MENTONE PRIMARY SCHOOL,145.067969984922,-37.9829499946479
PAYNESVILLE PRIMARY SCHOOL,147.714699990409,-37.911279995532
PEARCEDALE PRIMARY SCHOOL,145.23196997582,-38.2030099973408
PEARSONDALE PRIMARY SCHOOL,147.00237003379,-38.1315099862706
TRAFALGAR EAST PRIMARY SCHOOL,146.192369989034,-38.1801300017985
PEMBROKE PRIMARY SCHOOL,145.327239975377,-37.7968000004653
PENDERS GROVE PRIMARY SCHOOL,145.014270010223,-37.7545200005454
PENTLAND PRIMARY SCHOOL,144.423179966107,-37.6558599961271
ALEXANDRA PRIMARY SCHOOL,145.711699976831,-37.1925699988233
ALTONA NORTH PRIMARY SCHOOL,144.849169977943,-37.8369800007934
ANAKIE PRIMARY SCHOOL,144.255109977536,-37.9126699946564
DRUMMOND PRIMARY SCHOOL,144.330180009661,-37.2357000013775
FAIRFIELD PRIMARY SCHOOL,145.020399987608,-37.7779900001115
HUNTINGDALE PRIMARY SCHOOL,145.102359989597,-37.9130799895839
BENDOC PRIMARY SCHOOL,148.882920039506,-37.1467899853223
Munro Primary School,147.189590000795,-37.9012399932564
BROOKLYN PRIMARY SCHOOL,144.850419966574,-37.8198499997722
DEBNEY MEADOWS PRIMARY SCHOOL,144.935149945523,-37.7859899953292
LALOR PRIMARY SCHOOL,145.025390013476,-37.670080000783
NEW GISBORNE PRIMARY SCHOOL,144.596580015452,-37.4628899964545
LANG VIEW PRIMARY SCHOOL,145.721529957875,-38.2373499960505
BUCHAN SOUTH PRIMARY SCHOOL,148.122089970554,-37.5470699959667
BRUNSWICK SOUTH PRIMARY SCHOOL,144.972539984828,-37.7787000008381
DEVON MEADOWS PRIMARY SCHOOL,145.3013799742,-38.1620299949201
DHURRINGILE PRIMARY SCHOOL,145.239790024501,-36.5432000024608
GRANYA PRIMARY SCHOOL,147.321809974479,-36.1070698340138
GRAVEL HILL PRIMARY SCHOOL,144.279030005723,-36.7609600020313
BRUTHEN PRIMARY SCHOOL,147.833489969382,-37.7042099957034
HASTINGS PRIMARY SCHOOL,145.189469964522,-38.2996999959856
HAWKSBURN PRIMARY SCHOOL,144.99847996292,-37.8467899960357
HAZELWOOD ESTATE PRIMARY SCHOOL,146.377920012793,-38.3129000013064
BALLAN PRIMARY SCHOOL,144.231099986975,-37.6016799971653
BALLIANG EAST PRIMARY SCHOOL,144.415350017887,-37.7949799934706
MONTEREY PRIMARY SCHOOL,145.15763998254,-38.1251299947095
WINTON SWAMP,145.129889998444,-37.7249199983154
MONTROSE PRIMARY SCHOOL,145.343689979274,-37.808099998685
POWLETT RIVER PRIMARY SCHOOL,145.546199971781,-38.5603500025623
PRAHRAN PRIMARY SCHOOL,144.988199969314,-37.8503999963541
WUNGHNU PRIMARY SCHOOL,145.430599994098,-36.1506600272525
YACKANDANDAH PRIMARY SCHOOL,146.836459992777,-36.3120999830234
TEAL POINT PRIMARY SCHOOL,144.084029902492,-35.6840100024381
RUTHVEN PRIMARY SCHOOL,144.995700012073,-37.7026300029505
BOUNDARY BEND PRIMARY SCHOOL,143.15041999844,-34.7156799855782
FYANS PARK PRIMARY SCHOOL,144.326860000642,-38.1537999998427
KANGAROO FLAT PRIMARY SCHOOL,144.234089993555,-36.7876800022612
KANGAROO GROUND PRIMARY SCHOOL,145.214660006438,-37.6917399979751
KARINGAL HEIGHTS PRIMARY SCHOOL,145.166809970117,-38.1414799944446
KATANDRA WEST PRIMARY SCHOOL,145.560719978895,-36.2254700089054
BAYNTON PRIMARY SCHOOL,144.641259973671,-37.1401300044223
BAYSWATER NORTH PRIMARY SCHOOL,145.295619977309,-37.8287999964578
BAYSWATER PRIMARY SCHOOL,145.259359974993,-37.8433099980228
BAYSWATER WEST PRIMARY SCHOOL,145.253049970451,-37.8490699966197
BEACONSFIELD PRIMARY SCHOOL,145.371639977586,-38.0486299971312
BEACONSFIELD UPPER PRIMARY SCHOOL,145.414759980023,-37.9953999978256
ANTWERP PRIMARY SCHOOL,142.025980018385,-36.2965099820386
APPIN SOUTH PRIMARY SCHOOL,143.869589972879,-35.9248499862265
BOINKA PRIMARY SCHOOL,141.60431005935,-35.2001299537654
RAGLAN PRIMARY SCHOOL,143.347649981271,-37.3634599935794
RAINBOW PRIMARY SCHOOL,141.995150043557,-35.8962400397786
RED CLIFFS PRIMARY SCHOOL,142.185309989581,-34.3115700332393
MINYIP PRIMARY SCHOOL,142.584100005741,-36.4627099800747
BESSIEBELLE PRIMARY SCHOOL,141.960150003722,-38.1553999997826
BEVERFORD PRIMARY SCHOOL,143.47891001594,-35.2324799071452
MURTOA PRIMARY SCHOOL,142.468760014316,-36.6165099803233
POOLAIJELO PRIMARY SCHOOL,141.099870085885,-37.2120700894744
PORTLAND NORTH PRIMARY SCHOOL,141.572330103866,-38.3176400003557
PORTLAND SOUTH PRIMARY SCHOOL,141.610620002788,-38.3652700077245
NIRRANDA EAST PRIMARY SCHOOL,142.841260023462,-38.4803999876709
NIRRANDA SOUTH PRIMARY SCHOOL,142.800419947462,-38.5359599845714
NOORAT PRIMARY SCHOOL,142.928739996731,-38.1907499941593
MURRAYVILLE PRIMARY SCHOOL,141.181530029118,-35.2628999315667
