bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price
2,2,,,2009/639 Little Lonsdale Street Melbourne VIC 3000,-37.8141942,144.9521662,$650
1,,,,710/639 Little Lonsdale Street Melbourne VIC 3000,-37.8141942,144.9521662,$500
1,,1,,8101/228 Latrobe Street Melbourne VIC 3000,-37.8097688,144.9624585,$650
2,,,,828/139 Lonsdale Street Melbourne VIC 3000,-37.8107954,144.9683039,$450 per week
1,,,,2007B/639 Little Lonsdale Street Melbourne VIC 3000,-37.8141942,144.9521662,$460 Per Week
2,,,,1707/155 Franklin Street Melbourne VIC 3000,-37.8088259,144.9595488,$550
2,,,,2105/39 Lonsdale Street Melbourne VIC 3000,-37.80992639999999,144.9711317,$440 pw
2,,,,2804/38 Rose Lane Melbourne VIC 3000,-37.8148884,144.9542283,$580 per week - Fully Furnished
2,,,,1313/268 Flinders Street Melbourne VIC 3000,-37.8178134,144.9655688,$350 per week
2,2,,,2803/318 Russell Street Melbourne VIC 3000,-37.8091709,144.966801,$720 per week
,,1,,135 Abekcett Street Melbourne VIC 3000,-37.8097879,144.9596466,$270 per month
2,,,,1109/225 Elizabeth Street Melbourne VIC 3000,-37.8132308,144.9623173,$550 per week
2,,1,,4908/33 ROSE LANE Melbourne VIC 3000,-37.8150137,144.9538694,$600
2,2,,,907/270 King Street Melbourne VIC 3000,-37.813751,144.9550317,$500 per week
1,,,,609/16 Liverpool Street Melbourne VIC 3000,-37.8110844,144.9714663,$450 per week
2,,,,2807/81 Abeckett Street Melbourne VIC 3000,-37.8092252,144.9613779,$680
2,,,,5905/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$580
2,2,,,2401/8 Franklin Street Melbourne VIC 3000,-37.8074591,144.9619559,$670 per week
2,,,,148/139 Lonsdale Street Melbourne VIC 3000,-37.8107954,144.9683039,$350 per week
1,,,,3702/601 Little Lonsdale Street Melbourne VIC 3000,-37.8137564,144.9537143,$440.00
1,,1,58m²,5003/464-466 Collins Street Melbourne VIC 3000,-37.81755500000001,144.958633,$550 Per Week
2,,1,,2402/11 Rose Lane Melbourne VIC 3000,-37.815446,144.9541165,$550 per week
2,,1,,3104/22 Jane Bell Lane Melbourne VIC 3000,-37.8102205,144.9662652,$700 pw
1,,1,,912/87 Franklin Street Melbourne VIC 3000,-37.8079392,144.9617069,$450 per week
,,,,77/546 Flinders Street Melbourne VIC 3000,-37.8205058,144.9561717,$249
1,,,,205/500 Flinders Street Melbourne VIC 3000,-37.8200193,144.9578273,$400 per week
1,,,,602/593 Elizabeth Street Melbourne VIC 3000,-37.8044743,144.9582027,$290.00 per week
1,,,,1610/333 Exhibition St Melbourne VIC 3000,-37.8078948,144.9685862,$480
1,,,,1011/225 Elizabeth Street Melbourne VIC 3000,-37.8132308,144.9623173,$430 per week
2,,,,405/325 Collins Street Melbourne VIC 3000,-37.8166442,144.9635498,$420.00 per week
1,,,,1204/333 Exhibition St Melbourne VIC 3000,-37.8078948,144.9685862,$480
2,,,,3303/462 Elizabeth Street Melbourne VIC 3000,-37.807859,144.960611,$600
1,,,,0614/233 Collins St Melbourne VIC 3000,-37.8160052,144.9661758,$400
1,,,,0811/233 Collins St Melbourne VIC 3000,-37.8160052,144.9661758,$420
2,,,,1402/135 A'Beckett Street Melbourne VIC 3000,-37.8097879,144.9596466,$600 **INSPECTION UPON REQUEST**
2,,,,3X09/33 Rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$600/W Furnished
1,,,,3108/500 Elizabeth St Melbourne VIC 3000,-37.8072443,144.9602814,$410
3,2,1,,3113/639 Lonsdale Street Melbourne VIC 3000,-37.8150689,144.9534096,$950.00
2,,,,605/455 Elizabeth Street Melbourne VIC 3000,-37.8084293,144.9602064,$500 per week
2,2,2,,55/1 Albert Road Melbourne VIC 3000,-37.833957,144.972793,$950 Per Week
,,1,,228 La Trobe St Melbourne VIC 3000,-37.8097514,144.9626141,70pw
1,,,,3304/639 Lonsdale Street Melbourne VIC 3000,-37.8150689,144.9534096,$450 per week
1,,1,,CARPARK/200 Spencer Street Melbourne VIC 3000,-37.8163003,144.953168,$55 per week
2,,1,,1108/68 La Trobe Street Melbourne VIC 3000,-37.8083648,144.9667899,$550 per week
2,2,1,,1003/270 King Street Melbourne VIC 3000,-37.813751,144.9550317,$560.00 per week
2,2,,,2304/33 Mackenzie Street Melbourne VIC 3000,-37.80772140000001,144.966885,$600 per week
2,,,,1707/243 Franklin Street Melbourne VIC 3000,-37.809763,144.9569891,$480 per week
1,,,,2704/350 William Street Melbourne VIC 3000,-37.8112344,144.9564823,$400 **1 BEDROOM 1 BATHROOM APT**
2,,,,202/601 Little Collins Street Melbourne VIC 3000,-37.8179283,144.9548393,$500 Per Week
1,,,,4703/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$500.00
2,,,,Unit 913/39 Lonsdale St Melbourne VIC 3000,-37.80992639999999,144.9711317,$420 per week
2,,1,,Unit 1201/555 Flinders St Melbourne VIC 3000,-37.8209711,144.9564827,$430 Per Week
2,2,1,,302/20 Queens Road Melbourne VIC 3000,-37.8406236,144.9752271,$650
1,,,,204/445 Elizabeth Street Melbourne VIC 3000,-37.8086858,144.9602751,$220 pw
1,,,,1311/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$630/W Furnished
2,,,,233 Collins Street Melbourne VIC 3000,-37.8160052,144.9661758,$470 per week
,,1,,Carpark2810/81 A'Beckett street Melbourne VIC 3000,-37.809678,144.9593125,$60 per week
2,,,,G08/68 La Trobe Street Melbourne VIC 3000,-37.8083648,144.9667899,$550 pw
2,,,,2108/11 Rose Lane Melbourne VIC 3000,-37.815446,144.9541165,$600.00
1,,,,2806/27 Lt Collins Street Melbourne VIC 3000,-37.8128985,144.9727786,$500 weekly
1,,1,,10/17 Queens Road Melbourne VIC 3000,-37.839809,144.9744569,$380 pw
2,2,1,,3604/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550.00 per week
1,,,,8/287-293 Exhibition Street Melbourne VIC 3000,-37.809081,144.968908,$420 per week
1,,,,34/546 Flinders Street Melbourne VIC 3000,-37.8205058,144.9561717,$260 per week.
1,,,,4703/157 A'Bekcett Street Melbourne VIC 3000,-37.8099156,144.9591846,$650/W Furnished Optinal
2,,1,,2901/11 Rose Lane Melbourne VIC 3000,-37.815446,144.9541165,$575 per week
2,,1,,1609/31 ABeckett Street Melbourne VIC 3000,-37.8088893,144.9625546,$550.00 per week
1,,,,2102/25 Therry Street Melbourne VIC 3000,-37.8069574,144.9610991,$480 per week
2,2,1,,4808/639 Little Lonsdale Street Melbourne VIC 3000,-37.8141942,144.9521662,$700
1,,,,2913/80 A'beckett Street Melbourne VIC 3000,-37.8089991,144.9610792,$480 weekly
2,2,,,260 Spencer St Melbourne VIC 3000,-37.814564,144.9522856,$680
1,,,,211A/441 Lonsdale Street Melbourne VIC 3000,-37.8134292,144.9594445,$300 Per Week
,,,,1403/325 Collins Street Melbourne VIC 3000,-37.8166442,144.9635498,$395 per week
2,2,2,,102/8 Bligh Place Melbourne VIC 3000,-37.817252,144.963903,$890.00 per week
2,2,1,,4804/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$580 per weekly - Unfurnished
2,,1,,601/340 Russell Street Melbourne VIC 3000,-37.8081039,144.9662462,$570.00 per week
2,2,1,,205/20 Queens Rd Melbourne VIC 3000,-37.8406236,144.9752271,$750
1,,,,1207/268 Flinders Street Melbourne VIC 3000,-37.8178134,144.9655688,$300 Per Week
1,,1,,1603/565 Flinders Street Melbourne VIC 3000,-37.8210586,144.9559072,$430 per week
,,1,,Carpark3908/135 A'Beckett street Melbourne VIC 3000,-37.809678,144.9593125,$60 per week
2,,,,2801/31 A'Beckett Street Melbourne VIC 3000,-37.8088893,144.9625546,$540 weekly
2,,,,508/455 Elizabeth Street Melbourne VIC 3000,-37.8084293,144.9602064,$430 per week
1,,1,,Carpark/33 Rose Lane Melbourne VIC 3000,-37.8154398,144.9540383,$55 per week
2,,1,,1904/22-24 Jane Bell Lane Melbourne VIC 3000,-37.8102205,144.9662652,550
,,1,,Carpark5503/135 A'Beckett street Melbourne VIC 3000,-37.809678,144.9593125,$60 per week
1,,1,,110/133 Bourke Street Melbourne VIC 3000,-37.81263750000001,144.9693068,$1155pw - Stay 1 mth+
1,,1,,110/250 Elizabeth Street Melbourne VIC 3000,-37.812564,144.9628184,$1085pw - Stay 1 mth+
2,2,,,3806/500 Elizabeth St Melbourne VIC 3000,-37.8072443,144.9602814,$650 weekly
1,,,,3706/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$650 Fully Furnished
2,,,,703/380 Little Lonsdale Street Melbourne VIC 3000,-37.8121026,144.9581291,$550 per week
2,2,,,5901/462 Elizabeth St Melbourne VIC 3000,-37.807859,144.960611,$650
2,2,1,,1310/7 Katherine Place Melbourne VIC 3000,-37.8201858,144.9564628,$550 per week
1,,1,,7021Y/220 Spencer Street Melbourne VIC 3000,-37.8157157,144.9529559,$55 per week
2,2,1,,803/108 Flinders Street Melbourne VIC 3000,-37.8161924,144.971196,$650 per week
4,2,,,206/639 Little Bourke Street Melbourne VIC 3000,-37.8161004,144.9535691,$650pw/$2998pcm
2,,,,3408/33 rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$550.00
,,,,310/268 Flinders Street Melbourne VIC 3000,-37.8178134,144.9655688,$280
3,2,2,,UNIT 2707/35 SPRING STREET Melbourne VIC 3000,-37.8141725,144.9740049,"$2,050"
,,,,47/546 Flinders Street Melbourne VIC 3000,-37.8205058,144.9561717,$220
2,,,,2602/560 Flinders Street Melbourne VIC 3000,-37.8205932,144.9557846,$650 Per Week
2,2,1,,5008/639 Little lonsdale street Melbourne VIC 3000,-37.8141942,144.9521662,$750 per week
4,2,2,,241/538 Little Lonsdale Street Melbourne VIC 3000,-37.8136966,144.953207,"$1,400 per week"
1,,,,4106/220 Spencer Street Melbourne VIC 3000,-37.8157157,144.9529559,$280.00 per week
1,,,,206/118 Franklin Street Melbourne VIC 3000,-37.8082052,144.9589035,$350 per week
2,2,,,4610/371 Little Lonsdale Street Melbourne VIC 3000,-37.8117708,144.9609302,$700/W Unfurnished
2,,,,303/263 Franklin Street Melbourne VIC 3000,-37.8095502,144.9566201,$550 weekly
1,,,,402/243 Franklin Street Melbourne VIC 3000,-37.8096191,144.9560827,$345 weekly
1,,,,307/243 Franklin Street Melbourne VIC 3000,-37.8096191,144.9560827,$420 weekly
1,,,,609/243 Franklin Street Melbourne VIC 3000,-37.8096191,144.9560827,$350 weekly
1,,,,612/253 Franklin Street Melbourne VIC 3000,-37.8095025,144.9566681,$360 weekly
1,,,,603/299 King Street Melbourne VIC 3000,-37.8133028,144.9540473,Furnished $500/Week
2,,,,3101/31 Abeckett Street Melbourne VIC 3000,-37.8088893,144.9625546,$520/PW
1,,,,1503/181 ABeckett Street Melbourne VIC 3000,-37.8101564,144.9581958,$370.00
2,,,,0203/233 Collins St Melbourne VIC 3000,-37.8160052,144.9661758,$520
2,2,,,2211/33 Rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$560 per week
1,,,,3108/127-141 A'beckett Street Melbourne VIC 3000,-37.8097648,144.9598157,$500 pw
1,,,,4413/80 A'beckett Street Melbourne VIC 3000,-37.8089991,144.9610792,$410 per week
2,,,,2606/483 Swanston Street Melbourne VIC 3000,-37.8072179,144.9623358,$680 per week
2,2,,,3711/157 Abeckett Street Melbourne VIC 3000,-37.8099156,144.9591846,$730 per week
2,,,,2504/442 Elizabeth Street Melbourne VIC 3000,-37.8082901,144.9608496,$600 per week
1,,,,1404/7 Katherine Place Melbourne VIC 3000,-37.8201858,144.9564628,$465 per week
2,2,,,2703/8 Exploration Lane Melbourne VIC 3000,-37.8091129,144.9684545,$530 per week
1,,1,,507/318 Little Lonsdale Street Melbourne VIC 3000,-37.8115806,144.9602845,$400 per week
1,,,,1510/22-24 Jane Bell Lane Melbourne VIC 3000,-37.8102205,144.9662652,$495 per week
2,,,,1214/22-24 Jane Bell Lane Melbourne VIC 3000,-37.8102205,144.9662652,$530 per week
1,,,,2304/250 Elizabeth Street Melbourne VIC 3000,-37.812564,144.9628184,$460 per week
2,2,,,1104/23 Mackenzie Street Melbourne VIC 3000,-37.8075453,144.9673268,$650 per week
2,,1,,5/181 Franklin Street Melbourne VIC 3000,-37.8090958,144.958276,$550.00 per week
1,,,,593 Elizabeth Street Melbourne VIC 3000,-37.8044743,144.9582027,From $250.00 per week
,,,,208A/441 Lonsdale Street Melbourne VIC 3000,-37.8134292,144.9594445,$300.00 per week
,,1,,CP L5C15/135 A'Beckett Street Melbourne VIC 3000,-37.809678,144.9593125,$50
1,,1,,1501/568 St Kilda Road Melbourne VIC 3000,-37.8471627,144.978741,$430 per week
2,,,,2104/38 Rose Lane Melbourne VIC 3000,-37.8148884,144.9542283,$550
2,,,,803/228 Abeckett Street Melbourne VIC 3000,-37.8103101,144.9566423,$525 per week
1,,,,602/141 La Trobe Street Melbourne VIC 3000,-37.8087593,144.9674745,$400 per week
3,2,1,,7302/462 Elizabeth Street Melbourne VIC 3000,-37.807859,144.960611,"$3,100 per week"
3,2,,,3803/483 Swanston Street Melbourne VIC 3000,-37.8073886,144.962087,"$2,000"
2,,,,714/268 Flinders Street Melbourne VIC 3000,-37.8178283,144.9655259,"$1,000"
4,4,3,,231/299 Queen Street Melbourne VIC 3000,-37.8114187,144.9587916,"$2,600.00"
1,,,,603/2 Queen Street Melbourne VIC 3000,-37.8185746,144.9627257,Contact Agent
1,,1,,1706/200 Spencer Street Melbourne VIC 3000,-37.816228,144.9532465,$854pw - Stay 1 mth+
2,,,,5708/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550/week
,,1,,CP1507/442 Elizabeth Street Melbourne VIC 3000,-37.8090217,144.9608512,$50
1,,,,394 Collins Street Melbourne VIC 3000,-37.816819,144.9611835,$550
1,,,,81 Abeckett Street Melbourne VIC 3000,-37.8092252,144.9613779,$500
1,,1,,110/68 La Trobe Street Melbourne VIC 3000,-37.8083648,144.9667899,$60 per week
2,,,,327 La Trobe Street Melbourne VIC 3000,-37.8109622,144.959802,Available soon
1,,1,,215/181 Exhibition Street Melbourne VIC 3000,-37.8114561,144.970058,$60 per week
2,,,,514/199 William Street Melbourne VIC 3000,-37.81456,144.9574098,$600
2,,,,1408/483 Swanston Street Melbourne VIC 3000,-37.8072179,144.9623358,$550 per week
1,,1,,CARPARK/442 Elizabeth Street Melbourne VIC 3000,-37.8083542,144.9607272,$60 per week
,,1,,Carpark2608/135 A'Beckett street Melbourne VIC 3000,-37.809678,144.9593125,$60
2,2,,,3403/371 Little Lonsdale Street Melbourne VIC 3000,-37.8117708,144.9609302,$650 per week
3,2,1,,4313/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$900.00
2,2,,,302/60 A'Beckett Street Melbourne VIC 3000,-37.8087388,144.9614417,$590
1,,,,2404/350 William Street Melbourne VIC 3000,-37.8112344,144.9564823,$460.00
1,,,,2804/181 ABeckett Street Melbourne VIC 3000,-37.8101564,144.9581958,$370.00
2,,,,4303/285 La Trobe Street Melbourne VIC 3000,-37.810735,144.9608179,$600 per week
2,2,1,,1011/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$600.00
2,,,,4803/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$700
1,,,,1216/199 William Street Melbourne VIC 3000,-37.8145042,144.9576035,$500 per week
2,,,,1404/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$580 per week
2,,,,1307/155 Franklin Street Melbourne VIC 3000,-37.8088259,144.9595488,$580 per week
1,,1,,31/398 La Trobe Street Melbourne VIC 3000,-37.8109426,144.9578145,$450 per week
2,,1,,1002/483 Swanston Street Melbourne VIC 3000,-37.8072179,144.9623358,$580.00
2,2,1,,7/7 Drewery Lane Melbourne VIC 3000,-37.8110742,144.9639021,$680 per week
2,2,1,,1007/565 Flinders Street Melbourne VIC 3000,-37.8210586,144.9559072,$650 per week
2,,1,,5403/135 A'Beckett Street Melbourne VIC 3000,-37.8097879,144.9596466,$600 per week
2,2,1,,2802/160 Spencer Street Melbourne VIC 3000,-37.8172652,144.953648,$800 per week
2,,,,2404/8 Franklin Street Melbourne VIC 3000,-37.8074591,144.9619559,$590.00
3,2,1,,6/410 Queen Street Melbourne VIC 3000,-37.8090899,144.9582169,$695 per week
1,,1,,406/393 Spencer Street Melbourne VIC 3000,-37.8113249,144.950247,$520 per week *Fully Furnished*
2,2,,,3510/500 Elizabeth Street Melbourne VIC 3000,-37.8072443,144.9602814,$580 per week
1,,1,,503/368 Little Collins Street Melbourne VIC 3000,-37.8152818,144.9622623,$450 per week
1,,,,2203/601 Little Lonsdale Street Melbourne VIC 3000,-37.8137564,144.9537143,$430.00
1,,,,4106/601 Little Lonsdale Street Melbourne VIC 3000,-37.8137564,144.9537143,$480.00
2,2,1,,7910/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$950 per week
2,2,1,,2910/118-134 ABeckett Street Melbourne VIC 3000,-37.809359,144.959739,$650.00
2,2,1,,4407/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$620.00
1,,,,3804/639 Lonsdale Street Melbourne VIC 3000,-37.8150689,144.9534096,$400 per week
1,,,,603/25-33 Wills Street Melbourne VIC 3000,-37.8107757,144.9569269,$450 per week
1,,,,205/442 Elizabeth Street Melbourne VIC 3000,-37.8082901,144.9608496,$500 per week
1,,,,62/546 Flinders Street Melbourne VIC 3000,-37.8205058,144.9561717,$280
1,,,,2405/466 Collins st Melbourne VIC 3000,-37.81755500000001,144.958633,$550
1,,1,,1307/280 Spencer Street Melbourne VIC 3000,-37.8139297,144.952069,$450 per week
1,,,,4809/398 Elizabeth Street Melbourne VIC 3000,-37.8093316,144.9613227,$450.00
2,,,,2904/285 La Trobe Street Melbourne VIC 3000,-37.810735,144.9608179,$550 per week
2,,,,708/243 Franklin Street Melbourne VIC 3000,-37.809763,144.9569891,$480 weekly
2,,,,2010/442 Elizabeth Street Melbourne VIC 3000,-37.8082901,144.9608496,$650 per week *Fully Furnished*
2,,,,3604/36 La Trobe Street Melbourne VIC 3000,-37.8081637,144.967594,$550/week
2,,1,,3003/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$850 per week
2,,,,217/339 Swanston St Melbourne VIC 3000,-37.8103818,144.9638079,$370
