16064379,Rent,$370 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,0,"1106/555 Flinders Street, Melbourne",MELBOURNE,3000,-37.8209724,144.956482
16064243,Rent,$500 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,1,"2901/200 Spencer Street, Melbourne",MELBOURNE,3000,-37.816227,144.953247
16063884,Rent,$2500 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,3.0,3.0,2,"5401/464 Collins Street, Melbourne",MELBOURNE,3000,-37.8175621,144.958588
16063772,Rent,$450.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,0,"405/39 Queen Street, Melbourne",MELBOURNE,3000,-37.8178864,144.961731
16063139,Rent,$530,ApartmentUnitFlat,Melbourne City Council - Greater Area,3.0,2.0,0,"625/118 Franklin Street, Melbourne",MELBOURNE,3000,-37.8082047,144.958908
16062720,Rent,$550 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"1206/118 Russell Street, Melbourne",MELBOURNE,3000,-37.8135872,144.968719
16062428,Rent,$680,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,2.0,0,"1411/120 A Beckett St, Melbourne",MELBOURNE,3000,-37.8093071,144.959732
16062291,Rent,$360 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,0,"505/296 Flinders Street, Melbourne",MELBOURNE,3000,-37.81804,144.964325
16061056,Rent,$350 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"1313/268 Flinders Street, Melbourne",MELBOURNE,3000,-37.8178139,144.965576
16059629,Rent,$680,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"2807/81 Abeckett Street, Melbourne",MELBOURNE,3000,-37.809227,144.96138
16058347,Rent,$550 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,1,"5003/464-466 Collins Street, Melbourne",MELBOURNE,3000,-37.8175545,144.958633
16057832,Rent,$450 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,1,"912/87 Franklin Street, Melbourne",MELBOURNE,3000,-37.8079376,144.9617
16056270,Rent,$430 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,0,"1011/225 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.8132324,144.962311
16056028,Rent,$420.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"405/325 Collins Street, Melbourne",MELBOURNE,3000,-37.8166428,144.963547
16055187,Rent,$410,ApartmentUnitFlat,Melbourne City Council - Greater Area,1.0,1.0,0,"3108/500 Elizabeth St, Melbourne",MELBOURNE,3000,-37.8072433,144.960281
16055041,Rent,$370,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"217/339 Swanston St, Melbourne",MELBOURNE,3000,-37.8103828,144.9638
16055028,Rent,$950.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,3.0,2.0,1,"3113/639 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8150673,144.953415
16054661,Rent,$550 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,2.0,1,"808/565 Flinders Street, Melbourne",MELBOURNE,3000,-37.82106,144.9559
16054304,Rent,$950 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,2.0,2,"55/1 Albert Road, Melbourne",MELBOURNE,3000,-37.8339577,144.9728
16049068,Rent,$420 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,0,"Unit 913/39 Lonsdale St, Melbourne",MELBOURNE,3000,-37.8099251,144.97113
16049005,Rent,$430 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,1.0,1,"Unit 1201/555 Flinders St, Melbourne",MELBOURNE,3000,-37.8209724,144.956482
16044643,Rent,$525.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,2.0,2.0,1,"925/555 Flinders Street, Melbourne",MELBOURNE,3000,-37.8209724,144.956482
