bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price
2.0,2.0,,,3905/11 Bale Circuit Southbank VIC 3006,-37.8261356,144.9628643,$650 per week
2.0,2.0,1.0,,2113/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00
3.0,2.0,2.0,,70/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$800.00
2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.9636789,$580 per week
2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.9636789,$580 per week
2.0,2.0,1.0,,3802/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$680.00
2.0,2.0,1.0,,601/39 Coventry Street Southbank VIC 3006,-37.8294033,144.9692407,$585
2.0,2.0,,,5112/70 Southbank Boulevard Southbank VIC 3006,-37.8231931,144.9639881,$580pw - Great Views and NBN connection Paid for
2.0,2.0,,,1206/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$520.00
2.0,2.0,1.0,,1703/163 City Road Southbank VIC 3006,-37.8243289,144.9626463,$650
2.0,2.0,1.0,,2406/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$560.00
2.0,2.0,2.0,,1705/283 City Road Southbank VIC 3006,-37.82730979999999,144.9588705,$650
2.0,2.0,1.0,,1009/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.9636789,$600
2.0,2.0,,,4704/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,$650 per week
2.0,2.0,,,1703/70 Southbank Boulevard Southbank VIC 3006,-37.8231931,144.9639881,$560 per week *Unfurnished*
2.0,2.0,1.0,,702/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00
2.0,2.0,1.0,,2609/118 Kavanagh Street Southbank VIC 3006,-37.8255001,144.9621299,$590.00
3.0,2.0,1.0,,1100/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$690.00
2.0,2.0,1.0,,343/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$570.00
2.0,2.0,,,5308/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,Contact agent
2.0,2.0,1.0,,2404/45 Haig St Southbank VIC 3006,-37.8270615,144.9574341,$670 per week
2.0,2.0,1.0,,4404/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.9636789,$680.00
2.0,2.0,,,1213/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.9636789,$630.00
2.0,2.0,,,1701/250 City Road Southbank VIC 3006,-37.8257343,144.9596645,$550 per week
2.0,2.0,1.0,,2003/133 City Road Southbank VIC 3006,-37.8232789,144.9635192,$640
2.0,2.0,1.0,,1302/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$690 pw *Fully Furnished
2.0,2.0,1.0,,1002/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$625 pw / $2716 pm
3.0,2.0,2.0,,7406/70 Southbank Boulevard Southbank VIC 3006,-37.8231931,144.9639881,"$1,150 per week"
2.0,2.0,1.0,,1605/152 Sturt Street Southbank VIC 3006,-37.8252463,144.9657228,$580
2.0,2.0,1.0,,1202B/58 Dorcas Street Southbank VIC 3006,-37.8306092,144.9681128,$600 pw
2.0,2.0,,,3516/70 Southbank Boulevard Southbank VIC 3006,-37.8231931,144.9639881,$600 weekly
2.0,2.0,1.0,,1507/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$620.00
2.0,2.0,1.0,,1102/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$630.00
2.0,2.0,1.0,,1907/180 City Road Southbank VIC 3006,-37.8238834,144.961973,$610.00
2.0,2.0,1.0,,2108/152 Sturt Street Southbank VIC 3006,-37.8252463,144.9657228,$590
2.0,2.0,1.0,,1504/61-63 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$575 per week
2.0,2.0,1.0,,3104/61 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$560.00
2.0,2.0,,,1909/70 Southbank Boulevard Southbank VIC 3006,-37.8231931,144.9639881,$550pw Great Location!
2.0,2.0,1.0,,1605/63 Haig Street Southbank VIC 3006,-37.82776339999999,144.9567525,$550 per week
3.0,2.0,1.0,,1908/163 City Road Southbank VIC 3006,-37.8241593,144.9625583,$735 weekly
2.0,2.0,1.0,,3211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$610.00
2.0,2.0,,,901/11 Bale Circuit Southbank VIC 3006,-37.8259245,144.9632974,$550 per week
2.0,2.0,1.0,,1306/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$620.00
3.0,2.0,1.0,,1612/80 Clarendon Street Southbank VIC 3006,-37.8271147,144.9575927,$880 per week
2.0,2.0,1.0,,2211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00
2.0,2.0,,,308/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$825
2.0,2.0,,,2803/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$900
2.0,2.0,,,18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,from $580 per week
3.0,2.0,,,5701/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,"$1,615"
2.0,2.0,1.0,,1502/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$945
2.0,2.0,1.0,,2004/61-63 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$600 per week
2.0,2.0,1.0,,3813/70 Southbank Bvd Southbank VIC 3006,-37.8232421,144.9640661,$875
2.0,2.0,,,3004/9 Power Street Southbank VIC 3006,-37.8230624,144.9614182,$700 per week
2.0,2.0,,,1802/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$880
3.0,2.0,1.0,,1208/163 City Road Southbank VIC 3006,-37.8243289,144.9626463,$600.00
3.0,2.0,1.0,,603/915 Collins Street Docklands VIC 3008,-37.8206034,144.9402399,$985 **WATERFRONT FURNISHED APARTMENT**
2.0,2.0,1.0,,406/838 Bourke Street Docklands VIC 3008,-37.8198146,144.943274,$500.00
2.0,2.0,1.0,,1203S/883 Collins Street Docklands VIC 3008,-37.8212116,144.942503,$650 Per Week
2.0,2.0,1.0,,3505/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$700.00
3.0,2.0,2.0,,907/2 Glenti Place Docklands VIC 3008,-37.8154048,144.9390916,"$1,200 per week"
2.0,2.0,,,Floor19/673 La Trobe Street Docklands VIC 3008,-37.8134024,144.9503449,$620 per week *Fully Furnished*
2.0,2.0,1.0,,809/15 Doepel Way Docklands VIC 3008,-37.8148335,144.9400507,$720
2.0,2.0,,,1806/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550 per week
2.0,2.0,1.0,,1406/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$750pw | FULLY FURNISHED
2.0,2.0,1.0,,503/8 McCrae Street Docklands VIC 3008,-37.821506,144.950832,$600.00
2.0,2.0,1.0,,1107S/889 Collins Street Docklands VIC 3008,-37.8211627,144.9419443,$635.00
2.0,2.0,1.0,,1404/60 Lorimer Street Docklands VIC 3008,-37.8249678,144.9469264,$650.00
2.0,2.0,1.0,,3704/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$600 per week
3.0,2.0,1.0,,302/30 Newquay Promenade Docklands VIC 3008,-37.8145362,144.9424083,$1100pw - Furnished
2.0,2.0,1.0,,1314/421 Docklands Drive Docklands VIC 3008,-37.8148569,144.939884,$650 per week
2.0,2.0,1.0,,28 Cumberland Street Docklands VIC 3008,-37.8196806,144.9427053,"$1,100"
5.0,6.0,3.0,,50 South Wharf Drive Docklands VIC 3008,-37.8223967,144.938237,$3750 per week
2.0,2.0,2.0,,304/30 Rakaia Way Docklands VIC 3008,-37.8148828,144.9414987,$800 per week
2.0,2.0,1.0,,703/20 Rakaia Way Docklands VIC 3008,-37.8147083,144.9410386,$630 per week
2.0,2.0,1.0,,3911/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$660 pw *Multiple Apts Available
3.0,2.0,1.0,,1107/60 Siddeley Street Docklands VIC 3008,-37.8228429,144.9523646,$900 per week
2.0,2.0,,,1702/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$680/w
3.0,2.0,1.0,,10 Saint Mangos Lane Docklands VIC 3008,-37.8145392,144.9414692,"$1,000"
2.0,2.0,1.0,,609/103 South Wharf Drive Docklands VIC 3008,-37.8221898,144.9349857,$650
2.0,2.0,1.0,,2602/1-13 Point Park Crescent Docklands VIC 3008,-37.8236968,144.9413496,$690
2.0,2.0,,,908/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$450
2.0,2.0,1.0,,2103N/889 Collins Street Docklands VIC 3008,-37.8211627,144.9419443,"$670PW, $2911PCM"
2.0,2.0,2.0,,184/8 Waterside Place Docklands VIC 3008,-37.819887,144.9421624,$800
2.0,2.0,1.0,,606/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$610 weekly
2.0,2.0,2.0,,2404/9 Waterside Place Docklands VIC 3008,-37.8202147,144.9417302,$780 pw
2.0,2.0,1.0,,1610S/883 Collins Street Docklands VIC 3008,-37.8212116,144.942503,$620 weekly
2.0,2.0,1.0,,2703/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$700 per week
2.0,2.0,1.0,,226/57 Spencer Street Docklands VIC 3008,-37.82004610000001,144.9542894,$650 per week
2.0,2.0,1.0,,1413/25 Waterfront Way Docklands VIC 3008,-37.8136903,144.9392889,$800 per week
2.0,2.0,2.0,,2403/80 Lorimer Street Docklands VIC 3008,-37.8249068,144.945158,Enviable marina views
2.0,2.0,1.0,,910/673 La Trobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550.00
2.0,2.0,1.0,,1305E/888 Collins Street Docklands VIC 3008,-37.820727,144.9422649,$600 Per Week
2.0,2.0,1.0,,1703/100 Lorimer Street Docklands VIC 3008,-37.8240855,144.9430305,$850pw Fully Furnished
2.0,2.0,2.0,,1505/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$760 Per Week
2.0,2.0,2.0,,1101/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$800 pw
2.0,2.0,1.0,,801/387 Docklands Drive Docklands VIC 3008,-37.8137388,144.9409209,LEASED by Jalen $800 per week
2.0,2.0,2.0,,1102/70 Lorimer Street Docklands VIC 3008,-37.824812,144.945973,LARGE 2BEDROOM with river views
2.0,2.0,1.0,,1904/60 Lorimer Street Docklands VIC 3008,-37.8249678,144.9469264,$720 per week
2.0,2.0,1.0,,504/15 Caravel Lane Docklands VIC 3008,-37.8142025,144.9417005,$580.00
3.0,2.0,1.0,,1107/8 Marmion Place Docklands VIC 3008,-37.8133446,144.9425312,$880 **WATERFRONT SPACIOUS 3-BEDROOMS**
2.0,2.0,1.0,,1023/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$460
2.0,2.0,1.0,,705/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$475 per week
2.0,2.0,1.0,,1305/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week
2.0,2.0,1.0,,1202/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week
3.0,3.0,2.0,,1/12 Admiral Street Seddon VIC 3011,-37.8042177,144.8934737,$750
2.0,2.0,1.0,,744/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$315 per week
2.0,2.0,1.0,,1201/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week
2.0,2.0,1.0,,1608/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$500 per week
2.0,2.0,1.0,,1402/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week
2.0,2.0,1.0,,1603/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week
2.0,2.0,1.0,,313/90 Buckley Street Footscray VIC 3011,-37.8034194,144.8943066,$420 per week
2.0,2.0,1.0,,27A Everard Street Footscray VIC 3011,-37.7958557,144.8857364,$525.00
2.0,2.0,1.0,,811/2 Joseph Road Footscray VIC 3011,-37.80033230000001,144.9096597,$510 per week
2.0,2.0,1.0,,1904/6 Joseph Footscray VIC 3011,-37.7992633,144.9096812,$500
2.0,2.0,1.0,,1010/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$450
3.0,2.0,1.0,,606/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$520
2.0,2.0,1.0,,802/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$470 per week
3.0,2.0,2.0,,15 Beech Street Footscray VIC 3011,-37.8002147,144.8837621,$610 per week
2.0,2.0,1.0,595.0,2 Coral Avenue Footscray VIC 3011,-37.78935240000001,144.8836733,$485 per week
2.0,2.0,1.0,,61 Stafford Street Footscray VIC 3011,-37.7964965,144.8837036,$470 Per Week
2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.8013517,144.8908893,$475pw
5.0,3.0,2.0,,5 Bute Street Seddon VIC 3011,-37.8041246,144.8952361,$1250 pw
2.0,2.0,1.0,,106/205-207 Ballarat Road Footscray VIC 3011,-37.7911186,144.8887365,$400per week
3.0,2.0,2.0,,705/1 Moreland Street Footscray VIC 3011,-37.8010099,144.9083269,$580pw
3.0,2.0,1.0,,20 Titch Street Footscray VIC 3011,-37.789282,144.8922839,$510
3.0,2.0,,,74 Austin Street Seddon VIC 3011,-37.805477,144.8925387,$495pw
3.0,2.0,1.0,,3 Fisher Street Footscray VIC 3011,-37.7945512,144.8835781,$550 P/W
3.0,2.0,1.0,,7/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.9084839,$600 per week
2.0,2.0,1.0,,14/26 Park Street Footscray VIC 3011,-37.7887365,144.8890216,$400
2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.8013517,144.8908893,$475pw
2.0,2.0,1.0,,806/5 Joseph Road Footscray VIC 3011,-37.8002442,144.9089718,$480
3.0,2.0,2.0,,5/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.9084839,$600 P/W
2.0,2.0,1.0,,909D/4 Tannery Walk Footscray VIC 3011,-37.8002642,144.907323,$500
4.0,3.0,1.0,,95 Victoria Street Seddon VIC 3011,-37.8054713,144.8922271,$620 per week
2.0,2.0,1.0,,119A Williamstown Road Seddon VIC 3011,-37.80898639999999,144.8844469,$495 per week
9.0,3.0,3.0,,69 Hyde Street Footscray VIC 3011,-37.806049,144.9009967,$850pw
2.0,2.0,1.0,,210/1 Moreland Street Footscray VIC 3011,-37.8010099,144.9083269,$550 per week
3.0,2.0,1.0,,3/63 Hyde Street Footscray VIC 3011,-37.8057755,144.9011042,$620pw
2.0,2.0,1.0,,43A Chatham Street Footscray VIC 3011,-37.7929494,144.8908085,$450 per week
2.0,2.0,1.0,,V803(Tower 4)/5 Joseph Road Footscray VIC 3011,-37.8002442,144.9089718,$500.00 per week
2.0,2.0,,,704/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$400 per week
2.0,2.0,1.0,,707/188 Ballarat Road Footscray VIC 3011,-37.79126,144.8906151,$520
3.0,2.0,,,707D/4 Tannery Walk Footscray VIC 3011,-37.8002642,144.907323,$530 weekly
2.0,2.0,1.0,,25 Henry Street Seddon VIC 3011,-37.805818,144.888165,$640 P/W
4.0,2.0,1.0,,95/Victoria Street Seddon VIC 3011,-37.8054713,144.8922271,$620.00
3.0,2.0,1.0,,16/55 Moreland Road Footscray VIC 3011,-37.8044397,144.9064252,$580.00
3.0,2.0,,,23 White St Footscray VIC 3011,-37.7948929,144.8935167,$550 per week
2.0,2.0,1.0,,102D/42 Cowper Street Footscray VIC 3011,-37.80137210000001,144.9043205,$500 P/W
3.0,2.0,2.0,,9/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$570
4.0,2.0,2.0,,12 Tait Street Footscray VIC 3011,-37.7914069,144.895709,$635pw
3.0,2.0,2.0,,1 Levien Lane Footscray VIC 3011,-37.8048137,144.9065856,$650
3.0,2.0,2.0,,7/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$550 per week
2.0,2.0,,,1 Hallenstein Street Footscray VIC 3011,-37.8002641,144.9079964,$430 weekly
5.0,2.0,2.0,,109 Gordon Street Footscray VIC 3011,-37.7942249,144.8893041,$560 per week
2.0,2.0,1.0,,710/1 Moreland Street Footscray VIC 3011,-37.8010099,144.9083269,$550
2.0,2.0,1.0,,2 Bed 2 Bath/34 Cowper Street Footscray VIC 3011,-37.801466,144.9042737,Available Now From $500 P/W
4.0,3.0,2.0,,802/250 Barkly Street Footscray VIC 3011,-37.7991355,144.8960709,"$1,250.00 per week"
12.0,3.0,6.0,,110 Beevers Street Footscray VIC 3011,-37.7958415,144.9060052,"$85,000.00"
3.0,2.0,,,78 Chirnside Street Kingsville VIC 3012,-37.8081159,144.8824268,$750 per week
3.0,2.0,2.0,,2/60 Madden Street Maidstone VIC 3012,-37.7891741,144.8772048,$650 per week
3.0,2.0,2.0,,6 Ironbark Lane Maidstone VIC 3012,-37.7791032,144.8725418,$600 per week
4.0,2.0,2.0,,42 Palmerston Street West Footscray VIC 3012,-37.7958496,144.8675137,$750 pw
2.0,2.0,1.0,,1A Alma Street West Footscray VIC 3012,-37.7945887,144.8724311,$490 pw
2.0,2.0,1.0,,3/36 Glamis Road West Footscray VIC 3012,-37.8071749,144.8737776,$590.00
5.0,3.0,2.0,,40 Dunedin Street Maidstone VIC 3012,-37.7803581,144.8664922,$550.00
3.0,3.0,1.0,,3/98 Ashley Street Maidstone VIC 3012,-37.7885221,144.864685,$480 per week
3.0,2.0,1.0,,9 Highbury Street West Footscray VIC 3012,-37.8051126,144.8753382,$565 per week
2.0,2.0,1.0,,2/11 Edmund Street Maidstone VIC 3012,-37.7835287,144.875894,$430
3.0,2.0,4.0,540.0,50 Fisher Street Maidstone VIC 3012,-37.77798,144.8804927,$600
3.0,2.0,2.0,,30 Park Avenue West Footscray VIC 3012,-37.808521,144.8662501,$500
2.0,2.0,1.0,,1/14 Clarendon Parade West Footscray VIC 3012,-37.8053311,144.8689534,$445
2.0,2.0,3.0,,4 Howard Street Maidstone VIC 3012,-37.7892929,144.8826417,"$460 PW / $1,999 PCM"
4.0,2.0,1.0,,1/8 Silver Wattle Avenue Maidstone VIC 3012,-37.7875482,144.8684162,$550/ WEEK
3.0,2.0,2.0,,1/15 Clarke Street West Footscray VIC 3012,-37.79970640000001,144.8776561,$650 per week
3.0,2.0,2.0,,2/36 Nolan Avenue Brooklyn VIC 3012,-37.8219417,144.8452135,$530
3.0,3.0,2.0,,145 Suffolk Street West Footscray VIC 3012,-37.7899096,144.8663535,$610 per week
3.0,2.0,2.0,,2/105 Alma Street West Footscray VIC 3012,-37.7937919,144.8640505,$550 per week
3.0,2.0,1.0,,61A Madden Street Maidstone VIC 3012,-37.7895467,144.8771078,$470pw
3.0,2.0,2.0,,14 Sredna Street West Footscray VIC 3012,-37.8007248,144.8607887,$450
2.0,3.0,1.0,,3/19 Lae Street West Footscray VIC 3012,-37.8095327,144.8663535,$520 per week
2.0,2.0,1.0,,3/108 Ashley Street Maidstone VIC 3012,-37.7862452,144.8648065,$420 per week
2.0,2.0,1.0,,3/82 Ashley Street West Footscray VIC 3012,-37.7910423,144.863823,$360 pw
2.0,2.0,1.0,,4/1 Carmichael Street West Footscray VIC 3012,-37.7992483,144.8789884,$445 per week
1.0,2.0,,,Room 6/1 Dempster Street West Footscray VIC 3012,-37.8000376,144.8623571,$165
5.0,3.0,2.0,,480a Geelong Road West Footscray VIC 3012,-37.8127614,144.8620778,$500
1.0,2.0,,,room 2/1 Dempster Street West Footscray VIC 3012,-37.8000376,144.8623571,$165 P/W
4.0,2.0,,,31 Simpson Street Yarraville VIC 3013,-37.8174496,144.8920551,$800 per week
3.0,2.0,1.0,,2/248 Francis Street Yarraville VIC 3013,-37.819407,144.878188,$550.00
4.0,2.0,2.0,,52 Bena Street Yarraville VIC 3013,-37.8220161,144.8804067,$600 per week
2.0,2.0,1.0,,607/125 Francis Street Yarraville VIC 3013,-37.8210361,144.8870044,$600 Per Week
3.0,2.0,2.0,,23 Mill Avenue Yarraville VIC 3013,-37.8234703,144.8717252,$710.00
4.0,2.0,2.0,397.0,55 Powell Street Yarraville VIC 3013,-37.8173979,144.8852636,$900 pw
4.0,2.0,1.0,,25 Finlay Street Yarraville VIC 3013,-37.8188955,144.8756361,$810pw
4.0,2.0,2.0,,13 Burns Street Yarraville VIC 3013,-37.8105769,144.8846189,$890
3.0,3.0,2.0,,47B Angliss Street Yarraville VIC 3013,-37.81733699999999,144.8665683,$695.00
2.0,2.0,1.0,,166 Roberts Street Yarraville VIC 3013,-37.8149986,144.8685881,$560 per week
4.0,3.0,2.0,,6 Benbow Street Yarraville VIC 3013,-37.8225708,144.8807506,$850 per week
3.0,2.0,2.0,,28 Urwin Street Yarraville VIC 3013,-37.815856,144.865394,$560pw
3.0,2.0,,,45 Powell Street Yarraville VIC 3013,-37.8164936,144.8853926,$690 pw
3.0,2.0,1.0,,3/3 Jepson Street Yarraville VIC 3013,-37.8129082,144.8706938,$650.00
3.0,2.0,2.0,,38 Mill Avenue Yarraville VIC 3013,-37.8227774,144.8717252,$650.00
2.0,2.0,1.0,,2/25 Somerville Road Yarraville VIC 3013,-37.8124513,144.8783437,$540 per week
3.0,2.0,2.0,,2/25 Eirene Street Yarraville VIC 3013,-37.8205139,144.8801112,$600
3.0,2.0,2.0,,201/200 Stephen Street Yarraville VIC 3013,-37.82212579999999,144.8927257,$560.00
3.0,2.0,1.0,,7A Goulburn Street Yarraville VIC 3013,-37.815458,144.8918832,$710 per week
3.0,2.0,,,43 Tarrengower Street Yarraville VIC 3013,-37.8178717,144.8911524,$610
3.0,3.0,2.0,,47B Angliss Street Yarraville VIC 3013,-37.81733699999999,144.8665683,$695 per week
1.0,2.0,,,5/77 Somerville Road Yarraville VIC 3013,-37.8137294,144.8888957,$155.00
3.0,3.0,1.0,,7/127 Somerville Road Yarraville VIC 3013,-37.8131383,144.8848048,$510pw/$2216pcm
2.0,2.0,1.0,,5/2 Kent Street Yarraville VIC 3013,-37.8199775,144.895623,$545 per week
3.0,2.0,1.0,,396 Williamstown Road Yarraville VIC 3013,-37.8236105,144.8810729,$580
2.0,2.0,1.0,,2/112 Severn Street Yarraville VIC 3013,-37.8193664,144.8787305,$500 per week
3.0,2.0,2.0,,35 Wilkins Street Yarraville VIC 3013,-37.818265,144.8731434,$560 per week
3.0,2.0,2.0,,1/150 Woods Street Newport VIC 3015,-37.8444924,144.8672989,$490
3.0,2.0,2.0,,2/145 Mason Street Newport VIC 3015,-37.8414808,144.8715104,$620
4.0,2.0,4.0,,11 Davies Street Newport VIC 3015,-37.8454775,144.8871978,$800 per week
4.0,2.0,1.0,,8 Walker Street Newport VIC 3015,-37.8419707,144.8822549,$610.00
3.0,3.0,1.0,,7/11-15 Basil Street Newport VIC 3015,-37.8462907,144.8658378,$600.00
3.0,2.0,3.0,,5/13 Liley Street Newport VIC 3015,-37.851342,144.8863657,$745.00
2.0,2.0,,,43a Oakbank Street Newport VIC 3015,-37.848426,144.891503,$465.00
4.0,2.0,3.0,,3 Anderson Street Newport VIC 3015,-37.8453704,144.8786446,$850 per week
4.0,2.0,3.0,,3 Anderson Street Newport VIC 3015,-37.8453704,144.8786446,$850 per week
3.0,2.0,,,1 Hope Street Spotswood VIC 3015,-37.8313209,144.8851347,$680 per week
3.0,2.0,2.0,,77 John Liston Drive Newport VIC 3015,-37.8491955,144.8855108,$650.00
3.0,2.0,1.0,,3/4 Percy Street Newport VIC 3015,-37.8349046,144.8738699,$640.00
3.0,2.0,1.0,,1/14 Muir Street Spotswood VIC 3015,-37.8257946,144.8735295,$520 per week
3.0,2.0,2.0,,135/6 Paine Street Newport VIC 3015,-37.8478551,144.8889065,$550.00
3.0,3.0,2.0,,11A Jubilee Street Newport VIC 3015,-37.8476131,144.8710114,$650
4.0,2.0,2.0,,80 Schutt Street Newport VIC 3015,-37.8365084,144.8817391,$860 per week
3.0,2.0,3.0,,4/5 Grieves Street Newport VIC 3015,-37.8440726,144.8672007,$730 per week
3.0,2.0,1.0,,6 Loft Reserve Road Newport VIC 3015,-37.8426681,144.8685236,$780 per week
2.0,2.0,1.0,,3/69 Saltley Street South Kingsville VIC 3015,-37.8310922,144.8677716,$480
2.0,2.0,1.0,,106/455 Melbourne Road Newport VIC 3015,-37.8406731,144.8825128,$470 per week
3.0,2.0,1.0,,1/144 Woods Street Newport VIC 3015,-37.844617,144.8680979,$590pw
4.0,2.0,,,36 Reed Street Spotswood VIC 3015,-37.82974979999999,144.8800414,$850 per week
3.0,2.0,2.0,,59 Blackshaws Road Newport VIC 3015,-37.8345775,144.8775701,$470
2.0,2.0,1.0,,209/455 Melbourne Road Newport VIC 3015,-37.8406731,144.8825128,$480
3.0,2.0,1.0,,8/119 Blackshaws Road Newport VIC 3015,-37.8344384,144.8734614,$530 per week
3.0,2.0,2.0,,232 Kororoit Creek Road Williamstown North VIC 3016,-37.8558628,144.8720014,$650.00
4.0,3.0,3.0,,27 Anzac Crescent Williamstown VIC 3016,-37.8616157,144.8851347,"$1,350.00"
3.0,2.0,2.0,,8A Jobson Street Williamstown VIC 3016,-37.8575046,144.8922224,$700 per week
3.0,2.0,2.0,,15/93 Stevedore Street Williamstown VIC 3016,-37.8567407,144.8958152,$700
3.0,2.0,1.0,,106 Stevedore Street Williamstown VIC 3016,-37.8563297,144.8945483,$600.00
4.0,4.0,2.0,,16 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$750.00
3.0,2.0,1.0,,2/67 Ferguson Street Williamstown VIC 3016,-37.85921,144.898402,$600.00
4.0,4.0,2.0,,24 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$895
3.0,2.0,2.0,,72A Morris Street Williamstown VIC 3016,-37.869905,144.9036159,$800.00
3.0,2.0,1.0,,106 Stevedore Street Williamstown VIC 3016,-37.8563297,144.8945483,$600.00
2.0,2.0,2.0,,2/14 Victoria Street Williamstown VIC 3016,-37.8665265,144.8883154,$620.00
2.0,2.0,1.0,,102/27 Aitken Street Williamstown VIC 3016,-37.865597,144.9078319,$620 per week
2.0,2.0,1.0,,12/2 Thompson Street Williamstown VIC 3016,-37.863842,144.9046725,$425
3.0,2.0,2.0,,5 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$580
3.0,2.0,2.0,,148a Melbourne Road Williamstown VIC 3016,-37.8545376,144.891722,"$1,000"
3.0,2.0,2.0,,3/106 Kororoit Creek Road Williamstown VIC 3016,-37.856455,144.880979,$700
2.0,2.0,1.0,,6/88 Ferguson Street Williamstown VIC 3016,-37.8586301,144.8973426,$510 per week
4.0,4.0,2.0,,8 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$850 per week
4.0,4.0,2.0,,10 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$850 per week
2.0,2.0,1.0,,20 Felicia Road Williamstown North VIC 3016,-37.8549255,144.8724558,$480 per week
2.0,2.0,1.0,,1A Shepherd Court Williamstown VIC 3016,-37.8565415,144.8847116,$560.00
3.0,2.0,,,54 Parker Street Williamstown VIC 3016,-37.863297,144.899422,$670.00
3.0,3.0,1.0,264.0,Unit 1/107 Park Cres Williamstown North VIC 3016,-37.8540999,144.875808,$750 per week
3.0,2.0,3.0,,7 Violet Street Williamstown VIC 3016,-37.8528412,144.8750559,$580.00 per week
5.0,2.0,9.0,,28 Walter St Williamstown North VIC 3016,-37.85344,144.8734443,$1250 per week
