RICHMOND HIGH SCHOOL - GLEADELL STREET CAMPUS,2500236.840883219,2409291.30484809
HAWKESDALE P12 COLLEGE,2264815.0546992426,2373888.8378943345
HORSHAM SECONDARY COLLEGE,2248480.385205409,2528273.711738214
IRYMPLE TECHNICAL SCHOOL,2238554.431381349,2803256.4817109182
Port Melbourne Secondary College,2493997.3504982325,2407666.5173513666
Greenvale Secondary College,2490344.756429236,2427835.5731978845
Wurun Senior Campus,2498555.5818336736,2412032.5589381605
Clyde Secondary College,2529647.105627164,2374684.74169322
MIDLANDS SECONDARY COLLEGE SENIOR CAMPUS,2402140.0767309982,2440110.998182351
ST PAULS TRARALGON CAMPUS,2633018.542304021,2367595.837891902
SPRINGSIDE WEST SECONDARY COLLEGE,2476007.9826452606,2420545.312719088
PRESTON HIGH SCHOOL,2500564.053897732,2417694.015296193
WARRAGUL HIGH SCHOOL,2580833.082773913,2370087.662669531
ST ALBANS SECONDARY COLLEGE - STRATHBOGIE CAMP,2572254.1479421216,2519471.122603059
BENTON JUNIOR COLLEGE,2505350.7907770104,2361723.434628479
BETHEL CHRISTIAN COLLEGE,2521026.7082939874,2562116.8707584515
WILLIAM RUTHVEN SECONDARY COLLEGE,2500244.275624548,2422690.486283483
CORIO SECONDARY COLLEGE,2443202.532090452,2379813.5532770297
KARINGAL HIGH SCHOOL,2512870.644247668,2373429.8310289066
ALTONA NORTH HIGH SCHOOL,2486503.501621091,2407112.8457431896
BAYSIDE SECONDARY COLLEGE WILLIAMSTOWN CAMPUS,2490002.551775365,2404774.7750385376
MORTLAKE SECONDARY COLLEGE,2307970.0193795953,2377243.805178593
MURRAYVILLE HIGH SCHOOL,2152234.6122619663,2685461.3158647977
MILDURA TECHNICAL SCHOOL,2236892.3104490284,2807272.649707755
MANSFIELD SECONDARY COLLEGE,2596799.103523294,2492491.5045325756
MANSFIELD HIGH SCHOOL,2596799.103523294,2492491.5045325756
MERRILANDS COLLEGE (P-12),2500244.275624548,2422690.486283483
SWAN HILL SECONDARY COLLEGE,2368403.347648462,2683724.033686448
SWAN HILL COLLEGE,2368403.347648462,2683724.033686448
BALMORAL K-12 COMMUNITY COLLEGE,2218584.2180313,2468619.2266419046
BAYSIDE CHRISTIAN COLLEGE,2514285.362213829,2369184.899628586
BETH RIVKAH LADIES COLLEGE,2500073.90633524,2403534.3276359215
CAMBERWELL GRAMMAR SCHOOL,2505847.193070035,2409435.7730494
CHRISTIAN COLLEGE BELLARINE,2462629.87694674,2369958.19064295
COVENANT COLLEGE,2440176.048482813,2378023.017802559
CREEK STREET CHRISTIAN COLLEGE,2434973.5124421683,2525768.8753823917
CHRIST THE KING ANGLICAN COLLEGE,2559571.222491806,2619153.5526529253
MARIBYRNONG HIGH SCHOOL,2490155.1169138877,2413489.6993763736
BOX FOREST SECONDARY COLLEGE OAK PARK CAMPUS,2493449.299484003,2420732.4230571743
OAK PARK SECONDARY COLLEGE,2493449.299484003,2420732.4230571743
OAKLEIGH HIGH SCHOOL,2510248.3023616765,2399795.438613712
OAKLEIGH SECONDARY COLLEGE,2506632.614058393,2399490.5269563235
OAKLEIGH TECHNICAL SCHOOL,2506632.614058393,2399490.5269563235
Oberon High School,2444429.214632014,2363218.3922241637
WINDSOR TECHNICAL SCHOOL,2499646.2417941405,2404919.469979057
WODONGA HIGH SCHOOL,2669316.0010319147,2595346.8494351152
MITCHELL SECONDARY COLLEGE,2670173.9413346113,2594798.264290141
WODONGA MIDDLE YEARS COLLEGE HUON CAMPUS,2670173.9413346113,2594798.264290141
