,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
12635,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$240,none,2006-11-01,3018,ALTONA,240,2006,11
371,"7 / 40-42 CALDER STREET, MANIFOLD HEIGHTS",-38.14372253,144.33163452,1,1,1,$110,Unit/apmt,2006-11-01,3218,HEIGHTS,110,2006,11
2687,"1/12 NAVIGATOR STREET, MARIBYRNONG",-37.76811981,144.89854431,1,1,1,$175,Unit,2006-12-01,3032,MARIBYRNONG,175,2006,12
3223,"10/82 RALEIGH ROAD, MARIBYRNONG",-37.768881,144.891825,2,1,1,$220,none,2006-12-01,3032,MARIBYRNONG,220,2006,12
3263,"5/91 RALEIGH ROAD, MARIBYRNONG",-37.76910782,144.89178467,3,1,2,$280,Townhouse,2006-12-01,3032,MARIBYRNONG,280,2006,12
4116,"37 FORGE CLOSE, MARIBYRNONG",-37.773245,144.879261,3,2,2,$345,Townhouse,2006-11-01,3032,MARIBYRNONG,345,2006,11
4387,"4/11 CHIFLEY DRIVE, MARIBYRNONG",-37.76827621,144.90118408,2,1,1,$170,Rental_residential,2006-11-01,3032,MARIBYRNONG,170,2006,11
6616,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2,1,1,$240_Week,none,2006-10-01,3204,MCKINNON,240,2006,10
6617,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2,1,1,$240,none,2006-10-01,3204,MCKINNON,240,2006,10
7958,"8 CARTWRIGHT COURT, MEENIYAN",-38.581807,146.008969,3,1,1,$155_Week,House,2006-11-01,3956,MEENIYAN,155,2006,11
8067,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$630_pw,Available Now,2006-11-01,3000,MELBOURNE,630,2006,11
8068,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$330_pw,Available Now,2006-10-01,3000,MELBOURNE,330,2006,10
8069,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$630_pw,Available Now,2006-10-01,3000,MELBOURNE,630,2006,10
226,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3,2,2,$310,none,2006-12-01,3087,WATSONIA,310,2006,12
227,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3,2,2,$310_Week,none,2006-11-01,3087,WATSONIA,310,2006,11
4878,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3,2,2,$180_Week,House,2006-11-01,3030,WERRIBEE,180,2006,11
4879,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3,2,2,$180,House,2006-11-01,3030,WERRIBEE,180,2006,11
5801,"28 WERRIMULL SOUTH ROAD, WERRIMULL",-34.390058,141.595836,1,1,0,$120_Week,House,2006-11-01,3496,WERRIMULL,120,2006,11
5845,"20 FOREST ROAD, WESBURN",-37.786008,145.65471,2,1,1,$195_Week,House,2006-11-01,3799,WESBURN,195,2006,11
8511,"2 HESSE COURT, WESTMEADOWS",-37.670225,144.902533,3,1,3,$200_Week,Available Now,2006-10-01,3049,WESTMEADOWS,200,2006,10
8768,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2,1,1,$220,House,2006-12-01,3049,WESTMEADOWS,220,2006,12
8769,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2,1,1,$220_Week,House,2006-11-01,3049,WESTMEADOWS,220,2006,11
9356,"6 BASIL CRESCENT, WHEELERS HILL",-37.904682,145.197667,5,3,4,$420,House,2006-11-01,3150,HILL,420,2006,11
9396,"50 EARLWOOD DRIVE, WHEELERS HILL",-37.910826,145.178225,3,1,2,$350,House,2006-11-01,3150,HILL,350,2006,11
175,"11 GREY ROAD, DARLIMURLA",-38.374746,146.182989,4,2,2,$250_Week,House,2006-11-01,3871,DARLIMURLA,250,2006,11
176,"11 GREY ROAD, DARLIMURLA",-38.374746,146.182989,4,2,2,$250_Week,House,2006-11-01,3871,DARLIMURLA,250,2006,11
1363,"2/58 DOHERTY STREET, DEER PARK",-37.767467,144.763857,2,1,1,$180_Week,Unit/apmt,2006-11-01,3023,PARK,180,2006,11
1670,"1/20 DEER STREET, DEER PARK",-37.769226,144.758012,3,1,1,$200,Unit/apmt,2006-12-01,3023,PARK,200,2006,12
2336,"2/1 PLATH CLOSE, DELAHEY",-37.718407,144.78058,3,1,1,$185_Week,Unit/apmt,2006-11-01,3037,DELAHEY,185,2006,11
2788,"12 GRANITE WAY, DELAHEY",-37.722019,144.766372,3,2,4,$230,House,2006-11-01,3037,DELAHEY,230,2006,11
303,"54 MURRAY VALLEY HIGHWAY, NYAH",-35.17561,143.37736,3,1,2,$160_Week,House,2006-11-01,3594,NYAH,160,2006,11
304,"54 MURRAY VALLEY HIGHWAY, NYAH",-35.17561,143.37736,3,1,2,$160_Week,House,2006-11-01,3594,NYAH,160,2006,11
676,"3/22 GREGORY STREET, OAK PARK",-37.72228241,144.91589355,2,1,1,$270,none,2006-11-01,3046,PARK,270,2006,11
691,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2,1,1,$180,Rental_residential,2006-12-01,3046,PARK,180,2006,12
692,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2,1,1,$180_Week,Rental_residential,2006-11-01,3046,PARK,180,2006,11
3789,"23/82-86 ATHERTON RD, OAKLEIGH",-37.899303,145.093684,1,1,1,$280,Unit/apmt,2006-12-01,3166,OAKLEIGH,280,2006,12
3997,"11/10 ALBERT AVENUE, OAKLEIGH",-37.89820099,145.09455872,2,1,1,$240,Unit/apmt,2006-11-01,3166,OAKLEIGH,240,2006,11
7429,"7/498 NORTH ROAD, ORMOND",-37.90391922,145.03788757,2,2,2,$325,none,2006-11-01,3204,ORMOND,325,2006,11
11639,"8 / 174 BEACH ROAD, PARKDALE",-38.00301361,145.07955933,2,1,1,$250,none,2006-12-01,3195,PARKDALE,250,2006,12
30,"RMB 6635 HALLS AND PORCHES ROAD, NILMA NORTH",-38.1449666,145.9868351,1,1,1,$587,House,2006-11-01,3821,NORTH,587,2006,11
31,"RMB 6635 HALLS AND PORCHES ROAD, NILMA NORTH",-38.1449666,145.9868351,1,1,1,$587,House,2006-11-01,3821,NORTH,587,2006,11
1908,"15/28-30 DUNBLANE ROAD, NOBLE PARK",-37.96305084,145.1803894,2,1,2,$265,Townhouse,2006-12-01,3174,PARK,265,2006,12
2620,"2 SIMPSON STREET, NOBLE PARK",-37.964773,145.166772,3,1,2,$245,none,2006-10-01,3174,PARK,245,2006,10
7855,"A12/335 ABBOTSFORD STREET, NORTH MELBOURNE",-37.799318,144.945801,1,1,1,$200_Week,Unit,2006-10-01,3051,MELBOURNE,200,2006,10
8205,"14/342 DRYBURGH STREET, NORTH MELBOURNE",-37.80441,144.943285,2,1,1,$280_Week,Unit,2006-10-01,3051,MELBOURNE,280,2006,10
11322,"15 HARPER STREET, NORTHCOTE",-37.780632,145.001684,3,1,1,$330,House,2006-11-01,3070,NORTHCOTE,330,2006,11
11858,"9/6 MCCRACKEN AVENUE, NORTHCOTE",-37.77228,144.99938,2,1,1,$210,Unit/apmt,2006-11-01,3070,NORTHCOTE,210,2006,11
12749,"1/6-12 PEARL STREET, NORTHCOTE",-37.778889,144.997477,2,1,2,$330,none,2006-11-01,3070,NORTHCOTE,330,2006,11
13403,"13/54 JAMES STREET, NORTHCOTE",-37.77548218,144.9987793,2,1,1,$280,none,2006-10-01,3070,NORTHCOTE,280,2006,10
520,"20 MASON STREET, REGENT WEST",-37.73386,145.008343,3,1,4,$340,House,2006-12-01,3073,WEST,340,2006,12
521,"20 MASON STREET, REGENT WEST",-37.73386,145.008343,3,1,4,$340,House,2006-12-01,3073,WEST,340,2006,12
522,"23 QUEEN STREET, REGENT WEST",-37.7118644,145.0107588,4,2,0,$330,House,2006-12-01,3073,WEST,330,2006,12
523,"23 QUEEN STREET, REGENT WEST",-37.7118644,145.0107588,4,2,0,$330,House,2006-12-01,3073,WEST,330,2006,12
524,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$215,House,2006-11-01,3073,WEST,215,2006,11
525,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$215,House,2006-12-01,3073,WEST,215,2006,12
526,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$220,House,2006-11-01,3073,WEST,220,2006,11
527,"44 RONA STREET, REGENT WEST",-37.732672,145.022008,2,1,1,$250,House,2006-11-01,3073,WEST,250,2006,11
528,"44 RONA STREET, REGENT WEST",-37.732672,145.022008,2,1,1,$250,House,2006-11-01,3073,WEST,250,2006,11
538,"17 KALIMNA STREET, REGENT",-37.730026,144.997103,3,2,1,$390,Townhouse,2006-12-01,3073,REGENT,390,2006,12
539,"17 KALIMNA STREET, REGENT",-37.730026,144.997103,3,2,1,$390,Townhouse,2006-12-01,3073,REGENT,390,2006,12
540,"105 SPRING STREET, REGENT",-37.729217,145.000633,4,2,3,$300,House,2006-12-01,3073,REGENT,300,2006,12
541,"105 SPRING STREET, REGENT",-37.729217,145.000633,4,2,3,$300,House,2006-12-01,3073,REGENT,300,2006,12
2224,"1/54-56 ST VIGEONS ROAD, RESERVOIR",-37.706804,145.02706,2,1,1,$170,Rental_residential,2006-12-01,3073,RESERVOIR,170,2006,12
2877,"2/200 EDWARDES STREET, RESERVOIR",-37.71141052,144.99343872,1,1,1,$145,Unit/apmt,2006-11-01,3073,RESERVOIR,145,2006,11
3044,"6/261-263 BROADWAY, RESERVOIR",-37.71721649,145.00976562,1,1,1,$200,none,2006-11-01,3073,RESERVOIR,200,2006,11
3336,"2/835 PLENTY ROAD, RESERVOIR",-37.72390366,145.02740479,3,1,2,$210,Available Now,2006-12-01,3073,RESERVOIR,210,2006,12
3612,"2/72 BARTON STREET, RESERVOIR",-37.710979,144.998688,3,1,1,$250,Unit/apmt,2006-11-01,3073,RESERVOIR,250,2006,11
4230,"1/32 DRYSDALE STREET, RESERVOIR",-37.72924042,145.02259827,1,1,1,$200,Unit/apmt,2006-11-01,3073,RESERVOIR,200,2006,11
4651,"162 MARY STREET, RICHMOND",-37.824732,145.000981,2,2,2,$475,Townhouse,2006-11-01,3121,RICHMOND,475,2006,11
4835,"9/23 DAVISON STREET, RICHMOND",-37.813077,145.008279,1,1,1,$180,Unit,2006-12-01,3121,RICHMOND,180,2006,12
6129,"4/81 EDINBURGH STREET, RICHMOND",-37.825782,145.005652,1,1,1,$210,Rental_residential,2006-11-01,3121,RICHMOND,210,2006,11
6246,"2/30 TANNER STREET, RICHMOND",-37.823197,144.991699,1,1,1,$290,Unit/apmt,2006-12-01,3121,RICHMOND,290,2006,12
6619,"7/26 DAVISON STREET, RICHMOND",-37.81244659,145.00810242,1,1,1,$185,none,2006-12-01,3121,RICHMOND,185,2006,12
7123,"55 BUNTING STREET, RICHMOND",-37.825307,145.009273,2,1,0,$310,House,2006-10-01,3121,RICHMOND,310,2006,10
8126,"80 SOMERSET STREET, RICHMOND",-37.815954,145.004037,2,1,0,$350_Week,House,2006-11-01,3121,RICHMOND,350,2006,11
8127,"80 SOMERSET STREET, RICHMOND",-37.815954,145.004037,2,1,0,$350,House,2006-11-01,3121,RICHMOND,350,2006,11
8651,"3/5 MARWARRA STREET, RINGWOOD EAST",-37.818551,145.24441,2,1,1,$200_Week,Rental_residential,2006-11-01,3135,EAST,200,2006,11
9140,"16 MARWARRA STREET, RINGWOOD EAST",-37.81597,145.242518,3,1,2,$265,House,2006-11-01,3135,EAST,265,2006,11
11066,"10/35-39 BOURKE STREET, RINGWOOD",-37.8134346,145.22195435,2,2,1,$320,Unit/apmt,2006-12-01,3134,RINGWOOD,320,2006,12
12204,"1/23 WILANA STREET, RINGWOOD",-37.816566,145.232972,2,1,2,$225,none,2006-11-01,3134,RINGWOOD,225,2006,11
12362,"1/5 IRELAND STREET, RINGWOOD",-37.822419,145.228862,3,1,1,$300,Unit/apmt,2006-11-01,3134,RINGWOOD,300,2006,11
956,"10 COULSTOCK STREET, EPPING",-37.650232,145.032922,2,1,2,$220,House,2006-12-01,3076,EPPING,220,2006,12
957,"10 COULSTOCK STREET, EPPING",-37.650232,145.032922,2,1,2,$220_Week,House,2006-11-01,3076,EPPING,220,2006,11
