,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
487,"7 SCOTT STREET, CHILTERN",-36.153794,146.592627,2,1,4,$200_Weekly,none,2014-05-01,3683,CHILTERN,200,2014,5
488,"7 SCOTT STREET, CHILTERN",-36.153794,146.592627,2,1,4,$200,none,2014-05-01,3683,CHILTERN,200,2014,5
509,"222 TOOMEYS LANE, CHINTIN",-37.363602,144.839603,3,1,2,$550,none,2014-05-01,3756,CHINTIN,550,2014,5
521,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4,2,2,$370_per_week,Rental_residential,2014-04-01,3116,PARK,370,2014,4
522,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4,2,2,$370_pw,Rental_residential,2014-04-01,3116,PARK,370,2014,4
577,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$380,House,2014-12-01,3116,PARK,380,2014,12
578,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$380_per_week,House,2014-09-01,3116,PARK,380,2014,9
579,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$380_pw,House,2014-09-01,3116,PARK,380,2014,9
580,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$380,House,2014-09-01,3116,PARK,380,2014,9
581,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$380_per_week,House,2014-08-01,3116,PARK,380,2014,8
592,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3,1,1,$340,House,2014-05-01,3116,PARK,340,2014,5
593,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3,1,1,$330_pw,House,2014-05-01,3116,PARK,330,2014,5
594,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3,1,1,$340_pw,House,2014-05-01,3116,PARK,340,2014,5
623,"15 VICTORIA ROAD, CHIRNSIDE PARK",-37.758729,145.334339,2,1,5,$300,House,2014-05-01,3116,PARK,300,2014,5
624,"15 VICTORIA ROAD, CHIRNSIDE PARK",-37.758729,145.334339,2,1,5,$300_per_week,House,2014-05-01,3116,PARK,300,2014,5
643,"5 YARRARIDGE DRIVE, CHIRNSIDE PARK",-37.757684,145.305604,3,1,2,$350_pw,House,2014-04-01,3116,PARK,350,2014,4
644,"5 YARRARIDGE DRIVE, CHIRNSIDE PARK",-37.757684,145.305604,3,1,2,$350,House,2014-04-01,3116,PARK,350,2014,4
674,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3,1,1,$300,House,2014-03-01,3116,PARK,300,2014,3
675,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3,1,1,$320,House,2014-03-01,3116,PARK,320,2014,3
730,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,3,2,3,$420_per_week,House,2014-12-01,3116,PARK,420,2014,12
731,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,3,2,3,$420_pw,House,2014-11-01,3116,PARK,420,2014,11
732,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,3,2,3,$420_per_week,House,2014-01-01,3116,PARK,420,2014,1
880,"66 MCKINNON TERRACE, CHRISTMAS HILLS",-37.652024,145.338288,1,1,1,$285_per_week,House,2014-06-01,3775,HILLS,285,2014,6
881,"66 MCKINNON TERRACE, CHRISTMAS HILLS",-37.652024,145.338288,1,1,1,$285_per_week,House,2014-06-01,3775,HILLS,285,2014,6
942,"8 MALBAR STREET, CHUM CREEK",-37.638589,145.496762,3,1,2,$380_Weekly,House,2014-03-01,3777,CREEK,380,2014,3
943,"8 MALBAR STREET, CHUM CREEK",-37.638589,145.496762,3,1,2,$380_Weekly,House,2014-03-01,3777,CREEK,380,2014,3
944,"8 MALBAR STREET, CHUM CREEK",-37.638589,145.496762,3,1,2,$380_per_week,House,2014-02-01,3777,CREEK,380,2014,2
1029,"15 CURRINGA COURT, CHURCHILL",-38.319109,146.420642,4,2,2,$300_pw,none,2014-01-01,3842,CHURCHILL,300,2014,1
1061,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4,4,2,$400_per_week,House,2014-01-01,3842,CHURCHILL,400,2014,1
1062,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4,4,2,$400_pw,House,2014-01-01,3842,CHURCHILL,400,2014,1
1185,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3,1,1,$190_pw,Rental_residential,2014-05-01,3842,CHURCHILL,190,2014,5
1186,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3,1,1,$190_pw,Rental_residential,2014-03-01,3842,CHURCHILL,190,2014,3
1193,"15 MIMOSA CRESCENT, CHURCHILL",-38.303715,146.418558,3,1,2,$200,none,2014-04-01,3842,CHURCHILL,200,2014,4
1194,"15 MIMOSA CRESCENT, CHURCHILL",-38.303715,146.418558,3,1,2,$200_per_week,none,2014-04-01,3842,CHURCHILL,200,2014,4
1195,"15 MIMOSA CRESCENT, CHURCHILL",-38.303715,146.418558,3,1,2,$200_pw,none,2014-04-01,3842,CHURCHILL,200,2014,4
1196,"15 MIMOSA CRESCENT, CHURCHILL",-38.303715,146.418558,3,1,2,$210_per_week,none,2014-03-01,3842,CHURCHILL,210,2014,3
1263,"31 DAVANZO AVENUE, CLARINDA",-37.944702,145.105229,3,1,2,$400,none,2014-05-01,3169,CLARINDA,400,2014,5
1322,"UNIT 1/19 ELDER STREET, CLARINDA",-37.928967,145.103913,2,1,1,$290_Weekly,Unit,2014-03-01,3169,CLARINDA,290,2014,3
1388,"3/69 SCHNEIDER CRESCENT, CLARINDA",-37.938692,145.101428,2,1,2,$400_per_week,Townhouse,2014-02-01,3169,CLARINDA,400,2014,2
1389,"3/69 SCHNEIDER CRESCENT, CLARINDA",-37.938692,145.101428,2,1,2,$400_pw,Townhouse,2014-02-01,3169,CLARINDA,400,2014,2
1390,"3/69 SCHNEIDER CRESCENT, CLARINDA",-37.938692,145.101428,2,1,2,$400,Townhouse,2014-02-01,3169,CLARINDA,400,2014,2
1439,"34 JACOBS DRIVE, CLARINDA",-37.944424,145.107486,3,1,2,$400,House,2014-09-01,3169,CLARINDA,400,2014,9
1459,"3/7 MACK CRESCENT, CLARINDA",-37.943918,145.11252,2,1,1,$330_pw,Unit/apmt,2014-11-01,3169,CLARINDA,330,2014,11
1460,"3/7 MACK CRESCENT, CLARINDA",-37.943918,145.11252,2,1,1,$330_Weekly,Unit/apmt,2014-11-01,3169,CLARINDA,330,2014,11
1461,"3/7 MACK CRESCENT, CLARINDA",-37.943918,145.11252,2,1,1,$330,Unit/apmt,2014-11-01,3169,CLARINDA,330,2014,11
1477,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2,1,1,$340_Weekly,House,2014-12-01,3169,CLARINDA,340,2014,12
1560,"1/45 BUNNEY RD, CLARINDA",-37.93339,145.100827,3,1,0,$360_per_week,House,2014-06-01,3169,CLARINDA,360,2014,6
1576,"7 BODLEY STREET, CLARINDA",-37.944388,145.113306,3,1,1,$390,House,2014-07-01,3169,CLARINDA,390,2014,7
1744,"9/1452 NORTH ROAD, CLAYTON NORTH",-37.914272,145.120685,2,1,1,$375_Weekly,Unit/apmt,2014-08-01,3168,NORTH,375,2014,8
1756,"1/21 BETTINA STREET, CLAYTON NORTH",-37.918739,145.138267,4,2,2,$560_Weekly,Unit/apmt,2014-03-01,3168,NORTH,560,2014,3
1757,"1/21 BETTINA STREET, CLAYTON NORTH",-37.918739,145.138267,4,2,2,$560_Weekly,Unit/apmt,2014-03-01,3168,NORTH,560,2014,3
1758,"2/29 GLENBROOK AVENUE, CLAYTON NORTH",-37.908932,145.123434,4,3,1,$570_Weekly,House,2014-01-01,3168,NORTH,570,2014,1
1759,"2/29 GLENBROOK AVENUE, CLAYTON NORTH",-37.908932,145.123434,4,3,1,$570_Weekly,House,2014-01-01,3168,NORTH,570,2014,1
1952,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$320_per_week,Rental_residential,2014-11-01,3169,SOUTH,320,2014,11
1953,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$320_pw,Rental_residential,2014-11-01,3169,SOUTH,320,2014,11
1954,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$320,Rental_residential,2014-11-01,3169,SOUTH,320,2014,11
1955,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$320_per_week,Rental_residential,2014-09-01,3169,SOUTH,320,2014,9
2013,"2 / 17 TENNYSON AVENUE, CLAYTON SOUTH",-37.934178,145.129704,2,1,1,$400_Weekly,Unit,2014-12-01,3169,SOUTH,400,2014,12
2024,"3 GLENN COURT, CLAYTON SOUTH",-37.955304,145.136471,3,1,2,$365,House,2014-08-01,3169,SOUTH,365,2014,8
2123,"51 GLENCANNON CRESCENT, CLAYTON SOUTH",-37.936405,145.116593,3,1,1,$350_Weekly,House,2014-09-01,3169,SOUTH,350,2014,9
2204,"2/19 BURNS AVENUE, CLAYTON SOUTH",-37.938025,145.133904,2,1,1,$290_pw,Unit/apmt,2014-09-01,3169,SOUTH,290,2014,9
2205,"2/19 BURNS AVENUE, CLAYTON SOUTH",-37.938025,145.133904,2,1,1,$290,Unit/apmt,2014-03-01,3169,SOUTH,290,2014,3
2218,"6/31-33 FIRST STREET, CLAYTON SOUTH",-37.932937,145.135112,2,1,1,$260,Unit/apmt,2014-02-01,3169,SOUTH,260,2014,2
2239,"22 FAIRBANK ROAD, CLAYTON SOUTH",-37.943047,145.136729,2,1,1,$300_Weekly,Unit/apmt,2014-02-01,3169,SOUTH,300,2014,2
2252,"UNIT 6/21 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938946,145.13002,2,1,1,$300_Weekly,Unit/apmt,2014-03-01,3169,SOUTH,300,2014,3
2298,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$330_per_week,House,2014-02-01,3169,SOUTH,330,2014,2
2299,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$330_pw,House,2014-02-01,3169,SOUTH,330,2014,2
2300,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$330,House,2014-02-01,3169,SOUTH,330,2014,2
2333,"3/25 BURNS AVENUE, CLAYTON SOUTH",-37.938542,145.133615,2,1,1,$295_p.w.,Unit/apmt,2014-07-01,3169,SOUTH,295,2014,7
2334,"3/25 BURNS AVENUE, CLAYTON SOUTH",-37.938542,145.133615,2,1,1,$295_Weekly,Unit/apmt,2014-07-01,3169,SOUTH,295,2014,7
2335,"3/25 BURNS AVENUE, CLAYTON SOUTH",-37.938542,145.133615,2,1,1,$295,Unit/apmt,2014-07-01,3169,SOUTH,295,2014,7
2349,"UNIT 2/37 BEVAN AVENUE, CLAYTON SOUTH",-37.935868,145.128147,2,1,1,$310_Weekly,Unit/apmt,2014-03-01,3169,SOUTH,310,2014,3
2423,"5/551 CLAYTON ROAD, CLAYTON SOUTH",-37.941828,145.115289,2,1,1,$290_-_$1260_Weekly,Unit/apmt,2014-12-01,3169,SOUTH,1260,2014,12
2519,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3,2,1,$430,Townhouse,2014-07-01,3169,SOUTH,430,2014,7
2520,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3,2,1,$430_Weekly,Townhouse,2014-06-01,3169,SOUTH,430,2014,6
2521,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3,2,1,$430_pw,Townhouse,2014-06-01,3169,SOUTH,430,2014,6
2522,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3,2,1,$430,Townhouse,2014-06-01,3169,SOUTH,430,2014,6
2597,"B109 / 60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$365_per_week,Unit/apmt,2014-12-01,3169,SOUTH,365,2014,12
2598,"B109 / 60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$365_pw,Unit/apmt,2014-12-01,3169,SOUTH,365,2014,12
2599,"B109 / 60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$365,Unit/apmt,2014-12-01,3169,SOUTH,365,2014,12
2603,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_p.w.,none,2014-04-01,3169,SOUTH,310,2014,4
2604,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_per_week,none,2014-04-01,3169,SOUTH,310,2014,4
2605,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_pw,none,2014-04-01,3169,SOUTH,310,2014,4
2644,"4/15 OAKES AVENUE, CLAYTON SOUTH",-37.935135,145.129653,3,2,1,$370_Weekly,House,2014-12-01,3169,SOUTH,370,2014,12
2722,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_pw,Available Now,2014-03-01,3169,SOUTH,305,2014,3
2723,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_p.w.,Available Now,2014-03-01,3169,SOUTH,305,2014,3
2724,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_Weekly,Available Now,2014-03-01,3169,SOUTH,305,2014,3
2725,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305,Available Now,2014-03-01,3169,SOUTH,305,2014,3
2767,"UNIT 11/38 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.939192,145.132069,2,1,1,$310_Weekly,Unit,2014-06-01,3169,SOUTH,310,2014,6
2768,"UNIT 11/38 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.939192,145.132069,2,1,1,$300_Weekly,Unit,2014-03-01,3169,SOUTH,300,2014,3
2769,"UNIT 11/38 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.939192,145.132069,2,1,1,$310_Weekly,Unit,2014-03-01,3169,SOUTH,310,2014,3
2823,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2,1,1,$320_Weekly,Unit,2014-12-01,3169,SOUTH,320,2014,12
2833,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2,1,1,$280_p.w.,Unit,2014-03-01,3169,SOUTH,280,2014,3
2834,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2,1,1,$280_pw,Unit,2014-03-01,3169,SOUTH,280,2014,3
2835,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2,1,1,$280_Weekly,Unit,2014-03-01,3169,SOUTH,280,2014,3
2836,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2,1,1,$280,Unit,2014-03-01,3169,SOUTH,280,2014,3
2844,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3,2,2,$290_p.w.,Townhouse,2014-02-01,3169,SOUTH,290,2014,2
2845,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3,2,2,$290_pw,Townhouse,2014-02-01,3169,SOUTH,290,2014,2
2846,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3,2,2,$290_Weekly,Townhouse,2014-02-01,3169,SOUTH,290,2014,2
2847,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3,2,2,$290,Townhouse,2014-02-01,3169,SOUTH,290,2014,2
2921,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305_pw,Unit/apmt,2014-01-01,3168,CLAYTON,305,2014,1
2922,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305_Weekly,Unit/apmt,2014-01-01,3168,CLAYTON,305,2014,1
2923,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305,Unit/apmt,2014-01-01,3168,CLAYTON,305,2014,1
2984,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3,2,2,$385_p.w.,Townhouse,2014-02-01,3168,CLAYTON,385,2014,2
2985,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3,2,2,$385_pw,Townhouse,2014-02-01,3168,CLAYTON,385,2014,2
2986,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3,2,2,$385_Weekly,Townhouse,2014-02-01,3168,CLAYTON,385,2014,2
2987,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3,2,2,$385,Townhouse,2014-02-01,3168,CLAYTON,385,2014,2
3010,"6/58 KANOOKA GROVE, CLAYTON",-37.92192,145.125966,2,1,1,$355_per_week,Townhouse,2014-09-01,3168,CLAYTON,355,2014,9
3116,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2,1,1,$380,Unit,2014-05-01,3168,CLAYTON,380,2014,5
3130,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1,1,1,$245,Unit,2014-06-01,3168,CLAYTON,245,2014,6
3131,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1,1,1,$245,Unit,2014-05-01,3168,CLAYTON,245,2014,5
3186,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2,1,2,$320_Weekly,House,2014-02-01,3168,CLAYTON,320,2014,2
3228,"APARTMENT 10/4 MANATUNGA STREET, CLAYTON",-37.916239,145.125979,2,1,1,$290_Weekly,Unit,2014-04-01,3168,CLAYTON,290,2014,4
3229,"APARTMENT 10/4 MANATUNGA STREET, CLAYTON",-37.916239,145.125979,2,1,1,$280_Weekly,Unit,2014-03-01,3168,CLAYTON,280,2014,3
3307,"33 ALICE STREET, CLAYTON",-37.917622,145.115287,4,2,1,$420_Weekly,House,2014-01-01,3168,CLAYTON,420,2014,1
3338,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4,1,2,$520_Weekly,Townhouse,2014-01-01,3168,CLAYTON,520,2014,1
3404,"4/58 KANOOKA GROVE, CLAYTON",-37.921733,145.126157,3,2,1,$400_Weekly,Townhouse,2014-09-01,3168,CLAYTON,400,2014,9
3483,"UNIT 3/25 ROSE STREET, CLAYTON",-37.922513,145.122499,3,1,2,$420_Weekly,Townhouse,2014-03-01,3168,CLAYTON,420,2014,3
3484,"UNIT 3/25 ROSE STREET, CLAYTON",-37.922513,145.122499,3,1,2,$420_Weekly,Townhouse,2014-02-01,3168,CLAYTON,420,2014,2
3494,"3/6 OLIVE STREET, CLAYTON",-37.930011,145.119843,2,1,2,$340_Weekly,Unit,2014-02-01,3168,CLAYTON,340,2014,2
3540,"1/8 MARSHALL AVENUE, CLAYTON",-37.907741,145.127956,4,2,1,$500,Townhouse,2014-08-01,3168,CLAYTON,500,2014,8
3598,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3,2,2,$460_p.w.,Townhouse,2014-08-01,3168,CLAYTON,460,2014,8
3599,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3,2,2,$460_Weekly,Townhouse,2014-08-01,3168,CLAYTON,460,2014,8
3600,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3,2,2,$460,Townhouse,2014-08-01,3168,CLAYTON,460,2014,8
3700,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2,1,1,$370_pw,Unit,2014-04-01,3168,CLAYTON,370,2014,4
3720,"111 MORIAH STREET, CLAYTON",-37.926725,145.129152,4,3,2,$670_Weekly,Townhouse,2014-10-01,3168,CLAYTON,670,2014,10
3807,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3,1,1,$380_Weekly,House,2014-08-01,3168,CLAYTON,380,2014,8
3808,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3,1,1,$380_Weekly,House,2014-07-01,3168,CLAYTON,380,2014,7
3809,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3,1,1,$310_Weekly,House,2014-04-01,3168,CLAYTON,310,2014,4
4037,"35 DENNIS STREET, CLAYTON",-37.91795,145.138633,5,2,1,$580_Weekly,House,2014-04-01,3168,CLAYTON,580,2014,4
4059,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2,1,1,$325_Weekly,Townhouse,2014-04-01,3168,CLAYTON,325,2014,4
4060,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2,1,1,$325_Weekly,Townhouse,2014-03-01,3168,CLAYTON,325,2014,3
4145,"6/20 MYRIONG STREET, CLAYTON",-37.915713,145.125156,none,1,1,$280_Weekly,Unit,2014-05-01,3168,CLAYTON,280,2014,5
4166,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4,2,2,$595,House,2014-03-01,3168,CLAYTON,595,2014,3
4461,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1,1,1,$245,none,2014-03-01,3168,CLAYTON,245,2014,3
4700,"1/31 GLENBROOK AVE, CLAYTON",-37.909189,145.123384,3,1,2,$325,House,2014-06-01,3168,CLAYTON,325,2014,6
4722,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2,1,1,$341_pw,Rental_residential,2014-08-01,3168,CLAYTON,341,2014,8
4723,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2,1,1,$340_pw,Rental_residential,2014-08-01,3168,CLAYTON,340,2014,8
4731,"220/1457 NORTH ROAD, CLAYTON",-37.913578,145.124129,1,1,0,$240_per_week,Rental_residential,2014-12-01,3168,CLAYTON,240,2014,12
4746,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2,1,2,$350_per_week,Available Now,2014-03-01,3168,CLAYTON,350,2014,3
4784,"56 WELLINGTON ROAD, CLAYTON",-37.916257,145.136055,3,1,4,$365_pw,none,2014-05-01,3168,CLAYTON,365,2014,5
4811,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4,4,2,$630_p.w.,Townhouse,2014-01-01,3168,CLAYTON,630,2014,1
4812,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4,4,2,$630_pw,Townhouse,2014-01-01,3168,CLAYTON,630,2014,1
4813,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4,4,2,$630_Weekly,Townhouse,2014-01-01,3168,CLAYTON,630,2014,1
4814,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4,4,2,$630,Townhouse,2014-01-01,3168,CLAYTON,630,2014,1
4886,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$310_p.w.,Unit/apmt,2014-12-01,3168,CLAYTON,310,2014,12
4887,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$310_pw,Unit/apmt,2014-12-01,3168,CLAYTON,310,2014,12
4888,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$310_Weekly,Unit/apmt,2014-12-01,3168,CLAYTON,310,2014,12
4889,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$310,Unit/apmt,2014-12-01,3168,CLAYTON,310,2014,12
4951,"18/1 MONASH GREEN DRIVE, CLAYTON",-37.922584,145.128255,2,1,1,$340,Unit/apmt,2014-07-01,3168,CLAYTON,340,2014,7
4952,"18/1 MONASH GREEN DRIVE, CLAYTON",-37.922584,145.128255,2,1,1,$340,Unit/apmt,2014-05-01,3168,CLAYTON,340,2014,5
5041,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360_p.w.,Unit/apmt,2014-12-01,3168,CLAYTON,360,2014,12
5042,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360_pw,Unit/apmt,2014-12-01,3168,CLAYTON,360,2014,12
5043,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360_Weekly,Unit/apmt,2014-12-01,3168,CLAYTON,360,2014,12
5044,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360,Unit/apmt,2014-12-01,3168,CLAYTON,360,2014,12
5045,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360_pw,Unit/apmt,2014-02-01,3168,CLAYTON,360,2014,2
5046,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360_Weekly,Unit/apmt,2014-02-01,3168,CLAYTON,360,2014,2
5047,"12/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1,1,1,$360,Unit/apmt,2014-02-01,3168,CLAYTON,360,2014,2
5057,"6 BANKSIA STREET, CLAYTON",-37.914523,145.119282,3,1,2,$385_per_week,none,2014-02-01,3168,CLAYTON,385,2014,2
5058,"6 BANKSIA STREET, CLAYTON",-37.914523,145.119282,3,1,2,$385_per_week,none,2014-01-01,3168,CLAYTON,385,2014,1
5109,"59 MARSHALL AVENUE, CLAYTON",-37.91192,145.126379,4,1,4,$360_Weekly,House,2014-07-01,3168,CLAYTON,360,2014,7
5110,"59 MARSHALL AVENUE, CLAYTON",-37.91192,145.126379,4,1,4,$360_Weekly,House,2014-04-01,3168,CLAYTON,360,2014,4
