,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
30,"1/85 MAIN ROAD, CHEWTON",-37.088043,144.204874,1,1,1,$200_pw,House,2016-07-01,3451,CHEWTON,200,2016,7
41,"UNIT 2/85 MAIN ROAD, CHEWTON",-37.088043,144.204874,1,1,0,$200_per_week,House,2016-10-01,3451,CHEWTON,200,2016,10
62,"28 ARCHERS ROAD, CHEWTON",-37.0933124,144.258522,3,1,2,$400,House,2016-12-01,3451,CHEWTON,400,2016,12
88,"49 ADELAIDE STREET, CHEWTON",-37.086142,144.253413,3,2,2,$350_pw,House,2016-02-01,3451,CHEWTON,350,2016,2
98,"14 PITMAN STREET, CHEWTON",-37.083013,144.266589,4,1,1,$335_pw,House,2016-02-01,3451,CHEWTON,335,2016,2
133,"101 MAIN ROAD, CHEWTON",-37.079631,144.252468,3,1,0,$270,House,2016-06-01,3451,CHEWTON,270,2016,6
153,"16 STEELE STREET, CHEWTON",-37.0797293,144.248306,3,2,2,$330_pw,House,2016-10-01,3451,CHEWTON,330,2016,10
161,"195 MAIN ROAD, CHEWTON",-37.0803456,144.2619809,3,1,2,$330_pw,House,2016-03-01,3451,CHEWTON,330,2016,3
174,"114 GOLDEN POINT ROAD, CHEWTON",-37.071999,144.2744735,3,1,2,$250_pw,House,2016-02-01,3451,CHEWTON,250,2016,2
177,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2,1,3,$260_pw,House,2016-05-01,3451,CHEWTON,260,2016,5
178,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2,1,3,$260_pw,House,2016-02-01,3451,CHEWTON,260,2016,2
181,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2,1,0,$260_per_week,House,2016-12-01,3451,CHEWTON,260,2016,12
182,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2,1,0,$260_per_week,House,2016-12-01,3451,CHEWTON,260,2016,12
183,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2,1,0,$260_per_week,House,2016-08-01,3451,CHEWTON,260,2016,8
187,"3A EUREKA STREET, CHEWTON",-37.077977,144.246961,3,1,0,$270_pw,House,2016-12-01,3451,CHEWTON,270,2016,12
188,"3A EUREKA STREET, CHEWTON",-37.077977,144.246961,3,1,0,$270_pw,House,2016-12-01,3451,CHEWTON,270,2016,12
191,"57 ARCHERS ROAD, CHEWTON",-37.094426,144.259118,3,1,2,$400_per_week,House,2016-11-01,3451,CHEWTON,400,2016,11
192,"57 ARCHERS ROAD, CHEWTON",-37.094426,144.259118,3,1,2,$400_per_week,House,2016-11-01,3451,CHEWTON,400,2016,11
194,"LOT/31 HOOPERS ROAD, CHEWTON",-37.0967347,144.2657472,2,1,2,$350_pw,House,2016-06-01,3451,CHEWTON,350,2016,6
195,"LOT/31 HOOPERS ROAD, CHEWTON",-37.0967347,144.2657472,2,1,2,$350_pw,House,2016-06-01,3451,CHEWTON,350,2016,6
197,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2,1,0,$270_per_week,House,2016-05-01,3451,CHEWTON,270,2016,5
198,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2,1,0,$270_per_week,House,2016-05-01,3451,CHEWTON,270,2016,5
206,"732A PYRENEES HIGHWAY, CHEWTON",-37.08367,144.272154,2,1,1,$205_pw,House,2016-04-01,3451,CHEWTON,205,2016,4
207,"732A PYRENEES HIGHWAY, CHEWTON",-37.08367,144.272154,2,1,1,$205_pw,House,2016-04-01,3451,CHEWTON,205,2016,4
