,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent
7219,"2/24 ARARAT STREET, ALTONA EAST",-37.838638,144.861999,3,3,0,$590,none,2017-04-01,3025,EAST,590
7221,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$340_per_week,none,2014-01-01,3025,EAST,340
7222,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$340_per_week,none,2014-01-01,3025,EAST,340
7223,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$340_per_week,none,2013-05-01,3025,EAST,340
7224,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$330_per_week,none,2013-03-01,3025,EAST,330
7225,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$330_per_week,none,2011-10-01,3025,EAST,330
7226,"3/22 THE BROADWAY, ALTONA EAST",-37.8344877,144.862186,2,1,1,$245_per_week,none,2007-08-01,3025,EAST,245
7227,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$400_pw,House,2013-09-01,3025,EAST,400
7228,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$400_pw,House,2013-09-01,3025,EAST,400
7229,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$400_per_week,House,2013-09-01,3025,EAST,400
7230,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$400,House,2013-09-01,3025,EAST,400
7231,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$350,House,2009-03-01,3025,EAST,350
7232,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$350_pw,House,2009-02-01,3025,EAST,350
7233,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$350,House,2009-02-01,3025,EAST,350
7234,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$270_pw,House,2007-08-01,3025,EAST,270
7235,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$270,House,2006-10-01,3025,EAST,270
7236,"1 / 8 COLLINS STREET, ALTONA EAST",-37.836615,144.86033,2,2,0,$375_per_week,House,2012-10-01,3025,EAST,375
7237,"1 / 8 COLLINS STREET, ALTONA EAST",-37.836615,144.86033,2,2,0,$375_per_week,House,2012-10-01,3025,EAST,375
7238,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$300,House,2012-07-01,3025,EAST,300
7239,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$300,House,2012-07-01,3025,EAST,300
7240,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$300_per_week,House,2012-07-01,3025,EAST,300
7241,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$300_pw,House,2012-07-01,3025,EAST,300
7242,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$240,House,2008-05-01,3025,EAST,240
7243,"2 STAPLEY CRESCENT, ALTONA EAST",-37.835235,144.863786,3,1,1,$240_pw,House,2008-04-01,3025,EAST,240
7244,"46 ARARAT STREET, ALTONA EAST",-37.8395403,144.8604577,3,1,1,$310,House,2012-02-01,3025,EAST,310
7245,"46 ARARAT STREET, ALTONA EAST",-37.8395403,144.8604577,3,1,1,$310,House,2012-02-01,3025,EAST,310
7246,"46 ARARAT STREET, ALTONA EAST",-37.8395403,144.8604577,3,1,1,$310_pw,House,2012-02-01,3025,EAST,310
7247,"46 ARARAT STREET, ALTONA EAST",-37.8395403,144.8604577,3,1,1,$310_per_week,House,2012-01-01,3025,EAST,310
7248,"9 MARKHAM WAY, ALTONA EAST",-37.883087,144.772233,4,2,2,$500_per_week,House,2011-07-01,3025,EAST,500
7249,"9 MARKHAM WAY, ALTONA EAST",-37.883087,144.772233,4,2,2,$500_per_week,House,2011-07-01,3025,EAST,500
7250,"4/32 JEFFREY AVENUE, ALTONA EAST",-37.83316,144.86187,3,1,1,$370_per_week,none,2011-06-01,3025,EAST,370
7251,"4/32 JEFFREY AVENUE, ALTONA EAST",-37.83316,144.86187,3,1,1,$370_per_week,none,2011-06-01,3025,EAST,370
7252,"4/32 JEFFREY AVENUE, ALTONA EAST",-37.83316,144.86187,3,1,1,$360_per_week,none,2010-04-01,3025,EAST,360
7253,"2/ 32 JEFFREY AVENUE, ALTONA EAST",-37.833483,144.862252,3,1,2,$370_per_week,none,2011-01-01,3025,EAST,370
7254,"2/ 32 JEFFREY AVENUE, ALTONA EAST",-37.833483,144.862252,3,1,2,$370_per_week,none,2011-01-01,3025,EAST,370
7295,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$370_per_week,House,2022-09-01,3028,MEADOWS,370
7296,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$370_per_week,House,2022-07-01,3028,MEADOWS,370
7297,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$370_per_week,House,2022-01-01,3028,MEADOWS,370
7298,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390_per_week,House,2020-09-01,3028,MEADOWS,390
7299,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390,House,2020-09-01,3028,MEADOWS,390
7300,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390_p.w.,House,2020-09-01,3028,MEADOWS,390
7301,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390_per_week,House,2019-11-01,3028,MEADOWS,390
7302,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390,House,2019-11-01,3028,MEADOWS,390
7303,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390_p.w.,House,2019-11-01,3028,MEADOWS,390
7304,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$390_-_$390,House,2019-11-01,3028,MEADOWS,390
7305,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$355_per_week,House,2018-02-01,3028,MEADOWS,355
7306,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$320_per_week,House,2014-11-01,3028,MEADOWS,320
7307,"8 LAIRD DRIVE, ALTONA MEADOWS",-37.875813,144.7873,3,1,2,$20,House,2014-10-01,3028,MEADOWS,20
7308,"99 HALL AVENUE, ALTONA MEADOWS",-37.865789,144.778508,3,1,0,$480_Week,none,2022-09-01,3028,MEADOWS,480
7309,"99 HALL AVENUE, ALTONA MEADOWS",-37.865789,144.778508,3,1,0,$480_Week,none,2022-09-01,3028,MEADOWS,480
7310,"8 OCEAN COURT, ALTONA MEADOWS",-37.881055,144.788827,4,2,2,$465_per_week,House,2022-08-01,3028,MEADOWS,465
7311,"8 OCEAN COURT, ALTONA MEADOWS",-37.881055,144.788827,4,2,2,$465_per_week,House,2022-09-01,3028,MEADOWS,465
7312,"8 OCEAN COURT, ALTONA MEADOWS",-37.881055,144.788827,4,2,2,$465_per_week,House,2022-08-01,3028,MEADOWS,465
7313,"8 OCEAN COURT, ALTONA MEADOWS",-37.881055,144.788827,4,2,2,$465,House,2022-08-01,3028,MEADOWS,465
7314,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$450_Week,House,2022-08-01,3028,MEADOWS,450
7315,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$450_Week,House,2022-08-01,3028,MEADOWS,450
7316,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$450,House,2022-08-01,3028,MEADOWS,450
7317,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$425_pw,House,2021-03-01,3028,MEADOWS,425
7318,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$425,House,2021-03-01,3028,MEADOWS,425
7319,"6 TAEGTOW WAY, ALTONA MEADOWS",-37.887981,144.779523,4,2,2,$425_p.w.,House,2021-03-01,3028,MEADOWS,425
7320,"9 SUSMANN COURT, ALTONA MEADOWS",-37.87584001,144.7823001,3,1,1,$420_per_week,House,2022-08-01,3028,MEADOWS,420
7321,"9 SUSMANN COURT, ALTONA MEADOWS",-37.87584001,144.7823001,3,1,1,$420_per_week,House,2022-08-01,3028,MEADOWS,420
7322,"9 SUSMANN COURT, ALTONA MEADOWS",-37.87584001,144.7823001,3,1,1,$400_per_week,House,2021-09-01,3028,MEADOWS,400
7323,"9 SUSMANN COURT, ALTONA MEADOWS",-37.87584001,144.7823001,3,1,1,$400_per_week,House,2021-08-01,3028,MEADOWS,400
7324,"5/49-51 MAY AVENUE, ALTONA MEADOWS",-37.8797001,144.77273001,3,1,1,$350_per_week,House,2022-08-01,3028,MEADOWS,350
7325,"5/49-51 MAY AVENUE, ALTONA MEADOWS",-37.8797001,144.77273001,3,1,1,$350_per_week,House,2022-08-01,3028,MEADOWS,350
7326,"5/49-51 MAY AVENUE, ALTONA MEADOWS",-37.8797001,144.77273001,3,1,1,$350,House,2022-08-01,3028,MEADOWS,350
7327,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$510_per_week,House,2022-08-01,3028,MEADOWS,510
7328,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$510_per_week,House,2022-08-01,3028,MEADOWS,510
7329,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$510,House,2022-08-01,3028,MEADOWS,510
7330,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$510_per_week,House,2022-06-01,3028,MEADOWS,510
7331,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$480_per_week,House,2022-04-01,3028,MEADOWS,480
7332,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$480,House,2022-04-01,3028,MEADOWS,480
7333,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$480,House,2022-03-01,3028,MEADOWS,480
7334,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$480_per_week,House,2022-03-01,3028,MEADOWS,480
7335,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$400,House,2011-02-01,3028,MEADOWS,400
7336,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$400_p.w.,House,2010-11-01,3028,MEADOWS,400
7337,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$400,House,2010-11-01,3028,MEADOWS,400
7338,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$400_pw,House,2010-11-01,3028,MEADOWS,400
7339,"26 LAIRD DRIVE, ALTONA MEADOWS",-37.877723,144.787483,3,2,2,$400_per_week,House,2010-10-01,3028,MEADOWS,400
7340,"15 KNIGHTSBRIDGE AVENUE, ALTONA MEADOWS",-37.880942,144.774564,3,2,5,$425_p.w.,House,2022-08-01,3028,MEADOWS,425
7341,"15 KNIGHTSBRIDGE AVENUE, ALTONA MEADOWS",-37.880942,144.774564,3,2,5,$425_p.w.,House,2022-08-01,3028,MEADOWS,425
7342,"15 KNIGHTSBRIDGE AVENUE, ALTONA MEADOWS",-37.880942,144.774564,3,2,5,$425_Weekly,House,2022-03-01,3028,MEADOWS,425
7343,"15 KNIGHTSBRIDGE AVENUE, ALTONA MEADOWS",-37.880942,144.774564,3,2,5,$425,House,2022-03-01,3028,MEADOWS,425
7344,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7345,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7346,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$290_per_week,none,2016-12-01,3028,MEADOWS,290
7347,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$290_per_week,none,2016-10-01,3028,MEADOWS,290
7348,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$290_per_week,none,2016-09-01,3028,MEADOWS,290
7349,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$280_per_week,none,2015-01-01,3028,MEADOWS,280
7350,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$295_per_week,none,2014-12-01,3028,MEADOWS,295
7351,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$270,none,2014-03-01,3028,MEADOWS,270
7352,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$270_per_week,none,2013-12-01,3028,MEADOWS,270
7353,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$240_Weekly,none,2009-03-01,3028,MEADOWS,240
7354,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$210_per_week,none,2007-07-01,3028,MEADOWS,210
7355,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-37.885192,144.784507,2,1,1,$210,none,2007-06-01,3028,MEADOWS,210
7356,"1/5 BALACLAVA AVE, ALTONA MEADOWS",-37.87457001,144.78572001,2,1,2,$350_per_week,House,2022-08-01,3028,MEADOWS,350
7357,"1/5 BALACLAVA AVE, ALTONA MEADOWS",-37.87457001,144.78572001,2,1,2,$350_per_week,House,2022-08-01,3028,MEADOWS,350
7358,"1/5 BALACLAVA AVE, ALTONA MEADOWS",-37.87457001,144.78572001,2,1,2,$350_per_week,House,2021-07-01,3028,MEADOWS,350
7359,"1/5 BALACLAVA AVE, ALTONA MEADOWS",-37.87457001,144.78572001,2,1,2,$350_per_week,House,2021-06-01,3028,MEADOWS,350
7360,"129 MERTON STREET, ALTONA MEADOWS",-37.875762,144.777196,3,1,2,$380_per_week,none,2022-08-01,3028,MEADOWS,380
7361,"129 MERTON STREET, ALTONA MEADOWS",-37.875762,144.777196,3,1,2,$380_per_week,none,2022-08-01,3028,MEADOWS,380
7362,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$340_per_week,none,2022-08-01,3028,MEADOWS,340
7363,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$340_per_week,none,2022-08-01,3028,MEADOWS,340
7364,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$335_pw,none,2019-01-01,3028,MEADOWS,335
7365,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$335,none,2019-01-01,3028,MEADOWS,335
7366,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$335_p.w.,none,2019-01-01,3028,MEADOWS,335
7367,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$320,none,2015-02-01,3028,MEADOWS,320
7368,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$310_Weekly,none,2012-05-01,3028,MEADOWS,310
7369,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$310_per_week,none,2012-05-01,3028,MEADOWS,310
7370,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$310,none,2010-09-01,3028,MEADOWS,310
7371,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$300_pw,none,2008-04-01,3028,MEADOWS,300
7372,"311 VICTORIA STREET, ALTONA MEADOWS",-37.888144,144.77721,3,2,4,$300,none,2008-04-01,3028,MEADOWS,300
7373,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$375_per_week,none,2022-08-01,3028,MEADOWS,375
7374,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$375_per_week,none,2022-08-01,3028,MEADOWS,375
7375,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350_pw,none,2020-03-01,3028,MEADOWS,350
7376,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350,none,2020-03-01,3028,MEADOWS,350
7377,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350_p.w.,none,2020-03-01,3028,MEADOWS,350
7378,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350_pw,none,2019-12-01,3028,MEADOWS,350
7379,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350,none,2019-12-01,3028,MEADOWS,350
7380,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350_p.w.,none,2019-12-01,3028,MEADOWS,350
7381,"2/64 TALBOT STREET, ALTONA MEADOWS",-37.8709001,144.7851001,2,1,1,$350_-_$350,none,2019-12-01,3028,MEADOWS,350
7382,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$420_per_week,none,2022-08-01,3028,MEADOWS,420
7383,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$420_per_week,none,2022-08-01,3028,MEADOWS,420
7384,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$350_Weekly,none,2016-07-01,3028,MEADOWS,350
7385,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$350_Weekly,none,2015-02-01,3028,MEADOWS,350
7386,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$330,none,2012-03-01,3028,MEADOWS,330
7387,"1 SELWOOD PLACE, ALTONA MEADOWS",-37.884962,144.774504,3,1,2,$250_-_$1084,none,2008-02-01,3028,MEADOWS,1084
7388,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7389,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7390,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350,none,2022-08-01,3028,MEADOWS,350
7391,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350_per_week,none,2021-02-01,3028,MEADOWS,350
7392,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350_per_week,none,2021-01-01,3028,MEADOWS,350
7393,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350_per_week,none,2018-09-01,3028,MEADOWS,350
7394,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$350,none,2018-09-01,3028,MEADOWS,350
7395,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$330_per_week,none,2017-09-01,3028,MEADOWS,330
7396,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$300_per_week,none,2015-01-01,3028,MEADOWS,300
7397,"3/5-7 NEWHAM WAY, ALTONA MEADOWS",-37.87435,144.774382,2,1,1,$320_per_week,none,2015-01-01,3028,MEADOWS,320
7398,"15 BRENNAN COURT, ALTONA MEADOWS, ALTONA MEADOWS",-37.8751336002,144.7804789002,3,1,1,$390_per_week,none,2022-08-01,3028,MEADOWS,390
7399,"15 BRENNAN COURT, ALTONA MEADOWS, ALTONA MEADOWS",-37.8751336002,144.7804789002,3,1,1,$390_per_week,none,2022-08-01,3028,MEADOWS,390
7400,"2/9 STREZLECKI GROVE SOUTH, ALTONA MEADOWS",-37.8695001,144.75762001,2,1,0,$345_per_week,none,2022-08-01,3028,MEADOWS,345
7401,"2/9 STREZLECKI GROVE SOUTH, ALTONA MEADOWS",-37.8695001,144.75762001,2,1,0,$345_per_week,none,2022-08-01,3028,MEADOWS,345
7402,"2/9 STREZLECKI GROVE SOUTH, ALTONA MEADOWS",-37.8695001,144.75762001,2,1,0,$345,none,2022-08-01,3028,MEADOWS,345
7403,"2/9 STREZLECKI GROVE SOUTH, ALTONA MEADOWS",-37.8695001,144.75762001,2,1,0,$340,none,2019-11-01,3028,MEADOWS,340
7404,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-28.0000218001,153.4267129001,2,1,1,$350_per_week,Unit/apmt,2022-08-01,3028,MEADOWS,350
7405,"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",-28.0000218001,153.4267129001,2,1,1,$350_per_week,Unit/apmt,2022-08-01,3028,MEADOWS,350
7406,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$370_per_week,House,2022-08-01,3028,MEADOWS,370
7407,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$370_per_week,House,2022-08-01,3028,MEADOWS,370
7408,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$380_per_week,House,2022-05-01,3028,MEADOWS,380
7409,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$370_per_week,House,2020-03-01,3028,MEADOWS,370
7410,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$320_Weekly,House,2016-02-01,3028,MEADOWS,320
7411,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$320_Weekly,House,2014-08-01,3028,MEADOWS,320
7412,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$320_Weekly,House,2013-08-01,3028,MEADOWS,320
7413,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$310,House,2011-08-01,3028,MEADOWS,310
7414,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$310,House,2011-07-01,3028,MEADOWS,310
7415,"325 QUEEN STREET, ALTONA MEADOWS",-37.873127,144.785597,3,1,2,$240,House,2007-07-01,3028,MEADOWS,240
7416,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7417,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_per_week,none,2022-08-01,3028,MEADOWS,350
7418,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350,none,2022-08-01,3028,MEADOWS,350
7419,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_per_week,none,2021-10-01,3028,MEADOWS,350
7420,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_per_week,none,2021-09-01,3028,MEADOWS,350
7421,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_pw,none,2019-04-01,3028,MEADOWS,350
7422,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350,none,2019-04-01,3028,MEADOWS,350
7423,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_p.w.,none,2019-04-01,3028,MEADOWS,350
7424,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$320_pw,none,2015-11-01,3028,MEADOWS,320
7425,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$320_per_week,none,2015-10-01,3028,MEADOWS,320
7426,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$320_pw,none,2015-10-01,3028,MEADOWS,320
7427,"3/65-67 JAMISON STREET SOUTH, ALTONA MEADOWS",-37.869754,144.774709,2,1,1,$350_per_week,none,2015-08-01,3028,MEADOWS,350
7428,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$420_per_week,House,2022-08-01,3028,MEADOWS,420
7429,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$420_per_week,House,2022-08-01,3028,MEADOWS,420
7430,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$420,House,2022-08-01,3028,MEADOWS,420
7431,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$370_per_week,House,2021-03-01,3028,MEADOWS,370
7433,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$370_pw,House,2018-04-01,3028,MEADOWS,370
7434,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$370,House,2018-04-01,3028,MEADOWS,370
7435,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$380,House,2018-03-01,3028,MEADOWS,380
7436,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$380_per_week,House,2017-03-01,3028,MEADOWS,380
7437,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$380_pw,House,2017-03-01,3028,MEADOWS,380
7438,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$360_per_week,House,2017-02-01,3028,MEADOWS,360
7439,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$360_pw,House,2017-02-01,3028,MEADOWS,360
7440,"2 ROSEBERY STREET, ALTONA MEADOWS",-37.866468,144.78367,3,1,2,$360_pw,House,2016-12-01,3028,MEADOWS,360
7441,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$450_per_week,none,2022-08-01,3028,MEADOWS,450
7442,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$450_per_week,none,2022-08-01,3028,MEADOWS,450
7443,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$450,none,2022-08-01,3028,MEADOWS,450
7444,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$325,none,2016-08-01,3028,MEADOWS,325
7445,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$350,none,2016-08-01,3028,MEADOWS,350
7446,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$350,none,2016-02-01,3028,MEADOWS,350
7447,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$325,none,2015-05-01,3028,MEADOWS,325
7448,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$325_Week,none,2015-05-01,3028,MEADOWS,325
7449,"5 NEYLAND COURT, ALTONA MEADOWS",-37.883248,144.781814,3,2,1,$285_Weekly,none,2011-12-01,3028,MEADOWS,285
