,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
5008,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2,1,1,$300_per_week,Rental_residential,2011-11-01,3168,CLAYTON,300,2011,11
5137,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$360_p.w.,Townhouse,2011-02-01,3168,CLAYTON,360,2011,2
5138,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$360,Townhouse,2011-02-01,3168,CLAYTON,360,2011,2
5139,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$360_Weekly,Townhouse,2011-02-01,3168,CLAYTON,360,2011,2
5176,"11 / 8-10 BROWNS ROAD, CLAYTON",-37.919799,145.127053,2,1,1,$380,Unit/apmt,2011-08-01,3168,CLAYTON,380,2011,8
5203,"22/1324-1328 CENTRE ROAD, CLAYTON",-37.931401,145.141831,2,1,1,$330,Unit/apmt,2011-03-01,3168,CLAYTON,330,2011,3
5204,"22/1324-1328 CENTRE ROAD, CLAYTON",-37.931401,145.141831,2,1,1,$330_per_week,Unit/apmt,2011-02-01,3168,CLAYTON,330,2011,2
5205,"22/1324-1328 CENTRE ROAD, CLAYTON",-37.931401,145.141831,2,1,1,$330,Unit/apmt,2011-02-01,3168,CLAYTON,330,2011,2
5250,"33/2 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$300_-_$310_per_week,Unit/apmt,2011-07-01,3168,CLAYTON,310,2011,7
5300,"3/1 ADALEIGH COURT, CLAYTON",-37.921612,145.131214,2,1,1,$300,Unit/apmt,2011-08-01,3168,CLAYTON,300,2011,8
5301,"3/1 ADALEIGH COURT, CLAYTON",-37.921612,145.131214,2,1,1,$260_per_week,Unit/apmt,2011-02-01,3168,CLAYTON,260,2011,2
5302,"3/1 ADALEIGH COURT, CLAYTON",-37.921612,145.131214,2,1,1,$260,Unit/apmt,2011-02-01,3168,CLAYTON,260,2011,2
5330,"UNIT 3/79 ORMOND ROAD, CLAYTON",-37.920588,145.112628,2,1,2,$300_per_week,Unit/apmt,2011-03-01,3168,CLAYTON,300,2011,3
5361,"1/16 DONALD STREET, CLAYTON",-37.924194,145.124296,3,1,2,$440,Unit/apmt,2011-02-01,3168,CLAYTON,440,2011,2
5456,"2/53 ALICE STREET, CLAYTON",-37.917891,145.117465,3,2,2,$405,Townhouse,2011-02-01,3168,CLAYTON,405,2011,2
5583,"34/1 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$360,Unit/apmt,2011-01-01,3168,CLAYTON,360,2011,1
6178,"11 GLENBROOK ROAD, CLEMATIS",-37.936816,145.420614,3,none,0,$330_pw,none,2011-06-01,3782,CLEMATIS,330,2011,6
6179,"11 GLENBROOK ROAD, CLEMATIS",-37.936816,145.420614,3,none,0,$330,none,2011-06-01,3782,CLEMATIS,330,2011,6
6184,"290 BELGRAVE--GEMBROOK ROAD, CLEMATIS",-37.930635,145.422785,2,1,1,$300_pw,none,2011-10-01,3782,CLEMATIS,300,2011,10
6185,"290 BELGRAVE--GEMBROOK ROAD, CLEMATIS",-37.930635,145.422785,2,1,1,$300_pw,none,2011-10-01,3782,CLEMATIS,300,2011,10
6186,"290 BELGRAVE--GEMBROOK ROAD, CLEMATIS",-37.930635,145.422785,2,1,1,$300,none,2011-10-01,3782,CLEMATIS,300,2011,10
6187,"1 ALBERT ROAD, CLEMATIS",-37.929666,145.420997,3,2,2,$400_p.w.,none,2011-07-01,3782,CLEMATIS,400,2011,7
6188,"1 ALBERT ROAD, CLEMATIS",-37.929666,145.420997,3,2,2,$400_p.w.,none,2011-07-01,3782,CLEMATIS,400,2011,7
6189,"1 ALBERT ROAD, CLEMATIS",-37.929666,145.420997,3,2,2,$400_Weekly,none,2011-07-01,3782,CLEMATIS,400,2011,7
6190,"1 ALBERT ROAD, CLEMATIS",-37.929666,145.420997,3,2,2,$400,none,2011-07-01,3782,CLEMATIS,400,2011,7
6191,"3 CLEARBROOK ROAD, CLEMATIS",-37.934977,145.420038,3,1,3,$380_per_week,House,2011-04-01,3782,CLEMATIS,380,2011,4
6192,"3 CLEARBROOK ROAD, CLEMATIS",-37.934977,145.420038,3,1,3,$380_per_week,House,2011-05-01,3782,CLEMATIS,380,2011,5
6193,"233 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.924075,145.419921,4,2,2,$650_per_week,House,2011-02-01,3782,CLEMATIS,650,2011,2
6194,"233 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.924075,145.419921,4,2,2,$650_per_week,House,2011-01-01,3782,CLEMATIS,650,2011,1
6329,"70 NOONE STREET, CLIFTON HILL",-37.793407,144.992413,2,1,0,$500_per_week,Rental_residential,2011-11-01,3068,HILL,500,2011,11
6350,"33 RUTLAND STREET, CLIFTON HILL",-37.793422,144.995945,2,1,0,$450_per_week,none,2011-03-01,3068,HILL,450,2011,3
6434,"4/9 SOUTH TERRACE, CLIFTON HILL",-37.792523,144.992206,1,1,1,$270_pw,Unit/apmt,2011-12-01,3068,HILL,270,2011,12
6459,"1/165 NOONE STREET, CLIFTON HILL",-37.7943203,144.9997964,2,2,1,$460_-_$1993_pw,Unit/apmt,2011-04-01,3068,HILL,1993,2011,4
6460,"1/165 NOONE STREET, CLIFTON HILL",-37.7943203,144.9997964,2,2,1,$475_pw,Unit/apmt,2011-03-01,3068,HILL,475,2011,3
6469,"32 NOONE STREET, CLIFTON HILL",-37.793155,144.990768,3,2,1,$749_pw,House,2011-10-01,3068,HILL,749,2011,10
6470,"32 NOONE STREET, CLIFTON HILL",-37.793155,144.990768,3,2,1,$749,House,2011-10-01,3068,HILL,749,2011,10
6549,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1,1,1,$285,Rental_residential,2011-11-01,3068,HILL,285,2011,11
6569,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2,1,1,$550_pw,House,2011-10-01,3068,HILL,550,2011,10
6570,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2,1,1,$550,House,2011-09-01,3068,HILL,550,2011,9
6647,"2/142 SPENSLEY STREET, CLIFTON HILL",-37.7867712,145.0030182,1,1,1,$290_pw,Rental_residential,2011-08-01,3068,HILL,290,2011,8
6648,"2/142 SPENSLEY STREET, CLIFTON HILL",-37.7867712,145.0030182,1,1,1,$290,Rental_residential,2011-08-01,3068,HILL,290,2011,8
6717,"48 NOONE STREET, CLIFTON HILL",-37.793359,144.991341,3,1,0,$485_per_week,Rental_residential,2011-07-01,3068,HILL,485,2011,7
6771,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$350_pw,none,2011-09-01,3068,HILL,350,2011,9
6772,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$350_per_week,none,2011-05-01,3068,HILL,350,2011,5
6773,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$350,none,2011-05-01,3068,HILL,350,2011,5
6795,"5/81 FIELD STREET, CLIFTON HILL",-37.7921964,145.0022619,2,1,1,$420_per_week,Unit/apmt,2011-03-01,3068,HILL,420,2011,3
6796,"5/81 FIELD STREET, CLIFTON HILL",-37.7921964,145.0022619,2,1,1,$420_p.w.,Unit/apmt,2011-03-01,3068,HILL,420,2011,3
6825,"29 YAMBLA STREET, CLIFTON HILL",-37.791802,145.000849,3,1,0,$525_per_week,House,2011-08-01,3068,HILL,525,2011,8
6826,"29 YAMBLA STREET, CLIFTON HILL",-37.791802,145.000849,3,1,0,$555_pw,House,2011-07-01,3068,HILL,555,2011,7
6827,"29 YAMBLA STREET, CLIFTON HILL",-37.791802,145.000849,3,1,0,$555_pw,House,2011-06-01,3068,HILL,555,2011,6
6828,"29 YAMBLA STREET, CLIFTON HILL",-37.791802,145.000849,3,1,0,$570_pw,House,2011-05-01,3068,HILL,570,2011,5
6829,"29 YAMBLA STREET, CLIFTON HILL",-37.791802,145.000849,3,1,0,$570_pw,House,2011-04-01,3068,HILL,570,2011,4
6843,"10/9 SOUTH TERRACE, CLIFTON HILL",-37.79235,144.99226,1,1,1,$280_p.w.,Flat,2011-01-01,3068,HILL,280,2011,1
6974,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2,2,1,$480_pw,Rental_residential,2011-03-01,3068,HILL,480,2011,3
6997,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3,2,2,$622,House,2011-09-01,3068,HILL,622,2011,9
7020,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2,2,1,$400_per_week,Rental_residential,2011-12-01,3068,HILL,400,2011,12
7219,"6/57 CAROLINE STREET, CLIFTON HILL",-37.7902856,145.0009989,2,1,1,$350_per_week,Unit/apmt,2011-10-01,3068,HILL,350,2011,10
7228,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2,1,1,$375_per_week,none,2011-11-01,3068,HILL,375,2011,11
7287,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2,1,1,$385_per_week,none,2011-04-01,3068,HILL,385,2011,4
7288,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2,1,1,$385_per_week,none,2011-03-01,3068,HILL,385,2011,3
7303,"1/208 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.794636,144.996795,2,1,0,$440,none,2011-08-01,3068,HILL,440,2011,8
7317,"30 HILTON ST, CLIFTON HILL",-37.7920695,144.9876984,2,1,0,$395_p.w.,Terrace,2011-07-01,3068,HILL,395,2011,7
7347,"23 AITKEN STREET, CLIFTON HILL",-37.791383,145.000129,2,1,0,$395_pw,Rental_residential,2011-05-01,3068,HILL,395,2011,5
7412,"6 RUTLAND STREET, CLIFTON HILL",-37.794625,144.996207,2,1,1,$490,House,2011-03-01,3068,HILL,490,2011,3
7413,"6 RUTLAND STREET, CLIFTON HILL",-37.794625,144.996207,2,1,1,$490_pw,House,2011-03-01,3068,HILL,490,2011,3
7480,"5/60 FENWICK STREET, CLIFTON HILL",-37.786721,144.999896,2,1,1,$391_Weekly,Rental_residential,2011-01-01,3068,HILL,391,2011,1
7481,"5/60 FENWICK STREET, CLIFTON HILL",-37.786721,144.999896,2,1,1,$391_per_week,Rental_residential,2011-01-01,3068,HILL,391,2011,1
7501,"1/211 GOLD STREET, CLIFTON HILL",-37.791306,144.990222,2,1,1,$390_per_week,none,2011-09-01,3068,HILL,390,2011,9
7511,"2/15 SOUTH TERRACE, CLIFTON HILL",-37.792417,144.992996,2,1,1,$400_p.w.,Unit/apmt,2011-07-01,3068,HILL,400,2011,7
7575,"13 CAMEO COURT, CLIFTON SPRINGS",-38.156374,144.570934,4,2,4,$350_pw,House,2011-01-01,3222,SPRINGS,350,2011,1
7749,"126 COUNTRY CLUB DRIVE, CLIFTON SPRINGS",-38.156579,144.572595,3,1,2,$280_Weekly,none,2011-09-01,3222,SPRINGS,280,2011,9
7778,"6 ELIZABETH CRT, WATERFORD PARK/, CLONBINANE",-37.301767,145.066365,3,1,0,$200_per_week,none,2011-12-01,3658,CLONBINANE,200,2011,12
7779,"6 ELIZABETH CRT, WATERFORD PARK/, CLONBINANE",-37.301767,145.066365,3,1,0,$200_per_week,none,2011-12-01,3658,CLONBINANE,200,2011,12
7851,"27A BECKWITH STREET, CLUNES",-37.299866,143.781619,3,1,1,$230,House,2011-01-01,3370,CLUNES,230,2011,1
7915,"10 ALBERT STREET, CLUNES",-37.287198,143.78807,3,2,1,$210_Weekly,House,2011-05-01,3370,CLUNES,210,2011,5
8508,"110 CLYDE FIVE WAYS ROAD, CLYDE",-38.1595057,145.3188431,4,3,3,$470_per_week,House,2011-02-01,3978,CLYDE,470,2011,2
8768,"472 BENGWORDEN ROAD, COBAINS",-38.075479,147.126247,3,2,2,$340_pw,House,2011-09-01,3851,COBAINS,340,2011,9
8769,"472 BENGWORDEN ROAD, COBAINS",-38.075479,147.126247,3,2,2,$340_pw,House,2011-09-01,3851,COBAINS,340,2011,9
8819,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2,1,1,$185_per_week,House,2011-11-01,3266,COBDEN,185,2011,11
8999,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3,1,1,$190_per_week,House,2011-07-01,3266,COBDEN,190,2011,7
