,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
7358,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1,1,1,$250,none,2007-01-01,3068,HILL,250,2007,1
7372,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3,2,2,$380_pw,Rental_residential,2007-02-01,3068,HILL,380,2007,2
7373,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3,2,2,$380,Rental_residential,2007-02-01,3068,HILL,380,2007,2
7454,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1,1,1,$170_pw,Rental_residential,2007-02-01,3068,HILL,170,2007,2
7455,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1,1,1,$170,Rental_residential,2007-02-01,3068,HILL,170,2007,2
8749,"68 MACKIE STREET, COATESVILLE",-37.916586,145.074629,3,2,0,$525,House,2007-02-01,3165,COATESVILLE,525,2007,2
8750,"68 MACKIE STREET, COATESVILLE",-37.916586,145.074629,3,2,0,$525,House,2007-02-01,3165,COATESVILLE,525,2007,2
8868,"8 STIRLING STREET, COBDEN",-38.322077,143.080563,2,1,2,$170_pw,Rental_residential,2007-10-01,3266,COBDEN,170,2007,10
9381,"34 CLAREMONT STREET, COBURG NORTH",-37.732144,144.978717,3,1,2,$230,House,2007-06-01,3058,NORTH,230,2007,6
9772,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3,1,1,$300_pw,Rental_residential,2007-08-01,3058,NORTH,300,2007,8
10088,"412 SYDNEY ROAD, COBURG",-37.743693,144.966396,2,1,1,$300_pw,none,2007-02-01,3058,COBURG,300,2007,2
10089,"412 SYDNEY ROAD, COBURG",-37.743693,144.966396,2,1,1,$300,none,2007-02-01,3058,COBURG,300,2007,2
10266,"72 DONNE STREET, COBURG",-37.74782,144.949758,2,1,4,$350_pw,none,2007-12-01,3058,COBURG,350,2007,12
10372,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$210_pw,none,2007-08-01,3058,COBURG,210,2007,8
10607,"1/8 FLORENCE STREET, COBURG",-37.752098,144.961024,2,1,1,$200,Unit,2007-06-01,3058,COBURG,200,2007,6
10672,"1 BERG PLACE, COBURG",-37.754386,144.978864,3,2,1,$325_pw,Townhouse,2007-04-01,3058,COBURG,325,2007,4
10673,"1 BERG PLACE, COBURG",-37.754386,144.978864,3,2,1,$325,Townhouse,2007-04-01,3058,COBURG,325,2007,4
10745,"59 THE AVENUE, COBURG",-37.752457,144.967722,2,1,2,$320_pw,House,2007-11-01,3058,COBURG,320,2007,11
10746,"59 THE AVENUE, COBURG",-37.752457,144.967722,2,1,2,$320,House,2007-11-01,3058,COBURG,320,2007,11
10857,"28A JERSEY STREET, COBURG",-37.734173,144.953246,3,1,1,$280,Rental_residential,2007-11-01,3058,COBURG,280,2007,11
11037,"3/70 LOCH STREET, COBURG",-37.74473,144.962483,2,1,1,$195_pw,Unit/apmt,2007-02-01,3058,COBURG,195,2007,2
11038,"3/70 LOCH STREET, COBURG",-37.74473,144.962483,2,1,1,$195_per_week,Unit/apmt,2007-02-01,3058,COBURG,195,2007,2
11039,"3/70 LOCH STREET, COBURG",-37.74473,144.962483,2,1,1,$195,Unit/apmt,2007-02-01,3058,COBURG,195,2007,2
11282,"10A/2 WOIWURUNG CRESCENT, COBURG",-37.736463,144.973846,2,2,1,$320_pw,Rental_residential,2007-12-01,3058,COBURG,320,2007,12
11379,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2,1,1,$290_pw,House,2007-08-01,3058,COBURG,290,2007,8
11380,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2,1,1,$290_pw,House,2007-07-01,3058,COBURG,290,2007,7
11381,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2,1,1,$290,House,2007-07-01,3058,COBURG,290,2007,7
11523,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3,1,1,$240_pw,House,2007-05-01,3058,COBURG,240,2007,5
11524,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3,1,1,$240,House,2007-05-01,3058,COBURG,240,2007,5
11554,"20/5 INDUSTRY LANE, COBURG",-37.7370286,144.9695513,2,1,1,$310_pw,Townhouse,2007-11-01,3058,COBURG,310,2007,11
11555,"20/5 INDUSTRY LANE, COBURG",-37.7370286,144.9695513,2,1,1,$310,Townhouse,2007-11-01,3058,COBURG,310,2007,11
12029,"7B MOORE STREET, COBURG",-37.753555,144.965677,2,1,1,$275_pw,House,2007-05-01,3058,COBURG,275,2007,5
12030,"7B MOORE STREET, COBURG",-37.753555,144.965677,2,1,1,$275,House,2007-05-01,3058,COBURG,275,2007,5
12081,"9/203 NICHOLSON STREET, COBURG",-37.742913,144.977807,2,1,2,$280,Unit/apmt,2007-11-01,3058,COBURG,280,2007,11
12157,"4/15 BRUCE STREET, COBURG",-37.745675,144.947684,3,1,1,$280_pw,none,2007-05-01,3058,COBURG,280,2007,5
12234,"41A RENNIE STREET, COBURG",-37.750558,144.969431,2,1,1,$250,none,2007-01-01,3058,COBURG,250,2007,1
12312,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2,1,1,$260_pw,Rental_residential,2007-06-01,3058,COBURG,260,2007,6
12313,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2,1,1,$260,Rental_residential,2007-06-01,3058,COBURG,260,2007,6
12587,"1/22 CHAMBERS STREET, COBURG",-37.748545,144.968059,2,1,1,$220_pw,Rental_residential,2007-09-01,3058,COBURG,220,2007,9
12700,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2,1,2,$340_pw,Townhouse,2007-03-01,3058,COBURG,340,2007,3
12701,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2,1,2,$340,Townhouse,2007-03-01,3058,COBURG,340,2007,3
12787,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3,1,1,$250_pw,House,2007-12-01,3781,COCKATOO,250,2007,12
12905,"7 BELGRAVE GEMBROOK ROAD, COCKATOO",-37.936927,145.494462,3,1,1,$220_pw,House,2007-12-01,3781,COCKATOO,220,2007,12
12998,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3,1,0,$350_pw,Rental_residential,2007-05-01,3781,COCKATOO,350,2007,5
583,"7 BEDE AVENUE, COLDSTREAM",-37.733786,145.385345,4,2,2,$340_pw,House,2007-11-01,3770,COLDSTREAM,340,2007,11
584,"7 BEDE AVENUE, COLDSTREAM",-37.733786,145.385345,4,2,2,$340,House,2007-11-01,3770,COLDSTREAM,340,2007,11
849,"24 WHYTE STREET, COLERAINE",-37.598971,141.698224,3,1,0,$140,none,2007-09-01,3315,COLERAINE,140,2007,9
923,"86 MCKEBREY ST, COLERAINE",-37.603696,141.689591,2,1,0,$100,House,2007-11-01,3315,COLERAINE,100,2007,11
924,"86 MCKEBREY ST, COLERAINE",-37.603696,141.689591,2,1,0,$100,House,2007-11-01,3315,COLERAINE,100,2007,11
1338,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1,1,1,$310_pw,Unit,2007-11-01,3066,COLLINGWOOD,310,2007,11
1339,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1,1,1,$310,Unit,2007-11-01,3066,COLLINGWOOD,310,2007,11
1404,"509/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1,1,0,$210,Unit/apmt,2007-02-01,3066,COLLINGWOOD,210,2007,2
1514,"6/9-11 OTTER STREET, COLLINGWOOD",-37.800599,144.984519,2,1,1,$215_-_$932_pw,Unit/apmt,2007-11-01,3066,COLLINGWOOD,932,2007,11
1642,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3,1,0,$380_per_week,Townhouse,2007-10-01,3066,COLLINGWOOD,380,2007,10
1643,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3,1,0,$380,Townhouse,2007-09-01,3066,COLLINGWOOD,380,2007,9
1644,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3,1,0,$380_per_week,Townhouse,2007-09-01,3066,COLLINGWOOD,380,2007,9
2019,"2 BUDD STREET, COLLINGWOOD",-37.798899,144.986824,3,1,1,$350_-_$1517_pw,Unit,2007-11-01,3066,COLLINGWOOD,1517,2007,11
2056,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1,1,1,$330_pw,Unit,2007-11-01,3066,COLLINGWOOD,330,2007,11
2057,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1,1,1,$330,Unit,2007-11-01,3066,COLLINGWOOD,330,2007,11
2058,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1,1,1,$330_pw,Unit,2007-10-01,3066,COLLINGWOOD,330,2007,10
2059,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1,1,1,$330,Unit,2007-10-01,3066,COLLINGWOOD,330,2007,10
2096,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1,1,1,$300_pw,Unit,2007-03-01,3066,COLLINGWOOD,300,2007,3
2097,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1,1,1,$300,Unit,2007-03-01,3066,COLLINGWOOD,300,2007,3
2110,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2,1,1,$380_per_week,House,2007-11-01,3066,COLLINGWOOD,380,2007,11
2111,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2,1,1,$350,House,2007-11-01,3066,COLLINGWOOD,350,2007,11
2177,"327/3 HODDLE STREET, COLLINGWOOD",-37.808908,144.991122,2,2,2,$370_p.w.,Unit,2007-08-01,3066,COLLINGWOOD,370,2007,8
2178,"327/3 HODDLE STREET, COLLINGWOOD",-37.808908,144.991122,2,2,2,$370_pw,Unit,2007-08-01,3066,COLLINGWOOD,370,2007,8
2228,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2,1,1,$420_pw,Rental_residential,2007-01-01,3066,COLLINGWOOD,420,2007,1
2229,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2,1,1,$420,Rental_residential,2007-01-01,3066,COLLINGWOOD,420,2007,1
2328,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1,1,1,$330_pw,Available Now,2007-10-01,3066,COLLINGWOOD,330,2007,10
2329,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1,1,1,$330,Available Now,2007-10-01,3066,COLLINGWOOD,330,2007,10
2423,"182 EASEY STREET, COLLINGWOOD",-37.79824,144.992589,2,1,0,$340_-_$1474_pw,none,2007-08-01,3066,COLLINGWOOD,1474,2007,8
2667,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2,1,1,$390_pw,none,2007-04-01,3066,COLLINGWOOD,390,2007,4
2668,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2,1,1,$390,none,2007-04-01,3066,COLLINGWOOD,390,2007,4
2841,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3,1,1,$160,none,2007-01-01,3633,CONGUPNA,160,2007,1
3273,"6 LOVAT COURT, COOLAROO",-37.654336,144.930513,3,1,2,$200_pw,Rental_residential,2007-07-01,3048,COOLAROO,200,2007,7
3295,"44 LONGFORD CRESCENT, COOLAROO",-37.661346,144.92736,3,1,1,$235,House,2007-10-01,3048,COOLAROO,235,2007,10
3401,"170 KANGAROO DRIVE, COOMOORA",-37.334035,144.200818,2,2,1,$180_pw,none,2007-12-01,3461,COOMOORA,180,2007,12
3412,"140 KANGAROO DRIVE, COOMOORA",-37.336422,144.200305,3,1,0,$190_pw,House,2007-11-01,3461,COOMOORA,190,2007,11
3478,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2,1,2,$160_Weekly,none,2007-06-01,3860,COONGULLA,160,2007,6
3479,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2,1,2,$160_Weekly,none,2007-05-01,3860,COONGULLA,160,2007,5
3507,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3,1,2,$160_pw,none,2007-11-01,3268,COORIEMUNGLE,160,2007,11
3508,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3,1,2,$160_pw,none,2007-11-01,3268,COORIEMUNGLE,160,2007,11
3509,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3,1,2,$160,none,2007-11-01,3268,COORIEMUNGLE,160,2007,11
3510,"105 KOOLONG ROAD, COORIEMUNGLE",-38.569505,143.089579,3,1,1,$130,House,2007-01-01,3268,COORIEMUNGLE,130,2007,1
3511,"105 KOOLONG ROAD, COORIEMUNGLE",-38.569505,143.089579,3,1,1,$130,House,2007-01-01,3268,COORIEMUNGLE,130,2007,1
3617,"13 KILBURN STREET, CORINELLA",-38.414375,145.434683,3,1,1,$145,none,2007-11-01,3984,CORINELLA,145,2007,11
3671,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3,1,2,$180_pw,none,2007-10-01,3984,CORINELLA,180,2007,10
3672,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3,1,2,$180,none,2007-10-01,3984,CORINELLA,180,2007,10
4500,"513 AGAR ROAD, CORONET BAY",-38.432662,145.446882,3,1,1,$165_-_$175_pw,none,2007-02-01,3984,BAY,175,2007,2
4526,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2,1,2,$160_pw,Rental_residential,2007-10-01,3984,BAY,160,2007,10
4527,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2,1,2,$160,Rental_residential,2007-09-01,3984,BAY,160,2007,9
5173,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3,1,1,$220,House,2007-07-01,3922,COWES,220,2007,7
5174,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3,1,1,$220_Weekly,House,2007-04-01,3922,COWES,220,2007,4
5347,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3,1,2,$900,House,2007-10-01,3922,COWES,900,2007,10
5479,"3/96-100 THOMPSON AVENUE, COWES",-38.448391,145.239286,2,2,1,$150,Unit/apmt,2007-10-01,3922,COWES,150,2007,10
5943,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3,2,1,$210,none,2007-01-01,3922,COWES,210,2007,1
6193,"22 FLAGSTAFF LOOP, CRAIGIEBURN",-37.584694,144.939183,3,2,2,$290,House,2007-05-01,3064,CRAIGIEBURN,290,2007,5
