,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
146,"175 MAIN ROAD, CHEWTON",-37.080913,144.259581,1,1,1,$160_pw,House,2007-12-01,3451,CHEWTON,160,2007,12
205,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2,1,0,$195_pw,House,2007-10-01,3451,CHEWTON,195,2007,10
312,"3/1 OXFORD STREET, CHILTERN",-36.150694,146.606488,2,1,1,$110_pw,none,2007-11-01,3683,CHILTERN,110,2007,11
313,"3/1 OXFORD STREET, CHILTERN",-36.150694,146.606488,2,1,1,$110,none,2007-11-01,3683,CHILTERN,110,2007,11
496,"5 PARK STREET, CHILTERN",-36.149064,146.608326,3,1,2,$250_pw,House,2007-11-01,3683,CHILTERN,250,2007,11
497,"5 PARK STREET, CHILTERN",-36.149064,146.608326,3,1,2,$250,House,2007-11-01,3683,CHILTERN,250,2007,11
527,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4,2,2,$290_pw,Rental_residential,2007-10-01,3116,PARK,290,2007,10
528,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4,2,2,$290,Rental_residential,2007-08-01,3116,PARK,290,2007,8
538,"13 HUNTINGDALE DRIVE, CHIRNSIDE PARK",-37.755373,145.323258,3,2,1,$275_pw,House,2007-08-01,3116,PARK,275,2007,8
565,"72 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.752459,145.324645,3,2,1,$250,House,2007-01-01,3116,PARK,250,2007,1
769,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4,2,2,$425_pw,House,2007-11-01,3116,PARK,425,2007,11
770,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4,2,2,$425_pw,House,2007-10-01,3116,PARK,425,2007,10
771,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4,2,2,$425,House,2007-10-01,3116,PARK,425,2007,10
1114,"27 ACACIA WAY, CHURCHILL",-38.301581,146.415178,3,1,0,$125,House,2007-01-01,3842,CHURCHILL,125,2007,1
1132,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3,1,0,$120,House,2007-08-01,3842,CHURCHILL,120,2007,8
1277,"1 ELDER ST, CLARINDA",-37.927113,145.104236,3,1,1,$220,House,2007-01-01,3169,CLARINDA,220,2007,1
1823,"3/17 OAKES AVENUE, CLAYTON SOUTH",-37.935187,145.130118,2,1,1,$160,Unit/apmt,2007-07-01,3169,SOUTH,160,2007,7
1832,"4/34 OAKES AVENUE, CLAYTON SOUTH",-37.935811,145.132469,2,1,0,$200_pw,none,2007-04-01,3169,SOUTH,200,2007,4
1956,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$220,Rental_residential,2007-11-01,3169,SOUTH,220,2007,11
2301,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$280,House,2007-09-01,3169,SOUTH,280,2007,9
2302,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$290,House,2007-06-01,3169,SOUTH,290,2007,6
2303,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3,1,2,$280,House,2007-05-01,3169,SOUTH,280,2007,5
2782,"1 MELOSA AVENUE, CLAYTON SOUTH",-37.937284,145.114101,3,1,2,$250,House,2007-07-01,3169,SOUTH,250,2007,7
2783,"1 MELOSA AVENUE, CLAYTON SOUTH",-37.937284,145.114101,3,1,2,$250,House,2007-05-01,3169,SOUTH,250,2007,5
3136,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1,1,1,$230,Unit,2007-02-01,3168,CLAYTON,230,2007,2
3297,"3/14-16 WRIGHT STREET, CLAYTON",-37.921946,145.12376,4,2,1,$350_p.w.,Townhouse,2007-11-01,3168,CLAYTON,350,2007,11
3298,"3/14-16 WRIGHT STREET, CLAYTON",-37.921946,145.12376,4,2,1,$350,Townhouse,2007-11-01,3168,CLAYTON,350,2007,11
3361,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2,1,1,$340,Unit,2007-08-01,3168,CLAYTON,340,2007,8
3444,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3,1,2,$280,House,2007-02-01,3168,CLAYTON,280,2007,2
3620,"10 SHADY MEWS, CLAYTON",-37.922472,145.127818,3,1,1,$300,Townhouse,2007-01-01,3168,CLAYTON,300,2007,1
3776,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1,2,0,$411,House,2007-03-01,3168,CLAYTON,411,2007,3
3921,"35 RENVER ROAD, CLAYTON",-37.919951,145.142791,3,1,1,$295_per_week,House,2007-02-01,3168,CLAYTON,295,2007,2
4284,"14/2 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$280,Unit/apmt,2007-01-01,3168,CLAYTON,280,2007,1
4359,"3/21 FRANCIS STREET, CLAYTON",-37.924041,145.121709,2,1,1,$250_p.w.,none,2007-11-01,3168,CLAYTON,250,2007,11
4630,"5/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2,1,1,$280,Unit/apmt,2007-11-01,3168,CLAYTON,280,2007,11
4674,"4 / 63 CARINISH ROAD, CLAYTON",-37.920334,145.115395,2,1,1,$250,Unit,2007-01-01,3168,CLAYTON,250,2007,1
5140,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$300,Townhouse,2007-12-01,3168,CLAYTON,300,2007,12
5141,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$300_p.w.,Townhouse,2007-12-01,3168,CLAYTON,300,2007,12
5252,"33/2 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$240,Unit/apmt,2007-06-01,3168,CLAYTON,240,2007,6
5585,"34/1 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$270,Unit/apmt,2007-01-01,3168,CLAYTON,270,2007,1
5872,"16 THOMAS STREET, CLAYTON",-37.927189,145.120776,3,1,4,$280,House,2007-01-01,3168,CLAYTON,280,2007,1
5906,"1/3 MORTON STREET, CLAYTON",-37.91682,145.135289,2,1,1,$310_pw,Unit/apmt,2007-12-01,3168,CLAYTON,310,2007,12
6109,"10 VICTOR ROAD, CLEMATIS",-37.929733,145.419864,5,2,0,$350_pw,none,2007-08-01,3782,CLEMATIS,350,2007,8
6216,"2/1980 WELLINGTON ROAD, CLEMATIS",-37.933762,145.412077,3,2,2,$250_p.w.,House,2007-04-01,3782,CLEMATIS,250,2007,4
6217,"2 ALBERT ROAD, CLEMATIS",-37.929236,145.421288,3,1,0,$220,House,2007-02-01,3782,CLEMATIS,220,2007,2
6218,"2 ALBERT ROAD, CLEMATIS",-37.929236,145.421288,3,1,0,$220,House,2007-02-01,3782,CLEMATIS,220,2007,2
6272,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2,1,0,$380_pw,none,2007-12-01,3068,HILL,380,2007,12
6273,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2,1,0,$380,none,2007-12-01,3068,HILL,380,2007,12
6374,"25 HEIDELBERG ROAD, CLIFTON HILL",-37.787143,144.996092,4,2,1,$395_pw,House,2007-08-01,3068,HILL,395,2007,8
6385,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1,1,1,$240_pw,none,2007-08-01,3068,HILL,240,2007,8
6386,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1,1,1,$240,none,2007-08-01,3068,HILL,240,2007,8
6399,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4,2,2,$325_pw,Rental_residential,2007-08-01,3068,HILL,325,2007,8
6400,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4,2,2,$325,Rental_residential,2007-08-01,3068,HILL,325,2007,8
6408,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3,2,2,$440_pw,Rental_residential,2007-06-01,3068,HILL,440,2007,6
6409,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3,2,2,$440,Rental_residential,2007-06-01,3068,HILL,440,2007,6
6410,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3,2,2,$490_pw,Rental_residential,2007-06-01,3068,HILL,490,2007,6
6411,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3,2,2,$490,Rental_residential,2007-06-01,3068,HILL,490,2007,6
6424,"169 ROSENEATH STREET, CLIFTON HILL",-37.793091,145.000806,2,1,0,$390_pw,House,2007-10-01,3068,HILL,390,2007,10
6442,"47 CLIFFORD PLACE, CLIFTON HILL",-37.791779,145.001407,2,1,1,$355_pw,Townhouse,2007-12-01,3068,HILL,355,2007,12
6534,"2/57 CAROLINE STREET, CLIFTON HILL",-37.790209,145.00096,1,1,1,$180_pw,Rental_residential,2007-04-01,3068,HILL,180,2007,4
6535,"2/57 CAROLINE STREET, CLIFTON HILL",-37.790209,145.00096,1,1,1,$180,Rental_residential,2007-04-01,3068,HILL,180,2007,4
6584,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2,2,1,$500_pw,none,2007-02-01,3068,HILL,500,2007,2
6585,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2,2,1,$500,none,2007-02-01,3068,HILL,500,2007,2
6608,"135 RAMSDEN STREET, CLIFTON HILL",-37.791121,145.000549,2,1,0,$420_pw,Rental_residential,2007-09-01,3068,HILL,420,2007,9
6609,"135 RAMSDEN STREET, CLIFTON HILL",-37.791121,145.000549,2,1,0,$420,Rental_residential,2007-09-01,3068,HILL,420,2007,9
6653,"15A COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,2,2,1,$450,Townhouse,2007-01-01,3068,HILL,450,2007,1
6670,"104 NOONE STREET, CLIFTON HILL",-37.79363,144.994951,4,2,0,$270,House,2007-08-01,3068,HILL,270,2007,8
6844,"10/9 SOUTH TERRACE, CLIFTON HILL",-37.79235,144.99226,1,1,1,$220,Flat,2007-10-01,3068,HILL,220,2007,10
6879,"7/57 CAROLINE STREET, CLIFTON HILL",-37.789892,144.998232,2,1,1,$280_pw,Rental_residential,2007-08-01,3068,HILL,280,2007,8
6880,"7/57 CAROLINE STREET, CLIFTON HILL",-37.789892,144.998232,2,1,1,$280,Rental_residential,2007-08-01,3068,HILL,280,2007,8
6953,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2,1,1,$250_pw,Rental_residential,2007-09-01,3068,HILL,250,2007,9
6954,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2,1,1,$250,Rental_residential,2007-09-01,3068,HILL,250,2007,9
6976,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2,2,1,$340_pw,Rental_residential,2007-05-01,3068,HILL,340,2007,5
7001,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3,2,2,$550,House,2007-01-01,3068,HILL,550,2007,1
7022,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2,2,1,$320_pw,Rental_residential,2007-02-01,3068,HILL,320,2007,2
7023,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2,2,1,$320,Rental_residential,2007-02-01,3068,HILL,320,2007,2
7116,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$330_pw,none,2007-05-01,3068,HILL,330,2007,5
7117,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$330,none,2007-04-01,3068,HILL,330,2007,4
7118,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$330_pw,none,2007-04-01,3068,HILL,330,2007,4
7119,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$330_pw,none,2007-03-01,3068,HILL,330,2007,3
7120,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$330,none,2007-03-01,3068,HILL,330,2007,3
7181,"8 RUTLAND STREET, CLIFTON HILL",-37.794571,144.99622,2,1,0,$300,none,2007-01-01,3068,HILL,300,2007,1
7204,"9 SPENSLEY STREET, CLIFTON HILL",-37.788833,144.996153,2,1,1,$450_pw,Townhouse,2007-12-01,3068,HILL,450,2007,12
7205,"9 SPENSLEY STREET, CLIFTON HILL",-37.788833,144.996153,2,1,1,$450,Townhouse,2007-11-01,3068,HILL,450,2007,11
7236,"6/4 CLIFTON STREET, CLIFTON HILL",-37.787595,145.005288,1,1,1,$200_pw,Rental_residential,2007-11-01,3068,HILL,200,2007,11
7237,"6/4 CLIFTON STREET, CLIFTON HILL",-37.787595,145.005288,1,1,1,$200,Rental_residential,2007-10-01,3068,HILL,200,2007,10
7271,"17/57 CAROLINE STREET, CLIFTON HILL",-37.789933,144.998514,2,1,1,$240_pw,Unit/apmt,2007-08-01,3068,HILL,240,2007,8
7272,"17/57 CAROLINE STREET, CLIFTON HILL",-37.789933,144.998514,2,1,1,$240,Unit/apmt,2007-08-01,3068,HILL,240,2007,8
