,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
2177,"3/13 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938914,145.128681,3,2,1,$480_per_week,Unit/apmt,2009-02-01,3169,SOUTH,480,2009,2
3122,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2,1,1,$360,Unit,2009-03-01,3168,CLAYTON,360,2009,3
3360,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2,1,1,$360,Unit,2009-06-01,3168,CLAYTON,360,2009,6
3687,"3/23 MADELEINE ROAD, CLAYTON",-37.916104,145.119279,3,2,1,$390,Unit,2009-11-01,3168,CLAYTON,390,2009,11
4104,"1953 DANDENONG ROAD, CLAYTON",-37.91327,145.126079,5,4,3,$350_Weekly,Townhouse,2009-10-01,3168,CLAYTON,350,2009,10
4209,"41 MYRIONG STREET, CLAYTON",-37.915515,145.127295,3,1,1,$320_Weekly,House,2009-08-01,3168,CLAYTON,320,2009,8
4210,"41 MYRIONG STREET, CLAYTON",-37.915515,145.127295,3,1,1,$320,House,2009-08-01,3168,CLAYTON,320,2009,8
4283,"14/2 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$320,Unit/apmt,2009-11-01,3168,CLAYTON,320,2009,11
4370,"23 BRUSHBOX COURT, CLAYTON",-37.92356953,145.12906235,3,1,1,$430,Townhouse,2009-04-01,3168,CLAYTON,430,2009,4
4523,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2,1,2,$380,Rental_residential,2009-12-01,3168,CLAYTON,380,2009,12
4656,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3,1,1,$395_pw,none,2009-02-01,3168,CLAYTON,395,2009,2
4894,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$280,Unit/apmt,2009-05-01,3168,CLAYTON,280,2009,5
5011,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2,1,1,$260_pw,Rental_residential,2009-07-01,3168,CLAYTON,260,2009,7
5276,"2 / 108 BROWNS ROAD, CLAYTON",-37.927216,145.126023,2,1,1,$290,Unit/apmt,2009-10-01,3168,CLAYTON,290,2009,10
5377,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2,1,2,$365_per_week,Townhouse,2009-10-01,3168,CLAYTON,365,2009,10
5378,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2,1,2,$380_per_week,Townhouse,2009-10-01,3168,CLAYTON,380,2009,10
5463,"35 EDINBURGH STREET, CLAYTON",-37.91557,145.114394,3,2,1,$320_pw,Townhouse,2009-04-01,3168,CLAYTON,320,2009,4
5584,"34/1 GREENFIELD DRIVE, CLAYTON",-37.91529,145.12957,2,1,1,$350,Unit/apmt,2009-12-01,3168,CLAYTON,350,2009,12
5740,"9/56-58 KANOOKA GROVE, CLAYTON",-37.921688,145.126396,3,1,1,$425,House,2009-08-01,3168,CLAYTON,425,2009,8
5842,"1/74-76 BROWNS ROAD, CLAYTON",-37.924868,145.126121,2,1,1,$300,Unit/apmt,2009-04-01,3168,CLAYTON,300,2009,4
5871,"16 THOMAS STREET, CLAYTON",-37.927189,145.120776,3,1,4,$300,House,2009-08-01,3168,CLAYTON,300,2009,8
6023,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3,1,1,$380_p.w.,Available Now,2009-09-01,3168,CLAYTON,380,2009,9
6024,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3,1,1,$380_pw,Available Now,2009-09-01,3168,CLAYTON,380,2009,9
6025,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3,1,1,$380,Available Now,2009-09-01,3168,CLAYTON,380,2009,9
6050,"1/39 MADELEINE ROAD, CLAYTON",-37.917598,145.11945,3,1,1,$350,Unit/apmt,2009-01-01,3168,CLAYTON,350,2009,1
6114,"3 ALBERT ROAD, CLEMATIS",-37.929421,145.421,2,1,0,$265_per_week,House,2009-05-01,3782,CLEMATIS,265,2009,5
6157,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2,1,1,$280,none,2009-06-01,3782,CLEMATIS,280,2009,6
6158,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2,1,1,$280,none,2009-02-01,3782,CLEMATIS,280,2009,2
6199,"3/ 8 CLAREVALE STREET, CLEMATIS",-37.9310297,145.4209507,2,1,2,$360_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,360,2009,11
6200,"3/ 8 CLAREVALE STREET, CLEMATIS",-37.9310297,145.4209507,2,1,2,$360_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,360,2009,11
6201,"4/ 18 STOCKDALE AVENUE, CLEMATIS",-37.9310297,145.4209507,2,1,0,$290_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,290,2009,11
6202,"4/ 18 STOCKDALE AVENUE, CLEMATIS",-37.9310297,145.4209507,2,1,0,$290_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,290,2009,11
6203,"10/ 634 LOMA PLACE, CLEMATIS",-37.9310297,145.4209507,2,1,0,$205_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,205,2009,11
6204,"10/ 634 LOMA PLACE, CLEMATIS",-37.9310297,145.4209507,2,1,0,$205_per_week,Unit/apmt,2009-11-01,3782,CLEMATIS,205,2009,11
6205,"2 OGILVY ROAD, CLEMATIS",-37.92961,145.427675,none,none,0,$335_pw,House,2009-10-01,3782,CLEMATIS,335,2009,10
6206,"2 OGILVY ROAD, CLEMATIS",-37.92961,145.427675,none,none,0,$335_pw,House,2009-10-01,3782,CLEMATIS,335,2009,10
6207,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3,1,4,$330_pw,House,2009-05-01,3782,CLEMATIS,330,2009,5
6208,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3,1,4,$330_pw,House,2009-05-01,3782,CLEMATIS,330,2009,5
6209,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3,1,4,$350_pw,House,2009-05-01,3782,CLEMATIS,350,2009,5
6231,"375 WATERHOLES ROAD, CLIFTON CREEK",-37.722384,147.67673,3,1,0,$200_per_week,none,2009-05-01,3875,CREEK,200,2009,5
6232,"375 WATERHOLES ROAD, CLIFTON CREEK",-37.722384,147.67673,3,1,0,$200_per_week,none,2009-05-01,3875,CREEK,200,2009,5
6245,"6/21 WALKER STREET, CLIFTON HILL",-37.788514,145.001566,3,1,1,$460_pw,none,2009-11-01,3068,HILL,460,2009,11
6377,"4/146 NOONE STREET, CLIFTON HILL",-37.793525,144.997446,2,2,1,$420_pw,Rental_residential,2009-08-01,3068,HILL,420,2009,8
6397,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4,2,2,$380_pw,Rental_residential,2009-08-01,3068,HILL,380,2009,8
6553,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1,1,1,$240_pw,Rental_residential,2009-06-01,3068,HILL,240,2009,6
6572,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2,1,1,$460_pw,House,2009-04-01,3068,HILL,460,2009,4
6601,"2/34 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,2,1,1,$550_pw,none,2009-04-01,3068,HILL,550,2009,4
6774,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$310_pw,none,2009-05-01,3068,HILL,310,2009,5
6775,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$350_per_week,none,2009-04-01,3068,HILL,350,2009,4
6776,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2,1,1,$350_pw,none,2009-04-01,3068,HILL,350,2009,4
6975,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2,2,1,$440_pw,Rental_residential,2009-08-01,3068,HILL,440,2009,8
6989,"16/16 THE ESPLANADE, CLIFTON HILL",-37.7879444,145.0061292,1,1,1,$260_pw,none,2009-09-01,3068,HILL,260,2009,9
6998,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3,2,2,$620_pw,House,2009-07-01,3068,HILL,620,2009,7
7021,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2,2,1,$370_pw,Rental_residential,2009-11-01,3068,HILL,370,2009,11
7048,"2/176 NOONE STREET, CLIFTON HILL",-37.793694,144.998662,3,2,2,$700_pw,Rental_residential,2009-08-01,3068,HILL,700,2009,8
7094,"11/32 DWYER STREET, CLIFTON HILL",-37.787414,145.003213,1,1,1,$260_pw,Unit/apmt,2009-07-01,3068,HILL,260,2009,7
7115,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2,2,1,$420_per_week,none,2009-09-01,3068,HILL,420,2009,9
7137,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2,1,1,$400_p.w.,Available Now,2009-11-01,3068,HILL,400,2009,11
7161,"29 RAMSDEN STREET, CLIFTON HILL",-37.790559,144.996079,5,2,0,$600_pw,none,2009-06-01,3068,HILL,600,2009,6
7270,"17/57 CAROLINE STREET, CLIFTON HILL",-37.789933,144.998514,2,1,1,$270_pw,Unit/apmt,2009-12-01,3068,HILL,270,2009,12
7357,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1,1,1,$330_per_week,none,2009-10-01,3068,HILL,330,2009,10
7380,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2,1,0,$420_per_week,Rental_residential,2009-07-01,3068,HILL,420,2009,7
7452,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1,1,1,$230_pw,Rental_residential,2009-08-01,3068,HILL,230,2009,8
7579,"8 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.157947,144.556194,3,2,2,$275_per_week,none,2009-07-01,3222,SPRINGS,275,2009,7
7580,"8 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.157947,144.556194,3,2,2,$275_Weekly,none,2009-07-01,3222,SPRINGS,275,2009,7
7638,"4 COOLABAH WAY, CLIFTON SPRINGS",-38.148568,144.576425,4,2,3,$260_pw,none,2009-01-01,3222,SPRINGS,260,2009,1
7766,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4,2,2,$240_pw,House,2009-06-01,3222,SPRINGS,240,2009,6
7767,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4,2,2,$230_pw,House,2009-06-01,3222,SPRINGS,230,2009,6
8016,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2,1,2,$150_pw,none,2009-02-01,3370,CLUNES,150,2009,2
8767,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2,1,2,$140_pw,Rental_residential,2009-08-01,3851,COBAINS,140,2009,8
8821,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2,1,1,$200_per_week,House,2009-05-01,3266,COBDEN,200,2009,5
8822,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2,1,1,$170_pw,House,2009-02-01,3266,COBDEN,170,2009,2
9317,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4,2,0,$350_per_week,House,2009-08-01,3898,COBUNGRA,350,2009,8
9713,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2,1,1,$300_Weekly,Rental_residential,2009-08-01,3058,NORTH,300,2009,8
9714,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2,1,1,$300_Weekly,Rental_residential,2009-07-01,3058,NORTH,300,2009,7
9770,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3,1,1,$330_pw,Rental_residential,2009-05-01,3058,NORTH,330,2009,5
9771,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3,1,1,$340_pw,Rental_residential,2009-04-01,3058,NORTH,340,2009,4
9875,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3,1,1,$380_pw,none,2009-12-01,3058,COBURG,380,2009,12
9944,"1/39 SERVICE STREET, COBURG",-37.737944,144.961744,2,1,1,$380_p.w.,Townhouse,2009-11-01,3058,COBURG,380,2009,11
10108,"3/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$320_pw,none,2009-12-01,3058,COBURG,320,2009,12
10265,"72 DONNE STREET, COBURG",-37.74782,144.949758,2,1,4,$400_per_week,none,2009-10-01,3058,COBURG,400,2009,10
10318,"56 ROSE STREET, COBURG",-37.743155,144.947356,3,1,2,$300_p.w.,Rental_residential,2009-06-01,3058,COBURG,300,2009,6
10319,"56 ROSE STREET, COBURG",-37.743155,144.947356,3,1,2,$300_pw,Rental_residential,2009-06-01,3058,COBURG,300,2009,6
10320,"56 ROSE STREET, COBURG",-37.743155,144.947356,3,1,2,$300,Rental_residential,2009-06-01,3058,COBURG,300,2009,6
10370,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$265_per_week,none,2009-10-01,3058,COBURG,265,2009,10
10492,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2,1,1,$350_pw,Rental_residential,2009-06-01,3058,COBURG,350,2009,6
10595,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2,1,1,$400_pw,Rental_residential,2009-03-01,3058,COBURG,400,2009,3
10596,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2,1,1,$400,Rental_residential,2009-02-01,3058,COBURG,400,2009,2
10597,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2,1,1,$400_p.w.,Rental_residential,2009-01-01,3058,COBURG,400,2009,1
10613,"80 SHAFTSBURY STREET, COBURG",-37.748313,144.955317,4,2,4,$430_pw,none,2009-06-01,3058,COBURG,430,2009,6
10715,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2,1,2,$320_p.w.,Rental_residential,2009-10-01,3058,COBURG,320,2009,10
10716,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2,1,2,$320_pw,Rental_residential,2009-10-01,3058,COBURG,320,2009,10
10717,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2,1,2,$320,Rental_residential,2009-10-01,3058,COBURG,320,2009,10
10744,"59 THE AVENUE, COBURG",-37.752457,144.967722,2,1,2,$330_pw,House,2009-08-01,3058,COBURG,330,2009,8
10866,"1/69 MURRAY STREET, COBURG",-37.738199,144.952588,3,1,0,$340_pw,Rental_residential,2009-07-01,3058,COBURG,340,2009,7
10895,"32A LOCH STREET, COBURG",-37.74664,144.962241,4,2,2,$480_pw,none,2009-05-01,3058,COBURG,480,2009,5
10896,"32A LOCH STREET, COBURG",-37.74664,144.962241,4,2,2,$520_pw,none,2009-04-01,3058,COBURG,520,2009,4
11056,"9/3 WARDENS WALK, COBURG",-37.736045,144.970384,2,1,1,$370_pw,Unit/apmt,2009-12-01,3058,COBURG,370,2009,12
11057,"9/3 WARDENS WALK, COBURG",-37.736045,144.970384,2,1,1,$360_Weekly,Unit/apmt,2009-12-01,3058,COBURG,360,2009,12
11248,"23/3 WARDENS WALK, COBURG",-37.736045,144.970384,3,3,2,$380_pw,Unit/apmt,2009-12-01,3058,COBURG,380,2009,12
11249,"23/3 WARDENS WALK, COBURG",-37.736045,144.970384,3,3,2,$400_Weekly,Unit/apmt,2009-12-01,3058,COBURG,400,2009,12
11446,"3/59-61 MORELAND ROAD, COBURG",-37.756494,144.974513,2,1,1,$430_per_week,Unit/apmt,2009-08-01,3058,COBURG,430,2009,8
11484,"31 RODDA STREET, COBURG",-37.743612,144.970075,2,1,1,$420_pw,none,2009-09-01,3058,COBURG,420,2009,9
11522,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3,1,1,$1127_per_week,House,2009-05-01,3058,COBURG,1127,2009,5
11712,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3,1,1,$330,House,2009-07-01,3058,COBURG,330,2009,7
11713,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3,1,1,$330,House,2009-01-01,3058,COBURG,330,2009,1
11896,"214/19 PENTRIDGE BOULEVARD, COBURG",-37.738903,144.970583,1,1,1,$270_pw,Unit,2009-12-01,3058,COBURG,270,2009,12
12003,"4 KEWARREN COURT, COBURG",-37.7373,144.975518,4,2,3,$550_pw,House,2009-12-01,3058,COBURG,550,2009,12
12004,"4 KEWARREN COURT, COBURG",-37.7373,144.975518,4,2,3,$550_Weekly,House,2009-12-01,3058,COBURG,550,2009,12
12039,"3/58 RENNIE STREET, COBURG",-37.750999,144.970452,2,1,1,$260_pw,Unit/apmt,2009-04-01,3058,COBURG,260,2009,4
12074,"9/203 NICHOLSON STREET, COBURG",-37.742913,144.977807,2,1,2,$320_pw,Unit/apmt,2009-03-01,3058,COBURG,320,2009,3
12326,"5/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,1,1,1,$300_p.w.,Rental_residential,2009-06-01,3058,COBURG,300,2009,6
12327,"5/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,1,1,1,$300_pw,Rental_residential,2009-06-01,3058,COBURG,300,2009,6
12699,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2,1,2,$370_pw,Townhouse,2009-09-01,3058,COBURG,370,2009,9
12747,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2,1,2,$260_per_week,House,2009-12-01,3781,COCKATOO,260,2009,12
12748,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2,1,2,$280_per_week,House,2009-10-01,3781,COCKATOO,280,2009,10
12786,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3,1,1,$275_pw,House,2009-08-01,3781,COCKATOO,275,2009,8
12807,"27 FIRST AVENUE, COCKATOO",-37.938443,145.483393,3,1,1,$300_pw,Rental_residential,2009-07-01,3781,COCKATOO,300,2009,7
12817,"1A HAVEN COURT, COCKATOO",-37.948073,145.496363,3,2,2,$370_per_week,none,2009-05-01,3781,COCKATOO,370,2009,5
12970,"4 BAILEY ROAD, COCKATOO",-37.935579,145.489122,1,1,5,$92,Unit/apmt,2009-11-01,3781,COCKATOO,92,2009,11
12971,"4 BAILEY ROAD, COCKATOO",-37.935579,145.489122,1,1,5,$647_per_week,Unit/apmt,2009-10-01,3781,COCKATOO,647,2009,10
12972,"4 BAILEY ROAD, COCKATOO",-37.935579,145.489122,1,1,5,$92,Unit/apmt,2009-06-01,3781,COCKATOO,92,2009,6
141,"151 KING GEORGE STREET, COHUNA",-35.802147,144.215476,3,1,1,$160_pw,House,2009-05-01,3568,COHUNA,160,2009,5
211,"80 DRAPERS ROAD, COLAC EAST",-38.3319866,143.6261362,3,1,2,$240_pw,House,2009-07-01,3250,EAST,240,2009,7
222,"494-498 PRINCES HIGHWAY, COLAC WEST",-38.334863,143.536148,4,2,1,$265_per_week,none,2009-03-01,3250,WEST,265,2009,3
223,"494-498 PRINCES HIGHWAY, COLAC WEST",-38.334863,143.536148,4,2,1,$265_per_week,none,2009-03-01,3250,WEST,265,2009,3
385,"102 QUEEN STREET, COLAC",-38.344296,143.592366,2,1,1,$185_pw,Townhouse,2009-05-01,3250,COLAC,185,2009,5
482,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3,1,1,$255_pw,House,2009-08-01,3770,COLDSTREAM,255,2009,8
483,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3,1,1,$255_pw,House,2009-05-01,3770,COLDSTREAM,255,2009,5
603,"18 CHEVIOT AVENUE, COLDSTREAM",-37.728222,145.384468,3,1,1,$300_pw,House,2009-11-01,3770,COLDSTREAM,300,2009,11
1051,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2,1,0,$360_pw,Rental_residential,2009-12-01,3066,COLLINGWOOD,360,2009,12
1227,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1,1,1,$250_pw,Rental_residential,2009-05-01,3066,COLLINGWOOD,250,2009,5
1294,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1,1,1,$360_pw,Rental_residential,2009-09-01,3066,COLLINGWOOD,360,2009,9
1385,"7/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2,2,1,$460_pw,none,2009-10-01,3066,COLLINGWOOD,460,2009,10
1431,"6/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2,2,1,$470_pw,Available Now,2009-12-01,3066,COLLINGWOOD,470,2009,12
1702,"133 HOTHAM STREET, COLLINGWOOD",-37.797076,144.991962,3,1,1,$550_pw,House,2009-02-01,3066,COLLINGWOOD,550,2009,2
1732,"24/18-22 STANLEY STREET, COLLINGWOOD",-37.801967,144.984817,2,1,1,$430_per_week,none,2009-11-01,3066,COLLINGWOOD,430,2009,11
1835,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2,1,0,$380_pw,Rental_residential,2009-10-01,3066,COLLINGWOOD,380,2009,10
1836,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2,1,0,$400_pw,Rental_residential,2009-09-01,3066,COLLINGWOOD,400,2009,9
2093,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1,1,1,$350_per_week,Unit,2009-03-01,3066,COLLINGWOOD,350,2009,3
2410,"12/109 OXFORD STREET, COLLINGWOOD",-37.802889,144.984737,1,1,1,$400_pw,Unit/apmt,2009-08-01,3066,COLLINGWOOD,400,2009,8
2440,"6/63 ALEXANDRA PARADE, COLLINGWOOD",-37.794669,144.98929,1,1,0,$220_pw,Rental_residential,2009-01-01,3066,COLLINGWOOD,220,2009,1
2492,"603/103-107 OXFORD STREET, COLLINGWOOD",-37.803187,144.984682,2,1,1,$490_pw,Unit/apmt,2009-03-01,3066,COLLINGWOOD,490,2009,3
2666,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2,1,1,$470_pw,none,2009-07-01,3066,COLLINGWOOD,470,2009,7
2846,"3593 KATAMATITE ROAD, CONGUPNA",-36.300179,145.434519,4,1,2,$250_pw,none,2009-07-01,3633,CONGUPNA,250,2009,7
2857,"195 TANK CORNER ROAD EAST, CONGUPNA",-36.323779,145.483627,2,1,3,$150_per_week,House,2009-12-01,3633,CONGUPNA,150,2009,12
2858,"195 TANK CORNER ROAD EAST, CONGUPNA",-36.323779,145.483627,2,1,3,$150_per_week,House,2009-12-01,3633,CONGUPNA,150,2009,12
2859,"195 TANK CORNER ROAD EAST, CONGUPNA",-36.323779,145.483627,2,1,3,$150_pw,House,2009-12-01,3633,CONGUPNA,150,2009,12
2860,"UNIT 2/ 123 BOLDREWOOD PARADE, CONGUPNA",-36.3027635,145.4314507,2,1,1,$300_per_week,Unit/apmt,2009-11-01,3633,CONGUPNA,300,2009,11
2861,"UNIT 2/ 123 BOLDREWOOD PARADE, CONGUPNA",-36.3027635,145.4314507,2,1,1,$300_per_week,Unit/apmt,2009-11-01,3633,CONGUPNA,300,2009,11
2862,"3/ 112 REDLANDS ROAD, CONGUPNA",-36.3027635,145.4314507,2,1,0,$115_per_week,Unit/apmt,2009-11-01,3633,CONGUPNA,115,2009,11
2863,"3/ 112 REDLANDS ROAD, CONGUPNA",-36.3027635,145.4314507,2,1,0,$115_per_week,Unit/apmt,2009-11-01,3633,CONGUPNA,115,2009,11
2864,"4/ 112 REDLANDS ROAD, CONGUPNA",-36.3027635,145.4314507,2,1,0,$115_per_week,Unit/apmt,2009-11-01,3633,CONGUPNA,115,2009,11
