,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
89,"49 ADELAIDE STREET, CHEWTON",-37.086142,144.253413,3,2,2,$350_pw,House,2012-01-01,3451,CHEWTON,350,2012,1
154,"16 STEELE STREET, CHEWTON",-37.0797293,144.248306,3,2,2,$330_pw,House,2012-07-01,3451,CHEWTON,330,2012,7
180,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2,1,3,$235_pw,House,2012-01-01,3451,CHEWTON,235,2012,1
202,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2,1,0,$270_pw,House,2012-08-01,3451,CHEWTON,270,2012,8
203,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2,1,0,$270_pw,House,2012-04-01,3451,CHEWTON,270,2012,4
293,"17 PARK STREET, CHILTERN",-36.148025,146.608721,3,2,0,$190,Rental_residential,2012-05-01,3683,CHILTERN,190,2012,5
294,"17 PARK STREET, CHILTERN",-36.148025,146.608721,3,2,0,$190,Rental_residential,2012-04-01,3683,CHILTERN,190,2012,4
323,"2/20 NICKLESS STREET, CHILTERN",-36.154038,146.602977,2,1,2,$185_pw,Rental_residential,2012-03-01,3683,CHILTERN,185,2012,3
338,"3 MARTINS LANE, CHILTERN",-36.1514034,146.6082599,2,1,1,$210,Townhouse,2012-02-01,3683,CHILTERN,210,2012,2
406,"2/56 ALBERT ROAD, CHILTERN",-36.14908,146.604709,2,1,1,$175_pw,House,2012-06-01,3683,CHILTERN,175,2012,6
582,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$370_per_week,House,2012-10-01,3116,PARK,370,2012,10
583,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$370_pw,House,2012-10-01,3116,PARK,370,2012,10
584,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3,1,1,$370,House,2012-10-01,3116,PARK,370,2012,10
678,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3,1,1,$300_pw,House,2012-05-01,3116,PARK,300,2012,5
679,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3,1,1,$300_per_week,House,2012-05-01,3116,PARK,300,2012,5
680,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3,1,1,$300_pw,House,2012-04-01,3116,PARK,300,2012,4
702,"53 VICTORIA ROAD, CHIRNSIDE PARK",-37.755744,145.335116,3,1,1,$295_per_week,none,2012-07-01,3116,PARK,295,2012,7
709,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3,2,1,$350_pw,House,2012-02-01,3116,PARK,350,2012,2
710,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3,2,1,$350_per_week,House,2012-02-01,3116,PARK,350,2012,2
807,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4,2,2,$400_pw,House,2012-06-01,3116,PARK,400,2012,6
808,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4,2,2,$400_pw,House,2012-05-01,3116,PARK,400,2012,5
854,"56 MUIR ROAD, CHRISTMAS HILLS",-37.657453,145.338221,2,1,0,$340_per_week,Rental_residential,2012-05-01,3775,HILLS,340,2012,5
882,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4,2,2,$400_per_week,none,2012-07-01,3775,HILLS,400,2012,7
884,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4,2,2,$400_per_week,none,2012-05-01,3775,HILLS,400,2012,5
885,"1251 SKYLINE ROAD, CHRISTMAS HILLS",-37.626424,145.352993,4,2,2,$600_per_week,House,2012-06-01,3775,HILLS,600,2012,6
887,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5,2,7,$950,House,2012-04-01,3775,HILLS,950,2012,4
889,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5,2,7,$950,House,2012-02-01,3775,HILLS,950,2012,2
1108,"17 AUCHTERLONIE CRESCENT, CHURCHILL",-38.316505,146.414675,3,2,1,$260_per_week,House,2012-07-01,3842,CHURCHILL,260,2012,7
1131,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3,1,0,$210_pw,House,2012-11-01,3842,CHURCHILL,210,2012,11
1172,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3,1,1,$195_per_week,House,2012-08-01,3842,CHURCHILL,195,2012,8
