,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
1187,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3,1,1,$195_pw,Rental_residential,2013-01-01,3842,CHURCHILL,195,2013,1
1237,"6320 MIDLAND HIGHWAY, CLARENDON",-37.695823,143.975766,5,2,2,$300_per_week,House,2013-07-01,3352,CLARENDON,300,2013,7
1240,"108 COURTS ROAD, CLARENDON",-37.718594,143.995601,3,2,6,$320_per_week,House,2013-02-01,3352,CLARENDON,320,2013,2
1242,"108 COURTS ROAD, CLARENDON",-37.718594,143.995601,3,2,6,$320,House,2013-02-01,3352,CLARENDON,320,2013,2
1243,"108 COURTS ROAD, CLARENDON",-37.718594,143.995601,3,2,6,$320_p.w.,House,2013-02-01,3352,CLARENDON,320,2013,2
1323,"UNIT 1/19 ELDER STREET, CLARINDA",-37.928967,145.103913,2,1,1,$290_Weekly,Unit,2013-03-01,3169,CLARINDA,290,2013,3
1467,"38 CRAWFORD ROAD, CLARINDA",-37.931652,145.101336,4,1,3,$370,House,2013-06-01,3169,CLARINDA,370,2013,6
1468,"38 CRAWFORD ROAD, CLARINDA",-37.931652,145.101336,4,1,3,$370,House,2013-05-01,3169,CLARINDA,370,2013,5
1551,"UNIT 4/29 THE PARADE, CLARINDA",-37.929939,145.103692,2,1,1,$280_Weekly,Unit/apmt,2013-02-01,3169,CLARINDA,280,2013,2
1552,"UNIT 4/29 THE PARADE, CLARINDA",-37.929939,145.103692,2,1,1,$280_pw,Unit/apmt,2013-02-01,3169,CLARINDA,280,2013,2
1564,"4/29 THE PARADE, CLARINDA",-37.929939,145.103692,2,1,1,$280_Weekly,Rental_residential,2013-02-01,3169,CLARINDA,280,2013,2
1577,"7 BODLEY STREET, CLARINDA",-37.944388,145.113306,3,1,1,$380,House,2013-11-01,3169,CLARINDA,380,2013,11
1747,"54 GLENBROOK AVENUE, CLAYTON NORTH",-37.910982,145.123839,4,1.5,2,$430_Weekly,House,2013-09-01,3168,NORTH,430,2013,9
1752,"3/10 DENNIS STREET, CLAYTON NORTH",-37.9181978,145.1365816,2,1,1,$300_Weekly,Unit/apmt,2013-07-01,3168,NORTH,300,2013,7
1762,"37/ 210 NORMANBY STREET, CLAYTON NORTH",-37.9073,145.14411,2,1,1,$350_per_week,Unit/apmt,2013-10-01,3168,NORTH,350,2013,10
1764,"2/64 WELLINGTON ROAD, CLAYTON NORTH",-37.91636,145.136891,2,1,1,$280_Weekly,none,2013-04-01,3168,NORTH,280,2013,4
1767,"59 MARSHALL AVENUE, CLAYTON NORTH",-37.91192,145.126379,3,1,0,$370_Weekly,none,2013-02-01,3168,NORTH,370,2013,2
1768,"59 MARSHALL AVENUE, CLAYTON NORTH",-37.91192,145.126379,3,1,0,$370_Weekly,none,2013-03-01,3168,NORTH,370,2013,3
1907,"2/38 OAKES AVENUE, CLAYTON SOUTH",-37.93599,145.132932,2,1,1,$290_p.w.,Unit/apmt,2013-01-01,3169,SOUTH,290,2013,1
1908,"2/38 OAKES AVENUE, CLAYTON SOUTH",-37.93599,145.132932,2,1,1,$290_pw,Unit/apmt,2013-01-01,3169,SOUTH,290,2013,1
1909,"2/38 OAKES AVENUE, CLAYTON SOUTH",-37.93599,145.132932,2,1,1,$290_Weekly,Unit/apmt,2013-01-01,3169,SOUTH,290,2013,1
1910,"2/38 OAKES AVENUE, CLAYTON SOUTH",-37.93599,145.132932,2,1,1,$290,Unit/apmt,2013-01-01,3169,SOUTH,290,2013,1
1945,"2/22 MOORE AVENUE, CLAYTON SOUTH",-37.939154,145.135651,2,1,1,$290_per_week,Unit/apmt,2013-04-01,3169,SOUTH,290,2013,4
1946,"2/22 MOORE AVENUE, CLAYTON SOUTH",-37.939154,145.135651,2,1,1,$290_per_week,Unit/apmt,2013-03-01,3169,SOUTH,290,2013,3
2069,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$360_p.w.,Unit/apmt,2013-11-01,3169,SOUTH,360,2013,11
2070,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$360_pw,Unit/apmt,2013-11-01,3169,SOUTH,360,2013,11
2071,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$360_Weekly,Unit/apmt,2013-11-01,3169,SOUTH,360,2013,11
2072,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$360,Unit/apmt,2013-11-01,3169,SOUTH,360,2013,11
2073,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$370_p.w.,Unit/apmt,2013-11-01,3169,SOUTH,370,2013,11
2074,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$370_pw,Unit/apmt,2013-11-01,3169,SOUTH,370,2013,11
2075,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$370_Weekly,Unit/apmt,2013-11-01,3169,SOUTH,370,2013,11
2076,"1/8 CLAREVALE STREET, CLAYTON SOUTH",-37.93287,145.122169,3,1,1,$370,Unit/apmt,2013-11-01,3169,SOUTH,370,2013,11
2134,"2B BEVAN AVENUE, CLAYTON SOUTH",-37.932507,145.129524,3,1,1,$360_Weekly,Unit/apmt,2013-11-01,3169,SOUTH,360,2013,11
2135,"2B BEVAN AVENUE, CLAYTON SOUTH",-37.932507,145.129524,3,1,1,$360_Weekly,Unit/apmt,2013-10-01,3169,SOUTH,360,2013,10
2188,"1/46 OAKES AVENUE, CLAYTON SOUTH",-37.935999,145.134164,2,1,1,$280_Weekly,Unit/apmt,2013-02-01,3169,SOUTH,280,2013,2
2189,"1/46 OAKES AVENUE, CLAYTON SOUTH",-37.935999,145.134164,2,1,1,$280_p.w.,Unit/apmt,2013-02-01,3169,SOUTH,280,2013,2
2190,"1/46 OAKES AVENUE, CLAYTON SOUTH",-37.935999,145.134164,2,1,1,$280_pw,Unit/apmt,2013-02-01,3169,SOUTH,280,2013,2
2191,"1/46 OAKES AVENUE, CLAYTON SOUTH",-37.935999,145.134164,2,1,1,$280,Unit/apmt,2013-02-01,3169,SOUTH,280,2013,2
2192,"1/46 OAKES AVENUE, CLAYTON SOUTH",-37.935999,145.134164,2,1,1,$280_Weekly,Unit/apmt,2013-01-01,3169,SOUTH,280,2013,1
2206,"2/19 BURNS AVENUE, CLAYTON SOUTH",-37.938025,145.133904,2,1,1,$280_per_week,Unit/apmt,2013-03-01,3169,SOUTH,280,2013,3
2253,"UNIT 6/21 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938946,145.13002,2,1,1,$300_Weekly,Unit/apmt,2013-03-01,3169,SOUTH,300,2013,3
2374,"UNIT 1/33 BROWNING AVENUE, CLAYTON SOUTH",-37.938957,145.132493,3,1,1,$350_Weekly,Unit/apmt,2013-11-01,3169,SOUTH,350,2013,11
2424,"5/551 CLAYTON ROAD, CLAYTON SOUTH",-37.941828,145.115289,2,1,1,$290_-_$1260_Weekly,Unit/apmt,2013-09-01,3169,SOUTH,1260,2013,9
2425,"5/551 CLAYTON ROAD, CLAYTON SOUTH",-37.941828,145.115289,2,1,1,$300_Weekly,Unit/apmt,2013-08-01,3169,SOUTH,300,2013,8
2438,"B226/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$390_p.w.,Unit/apmt,2013-07-01,3169,SOUTH,390,2013,7
2439,"B226/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$390_pw,Unit/apmt,2013-07-01,3169,SOUTH,390,2013,7
2440,"B226/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$390_Weekly,Unit/apmt,2013-07-01,3169,SOUTH,390,2013,7
2441,"B226/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382824,145.1377198,2,2,1,$390,Unit/apmt,2013-07-01,3169,SOUTH,390,2013,7
2535,"309/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391579,145.1386112,1,1,1,$345,Unit/apmt,2013-02-01,3169,SOUTH,345,2013,2
2606,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_per_week,none,2013-03-01,3169,SOUTH,310,2013,3
2607,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_pw,none,2013-03-01,3169,SOUTH,310,2013,3
2608,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_per_week,none,2013-01-01,3169,SOUTH,310,2013,1
2609,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2,1,1,$310_pw,none,2013-01-01,3169,SOUTH,310,2013,1
2616,"334/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391579,145.1386112,2,1,1,$400_per_week,Unit/apmt,2013-03-01,3169,SOUTH,400,2013,3
2617,"334/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391579,145.1386112,2,1,1,$420_per_week,Unit/apmt,2013-02-01,3169,SOUTH,420,2013,2
2684,"10 EVERGREEN BOULEVARD, CLAYTON SOUTH",-37.93957,145.137404,3,2,2,$460,House,2013-01-01,3169,SOUTH,460,2013,1
2706,"101/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9382803,145.1377219,1,1,1,$340,Unit/apmt,2013-08-01,3169,SOUTH,340,2013,8
2715,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1,1,1,$320_pw,Rental_residential,2013-08-01,3169,SOUTH,320,2013,8
2716,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1,1,1,$320_p.w.,Rental_residential,2013-08-01,3169,SOUTH,320,2013,8
2726,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_p.w.,Available Now,2013-09-01,3169,SOUTH,305,2013,9
2727,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_pw,Available Now,2013-09-01,3169,SOUTH,305,2013,9
2728,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305_Weekly,Available Now,2013-09-01,3169,SOUTH,305,2013,9
2729,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2,1,1,$305,Available Now,2013-09-01,3169,SOUTH,305,2013,9
2824,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2,1,1,$310_Weekly,Unit,2013-11-01,3169,SOUTH,310,2013,11
2825,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2,1,1,$310_Weekly,Unit,2013-10-01,3169,SOUTH,310,2013,10
2848,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3,2,2,$290_pw,Townhouse,2013-08-01,3169,SOUTH,290,2013,8
2897,"3/187 CARINISH ROAD, CLAYTON",-37.926712,145.12433,2,1,1,$330_p.w.,Unit/apmt,2013-05-01,3168,CLAYTON,330,2013,5
2898,"3/187 CARINISH ROAD, CLAYTON",-37.926712,145.12433,2,1,1,$330_pw,Unit/apmt,2013-05-01,3168,CLAYTON,330,2013,5
2899,"3/187 CARINISH ROAD, CLAYTON",-37.926712,145.12433,2,1,1,$330_Weekly,Unit/apmt,2013-05-01,3168,CLAYTON,330,2013,5
2900,"3/187 CARINISH ROAD, CLAYTON",-37.926712,145.12433,2,1,1,$330,Unit/apmt,2013-05-01,3168,CLAYTON,330,2013,5
2924,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305_p.w.,Unit/apmt,2013-12-01,3168,CLAYTON,305,2013,12
2925,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305_pw,Unit/apmt,2013-12-01,3168,CLAYTON,305,2013,12
2926,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305_Weekly,Unit/apmt,2013-12-01,3168,CLAYTON,305,2013,12
2927,"3/509 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,2,1,1,$305,Unit/apmt,2013-12-01,3168,CLAYTON,305,2013,12
2936,"1/32 DENNIS STREET, CLAYTON",-37.918463,145.138328,3,1,1,$350_p.w.,Unit/apmt,2013-03-01,3168,CLAYTON,350,2013,3
2937,"1/32 DENNIS STREET, CLAYTON",-37.918463,145.138328,3,1,1,$350_pw,Unit/apmt,2013-03-01,3168,CLAYTON,350,2013,3
2938,"1/32 DENNIS STREET, CLAYTON",-37.918463,145.138328,3,1,1,$350_Weekly,Unit/apmt,2013-03-01,3168,CLAYTON,350,2013,3
2939,"1/32 DENNIS STREET, CLAYTON",-37.918463,145.138328,3,1,1,$350,Unit/apmt,2013-03-01,3168,CLAYTON,350,2013,3
3000,"4/10 PANORAMA STREET, CLAYTON",-37.918065,145.130143,3,1,1,$380_pw,Townhouse,2013-02-01,3168,CLAYTON,380,2013,2
3001,"4/10 PANORAMA STREET, CLAYTON",-37.918065,145.130143,3,1,1,$380_Weekly,Townhouse,2013-02-01,3168,CLAYTON,380,2013,2
3002,"4/10 PANORAMA STREET, CLAYTON",-37.918065,145.130143,3,1,1,$380,Townhouse,2013-02-01,3168,CLAYTON,380,2013,2
3011,"6/58 KANOOKA GROVE, CLAYTON",-37.92192,145.125966,2,1,1,$355_p.w.,Townhouse,2013-09-01,3168,CLAYTON,355,2013,9
3012,"6/58 KANOOKA GROVE, CLAYTON",-37.92192,145.125966,2,1,1,$355_pw,Townhouse,2013-09-01,3168,CLAYTON,355,2013,9
3024,"1/136 MORIAH STREET, CLAYTON",-37.928661,145.129288,3,2,1,$390_p.w.,Unit/apmt,2013-01-01,3168,CLAYTON,390,2013,1
3025,"1/136 MORIAH STREET, CLAYTON",-37.928661,145.129288,3,2,1,$390_pw,Unit/apmt,2013-01-01,3168,CLAYTON,390,2013,1
3026,"1/136 MORIAH STREET, CLAYTON",-37.928661,145.129288,3,2,1,$390_Weekly,Unit/apmt,2013-01-01,3168,CLAYTON,390,2013,1
3027,"1/136 MORIAH STREET, CLAYTON",-37.928661,145.129288,3,2,1,$390,Unit/apmt,2013-01-01,3168,CLAYTON,390,2013,1
3117,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2,1,1,$380,Unit,2013-10-01,3168,CLAYTON,380,2013,10
3132,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1,1,1,$255,Unit,2013-09-01,3168,CLAYTON,255,2013,9
3204,"UNIT 3/10 DENNIS STREET, CLAYTON",-37.9181978,145.1365816,2,1,1,$300_Weekly,Unit,2013-08-01,3168,CLAYTON,300,2013,8
3205,"UNIT 3/10 DENNIS STREET, CLAYTON",-37.9181978,145.1365816,2,1,1,$300_Weekly,Unit,2013-07-01,3168,CLAYTON,300,2013,7
3284,"1/14 BETTINA STREET, CLAYTON",-37.91898,145.136706,2,1,1,$320_per_week,Unit,2013-03-01,3168,CLAYTON,320,2013,3
3285,"1/14 BETTINA STREET, CLAYTON",-37.91898,145.136706,2,1,1,$320,Unit,2013-03-01,3168,CLAYTON,320,2013,3
3378,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2,1,1,$330_Weekly,Unit,2013-12-01,3168,CLAYTON,330,2013,12
3379,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2,1,1,$330_Weekly,Unit,2013-11-01,3168,CLAYTON,330,2013,11
3380,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2,1,1,$340_Weekly,Unit,2013-11-01,3168,CLAYTON,340,2013,11
3434,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3,1,2,$350_per_week,House,2013-04-01,3168,CLAYTON,350,2013,4
3435,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3,1,2,$350,House,2013-04-01,3168,CLAYTON,350,2013,4
3566,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3,1,1,$420_pw,Townhouse,2013-07-01,3168,CLAYTON,420,2013,7
3567,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3,1,1,$420_Weekly,Townhouse,2013-07-01,3168,CLAYTON,420,2013,7
3568,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3,1,1,$420,Townhouse,2013-07-01,3168,CLAYTON,420,2013,7
3678,"182 CLAYTON ROAD, CLAYTON",-37.915531,145.121942,5,2,1,$395,House,2013-08-01,3168,CLAYTON,395,2013,8
3701,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2,1,1,$350_p.w.,Unit,2013-08-01,3168,CLAYTON,350,2013,8
3702,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2,1,1,$350_pw,Unit,2013-08-01,3168,CLAYTON,350,2013,8
3703,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2,1,1,$350_Weekly,Unit,2013-08-01,3168,CLAYTON,350,2013,8
3704,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2,1,1,$350,Unit,2013-08-01,3168,CLAYTON,350,2013,8
3763,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1,2,0,$550_pw,House,2013-02-01,3168,CLAYTON,550,2013,2
3764,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1,2,0,$550_Weekly,House,2013-02-01,3168,CLAYTON,550,2013,2
3765,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1,2,0,$550,House,2013-02-01,3168,CLAYTON,550,2013,2
3766,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1,2,0,$550_p.w.,House,2013-02-01,3168,CLAYTON,550,2013,2
3918,"35 RENVER ROAD, CLAYTON",-37.919951,145.142791,3,1,1,$365_per_week,House,2013-01-01,3168,CLAYTON,365,2013,1
3995,"25 STOCKDALE AVENUE, CLAYTON",-37.90903,145.125797,3,1,2,$330_Weekly,House,2013-04-01,3168,CLAYTON,330,2013,4
4061,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2,1,1,$325_Weekly,Townhouse,2013-12-01,3168,CLAYTON,325,2013,12
4062,"UNIT 3/11 YARRAM CRESCENT, CLAYTON",-37.926088,145.115029,2,1,1,$325_pw,Townhouse,2013-04-01,3168,CLAYTON,325,2013,4
4146,"6/20 MYRIONG STREET, CLAYTON",-37.915713,145.125156,none,1,1,$280_Weekly,Unit,2013-04-01,3168,CLAYTON,280,2013,4
4167,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4,2,2,$550,House,2013-04-01,3168,CLAYTON,550,2013,4
4168,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4,2,2,$550_p.w.,House,2013-04-01,3168,CLAYTON,550,2013,4
4169,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4,2,2,$550_pw,House,2013-04-01,3168,CLAYTON,550,2013,4
4170,"126 MORIAH STREET, CLAYTON",-37.927922,145.129585,4,2,2,$574,House,2013-04-01,3168,CLAYTON,574,2013,4
4188,"1/4 BETTINA STREET, CLAYTON",-37.918579,145.135645,2,1,2,$285_per_week,Unit/apmt,2013-10-01,3168,CLAYTON,285,2013,10
4233,"1/5 BROWNS ROAD, CLAYTON",-37.917169,145.128252,6,3,0,$150_per_week,none,2013-01-01,3168,CLAYTON,150,2013,1
4272,"126 MORIAH ST, CLAYTON",-37.927922,145.129585,4,2,2,$595_Weekly,House,2013-03-01,3168,CLAYTON,595,2013,3
4399,"2/21 DENNIS STREET, CLAYTON",-37.917792,145.137315,2,2,1,$400_p.w.,Unit/apmt,2013-08-01,3168,CLAYTON,400,2013,8
4400,"2/21 DENNIS STREET, CLAYTON",-37.917792,145.137315,2,2,1,$400_per_week,Unit/apmt,2013-08-01,3168,CLAYTON,400,2013,8
4401,"2/21 DENNIS STREET, CLAYTON",-37.917792,145.137315,2,2,1,$400_pw,Unit/apmt,2013-08-01,3168,CLAYTON,400,2013,8
4402,"2/21 DENNIS STREET, CLAYTON",-37.917792,145.137315,2,2,1,$400,Unit/apmt,2013-08-01,3168,CLAYTON,400,2013,8
4462,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1,1,1,$215,none,2013-01-01,3168,CLAYTON,215,2013,1
4482,"13/9-11 BROWNS ROAD, CLAYTON",-37.918418,145.127927,2,1,1,$260_pw,House,2013-01-01,3168,CLAYTON,260,2013,1
4483,"13/9-11 BROWNS ROAD, CLAYTON",-37.918418,145.127927,2,1,1,$260_Weekly,House,2013-01-01,3168,CLAYTON,260,2013,1
4484,"13/9-11 BROWNS ROAD, CLAYTON",-37.918418,145.127927,2,1,1,$260,House,2013-01-01,3168,CLAYTON,260,2013,1
4511,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2,1,2,$370_p.w.,Rental_residential,2013-04-01,3168,CLAYTON,370,2013,4
4512,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2,1,2,$370_pw,Rental_residential,2013-04-01,3168,CLAYTON,370,2013,4
4527,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$410_pw,House,2013-03-01,3168,CLAYTON,410,2013,3
4528,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$410_Weekly,House,2013-03-01,3168,CLAYTON,410,2013,3
4529,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$410,House,2013-03-01,3168,CLAYTON,410,2013,3
4530,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$410_p.w.,House,2013-03-01,3168,CLAYTON,410,2013,3
4531,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$425_pw,House,2013-02-01,3168,CLAYTON,425,2013,2
4532,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$425_Weekly,House,2013-02-01,3168,CLAYTON,425,2013,2
4533,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$425,House,2013-02-01,3168,CLAYTON,425,2013,2
4534,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4,1,1,$425_p.w.,House,2013-02-01,3168,CLAYTON,425,2013,2
4605,"42 STOCKDALE AVENUE, CLAYTON",-37.910502,145.126035,4,2,1,$300_Weekly,House,2013-06-01,3168,CLAYTON,300,2013,6
4629,"5/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2,1,1,$360_Weekly,Unit/apmt,2013-03-01,3168,CLAYTON,360,2013,3
4673,"4 / 63 CARINISH ROAD, CLAYTON",-37.920334,145.115395,2,1,1,$330_Weekly,Unit,2013-02-01,3168,CLAYTON,330,2013,2
4701,"1/31 GLENBROOK AVE, CLAYTON",-37.909189,145.123384,3,1,2,$350_per_week,House,2013-06-01,3168,CLAYTON,350,2013,6
4702,"1/31 GLENBROOK AVE, CLAYTON",-37.909189,145.123384,3,1,2,$350,House,2013-06-01,3168,CLAYTON,350,2013,6
4724,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2,1,1,$341_pw,Rental_residential,2013-08-01,3168,CLAYTON,341,2013,8
4725,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2,1,1,$340_pw,Rental_residential,2013-07-01,3168,CLAYTON,340,2013,7
4732,"220/1457 NORTH ROAD, CLAYTON",-37.913578,145.124129,1,1,0,$230_per_week,Rental_residential,2013-12-01,3168,CLAYTON,230,2013,12
4890,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$290_p.w.,Unit/apmt,2013-01-01,3168,CLAYTON,290,2013,1
4891,"4/2 MARY STREET, CLAYTON",-37.921719,145.121893,2,1,1,$290_pw,Unit/apmt,2013-01-01,3168,CLAYTON,290,2013,1
