,park,longitude,latitude,postcode,suburb
956,CLUNES GOLF CLUB,143.752649986436,-37.284569998409,3370,CLUNES
957,CLUNES RECREATION GROUND,143.785149994404,-37.2992899955618,3370,CLUNES
958,MYRTLE GULLY RESERVE,145.639870013784,-37.7126299949743,3799,WARBURTON
959,MYRTLEFORD SHOWGROUNDS,146.726259976788,-36.5445699871882,3737,MYRTLEFORD
960,NAMATIJIRA PARK,145.112369982919,-37.9306799913829,3169,CLAYTON SOUTH
961,NAPIER PARK,144.918939990157,-37.7414100039471,3041,STRATHMORE
962,NARIOKA RECREATION RESERVE,145.077919972822,-36.032630059987,3639,PICOLA
963,NARR MEIAN RESERVE,145.261049985941,-37.7777899977334,3136,CROYDON HILLS
964,NATHALIA RECREATION RESERVE,145.213759984667,-36.0529000534946,3638,NATHALIA
965,Kaniva Wetlands and Fauna Park,141.232310021096,-36.3787799712963,3419,KANIVA
966,JAMES SCULLIN MEMORIAL PARK,143.468760016148,-37.4378999985415,3373,TRAWALLA
967,MOOR PARK GOLF COURSE,142.399870005048,-36.5359599798317,3390,MURTOA
968,NINE CREEKS RESERVE,142.02348003611,-36.4559599769,3414,DIMBOOLA
969,OAKLANDS PARK,142.199590008032,-36.7028999753993,3400,HORSHAM
970,TINTALANDRA FAUNAL RESERVE,147.961530293132,-36.0490098782892,3708,TINTALDRA
971,TOM GRIFFIN RESERVE,145.413199978419,-37.9942899977092,3808,BEACONSFIELD UPPER
972,MCDONALD RESERVE,144.324359978098,-38.1821000058514,3216,BELMONT
973,COGLIN PARK,142.209309995195,-36.7165099740375,3400,HORSHAM
974,ROSALIND PARK,144.276560017762,-36.7547800018304,3550,BENDIGO
975,ROSANNA GOLF CLUB,145.102550006914,-37.745579997558,3083,CHADSTONE
976,ROSANNA PARKLANDS,145.067109964079,-37.7361299980594,3084,ROSANNA
977,ROSE RESERVE,145.229309985747,-37.9920699978556,3177,DOVETON
978,ROSEBUD COUNTRY CLUB,144.899309986127,-38.3787399965338,3939,ROSEBUD
979,ROSEBUD PUBLIC PARK,144.923479982787,-38.3701299961287,3939,ROSEBUD
980,ROTARY PARK,144.904899999986,-37.8671399997697,3016,WILLIAMSTOWN
981,ROMA RESERVE,145.324989980684,-37.9055899969835,3158,UPWEY
982,ROWAN RESERVE,145.236339977146,-37.9864299993091,3177,DOVETON
983,ROWVILLE RESERVE,145.22597997693,-37.9415099983116,3178,ROWVILLE
984,ROY PITMAN PLANTATION,145.293029982291,-37.7878599950229,3136,CROYDON
985,ROYAL AGRICULTURAL SHOWGROUNDS,144.911809996876,-37.7831800017203,3031,FLEMINGTON
986,RONALD E GRAY RESERVE,145.179029996986,-37.8065099912195,3131,NUNAWADING
987,RONALD RESERVE,146.421809960682,-38.2327199970687,3840,MORWELL
988,TALLINTYRE RESERVE,144.811259964593,-37.7992899989895,3020,SUNSHINE WEST
989,WICKS RESERVE,145.320449969844,-37.8572599973667,3154,THE BASIN
990,ALAN GOYNE PARK,146.850969935016,-36.1341800179651,3690,WEST WODONGA
991,ALBERT TERRILL RESERVE,146.843180013314,-36.1251499733143,3690,WEST WODONGA
992,KIAH RESERVE,144.712259975431,-37.8587399926724,3029,HOPPERS CROSSING
993,YOUNG PARK,144.210870069615,-35.8010090214293,3568,COHUNA
994,BINGLEY RESERVE,145.170969998558,-38.4718099987569,3922,VENTNOR
995,FERN TREE GULLY RESERVE,145.292259987011,-37.8908499956086,3156,FERNTREE GULLY
996,DUNOLLY RECREATION RESERVE,143.731260020459,-36.8545699973624,3472,DUNOLLY
997,RIDGE PARK PICNIC AREA,145.29152997863,-37.6603999981247,3775,CHRISTMAS HILLS
998,RINGWOOD NORTH RESERVE,145.238669990899,-37.7951699972855,3134,RINGWOOD NORTH
999,J R RISCBIETH GARDENS,144.899589980467,-37.7695700008035,3032,MARIBYRNONG
1000,C H SULLIVAN RESERVE,145.037919982662,-37.7312400010232,3073,RESERVOIR
1001,SUMMERHILL PARK,145.081409985238,-37.8583999888022,3146,GLEN IRIS
1002,SUMNER PARK,144.985699975085,-37.7737400017077,3057,BRUNSWICK EAST
1003,SUNBURY VILLAGE GREEN,144.7318099718,-37.5799899982599,3429,SUNBURY
1004,SUNSHINE GOLF COURSE,144.774729983609,-37.7930400014795,3026,DERRIMUT
1005,YARINGA CARAVAN PARK,145.241259975233,-38.2473499962587,3912,SOMERVILLE
1006,YARRA PARK,144.985099986203,-37.8196099959511,3002,EAST MELBOURNE
1007,YARRA VALLEY METROPOLITAN PARK,145.096530012459,-37.7501299981715,3107,TEMPLESTOWE LOWER
1008,YARRAMBAT PARK,145.131979984291,-37.6223499998207,3091,YARRAMBAT
1009,YARRAVILLE GARDENS,144.899369999703,-37.8139799990639,3013,YARRAVILLE
1010,BASS AVENUE BUSHLAND RESERVE,144.910189985,-38.3714399972305,3939,ROSEBUD
1011,CLARKES AVENUE RESERVE,145.029239986909,-38.253729995653,3934,MOUNT MARTHA
1012,A C CAMPBELL RESERVE,145.031099983113,-38.2398499966955,3931,MORNINGTON
1013,BERRY RESERVE,145.039929978988,-38.2178199951666,3931,MORNINGTON
1014,MEMORIAL PARK,142.342979992728,-37.6501400014517,3294,DUNKELD
1015,NIGRETTA FALLS RESERVE,141.925580076329,-37.6556800128301,3301,BOCHARA
1016,VICTORIA PARK,142.020500045288,-37.7500700097198,3300,HAMILTON
1017,WOODHOUSE-NAREEB RECREATION RESERVE,142.49249003517,-37.8064699990542,3293,GLENTHOMPSON
1018,BALMORAL RECREATION RESERVE,141.835259985006,-37.2446500062955,3407,BALMORAL
1019,LONGFELLA PARK,141.836859985453,-37.2478400054038,3407,BALMORAL
1020,DANS NATURE RESERVE,144.376529970732,-38.2684300608142,3227,CONNEWARRE
1021,RICE NATURE RESERVE,144.348519978675,-38.2686200439693,3217,MOUNT DUNEED
1022,EASTERN RESERVE,143.997870005819,-38.2402000519594,3241,WINCHELSEA
1023,KALKARRA PARK,144.34159997224,-38.2559800314367,3217,MOUNT DUNEED
1024,SARABANDE RESERVE,144.315499994841,-38.3318100771824,3228,TORQUAY
1025,ST ANNES RESERVE,144.344959991281,-38.316030071024,3228,TORQUAY
1026,JAN JUC CREEK RESERVE,144.302229992789,-38.3451300813917,3228,JAN JUC
1027,GREENLAW RESERVE,145.024009991474,-38.2750899994249,3934,MOUNT MARTHA
1028,BOB PETTITT RESERVE,144.294029983903,-38.3483700858732,3228,JAN JUC
1029,BUSHFIELD RECREATION RESERVE,142.506989959219,-38.325899987039,3281,BUSHFIELD
1030,MERRIVALE RECREATION RESERVE,142.455609978692,-38.3765299833553,3280,WARRNAMBOOL
1031,THUNDER POINT RACEWAY,142.465829956194,-38.3942599850549,3280,WARRNAMBOOL
1032,WARRNAMBOOL CIVIC GREEN,142.482469976984,-38.3859399859722,3280,WARRNAMBOOL
1033,CHARLES STREET RECREATION RESERVE,147.565180004713,-38.0567599875958,3851,LOCH SPORT
1034,HEYFIELD RACECOURSE RESERVE,146.778420002848,-37.9816999932681,3858,HEYFIELD
1035,Rosedale Recreation Reserve,146.779979988486,-38.1556899964701,3847,ROSEDALE
1036,APEX PARK,147.079730020078,-37.9713899882145,3862,STRATFORD
1037,LONGFORD RECREATION RESERVE,147.088129995136,-38.162039987051,3851,LONGFORD
1038,LIONS PARK,147.577880025478,-38.0491999905515,3851,LOCH SPORT
1039,PINE LODGE RECREATION RESERVE,147.08052003216,-37.9533299861623,3862,STRATFORD
1040,CULLINAN PARK,147.062150003798,-38.1121699837407,3850,SALE
1041,LITTLE MCMILLAN PARK,147.06882000669,-38.1117799842515,3850,SALE
1042,GORDON ROLFE RESERVE,145.236769976408,-38.2528599959805,3912,SOMERVILLE
1043,MEMORIAL PARK,147.186779991103,-38.37800999401,3851,SEASPRAY
1044,MACALISTER SWAMP RESERVE,146.968910020694,-37.9591399856319,3860,MAFFRA
1045,CANAL RESERVE,147.067160003138,-38.1185899841662,3850,SALE
1046,PORTSEA LAGOON,144.713809964523,-38.3283799976622,3944,PORTSEA
1047,Adams Reserve,145.2933399819,-37.7909099960634,3136,CROYDON
1048,Appletree Hill Reserve,145.309739973816,-37.838219996501,3137,KILSYTH SOUTH
1049,Carol Hancock Reserve,145.276379986829,-37.7728899977698,3136,CROYDON NORTH
1050,ELIZABETH DRIVE RESERVE,144.914929983794,-38.3747599965739,3939,ROSEBUD
1051,DROMANA PARADE RESERVE,144.993419976726,-38.3127299975583,3936,SAFETY BEACH
1052,PEEL STREET OVAL,143.731809966093,-37.040680000566,3465,MARYBOROUGH
1053,BEALIBA RECREATION RESERVE,143.548880000182,-36.792930000509,3475,BEALIBA
1054,BEAUFORT RECREATION RESERVE,143.380419998208,-37.4398499930761,3373,BEAUFORT
1055,BEAUTY SPOT SCENIC RESERVE,143.387649996792,-38.7037399902178,3238,JOHANNA
1056,BEN MAJOR FLORA RESERVE,143.39347998769,-37.3087399950712,3373,CHUTE
1057,BEN MORE RESERVE,143.43458999118,-37.2206799880707,3468,AMPHITHEATRE
1058,BETLEY RECREATION RESERVE,143.800149960569,-36.9081800000665,3472,BETLEY
1059,BICENTENNARY COMMUNITY PARK,142.02903003711,-36.4567899772169,3414,DIMBOOLA
1060,SUTCLIFFE RESERVE,144.348839970389,-38.0625299937299,3214,CORIO
1061,SUNSHINE RESERVE,145.008479997971,-38.286379999429,3934,MOUNT MARTHA
1062,LIMESTONE CREEK SCENIC RESERVE,148.051260333959,-36.8551301537905,3900,COBBERAS
1063,LINCOLN SQUARE,144.962879986929,-37.8024199983249,3053,CARLTON
1064,YARROWEYAH RECREATION GROUND,145.559869940858,-35.9195701308586,3644,YARROWEYAH
1065,YARRUNGA RESERVE,145.269639987758,-37.775039997314,3136,CROYDON HILLS
1066,H W LEE RESERVE,144.832289996267,-37.8704599948553,3018,ALTONA
1067,JAWBONE CONSERVATION RESERVE,144.875150003766,-37.8615699997107,3016,WILLIAMSTOWN
1068,LAVERTON CREEK RESERVE,144.768929966627,-37.8581399954905,3028,LAVERTON
1069,MARKET STREET RESERVE,144.877579988835,-37.8477800007905,3015,NEWPORT
1070,R V LONG RESERVE,144.87519000238,-37.8558300006779,3016,WILLIAMSTOWN NORTH
1071,CROPLEY RESERVE,144.776309965395,-37.8483399949285,3028,LAVERTON
1072,E G SMITH RESERVE,144.881109990209,-37.8293999999168,3015,SPOTSWOOD
1073,W G CRESSER RESERVE,144.845479990351,-37.8669399987283,3018,SEAHOLME
1074,WILLIAMSTOWN RAILWAY RESERVE,144.896609986661,-37.8649900001919,3016,SUNSHINE
1075,NEWPORT LAKES RESERVE,144.871769985933,-37.8377200013333,3015,NEWPORT
1076,RIVERSIDE RECREATION RESERVE,142.237300014829,-36.701009974536,3401,RIVERSIDE
1077,GREEN LAKE RECREATION RESERVE,142.29721000429,-36.7849199804852,3401,BUNGALALLY
1078,HORSHAM POLICE PADDOCK,142.211290017911,-36.6931599770045,3401,DOOEN
1079,DURHAM OX RECREATION RESERVE,143.919879784765,-36.1304598377605,3576,DURHAM OX
1080,ARNOLD CRICKET RESERVE,143.867549947166,-36.685390005952,3551,ARNOLD
1081,CALIVIL RECREATION RESERVE,144.072250021127,-36.2999800026444,3573,CALIVIL
1082,KELLY PARK,144.115389928254,-36.0541399588589,3575,PYRAMID HILL
1083,LIONS PARK PYRAMID HILL,144.114609926348,-36.0544799568105,3575,PYRAMID HILL
1084,TARNAGULLA PARK,143.831549980791,-36.7709200051984,3551,TARNAGULLA
1085,YARRAWALLA RECREATION RESERVE,144.033489962416,-36.178820013367,3575,YARRAWALLA
1086,WEDDERBURN HISTORICAL ENGINE PARK,143.618710008197,-36.422509995539,3518,WEDDERBURN
1087,SOLDIERS MEMORIAL PARK,143.83250998271,-36.7701100052544,3551,TARNAGULLA
1088,SERPENTINE NETBALL COURTS,143.970570031108,-36.4098200107958,3517,SERPENTINE
1089,BURSTON RESERVE,144.975229982807,-37.811419996225,3002,EAST MELBOURNE
1090,GARDINER RESERVE,144.943729960612,-37.7991099959962,3051,NORTH MELBOURNE
1091,MURCHISON SQUARE,144.9730699874,-37.8002099970079,3053,CARLTON
1092,J  MURPHY RESERVE,144.782639989396,-37.8845699945804,3028,ALTONA MEADOWS
1093,MURRINDINDI SCENIC RESERVE,145.576809894997,-37.4323500297426,3717,MURRINDINDI
1094,WON WRON RECREATION RESERVE,146.716050020159,-38.4717700045899,3971,WON WRON
1095,WONGANOOKAH FAUNA & FLORA SANCTUARY,145.757640030611,-36.7559600033286,3669,MARRAWEENEY
1096,C R WOOD PARK,145.688479953341,-36.0754000200015,3649,KATAMATITE
1097,KATAMATITE RECREATION RESERVE,145.688479953341,-36.0754000200015,3649,KATAMATITE
1098,INGLETON SPRING PICNIC AREA,142.369870060738,-37.3006799918573,3314,GRAMPIANS
1099,JACK FLETCHER FLORA RESERVE,143.203960001997,-38.4928599866505,3266,SIMPSON
1100,LINDSAY PARK,143.882919986421,-37.4212399975474,3363,CRESWICK
1101,BELMONT PARK,144.355699988389,-38.1837399969239,3216,BELMONT
1102,CHARLES WALKER RESERVE,145.399869970887,-37.921509996323,3159,MENZIES CREEK
1103,CHELSWORTH PARK,145.048719988691,-37.7780599990558,3079,IVANHOE
1104,CHEONG PARK,145.268109984238,-37.8092899984204,3136,CROYDON
1105,AMPHITHEATRE RECREATION RESERVE,143.398110009879,-37.1849799915881,3468,AMPHITHEATRE
1106,ANNYA CAMP PICNIC AREA,141.582120008225,-38.0183999960975,3303,HOTSPUR
1107,APEX PARK,143.884849895285,-35.686910001663,3579,REEDY LAKE
1108,ARNOLD RECREATION RESERVE,143.866259947244,-36.6867900058786,3551,ARNOLD
1109,ALBERT NEWCOMBE PLAYGROUND,143.568199973997,-38.3503999893346,3250,COLAC
1110,ALEXANDRA GARDENS,142.930330006884,-37.2818499676928,3377,ARARAT
1111,ALEXANDRA PARK,141.584660100091,-38.3467799912,3305,PORTLAND
1112,R W STONE RESERVE,145.163139973138,-38.3896499967131,3927,SOMERS
1113,REABURN RESERVE,144.951159981973,-37.7654400022947,3056,BRUNSWICK
1114,G F STIRLING RESERVE,144.78647998058,-37.8766399937911,3028,ALTONA MEADOWS
1115,WOODSIDE BEACH PICNIC AREA,146.978479983151,-38.5509599950372,3874,WOODSIDE BEACH
1116,WOODFIELD PARK,145.565139942087,-35.9001301251046,3644,YARROWEYAH
1117,WOORALLA RESERVE,145.093479980451,-38.2187399988561,3931,MORNINGTON
1118,WOODLANDS PARK,144.911899994227,-37.7427900024759,3040,ESSENDON
1119,HUDSON PARK,145.840419996283,-38.4503999988863,3950,KORUMBURRA
1120,HURSTBRIDGE PARK,145.189599986535,-37.6390899999097,3099,HURSTBRIDGE
1121,BEMM RIVER RESERVE,148.961530073419,-37.7565100228576,3889,BEMM RIVER
1122,BEN FRILAY OVAL,145.188759986597,-37.6398500008562,3099,HURSTBRIDGE
1123,BENNETTSWOOD SPORTS GROUND,145.114310006488,-37.8495699880144,3125,BURWOOD
1124,EVAN PARK,145.460419985982,-37.6115099896472,3777,HEALESVILLE
1125,FAIRY PARK,144.26180995357,-37.8915099959647,3213,ANAKIE
1126,BALMORAL GOLF CLUB,141.869310002567,-37.2395700041535,3407,BALMORAL
1127,BAMBILL BUSHLAND RESERVE,141.504310029175,-34.4070700382106,3496,WERRIMULL
1128,WANTIRNA RECREATION RESERVE,145.205139988548,-37.8601299963614,3152,WANTIRNA
1129,WAR MEMORIAL PARK RESERVE,145.097089982198,-37.7058500019347,3088,GREENSBOROUGH
1130,WARATAH RESERVE,145.247909969367,-37.9932799981555,3177,EUMEMMERRING
1131,WARR PARK,144.964479995223,-37.7602900021728,3056,BRUNSWICK
1132,WARRAWEE PARK,145.072730000407,-37.6966799992006,3083,BUNDOORA
1133,WARRINGAL PARK,145.071259970894,-37.7587400004853,3084,HEIDELBERG
1134,WARWICK K GLENDENNING RESERVE,145.335139988219,-37.9926299972316,3804,NARRE WARREN NORTH
1135,SOLENT CRESCENT RESERVE,144.786089979684,-37.7086800017242,3038,TAYLORS LAKES
1136,NANCY STREET RESERVE,144.793399980397,-37.7834500006824,3020,SUNSHINE WEST
1137,BELLARA CRESCENT RESERVE,144.819909974469,-37.73066000415,3021,KEALBA
1138,CAPESTHORNE DRIVE RESERVE,144.760909991897,-37.7940899995524,3026,DERRIMUT
1139,BOTHWELL GREEN RESERVE,144.756509996856,-37.7922699992441,3026,DERRIMUT
1140,KINGS PARK RESERVE,144.776559977807,-37.7322800032265,3021,KINGS PARK
1141,ESPLANADE RESERVE,144.766149978821,-37.692940001279,3037,SYDENHAM
1142,WEST ESPLANADE RESERVE,144.797349989158,-37.7420300036929,3021,ST ALBANS
1143,CLARIAN STREET RESERVE,144.789239985859,-37.7672400023005,3023,CAIRNLEA
1144,KENWOOD GREEN RESERVE,144.768279982523,-37.7949600010556,3026,DERRIMUT
1145,HAMMERWOOD AVENUE RESERVE,144.770279995134,-37.7860300041354,3026,DERRIMUT
1146,ARTHUR STREET RESERVE,144.80604998653,-37.7338300042309,3021,ST ALBANS
1147,NICKSON GARDENS,144.805109979634,-37.7623200003439,3021,ST ALBANS
1148,HECTOR ANDERSON RESERVE,145.255839972766,-38.0761699962189,3975,LYNDHURST
1149,IVY ONEIL PARK,145.83388998552,-38.4411000003594,3950,KORUMBURRA
1150,PETER AVOLA MEMORIAL PAVILION,145.268060000644,-37.5333200016965,3099,STRATHEWEN
1151,ROBERTSON RESERVE,144.944190014557,-37.6972900033954,3046,GLENROY
1152,TAGGS RESERVE,144.935040001395,-37.7134200008712,3046,GLENROY
1153,TRUSCOTT RESERVE,144.935600009708,-37.7096300008859,3046,GLENROY
1154,CAPTAIN CHRIS SLATTERY RESERVE,144.907389988455,-37.7016000019128,3046,GLENROY
1155,JOE MALLIA RESERVE,144.915920002164,-37.7184200025985,3046,AIRPORT WEST
1156,JACINTA BARTLETT RESERVE,144.946130007276,-37.7152800006397,3044,PASCOE VALE
1157,FATHER GAVAN FITZPATRICK RESERVE,144.907200005179,-37.7137300029751,3046,OAK PARK
1158,IVAN PAGE RESERVE,144.908479996356,-37.7100400020394,3046,GLENROY
1159,MCCLEAN PARK,144.912389984489,-37.7025400012592,3046,GLENROY
1160,NAPOLI PARK,144.888149975219,-37.6232400011155,3059,GREENVALE
1161,HILLSIDE RESERVE,144.75566997555,-37.7030800036343,3037,HILLSIDE
1162,ST ANDREWS PARK,144.770039996786,-37.7803400030839,3023,DEER PARK
1163,MONTE CHRISTO BUSHLAND RESERVE,143.898079982863,-37.5497999973141,3350,NERRINA
1164,JUDD MEMORIAL PARK,145.131189998538,-36.3721100018469,3618,MERRIGUM
1165,FRIENDLY SOCIETIES PARK,142.46916997927,-38.3763799841418,3280,WARRNAMBOOL
1166,KNOX REGIONAL SPORTS PARK,145.209699967552,-37.8800999948014,3152,WANTIRNA SOUTH
1167,VICTORY PARK,143.838479991812,-37.5931400007775,3356,SEBASTOPOL
1168,LLANBERRIS ATHLETICS RESERVE,143.866709985334,-37.5691999954298,3350,GOLDEN POINT
1169,LLANBERRIS NETBALL RESERVE,143.866669984401,-37.5685999954235,3350,GOLDEN POINT
1170,EASTERN OVAL,143.863479977053,-37.5576799971523,3350,BALLARAT EAST
1171,CITY OVAL,143.837779983436,-37.5583200015174,3350,LAKE WENDOUREE
1172,BALLARAT BOTANICAL GARDENS,143.821380009248,-37.5486099984129,3350,LAKE WENDOUREE
1173,ALFREDTON RECREATION RESERVE,143.799089996357,-37.5560699950414,3350,ALFREDTON
1174,MARTY BUSCH RESERVE,143.843329998926,-37.6035299981508,3356,SEBASTOPOL
1175,PALAROO PARK,143.561280036898,-35.3290999819064,3585,SWAN HILL
1176,FERDINAND VON MUELLER RAIN GARDEN,145.319989969999,-37.8565799973304,3154,THE BASIN
1177,FALCON PARK,145.399129986085,-36.4324599868643,3631,KIALLA
1178,KENNY PARK,142.053310014859,-34.1649500308231,3505,MERBEIN
1179,SANDILONG PARK RACECOURSE,142.209699914119,-34.1865999777989,3501,NICHOLS POINT
1180,RIVERVIEW WAY RESERVE,142.157939985571,-34.1680800357418,3500,MILDURA
1181,MUNRO COURT RESERVE,142.078310013263,-34.1743400342902,3505,BIRDWOODTON
1182,HENLEY PARK,142.147410000906,-34.1837000332494,3500,MILDURA
1183,CURETON AVENUE EAST DRAINAGE RESERVE,142.181870013783,-34.1939400202681,3500,MILDURA
1184,BUXTON - SOBEE PARK,142.17586003908,-34.2015500309778,3500,MILDURA
1185,KALIMNA PARK,142.146020023624,-34.2019500312914,3500,MILDURA
1186,FEDERATION DRIVE RESERVE,142.127350019886,-34.2093200302851,3500,MILDURA
1187,HERITAGE GARDENS,142.179790070991,-34.2318100244003,3498,IRYMPLE
1188,IRYMPLE LIONS PARK,142.174940073533,-34.2342900271418,3498,IRYMPLE
1189,SIMON COURT PARK,142.193519996531,-34.3089700346879,3496,RED CLIFFS
1190,DELAMERE COURT RESERVE,142.065790013931,-34.1651400315255,3505,MERBEIN
1191,WILKIE DRIVE RECREATION RESERVE,142.175750070196,-34.2368700272047,3498,IRYMPLE
1192,JAYCEE PARK,142.16325999276,-34.1802300261232,3500,MILDURA
1193,NICHOLS POINT RESERVE,142.204470088966,-34.2103700086589,3501,NICHOLS POINT
1194,BLACKBURN PARK,142.320190017887,-35.072729981907,3490,OUYEN
1195,UNDERBOOL RECREATION RESERVE,141.814879974334,-35.1679099660922,3509,UNDERBOOL
1196,TYABB PARK,145.164129992381,-38.2603399959895,3913,TYABB
1197,OLYMPIC PARK,144.895179987868,-38.3695699961965,3939,ROSEBUD
1198,LONG POINT RESERVE,144.913839979485,-38.4519699949706,3939,CAPE SCHANCK
1199,KORONG VALE RECREATION RESERVE,143.699090001449,-36.3542499961625,3520,KORONG VALE
1200,LAKE MUNDI STATE GAME RESERVE,141.009309752087,-37.4998502295007,3312,LAKE MUNDI
1201,BARRAPORT RECREATION RESERVE,143.627090051788,-36.0148499884617,3537,BARRAPORT
1202,BATS RIDGE FAUNAL RESERVE,141.496810007551,-38.3395699893919,3305,PORTLAND WEST
1203,CAL GULLY OVAL,143.734589960731,-37.039570000735,3465,MARYBOROUGH
1204,CALEMBEEN PARK,143.889079980694,-37.4179199979204,3363,CRESWICK
1205,MOUNT BULLER ROAD SCENIC RESERVE,146.423759966993,-37.1134600001854,3722,MIRIMBAH
1206,MOUNT CRAVENSVILLE SCENIC RESERVE,147.603760069493,-36.4701299725111,3701,DARTMOUTH
1207,MOUNT DANDENONG OBSERVATORY RESERVE,145.347919986124,-37.8298499971158,3767,MOUNT DANDENONG
1208,MOUNT DONNA BUANG RESERVE,145.678479983288,-37.7112400037143,3799,WARBURTON
1209,MOUNT HOTHAM ALPINE RESORT,147.119309979153,-36.9840099890085,3741,HOTHAM HEIGHTS
1210,MOUNT MARTHA PUBLIC GOLF COURSE,145.02430998819,-38.2862399985139,3934,MOUNT MARTHA
1211,MOTSCHALL RESERVE,145.258989994188,-37.6426799967486,3759,PANTON HILL
1212,LALBERT RECREATION RESERVE,143.378880017297,-35.6719899718032,3542,LALBERT
1213,MIDLANDS GOLF COURSE,143.855420035304,-37.5292899944622,3350,INVERMAY PARK
1214,MALAKOFF BUSHLAND RESERVE,142.984030061134,-36.9676299879647,3387,GREENS CREEK
1215,M W W CLIFTON RESERVE,144.953199977473,-37.7667900014424,3056,BRUNSWICK
1216,FARNHAM STREET PARK,144.929869963802,-37.7826299989482,3031,FLEMINGTON
1217,FAULKNER RESERVE,146.959310003232,-36.7434599861774,3741,BRIGHT
1218,W B FERRARI PARK,145.350479980212,-36.3938700092116,3629,MOOROOPNA
1219,IVAN SWINBURNE RESERVE,146.746529976081,-36.5737399849079,3737,MYRTLEFORD
1220,JACK GRUT RESERVE,145.098779990638,-38.0093399939321,3195,MORDIALLOC
1221,CAMP HILL PICNIC AREA,143.379030026041,-37.4234599928887,3373,BEAUFORT
1222,CARISBROOK SHOWGROUNDS,143.797649994108,-37.0387400017275,3464,CARISBROOK
1223,BOMJINNA PICNIC AREA,142.612919999483,-37.2715099688073,3381,POMONAL
1224,REDCOURT RESERVE,145.219899983193,-37.8944499945981,3179,SCORESBY
1225,REES PARK,144.50897998009,-37.9792399938142,3211,LITTLE RIVER
1226,STRAIGHT SIX PICNIC AREA,145.509589970787,-37.5553999977614,3777,TOOLANGI
1227,D MCDONALD RESERVE,144.974309990616,-37.7409600027249,3058,COBURG
1228,J A MCDONALD GARDENS,144.895139988359,-37.7684600014938,3032,MARIBYRNONG
1229,MCDONALD/HEALY PLAYGROUND,145.072089997895,-37.9948499940048,3195,PARKDALE
1230,MCDONNELL PARK,145.014290013609,-37.7693300026387,3070,NORTHCOTE
1231,MCGRATH RECREATION GROUND,147.318759972118,-36.0973498327125,3701,GRANYA
1232,H V MCKAY MEMORIAL GARDENS,144.828389965299,-37.7836699990535,3020,SUNSHINE
1233,MCKENZIE FLORA RESERVE,145.716529974397,-37.2070699972599,3714,ALEXANDRA
1234,R C MCNAMARA RESERVE,146.723029979664,-36.5674499860923,3737,MYRTLEFORD
1235,OUTER CIRCLE RAILWAY LINEAR PARK,145.075980000695,-37.8445699913427,3124,CAMBERWELL
1236,MERINDA PARK,145.268299978365,-38.0781399960981,3977,CRANBOURNE NORTH
1237,J.R. PARSONS RESERVE,144.835419965935,-37.794289999596,3020,SUNSHINE
1238,MELBOURNE CRICKET GROUND,144.984589985206,-37.8203999959212,3002,EAST MELBOURNE
1239,PATTERSON PARK,147.854309966369,-37.8887400005347,3904,METUNG
1240,PAUL HUCKIN PARK,144.936370004004,-37.7518900042009,3044,PASCOE VALE SOUTH
1241,PAUL LARKINGS RECREATION RESERVE,146.28564997836,-36.3292299859267,3678,WALDARA
1242,PEANUT FARM RESERVE,144.978439971869,-37.8700799928081,3182,ST KILDA
1243,PEARCEDALE RESERVE,145.229869981108,-38.2037399971993,3912,PEARCEDALE
1244,A M PEARSON PARK,147.593199972197,-37.1006799627514,3898,OMEO
1245,ADRIAN BUTLER OVAL,145.142919996953,-38.153739996868,3199,FRANKSTON
1246,GOULBURN PARK CARAVAN PARK,145.131529987404,-37.0306800090722,3660,SEYMOUR
1247,GRACEDALE PARK,145.263149981654,-37.8223499971563,3135,RINGWOOD EAST
1248,KEVIN SHORTEN RESERVE,144.878010004555,-37.7941600014876,3012,WEST FOOTSCRAY
1249,KEVIN WHEELAHAN GARDENS,144.838479962271,-37.7862399997537,3020,SUNSHINE
1250,KILLINGWORTH RIVER RESERVE,145.426019998305,-37.1635500054129,3717,KILLINGWORTH
1251,KOW SWAMP PICNIC RESERVE,144.315700144586,-35.9534599352701,3566,GUNBOWER
1252,KUDD PARK RESERVE,145.907470010101,-38.0311799981344,3818,JINDIVICK
1253,KURRAJONG RESERVE,145.303809979685,-37.794539997816,3136,CROYDON
1254,KYABRAM RECREATION GROUND,145.041809996547,-36.31179000631,3620,KYABRAM
1255,KYVALLEY RECREATION RESERVE,145.005700001284,-36.2848499856619,3621,KYVALLEY
1256,LA TROBE RIVER PICNIC AREA,146.088199962636,-37.9712400058806,3825,FUMINA SOUTH
1257,LAVERTON RECREATION RESERVE,144.784589965477,-37.8620699945732,3028,ALTONA MEADOWS
1258,LEISURELAND FAIR,145.212369982714,-38.1720699957897,3910,LANGWARRIN
1259,LEITCHVILLE RECREATION RESERVE,144.298080104243,-35.9050498338019,3567,LEITCHVILLE
1260,HOFFMAN RESERVE,144.87806998653,-37.8405700007792,3015,NEWPORT
1261,LES ROGERS RESERVE,144.872920023204,-37.7870700010976,3012,MAIDSTONE
1262,LEWIS PARK,145.246349981762,-37.8658199952578,3152,WANTIRNA SOUTH
1263,BUNARONG PARK,145.157399970999,-38.1574399958918,3199,FRANKSTON
1264,BUNDALAGUAH RECREATION RESERVE,147.022490037211,-38.0263899831586,3851,BUNDALAGUAH
