,pri_school,longitude,latitude,postcode,suburb
1649,ALLANS FLAT PRIMARY SCHOOL,146.900980075319,-36.2862400187626,3691,ALLANS FLAT
1650,RANFURLY PRIMARY SCHOOL,142.133900012161,-34.1936700295517,3500,MILDURA
1651,ALPHINGTON PRIMARY SCHOOL,145.032009969992,-37.7835199989423,3078,ALPHINGTON
1652,EASTONA PARK PRIMARY SCHOOL,144.859029971219,-37.8370699994635,3025,ALTONA NORTH
1653,ALTONA EAST PRIMARY SCHOOL,144.859029971219,-37.8370699994635,3025,ALTONA NORTH
1654,ALTONA GATE PRIMARY SCHOOL,144.840699979305,-37.8287400001676,3025,ALTONA NORTH
1655,ALTONA MEADOWS PRIMARY SCHOOL,144.779729974611,-37.8686899942856,3028,ALTONA MEADOWS
1656,ALTONA PRIMARY SCHOOL,144.822739990227,-37.8677099941909,3018,ALTONA
1657,ALTONA WEST PRIMARY SCHOOL,144.81736998792,-37.8606799937835,3018,ALTONA
1658,AMSLEIGH PARK PRIMARY SCHOOL,145.10877997188,-37.9003199919474,3166,OAKLEIGH EAST
1659,OAKLEIGH EAST PRIMARY SCHOOL,145.10877997188,-37.9003199919474,3166,OAKLEIGH EAST
1660,ALLAMBEE RESERVE PRIMARY SCHOOL,146.048759998347,-38.2809599969245,3871,ALLAMBEE RESERVE
1661,COLBINABBIN PRIMARY SCHOOL,144.801659996137,-36.5898800057329,3559,COLBINABBIN
1662,COLDSTREAM PRIMARY SCHOOL,145.382709972915,-37.7325599959457,3770,COLDSTREAM
1663,COLLINGWOOD PRIMARY SCHOOL,144.984869985517,-37.8078999948628,3066,COLLINGWOOD
1664,CONGUPNA PRIMARY SCHOOL,145.434280000541,-36.2998700144756,3633,CONGUPNA
1665,GRASSMERE PRIMARY SCHOOL,142.524309943231,-38.2820699847852,3281,GRASSMERE
1666,GREENWALD PRIMARY SCHOOL,141.362090081648,-37.9687400189313,3304,GREENWALD
1667,GRENVILLE PRIMARY SCHOOL,143.881259977215,-37.7728999946167,3352,GRENVILLE
1668,HAMILTON (GRAY STREET) PRIMARY SCHOOL,142.021380048593,-37.744910009738,3300,HAMILTON
1669,KALKEE PRIMARY SCHOOL,142.211260033592,-36.5370699760262,3401,KALKEE
1670,KAWARREN PRIMARY SCHOOL,143.583200014122,-38.4806799900619,3249,KAWARREN
1671,HADDON PRIMARY SCHOOL,143.721710005499,-37.5886399963372,3351,HADDON
1672,KENMARE PRIMARY SCHOOL,142.173760056953,-35.9117900449468,3395,KENMARE
1673,KERANG SOUTH PRIMARY SCHOOL,143.927149991244,-35.7412300007182,3579,KERANG
1674,KEWELL PRIMARY SCHOOL,142.369590011992,-36.4695699796689,3390,KEWELL
1675,MILDURA CENTRAL PRIMARY SCHOOL,142.155980030428,-34.197900031828,3500,MILDURA
1676,LUBECK PRIMARY SCHOOL,142.550420061694,-36.7487399809023,3385,LUBECK
1677,LYONS PRIMARY SCHOOL,141.463479989916,-38.0117899956334,3304,LYONS
1678,MACARTHUR PRIMARY SCHOOL,142.001470007537,-38.0308800033497,3286,MACARTHUR
1679,MAILOR FLAT PRIMARY SCHOOL,142.47291992752,-38.2917899838519,3275,MAILORS FLAT
1680,FYANSFORD PRIMARY SCHOOL,144.302919982043,-38.1426299982014,3218,FYANSFORD
1681,KALINDA PRIMARY SCHOOL,145.254829988747,-37.7892999983723,3134,RINGWOOD
1682,KALKALLO PRIMARY SCHOOL,144.949309969082,-37.53596000074,3064,KALKALLO
1683,EUREKA PRIMARY SCHOOL,143.872369980737,-37.5653999967676,3350,BALLARAT EAST
1684,KALLISTA PRIMARY SCHOOL,145.370000010144,-37.8850899980038,3789,SHERBROOKE
1685,KANANOOK PRIMARY SCHOOL,145.131739978082,-38.1251599949199,3198,SEAFORD
1686,GEMBROOK PRIMARY SCHOOL,145.545319976205,-37.9516399967553,3783,GEMBROOK
1687,GEELONG NORTH PRIMARY SCHOOL,144.354589988246,-38.1206799944648,3215,RIPPLESIDE
1688,GEELONG PRIMARY SCHOOL,144.37919996011,-38.1660499953648,3219,THOMSON
1689,GENOA PRIMARY SCHOOL,149.58402999295,-37.4767899894778,3891,GENOA
1690,TATE STREET GEELONG PRIMARY SCHOOL,144.37919996011,-38.1660499953648,3219,THOMSON
1691,GEELONG SOUTH PRIMARY SCHOOL,144.358569966714,-38.1569499969491,3220,GEELONG
1692,KEILOR HEIGHTS PRIMARY SCHOOL,144.866489993662,-37.7375200003532,3033,KEILOR EAST
1693,KEILOR PARK PRIMARY SCHOOL,144.859029966438,-37.7237400017609,3042,KEILOR PARK
1694,KEILOR PRIMARY SCHOOL,144.835699979213,-37.7169000041349,3036,KEILOR
1695,HAMILTON PRIMARY SCHOOL,142.022920051477,-37.743180010814,3300,HAMILTON
1696,KENSINGTON PRIMARY SCHOOL,144.927619960105,-37.792669998857,3031,KENSINGTON
1697,KENT PARK PRIMARY SCHOOL,145.26272998696,-37.8834899955065,3156,FERNTREE GULLY
1698,KINGSBURY PRIMARY SCHOOL,145.037199993442,-37.7160299998792,3083,KINGSBURY
1699,KINGSTON HEATH PRIMARY SCHOOL,145.079069993199,-37.9627799912871,3192,CHELTENHAM
1700,KINGSVILLE PRIMARY SCHOOL,144.874659993145,-37.8126000013742,3013,YARRAVILLE
1701,KINGSWOOD PRIMARY SCHOOL,145.123799956168,-37.9829999944949,3172,DINGLEY VILLAGE
1702,KNOX PARK PRIMARY SCHOOL,145.251399979914,-37.8836299947193,3180,KNOXFIELD
1703,KOETONG PRIMARY SCHOOL,147.497090001795,-36.1537399370353,3704,KOETONG
1704,KINGSTON PRIMARY SCHOOL,143.954309982339,-37.3795699958601,3364,KINGSTON
1705,KOONWARRA PRIMARY SCHOOL,145.943759980544,-38.5481799969437,3954,KOONWARRA
1706,KOONUNG HEIGHTS PRIMARY SCHOOL,145.109869980496,-37.8017899914118,3129,MONT ALBERT NORTH
1707,LALOR NORTH PRIMARY SCHOOL,145.028540019576,-37.6641500009621,3075,LALOR
1708,LANCASTER PRIMARY SCHOOL,145.12348002073,-36.6751300022567,3612,WHROO
1709,LANGLEY PRIMARY SCHOOL,144.489659988176,-37.171180002507,3444,LANGLEY
1710,LALOR PARK PRIMARY SCHOOL,145.001349986319,-37.6636900000952,3075,LALOR
1711,LALOR GARDENS PRIMARY SCHOOL,145.001349986319,-37.6636900000952,3075,LALOR
1712,LARA PRIMARY SCHOOL,144.410539975466,-38.0159199965138,3212,LARA
1713,LARDNER PRIMARY SCHOOL,145.879869978875,-38.2045700032156,3821,LARDNER
1714,LAUNCHING PLACE PRIMARY SCHOOL,145.570769959843,-37.7825000025056,3139,LAUNCHING PLACE
1715,LALOR WEST PRIMARY SCHOOL,145.001389985263,-37.6641500001009,3075,LALOR
1716,MITRE PRIMARY SCHOOL,141.780700069871,-36.7262400060761,3409,MITRE
1717,NORMANVILLE PRIMARY SCHOOL,143.759870146424,-35.812899981533,3579,NORMANVILLE
1718,NORTH HAMILTON PRIMARY SCHOOL,141.994310062039,-37.7259600121028,3300,HAMILTON
1719,RESERVOIR VIEWS PRIMARY SCHOOL,145.022729983086,-37.7055199998211,3073,RESERVOIR
1720,NULLAWARRE NORTH PRIMARY SCHOOL,142.784590051521,-38.4506799881193,3268,NULLAWARRE NORTH
1721,NULLAWARRE & DISTRICT PRIMARY SCHOOL,142.73430998297,-38.4673499902375,3268,NULLAWARRE
1722,NYAH PRIMARY SCHOOL,143.377369916586,-35.1720699614643,3594,NYAH
1723,NYAH WEST PRIMARY SCHOOL,143.33152990463,-35.1853999687272,3595,NYAH WEST
1724,REDBANK PRIMARY SCHOOL,143.326259990726,-36.9392899966185,3477,REDBANK
1725,RED CLIFFS CENTRAL PRIMARY SCHOOL,142.185149989633,-34.3112400332281,3496,RED CLIFFS
1726,BRIGHTON BEACH PRIMARY SCHOOL,144.99610999812,-37.9221099933396,3186,BRIGHTON
1727,SOUTH WARRNAMBOOL PRIMARY SCHOOL,142.470149958519,-38.3931799842994,3280,WARRNAMBOOL
1728,SPEED PRIMARY SCHOOL,142.442649951249,-35.4012399540826,3488,SPEED
1729,SAINT ARNAUD PRIMARY SCHOOL,143.257540027539,-36.6102000183288,3478,SAINT ARNAUD
1730,ST ARNAUD PRIMARY SCHOOL,143.257540027539,-36.6102000183288,3478,SAINT ARNAUD
1731,STAWELL PRIMARY SCHOOL,142.773780026728,-37.0561299709582,3380,STAWELL
1732,STEWART PRIMARY SCHOOL,142.213760011483,-34.3323500359914,3496,RED CLIFFS
1733,TRESCO PRIMARY SCHOOL,143.670420008446,-35.5003999878637,3583,TRESCO
1734,TYNTYNDER CENTRAL PRIMARY SCHOOL,143.539310051466,-35.2528998910382,3586,TYNTYNDER
1735,ULTIMA PRIMARY SCHOOL,143.266170016466,-35.4762299676061,3544,ULTIMA
1736,WONWONDAH NORTH PRIMARY SCHOOL,142.131260012357,-36.8767900166039,3401,WONWONDAH
1737,WOODFORD PRIMARY SCHOOL,142.484499935103,-38.3168099836754,3281,WOODFORD
1738,OLD SAINT ARNAUD EAST SCHOOL,143.30487004286,-36.6181800142839,3477,SAINT ARNAUD EAST
1739,WINCHELSEA HIGHER ELEMENTARY SCHOOL,143.984309988829,-38.2440100501097,3241,WINCHELSEA
1740,WINDERMERE PRIMARY SCHOOL,143.708479988659,-37.4795700008261,3352,WINDERMERE
1741,ROSS CREEK PRIMARY SCHOOL,143.752089989853,-37.6523499976537,3351,ROSS CREEK
1742,WOADY YALOAK PRIMARY SCHOOL SCARSDALE CAMPUS,143.655699997669,-37.6817899977466,3351,NEWTOWN
1743,WOADY YALOAK PRIMARY SCHOOL SMYTHESDALE CAMPUS,143.684029991566,-37.6434599962958,3351,SMYTHESDALE
1744,SMYTHESDALE PRIMARY SCHOOL,143.684029991566,-37.6434599962958,3351,SMYTHESDALE
1745,WOADY YALOAK PRIMARY SCHOOL SNAKE VALLEY CAMPUS,143.587089992275,-37.6145699960216,3351,SNAKE VALLEY
1746,ANTONIO PARK PRIMARY SCHOOL,145.205999957244,-37.8161899961483,3132,MITCHAM
1747,APOLLO PARKWAYS PRIMARY SCHOOL,145.109869995004,-37.6873999997007,3088,GREENSBOROUGH
1748,APPIN PARK PRIMARY SCHOOL,146.300709974514,-36.3415899871171,3677,WANGARATTA
1749,SALE PRIMARY SCHOOL,147.088760024779,-38.1073499857588,3850,SALE
1750,ARCADIA PRIMARY SCHOOL,145.336259969284,-36.5551300082543,3631,ARCADIA
1751,ARDEER SOUTH PRIMARY SCHOOL,144.798999981893,-37.788400001092,3020,SUNSHINE WEST
1752,ARMADALE PRIMARY SCHOOL,145.017769992979,-37.8521899933912,3143,ARMADALE
1753,ARMATA PRIMARY SCHOOL,145.158759975928,-38.1198499957545,3200,FRANKSTON NORTH
1754,FISKVILLE PRIMARY SCHOOL,144.225979980384,-37.6837399943392,3342,FISKVILLE
1755,FITZROY NORTH PRIMARY SCHOOL,144.984149973128,-37.7850199996716,3068,FITZROY NORTH
1756,FLEMINGTON PRIMARY SCHOOL,144.933919958312,-37.7806699972123,3032,TRAVANCORE
1757,FLORA HILL PRIMARY SCHOOL,144.304309985053,-36.7751299997781,3550,KENNINGTON
1758,FOOTSCRAY NORTH PRIMARY SCHOOL,144.883369998317,-37.7877500008124,3011,FOOTSCRAY
1759,FOOTSCRAY CITY PRIMARY SCHOOL,144.900250009371,-37.8063999980769,3011,FOOTSCRAY
1760,FOOTSCRAY WEST PRIMARY SCHOOL,144.875270006954,-37.7948700013057,3012,WEST FOOTSCRAY
1761,FOSTER PRIMARY SCHOOL,146.201989987735,-38.65733999644,3960,FOSTER
1762,FOOTSCRAY PRIMARY SCHOOL,144.892669994554,-37.7983799995111,3011,FOOTSCRAY
1763,FERNIHURST PRIMARY SCHOOL,143.865150025526,-36.2459600070041,3518,FERNIHURST
1764,FOREST STREET PRIMARY SCHOOL,143.835430012372,-37.5231899981501,3355,WENDOUREE
1765,FORREST PRIMARY SCHOOL,143.714409994952,-38.5162899905402,3236,FORREST
1766,FRAMLINGHAM PRIMARY SCHOOL,142.699029991696,-38.2428999848023,3265,FRAMLINGHAM
1767,HAWKESDALE PRIMARY SCHOOL,142.325979970973,-38.1062399992415,3287,HAWKESDALE
1768,HAVEN PRIMARY SCHOOL,142.193480008724,-36.7409599742892,3401,HAVEN
1769,HEXHAM PRIMARY SCHOOL,142.686809999139,-37.9967899935929,3273,HEXHAM
1770,HEYWOOD CONSOLIDATED SCHOOL,141.61292997122,-38.1275199854302,3304,HEYWOOD
1771,KIRKSTALL PRIMARY SCHOOL,142.315979956457,-38.2720699856648,3283,KIRKSTALL
1772,KONONG WOOTONG NORTH PRIMARY SCHOOL,141.693199838112,-37.4473500257061,3315,KONONGWOOTONG
1773,KOORLONG PRIMARY SCHOOL,142.084850041799,-34.2780600283425,3501,KOORLONG
1774,KOROIT & DISTRICT PRIMARY SCHOOL,142.36902994705,-38.2926299868423,3282,KOROIT
1775,KOROIT PRIMARY SCHOOL,142.36902994705,-38.2926299868423,3282,KOROIT
1776,LAANECOORIE PRIMARY SCHOOL,143.919589998338,-36.8281799971798,3463,LAANECOORIE
1777,JOHNSONVILLE PRIMARY SCHOOL,147.827090021722,-37.8203999979251,3902,JOHNSONVILLE
1778,KALIMNA WEST PRIMARY SCHOOL,147.956259975493,-37.8609600125474,3909,KALIMNA WEST
1779,KARINGAL PRIMARY SCHOOL,145.152279983063,-38.1379199964176,3199,FRANKSTON
1780,KATAMATITE PRIMARY SCHOOL,145.685299954645,-36.0773500197877,3649,KATAMATITE
1781,KATAMATITE EAST PRIMARY SCHOOL,145.759589964314,-36.0248500237493,3649,KATAMATITE EAST
1782,KATUNGA PRIMARY SCHOOL,145.455609943255,-35.9985601160222,3640,KATUNGA
1783,BOBINAWARRA EAST PRIMARY SCHOOL,146.49791992809,-36.52817998895,3678,BOBINAWARRAH
1784,BONEO PRIMARY SCHOOL,144.887289983619,-38.4118699989176,3939,BONEO
1785,BONNIE DOON PRIMARY SCHOOL,145.85680997709,-37.0254000031642,3720,BONNIE DOON
1786,BOOLARRA PRIMARY SCHOOL,146.268869985617,-38.3828699966764,3870,BOOLARRA
1787,BOOLARRA SOUTH PRIMARY SCHOOL,146.364029975093,-38.5145699955187,3870,GRAND RIDGE
1788,BOORHAMAN PRIMARY SCHOOL,146.287089971573,-36.2095699912557,3678,BOORHAMAN
1789,BORONIA WEST PRIMARY SCHOOL,145.278479976986,-37.8585599974483,3155,BORONIA
1790,BOROONDARA NORTH PRIMARY SCHOOL,145.087889977659,-37.7894399908206,3104,BALWYN NORTH
1791,KERRIMUIR PRIMARY SCHOOL,145.135249988888,-37.8036799891748,3129,BOX HILL NORTH
1792,BOWEYA PRIMARY SCHOOL,146.130700014171,-36.2703999981754,3675,BOWEYA
1793,BOWEN STREET PRIMARY SCHOOL,145.928479971869,-38.1570699974323,3820,WARRAGUL
1794,BOX HILL NORTH PRIMARY SCHOOL,145.123309981275,-37.8007899913326,3129,BOX HILL NORTH
1795,BOX HILL PRIMARY SCHOOL,145.123200007784,-37.8145699864106,3128,BOX HILL
1796,BRANDON PARK PRIMARY SCHOOL,145.173249964117,-37.9143199964879,3150,WHEELERS HILL
1797,LAANG PRIMARY SCHOOL,142.804309998008,-38.3670699907894,3265,LAANG
1798,BRIAR HILL PRIMARY SCHOOL,145.116219985623,-37.7083100012687,3088,BRIAR HILL
1799,BROADFORD PRIMARY SCHOOL,145.04629997436,-37.2025700062906,3658,BROADFORD
1800,BLACKBURN EAST PRIMARY SCHOOL,145.157919988922,-37.8403999879692,3130,BLACKBURN SOUTH
1801,BROADMEADOWS EAST PRIMARY SCHOOL,144.929029989192,-37.6879000023026,3047,BROADMEADOWS
1802,BROADMEADOWS PRIMARY SCHOOL,144.928489984118,-37.6801900032178,3047,BROADMEADOWS
1803,BROADMEADOWS VALLEY PRIMARY SCHOOL,144.914099967475,-37.6814000022443,3047,BROADMEADOWS
1804,BLACKBURN PRIMARY SCHOOL,145.156700002753,-37.816569988737,3130,BLACKBURN
1805,BRIGHTON PRIMARY SCHOOL,145.001079996335,-37.9122099916188,3186,BRIGHTON
1806,DAYLESFORD PRIMARY SCHOOL,144.141549987706,-37.3451099957358,3460,DAYLESFORD
1807,MORTLAKE PRIMARY SCHOOL,142.804310004301,-38.0815099890656,3272,MORTLAKE
1808,MOUNT BLOWHARD PRIMARY SCHOOL,143.786439996231,-37.4292399984517,3352,BLOWHARD
1809,MOUNT PLEASANT PRIMARY SCHOOL,143.857809994952,-37.5783599979185,3350,MOUNT PLEASANT
1810,OUYEN PRIMARY SCHOOL,142.315150024142,-35.0673499855833,3490,OUYEN
1811,KERGUNYAH SOUTH PRIMARY SCHOOL,147.04292013088,-36.3754000191991,3691,KERGUNYAH
1812,PATCHEWOLLOCK GROUP SCHOOL,142.187089949802,-35.3834599563229,3491,PATCHEWOLLOCK
1813,PATCHEWOLLOCK PRIMARY SCHOOL,142.189589954762,-35.343739961209,3491,PATCHEWOLLOCK
1814,WALPEUP PRIMARY SCHOOL,142.024310002292,-35.139569964564,3507,WALPEUP
1815,WANDO VALE PRIMARY SCHOOL,141.444590103922,-37.512350040599,3312,WANDO VALE
1816,TALBOT PRIMARY SCHOOL,143.703599996288,-37.1686499965836,3371,TALBOT
1817,WOOMELANG PRIMARY SCHOOL,142.666530008672,-35.6815099609402,3485,WOOMELANG
1818,WOORIEN NORTH PRIMARY SCHOOL,143.442089988593,-35.2453999669448,3589,WOORINEN NORTH
1819,WOORINEN PRIMARY SCHOOL,143.451809992869,-35.2365099444894,3589,WOORINEN NORTH
1820,WOORINEN DISTRICT PRIMARY SCHOOL,143.453740003593,-35.2904100279605,3588,WOORINEN SOUTH
1821,WOORNDOO PRIMARY SCHOOL,142.798200007835,-37.8870699915212,3272,WOORNDOO
1822,MOYSTON PRIMARY SCHOOL,142.767850015009,-37.3016599751285,3377,MOYSTON
1823,WYCHEPROOF PRIMARY SCHOOL,143.227920034356,-36.0765099641277,3527,WYCHEPROOF
1824,WYN WYN PRIMARY SCHOOL,141.891810086224,-36.6542899987819,3409,DUCHEMBEGARRA
1825,WANGOOM PRIMARY SCHOOL,142.560149960852,-38.3453999872587,3279,WANGOOM
1826,WOOMELANG GROUP SCHOOL,142.664310008497,-35.6762399607759,3485,WOOMELANG
1827,WARRACKNABEAL PRIMARY SCHOOL,142.391260004032,-36.2578699805835,3393,WARRACKNABEAL
1828,ASCOT VALE PRIMARY SCHOOL,144.926119981353,-37.7743200006409,3032,ASCOT VALE
1829,ASCOT VALE WEST PRIMARY SCHOOL,144.911129994264,-37.7806800006585,3032,ASCOT VALE
1830,ASHBURTON PRIMARY SCHOOL,145.083619987437,-37.8621999889779,3147,ASHBURTON
1831,ASHBY PRIMARY SCHOOL,144.347099979679,-38.1385599970811,3218,GEELONG WEST
1832,GEELONG WEST PRIMARY SCHOOL,144.347099979679,-38.1385599970811,3218,GEELONG WEST
1833,PENSHURST PRIMARY SCHOOL,142.291320024931,-37.8791800088781,3289,PENSHURST
1834,YALLA Y POORA PRIMARY SCHOOL,143.068759979256,-37.5217899905143,3378,TATYOON
1835,YANAC PRIMARY SCHOOL,141.434590031155,-36.1351299725453,3418,YANAC
1836,YENDON PRIMARY SCHOOL,143.970700001337,-37.6381799975171,3352,YENDON
1837,JAMIESON PRIMARY SCHOOL,146.139999950146,-37.3012599984612,3723,JAMIESON
1838,JINDIVICK PRIMARY SCHOOL,145.901130020616,-38.0276199986546,3818,JINDIVICK
1839,TALINDERT PRIMARY SCHOOL,143.168759980688,-38.2656799931312,3260,CAMPERDOWN
1840,DARTMOOR PRIMARY SCHOOL,141.276730074703,-37.923020025107,3304,DARTMOOR
1841,DEAN PRIMARY SCHOOL,143.979029972418,-37.4653999949818,3363,DEAN
1842,DEANS MARSH PRIMARY SCHOOL,143.885749963259,-38.3998700667337,3235,DEANS MARSH
1843,DENNINGTON PRIMARY SCHOOL,142.450149933508,-38.3462399838567,3280,DENNINGTON
1844,GELLIBRAND PRIMARY SCHOOL,143.537370000815,-38.5253999884619,3239,GELLIBRAND
1845,GEORGE STREET PRIMARY SCHOOL - HAMILTON,142.034400034152,-37.7466200094806,3300,HAMILTON
1846,GERANG PRIMARY SCHOOL,141.882090047743,-36.3742899784904,3418,GERANG GERUNG
1847,GERANGAMETE PRIMARY SCHOOL,143.684029989682,-38.4548499972497,3249,GERANGAMETE
1848,GLEN PARK PRIMARY SCHOOL,143.934800009043,-37.5247799955106,3352,GLEN PARK
1849,YEODENE PRIMARY SCHOOL,143.714029960336,-38.405680001848,3249,YEODENE
1850,HORSHAM PRIMARY SCHOOL - RASMUSSEN CAMPUS,142.20223001611,-36.6969299765122,3400,HORSHAM
1851,HORSHAM PRIMARY SCHOOL - 298 CAMPUS,142.215530010619,-36.711099974358,3400,HORSHAM
1852,HORSHAM WEST AND HAVEN PRIMARY SCHOOL - HORSHAM WEST CAMPUS,142.17998995007,-36.7174199673756,3400,HORSHAM
1853,INGLEWOOD PRIMARY SCHOOL,143.870449982627,-36.573949997431,3517,INGLEWOOD
1854,INVERMAY PRIMARY SCHOOL,143.874580022875,-37.5205299966308,3352,INVERMAY
1855,IRREWILLIPE EAST PRIMARY SCHOOL,143.46597996211,-38.4115099893224,3249,IRREWILLIPE EAST
1856,LAKE BOGA PRIMARY SCHOOL,143.632070001956,-35.4645099892203,3584,LAKE BOGA
1857,LAKE BOLAC PRIMARY SCHOOL,142.838480005704,-37.7184599908894,3351,LAKE BOLAC
1858,LAKE BURRUMBEET PRIMARY SCHOOL,143.647649999658,-37.4745699989596,3352,BURRUMBEET
1859,LAKE CHARM PRIMARY SCHOOL,143.800229991569,-35.606640002757,3581,LAKE CHARM
1860,LAKE HINDMARSH PRIMARY SCHOOL,141.837650095185,-36.0895699832334,3423,JEPARIT
1861,LALBERT PRIMARY SCHOOL,143.3757000177,-35.6731799706145,3542,LALBERT
1862,LALLAT PLAINS PRIMARY SCHOOL,142.702369995939,-36.6398499881344,3388,RUPANYUP
1863,LANGKOOP PRIMARY SCHOOL,141.035419625575,-37.1070701604676,3318,LANGKOOP
1864,LANDSBOROUGH WEST PRIMARY SCHOOL,143.060420048002,-37.0117899918481,3384,LANDSBOROUGH WEST
1865,LARPENT PRIMARY SCHOOL,143.493479989117,-38.3426299886187,3249,LARPENT
1866,BLACKBURN SOUTH PRIMARY SCHOOL,145.142090002585,-37.8320699868234,3130,BLACKBURN SOUTH
1867,COOINDA PRIMARY SCHOOL,145.156669958766,-37.8983199952417,3150,GLEN WAVERLEY
1868,Boisdale Primary School,146.979480000578,-37.879579991943,3860,BOISDALE
1869,COSIMMIE PRIMARY SCHOOL,144.812920030811,-36.256509990358,3622,STRATHALLAN
1870,COSTERFIELD PRIMARY SCHOOL,144.795420016285,-36.8762399961325,3523,COSTERFIELD
1871,COWWARR PRIMARY SCHOOL,146.698969995731,-38.0136999934615,3857,COWWARR
1872,COWES PRIMARY SCHOOL,145.241319978802,-38.4562800005424,3922,COWES
1873,IRYMPLE PRIMARY SCHOOL,142.159080056599,-34.2266100261929,3498,IRYMPLE
1874,IRYMPLE SOUTH PRIMARY SCHOOL,142.190620028627,-34.2524900271509,3498,IRYMPLE
1875,CRIB POINT PRIMARY SCHOOL,145.200539993775,-38.3604799971253,3919,CRIB POINT
1876,CROYDON NORTH PRIMARY SCHOOL,145.295979983805,-37.7695699991148,3136,CROYDON NORTH
1877,AINSLIE PARKLANDS PRIMARY SCHOOL,145.264239986622,-37.7937899970548,3136,CROYDON
1878,DANDENONG NORTH PRIMARY SCHOOL,145.214469974047,-37.97663999673,3175,DANDENONG
1879,DANDENONG PRIMARY SCHOOL,145.219819982864,-37.9879199961711,3175,DANDENONG
1880,DANDENONG SOUTH PRIMARY SCHOOL,145.211429982106,-37.998949996657,3175,DANDENONG
1881,DANDENONG WEST PRIMARY SCHOOL,145.200419977044,-37.980739995781,3175,DANDENONG
1882,DARGO PRIMARY SCHOOL,147.249869987736,-37.4595699091446,3862,DARGO
1883,DARLEY PRIMARY SCHOOL,144.436909976791,-37.6552799950319,3340,DARLEY
1884,DALLAS NORTH PRIMARY SCHOOL,144.937640000834,-37.6681799967673,3047,DALLAS
1885,DARNUM PRIMARY SCHOOL,145.999699992843,-38.1877299977821,3822,DARNUM
1886,DARRAWEIT GUIM PRIMARY SCHOOL,144.893569976115,-37.4010299990968,3756,DARRAWEIT GUIM
1887,DALLAS PRIMARY SCHOOL,144.935140000666,-37.6737399986313,3047,DALLAS
1888,DARTMOUTH PRIMARY SCHOOL,147.584590019857,-36.567069978627,3701,DARTMOUTH
1889,GLEN WAVERLEY HEIGHTS PRIMARY SCHOOL,145.168479984205,-37.8756799899184,3150,GLEN WAVERLEY
1890,GLEN WAVERLEY PRIMARY SCHOOL,145.167589985465,-37.8747199898509,3150,GLEN WAVERLEY
1891,COOLAROO PRIMARY SCHOOL,144.931259992286,-37.6556800002543,3048,COOLAROO
1892,COOLAROO SOUTH PRIMARY SCHOOL,144.930909990657,-37.6620599972701,3048,COOLAROO
1893,MARNOO EAST PRIMARY SCHOOL,142.958200026264,-36.6690100005418,3477,MARNOO EAST
1894,MAJORCA PRIMARY SCHOOL,143.792650009933,-37.1198499969179,3465,MAJORCA
1895,MURRAYDALE CENTRAL PRIMARY SCHOOL,143.559310046738,-35.2803999074659,3586,MURRAYDALE
1896,PIRA PRIMARY SCHOOL,143.369029964124,-35.2570699635043,3585,PIRA
1897,MUMBANNAR PRIMARY SCHOOL,141.185700056486,-37.9276300343163,3304,MUMBANNAR
1898,PIRRON YALLOCK PRIMARY SCHOOL,143.431809987516,-38.3487399878195,3249,PIRRON YALLOCK
1899,PLEASANT CREEK PRIMARY SCHOOL,142.757089991773,-37.0648499700233,3380,STAWELL
1900,CURRAWA PRIMARY SCHOOL,145.703789950253,-36.3847499950964,3647,DOOKIE COLLEGE
1901,SANDFORD PRIMARY SCHOOL,141.446530046691,-37.6170700383392,3312,SANDFORD
1902,ST HELENS PLAINS PRIMARY SCHOOL,142.395980021598,-36.8181799823729,3401,SAINT HELENS PLAINS
1903,SAINT HELENS PRIMARY SCHOOL,142.068200005291,-38.2562399914603,3285,SAINT HELENS
1904,STRATHDOWNIE PRIMARY SCHOOL,141.137369590776,-37.7276301635693,3312,STRATHDOWNIE
1905,STRATHLEA PRIMARY SCHOOL,143.969029999136,-37.1476299983576,3364,STRATHLEA
1906,STREATHAM & DISTRICT PRIMARY SCHOOL,143.061809981299,-37.6803999940687,3351,STREATHAM
1907,GLENBURN PRIMARY SCHOOL,145.427089996712,-37.4217900071151,3717,GLENBURN
1908,SUNNY CLIFFS PRIMARY SCHOOL,142.193060020012,-34.2797100264689,3496,RED CLIFFS
1909,SWAN HILL NORTH PRIMARY SCHOOL,143.54607006007,-35.3317899799743,3585,SWAN HILL
1910,TANDAROOK PRIMARY SCHOOL,143.155419995934,-38.3281799936955,3260,BOSTOCKS CREEK
1911,TANDAROOK SOUTH PRIMARY SCHOOL,143.123200006903,-38.336239991783,3266,COBDEN
1912,WARRNAMBOOL PRIMARY SCHOOL,142.482569976779,-38.3772799849261,3280,WARRNAMBOOL
1913,WARRNAMBOOL SOUTH PRIMARY SCHOOL,142.47041995947,-38.3931799843151,3280,WARRNAMBOOL
1914,WAUBRA PRIMARY SCHOOL,143.634449994867,-37.3538399963803,3352,WAUBRA
1915,WEDDERBURN PRIMARY SCHOOL,143.611050009818,-36.4188699960353,3518,WEDDERBURN
1916,WEERANGOURT PRIMARY SCHOOL,141.868760001116,-37.9634600065296,3301,BYADUK
1917,WEERITE PRIMARY SCHOOL,143.236809997597,-38.2551299922271,3260,WEERITE
1918,WANGARATTA WEST PRIMARY SCHOOL,146.304419972496,-36.354129985472,3677,WANGARATTA
