,address,sa2_2021,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,population_density,crime_cases,weekly_rent,total_liveability_score
2384,"182 MYRTLE STREET, MYRTLEFORD",204031071,0.6409239384041064,0.2181521231917872,0.47270181987867477,,0.9554363042463836,0.839827344843677,0.8271698553429772,0.5208002799813346
7392,"7 DONALD STREET, NYAH WEST",215031405,0.6528231451236585,0.007699486700886608,0.48868408772748484,,0.8949486700886607,0.9556112925804946,0.9629608026131591,0.5204794680354643
2652,"2 INGLEWOOD STREET, RAYWOOD",202031032,0.6556229584694354,0.014815678954736351,0.47246850209986,,0.966693887074195,0.9617942137190854,0.8553429771348576,0.5199661689220719
2925,"2/22 WESTERNPORT ROAD, LANG LANG",212011548,0.6387074195053664,0.07839477368175456,0.5478301446570228,,0.8714419038730751,0.8293863742417172,0.7947386840877275,0.5196978534764349
4426,"3/10 DARLING STREET, HEYWOOD",217011420,0.6090760615958936,0.27764815678954735,0.4961502566495567,,0.7799813345776948,0.8758749416705554,0.9207302846476901,0.5191203919738684
3875,"25 MILL STREET, TOORA",205031087,0.6203919738684087,0.07337844143723751,0.5251983201119925,,0.8068712085860943,0.9617942137190854,0.9508282781147923,0.5187529164722351
6089,"46 VICTORIA STREET, LOCH",205031089,0.6255249650023332,0.06952869808679421,0.5291647223518432,,0.7667988800746617,0.9257466168922072,0.8553429771348576,0.5181229584694353
4247,"2A/22 MURRAY STREET, HEYWOOD",217011420,0.6021931871208586,0.2320345310312646,0.5289314045730285,,0.7799813345776948,0.8758749416705554,0.9696103593093793,0.5176738217452169
1533,"13 SIMPSON STREET, TERANG",217031474,0.6398740083994401,0.2294680354643024,0.4437704153056463,,0.9370625291647223,0.8556346243583761,0.9565445636957536,0.5172013532431172
5122,"349 LAKESIDE DRIVE, LAKE BOGA",215031405,0.630774615025665,0.003383107792813812,0.5313812412505833,,0.8949486700886607,0.9325711619225385,0.9508282781147923,0.5152589827344844
1535,"13 SMITH STREET, DAYLESFORD",201021011,0.635790947270182,0.2698320111992534,0.43350443303779745,,0.7905972935137657,0.8320111992533831,0.4400956602893141,0.5147806812879142
7876,"8 LAUER CRESCENT, NYAH WEST",215031405,0.6202753149790013,0.008749416705552963,0.5391973868408773,,0.8949486700886607,0.9556112925804946,0.9737517498833411,0.5144132057862809
4284,"3 ARGUS STREET, TUNGAMAH",216021412,0.6234251049930004,,0.5235650956602893,,0.9978418105459635,0.9797013532431171,0.9958586094260382,0.5143957069528698
5210,"36 STATION STREET, NYAH WEST",215031405,0.6542230517965469,0.007582827811479235,0.453686420905273,,0.8949486700886607,0.9556112925804946,0.8553429771348576,0.5141682221185254
7891,"8 MYALL STREET, WOOMELANG",215011394,0.6097760149323378,0.0045496966868875405,0.5383807746150256,,0.8775664955669622,0.998308446103593,0.9945170321978535,0.5128499766682221
674,"10 HEALES STREET, SMYTHESDALE",201031015,0.6408072795146991,,0.5426971535230984,,0.9645940270648623,0.8358609426038264,0.763590760615959,0.5125291647223519
3284,"20 CLYDE STREET, SMYTHESDALE",201031015,0.6487400839944004,,0.5221651889874008,,0.9645940270648623,0.8358609426038264,0.763590760615959,0.512389174055063
5701,"4/47 GOULBURN STREET, NAGAMBIE",204011058,0.645473635090994,,0.5167988800746617,,0.9827928138124125,0.8614675688287448,0.7278931404573028,0.5122433504433038
2994,"2/3 DAVIS COURT, TONGALA",216011407,0.6236584227718152,0.0648623425104993,0.5201819878674755,,0.6403989734017732,0.8961152589827345,0.9839010732617826,0.5119633691087261
4031,"27 BOURKE STREET, KORUMBURRA",205031089,0.6217918805412972,0.281614559029398,0.4562529164722352,,0.7667988800746617,0.8040713952403173,0.8553429771348576,0.5107151189920672
6015,"44 MARGARET STREET, MACEDON",210021233,0.6299580027998134,,0.5155156322911806,,0.9934671021931871,0.9253383107792814,0.4400956602893141,0.5106159589360709
1337,"12/10 CAVELL STREET, TONGALA",216011407,0.6180587960802613,0.06602893140457303,0.5253149790013999,,0.6403989734017732,0.8961152589827345,0.9871091927204853,0.5103068128791414
6720,"56 CHARLES STREET, JEPARIT",215011390,0.565095660289314,0.2700653289780681,0.539430704619692,,0.8689920671955202,0.9263882407839478,0.9993000466635558,0.5100793280447969
588,"1/816 HEIDELBERG KINGLAKE ROAD, HURSTBRIDGE",209031210,0.6345660289314046,,0.5331894540363976,,0.9836677554829678,0.8528931404573028,0.5251399906672889,0.5092102193187121
589,"1/816 HEIDELBERG-KINGLAKE ROAD, HURSTBRIDGE",209031210,0.6345660289314046,,0.5331894540363976,,0.9836677554829678,0.8528931404573028,0.5251399906672889,0.5092102193187121
7863,"8 HAMISH DRIVE, BANNOCKBURN",203011034,0.6515398973401774,,0.4704853009799347,,0.9305879608026132,0.8925571628558097,0.301329911339244,0.5091227251516566
2834,"2/164 MANIFOLD STREET, CAMPERDOWN",217031471,0.5981101259916005,0.19738684087727484,0.5335977601493234,,0.9854176388240784,0.8339360709286048,0.9565445636957536,0.5089069062062529
4036,"27 DAWSON STREET, STRATFORD",205051101,0.6046430237984134,0.08096126924871676,0.542230517965469,,0.4828511432571162,0.8941903873075129,0.605459636024265,0.5082827811479235
3376,"202A MAROONDAH HIGHWAY, HEALESVILLE",211051276,0.6065095660289314,0.20158656089594026,0.524731684554363,,0.4905506299580028,0.7926388240783948,0.7786397573495101,0.5076236584227718
1887,"15 NORMANBY STREET, DIMBOOLA",215011390,0.5801446570228651,0.2847643490433971,0.4849510032664489,,0.8689920671955202,0.9164722351843211,0.8699253383107792,0.5071861875874941
6737,"57 CHARLES STREET, JEPARIT",215011390,0.5597293513765749,0.2688987400839944,0.5382641157256183,,0.8689920671955202,0.9263882407839478,0.9945170321978535,0.5070461969202052
8109,"85 BROOKE STREET, INGLEWOOD",202031033,0.561012599160056,0.2795146990200653,0.5451469902006533,,0.8705669622025198,0.894715352309846,0.9565445636957536,0.5069587027531498
2286,"18 CAMPBELL STREET, DONALD",215031400,0.5800279981334577,0.18618758749416706,0.5258982734484368,,0.906439570695287,0.9301213252449837,0.9808096126924871,0.5068245450303314
4137,"28 SPRY ST, TUNGAMAH",216021412,0.6080261315912272,,0.5145823611759216,,0.9978418105459635,0.9797013532431171,0.9207302846476901,0.5048996733551097
5189,"36 DENNYS STREET, HOPETOUN",215011394,0.6060429304713019,0.006299580027998133,0.5213485767615492,,0.8775664955669622,0.9652356509566029,0.9737517498833411,0.5044447036864208
5224,"36/80 BALCOMBE ROAD, MENTONE",208031190,0.6478068128791414,,0.5240317312179188,0.081661222585161,0.5199486700886607,0.6701469902006533,0.32209519365375644,0.5038905739617359
6098,"46A MOLYNEAUX STREET, WARRACKNABEAL",215011394,0.6025431637890807,0.21535230984601025,0.49370041997200187,,0.8775664955669622,0.8216285580961269,0.9508282781147923,0.5037097526831544
1516,"13 MERCER STREET, INVERLEIGH",203011035,0.6159589360709286,,0.500933271115259,,0.892673821745217,0.9540947270181988,0.48442603826411573,0.503575594960336
8570,"WHITELAW STREET, MEENIYAN",205031087,0.6042930471301913,0.04503033131124592,0.5386140923938404,,0.8068712085860943,0.8855576294913673,0.8930821278581428,0.5029281381241251
4340,"3 JOHN CRESCENT, BEECHWORTH",204031068,0.628908072795147,0.16017265515632292,0.42288847410172653,,0.9612692487167522,0.8708586094260382,0.9141390573961736,0.502134857676155
850,"102 ST ANDREWS STREET,, BRIGHTON",208011169,0.6548646756882874,0.20292813812412505,0.5060079328044798,,0.010382641157256184,0.5309729351376575,0.037680821278581425,0.5020240317312179
849,"102 ST ANDREWS STREET, BRIGHTON",208011169,0.6548646756882874,0.20292813812412505,0.5060079328044798,,0.010382641157256184,0.5309729351376575,0.037680821278581425,0.5020240317312179
913,"105/8 BRUCE STREET, BOX HILL",207031163,0.6620391973868409,0.2328511432571162,0.4914839010732618,0.09916005599626691,0.14704853009799346,0.3913322445170322,0.8804246383574429,0.5016507232851144
4923,"31-33 FEDERAL STREET, RAINBOW",215011390,0.6226084927671488,0.02379841343910406,0.47713485767615493,,0.8689920671955202,0.9231217918805413,0.9508282781147923,0.50142323845077
5825,"404/6 BRUCE STREET, BOX HILL",207031163,0.6604059729351377,0.23390107326178255,0.49335044330377975,0.09974335044330378,0.14704853009799346,0.3913322445170322,0.9207302846476901,0.5013707419505367
371,"1/3 ASLING STREET, BRIGHTON",208011169,0.6629724685020999,0.19878674755016332,0.4799346710219319,,0.010382641157256184,0.5309729351376575,0.06812879141390574,0.5004491367242184
3889,"25 SPRY STREET, TUNGAMAH",216021412,0.6010265982267848,,0.5088660755949603,,0.9978418105459635,0.9797013532431171,0.9808096126924871,0.5002566495566962
8096,"84 HARGRAVES STREET, CASTLEMAINE",202021027,0.5962435837610826,0.18455436304246384,0.5479468035464302,,0.6905622958469435,0.7375758282781147,0.6455902939804014,0.4999241717218852
375,"1/3 HIGH STREET, DIMBOOLA",215011390,0.5559962669155389,0.23425104993000467,0.5340643957069529,,0.8689920671955202,0.9164722351843211,0.9997666822211853,0.4998833411105927
3775,"24 MANGAN STREET, TONGALA",216011407,0.6160755949603359,0.06672888474101726,0.47748483434437705,,0.6403989734017732,0.8961152589827345,0.9808096126924871,0.49981917872141857
7348,"7 / 2 SANDERS STREET, RAINBOW",215011390,0.6054013065795614,0.024673355109659355,0.5104409706019599,,0.8689920671955202,0.9231217918805413,0.9999416705552963,0.49956836210919275
6207,"5 / 2 SANDERS STREET, RAINBOW",215011390,0.6054013065795614,0.024673355109659355,0.5104409706019599,,0.8689920671955202,0.9231217918805413,0.9999416705552963,0.49956836210919275
7287,"66 FISHER LANE, MERBEIN",215021396,0.6324078394773682,,0.5116658889407373,,0.9539197386840877,0.8008632757816145,0.9696103593093793,0.498623425104993
7772,"79 TEMPLETON STREET, CASTLEMAINE",202021027,0.5921605226318245,0.18292113859076062,0.5477134857676155,,0.6905622958469435,0.7375758282781147,0.6916122258516099,0.4976726551563229
3450,"21 DENISON STREET, LINTON",201031015,0.6086094260382641,,0.47701819878674756,,0.9645940270648623,0.9735184321045264,0.9508282781147923,0.4970601959869342
682,"10 IRELAND STREET, SMYTHESDALE",201031015,0.6143257116192253,,0.5296313579094727,,0.9645940270648623,0.8358609426038264,0.7947386840877275,0.4966752216518899
4091,"28 BEACONSFIELD PARADE, GLENROWAN",204021067,0.6179421371908539,,0.47830144657022866,,0.744225384974335,0.9115142323845077,0.9629608026131591,0.49578278114792346
4892,"31 FARRELL STREET, OUYEN",215021398,0.6158422771815212,0.21756882874475034,0.37564162389174055,,0.978593093793747,0.9096476901539897,0.9737517498833411,0.4957711152589827
289,"1/2 GORDON STREET, ELSTERNWICK",208021179,0.6608726084927672,,0.5293980401306579,,0.6133341110592627,0.5944353709752683,0.3146290247316846,0.495759449370042
1011,"11 DAWSON STREET, ROSEDALE",205051102,0.6314745683621092,,0.4661689220718619,,0.9522281847876808,0.8601843210452637,0.8553429771348576,0.49498950069995334
548,"1/67 RAILWAY AVENUE, STANHOPE",216011410,0.613275781614559,0.06066262249183388,0.4319878674755016,,0.9692020531964536,0.9540947270181988,0.9924171721885208,0.49451119925338305
6818,"6 / 20 MALE STREET, BRIGHTON",208011169,0.6493233784414373,0.23833411105926272,0.46290247316845545,,0.010382641157256184,0.5309729351376575,0.2414839010732618,0.4941728884741018
4692,"3/65 ASHBURN GROVE, ASHBURTON",207011146,0.6327578161455903,,0.5354643023798413,,0.8352193187120859,0.6961035930937938,0.046021931871208586,0.4930821278581428
1730,"14/19-21 SELWYN STREET, ELSTERNWICK",208021179,0.6500233317778815,,0.5430471301913206,,0.6133341110592627,0.5944353709752683,0.16087260849276716,0.4930646290247317
830,"101/11 WOODS STREET, YARRAVILLE",213031352,0.6503733084461036,,0.5333644423705086,,0.35767615492300514,0.6105926271581894,0.22655156322911807,0.4929188054129725
7592,"7/8-10 DURRANT STREET, BRIGHTON",208011169,0.6292580494633692,0.23051796546896874,0.5100326644890341,,0.010382641157256184,0.5309729351376575,0.023681754549696687,0.492784647690154
8510,"G2/9 WOODS STREET, YARRAVILLE",213031352,0.6490900606626225,,0.5320811945870275,,0.35767615492300514,0.6105926271581894,0.2602659822678488,0.49202053196453577
4260,"3 / 1017 GLEN HUNTLY ROAD, GLEN HUNTLY",208021182,0.6609892673821746,,0.5438637424171722,,0.49585860942603827,0.5217568828744751,0.3703919738684088,0.4914430704619692
5220,"36/2 GORDON STREET, ELSTERNWICK",208021179,0.6441903873075129,,0.5484134391040597,,0.6133341110592627,0.5944353709752683,0.4400956602893141,0.4912214185720952
3016,"2/31 SCHILD STREET, YARRAVILLE",213031352,0.6415072328511433,,0.546313579094727,,0.35767615492300514,0.6105926271581894,0.1426154923005133,0.49107559496033604
6859,"6 CONDER WAY, MENTONE",208031190,0.6161922538497433,,0.54129724685021,0.07326178254783014,0.5199486700886607,0.6701469902006533,0.10930937937470835,0.490696453569762
4480,"3/149 CHURCH STREET, BRIGHTON",208011169,0.6584227718152124,0.25443303779748017,0.4144890340643957,,0.010382641157256184,0.5309729351376575,0.188987400839944,0.49064979001399905
7749,"78 MANDEVILLE STREET, HOPETOUN",215011394,0.5884274381707886,0.0061829211385907605,0.49498366775548297,,0.8775664955669622,0.9652356509566029,0.9808096126924871,0.49035230984601025
3678,"23 JONES STREET, STRATFORD",205051101,0.5754783014465702,0.08049463369108727,0.5236817545496967,,0.4828511432571162,0.8941903873075129,0.8553429771348576,0.48994400373308444
1559,"13/2 ROSEDALE AVENUE, GLEN HUNTLY",208021182,0.657372841810546,,0.5446803546430238,,0.49585860942603827,0.5217568828744751,0.742358842743817,0.48979818012132526
4496,"3/16 ROYAL AVENUE, GLEN HUNTLY",208021182,0.6570228651423239,,0.5440970601959869,,0.49585860942603827,0.5217568828744751,0.48442603826411573,0.4895065328978068
3123,"2/5 SWANSTON STREET, MENTONE",208031190,0.6278581427904807,,0.5015165655622958,0.07676154923005132,0.5199486700886607,0.6701469902006533,0.10592627158189453,0.48892323845076996
3972,"26 MT CLAY ROAD, HEYWOOD",217011420,0.5573961735884274,0.21990200653289782,0.5026831544563696,,0.7799813345776948,0.8758749416705554,0.9269132057862809,0.4888124125058329
7308,"67 STEVENSON STREET, MURCHISON",216031419,0.5836444237050863,0.05354643023798413,0.4982501166588894,,0.6884624358376108,0.91851376574895,0.8804246383574429,0.48867825478301447
1655,"14 CLARENCE STREET, LOCH",205031089,0.5659122725151656,0.06812879141390574,0.5277648156789547,,0.7667988800746617,0.9257466168922072,0.6455902939804014,0.48789664022398505
5552,"4/10 WARLEIGH GROVE, BRIGHTON",208011169,0.6422071861875875,0.19318712085860942,0.47025198320111994,,0.010382641157256184,0.5309729351376575,0.08020298646756883,0.4875699953336445
989,"11 ALLAN STREET, NYAH WEST",215031405,0.5633457769482034,0.008866075594960336,0.5442137190853943,,0.8949486700886607,0.9556112925804946,0.9924171721885208,0.48696336910872606
859,"103 CHARLES STREET, ABBOTSFORD",206071139,0.6287914139057397,,0.5282314512365842,,0.903464769015399,0.6681054596360243,0.4400956602893141,0.4868525431637891
5446,"4 DONELLY STREET, BRUTHEN",205021082,0.6312412505832945,0.0036164255716285582,0.3960569295380308,,0.8507349510032665,0.9127974801679888,0.9737517498833411,0.4864734017732152
2305,"18 GREY STREET, TERANG",217031474,0.5527298180121325,0.21336910872608492,0.5138824078394774,,0.9370625291647223,0.8556346243583761,0.8930821278581428,0.48604176388240783
1936,"15/4 ROSEDALE AVENUE, GLEN HUNTLY",208021182,0.6510732617825479,,0.5393140457302846,,0.49585860942603827,0.5217568828744751,0.8059379374708353,0.4855751283247784
7965,"8/15 WARATAH AVENUE, GLEN HUNTLY",208021182,0.6507232851143258,,0.5390807279514699,,0.49585860942603827,0.5217568828744751,0.783481101259916,0.4853534764349044
5213,"36 TELFORD STREET, YARRAWONGA",216021414,0.5722118525431638,0.22876808212785815,0.4858842743817079,,0.8558096126924871,0.7904806346243584,0.48442603826411573,0.48520765282314515
6960,"6 UPPER ROY STREET, JEPARIT",215011390,0.522515165655623,0.2839477368175455,0.5144657022865142,,0.8689920671955202,0.9263882407839478,0.9839010732617826,0.48518432104526366
2276,"17B MELBOURNE STREET, MURRUMBEENA",208021181,0.6497900139990668,,0.5366308912739151,,0.7565328978068129,0.5217568828744751,0.0807862809146057,0.4843968735417639
3933,"26 ANN STREET, WILLIAMSTOWN",213021346,0.6453569762015866,0.16938870741950537,0.5173821745216985,,0.31398740083994403,0.40859776014932336,0.05097993467102193,0.4839535697620159
6262,"5 FRENCH STREET, MALMSBURY",202021030,0.6265748950069996,0.08061129258049464,0.3377274848343444,,0.7516332244517032,0.9459286047596827,0.48442603826411573,0.48348693420438643
1246,"12 CRESSY STREET, CAMPERDOWN",217031471,0.5548296780214652,0.20426971535230984,0.5110825944937004,,0.9854176388240784,0.8339360709286048,0.9042230517965469,0.48345193653756413
5058,"33 SIMMIE STREET, ELMORE",202031032,0.5584461035930938,0.2414839010732618,0.4456369575361643,,0.966693887074195,0.9082477834811012,0.9207302846476901,0.48332361175921607
1727,"14/1110 GLENHUNTLY ROAD, GLEN HUNTLY",208021182,0.6488567428838078,,0.5319645356976201,,0.49585860942603827,0.5217568828744751,0.3703919738684088,0.48299696686887544
8314,"9/21 BENT STREET, BENTLEIGH",208021174,0.6591227251516566,,0.523798413439104,,0.014932337844143724,0.48646756882874476,0.5073495100326645,0.4829678021465236
3228,"2/8 ROSEDALE AVENUE, GLEN HUNTLY",208021182,0.6457069528698087,,0.5360475968268782,,0.49585860942603827,0.5217568828744751,0.8271698553429772,0.4822386840877275
6696,"55 LINDSAY STREET, HEYWOOD",217011420,0.5345893607092861,0.24393373775081661,0.5114325711619225,,0.7799813345776948,0.8758749416705554,0.9207302846476901,0.4815620625291647
3861,"25 GREGORY STREET, OUYEN",215021398,0.5130657956136258,0.28499766682221184,0.5244983667755483,,0.978593093793747,0.9096476901539897,0.8804246383574429,0.4808971068595427
7483,"7/123 GRANGE ROAD, GLEN HUNTLY",208021182,0.6440737284181055,,0.5299813345776948,,0.49585860942603827,0.5217568828744751,0.783481101259916,0.48020881941203925
6790,"59 SIMPSON STREET, YARRAVILLE",213031352,0.6221418572095193,,0.5400139990667289,,0.35767615492300514,0.6105926271581894,0.1426154923005133,0.4801329911339244
2333,"18 PATTERSON, KANIVA",215011390,0.5621791880541297,0.21313579094727017,0.42102193187120857,,0.8689920671955202,0.9301213252449837,0.9808096126924871,0.47961969202053195
1157,"113 MICHIE STREET, ELMORE",202031032,0.5345893607092861,0.2860475968268782,0.46383574428371444,,0.966693887074195,0.9082477834811012,0.9357209519365376,0.47949136724218394
8232,"9 INKERMAN STREET, ST ARNAUD",215011391,0.5380307979468035,0.2035697620158656,0.5302146523565096,,0.9844843677088194,0.840585627624825,0.9772515165655623,0.47947386840877276
5573,"4/13 MELBOURNE STREET, MURRUMBEENA",208021181,0.641740550629958,,0.5314979001399907,,0.7565328978068129,0.5217568828744751,0.188987400839944,0.47934554363042464
8470,"99 NICHOLSON STREET, MCKINNON",208021174,0.6537564162389174,,0.5186654223051796,,0.014932337844143724,0.48646756882874476,0.3398856742883808,0.47925804946336914
3929,"25A STATION STREET, MALVERN",208041194,0.6607559496033598,,0.405506299580028,,0.08253616425571629,0.6758632757816145,0.2414839010732618,0.47906556229584696
403,"1/33 FELIX GROVE, MOOROOLBARK",211051281,0.6244750349976668,,0.525664955669622,,0.023740083994400373,0.6158422771815212,0.763590760615959,0.47895473635090996
1874,"15 KILFINAN CRESCENT, BRIGHT",204031069,0.5815445636957536,0.026948203453103125,0.4806346243583761,,0.8213369108726085,0.8909239384041064,0.3146290247316846,0.478686420905273
3164,"2/6 HANMER STREET, WILLIAMSTOWN",213021346,0.6521231917872142,0.18035464302379842,0.4658189454036398,,0.31398740083994403,0.40859776014932336,0.4007816145590294,0.4781206252916473
7559,"7/5 DUNOON STREET, MURRUMBEENA",208021181,0.631707886140924,,0.545380307979468,,0.7565328978068129,0.5217568828744751,0.808971068595427,0.4771056929538031
4797,"30 NAPIER STREET, INVERLEIGH",203011035,0.5547130191320578,,0.5207652823145124,,0.892673821745217,0.9540947270181988,0.6455902939804014,0.47691903873075125
4355,"3 MARY STREET, NYAH WEST",215031405,0.5446803546430238,0.008982734484367708,0.5401306579561362,,0.8949486700886607,0.9556112925804946,0.9871091927204853,0.4768257116192254
2945,"2/24-26 MITCHELL STREET, OUYEN",215021398,0.5762949136724218,0.21850209986000932,0.37914139057396173,,0.978593093793747,0.9096476901539897,0.9990083994400373,0.4767907139524032
4499,"3/17 FRANCIS STREET, CLAYTON",212051568,0.6492067195520299,0.24626691553896407,0.4634857676154923,,0.5853943070461969,0.3480517965468969,0.4400956602893141,0.47673238450769956
6504,"50 BRUDENELL STREET, STANHOPE",216011410,0.5618292113859076,0.060895940270648624,0.4713019132057863,,0.9692020531964536,0.9540947270181988,0.9508282781147923,0.4766740550629958
3134,"2/54 BLACK STREET, BRIGHTON",208011169,0.638590760615959,0.23250116658889408,0.40398973401773214,,0.010382641157256184,0.5309729351376575,0.10930937937470835,0.47644073728418107
7460,"7 VAUGHAN STREET, STRATFORD",205051101,0.5998600093327111,0.08364442370508633,0.39314045730284647,,0.4828511432571162,0.8941903873075129,0.9207302846476901,0.4763415772281848
1725,"14/1-3 CARRE STREET, ELSTERNWICK",208021179,0.6350909939337378,,0.49591693887074195,,0.6133341110592627,0.5944353709752683,0.2414839010732618,0.47617242183854414
7119,"6/8 WARATAH AVENUE, GLEN HUNTLY",208021182,0.6355576294913673,,0.5298646756882874,,0.49585860942603827,0.5217568828744751,0.4400956602893141,0.47592743817078864
8022,"8/51 HOLMES ROAD, MOONEE PONDS",206031116,0.6411572561829212,0.27029864675688287,0.42918805412972466,,0.3836910872608493,0.42148856742883806,0.08533597760149324,0.47559496033597765
7302,"664 SMYTHESDALE/SNAKE VALLEY ROAD, SMYTHESDALE",201031015,0.5696453569762016,,0.5330144657022865,,0.9645940270648623,0.8358609426038264,0.4400956602893141,0.4750116658889407
2450,"19 IRELAND STREET, MALDON",202021028,0.5880774615025665,0.2599160055996267,0.3260615958936071,,0.8157372841810546,0.8966985534297713,0.7278931404573028,0.47491250583294453
2751,"2/11 GLEN ORME AVENUE, MCKINNON",208021174,0.6636724218385441,,0.4711852543163789,,0.014932337844143724,0.48646756882874476,0.48442603826411573,0.47472001866542235
5164,"35/87-115 NELSON PLACE, WILLIAMSTOWN",213021346,0.6156089594027064,0.18245450303313113,0.5365142323845077,,0.31398740083994403,0.40859776014932336,0.2602659822678488,0.4742125524965002
7120,"6/8-10 MOUNT VIEW PARADE, MOOROOLBARK",211051281,0.629083061129258,,0.4897923471768549,,0.023740083994400373,0.6158422771815212,0.9629608026131591,0.4740842277181521
3500,"21/8-10 MOUNT VIEW PARADE, MOOROOLBARK",211051281,0.629083061129258,,0.4897923471768549,,0.023740083994400373,0.6158422771815212,0.9357209519365376,0.4740842277181521
4699,"3/68 THAMES STREET, BOX HILL",207031163,0.6376574895007,0.28371441903873074,0.3990900606626225,0.0790947270181988,0.14704853009799346,0.3913322445170322,0.6455902939804014,0.4740608959402707
5666,"4/33-35 CHILDERS STREET, MENTONE",208031190,0.6256416238917406,,0.42662155856276246,0.08317778814745684,0.5199486700886607,0.6701469902006533,0.21978534764349045,0.4734776014932338
