,address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,SA2_CODE_2016
11764,"9/99 KIRKHAM ROAD, BANGHOLME",-38.0373707,145.1870226,2014,12,2.0,1.0,1,3175,212041564,Apartment,40.22972,5.91545,0.21868,,7.07544,,,,280.0,212041311
11765,"90 COPERNICUS WAY, KEILOR DOWNS",-37.719074,144.797235,2014,9,3.0,2.0,2,3038,213011332,House,24.7742,0.63275,0.55977,1.59926,,,,,340.0,213011332
11766,"90 CREAMERY ROAD, YINNAR",-38.319537,146.315319,2014,6,3.0,2.0,2,3869,205041094,House,162.53211,3.69023,1.65196,8.328940000000001,,,10.55655,,280.0,205041094
11767,"90 CREAMERY ROAD, YINNAR",-38.319537,146.315319,2014,7,3.0,2.0,2,3869,205041094,House,162.53211,3.69023,1.65196,8.328940000000001,,,10.55655,,280.0,205041094
11768,"90 HERVEY STREET, ELMORE",-36.493199,144.612944,2014,1,3.0,1.0,0,3558,202031032,House,165.23006,0.79332,0.28974,,0.7980900000000001,0.2231399999999999,0.35444,,280.0,202031032
11769,"90 HERVEY STREET, ELMORE",-36.493199,144.612944,2014,12,3.0,1.0,0,3558,202031032,House,165.23006,0.79332,0.28974,,0.7980900000000001,0.2231399999999999,0.35444,,280.0,202031032
11770,"90 LINDENOW - MEERLIEU ROAD, LINDENOW SOUTH",-37.886955,147.418523,2014,9,3.0,1.0,2,3875,205021082,House,262.07952,6.50073,6.81906,114.62513,6.99303,140.42383999999998,12.2139,,225.0,205021082
11771,"90 LINDENOW - MEERLIEU ROAD, LINDENOW SOUTH",-37.886955,147.418523,2014,10,3.0,1.0,2,3875,205021082,House,262.07952,6.50073,6.81906,114.62513,6.99303,140.42383999999998,12.2139,,225.0,205021082
11772,"90 OAKTREE DRIVE, HAMPTON PARK",-38.022496,145.257446,2014,3,3.0,2.0,2,3976,212031562,House,41.26621,,1.28735,2.25617,,,,2.50274,320.0,212031305
11773,"90 PARER ROAD, AIRPORT WEST",-37.71942,144.88406,2014,7,4.0,1.0,2,3042,210011226,House,15.29748,1.08252,0.21372,1.61365,,,,1.29623,330.0,210011226
11774,"90 PEDRAZZIES ROAD, GORAE",-38.222791,141.517949,2014,2,4.0,2.0,3,3305,217011420,House,372.59331,8.58644,2.8173600000000003,23.1353,21.89375,21.97292,21.99994,,320.0,217011420
11775,"90 RANCEBY ROAD, POOWONG",-38.34498,145.773935,2014,4,3.0,1.0,1,3988,205031089,House,112.31132,1.3633499999999998,0.55792,4.42041,8.0399,17.81816,8.44306,,280.0,205031089
11776,"90 RANCEBY ROAD, POOWONG",-38.34498,145.773935,2014,5,3.0,1.0,1,3988,205031089,House,112.31132,1.3633499999999998,0.55792,4.42041,8.0399,17.81816,8.44306,,280.0,205031089
11777,"90 SUNNYSIDE CRESCENT, WATTLE GLEN",-37.669544,145.182354,2014,1,3.0,2.0,2,3096,209031215,House,32.05914,1.41746,0.06983,2.73717,1.16428,,2.87789,,420.0,209031215
11778,"90 TONGIO ROAD, OMEO",-37.106939,147.595109,2014,2,2.0,1.0,0,3898,205021082,Apartment,401.52809,1.39765,1.38783,1.6082,90.11195,1.71125,0.68875,,165.0,205021082
11779,"900 RAGLAN PARADE, WARRNAMBOOL",-38.370434,142.471503,2014,6,3.0,1.0,1,3280,217041479,House,259.57048000000003,1.73772,1.25037,0.8536900000000001,2.35411,0.8817699999999999,,,300.0,217041479
11780,"900 RAGLAN PARADE, WARRNAMBOOL",-38.370434,142.471503,2014,7,3.0,1.0,1,3280,217041479,House,259.57048000000003,1.73772,1.25037,0.8536900000000001,2.35411,0.8817699999999999,,,300.0,217041479
11781,"901/100 WESTERN BEACH ROAD, GEELONG",-38.1439166,144.3614718,2014,1,1.0,1.0,1,3220,203021039,Apartment,78.20555999999999,1.64637,1.5723699999999998,0.67533,0.8006,1.3760899999999998,1.05923,,470.0,203021039
11782,"901/100 WESTERN BEACH ROAD, GEELONG",-38.1439166,144.3614718,2014,10,1.0,1.0,1,3220,203021039,Apartment,78.20555999999999,1.64637,1.5723699999999998,0.67533,0.8006,1.3760899999999998,1.05923,,470.0,203021039
11783,"901/100 WESTERN BEACH ROAD, GEELONG",-38.1439166,144.3614718,2014,12,1.0,1.0,1,3220,203021039,Apartment,78.20555999999999,1.64637,1.5723699999999998,0.67533,0.8006,1.3760899999999998,1.05923,,470.0,203021039
11784,"903/455 ELIZABETH STREET, MELBOURNE",-37.808459,144.960167,2014,2,2.0,1.0,0,3000,206041504,Apartment,0.96126,,,,0.7764099999999999,,0.30277,,485.0,206041122
11785,"904/280 SPENCER STREET, MELBOURNE",-37.813952,144.952168,2014,12,2.0,1.0,1,3000,206041505,Apartment,1.6676099999999998,1.23675,,0.07015,0.60564,1.14018,,,465.0,206041122
11786,"908/160 LITTLE LONSDALE STREET, MELBOURNE",-37.8097036,144.9672083,2014,3,2.0,1.0,0,3000,206041503,Apartment,0.78418,0.52343,,0.48713,0.78464,,0.42747,,450.0,206041122
11787,"909 EYRE STREET, BALLARAT",-37.564579,143.841158,2014,5,2.0,2.0,2,3350,201011002,House,116.56032,0.93898,0.56049,1.2833,5.09378,1.1286500000000002,1.8523,,285.0,201011002
11788,"909 EYRE STREET, BALLARAT",-37.564579,143.841158,2014,6,2.0,2.0,2,3350,201011002,House,116.56032,0.93898,0.56049,1.2833,5.09378,1.1286500000000002,1.8523,,285.0,201011002
11789,"909 EYRE STREET, BALLARAT",-37.564579,143.841158,2014,7,2.0,2.0,2,3350,201011002,House,116.56032,0.93898,0.56049,1.2833,5.09378,1.1286500000000002,1.8523,,285.0,201011002
11790,"909 EYRE STREET, BALLARAT",-37.564579,143.841158,2014,10,2.0,2.0,2,3350,201011002,House,116.56032,0.93898,0.56049,1.2833,5.09378,1.1286500000000002,1.8523,,285.0,201011002
11791,"91 AITKEN STREET, WILLIAMSTOWN",-37.8640388,144.9034719,2014,7,4.0,2.0,2,3016,213021346,House,13.38287,0.73993,0.34331,1.94725,0.6408200000000001,1.95689,0.34704,,560.0,213021346
11792,"91 ALCORN ROAD, LABERTOUCHE",-38.031309,145.799001,2014,3,2.0,1.0,2,3816,205011076,Apartment,94.7478,5.53478,1.1178800000000002,18.1112,11.27786,,16.02851,,250.0,205011076
11793,"91 ALCORN ROAD, LABERTOUCHE",-38.031309,145.799001,2014,9,2.0,1.0,2,3816,205011076,Apartment,94.7478,5.53478,1.1178800000000002,18.1112,11.27786,,16.02851,,285.0,205011076
11794,"91 GRANT STREET, FORREST",-38.525562,143.713784,2014,1,2.0,1.0,0,3236,217031476,House,163.48002,26.66701,1.11607,18.64617,38.84149,36.95785,0.7217100000000001,,230.0,217031476
11795,"91 HUSBAND ROAD, FOREST HILL",-37.839357,145.181429,2014,8,4.0,2.0,1,3131,211041269,House,27.82297,,0.8180599999999999,2.05621,3.31427,,,2.80982,445.0,211041269
11796,"91 MCKEAN STREET, BAIRNSDALE",-37.828634,147.606883,2014,11,3.0,1.0,2,3875,205021081,House,279.11484,2.77804,0.89837,0.5265599999999999,2.35649,0.34891,3.05078,,270.0,205021081
11797,"91 ORIEL ROAD, IVANHOE",-37.756685,145.037442,2014,8,3.0,1.0,3,3079,209011200,House,12.04755,0.44831,1.00388,,2.52951,2.3444000000000003,,,430.0,209011200
11798,"91 ORIEL ROAD, IVANHOE",-37.756685,145.037442,2014,9,3.0,1.0,3,3079,209011200,House,12.04755,0.44831,1.00388,,2.52951,2.3444000000000003,,,430.0,209011200
11799,"91 ORIEL ROAD, IVANHOE",-37.756685,145.037442,2014,10,3.0,1.0,3,3079,209011200,House,12.04755,0.44831,1.00388,,2.52951,2.3444000000000003,,,430.0,209011200
11800,"91 SEAWARD DRIVE, CAPE PATERSON",-38.666856,145.611252,2014,5,4.0,2.0,2,3995,205031093,House,144.186,1.10294,8.40597,7.96302,9.19149,9.51055,8.55088,,260.0,205031093
11801,"91 WESTMINSTER PARKWAY, DERRIMUT",-37.79042,144.756503,2014,3,3.0,2.0,2,3030,213011570,House,24.47044,0.3272,0.5964299999999999,,,,,,420.0,213011330
11802,"91 WESTMINSTER PARKWAY, DERRIMUT",-37.79042,144.756503,2014,4,3.0,2.0,2,3030,213011570,House,24.47044,0.3272,0.5964299999999999,,,,,,400.0,213011330
11803,"91 WILSON STREET, WODONGA",-36.130092,146.87595,2014,6,3.0,1.0,1,3690,204031492,House,311.01725,0.28358,0.6789700000000001,1.18231,2.39853,0.65388,2.2746500000000003,,260.0,204031074
11804,"91 WILSON STREET, WODONGA",-36.130092,146.87595,2014,7,3.0,1.0,1,3690,204031492,House,311.01725,0.28358,0.6789700000000001,1.18231,2.39853,0.65388,2.2746500000000003,,260.0,204031074
11805,"910 KARADOC AVENUE, IRYMPLE",-34.229204,142.169115,2014,9,3.0,1.0,2,3498,215021395,House,536.74075,6.92103,1.33261,0.5479299999999999,2.06723,,,,260.0,215021395
11806,"9102 WESTERN HIGHWAY, LEIGH CREEK",-37.555474,143.965953,2014,11,3.0,1.0,1,3352,201021012,House,105.06449,4.77361,4.21782,,4.09684,,14.63778,,220.0,201021012
11807,"912/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818701,144.946918,2014,12,1.0,1.0,1,3008,206041118,Apartment,2.95156,0.8929600000000001,,,0.29231,,,1.3963299999999998,468.0,206041118
11808,"912/52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,2014,3,2.0,1.0,1,3205,206051512,Apartment,3.5282,1.00457,1.64167,,1.6123599999999998,,1.16579,,485.0,206051132
11809,"913 PLEASANT STREET, BALLARAT",-37.5796646,143.8353853,2014,3,2.0,1.0,1,3350,201011484,House,117.9822,0.98212,0.41276,2.19296,,,,,250.0,201011004
11810,"915 WOORI-YALLOCK-COCKATOO ROAD, NANGANA",-37.9137981,145.4582381,2014,3,3.0,1.0,1,3781,212011289,House,59.483410000000006,2.03659,3.33536,1.87357,3.57789,,2.7786,,280.0,212011289
11811,"915/18 MT ALEXANDER ROAD, TRAVANCORE",-37.7852945,144.9388769,2014,11,2.0,1.0,1,3032,206031115,Apartment,3.9551,0.51235,0.60738,0.67595,1.44181,,1.23646,,390.0,206031115
11812,"91A HOFFMANS ROAD, NIDDRIE",-37.742848,144.891276,2014,2,2.0,1.0,1,3042,210011230,House,11.95194,1.55633,0.3664,1.26141,,,,,380.0,210011230
11813,"91A PEMBROKE ROAD, MOOROOLBARK",-37.790829,145.328236,2014,1,3.0,2.0,2,3138,211051281,House,38.15134,0.8299,0.6692899999999999,1.4456600000000002,3.01053,,2.36611,,420.0,211051281
11814,"92 BENNETT STREET, FITZROY NORTH",-37.7809839,144.9884412,2014,7,2.0,1.0,0,3068,206071143,Apartment,5.12987,1.17941,0.69,0.65228,0.51561,,,,510.0,206071143
11815,"92 DAY AVENUE, OMEO",-37.094227,147.596318,2014,5,3.0,1.0,2,3898,205021082,House,401.56878,0.44065,0.7386900000000001,0.56579,90.15265,0.46273,1.11989,,250.0,205021082
11816,"92 KOROIT STREET, WARRNAMBOOL",-38.38464,142.48641,2014,10,3.0,1.0,1,3280,217041480,House,258.09784,2.06216,1.92794,2.31416,1.43998,1.66276,0.8235,,290.0,217041480
11817,"92 LINDSAY ROAD, DARTMOOR",-37.914973,141.275161,2014,9,3.0,1.0,0,3304,217011420,House,391.83772,20.82259,1.12698,43.18293,1.17828,44.58145,1.19476,,140.0,217011420
11818,"92 NUNNS ROAD, SNAKE VALLEY",-37.620369,143.594272,2014,12,3.0,1.0,4,3351,201031014,House,153.53322,24.04652,1.2996800000000002,34.761849999999995,26.64959,33.912099999999995,33.97301,,300.0,201031014
11819,"92 ORR STREET, SHEPPARTON",-36.375089,145.403116,2014,5,3.0,1.0,1,3630,216031416,House,181.48072,1.13013,0.4614,0.46016,,1.64666,,,310.0,216031416
11820,"92 ORR STREET, SHEPPARTON",-36.375089,145.403116,2014,6,3.0,1.0,1,3630,216031416,House,181.48072,1.13013,0.4614,0.46016,,1.64666,,,300.0,216031416
11821,"92 ORR STREET, SHEPPARTON",-36.375089,145.403116,2014,7,3.0,1.0,1,3630,216031416,House,181.48072,1.13013,0.4614,0.46016,,1.64666,,,310.0,216031416
11822,"92 RESERVE ROAD, WOORINEN",-35.275433,143.464075,2014,2,3.0,1.0,1,3589,215031405,House,357.97959000000003,0.61581,0.49795,,3.84431,70.97744999999999,19.00113,,280.0,215031405
11823,"92/4 SYDNEY STREET, PRAHRAN EAST",-37.852026,145.011159,2014,5,2.0,2.0,1,3181,206061136,House,8.5561,,0.3938899999999999,2.20682,2.65145,,1.45391,,650.0,206061136
11824,"924 STEPHENSON, TAMBO UPPER",-37.772082,147.827021,2014,3,2.0,3.0,2,3885,205021082,House,301.97506,10.7162,1.81609,79.94274,4.66065,105.74146,9.9343,,390.0,205021082
11825,"924 STEPHENSON, TAMBO UPPER",-37.772082,147.827021,2014,4,2.0,3.0,2,3885,205021082,House,301.97506,10.7162,1.81609,79.94274,4.66065,105.74146,9.9343,,390.0,205021082
11826,"924 STEPHENSONS ROAD, TAMBO UPPER",-37.772082,147.827021,2014,3,3.0,2.0,4,3885,205021082,House,301.97506,10.7162,1.81609,79.94274,4.66065,105.74146,9.9343,,390.0,205021082
11827,"924 STEPHENSONS ROAD, TAMBO UPPER",-37.772082,147.827021,2014,12,3.0,2.0,4,3885,205021082,House,301.97506,10.7162,1.81609,79.94274,4.66065,105.74146,9.9343,,390.0,205021082
11828,"926 SEBASTOPOL - SMYTHESDALE ROAD, ROSS CREEK",-37.625961,143.785338,2014,3,3.0,1.0,1,3351,201011007,House,125.59839,12.23346,3.1495100000000003,,12.38556,,,,400.0,201011007
11829,"92A COUNTRY CLUB DRIVE, SAFETY BEACH",-38.327254,144.989576,2014,2,4.0,2.0,2,3936,214021377,House,82.35895,3.97901,4.128760000000001,4.35472,,,2.85314,,400.0,214021377
11830,"92A COUNTRY CLUB DRIVE, SAFETY BEACH",-38.327254,144.989576,2014,8,4.0,2.0,2,3936,214021377,House,82.35895,3.97901,4.128760000000001,4.35472,,,2.85314,,400.0,214021377
11831,"92A RENNIE STREET, COBURG",-37.751411,144.973948,2014,6,3.0,1.0,1,3058,206011497,House,7.13242,0.56129,0.75307,0.87083,,,,,355.0,206011108
11832,"93 BEST STREET, FITZROY NORTH",-37.78169,144.983376,2014,1,2.0,1.0,1,3068,206071143,Apartment,4.67396,0.7235,0.77047,0.73907,1.35363,,,,460.0,206071143
11833,"93 FENWICK STREET, CARLTON NORTH",-37.787868,144.973111,2014,6,2.0,1.0,1,3054,206071140,Apartment,3.18543,2.37541,0.82532,1.16381,,,,,580.0,206071140
11834,"93 HAIG STREET, HEIDELBERG HEIGHTS",-37.745857,145.049628,2014,7,3.0,1.0,2,3081,209011199,House,14.26451,0.78675,0.39091,1.05201,,,0.26336,,395.0,209011199
11835,"93 LANSDOWNE STREET, SALE",-38.103591,147.07619,2014,1,3.0,1.0,0,3850,205051103,House,215.30384,1.22825,0.91563,1.26696,2.5024,,2.49805,,260.0,205051103
11836,"93 MACALISTER STREET, SALE",-38.109155,147.06952,2014,1,4.0,1.0,2,3850,205051103,House,213.83877,0.2187299999999999,0.77039,0.1676699999999999,1.98153,,1.03297,,340.0,205051103
11837,"931 PRAIRIE ROAD, BALLENDELLA",-36.299837,144.587677,2014,5,4.0,2.0,4,3561,216011408,House,196.11802,8.65513,8.34229,,5.62396,,53.14038,,280.0,216011408
11838,"9348 WESTERN HIGHWAY, WARRENHEIP",-37.561966,143.939266,2014,9,3.0,1.0,1,3352,201011482,House,107.02203,3.89456,8.59976,9.93285,8.67713,,,,200.0,201011003
11839,"935 DRUMMOND STREET, CARLTON",-37.799755,144.968613,2014,5,4.0,2.0,1,3053,206041117,House,1.78135,0.45224,0.86054,1.21954,,,0.50505,,1120.0,206041117
11840,"935 DRUMMOND STREET, CARLTON NORTH",-37.78242,144.971273,2014,5,4.0,2.0,2,3054,206071140,House,3.50025,2.69023,0.4263,0.66069,,,,,1120.0,206071140
11841,"935 MT DUNEED ROAD, FRESHWATER CREEK",-38.2363288,144.2289037,2014,1,4.0,2.0,2,3216,203011036,House,94.43477,8.779209999999999,5.03423,,5.1433,26.6501,25.62977,,330.0,203011036
11842,"935 MT DUNEED ROAD, FRESHWATER CREEK",-38.2363288,144.2289037,2014,2,4.0,2.0,2,3216,203011036,House,94.43477,8.779209999999999,5.03423,,5.1433,26.6501,25.62977,,330.0,203011036
11843,"935 MT DUNEED ROAD, FRESHWATER CREEK",-38.2363288,144.2289037,2014,10,4.0,2.0,2,3216,203011036,House,94.43477,8.779209999999999,5.03423,,5.1433,26.6501,25.62977,,330.0,203011036
11844,"94 BELVOIR PARK ROAD, RAVENSWOOD",-36.847814,144.1719269,2014,9,3.0,2.0,3,3453,202021026,House,141.70116000000002,50.55855,1.76275,,9.20949,,,,460.0,202021026
11845,"94 BRIDGE ROAD, BUSHFIELD",-38.322386,142.495382,2014,6,3.0,1.0,1,3281,217041479,House,260.31413,6.08364,1.2523,6.19847,9.52026,8.259459999999999,,,295.0,217041479
11846,"94 BRIDGE ROAD, BUSHFIELD",-38.322386,142.495382,2014,8,3.0,1.0,1,3281,217041479,House,260.31413,6.08364,1.2523,6.19847,9.52026,8.259459999999999,,,300.0,217041479
11847,"94 BRIDGE ROAD, BUSHFIELD",-38.322386,142.495382,2014,9,3.0,1.0,1,3281,217041479,House,260.31413,6.08364,1.2523,6.19847,9.52026,8.259459999999999,,,300.0,217041479
11848,"94 CHAFFEY STREET, MERBEIN",-34.1677452,142.0692196,2014,1,3.0,1.0,2,3505,215021396,House,553.79494,1.3125,2.14316,0.3610899999999999,1.43658,,0.66424,,220.0,215021396
11849,"94 DUNBLANE ROAD, NOBLE PARK",-37.956927,145.181491,2014,5,3.0,1.0,1,3174,212041459,House,30.78986,0.72008,0.43727,1.68986,1.43073,,,,315.0,212041459
11850,"94 GONZAGA LANE, MERRIJIG",-37.069183,146.267047,2014,12,2.0,1.0,0,3723,204011057,House,228.26391,21.36495,4.28942,14.42402,35.860519999999994,21.64252,22.33887,,250.0,204011057
11851,"94 HEATHS ROAD, HOPPERS CROSSING",-37.8788037,144.696766,2014,7,3.0,1.0,1,3029,213051362,House,28.57204,1.57027,1.28518,1.71759,,,,,310.0,213051362
11852,"94 HEATHS ROAD, HOPPERS CROSSING",-37.8788037,144.696766,2014,8,3.0,1.0,1,3029,213051362,House,28.57204,1.57027,1.28518,1.71759,,,,,310.0,213051362
11853,"94 LEAMINGTON STREET, RESERVOIR",-37.712101,144.999851,2014,3,2.0,1.0,5,3073,209021526,House,13.41318,0.85545,0.81017,2.31136,1.68956,,1.02972,,320.0,209021208
11854,"94 MAIN ROAD, RIDDELLS CREEK",-37.461104,144.677978,2014,4,3.0,2.0,2,3431,210021234,House,62.34577,7.39241,0.3545899999999999,,0.66791,,0.16209,,365.0,210021234
11855,"94 MERIDIAN CIRCUIT, BERWICK",-38.062767,145.341133,2014,1,3.0,2.0,2,3806,212021553,House,48.29535,2.12176,1.33151,1.34888,,,,,385.0,212021294
11856,"94 MOWBRAY DRIVE, WANTIRNA SOUTH",-37.886174,145.225102,2014,1,5.0,3.0,4,3152,211011260,House,35.29582,1.01095,0.7948200000000001,2.25181,,,,3.23407,470.0,211011260
11857,"94 MOWBRAY DRIVE, WANTIRNA SOUTH",-37.886174,145.225102,2014,2,5.0,3.0,4,3152,211011260,House,35.29582,1.01095,0.7948200000000001,2.25181,,,,3.23407,470.0,211011260
11858,"94 YARRALUMLA DRIVE, WODONGA",-36.146445,146.870522,2014,1,4.0,2.0,2,3690,204031492,House,312.47222,0.23113,3.46019,3.35224,4.79367,3.8664,4.23456,,420.0,204031074
11859,"940 WILLIAMS ROAD, SCOTTS CREEK",-38.506321,143.130122,2014,10,3.0,1.0,0,3267,217031475,House,205.6565,7.50887,8.345040000000001,28.93545,18.82139,19.23529,19.38699,,210.0,217031475
11860,"942 SEDGWICK /SUTTON GRANGE ROAD, SEDGWICK",-36.917861,144.310289,2014,4,3.0,1.0,1,3551,202021026,House,133.41786,33.71846,14.2382,,24.91842,,,,220.0,202021026
11861,"942 SEDGWICK /SUTTON GRANGE ROAD, SEDGWICK",-36.917861,144.310289,2014,11,3.0,1.0,1,3551,202021026,House,133.41786,33.71846,14.2382,,24.91842,,,,220.0,202021026
11862,"948B BOLINDA DARRAWEIT ROAD, DARRAWEIT GUIM",-37.432366,144.851182,2014,9,2.0,1.0,1,3756,210021235,House,58.34196,,6.05498,20.69596,16.17584,,19.13861,,260.0,210021235
11863,"95 BARKLY STREET, BRUNSWICK EAST",-37.777342,144.97316,2014,1,2.0,1.0,1,3057,206011106,House,4.16996,0.55447,0.58725,,,,,,440.0,206011106
11864,"95 BONES ROAD, BELLS BEACH",-38.3566398,144.2689478,2014,5,4.0,2.0,4,3228,203031053,House,104.56448,2.97766,3.73944,7.7204,,,8.26489,,470.0,203031053
11865,"95 FOWLERS LANE, MYRNIONG",-37.598472,144.304564,2014,9,3.0,1.0,2,3341,201021009,House,74.35237,17.436880000000002,5.662319999999999,,12.20431,12.14858,12.22086,,350.0,201021009
11866,"95 GRANGE ROAD, GLEN HUNTLY",-37.888441,145.045117,2014,8,2.0,1.0,1,3163,208021182,House,15.24595,2.1746,3.0443200000000004,,0.51949,,0.58604,,450.0,208021182
11867,"95 GREAT ALPINE ROAD, BRUTHEN",-37.698348,147.836058,2014,11,3.0,1.0,0,3885,205021082,House,306.68228000000005,1.93122,0.7566900000000001,68.69131,2.57924,94.49003,1.4743499999999998,,250.0,205021082
11868,"95 MOORE STREET, ARARAT",-37.2861086,142.9418819,2014,6,4.0,2.0,2,3377,215011386,House,203.98211,1.3881400000000002,0.29722,0.52758,1.26595,1.60117,1.55073,,370.0,215011386
11869,"95 MOORE STREET, ARARAT",-37.2861086,142.9418819,2014,7,4.0,2.0,2,3377,215011386,House,203.98211,1.3881400000000002,0.29722,0.52758,1.26595,1.60117,1.55073,,370.0,215011386
11870,"95 PRINCES WAY, LONGWARRY NORTH",-38.080722,145.770188,2014,7,2.0,1.0,0,3816,205011076,House,88.31516,3.7728,0.88667,12.65686,4.84523,,10.57417,,240.0,205011076
11871,"95 PRINCES WAY, LONGWARRY NORTH",-38.080722,145.770188,2014,11,2.0,1.0,0,3816,205011076,House,88.31516,3.7728,0.88667,12.65686,4.84523,,10.57417,,240.0,205011076
11872,"95 REDDITCH CRESCENT, DEER PARK",-37.756055,144.762057,2014,6,3.0,1.0,2,3023,213011569,House,27.77756,0.1077999999999999,1.15362,0.70426,3.85493,,,,280.0,213011330
11873,"95 ST GEORGES ROAD, NORTHCOTE",-37.77124,144.990458,2014,3,3.0,1.0,1,3070,206021500,House,6.652100000000001,0.39767,1.33232,1.2422,0.8833799999999999,,,,600.0,206021111
11874,"95 WHATLEY STREET, CARRUM",-38.082768,145.133095,2014,2,3.0,1.0,2,3197,208031185,House,49.32584,2.79765,0.9471,,1.63641,,,,345.0,208031185
11875,"95 WRIGHT ROAD, GARFIELD NORTH",-38.0376,145.66877,2014,7,1.0,1.0,0,3814,212011547,House,79.38397,8.99384,7.712029999999999,8.83922,7.75855,11.82975,11.73964,,180.0,212011288
11876,"950 OLD LEONGATHA ROAD, KARDELLA",-38.449942,145.868167,2014,5,3.0,1.0,2,3951,205031089,House,126.28561,2.5733200000000003,6.11523,8.77807,4.40591,6.8007100000000005,6.35818,,250.0,205031089
11877,"950 OLD LEONGATHA ROAD, KARDELLA",-38.449942,145.868167,2014,7,3.0,1.0,2,3951,205031089,House,126.28561,2.5733200000000003,6.11523,8.77807,4.40591,6.8007100000000005,6.35818,,250.0,205031089
11878,"951 BURWOOD HIGHWAY, FERNTREE GULLY",-37.88583,145.284523,2014,8,4.0,1.0,2,3156,211011447,House,38.79086,1.58401,0.8619,1.21212,1.68315,,1.16389,,230.0,211011447
11879,"955 WHITTLESEA KINGLAKE ROAD, KINGLAKE WEST",-37.481937,145.268944,2014,2,3.0,1.0,0,3757,209031211,House,63.77129,24.67963,0.84714,,,,,,250.0,209031211
11880,"955 WHITTLESEA-KINGLAKE ROAD, KINGLAKE WEST",-37.481937,145.268944,2014,2,3.0,1.0,0,3757,209031211,House,63.77129,24.67963,0.84714,,,,,,250.0,209031211
11881,"9555 WESTERN HWY, WARRENHEIP",-37.560606,143.916083,2014,2,4.0,3.0,3,3352,201011481,House,109.30159,3.23152,2.25657,2.32539,3.75042,,,,580.0,201011003
11882,"96 BOOTH STREET, BIG HILL",-38.4302462,144.0956888,2014,7,2.0,1.0,2,3555,203031049,House,125.32476,19.4001,13.59628,,,21.12245,12.95324,,250.0,203031049
11883,"96 BOOTH STREET, BIG HILL",-38.4302462,144.0956888,2014,11,2.0,1.0,2,3555,203031049,House,125.32476,19.4001,13.59628,,,21.12245,12.95324,,250.0,203031049
11884,"96 DAY AVENUE, OMEO",-37.09462,147.596023,2014,4,3.0,2.0,2,3898,205021082,House,401.51784,0.38972,0.68776,0.51486,90.10171,0.4118,1.06896,,240.0,205021082
11885,"96 DIGHT, COLLINGWOOD",-37.800055,144.989037,2014,5,3.0,1.0,0,3066,206071141,House,3.52493,,0.81657,0.59569,,1.2914,,,585.0,206071141
11886,"96 FRANCIS STREET, YARRAVILLE",-37.821078,144.891134,2014,3,3.0,1.0,2,3013,213031352,House,8.49518,0.94048,0.21078,2.10734,0.95769,,0.7665,,360.0,213031352
11887,"96 GREAT ALPINE ROAD, LUCKNOW",-37.811541,147.648771,2014,7,2.0,1.0,0,3875,205021081,Apartment,283.78353000000004,6.00195,2.58746,3.2963400000000003,3.48103,5.377260000000001,2.43059,,260.0,205021081
11888,"96 JAMES COOK DRIVE, ENDEAVOUR HILLS",-37.9824,145.246513,2014,5,3.0,2.0,2,3802,212021454,House,34.91326,0.28443,0.41791,2.33209,,,,2.00023,340.0,212021454
11889,"96 JUSTIN AVENUE, GLENROY",-37.698599,144.935333,2014,2,2.0,1.0,2,3046,210031535,House,14.71176,1.00214,0.49598,1.66568,,,,,300.0,210031438
11890,"96 JUSTIN AVENUE, GLENROY",-37.698599,144.935333,2014,5,2.0,1.0,2,3046,210031535,House,14.71176,1.00214,0.49598,1.66568,,,,,320.0,210031438
11891,"96 MARKET STREET, NEWPORT",-37.847563,144.877083,2014,2,3.0,2.0,2,3015,213021344,House,12.60957,1.06501,0.90132,0.88536,1.68542,,1.54516,,550.0,213021344
11892,"96 NELSON STREET, CALIFORNIA GULLY",-36.7254756,144.2710199,2014,2,3.0,1.0,1,3556,202011019,House,155.95836,2.01215,1.55478,1.3734000000000002,2.81497,,1.8427,,260.0,202011019
11893,"96 OLD MT. SLIDE ROAD, KINGLAKE",-37.530475,145.390762,2014,5,4.0,2.0,2,3763,209031211,House,61.98911,10.78596,7.898689999999999,,,,,,450.0,209031211
11894,"96 WONGA ROAD, RINGWOOD",-37.790661,145.247081,2014,3,4.0,2.0,4,3134,211031266,House,30.05155,2.41318,1.21247,1.56456,3.79017,,3.49851,3.20395,400.0,211031266
11895,"960 NEW DOOKIE ROAD, PINE LODGE",-36.367858,145.521381,2014,2,3.0,1.0,0,3631,216031418,House,193.8028,2.24066,1.45413,2.65697,2.14605,,17.62443,,180.0,216031418
11896,"960 NEW DOOKIE ROAD, PINE LODGE",-36.367858,145.521381,2014,3,3.0,1.0,0,3631,216031418,House,193.8028,2.24066,1.45413,2.65697,2.14605,,17.62443,,180.0,216031418
11897,"961 TRENTHAM ROAD, BULLARTO",-37.3941911,144.2254769,2014,2,3.0,1.0,0,3461,201021011,House,102.73611,13.20583,1.59712,10.84968,0.41884,11.03704,10.91366,,245.0,201021011
