year,address,latitude,longitude,postcode,sa2_2021,sa2_2016,residence_type,nbed,nbath,ncar,min_distance_to_cbd,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,gdp(USD Millioins),saving_rate(% of GDP),income_per_person,population_density,crime_cases
2016,"0 ARARAT ST ARNAUD ROAD, LANDSBOROUGH",-37.012859,143.1339452,3384,201031013,201031013,House,3.0,2.0,0,221.35103,27.27885,1.1251,53.33689,33.06482,153.91575,1.38904,9.38545,250.0,1657744,4.16446410362221,39127.77873918418,1.938513592346284,42
2016,"0 BUNGEELTAP ROAD, MOUNT WALLACE",-37.717754,144.1831372,3342,201021009,201021009,House,3.0,1.0,0,97.51215,13.99162,7.05658,128.11702,14.53921,14.17067,13.91022,9.38545,280.0,1657744,4.16446410362221,55485.36536107712,5.758567577974587,367
2016,"0 EDENS ROAD, CALDERMEADE",-38.2375242,145.5486417,3984,212011548,212011290,House,3.0,2.0,2,83.61616000000001,20.1063,0.4133,9.67345,5.40409,9.17815,4.99113,9.38545,350.0,1657744,4.16446410362221,50963.285957653934,18.613455510007235,359
2016,"0 LITTLE FOREST ROAD, MOUNT EGERTON",-37.6872393,144.1231162,3352,201021012,201021012,House,4.0,3.0,0,108.48143,21.50651,9.30998,128.11702,13.01933,153.91575,14.73853,9.38545,315.0,1657744,4.16446410362221,54516.12370486656,6.775255792073386,890
2016,"00 REID DRIVE, KILMANY",-38.1054162,146.9118343,3851,205051102,205051102,House,3.0,1.0,0,199.33823,0.26799,5.55205,128.11702,0.04142,153.91575,12.68739,9.38545,400.0,1657744,4.16446410362221,50816.357630979495,4.946824987093444,346
2016,"0000 GOLBURN VALLEY HIGHWAY, KOONOOMOO",-35.8627674,145.5655353,3644,216021413,216021413,House,2.0,1.0,2,256.5608,4.97895,9.78681,42.8195,10.13524,42.30447,41.17371,9.38545,230.0,1657744,4.16446410362221,41315.72217314487,5.352695307450339,613
2016,"005/903 DANDENONG ROAD, MALVERN EAST",-37.876178,145.046128,3145,208041195,208041195,Apartment,1.0,1.0,0,13.86135,0.9325,0.9188,2.494,2.208,153.91575,72.61524,3.96501,280.0,1657744,4.16446410362221,92240.14509190456,2970.394736842105,2226
2016,"1 & 2/43 WEST BRIDGE ROAD, GLENBURN",-37.453208,145.4146289,3717,204011062,204011062,House,2.0,1.0,2,79.7911,6.72827,6.54474,35.38086,31.58284,33.57395,34.25147,9.38545,250.0,1657744,4.16446410362221,44683.98452321518,2.4459065319134505,193
2016,"1 / 12 COONIL STREET, OAKLEIGH SOUTH",-37.926399,145.106583,3167,212051326,212051326,Apartment,2.0,1.0,1,23.37291,0.48818,1.79196,2.12702,2.54442,5.49398,5.66079,9.38545,310.0,1657744,4.16446410362221,57566.18243466755,2217.3529411764707,456
2016,"1 / 130 FERNTREE GULLY ROAD, OAKLEIGH EAST",-37.898475,145.117219,3166,212051326,212051326,House,3.0,1.0,2,22.17563,4.41734,1.07723,0.97035,3.49935,2.7983,3.26352,9.38545,500.0,1657744,4.16446410362221,57566.18243466755,2217.3529411764707,1989
2016,"1 / 136 APPIN STREET, WANGARATTA",-36.343393,146.301065,3677,204021066,204021066,Apartment,2.0,1.0,1,241.42089,2.71909,0.21586,1.1865,3.89443,2.2457800000000003,3.20293,9.38545,220.0,1657744,4.16446410362221,49351.975012297095,328.81944444444446,2251
2016,"1 / 142 MCKINNON ROAD, MCKINNON",-37.9110175,145.0371915,3204,208021174,208021174,Apartment,2.0,1.0,1,16.96515,57.86126,1.75131,2.09064,0.08474,153.91575,0.7953,9.38545,410.0,1657744,4.16446410362221,70898.50318997222,3804.1935483870966,1249
2016,"1 / 15 POPLAR GROVE, CARNEGIE",-37.886089,145.062922,3163,208021176,208021176,Apartment,1.0,1.0,1,15.42169,2.00998,1.69753,128.11702,0.53452,153.91575,72.61524,9.38545,240.0,1657744,4.16446410362221,64244.36997647059,5023.9473684210525,1653
2016,"1 / 160 COMMERCIAL ROAD, KOROIT",-38.2915596,142.3632037,3282,217041478,217041478,House,2.0,2.0,1,273.66991,0.94785,0.48899,25.75066,7.694949999999999,1.15885,0.42051,9.38545,250.0,1657744,4.16446410362221,50306.901463762944,4.712434978898813,75
2016,"1 / 170 THOMPSON ROAD, NORTH GEELONG",-38.11557324,144.34277158,3215,203021047,203021047,Apartment,1.0,1.0,1,71.05316,0.16179,1.14389,0.76536,2.23007,153.91575,72.61524,9.38545,230.0,1657744,4.16446410362221,53699.30969899666,686.7579908675799,1810
2016,"1 / 19 LANGTREE AVENUE, WANGARATTA",-36.352885,146.301282,3677,204021066,204021066,Apartment,2.0,1.0,1,240.59394,1.39637,0.6166,1.76606,2.6510700000000003,1.6600899999999998,1.95956,9.38545,180.0,1657744,4.16446410362221,49351.975012297095,328.81944444444446,2251
2016,"1 / 2 KIRBY, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,2.0,1.0,1,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,250.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 22 EMMETT STREET, BIG HILL",-38.451657,144.0521131,3555,203031049,203031049,House,3.0,2.0,1,129.04881,5.10013,17.320330000000002,128.11702,90.63188,17.12797,16.4904,9.38545,310.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 23 EMBANKMENT GROVE, CHELSEA",-38.048004,145.117609,3196,208031186,208031186,Apartment,2.0,1.0,1,47.47045,2.18998,1.27245,2.97675,0.83877,153.91575,0.5917,9.38545,320.0,1657744,4.16446410362221,59614.69519832986,2746.851851851852,1576
2016,"1 / 24 PARK STREET, MOONEE PONDS",-37.761492,144.919575,3039,206031116,206031116,House,3.0,2.0,1,7.71909,0.6386499999999999,0.50203,128.11702,1.01255,1.6702,0.81985,9.38545,750.0,1657744,4.16446410362221,77507.8590185824,3444.9999999999995,1613
2016,"1 / 27 MACDOUGALL ROAD, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,3.0,2.0,1,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,310.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,3146,207011150,207011150,Apartment,3.0,1.0,1,14.50249,0.73573,3.03496,128.11702,1.64122,153.91575,72.61524,4.71847,350.0,1657744,4.16446410362221,95525.74574379012,3014.3859649122805,955
2016,"1 / 2A BOKHARA ROAD, CAULFIELD SOUTH",-37.893092,145.028463,3162,208021178,208021178,Apartment,2.0,1.0,1,14.04251,0.97273,0.5618,1.53854,90.63188,2.03368,1.87445,9.38545,440.0,1657744,4.16446410362221,79821.73009316224,3913.404255319149,935
2016,"1 / 35 PALLETT STREET, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,3.0,2.0,2,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,415.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 40 NARETHA STREET, SWAN HILL",-35.332364,143.560625,3585,215031404,215031404,Apartment,2.0,1.0,1,342.27706,0.31739,1.68072,0.94748,1.13329,1.37148,2.78032,9.38545,300.0,1657744,4.16446410362221,48444.60138285898,87.51184834123224,1585
2016,"1 / 44 PANTON STREET, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,2.0,1.0,1,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,180.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 47 CALDER STREET, MANIFOLD HEIGHTS",-38.144154,144.331284,3218,203021040,203021040,House,4.0,2.0,2,77.46789,0.71839,1.08182,1.91702,90.63188,153.91575,72.61524,9.38545,500.0,1657744,4.16446410362221,58308.235939032,625.65625,2338
2016,"1 / 48 PANTON STREET, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,3.0,2.0,2,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,340.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
2016,"1 / 52 TRUGANINI ROAD, CARNEGIE",-37.890082,145.05392,3163,208021176,208021176,House,3.0,2.0,2,15.94161,0.8250599999999999,0.17121,128.11702,1.00394,153.91575,72.61524,9.38545,550.0,1657744,4.16446410362221,64244.36997647059,5023.9473684210525,1653
2016,"1 / 530 TOORAK ROAD, TOORAK",-37.842784,145.018443,3142,206061138,206061138,Apartment,2.0,1.0,1,8.247069999999999,1.23275,1.1036,1.18314,1.12668,153.91575,72.61524,9.38545,470.0,1657744,4.16446410362221,168104.03357870324,3264.186046511628,713
2016,"1 / 54 MAPLE STREET, BIG HILL",-38.4302462,144.0956888,3555,203031049,203031049,House,3.0,2.0,1,125.32476,4.95856,13.59628,128.11702,90.63188,21.12245,12.95324,9.38545,320.0,1657744,4.16446410362221,51307.78863565408,11.743303571428571,1585
