year,address,latitude,longitude,postcode,sa2_2021,sa2_2016,residence_type,nbed,nbath,ncar,min_distance_to_cbd,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,gdp(USD Millioins),saving_rate(% of GDP),income_per_person,population_density,crime_cases
2013,"- CHAPEL HILL ROAD, BOOROLITE",-37.1397414,146.2285303,3723,204011057,204011057,House,2.0,1.0,0,227.97163,23.16035,7.35747,16.96507,35.56825,21.35025,22.0466,9.35209,300.0,1536454,6.86139277208826,39683.56344856661,2.172407647852542,86.0
2013,"- LOWER NEWRY ROAD, NEWRY",-37.9323406,146.9552242,3859,205051101,205051101,House,2.0,1.0,0,223.66084,5.71742,6.50536,6.767939999999999,7.54355,7.42972,6.281770000000001,9.35209,215.0,1536454,6.86139277208826,47222.70232686218,5.425502507601784,36.0
2013,". NASH STREET, JAMIESON",-37.302651,146.138617,3723,204011057,204011057,House,2.0,1.0,0,243.2568,5.112220000000001,0.20027,36.72106,50.85341,36.63541,0.08478,9.35209,175.0,1536454,6.86139277208826,39683.56344856661,2.172407647852542,86.0
2013,".5528 CALDER HIGHWAY, BIG HILL",-36.8396187,144.23555733,3555,202011022,202011022,House,4.0,2.0,0,140.35826999999998,78.32509,10.66523,11.91899,11.26906,177.44731,84.47341,9.35209,350.0,1536454,6.86139277208826,43556.28356234097,473.7652811735941,1288.0
2013,"010/903 DANDENONG ROAD, MALVERN EAST",-37.876178,145.046128,3145,208041195,208041195,Apartment,1.0,1.0,0,13.86135,0.9325,1.32931,3.49174,2.208,177.44731,84.47341,3.96501,275.0,1536454,6.86139277208826,86103.41152760983,2834.2105263157896,1923.0
2013,"04/1023 DANDENONG ROAD, MALVERN EAST",-37.881948,145.05148,3145,208041195,208041195,Apartment,1.0,1.0,0,14.60342,0.37517,1.4221700000000002,3.48229,2.20027,177.44731,84.47341,3.20541,265.0,1536454,6.86139277208826,86103.41152760983,2834.2105263157896,1923.0
2013,"1 / 130 FERNTREE GULLY ROAD, OAKLEIGH EAST",-37.898475,145.117219,3166,212051326,212051326,House,3.0,1.0,2,22.17563,4.41734,1.60382,0.97035,3.49935,2.7983,3.26352,9.35209,450.0,1536454,6.86139277208826,52560.952589223234,2123.7254901960787,1456.0
2013,"1 / 14 RAE STREET, BENDIGO",-36.752319,144.26092,3550,202011018,202011018,Apartment,2.0,1.0,1,152.12877,0.91062,1.07238,2.52789,3.72803,2.84185,2.22053,2.83048,185.0,1536454,6.86139277208826,49763.57472349609,918.3229813664595,4668.0
2013,"1 / 14 RAE STREET, BENDIGO",-36.752319,144.26092,3550,202011018,202011018,House,2.0,1.0,1,152.12877,0.91062,1.07238,2.52789,3.72803,2.84185,2.22053,2.83048,185.0,1536454,6.86139277208826,49763.57472349609,918.3229813664595,4668.0
2013,"1 / 142 MCKINNON ROAD, MCKINNON",-37.9110175,145.0371915,3204,208021174,208021174,Apartment,2.0,1.0,1,16.96515,78.32509,1.97846,176.21491,0.08474,177.44731,0.7953,9.35209,400.0,1536454,6.86139277208826,66382.63358415842,3670.806451612903,1209.0
2013,"1 / 160 COMMERCIAL ROAD, KOROIT",-38.2915596,142.3632037,3282,217041478,217041478,House,2.0,2.0,1,273.66991,0.94785,0.52039,25.75066,7.694949999999999,1.15885,0.42051,9.35209,240.0,1536454,6.86139277208826,42510.70141830908,4.563745215428403,87.0
2013,"1 / 2 FRANCIS STREET, POREPUNKAH",-36.696613,146.910343,3740,204031069,204031069,Apartment,1.0,1.0,1,308.75525,0.23383,0.40292,37.30663,0.50172,37.63518,7.23774,9.35209,170.0,1536454,6.86139277208826,39082.53952434881,1.8929402637703647,14.0
2013,"1 / 2 SALMON STREET, MENTONE",-37.978751,145.062228,3194,208031190,208031190,Apartment,1.0,1.0,1,25.26515,1.0793,1.14798,176.21491,0.93241,177.44731,0.87659,1.81526,250.0,1536454,6.86139277208826,59735.37055636316,2837.333333333333,731.0
2013,"1 / 23 EMBANKMENT GROVE, CHELSEA",-38.048004,145.117609,3196,208031186,208031186,Apartment,2.0,1.0,1,47.47045,2.18998,1.54597,2.97675,0.83877,177.44731,0.5917,9.35209,270.0,1536454,6.86139277208826,53625.47989031079,2576.6666666666665,1173.0
2013,"1 / 23 EMBANKMENT GROVE, CHELSEA",-38.048004,145.117609,3196,208031186,208031186,House,2.0,1.0,1,47.47045,2.18998,1.54597,2.97675,0.83877,177.44731,0.5917,9.35209,270.0,1536454,6.86139277208826,53625.47989031079,2576.6666666666665,1173.0
2013,"1 / 253 DANDENONG ROAD, PRAHRAN",-37.8588593,145.0011499,3181,206061136,206061136,Apartment,2.0,1.0,1,8.62144,78.32509,1.71936,1.54887,1.11497,177.44731,1.51925,9.35209,430.0,1536454,6.86139277208826,72231.34485919014,6888.620689655173,2627.0
2013,"1 / 255 MONBULK ROAD, SILVAN",-37.823358,145.417976,3795,211051279,211051279,House,4.0,1.0,1,49.74175,78.32509,0.32126,9.32774,112.41773,177.44731,7.312600000000001,9.35209,305.0,1536454,6.86139277208826,48378.17462199822,84.37317784256561,27.0
2013,"1 / 256 WILLIAMS ROAD, TOORAK",-37.842636,145.004488,3142,206061138,206061138,Apartment,2.0,1.0,1,6.78345,1.85171,1.89482,176.21491,2.57084,177.44731,84.47341,9.35209,372.5,1536454,6.86139277208826,146405.7833957553,3218.837209302326,989.0
2013,"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,3146,207011150,207011150,Apartment,3.0,1.0,1,14.50249,0.82114,3.03496,176.21491,1.64122,177.44731,84.47341,4.71847,345.0,1536454,6.86139277208826,87597.04054831289,2975.7894736842104,793.0
2013,"1 / 34 BISHOP STREET, KINGSVILLE",-37.81072,144.874925,3012,213031350,213031350,Apartment,2.0,1.0,1,9.32832,2.08958,52.415,176.21491,2.36014,177.44731,84.47341,9.35209,280.0,1536454,6.86139277208826,61713.78447596532,5347.64705882353,2108.0
2013,"1 / 40 NARETHA STREET, SWAN HILL",-35.332364,143.560625,3585,215031404,215031404,Apartment,2.0,1.0,1,342.27706,0.31739,1.68072,0.94748,1.13329,1.37148,2.78032,9.35209,290.0,1536454,6.86139277208826,47146.85248853962,86.00315955766193,1203.0
2013,"1 / 47 CALDER STREET, MANIFOLD HEIGHTS",-38.144154,144.331284,3218,203021040,203021040,House,4.0,2.0,2,77.46788000000001,4.29665,1.22481,2.84565,112.41773,177.44731,84.47341,9.35209,495.0,1536454,6.86139277208826,53671.37923709246,608.625,870.0
2013,"1 / 49 WILSON STREET, CHELTENHAM",-37.961111,145.059196,3192,208031188,208031188,Apartment,2.0,1.0,1,26.99314,1.4691500000000002,1.14024,2.14445,112.41773,177.44731,1.00424,0.95757,349.0,1536454,6.86139277208826,54121.12750547414,2534.2528735632186,1788.0
2013,"1 / 6 RIPON GROVE, ELSTERNWICK",-37.88149643,144.99821472,3185,208021179,208021179,Apartment,1.0,1.0,1,10.74616,78.32509,52.415,176.21491,0.45996,177.44731,0.65661,9.35209,300.0,1536454,6.86139277208826,77546.4046963328,3957.241379310345,918.0
2013,"1 / 82 RALEIGH ROAD, MARIBYRNONG",-37.76867,144.891983,3032,213031349,213031349,Apartment,1.0,1.0,1,8.91376,0.32229,0.39436,2.23435,112.41773,177.44731,84.47341,1.79979,280.0,1536454,6.86139277208826,59016.87305978177,2125.818181818182,3124.0
2013,"1 / 9 FROGMORE ROAD, CARNEGIE",-37.894461,145.064759,3163,208021176,208021176,Apartment,1.0,1.0,1,16.20925,1.23441,1.27737,176.21491,1.88334,177.44731,84.47341,9.35209,300.0,1536454,6.86139277208826,59516.85403944339,4677.631578947368,1119.0
2013,"1 / 9 WORDSWORTH STREET, ST KILDA",-37.87303,144.97793,3182,206051514,206051133,Apartment,2.0,1.0,1,8.27901,0.43575,2.09673,176.21491,1.48117,177.44731,84.47341,9.35209,410.0,1536454,6.86139277208826,66452.88512777038,5928.75,4331.0
2013,"1 ANCONA CLOSE, KEILOR LODGE",-37.698411,144.792815,3038,213011340,213011340,House,3.0,2.0,8,23.41889,1.32742,52.415,176.21491,2.9830300000000003,177.44731,84.47341,9.35209,380.0,1536454,6.86139277208826,53018.56913362429,1008.4864864864865,2184.0
2013,"1 ANDREWS STREET, BURWOOD",-37.850761,145.127473,3125,207031165,207031165,House,4.0,1.0,2,17.94714,2.05424,2.4977600000000004,1.18875,112.41773,4.073,3.25539,9.35209,425.0,1536454,6.86139277208826,52698.13869400972,2369.2,806.0
2013,"1 ARCOTS COURT, WATERWAYS",-38.015943,145.1293065,3195,208031183,208031183,House,3.0,2.0,2,42.44836,2.47841,52.415,176.21491,112.41773,177.44731,84.47341,9.35209,450.0,1536454,6.86139277208826,57510.48852266039,1751.1320754716985,1870.0
2013,"1 AROONA AVENUE, MITCHAM",-37.822558,145.197803,3132,211041270,211041270,House,3.0,1.0,1,28.72967,0.41149,1.51626,2.29984,1.5396,177.44731,84.47341,9.35209,295.0,1536454,6.86139277208826,56169.9253295872,2455.3030303030305,946.0
2013,"1 AVIARY COURT, STRATHDALE",-36.772684,144.312206,3550,202011020,202011020,Apartment,2.0,1.0,1,154.11747,78.32509,1.0635899999999998,176.21491,112.41773,177.44731,84.47341,9.35209,220.0,1536454,6.86139277208826,51148.84132936764,812.3976608187133,4668.0
2013,"1 BAGOT STREET, WARRAGUL",-38.163743,145.913989,3820,205011079,205011079,House,3.0,1.0,2,103.84105,2.00273,2.41853,0.77564,2.94435,2.27475,2.46786,9.35209,280.0,1536454,6.86139277208826,49059.30757373343,50.0709823963657,1182.0
2013,"1 BARR STREET, TUNGAMAH",-36.159271,145.877949,3728,216021412,216021412,House,3.0,1.0,4,241.3227,1.1781199999999998,0.41134,176.21491,0.96454,177.44731,0.95491,9.35209,240.0,1536454,6.86139277208826,43121.45727956254,1.7340539097945022,16.0
2013,"1 BAXTER STREET, ELTHAM",-37.72995,145.135825,3095,209031209,209031209,House,3.0,1.0,1,21.92301,1.14296,2.14882,1.46623,2.90552,177.44731,3.40049,9.35209,350.0,1536454,6.86139277208826,63798.64534602912,1217.3333333333333,815.0
