address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"32 BELLINGHAM STREET, LEONGATHA",3.0,1.0,1,3953,205031090,House,134.15322,0.55123,2.09144,1.52528,1.34717,2.19813,0.80016,,300.0
"32 BLACKWOOD STREET, YARRAVILLE",3.0,2.0,1,3013,213031352,House,8.18888,0.68192,0.50364,2.81118,0.69913,,0.50794,,600.0
"32 BULGA WATTLE CIRCUIT, LYNDHURST",3.0,2.0,2,3975,212031306,House,45.93495,1.91926,1.79372,,3.0748800000000003,,,,380.0
"32 BURBIDGE DRIVE, BACCHUS MARSH",4.0,2.0,2,3340,213041353,House,60.08196,2.32484,2.03363,2.69538,3.53812,1.99325,1.98244,,340.0
"32 CAROLINE DRIVE, LOWER TEMPLESTOWE",3.0,1.0,2,3107,207021160,House,15.78714,0.81065,0.97384,1.7188,,,,,395.0
"32 CHURCHILL DRIVE, MOOROOLBARK",3.0,2.0,2,3138,211051281,House,39.32166,4.04911,1.67577,2.7999,1.3875,,4.0578,,350.0
"32 DRAKE STREET, MALMSBURY",3.0,1.0,2,3446,202021030,House,97.09027,11.41002,1.79116,2.61921,1.24481,11.88149,1.54342,,340.0
"32 EDEN ROAD, GLEN FORBES",3.0,1.0,2,3990,205031093,House,112.8763,7.476859999999999,12.45164,29.73929,1.52217,29.49139,7.16962,,300.0
"32 FARM STREET, NEWPORT",3.0,1.0,0,3015,213021344,House,10.62137,0.6774,2.13489,3.0051,0.7381,,0.69008,,380.0
"32 FAVERSHAM AVENUE, LAKE GARDENS",4.0,2.0,2,3355,201011002,House,122.75163,1.29354,3.84315,2.28997,1.75505,4.83371,6.06764,,400.0
"32 FINDLAY STREET, STRATHMERTON",3.0,1.0,1,3641,216021413,House,239.21369,0.70826,0.13711,24.55411,0.39635,24.86249,23.73173,,210.0
"32 FIRST AVENUE, KEW",4.0,2.0,2,3101,207011521,House,10.55308,1.42004,,,,1.55676,2.74344,,850.0
"32 FOURTH AVENUE, RAYMOND ISLAND",3.0,1.0,2,3880,205021086,House,295.71678,3.17733,2.59415,,,,,,210.0
"32 GENERAL JOSHUA DRIVE, HAMPTON PARK",3.0,2.0,2,3976,212031562,House,42.30791000000001,,0.36567,0.44651,,,,0.72325,300.0
"32 HALLIFAX STREET, SEAFORD",3.0,2.0,2,3198,214011375,House,52.41371,0.30572,0.44022,2.58179,1.85953,,1.70932,,347.5
"32 HAWTHORN GLEN, HAWTHORN",4.0,2.0,2,3122,207011520,House,8.42778,0.6920599999999999,1.12019,1.4093399999999998,1.63069,,1.23186,,825.0
"32 HOLMES STREET, ARDEER",3.0,1.0,1,3022,213011328,House,22.9773,0.64666,0.29308,,3.94617,2.8564000000000003,,,335.0
"32 HOMEBUSH ROAD, CAIRNLEA",3.0,2.0,2,3023,213011329,House,26.57392,0.8598600000000001,1.56996,,,,,,360.0
"32 HOWARD PLACE, DEER PARK",3.0,2.0,2,3023,213011569,House,25.10471,1.37134,2.43607,4.8156300000000005,2.21641,,,,325.0
"32 HYGEIA PARADE, RINGWOOD NORTH",2.0,1.0,6,3134,211031268,House,28.49325,0.56157,0.33535,3.75206,,,,,295.0
"32 JACKA STREET, PRESTON",2.0,1.0,1,3072,209021429,Apartment,9.62553,0.98649,0.64493,2.18548,,,,,290.0
"32 KILDARE STREET, BURWOOD",4.0,1.0,1,3125,207031165,House,15.08196,1.09812,0.79677,0.92609,,1.96791,1.66626,,430.0
"32 LINDEN STREET, ALTONA MEADOWS",3.0,2.0,2,3028,213021342,House,22.33854,0.36928,0.67824,,,,,,320.0
"32 MANCHESTER DRIVE, SKYE",5.0,2.0,2,3977,214011376,House,49.36005,,1.92626,,,,,,450.0
"32 MCHAFFIE DRIVE, COWES",2.0,1.0,6,3922,205031091,House,141.31119,3.86305,1.79974,,,,1.26481,,230.0
"32 MCMASTERS ROAD, WAHRING",3.0,1.0,2,3608,204011058,House,150.30583,22.68776,23.078740000000003,,14.335540000000002,,22.97238,,295.0
"32 MULLALYS ROAD, BOLINDA",3.0,1.0,1,3432,210021235,House,56.73941000000001,,0.26603,,6.69688,,10.4253,,230.0
"32 REID STREET, FITZROY NORTH",3.0,3.0,2,3068,206071143,House,3.9443,0.54715,0.59411,1.15398,1.76854,,,,870.0
"32 ROCKLEY STREET, NHILL",3.0,1.0,1,3418,215011390,House,374.67013,22.05438,22.69278,38.78556,1.86794,1.89472,1.73819,,170.0
"32 ROSEMARY CRESCENT, FRANKSTON NORTH",3.0,1.0,2,3200,214011372,House,51.7276,0.75101,0.41893,1.02665,,,,9.12128,230.0
"32 SANCTUARY LAKES EAST BOULEVARD, POINT COOK",4.0,2.0,2,3030,213051464,House,30.72618,5.45922,,,,,,,520.0
"32 SCARBOROUGH DRIVE, PATTERSON LAKES",3.0,2.0,2,3197,208031185,House,46.866690000000006,1.74039,0.49959,,1.80176,,,,550.0
"32 SHEARWATER DRIVE, CARRUM DOWNS",3.0,2.0,1,3201,214011370,House,50.63001,3.4090100000000003,2.8361,,,,,,300.0
"32 SMITH STREET, CARISBROOK",3.0,1.0,0,3464,201031017,House,169.89005,1.85063,0.8828400000000001,,1.20057,24.35748,24.50463,,260.0
"32 SONIA CRESCENT, PIONEER BAY",2.0,1.0,0,3984,205031093,Apartment,99.00355,8.97236,14.652209999999998,37.71885,10.05584,37.47095,15.03349,,240.0
"32 SPINNAKER RISE, POINT COOK",4.0,3.0,2,3030,213051464,House,31.17629,5.90934,,,,,,,600.0
"32 SUMMIT ROAD, LILYDALE",4.0,2.0,2,3140,211051278,House,42.4687,1.97777,1.88378,2.71421,2.37037,,2.45479,,400.0
"32 WARANGA CRESCENT, BROADMEADOWS",3.0,1.0,0,3047,210051242,House,16.92103,1.64006,0.71577,0.25803,1.29798,,2.50178,2.91287,320.0
"32 WARBLER WALK, SOUTH MORANG",4.0,2.0,2,3752,209041436,House,25.63859,,0.61465,,,,,,380.0
"32/3 ASHLEY STREET, WANTIRNA",2.0,2.0,2,3152,211011259,House,30.51296,1.86767,2.42402,3.40935,,,,1.33901,330.0
"32/546 TOORAK ROAD, TOORAK",3.0,2.0,2,3142,206061138,House,8.4043,1.38998,1.43309,,1.2512,,,,795.0
"32/88 PARK STREET, SOUTH MELBOURNE",3.0,1.0,1,3205,206051512,House,3.78127,0.83697,,,1.44475,,0.99819,,630.0
"320 GREAT OCEAN ROAD, BELLBRAE",2.0,2.0,3,3228,203031053,House,103.41727,3.55472,2.1441,8.36938,,,5.38512,,360.0
"3209/488 SWANSTON STREET, CARLTON",1.0,1.0,0,3053,206041117,Apartment,1.02656,0.62726,1.20782,0.41601,,,1.6975,,287.5
"321 ARCHER STREET, SHEPPARTON SOUTH",3.0,1.0,3,3630,216031594,House,179.67423000000002,7.27999,0.7389199999999999,0.71989,2.76537,,3.80261,,275.0
"321 KILCUNDA RIDGE ROAD, KILCUNDA",4.0,2.0,2,3995,205031093,House,119.96326,7.30179,9.91322,16.86277,9.69333,16.61487,7.42791,,375.0
"321 MONTAGUE STREET, ALBERT PARK",3.0,3.0,2,3206,206051128,House,5.015680000000001,0.13818,0.34993,1.03269,1.46196,,3.02055,,1000.0
"322 KLINE STREET, BALLARAT",3.0,1.0,2,3350,201011481,House,113.55767,0.72265,1.87366,2.29476,1.09372,,,,230.0
"322/133 DROOP STREET, FOOTSCRAY",1.0,1.0,0,3011,213031348,Apartment,7.99283,0.46896,1.09458,0.40413,1.41032,0.90163,1.96515,,225.0
"3225 SUNRAYSIA HIGHWAY, LEXTON",4.0,2.0,2,3352,201031013,House,155.92223,3.23287,3.94503,,12.19907,,3.29424,,520.0
"324 HIGH STREET, ASHBURTON",3.0,1.0,1,3147,207011146,House,14.92988,0.3847,0.90218,,1.00242,,0.98979,,361.0
"324 LYDIARD STREET NORTH, BALLARAT",4.0,1.0,0,3350,201011482,House,115.14538,3.19769,0.54112,5.23984,0.59592,,,,250.0
"324 MACARTHUR ROAD, YARROWEYAH",3.0,1.0,1,3644,216021413,House,247.1363,1.59226,7.37056,26.10135,1.14525,32.78511,31.65434,,210.0
"325 COLLINS STREET, MELBOURNE",2.0,2.0,1,3000,206041505,House,1.54035,1.06733,,1.32999,1.1596099999999998,1.0110599999999998,,,690.0
"325 QUEEN STREET, ALTONA MEADOWS",3.0,1.0,2,3028,213021342,House,24.02621,0.4599499999999999,1.14483,,,,,,320.0
"326 RICHARDSON STREET, MIDDLE PARK",2.0,1.0,1,3206,206051128,Apartment,6.26216,1.88148,0.9903,1.95199,0.7752899999999999,,4.26703,,455.0
"327 NORMAN STREET, BALLARAT NORTH",3.0,1.0,1,3350,201011482,House,116.12705,1.74152,0.93109,2.6554,3.15091,,,,310.0
"327/3 HODDLE STREET, COLLINGWOOD",2.0,2.0,2,3066,206071141,Apartment,3.15846,,,1.8888,,0.92494,,,550.0
"328 CHISHOLM STREET, BALLARAT",2.0,2.0,1,3350,201011482,House,114.64495,1.34445,0.39121,4.5507100000000005,1.7931199999999998,,,,275.0
"328 MALDON ROAD, LOCKWOOD SOUTH",5.0,2.0,2,3551,202021026,House,144.98163,52.57042,3.77461,,12.48995,,,,460.0
"32A ARCADIA AVENUE, MALVERN EAST",3.0,2.0,1,3145,208041195,House,17.33118,1.62399,1.72101,2.0111,2.2276100000000003,,,0.7028,460.0
"32A BLUFF ROAD, BLACK ROCK",2.0,2.0,3,3193,208011173,House,20.70998,1.06916,0.92841,2.20467,3.34717,2.04669,0.59572,,475.0
"32A DOWLING AVENUE, HOPPERS CROSSING",2.0,1.0,1,3029,213051362,House,31.45617,2.76981,2.55089,2.37801,,,,,280.0
"32A PYKE STREET, WERRIBEE",1.0,1.0,1,3030,213051368,Apartment,34.88182,0.64803,0.35082,1.702,2.09513,0.57131,3.27652,,230.0
"32A VICTORIA PARADE, KILMORE",2.0,1.0,1,3764,204011056,House,64.99476,,0.79227,14.09175,3.58571,1.15858,1.6273,,225.0
"32A WANDA ROAD, CAULFIELD NORTH",3.0,2.0,2,3161,208021177,House,10.34146,1.44216,2.83517,1.29211,2.62496,,,0.96841,800.0
"33 ARROYO PLACE, CAROLINE SPRINGS",3.0,2.0,2,3023,213041463,House,31.29798,,,1.2691199999999998,,,,,397.5
"33 BAGSHAW STREET, HARCOURT",3.0,2.0,4,3453,202021028,House,121.11109,0.55702,1.4026500000000002,,1.60458,23.90976,23.29235,,270.0
"33 BENT STREET, ALTONA",3.0,1.0,1,3018,213021341,House,17.93249,0.60324,1.2506700000000002,1.76934,0.90952,0.9919,,,210.0
"33 BIRCHFIELD CRESCENT, WANTIRNA",3.0,2.0,2,3152,211011259,House,33.757769999999994,1.85483,0.2171699999999999,0.7709199999999999,,,,3.3125,370.0
"33 BLENHEIM WAY, CAROLINE SPRINGS",4.0,2.0,2,3023,213041463,House,30.13802,,,1.3370799999999998,,,,,390.0
"33 CENTRE ROAD, BEAUFORT",3.0,1.0,1,3373,201031014,House,167.67841,7.29441,8.097850000000001,8.125060000000001,7.45778,6.85975,6.92066,,210.0
"33 CRAIG DRIVE, BELLBRIDGE",3.0,2.0,2,3691,204031072,House,332.95244,34.09002,7.14146,38.94111,40.13544,40.36625,39.96413,,310.0
"33 DRY CREEK CRESENT, WANDONG",3.0,2.0,2,3758,209041224,House,60.9,45.87373,0.84541,,0.88962,,11.4855,,310.0
"33 DURHAM OX ROAD, PYRAMID HILL",3.0,2.0,3,3575,202031033,House,240.66358,19.10812,27.89034,1.16994,0.83,39.808690000000006,0.4740899999999999,,200.0
"33 FIFTH STREET, EILDON",3.0,1.0,1,3713,204011054,House,143.47788,0.79502,0.66407,19.52392,26.27989,0.83062,0.52223,,265.0
"33 FRANKLIN STREET, SAILORS GULLY",3.0,1.0,1,3556,202011019,House,165.50289,2.52726,0.17674,3.31114,1.90932,,2.52337,,280.0
"33 GIBSONS ROAD, SALE",3.0,1.0,1,3850,205051103,House,219.66003,0.89863,0.38725,0.41785,4.06364,,4.05928,,220.0
"33 HALPIN CRESCENT, SHEPPARTON",3.0,1.0,1,3630,216031416,House,183.10783,1.43924,0.87186,1.34729,,0.8974500000000001,,,225.0
"33 HOPETOUN AVENUE, MOUNT MARTHA",3.0,1.0,2,3934,214021382,House,79.54365,1.31108,4.97884,,,,,,345.0
"33 KAURI CRESCENT, PORTLAND",3.0,1.0,1,3305,217011422,House,362.86513,0.6636799999999999,0.46791,0.97585,5.79497,5.487439999999999,2.91724,,180.0
"33 KIRBY STREET, RESERVOIR",3.0,1.0,0,3073,209021525,House,13.30567,0.53608,2.2825100000000003,2.38589,,,,,280.0
"33 MAIN STREET, BOISDALE",3.0,1.0,2,3860,205051101,House,234.81516,0.6319,0.69538,10.30612,11.0185,9.95132,9.04633,,240.0
"33 MCGREGOR STREET, MIDDLE PARK",2.0,1.0,0,3206,206051128,Apartment,6.276770000000001,1.89609,0.95919,1.9666,0.7898999999999999,,4.28164,,485.0
"33 MEADOW ROAD, DEVON MEADOWS",4.0,2.0,2,3977,212031303,House,63.51224,8.76548,1.7838,,8.053420000000001,,,,400.0
"33 MEAKLIM STREET, SHEPPARTON",2.0,1.0,2,3630,216031594,Apartment,179.24489000000003,5.96603,0.75159,1.00139,2.4337600000000004,,2.07685,,250.0
"33 MERRI STREET, BRUNSWICK",2.0,1.0,1,3056,206011496,House,4.88162,0.26437,0.4968399999999999,0.51267,0.7069,,1.21796,,420.0
"33 MIDDLE PARK DRIVE, COCOROC",4.0,2.0,2,3030,213051368,House,45.15048,12.45983,12.90553,14.166709999999998,12.88061,12.7235,15.259379999999998,,400.0
"33 MONT CLAIR STREET, COCOROC",3.0,2.0,2,3030,213051368,House,45.15048,12.45983,12.90553,14.166709999999998,12.88061,12.7235,15.259379999999998,,365.0
"33 NATREN COURT, HARKAWAY",4.0,2.0,2,3806,212021293,House,46.0553,0.95325,2.3928000000000003,2.42154,4.9711300000000005,,4.55371,3.54314,550.0
"33 NELSON STREET, APOLLO BAY",3.0,1.0,1,3233,217031476,House,200.69431,13.98972,38.33038,,42.7936,1.1710999999999998,0.01975,,350.0
"33 PARK AVENUE, WEST FOOTSCRAY",3.0,2.0,2,3012,213031351,House,10.03201,0.7237100000000001,1.96326,,2.23419,,1.00697,,420.0
"33 SIMMIE STREET, ELMORE",5.0,1.0,2,3558,202031032,House,165.78547,0.5055299999999999,1.05747,,0.7236,1.10104,0.911,,210.0
"33 SPECTACLE WAY, LEOPOLD",4.0,2.0,2,3224,203021044,House,91.66906,3.44046,3.57073,,,,,,400.0
"33 STATION STREET, BULN BULN",3.0,1.0,1,3821,205011077,House,103.08274,0.05886,0.33784,14.20547,,,13.73677,,230.0
"33 STATION STREET, HEATHCOTE JUNCTION",1.0,1.0,1,3758,209041224,Apartment,52.79231,43.31576999999999,1.45541,,0.59874,,10.10613,,180.0
"33 VISTA ROAD, BELGRAVE HEIGHTS",3.0,2.0,6,3160,211051274,House,47.392480000000006,2.34161,2.5040500000000003,,4.26896,,4.4381,,470.0
"33 WATERHOUSE WAY, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,54.48175,3.92696,2.8531,,12.79334,,,,540.0
"33 WAVERLEY RD, MALVERN EAST",3.0,1.0,2,3145,208041195,House,14.04764,1.20945,1.6133499999999998,3.77626,2.4925300000000004,,,4.20055,450.0
"33 WEST STREET, DAYLESFORD",3.0,1.0,4,3460,201021011,House,113.63672,3.44887,1.49073,2.51467,1.95913,1.36652,0.93252,,300.0
"33/10 BREESE STREET, BRUNSWICK",3.0,2.0,3,3056,206011495,House,6.35596,0.34989,1.62352,,0.51766,,0.31789,,600.0
"33/140 QUEENS PARADE, FITZROY NORTH",2.0,1.0,1,3068,206071143,Apartment,3.91021,1.82255,0.8581599999999999,1.24747,1.50022,,,,490.0
"33/25 ROBE STREET, ST KILDA",2.0,1.0,1,3182,206051514,Apartment,8.177100000000001,1.19138,0.99877,,0.86329,,,,330.0
"3305/483 SWANSTON STREET, MELBOURNE",2.0,1.0,1,3000,206041504,Apartment,0.85485,,,,0.67001,,0.40412,,570.0
"3306 MAROONDAH HIGHWAY, TAGGERTY",5.0,2.0,4,3714,204011054,House,115.94684,8.98985,0.5191399999999999,13.36371,19.24892,18.950650000000003,18.38162,,700.0
"332/12-20 NICHOLSON STREET, COBURG",2.0,1.0,1,3058,206011497,Apartment,6.4592,0.29868,1.00442,1.31975,,,,,380.0
"332A CLAYTON STREET, BALLARAT",2.0,1.0,1,3350,201011483,House,115.11982,0.85994,0.3758,1.7426,,,,,250.0
"333 ARCHER STREET, SHEPPARTON",3.0,1.0,2,3630,216031594,House,179.5778,7.3697,0.82862,0.8096,2.85508,,3.89232,,202.5
"333 HIGH STREET, ECHUCA",3.0,3.0,1,3564,216011406,House,211.20842,3.05672,0.89162,2.92821,2.27619,0.6303,1.68309,,270.0
"334 BAY STREET, PORT MELBOURNE",3.0,1.0,1,3207,206051130,House,4.99805,0.38908,1.39084,,0.86826,,0.54887,,750.0
"337 THOMPSONS ROAD, TEMPLESTOWE LOWER",4.0,2.0,0,3107,207021160,House,15.98298,1.0065,0.3444,1.91465,,,,,480.0
"33A HERLIHYS ROAD, LOWER TEMPLESTOWE",3.0,2.0,2,3107,207021160,House,17.5517,1.56264,0.87505,2.77397,,,,,500.0
"33A LETHEBYS ROAD, SAILORS GULLY",2.0,1.0,1,3556,202011019,Apartment,165.09552,3.22417,0.81856,3.14428,1.74246,,2.35651,,220.0
"33A LETHEBYS ROAD, SAILORS GULLY",2.0,1.0,1,3556,202011019,House,165.09552,3.22417,0.81856,3.14428,1.74246,,2.35651,,200.0
"33B BUCKINGHAM AVENUE, BENTLEIGH",4.0,3.0,1,3204,208021174,House,18.70091,,2.86075,,1.62729,,1.78351,,895.0
"34 CHURCHILL ROAD, MORWELL",3.0,1.0,2,3840,205041096,House,153.16260999999997,0.91077,0.2039,1.6693099999999998,2.39215,2.9308,2.8335100000000004,,175.0
"34 CODRINGTON STREET, CRANBOURNE",3.0,1.0,3,3977,212031300,House,53.93575,3.3222,0.5378099999999999,0.19933,1.4509,,0.84763,0.79491,330.0
"34 COLLYNDALE DRIVE, WANGARATTA",4.0,2.0,2,3677,204021066,House,241.51606,2.81427,0.95469,1.2816800000000002,3.98961,2.34096,3.2981100000000003,,350.0
"34 ELIZABETH STREET, EUROA",2.0,1.0,1,3666,204011055,House,153.16117000000003,17.80348,1.03639,0.58769,1.84902,,1.66107,,175.0
"34 ELMHURST ROAD, BAYSWATER NORTH",3.0,1.0,1,3153,211031263,House,32.11199,3.49585,3.52159,,,,,,340.0
"34 FELIX GROVE, MOOROOLBARK",2.0,1.0,1,3138,211051281,House,36.19988,2.0749,0.82875,1.27517,0.6695099999999999,,0.81559,,280.0
"34 GORDON STREET, FAIRFIELD",4.0,2.0,1,3078,206021110,House,9.15382,0.5744199999999999,0.31621,,0.86438,,,,600.0
"34 GROSVENOR PARADE, BALWYN",2.0,1.0,1,3103,207011147,Apartment,11.19091,1.17813,0.99854,,,,0.7032200000000001,,350.0
"34 HERIOT STREET, LISMORE",3.0,2.0,1,3324,217031474,House,165.95428,33.07124,0.39226,11.27165,2.30494,0.8701,0.48793,,165.0
"34 KALLAY DRIVE, PIONEER BAY",3.0,2.0,2,3984,205031093,House,98.81349,8.782309999999999,14.46215,37.5288,9.86579,37.2809,14.84344,,270.0
"34 LINDSAY ROAD, DARTMOOR",2.0,1.0,0,3304,217011420,Apartment,391.4498400000001,20.4347,0.73909,42.79504,0.80492,44.19356,0.80687,,135.0
"34 LITTLE BOUNDARY STREET, SOUTH MELBOURNE",2.0,2.0,1,3205,206051512,House,5.26103,2.43304,,,1.16394,,1.59895,,630.0
"34 LOCKHEED PARADE, POINT COOK",4.0,2.0,2,3030,213051466,House,28.947650000000003,,7.35601,,,,,,376.6666666666667
"34 MAGPIE ROAD, MAGPIE",3.0,2.0,4,3352,201011005,House,122.89704,6.018140000000001,1.13795,,,,5.76361,,380.0
"34 MURDOCH ROAD, WANGARATTA",2.0,1.0,1,3677,204021066,House,241.59509,1.51313,1.27221,1.74896,1.7934100000000002,2.4551,1.4865,,220.0
"34 MURRAY STREET, COLAC EAST",3.0,1.0,1,3250,217031472,House,151.52766,0.65471,0.90496,1.3876700000000002,0.71803,0.65684,0.5156900000000001,,200.0
"34 NIGHTINGALE CRESCENT, BERWICK",3.0,2.0,2,3806,212021293,House,45.19516,1.10417,1.53266,1.5614,4.3613800000000005,,3.94397,2.9334,490.0
"34 OAKDENE CRESCENT, CARNEGIE",3.0,1.0,0,3163,208021176,House,15.5733,1.77982,1.4673699999999998,,0.46447,,,,470.0
"34 OLIVER STREET, RINGWOOD",3.0,1.0,2,3134,211031266,House,28.351830000000003,0.85036,1.50079,1.12081,1.99361,,1.81048,1.40739,330.0
"34 PARMELIA DRIVE, TAYLORS LAKES",3.0,2.0,1,3038,213011340,House,24.35286,0.68739,,,1.85253,,,,320.0
"34 PRIMROSE STREET, MOONEE PONDS",4.0,1.0,1,3039,206031116,House,7.375439999999999,0.99376,0.91054,,1.58443,2.24209,0.82374,,450.0
"34 PRINCES CRESCENT, SHEPPARTON",3.0,1.0,1,3630,216031416,House,181.94708,1.43635,1.15149,1.07435,,1.00708,,,275.0
"34 QUEENS ROAD, PEARCEDALE",3.0,1.0,1,3912,212031308,House,63.22375,1.14061,0.7196699999999999,,19.68493,,,,320.0
"34 REILLYS ROAD, NEILBOROUGH",3.0,2.0,2,3570,202031032,House,182.45955,17.521279999999997,2.89262,,3.69025,42.73926,2.948,,250.0
"34 RIDGE DRIVE, KENNETT RIVER",2.0,1.0,0,3233,217031476,House,164.67014,7.06094,47.08659,,51.54982,24.04141,24.29775,,280.0
"34 TARELLA DRIVE, MOUNT WAVERLEY",3.0,1.0,1,3149,212051323,House,18.49351,2.70344,2.44595,2.01778,2.76424,,,,420.0
"34 THOMPSON ROAD, UPWEY",3.0,2.0,1,3158,211051284,House,44.61205,1.18322,0.97774,1.65675,1.06432,,,,345.0
"34 TRUSCOTT STREET, WHITTINGTON",3.0,1.0,0,3219,203021045,House,83.53468,,1.0358,1.15178,,,,,280.0
"34 VICTORIA STREET, SAFETY BEACH",4.0,2.0,2,3936,214021377,House,81.85319,5.32418,4.8872,7.631819999999999,,,4.2941400000000005,,530.0
"34/167 FITZROY STREET, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,6.81408,1.70682,0.25039,,0.2497899999999999,,,,390.0
"34/20 ST EDMONDS ROAD, PRAHRAN",2.0,1.0,1,3181,206061136,Apartment,6.47234,,0.5850700000000001,0.19019,0.35943,,1.14991,,500.0
"34/29 BENDALL STREET, KENSINGTON",2.0,1.0,2,3031,206041121,Apartment,5.05443,0.6677000000000001,0.73037,,0.95133,,,,390.0
"34/62 WATTLETREE ROAD, ARMADALE",2.0,1.0,1,3143,206061135,Apartment,10.49849,1.09941,1.56217,,0.87217,,,,400.0
"340 LEMNOS NORTH ROAD, LEMNOS",5.0,2.0,1,3631,216031418,House,191.92488,6.75978,2.70166,34.95022,6.41897,,26.37273,,325.0
"341 GILLIES STREET, WENDOUREE",3.0,1.0,2,3355,201011008,House,120.93446,0.22224,0.70902,1.20492,,,,0.47691,220.0
"341 SOUTH ROAD, BRIGHTON EAST",3.0,1.0,2,3187,208011170,House,18.23282,1.5021300000000002,3.78766,2.22074,,,,,550.0
"3410A/100 HARBOUR ESPLANADE, DOCKLANDS",1.0,1.0,1,3008,206041118,Apartment,2.95156,0.8929600000000001,,,0.29231,,,1.3963299999999998,550.0
"3410B/100 HARBOUR ESPLANADE, DOCKLANDS",1.0,1.0,0,3008,206041118,Apartment,2.95156,0.8929600000000001,,,0.29231,,,1.3963299999999998,380.0
"343 AUTUMN STREET, NEWTOWN",3.0,1.0,2,3220,203021046,House,77.37114,0.40823,1.66496,,,,,,333.3333333333333
"343 MURRAY ROAD, PRESTON",3.0,2.0,2,3072,209021429,House,9.98615,0.86715,0.24204,0.71049,,,,,450.0
"346 HIGH STREET, LEARMONTH",3.0,1.0,2,3352,201021010,House,134.07360999999997,0.44698,0.41096,,1.17498,16.90691,0.08441,,225.0
"349 LAKESIDE DRIVE, LAKE BOGA",2.0,1.0,1,3584,215031405,House,325.57094,0.8458,0.43691,,0.39486,99.24133,0.35049,,190.0
"34A GLENCOE STREET, KENNINGTON",3.0,1.0,1,3550,202011020,House,153.46239000000003,,1.37549,,,,,,340.0
"34B RUTLEDGE STREET, KILMORE",3.0,1.0,2,3764,204011056,House,64.40948,,1.15971,14.95132,4.546279999999999,0.39654,1.04203,,250.0
"35 ALAMEDA DRIVE, SALE",3.0,1.0,1,3850,205051103,House,215.25091,1.2594,1.01101,2.4904,3.83518,,2.44512,,280.0
"35 ARCADIA ROAD, ARCADIA",3.0,1.0,4,3631,216031418,House,160.80089,33.80469,0.91275,53.48344,1.7240799999999998,,51.93836,,200.0
"35 BANKSIA AVE, SANDY POINT",3.0,1.0,0,3959,205031087,House,188.08386,21.50196,19.22114,25.78596,19.3256,25.67414,26.40011,,1200.0
"35 BATMAN STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,Apartment,4.32052,0.81808,0.86505,1.0761500000000002,1.69071,,,,480.0
"35 CAMPASPE CRESCENT, KEILOR",3.0,1.0,6,3036,210011228,House,20.80828,0.26443,1.91862,,,,,,380.0
"35 CARRINGTON BOULEVARD, THOMASTOWN",3.0,1.0,2,3074,209041223,House,18.726470000000003,,1.19333,1.46796,2.49976,,2.43203,,310.0
"35 CHURCH STREET, GEELONG WEST",3.0,1.0,2,3218,203021040,House,76.09230000000001,3.26411,1.11693,2.47495,,,,,280.0
"35 COLLEGE CRESCENT, FLORA HILL",3.0,1.0,1,3550,202011021,House,151.89222,,1.47495,1.8738,,,,,260.0
"35 CRAIG DRIVE, BELLBRIDGE",3.0,2.0,2,3691,204031072,House,332.95556,34.09314,7.14457,38.944230000000005,40.13856,40.36937,39.96725,,330.0
"35 CRERA ROAD, INVERGORDON",3.0,1.0,1,3636,216021413,House,216.5195,2.17524,2.59806,25.81706,16.34878,21.83268,23.37002,,180.0
"35 DAVIES STREET, SEASPRAY",3.0,1.0,2,3851,205051100,House,240.52133,41.64552,2.81089,,,,,,195.0
"35 DUNDEE DRIVE, WODONGA",3.0,2.0,2,3690,204031073,House,310.12994,0.2891,2.54197,,,,,,290.0
"35 DUNEDIN STREET, MAIDSTONE",6.0,4.0,2,3012,213031347,House,11.39979,0.65339,1.41389,2.57402,3.12518,,1.1165999999999998,,355.0
"35 FENTON STREET, ASCOT VALE",3.0,1.0,1,3032,206031113,House,5.72159,0.98484,0.3591499999999999,,1.44349,,,,450.0
"35 GLENCAIRN STREET, MULGRAVE",4.0,2.0,2,3170,212051325,House,30.55553,2.9376100000000003,1.12276,0.8405199999999999,,,,,445.0
"35 GRANDISON STREET, MOONEE PONDS",3.0,2.0,2,3039,206031116,House,7.82499,0.7445499999999999,1.83735,,1.19536,1.85302,0.92575,,630.0
"35 GUTHRIE AVE, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,76.68397999999999,1.01604,1.72962,3.07593,1.1471900000000002,,,,290.0
"35 GUTHRIE AVENUE, NORTH GEELONG",2.0,1.0,1,3215,203021047,House,76.68397999999999,1.01604,1.72962,3.07593,1.1471900000000002,,,,290.0
"35 HAVERBRACK DRIVE, MULGRAVE",4.0,2.0,2,3170,212051325,House,28.05602,5.178520000000001,1.25152,4.25261,,,,,370.0
"35 HIGH STREET, YACKANDANDAH",4.0,1.0,0,3749,204031075,House,296.71553,10.87046,0.20686,,29.81379,0.7319500000000001,0.59511,,260.0
