address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"11 MORRIS COURT, MEADOW HEIGHTS",4.0,1.0,4,3048,210051247,House,20.70592,1.3650799999999998,1.37558,,,,,,330.0
"11 MUIR CRESCENT, NEWINGTON",3.0,1.0,1,3350,201011002,House,117.79265,1.5706,0.93533,2.20444,4.83104,2.34918,3.08463,,250.0
"11 MURRA COURT, KIEWA",5.0,2.0,6,3691,204031075,House,332.23241,11.97639,3.08365,,7.69192,22.27005,2.69747,,365.0
"11 NEPTUNE LANE, TRAFALGAR",3.0,2.0,2,3824,205011078,House,124.71196,0.93547,6.3070900000000005,1.1571600000000002,0.75091,,0.94532,,270.0
"11 NORWICH DRIVE, BERWICK",4.0,2.0,2,3806,212021553,House,51.26321,3.48547,1.27076,3.33427,,,,,430.0
"11 OAKTREE DRIVE, HAMPTON PARK",3.0,1.0,1,3976,212031562,House,41.53105,,1.84238,1.92685,,,,1.31695,290.0
"11 OMONIA DRIVE, BADGER CREEK",4.0,1.0,2,3777,211051276,House,69.47205,2.5211900000000003,5.90504,6.454680000000001,6.18307,5.695939999999999,6.08344,,350.0
"11 ORMOND PLACE, KILSYTH SOUTH",4.0,2.0,2,3137,211031263,House,36.03813,0.9873,1.13035,,,,,,550.0
"11 PARKES COURT, EASTWOOD",3.0,2.0,2,3875,205021082,House,299.43806,29.37179,9.09542,137.14363,29.49369,137.24669,30.42217,,350.0
"11 PETERSON ST, HIGHETT",4.0,2.0,1,3190,208011171,House,20.15666,0.27973,3.39848,,1.84787,,,,650.0
"11 PETERSON STREET, HIGHETT",4.0,2.0,1,3190,208011171,House,20.15666,0.27973,3.39848,,1.84787,,,,650.0
"11 PINNICLE DRIVE, RAWSON",3.0,1.0,1,3825,205011077,House,171.5552,0.7732899999999999,0.80843,75.17550999999999,,,0.13753,,220.0
"11 POBBLEBONK PLACE, COWES",3.0,2.0,2,3922,205031091,House,141.31614000000002,3.2848,1.8047,,,,1.8836,,380.0
"11 PORTER STREET, ELTHAM",3.0,1.0,2,3095,209031209,House,21.92617,1.14611,2.15198,1.73668,3.34507,,3.84004,,450.0
"11 PRINCES STREET, MILDURA",2.0,2.0,2,3500,215021469,House,542.407,0.684,0.81113,0.67634,2.22856,2.89684,1.80113,,180.0
"11 PRINCESS STREET, YARRAVILLE",2.0,1.0,1,3013,213031352,Apartment,7.17404,0.3058999999999999,1.50192,3.81997,1.27577,,1.23373,,420.0
"11 PUDDYS LANE, NARRAWONG",3.0,2.0,2,3285,217011420,House,343.32463,3.61652,0.76506,31.36869,30.89323,24.13314,30.73465,,360.0
"11 PYKE STREET, BUNDALONG",3.0,1.0,2,3730,216021412,House,280.49338,43.401120000000006,33.75163,,31.46441,,42.56541,,400.0
"11 RALSTON STREET, KATUNGA",3.0,1.0,1,3640,216021413,House,228.67592,0.25007,0.38621,9.902959999999998,0.771,14.32473,13.19397,,165.0
"11 RECREATION ROAD, MOUNT CLEAR",4.0,2.0,4,3350,201011483,House,118.9219,2.20385,0.47914,1.44216,,,,,395.0
"11 RED BOX STREET, COBURG NORTH",4.0,3.0,2,3058,210031236,House,9.86483,0.8977,4.914470000000001,3.58458,2.85211,,,,550.0
"11 REGENT CLOSE, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,32.82378,,1.53154,,,,,,360.0
"11 RIVER STREET, MARIBYRNONG",3.0,1.0,1,3032,213031349,House,10.1606,0.98796,1.65898,0.18755,,,,0.98408,360.0
"11 ROSSLYN STREET, HAWTHORN EAST",4.0,2.0,2,3123,207011152,House,10.79008,0.96141,0.5337000000000001,0.6875,1.79384,,,,735.0
"11 ROTHERWOOD DRIVE, MALVERN EAST",4.0,2.0,2,3145,208041195,House,17.20815,1.36912,1.28361,1.04202,1.27525,,,2.44337,700.0
"11 ROWELL STREET, ROSANNA",3.0,1.0,2,3084,209011198,House,16.32647,1.54625,0.6928500000000001,2.29575,1.19027,3.22135,2.32947,,350.0
"11 RYDER STREET, NIDDRIE",3.0,1.0,1,3042,210011230,House,12.03718,2.59426,1.54909,2.29934,,,,,300.0
"11 SANDPIPER CLOSE, BLIND BIGHT",4.0,1.0,0,3980,212031308,House,70.55541000000001,4.194319999999999,5.93785,,15.05101,,,,330.0
"11 SAUNTON DRIVE, CRANBOURNE",3.0,2.0,2,3977,212031300,House,52.20864,1.9026,3.7895,4.603560000000001,5.56926,,3.90372,4.00129,360.0
"11 SILVERTHORN WAY, BOTANIC RIDGE",3.0,2.0,2,3977,212031303,House,55.49784,1.82803,0.75417,,12.21724,,,,450.0
"11 SOMERSET STREET, WANTIRNA SOUTH",3.0,1.0,2,3152,211011260,House,32.9625,2.02099,1.88498,,,,,1.30494,350.0
"11 ST JAMES AVENUE, KALLISTA",4.0,2.0,2,3791,211051282,House,51.33006,0.7883,0.90098,,,,4.92165,,400.0
"11 STEPHANIE COURT, MACLEOD",3.0,1.0,4,3085,209011203,House,19.73864,1.51951,0.87075,2.91736,3.1147600000000004,,,,435.0
"11 SULLIVAN STREET, RYE",3.0,1.0,2,3941,214021383,House,97.39894,4.51628,0.19608,,,,0.8865,,250.0
"11 TOWBEET WAY, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,56.05285,2.3830500000000003,1.30918,,11.02125,,,,450.0
"11 TROTMAN DRIVE, WANGARATTA",3.0,2.0,2,3677,204021066,House,243.45402,1.56964,2.41668,1.34731,4.35145,2.68393,3.73341,,320.0
"11 WALPOLE COURT, YARRAM",3.0,1.0,2,3971,205051104,House,221.41975,5.51932,1.48117,1.54246,1.228,1.70298,1.38536,,190.0
"11 WANNON WAY, WHITTLESEA",2.0,1.0,1,3757,209041225,House,47.77107,12.79091,0.56308,0.51035,22.30691,,0.24675,,295.0
"11 WEDDELL STREET, BIG HILL",3.0,2.0,1,3555,203031049,House,125.32476,19.4001,13.59628,,,21.12245,12.95324,,350.0
"11 WELCH STREET, WUNGHNU",3.0,1.0,0,3635,216021413,House,209.68911,4.54056,1.03167,9.45229,0.29078,7.32017,8.61678,,230.0
"11 WHITEHEAD COURT, BARNAWARTHA",5.0,2.0,1,3688,204031070,House,290.97528000000005,16.81592,0.7250599999999999,,1.57152,,10.42349,,280.0
"11 WILLIAM STREET, PRESTON",3.0,1.0,1,3072,209021428,House,10.14121,2.7383800000000003,1.97256,1.0403399999999998,0.48124,2.28189,0.6788,3.25755,462.0
"11 WILLIAM TRACK, GLENLYON",2.0,1.0,0,3461,201021011,Apartment,96.97267,18.61205,4.66884,16.25581,15.37267,16.44325,16.31987,,255.0
"11 WILLS TERRACE, BURNSIDE HEIGHTS",3.0,2.0,2,3023,213041462,House,32.64059,,0.91278,,,,,,372.5
"11 WINGARA AVENUE, KEILOR EAST",3.0,2.0,1,3033,210011534,House,16.1893,1.93025,0.4403,1.09331,,,,,300.0
"11 WOMBALANA ROAD, SELBY",3.0,2.0,2,3159,211051274,House,51.51917,0.25259,0.3103,,0.71158,,2.50057,,365.0
"11 WOODLEE RISE, LILYDALE",4.0,3.0,2,3140,211051278,House,42.93708,2.7173000000000003,2.6125,3.1825900000000003,2.83875,,3.33306,,730.0
"11 YALAMBEE AVENUE, ASPENDALE",3.0,1.0,2,3195,208031189,House,48.86645,0.67267,1.1098599999999998,0.94934,0.5322,,,,410.0
"11 ZACHARY HICKS CRESCENT, ENDEAVOUR HILLS",4.0,2.0,4,3802,212021454,House,35.54011,0.3197,1.04476,2.95894,,,,2.62708,380.0
"11/1 MANNA GUM COURT, COBURG",3.0,2.0,2,3058,206011497,House,9.57752,0.4866499999999999,1.85539,0.1539,,,,,480.0
"11/10-12 LENNON STREET, PARKVILLE",2.0,1.0,1,3052,206041124,Apartment,3.79122,1.23196,,1.68799,1.84073,2.14049,2.52541,,390.0
"11/100 CLAREMONT AVENUE, MALVERN",1.0,1.0,1,3144,208041194,Apartment,12.38972,0.7067,0.56541,,0.8762300000000001,,2.2145300000000003,,260.0
"11/11 BELMONT AVENUE, GLEN IRIS",1.0,1.0,1,3146,208041194,Apartment,12.21305,1.14768,0.37781,,1.1793699999999998,,1.8677,,240.0
"11/11 KENT STREET, BRAYBROOK",2.0,1.0,0,3019,213031347,Apartment,12.08585,0.10642,0.77112,0.88127,2.63575,,3.34494,,300.0
"11/11 RAILWAY CRESCENT, HAMPTON",2.0,2.0,1,3188,208011172,House,16.39486,0.8443999999999999,0.83893,1.24588,0.14806,0.85817,,,460.0
"11/11-13 OLIVE STREET, RESERVOIR",3.0,2.0,1,3073,209021526,House,12.16339,1.11512,1.27407,2.65877,1.2641099999999998,,0.68592,,420.0
"11/12 TRAWALLA AVENUE, TOORAK",1.0,1.0,0,3142,206061138,Apartment,7.53964,1.21795,1.2610599999999998,,1.77317,,,,510.0
"11/130 CADLES ROAD, CARRUM DOWNS",3.0,2.0,2,3201,214011370,Apartment,47.30952,0.69917,0.60019,,,,,,340.0
"11/131 GLEN HUNTLY ROAD, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,10.20647,1.27763,0.6386499999999999,0.99877,,,0.8117300000000001,,330.0
"11/14 SPRINGFIELD AVENUE, TOORAK",1.0,1.0,1,3142,206061138,Apartment,7.558520000000001,0.66288,0.70599,,2.14813,,,,290.0
"11/14 STRADBROKE AVENUE, HEIDELBERG",1.0,1.0,1,3084,209011198,Apartment,15.03767,0.7657,0.5819500000000001,2.24002,0.39638,0.7211000000000001,1.0162,,270.0
"11/145 CANTERBURY ROAD, TOORAK",1.0,1.0,0,3142,206061138,Apartment,8.02677,0.54244,1.07712,,2.76798,,,,250.0
"11/16-18 DENE AVENUE, MALVERN EAST",1.0,1.0,1,3145,208041195,Apartment,13.20205,0.4007,0.68592,2.76763,0.39488,,,3.63639,320.0
"11/17 SHEPPARSON AVENUE, CARNEGIE",1.0,1.0,1,3163,208021176,Apartment,15.48507,0.85864,0.6155900000000001,,0.64401,,,,330.0
"11/181 BAY STREET, PORT MELBOURNE",2.0,1.0,1,3207,206051130,Apartment,5.426069999999999,0.26275,1.29214,,1.10892,,0.45017,,550.0
"11/187 BEACONSFIELD PARADE, MIDDLE PARK",2.0,1.0,1,3206,206051128,Apartment,6.25892,1.49768,0.62318,1.43252,1.22412,,4.26378,,400.0
"11/18A BLOOMFIELD ROAD, ASCOT VALE",1.0,1.0,1,3032,206031113,Apartment,6.1509,0.53411,0.87528,,0.36498,,,,235.0
"11/20 VALENTINE GROVE, ARMADALE",2.0,1.0,1,3143,206061135,Apartment,10.94397,1.54489,2.00765,,1.31765,,,,340.0
"11/217 BRIDPORT STREET WEST, ALBERT PARK",1.0,1.0,1,3206,206051128,Apartment,5.49023,0.3289499999999999,0.30307,0.47934,2.19136,,3.4950900000000003,,350.0
"11/230 ELGIN STREET, CARLTON",1.0,1.0,0,3053,206041117,Apartment,2.33828,0.31925,1.11074,1.77648,,,0.46631,,310.0
"11/231 HIGH STREET, LOWER TEMPLESTOWE",3.0,2.0,2,3107,207021160,House,16.27275,2.34934,0.44827,1.49503,,,,,530.0
"11/282 BARKLY STREET, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,8.48127,1.21697,1.1918,1.4,,,1.16025,,320.0
"11/3 ALFRED SQUARE, ST KILDA",2.0,1.0,1,3182,206051514,Apartment,8.33025,0.82199,1.15192,,0.53971,,,,450.0
"11/30 CHETWYND STREET, WEST MELBOURNE",2.0,1.0,1,3003,206041510,Apartment,1.7413299999999998,0.92521,0.17067,1.12021,,,,,450.0
"11/32 GARDENIA ROAD, ELSTERNWICK",2.0,1.0,1,3185,208021179,Apartment,14.01512,,,,1.93535,,2.18157,,340.0
"11/333 COVENTRY STREET, SOUTH MELBOURNE",2.0,1.0,2,3205,206051512,Apartment,3.96144,1.44697,,,0.51034,,0.60061,,560.0
"11/36 EGAN STREET, RICHMOND",1.0,1.0,1,3121,206071518,Apartment,3.24144,2.63693,0.3313,1.11151,0.3358399999999999,,0.63267,,291.6666666666667
"11/4 ALFRED SQUARE, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,8.364840000000001,0.7838999999999999,1.1865,,0.50162,,,,367.5
"11/5 ELIZABETH STREET, ECHUCA",2.0,1.0,1,3564,216011406,House,209.49145,1.33974,1.1269,0.93778,3.2738400000000003,1.80305,3.87954,,200.0
"11/5 MURRUMBEENA ROAD, MURRUMBEENA",1.0,1.0,1,3163,208021176,Apartment,15.10167,2.26346,1.95101,,1.15283,,,,365.0
"11/51 KOOYONG ROAD, ARMADALE",1.0,1.0,1,3143,206061135,Apartment,9.94833,0.54925,1.01201,,0.32201,,,,350.0
"11/521 ROYAL PARADE, PARKVILLE",2.0,2.0,1,3052,206041124,House,4.00927,2.47501,,1.81844,1.2903399999999998,2.9781,1.6918,,460.0
"11/54 THE AVENUE, PARKVILLE",3.0,1.0,1,3052,206041124,House,3.25531,2.06118,,2.64584,0.87401,2.2241500000000003,0.93785,,500.0
"11/72-76 HIGH STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.45341,,0.56455,0.34642,0.77744,,1.64342,,250.0
"11/84 BEACONSFIELD PARADE, ALBERT PARK",1.0,1.0,1,3206,206051128,Apartment,5.99995,0.6686599999999999,0.81279,0.6035,2.09655,,4.00481,,235.0
"11/93-95 UNION ROAD, ASCOT VALE",2.0,2.0,1,3032,206031113,House,6.78466,0.70011,0.50922,,1.75717,,,,400.0
"11/99 OXFORD STREET, COLLINGWOOD",1.0,1.0,1,3066,206071141,Apartment,2.61157,,,0.7200700000000001,,0.5512999999999999,,,415.0
"110 EAGLE ROAD, WILLOW GROVE",3.0,1.0,0,3825,205011077,House,127.66012,4.54706,4.81026,32.98625,,,32.51756,,175.0
"110 FOUNTAIN DRIVE, NARRE WARREN",3.0,1.0,1,3805,212021456,House,42.23988,0.52962,1.23666,1.74445,2.50799,,,2.81824,310.0
"110 JOHN FAWKNER DRIVE, ENDEAVOUR HILLS",3.0,1.0,2,3802,212021454,House,36.41233999999999,1.83234,0.6813400000000001,3.83117,,,,1.32708,330.0
"110 MITCHELL STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,151.24575,1.56488,0.40675,1.3248,0.71614,2.16834,1.83139,0.48773,383.3333333333333
"110 NOBLES ROAD, GNARWARRE",3.0,1.0,2,3221,203011036,House,90.31891,15.1078,4.53036,,19.57066,24.61657,23.59624,,600.0
"110 PALMERSTON STREET, MELTON",4.0,2.0,1,3337,213041577,House,44.741870000000006,1.40613,0.80022,,,,1.44326,,240.0
"110 ROWES ROAD, RANCEBY",3.0,1.0,2,3951,205031089,House,121.43396,2.09642,9.68057,12.94143,11.64871,12.41931,12.1398,,230.0
"110 SUNSET BOULEVARD, JACANA",3.0,1.0,2,3047,210051242,House,16.08186,0.96375,0.69702,1.04606,1.57858,,1.22738,1.53949,310.0
"110/133 BOURKE STREET, MELBOURNE",1.0,1.0,1,3000,206041503,Apartment,1.14141,0.35793,,,0.78124,,0.66303,,820.0
"110/4 BIK LANE, FITZROY NORTH",1.0,1.0,1,3068,206071143,Apartment,3.9919,0.8175800000000001,0.8645499999999999,1.42442,2.03898,,,,330.0
"110/68 LA TROBE STREET, MELBOURNE",1.0,1.0,1,3000,206041503,Apartment,0.88558,0.63642,,,0.89763,,0.29899,,600.0
"1102/338 KINGS WAY, SOUTH MELBOURNE",2.0,2.0,1,3205,206051512,House,3.97425,0.6068600000000001,,,1.5399500000000002,,1.09338,,550.0
"1106/555 FLINDERS STREET, MELBOURNE",1.0,1.0,1,3000,206041505,Apartment,2.42866,0.07027,,1.0515,1.58331,1.89937,,,355.0
"1108/131 PELHAM STREET, CARLTON",1.0,1.0,0,3053,206041117,Apartment,1.38073,0.20287,1.0956199999999998,0.7669400000000001,,,1.12914,,345.0
"1108/68 LA TROBE STREET, MELBOURNE",2.0,1.0,1,3000,206041504,Apartment,0.54006,,,,0.35522,,0.20464,,500.0
"110A DIGGINGS ROAD, WILLOWMAVIN",1.0,1.0,0,3764,204011056,House,75.18752,,2.24074,21.41296,13.337129999999998,11.71031,11.82007,,170.0
"111 BARKERS ROAD, MAIN RIDGE",4.0,2.0,2,3928,214021378,House,92.90015,0.84274,5.92445,,,,,,492.5
"111 TONKIN ROAD, LABERTOUCHE",4.0,2.0,2,3816,205011076,House,96.99857,6.98023,4.22452,15.94744,13.52863,,13.86475,,430.0
"1111 MAIR STREET, BALLARAT",2.0,1.0,2,3350,201011002,Apartment,115.81812,0.5419400000000001,0.80348,1.42479,4.84225,0.48095,1.94896,,250.0
"1119/18 MOUNT ALEXANDER ROAD, TRAVANCORE",2.0,1.0,1,3032,206031115,Apartment,3.76384,0.93894,1.0339,1.10254,1.32706,,1.66305,,470.0
"112 DAY AVENUE, OMEO",4.0,1.0,1,3898,205021082,House,401.29122,0.45768,0.36628,0.28822,89.87507000000001,0.18516,0.74748,,250.0
"112 DYSONS ROAD, PANMURE",3.0,1.0,1,3265,217041477,House,239.69063,8.13371,5.86813,34.03763,5.4623,34.33215,35.59693,,240.0
"112 NOTT STREET, PORT MELBOURNE",2.0,1.0,0,3207,206051130,Apartment,5.47484,0.19685,1.10425,,0.70684,,0.26229,,540.0
"112 PATERSON STREET, CARLTON NORTH",2.0,1.0,0,3054,206071140,Apartment,3.70771,2.89769,0.6411,0.09268,,,,,440.0
"112 SIMPSON STREET, BUNINYONG",2.0,1.0,4,3357,201011005,House,121.35142,0.4383999999999999,0.21769,,,,0.8816499999999999,,260.0
"112 WHARPARILLA DRIVE, WHARPARILLA",5.0,3.0,4,3564,216011406,House,212.45691,1.72106,5.2144,3.55248,7.36134,5.89055,5.98292,,650.0
"112 WILLIS STREET, PORTARLINGTON",3.0,1.0,0,3223,203031051,House,113.92719,2.11602,1.0288,,,,0.78026,,300.0
"1122 MAIN NEERIM ROAD, ROKEBY",2.0,1.0,0,3821,205011077,House,102.24691,5.00528,0.6353300000000001,7.992640000000001,,,7.52395,,260.0
"1129A LAL LAL STREET, BUNINYONG",2.0,1.0,2,3357,201011005,House,121.7197,1.67675,1.45295,,,,2.36737,,260.0
"113 CORNWALL ROAD, SUNSHINE",3.0,1.0,1,3020,213011336,House,13.51351,0.5394500000000001,0.46503,1.88408,1.43742,,1.5173800000000002,,322.5
"113 DYAR AVENUE, CABARITA",3.0,2.0,2,3505,215021396,House,546.64638,7.78616,1.35429,8.79284,8.13241,,8.657350000000001,,320.0
"113 KILDARE STREET, NORTH GEELONG",3.0,1.0,2,3215,203021047,House,70.55417999999999,1.79919,2.61091,1.4088,2.1212,,,,315.0
"113 MELBOURNE ROAD, WILLIAMSTOWN",3.0,2.0,2,3016,213021346,House,13.72043,1.58632,0.46855,0.7108,1.48771,1.07111,2.07774,,495.0
"113 MICHIE STREET, ELMORE",3.0,1.0,2,3558,202031032,House,165.69341,0.80168,1.13339,,0.8064600000000001,0.23232,0.80989,,200.0
"113/51-65 HOPKINS STREET, FOOTSCRAY",1.0,1.0,1,3011,213031348,Apartment,6.65772,0.6442599999999999,1.04355,1.08145,0.23224,2.3986,0.73537,,325.0
"1130 AXE CREEK ROAD, SEDGWICK",5.0,2.0,2,3551,202021026,House,134.93525,27.17228,7.69202,,29.45434,,,,350.0
"114 CAPE SCHANCK ROAD, CAPE SCHANCK",4.0,2.0,4,3939,214021378,House,103.00068,1.66321,6.92432,,,,,,420.0
"114 FERGUSON ROAD, GIRGARRE",3.0,1.0,4,3624,216011410,House,194.67541,1.68079,1.38611,,2.31597,23.74598,7.476949999999999,,190.0
"114 JUSTIN AVENUE, GLENROY",3.0,1.0,1,3046,210031535,House,14.96008,0.90859,0.6074400000000001,1.85858,,,,,260.0
"114 SHAFTSBURY STREET, COBURG",3.0,2.0,1,3058,206011498,House,9.40866,0.23321,0.9197,1.84244,1.31889,,1.25578,,535.0
"114 SKYLINE WAY, BERWICK",4.0,2.0,2,3806,212021553,House,49.34776,2.91277,0.63628,2.3560100000000004,,,,,440.0
"114 SUMMERHILL ROAD, RESERVOIR",4.0,1.0,2,3073,209021525,House,13.17031,1.76422,1.74172,1.8451,,,,,330.0
"114 WATSONS ROAD, GLEN WAVERLEY",3.0,1.0,1,3150,212051321,House,24.29241,0.78911,0.57502,0.38711,,,0.73223,,390.0
"114/38 CAMBERWELL ROAD, HAWTHORN EAST",2.0,2.0,1,3123,207011152,House,8.68689,0.7768400000000001,1.4887,2.39754,0.88395,,,,520.0
"114/839 DANDENONG ROAD, MALVERN EAST",1.0,1.0,1,3145,208041195,Apartment,13.54417,1.38918,1.89165,3.94843,2.66469,,,4.4259,380.0
"1142 BASS HIGHWAY, PIONEER BAY",3.0,1.0,4,3984,205031093,House,98.56423,8.53305,14.21289,37.27954,9.61653,37.03164,14.59417,,200.0
"1142 HAPPY VALLEY ROAD, ROSEWHITE",2.0,2.0,2,3737,204031071,House,301.06484,13.74389,17.57539,17.79344,11.42571,17.30468,16.24927,,150.0
"1143 HAZELDEAN ROAD, ELLINBANK",4.0,1.0,1,3821,205011079,House,116.1898,11.72493,2.35237,13.46902,11.30942,11.90467,13.27659,,280.0
"1144 MAIN ROAD, ELTHAM",2.0,1.0,1,3095,209031209,Apartment,24.99864,1.2514,0.95725,2.57958,0.88825,,0.95185,,330.0
"1146 GISBORNE MELTON ROAD, TOOLERN VALE",3.0,2.0,2,3337,213041576,House,46.76995,5.24158,5.2654700000000005,4.349810000000001,,,,,590.0
"115 CANADIAN LAKES BOULEVARD, CANADIAN",3.0,2.0,1,3350,201011483,House,117.8502,1.61479,2.72869,3.66626,,,,,310.0
"115 HAWKER STREET, IVANHOE",3.0,1.0,2,3079,209011200,House,12.01097,0.67038,1.82472,,2.71012,2.30782,,,370.0
"115 JOYCES ROAD, MONEGEETTA",3.0,1.0,2,3433,210021235,House,63.30973,,7.02106,,13.2672,,10.820200000000002,,460.0
"115 MARKET ROAD, WERRIBEE",2.0,1.0,2,3030,213051467,House,33.16848,0.269,0.1804,0.49336,,,,,250.0
"115 PARISH BOUNDARY LANE, OMEO",3.0,1.0,3,3898,205021082,House,412.16528000000005,6.57163,11.72875,11.55586,100.74914,11.4528,12.10994,,250.0
"115 THAMES PROMENADE, CHELSEA",4.0,1.0,1,3196,208031186,House,46.363150000000005,1.82234,1.39333,3.70557,1.5675899999999998,,1.32052,,370.0
"115 TRICKEYS LANE, LAURISTON",5.0,2.0,4,3444,201021011,House,100.10052,25.43437,0.98771,23.07813,21.89423,23.26557,23.14219,,480.0
"115 VAUGHAN DRIVE, SUTTON",3.0,1.0,0,3530,215031400,House,330.29263000000003,13.49653,13.20143,32.36803,13.17635,55.96173,14.08536,,650.0
"115/264 DRUMMOND STREET, CARLTON",1.0,1.0,1,3053,206041117,Apartment,1.5959100000000002,0.52234,0.6208899999999999,1.0341,,,0.74995,,390.0
"115/41-43 PARK STREET, HAWTHORN",1.0,1.0,0,3122,207011519,Apartment,7.52475,0.6426799999999999,2.13208,,1.72737,,,,240.0
"115/839 DANDENONG ROAD, MALVERN EAST",1.0,1.0,1,3145,208041195,Apartment,13.54417,1.38918,1.89165,3.94843,2.66469,,,4.4259,315.0
"116 CAPE SCHANCK ROAD, CAPE SCHANCK",2.0,2.0,2,3939,214021378,House,103.01632,1.64722,6.93996,,,,,,300.0
"116 GRAHAM STREET, ALBERT PARK",2.0,1.0,1,3206,206051128,Apartment,5.72275,0.39147,0.53559,0.23539,2.25388,,3.72762,,492.5
"116 KING STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,150.49333,2.2708000000000004,1.07192,2.04561,1.43696,2.88915,1.25486,1.1529,300.0
"116 SHAFTSBURY STREET, COBURG",3.0,1.0,1,3058,206011498,House,9.42172,0.2201399999999999,0.93277,1.82937,1.3058299999999998,,1.24271,,400.0
"116 SLATTERYS ROAD, BALD HILLS",4.0,1.0,1,3364,201021010,House,127.34305,8.998569999999999,1.74006,,5.97659,10.4351,9.43359,,320.0
"116 SOUTH GIPPSLAND HIGHWAY, TOORADIN",3.0,2.0,2,3980,212031308,House,71.73937,10.13448,1.31558,,4.47319,,,,340.0
"116 VICTORIA ROAD, HARCOURT",3.0,1.0,1,3453,202021028,House,120.91943,1.31691,1.15346,,0.97797,23.92823,23.31081,,260.0
"116/1-5 DONALD STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.08304,,0.39114,0.6546000000000001,0.57841,,1.95161,,220.0
"116/1101 TOORAK ROAD, CAMBERWELL",2.0,2.0,1,3124,207011149,House,12.96944,0.39016,0.93154,3.30351,0.43711,,2.1339200000000003,,425.0
"1160 KYABRAM ROCHESTER ROAD, NANNEELLA",3.0,1.0,4,3561,216011409,House,188.62122,9.78433,7.87562,10.67199,10.19877,10.38465,10.26226,,200.0
"117 CUMMINS ROAD, MOUNT ROWAN",3.0,1.0,2,3352,201011008,House,121.28281,3.28397,4.3643,4.13689,,,,4.61129,260.0
"117 CURTAIN STREET, CARLTON NORTH",2.0,1.0,1,3054,206071140,House,2.8196,2.00958,0.80087,1.05695,,,,,420.0
"117 ERSKINE STREET, MIDDLE PARK",3.0,2.0,1,3206,206051128,House,5.90715,1.46085,0.68257,1.59699,0.42028,,3.91202,,495.0
"117 FITZPATRICK DRIVE, STAGHORN FLAT",4.0,2.0,0,3691,204031491,House,327.61988,10.75336,6.61799,,16.01751,,,,570.0
"117 HADE AVENUE, BASS",3.0,2.0,2,3991,205031093,House,112.13075,1.29539,12.23139,23.69292,11.32315,23.44502,1.00756,,225.0
"117 KURRAJONG ROAD, NARRE WARREN",3.0,2.0,2,3805,212021455,House,42.615120000000005,0.26604,2.00542,,,,,,340.0
"117 LITTLE DODDS STREET, GOLDEN POINT",3.0,1.0,2,3451,201011483,House,115.15763,0.63573,0.55449,1.03511,,,,,200.0
"117 MURRAY VALLEY HIGHWAY, NYAH",3.0,2.0,2,3594,215031405,House,368.53109,17.10131,0.49469,,4.2807,56.8946,4.13524,,175.0
"117 OSBORNE STREET, FLORA HILL",3.0,1.0,2,3550,202011021,House,152.87192000000002,,2.05794,2.05152,,,,,270.0
"117/3 HODDLE STREET, COLLINGWOOD",2.0,1.0,2,3066,206071141,Apartment,3.15797,,,1.8883,,0.92444,,,450.0
"117/350 VICTORIA STREET, NORTH MELBOURNE",2.0,1.0,1,3051,206041506,Apartment,1.47456,,1.48544,1.07937,3.03981,,,,520.0
"117/87-89 RALEIGH STREET, ESSENDON",3.0,2.0,2,3040,206031502,House,8.45743,1.25849,0.36091,1.25931,0.5310199999999999,,1.61085,,430.0
"117A WARRIGAL ROAD, HUGHESDALE",2.0,1.0,2,3166,208021180,House,18.45351,,1.40267,1.98,,,,,360.0
"118 MOORE STREET, BENDIGO",3.0,2.0,1,3550,202011018,House,151.77107999999998,0.7009299999999999,1.14778,1.02081,2.31366,1.33478,2.35672,1.48782,740.0
"1180/B DAYLESFORD-MALMSBURY ROAD, GLENLYON",3.0,1.0,2,3461,201021011,House,96.55186,15.88367,1.94046,13.52743,12.64428,13.71487,13.59149,,285.0
"1180A DAYLESFORD MALMSBURY ROAD, GLENLYON",1.0,1.0,0,3461,201021011,Apartment,96.57959,15.85592,1.91272,13.49969,12.61654,13.68713,13.56375,,195.0
"1180A DAYLESFORD-MALMSBURY ROAD, GLENLYON",1.0,1.0,0,3461,201021011,Apartment,96.57959,15.85592,1.91272,13.49969,12.61654,13.68713,13.56375,,195.0
"1180B DAYLESFORD MALMSBURY ROAD, GLENLYON",2.0,1.0,1,3461,201021011,Apartment,96.57959,15.85592,1.91272,13.49969,12.61654,13.68713,13.56375,,285.0
"1180B DAYLESFORD-MALMSBURY ROAD, GLENLYON",3.0,1.0,1,3461,201021011,House,96.57959,15.85592,1.91272,13.49969,12.61654,13.68713,13.56375,,285.0
