address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"2/6 FRASER STREET, GLEN WAVERLEY",4.0,3.0,2,3150,212051322,House,23.54829,0.44231,1.19275,2.31935,1.58026,700.0
"2/6 GILL AVENUE, CALIFORNIA GULLY",2.0,1.0,1,3556,202011019,House,155.63166,0.8747699999999999,1.2280799999999998,1.89003,2.94289,220.0
"2/6 GLEN ROAD, MITCHAM",2.0,1.0,2,3132,211041270,Other,24.55993,0.6985,0.57301,0.7756799999999999,1.08009,460.0
"2/6 HARTINGTON STREET, KEW",2.0,1.0,1,3101,207011522,Other,7.69311,0.49633,1.30354,2.76262,,395.0
"2/6 HOTHAM GROVE, RIPPONLEA",2.0,1.0,1,3185,206051134,Other,9.62079,2.86058,3.00909,1.80424,1.04859,470.0
"2/6 KINDALE COURT, AVONDALE HEIGHTS",2.0,1.0,1,3034,210011533,Apartment,12.67613,2.42784,1.24759,2.22331,,330.0
"2/6 LA FRANK STREET, BURWOOD",2.0,2.0,1,3125,207031165,Other,17.449939999999998,1.55703,0.26349,1.54679,,507.5
"2/6 LANDEN PLACE, TOORAK",2.0,1.0,1,3142,206061138,Other,7.55431,2.18686,2.00386,0.6950299999999999,0.34326,680.0
"2/6 MARNA STREET, HEALESVILLE",3.0,2.0,2,3777,211051276,House,65.32416,2.73294,1.28604,4.0728,1.74734,380.0
"2/6 MAROONA ROAD, GLEN HUNTLY",2.0,1.0,1,3163,208021176,Other,15.33205,1.43837,0.26967,,1.4513699999999998,395.0
"2/6 NAVIGATOR STREET, MARIBYRNONG",2.0,1.0,0,3032,213031349,Other,8.45087,0.29117,0.87838,2.0950900000000003,,330.0
"2/6 NIKOLA COURT, MARSHALL",2.0,1.0,1,3216,203021485,Other,89.26359,0.7786000000000001,,4.97888,,335.0
"2/6 PASK STREET, OAKLEIGH EAST",2.0,1.0,1,3166,212051326,Other,19.36235,3.19409,0.38061,1.65318,2.29978,380.0
"2/6 RACE STREET, FLORA HILL",1.0,1.0,1,3550,202011021,House,152.41997,2.30901,1.7513800000000002,1.0061,,175.0
"2/6 SKERRY ST, CHILTERN",2.0,1.0,1,3683,204031070,House,279.85131,5.79111,1.08802,,1.61421,180.0
"2/6 SKERRY STREET, CHILTERN",2.0,1.0,2,3683,204031070,House,279.85691,5.7967,1.0936199999999998,,1.61981,180.0
"2/6 WALSH STREET, ELTHAM",3.0,2.0,2,3095,209031209,Other,21.85074,1.07069,2.07655,1.66126,3.26964,450.0
"2/60 BLAKELEY ROAD, CASTLEMAINE",2.0,1.0,1,3450,202021027,House,127.48223,4.70848,1.37073,0.5587799999999999,2.27182,295.0
"2/60 BOLINGBROKE STREET, PASCOE VALE",2.0,1.0,1,3044,210031538,Other,11.2221,0.74065,0.74346,1.92763,,350.0
"2/60 BOX STREET, MERBEIN",2.0,1.0,1,3505,215021396,Other,553.07288,0.43498,1.42111,0.83324,0.71453,200.0
"2/60 SNOWDON AVENUE, CAULFIELD",3.0,2.0,2,3162,208021178,Other,13.13444,1.97,0.78985,1.3862,,695.0
"2/607 CRESWICK ROAD, WENDOUREE",1.0,1.0,1,3355,201011002,Other,120.34668,2.62471,2.6431,2.34443,3.18914,195.0
"2/61 BOISDALE STREET, SURREY HILLS",2.0,1.0,2,3127,207031167,Other,13.33094,1.90689,1.1727,,2.30321,470.0
"2/61 CLIFFORD STREET, WARRAGUL",3.0,1.0,1,3820,205011079,House,107.35507,0.26331,1.3192000000000002,2.31648,2.02948,320.0
"2/61 HERITAGE DRIVE, MILL PARK",2.0,1.0,1,3082,209041220,House,22.4279,,1.09544,3.55673,,320.0
"2/61 NORTHUMBERLAND ROAD, PASCOE VALE",3.0,1.0,2,3044,210031538,Other,11.80085,0.63887,1.13583,1.06398,,390.0
"2/612 BLACKBURN ROAD, GLEN WAVERLEY",5.0,2.0,2,3150,212051322,House,22.11276,3.437,2.08123,4.298640000000001,3.2398800000000003,693.3333333333334
"2/618 BLACKBURN ROAD, GLEN WAVERLEY",3.0,2.0,2,3150,212051322,House,22.06577,3.39,2.03424,4.25165,3.19288,525.0
"2/62 BLENHEIM ROAD, NEWPORT",4.0,3.0,2,3015,213021344,House,13.56389,1.10835,0.76715,2.17058,2.63974,670.0
"2/62 FINTONIA ROAD, NOBLE PARK",1.0,1.0,1,3174,212041459,Apartment,33.13554,0.77779,1.00358,1.61707,1.5013,1086.0
"2/62 LEONARD AVENUE, NOBLE PARK",3.0,1.0,1,3174,212041460,House,35.07378,0.64803,0.26324,,2.86119,400.0
"2/63 ANDERSON STREET, TEMPLESTOWE",3.0,2.0,2,3106,207021159,House,18.3565,0.84275,0.6946599999999999,,,500.0
"2/63 BONNIE VIEW ROAD, CROYDON NORTH",4.0,2.0,2,3136,211031265,House,34.94036,1.34178,1.44281,3.0220100000000003,,590.0
"2/63 EDWARD STREET, SHEPPARTON",2.0,1.0,1,3630,216031416,Other,181.59538,1.93716,0.6973400000000001,0.69859,,260.0
"2/63 ROSSLYN STREET, WEST MELBOURNE",3.0,3.0,2,3003,206041510,Other,1.76103,0.23182,0.42811,0.59497,,830.0
"2/63 SCREEN STREET, FRANKSTON",2.0,1.0,1,3199,214011371,Apartment,55.41521,0.10621,1.36222,1.97326,0.44358,330.0
"2/64 BRYSON STREET, CANTERBURY",2.0,1.0,1,3126,207011155,Other,11.6453,1.11312,0.32712,0.66889,0.65047,450.0
"2/64 HAWTHORY ROAD, KILSYTH",3.0,1.0,2,3137,211051277,House,35.87174,1.38766,1.13122,1.5026700000000002,,380.0
"2/64 ROBERTSONS ROAD, KALIMNA WEST",1.0,1.0,1,3909,205021084,Other,308.17625,6.21336,4.3861300000000005,11.05255,,215.0
"2/64 WILLIAMS ROAD, PRAHRAN",2.0,1.0,0,3181,206061136,Other,8.12811,,0.96232,1.17157,1.56754,520.0
"2/641 ESPLANADE, LAKES ENTRANCE",2.0,1.0,1,3909,205021084,Other,318.32519,1.41711,0.88109,0.90735,,305.0
"2/646 WARRIGAL ROAD, MALVERN EAST",3.0,4.0,0,3145,208041195,House,17.07385,1.71083,1.62531,1.38372,0.68076,670.0
"2/65 ADAM STREET, QUARRY HILL",1.0,1.0,0,3550,202011021,Other,149.73608,1.0568,0.85821,2.64509,,165.0
"2/65 CURDIE STREET, COBDEN",3.0,2.0,2,3266,217031475,House,200.95191,0.42013,0.47142,1.38351,1.01359,290.0
"2/65 HIGH STREET, RUSHWORTH",2.0,1.0,1,3612,216011410,Apartment,171.66979999999998,6.14903,0.6346799999999999,25.6205,1.0843900000000002,210.0
"2/65 TARRENGOWER STREET, YARRAVILLE",2.0,1.0,1,3013,213031352,House,8.43093,0.35874,0.61114,2.25894,0.71456,430.0
"2/65 TRAFALGAR AVENUE, ALTONA MEADOWS",2.0,1.0,1,3028,213021342,Other,24.16121,0.74888,1.4016300000000002,,,330.0
"2/651 HIGH STREET, THORNBURY",2.0,1.0,0,3071,206021112,Other,8.28058,1.7707,0.7138,1.45851,0.97779,370.0
"2/66 BLANCHE STREET, ARDEER",2.0,1.0,1,3022,213011328,Other,23.39979,0.6354500000000001,0.0267199999999999,,4.196359999999999,350.0
"2/66 BRIDGE ROAD, BUSHFIELD",3.0,1.0,2,3281,217041479,House,260.00683,1.17251,1.55937,5.89117,9.82733,360.0
"2/667 PLENTY ROAD, RESERVOIR",1.0,1.0,0,3073,209021525,Other,11.57889,3.05662,0.44458,1.85009,,310.0
"2/67 FRANKSTON FLINDERS ROAD, FRANKSTON",2.0,1.0,1,3199,214011371,Other,55.33386,1.0136699999999998,1.5068199999999998,1.19529,1.34493,260.0
"2/68 DELMORE CRESCENT, GLEN WAVERLEY",4.0,3.0,2,3150,212051322,House,24.96011,2.9523200000000003,1.11847,1.90155,1.84674,720.0
"2/68 TRUGANINI RD, CARNEGIE",3.0,1.0,1,3163,208021176,House,16.11001,0.65898,0.04352,,1.04641,540.0
"2/68 TRUGANINI ROAD, CARNEGIE",3.0,1.0,1,3163,208021176,House,16.035809999999998,0.7333200000000001,0.07947,,1.0823699999999998,540.0
"2/68-92 MCKIMMIES ROAD, LALOR",2.0,1.0,1,3075,209041529,House,19.22475,3.69636,2.54386,1.61905,,310.0
"2/680 MALVERN ROAD, PRAHRAN EAST",2.5,1.0,2,3181,206061136,Other,7.9343,,0.88982,2.09285,2.02965,400.0
"2/687 HEATHERTON RD, CLAYTON SOUTH",3.0,2.0,4,3169,212041310,House,29.21747,1.54413,2.89537,3.048,3.46956,450.0
"2/687 HEATHERTON ROAD, CLAYTON SOUTH",3.0,2.0,4,3169,212041310,House,29.21747,1.54413,2.89537,3.048,3.46956,450.0
"2/6A ARNOLD STREET, RINGWOOD",2.0,1.0,1,3134,211031266,Other,28.26044,0.56943,1.21986,0.83987,1.90222,315.0
"2/7 ALLARD STREET, BRUNSWICK WEST",2.0,1.0,1,3055,206011107,Other,6.57277,0.3209599999999999,0.33549,1.30507,,330.0
"2/7 ASHBY COURT, CHADSTONE",3.0,2.0,2,3148,212051319,Other,18.64925,1.11607,1.36538,0.8544400000000001,,560.0
"2/7 BRISBANE STREET, MURRUMBEENA",2.0,1.0,1,3163,208021181,Other,15.32784,2.0269500000000003,0.09996,2.39759,0.69556,425.0
"2/7 CHANDLER COURT, WAHGUNYAH",3.0,2.0,1,3687,204021065,House,288.74988,,1.2382,10.84778,1.78947,250.0
"2/7 COLLARED CLOSE, BUNDOORA",2.0,1.0,1,3083,209041217,Other,17.988,2.01957,0.8653200000000001,1.86943,,400.0
"2/7 EVANS AVENUE, HAMPTON EAST",2.0,1.0,1,3188,208011172,Other,20.81752,1.4578,1.99959,4.05557,5.10067,420.0
"2/7 FIONA PLACE, KENNINGTON",2.0,1.0,1,3550,202011020,Other,154.18338,1.59617,0.65134,1.96411,,290.0
"2/7 GEORGIA CRESCENT, WERRIBEE",3.0,2.0,1,3030,213051368,House,29.89533,3.31508,3.57481,2.75821,3.23261,350.0
"2/7 GILBERT COURT, SCORESBY",4.0,2.0,2,3179,211011254,Other,36.76749,0.61705,1.3031700000000002,0.73063,,530.0
"2/7 HEATH AVENUE, OAKLEIGH",3.0,2.0,2,3166,212051326,House,19.05472,3.57445,1.42495,2.69084,1.54857,595.0
"2/7 KINGSLEY GROVE, MOUNT WAVERLEY",3.0,2.0,2,3149,212051324,Other,20.8077,2.18636,1.98921,3.5501,,525.0
"2/7 KINROSS AVENUE, CAULFIELD NORTH",2.0,2.0,1,3161,208021177,Other,11.0963,0.8505199999999999,0.60846,0.17874,2.03333,540.0
"2/7 KOOMEELA DRIVE, TORQUAY",3.0,2.0,2,3228,203031053,Other,101.6278,1.2278699999999998,1.59385,1.93837,,460.0
"2/7 LEIGHTON COURT, WODONGA",3.0,1.0,1,3690,204031492,House,313.29184000000004,0.68432,0.91448,0.99103,2.15633,310.0
"2/7 LEMAN CRESCENT, NOBLE PARK",3.0,2.0,2,3174,212041459,House,33.65832,0.98411,1.71699,0.27907,0.84384,390.0
"2/7 MELINGA CRES, CHADSTONE",4.0,2.0,2,3148,212051319,House,18.72043,0.83663,0.79902,0.92562,,680.0
"2/7 MELINGA CRESCENT, CHADSTONE",4.0,2.0,2,3148,212051319,House,18.72153,0.83773,0.79792,0.92672,,680.0
"2/7 READ ROAD, SEVILLE",3.0,2.0,2,3139,211051285,House,52.12829,,1.1853399999999998,,,390.0
"2/7 SCARLETT STREET, GEELONG WEST",3.0,2.0,2,3218,203021040,Other,76.70666,0.86086,0.52635,1.90751,,405.0
"2/7 VERNON STREET, STRATHMORE",3.0,2.0,2,3041,210011231,House,10.99333,1.8153,0.91926,1.31931,,980.0
"2/7 WORDSWORTH STREET, MOOROOLBARK",3.0,2.0,2,3138,211051281,House,37.21133,1.22297,1.21557,1.11758,1.0933199999999998,420.0
"2/7-13 DUDLEY STREET, CAULFIELD EAST",2.0,1.0,1,3145,208021177,Other,14.35862,2.43765,2.9645900000000003,0.6453300000000001,1.10012,440.0
"2/7-9 BELL STREET, COBURG",2.0,2.0,1,3058,206011497,Other,8.05874,0.27961,0.64607,0.5802,,400.0
"2/70 CHUTE STREET, MORDIALLOC",1.0,1.0,1,3195,208031193,Other,34.05897,0.47977,0.4921,1.6996099999999998,1.15133,1173.0
"2/70 NELL STREET, GREENSBOROUGH",3.0,1.0,2,3088,209011197,Other,21.74164,0.75283,0.94285,0.98598,2.1910100000000003,400.0
"2/70 NICHOLSON STREET, FITZROY",1.0,1.0,0,3065,206071142,Other,1.53923,0.83957,0.80402,1.04973,0.71582,350.0
"2/70 STEPHENS PARADE, BARWON HEADS",4.0,2.0,2,3227,203031489,House,109.58828,2.29173,1.74481,15.23164,,700.0
"2/71 LLOYD STREET, HEIDELBERG HEIGHTS",2.0,1.0,1,3081,209011199,Other,14.50133,0.31908,0.6136699999999999,1.28882,,390.0
"2/71 LORD ST, RICHMOND",1.0,1.0,1,3121,206071517,Other,4.87645,0.24284,1.31889,1.73347,1.26475,310.0
"2/71 LORD STREET, RICHMOND",1.0,1.0,1,3121,206071517,Other,5.10339,0.96458,1.46817,1.47127,1.20824,310.0
"2/71 WELLINGTON STREET, KEW",4.0,2.0,2,3101,207011521,House,7.0315,0.57599,0.24592,0.74519,,830.0
"2/714 DARLING STREET, BALLARAT",2.0,1.0,1,3350,201011484,Other,118.16073,0.6776,0.79077,2.96502,,220.0
"2/718 WHITEHORSE ROAD, MITCHAM",2.0,1.0,1,3132,211041270,Other,28.1588,1.30308,0.94539,2.3513200000000003,1.5910799999999998,320.0
"2/72 SPEIGHT STREET, NEWPORT",1.0,1.0,1,3015,213021344,Other,12.40306,0.25006,0.86999,1.55287,1.4789100000000002,325.0
"2/72 WITHERS STREET, ALBERT PARK",1.0,1.0,1,3206,206051128,Other,6.04121,0.59323,0.85405,0.38133,2.25037,390.0
"2/73 ANDERSON ROAD, SUNSHINE",3.0,1.0,2,3020,213011336,Other,13.87645,0.51264,0.73672,0.46545,1.04669,380.0
"2/73 KINGSVILLE STREET, KINGSVILLE",1.0,1.0,1,3012,213031350,House,9.04191,1.80316,,,2.07372,250.0
"2/73 WAVERLEY ROAD, CHADSTONE",4.0,3.0,2,3148,212051319,House,17.186400000000003,1.7033,0.56263,0.39572,,670.0
"2/74 HARP RD, KEW EAST",2.0,1.0,1,3102,207011521,Other,10.09798,0.96494,2.49357,1.40591,,520.0
"2/74 PATTERSON ROAD, BENTLEIGH",2.0,2.0,1,3204,208021174,Other,18.83527,,0.96043,0.62111,0.18139,495.0
"2/75 CUTHBERTS ROAD, ALFREDTON",1.0,1.0,1,3350,201011001,Other,119.86302,0.93051,0.20343,,,200.0
"2/77 WESTGARTH STREET, NORTHCOTE",2.0,1.0,0,3070,206021499,Other,6.5172,0.40941,1.14456,1.9045,0.11586,700.0
"2/78 ANDERSON STREET, YARRAVILLE",1.0,1.0,1,3013,213031352,Other,8.3907,0.34074,0.38871,2.24093,0.6936100000000001,275.0
"2/78 OBAN ROAD, RINGWOOD NORTH",3.0,1.0,2,3134,211031266,House,29.60568,1.56918,0.7666000000000001,1.11869,3.5366,450.0
"2/79 CHURCH STREET, HAWTHORN",1.0,1.0,1,3122,207011519,Other,5.54895,0.47545,0.98589,,1.76713,372.5
"2/79 EXETER ROAD, CROYDON NORTH",3.0,1.0,1,3136,211031265,Apartment,35.62026,0.5876399999999999,0.85661,2.61991,,345.0
"2/8 AUREA COURT, NARRE WARREN",3.0,1.0,2,3805,212021456,Apartment,45.37625,1.79111,0.43433,6.09782,3.073,300.0
"2/8 BEACON STREET, GLEN WAVERLEY",4.0,3.0,2,3150,212051322,House,24.0694,1.05742,0.62029,1.23851,1.00035,800.0
"2/8 CUMMING STREET, BRUNSWICK",2.0,1.0,1,3056,206011107,Other,7.46977,0.37097,0.34731,0.46009,,345.0
"2/8 ELEANOR STREET, FOOTSCRAY",2.0,1.0,1,3011,213031348,Apartment,8.9186,0.7883600000000001,0.50289,1.23751,1.95805,320.0
"2/8 EMBANKMENT GROVE, CHELSEA",2.0,1.0,3,3196,208031186,Other,47.61139,2.04904,1.13151,2.83581,0.6978300000000001,390.0
"2/8 EVELINA STREET, BALWYN",4.0,3.0,2,3103,207011147,House,17.948310000000003,1.09483,3.24212,2.39417,,828.75
"2/8 FORBES GROVE, OAK PARK",3.0,2.0,2,3046,210031538,House,12.14082,0.7255199999999999,1.22248,1.15063,,500.0
"2/8 ILLAWARRA ROAD, HAWTHORN",1.0,1.0,1,3122,207011520,Other,8.58927,0.3826,0.91472,1.26762,1.79218,310.0
"2/8 LATIMER STREET, NOBLE PARK",1.0,1.0,1,3174,212041460,House,35.42802,0.27603,0.61748,,2.99219,230.0
"2/8 MILL STREET, ST ARNAUD",3.0,1.0,2,3478,215011391,Apartment,239.59764,0.58285,0.26169,0.6493,1.63365,195.0
"2/8 MITFORD STREET, ST KILDA",2.0,1.0,1,3182,206051513,Apartment,7.870319999999999,0.37388,1.26806,0.71294,,360.0
"2/8 MURRA COURT, ASHWOOD",2.0,1.0,1,3147,212051319,Other,18.43617,0.7980499999999999,1.30889,1.15741,,390.0
"2/8 NIKOLA COURT, MARSHALL",3.0,2.0,2,3216,203021485,Other,89.26528,0.7802899999999999,,4.980569999999999,,350.0
"2/8 PURSER AVENUE, RINGWOOD EAST",2.0,1.0,1,3135,211031267,Other,29.38301,1.11608,0.37449,3.96739,1.12678,340.0
"2/8 ROSEDALE AVENUE, GLEN HUNTLY",1.0,1.0,1,3163,208021182,Other,14.9592,0.85636,2.64935,,0.29596,395.0
"2/8 SEVENTH PARADE, RAYMOND ISLAND",3.0,2.0,3,3880,205021086,Other,295.54616,0.12075,2.4235100000000003,,,400.0
"2/8 SEVENTH PDE, RAYMOND ISLAND",3.0,2.0,1,3880,205021086,House,295.54616,0.12075,2.4235100000000003,,,400.0
"2/8 VAILS RD, TAWONGA SOUTH",3.0,1.0,0,3698,204031069,Other,348.41744,0.97747,0.32964,1.85121,29.888540000000003,1191.0
"2/8 WALNUT STREET, CARNEGIE",1.0,1.0,1,3163,208021176,Other,15.22848,1.81677,1.50432,,0.47522,330.0
"2/809 PLEASANT STREET, BALLARAT",2.0,1.0,1,3350,201011484,Apartment,117.62813,0.77413,0.3720199999999999,2.40092,,280.0
"2/81 BROUGHAM STREET, ELTHAM",3.0,2.0,2,3095,209031209,Other,23.2727,0.73587,0.5224,0.85364,1.27158,610.0
"2/817 TOORAK ROAD, HAWTHORN EAST",2.0,1.0,1,3123,207011152,Other,10.29559,0.48105,1.01007,0.71362,3.34319,390.0
"2/82 BOGONG AVENUE, GLEN WAVERLEY",4.0,4.0,2,3150,212051322,House,23.43116,1.31867,1.46206,1.43132,1.02218,760.0
"2/82 SPLATT STREET, SWAN HILL",2.0,1.0,1,3585,215031404,House,341.40188,1.20979,2.09719,0.45222,0.7415499999999999,220.0
"2/821 BARKLY STREET, MOUNT PLEASANT",2.0,1.0,1,3350,201011483,Other,115.67207,1.56598,0.53201,1.61648,,300.0
"2/823 BARKLY STREET, GOLDEN POINT",3.0,2.0,2,3451,201011483,House,115.99727,1.46133,0.42737,1.94168,,310.0
"2/83 HOTHAM STREET, BALACLAVA",2.0,1.0,0,3183,206051134,Other,8.72717,1.10505,1.25356,0.5014700000000001,1.07474,400.0
"2/834 MT ALEXANDER ROAD, MOONEE PONDS",3.0,1.0,3,3039,206031116,Other,7.59662,0.51618,0.34736,,1.34889,525.0
"2/83B COMO PARADE EAST, PARKDALE",1.0,1.0,1,3195,208031193,Other,26.70061,1.1042,1.22972,2.24212,0.3621499999999999,350.0
"2/84 ELIZABETH AVENUE, ROSEBUD WEST",3.0,2.0,1,3940,214021384,House,94.16795,0.25895,2.49833,2.19336,,360.0
"2/84 ELLSWOOD CRES, MILDURA",4.0,2.0,2,3500,215021469,House,541.69488,1.11346,2.34041,1.5528499999999998,3.16021,330.0
"2/84 ROSEBERRY AVENUE, PRESTON",2.0,2.0,1,3072,209021428,House,10.16738,2.40357,0.77591,0.5989800000000001,0.64551,450.0
"2/841 TOORAK ROAD, HAWTHORN EAST",3.0,1.0,2,3123,207011152,Apartment,10.81556,0.88863,1.41765,1.1212,3.75077,450.0
"2/85 GROSVENOR STREET, BALACLAVA",1.0,1.0,1,3183,206051134,Other,9.03987,1.83573,2.38205,1.1772,0.2417,285.0
"2/85 MCMAHON ROAD, RESERVOIR",3.0,1.0,1,3073,209021523,House,13.57715,0.75381,0.47287,,1.30694,450.0
"2/85 WINIFRED STREET, OAK PARK",2.0,1.0,1,3046,210031537,House,12.47233,0.2719499999999999,0.63573,3.59084,1.51946,400.0
"2/86 PENTLAND PARADE, YARRAVILLE",2.0,1.0,1,3013,213031352,Other,8.27101,0.78806,0.26469,3.00138,1.19867,400.0
"2/88 PARA ROAD, MONTMORENCY",3.0,2.0,1,3094,209011202,House,21.40525,0.57002,0.6951,0.6969099999999999,0.96069,385.0
"2/884 RIVERSDALE ROAD, CAMBERWELL",2.0,1.0,2,3124,207011149,Other,12.51713,0.8588899999999999,1.04655,2.01267,2.0690500000000003,575.0
"2/89 WILLIAM STREET, LALOR",2.0,1.0,1,3075,209041529,House,18.27034,1.6514000000000002,0.94538,0.49355,,340.0
"2/89 WINGARRA DRIVE, GROVEDALE",2.0,1.0,1,3216,203021487,House,86.47808,1.05587,1.75178,0.7079099999999999,1.83359,390.0
"2/9 COLLINS STREET, MENTONE",2.0,1.0,2,3194,208031190,Other,24.20998,1.72223,1.79071,0.23878,1.5751400000000002,490.0
"2/9 EVA STREET, CLAYTON",4.0,3.0,2,3168,212051568,House,24.66073,0.41164,1.00528,1.39184,0.92228,850.0
"2/9 KINGSTON STREET, KEILOR PARK",2.0,2.0,1,3042,210011228,House,16.746650000000002,0.36691,0.40638,5.69299,,400.0
"2/9 LINTON STREET, IVANHOE",3.0,2.0,3,3079,209011200,House,11.29795,0.3087,0.88676,,0.37507,580.0
"2/9 OSNEY AVENUE, IVANHOE",2.0,1.0,1,3079,209011200,Other,11.93251,0.36648,0.8888400000000001,,2.21013,530.0
"2/9 OZAN CRESCENT, JAN JUC",2.0,1.0,1,3228,203031053,Other,105.42001,0.54359,3.82112,3.87283,,350.0
"2/9 RECEPTION AVENUE, STRATHDALE",2.0,1.0,0,3550,202011020,House,154.47792,2.83927,1.89592,3.11446,,240.0
"2/9 ROSS STREET, DARLEY",3.0,2.0,1,3340,213041353,Other,59.50412,3.3007,1.18298,1.84473,4.513979999999999,370.0
"2/9 VIOLET STREET, ESSENDON",1.0,1.0,0,3040,206031502,Other,8.54254,1.3436,0.57294,0.56694,1.01192,265.0
"2/9 WEST COURT, AIRPORT WEST",2.0,1.0,1,3042,210011226,House,16.40128,0.5870299999999999,1.10432,1.55635,,380.0
"2/9 WILLIAM STREET, ESSENDON",2.0,1.0,1,3040,206031501,Other,9.57682,2.2399,1.04649,1.71592,,420.0
"2/9-10 BIRKETT COURT, ALTONA MEADOWS",3.0,2.0,1,3028,213021342,House,24.514080000000003,0.54544,1.0963699999999998,,,370.0
"2/9-11 FISHER STREET, MALVERN EAST",2.0,1.0,2,3145,208041195,Other,15.11875,1.27507,1.35525,1.2628499999999998,1.72406,500.0
"2/9-11 OTTER STREET, COLLINGWOOD",2.0,1.0,1,3066,206071141,Other,2.9386300000000003,,0.29528,0.27424,,400.0
"2/9-11 PETER CHANEL COURT, DEER PARK",3.0,1.0,2,3023,213011569,Other,25.89472,0.3506499999999999,0.3362099999999999,2.8073,1.65956,350.0
"2/90 CARRINGTON ROAD, BOX HILL",3.0,2.0,2,3128,207031163,Other,19.480400000000003,1.15586,1.33234,0.77734,0.41088,520.0
"2/91 CLAUSCEN STREET, FITZROY NORTH",2.0,2.0,1,3068,206071143,Other,5.54815,1.59769,0.33775,1.61325,1.338,580.0
"2/91 PINE STREET, RESERVOIR",2.0,1.0,1,3073,209021526,Other,13.190790000000002,0.58682,1.06094,1.97694,1.46716,345.0
"2/91 SHANE AVENUE, SEABROOK",3.0,1.0,1,3028,213021345,House,24.91764,0.34514,0.71192,,,310.0
"2/92 GREY STREET, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,6.56171,1.06097,1.6763,0.14057,,255.0
"2/93 EASTBOURNE ROAD, ROSEBUD",2.0,1.0,1,3939,214021384,Other,90.12423,1.01558,0.78059,0.78723,,390.0
"2/93 LAKE BUNGA BEACH ROAD, LAKE BUNGA",2.0,1.0,1,3909,205021084,Other,322.64444,1.01246,3.0243200000000003,5.122850000000001,,265.0
"2/95 THE TERRACE, OCEAN GROVE",2.0,1.0,1,3226,203031490,Other,112.4877,0.4748799999999999,1.15248,1.7333,,367.5
"2/96 RAILWAY PLACE, WILLIAMSTOWN",2.0,1.0,1,3016,213021346,Other,13.941,0.54167,0.68913,0.70951,1.48642,400.0
"2/97 CHARLES STREET, WARRAGUL",2.0,1.0,2,3820,205011079,Apartment,105.3064,1.3106600000000002,0.59509,3.66537,2.6853,290.0
"2/97 KING STREET, BENDIGO",2.0,1.0,1,3550,202011018,Other,150.59169,1.15676,0.97353,0.75928,1.33857,230.0
"2/97-99 WHITELAW STREET, RESERVOIR",2.0,1.0,1,3073,209021523,House,14.03507,0.73305,0.23588,,1.44082,365.0
"2/99 EARL STREET, KEW",2.0,1.0,2,3101,207011522,Other,7.85993,0.6220399999999999,1.95423,3.23022,,420.0
"20 / 76 THE ESPLANADE, CAROLINE SPRINGS",2.0,2.0,1,3023,213041463,Other,30.45073,,1.7348,0.42188,,360.0
"20 ACACIA AVENUE, UPWEY",4.0,2.0,2,3158,211051284,House,44.43057,1.13247,1.43471,1.91473,1.50629,490.0
"20 AFFLECK STREET, WANDONG",3.0,1.0,4,3758,209041224,House,60.9837,44.35982,0.25315,11.726299999999998,0.97332,400.0
"20 ALEXANDER STREET, CRANBOURNE",3.0,1.0,1,3977,212031300,House,51.48754,3.22825,0.21581,0.97975,0.86837,350.0
"20 ALTA STREET, CANTERBURY",3.0,2.0,2,3126,207011155,Other,11.38422,1.21617,0.14073,0.9042,1.32079,1000.0
"20 BALMORAL STREET, BRAYBROOK",3.0,2.0,2,3019,213031347,House,12.39133,0.1113499999999999,1.05002,1.0101,3.34945,390.0
"20 BLAIR STREET, MARIBYRNONG",3.0,2.0,2,3032,213031349,House,10.42768,0.99209,1.83553,1.40296,,460.0
"20 BLUEBELL DRIVE, EPPING",3.0,1.0,2,3076,209041432,Other,23.78937,,2.4697,4.02691,3.71028,340.0
"20 BOSISTO STREET, RICHMOND",2.0,1.0,0,3121,206071518,Other,3.94918,2.12378,0.80814,0.4096499999999999,1.10649,490.0
"20 BOWER DRIVE, WERRIBEE",3.0,1.0,1,3030,213051467,House,32.12536,1.46786,0.8707699999999999,2.11145,,330.0
"20 BRAELANDS CLOSE, CAROLINE SPRINGS",3.0,2.0,2,3023,213041463,House,30.29397,,1.57804,0.92164,,420.0
"20 BREWERY ROAD, SAILORS GULLY",4.0,2.0,2,3556,202011019,House,165.367,2.4298200000000003,0.49131,3.03404,1.63222,335.0
"20 BRIGHT STREET, BENDIGO",2.0,2.0,1,3550,202011018,Other,151.8352,0.8293200000000001,1.10405,1.18725,0.44749,455.0
"20 BROADHURST LANE, WANDONG",3.0,2.0,2,3758,209041224,House,60.18278,45.95902,2.13857,10.92538,1.41906,420.0
"20 BUNGANOWEE DR, CLIFTON SPRINGS",3.0,2.0,1,3222,203031048,House,101.34517,0.65032,1.98648,2.66779,3.95675,360.0
"20 BUNGANOWEE DRIVE, CLIFTON SPRINGS",3.0,2.0,1,3222,203031048,House,101.34517,0.65032,1.98648,2.66779,3.95675,360.0
"20 BURKE ROAD, FERNTREE GULLY",3.0,1.0,2,3156,211011447,Other,37.23015,1.86457,1.05033,1.92408,3.65074,425.0
