address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"2/402 NORMAN STREET, BALLARAT NORTH",2.0,1.0,1,3350,201011482,House,116.09738,1.71184,0.90142,2.78771,3.12123,230.0
"2/404 WHITEHORSE ROAD, SURREY HILLS",2.0,1.0,1,3127,207011147,Apartment,11.57692,0.4320299999999999,0.7281,0.32039,,350.0
"2/406 BRADSHAW STREET, GOLDEN POINT",2.0,2.0,2,3451,201011483,House,115.13734,0.83128,0.85562,1.08142,,270.0
"2/406 NORMAN STREET, BALLARAT",1.0,1.0,1,3350,201011482,House,115.96723,1.58171,0.77128,2.8148,2.9911,155.0
"2/41 ALLISON ROAD, ELSTERNWICK",2.0,1.0,1,3185,208021179,Apartment,11.17958,,0.39432,1.26852,1.07927,370.0
"2/41 CARROLL STREET, DEER PARK",2.0,1.0,1,3023,213011569,Apartment,26.52671,0.7652899999999999,0.52822,3.71721,1.76887,280.0
"2/41 CLYDE STREET, KEW EAST",3.0,2.0,1,3102,207011154,House,10.39978,0.40436,1.06645,1.15501,,670.0
"2/41 EAST BOUNDARY ROAD, BENTLEIGH EAST",3.0,1.0,1,3165,208021427,House,20.72297,2.4000100000000004,1.4606199999999998,0.6494099999999999,,400.0
"2/41 HITCHCOCK AVENUE, BARWON HEADS",2.0,1.0,1,3227,203031489,Apartment,108.5079,10.10725,0.51157,14.15125,,325.0
"2/41 OSBORNE AVENUE, NORTH GEELONG",2.0,1.0,1,3215,203021047,House,71.40977000000001,1.52345,1.50051,1.12198,1.87297,270.0
"2/41 THE CIRCUIT, GREENSBOROUGH",2.0,1.0,0,3088,209011197,Apartment,21.984720000000003,0.24086,0.62358,1.78444,0.96448,345.0
"2/41 WHITEHORSE ROAD, BLACKBURN",2.0,1.0,2,3130,207031161,Apartment,21.26569,1.10179,0.98966,2.23842,0.33181,380.0
"2/42 HEPBURN ROAD, DAYLESFORD",1.0,1.0,0,3460,201021011,Apartment,114.37252,3.05783,2.22654,3.20981,2.6541900000000003,225.0
"2/42 KING STREET, FITZROY NORTH",3.0,1.0,1,3068,206071143,House,5.95277,2.00232,0.55363,2.01788,1.74263,490.0
"2/42 THOMSON STREET, NORTHCOTE",3.0,2.0,1,3070,206021499,House,7.70204,0.49904,0.94973,1.889,0.35094,580.0
"2/420 NICHOLSON STREET, BLACK HILL",2.0,1.0,1,3350,201011482,House,114.68923,1.38873,0.54172,4.59499,1.88451,312.5
"2/427 YORK STREET, SALE",2.0,1.0,1,3850,205051103,Apartment,217.96198,1.41581,1.86488,0.26585,2.7452,227.5
"2/43 ASHBURN GROVE, ASHBURTON",2.0,1.0,1,3147,207011146,House,14.60442,0.06059,0.06989,,0.0788,410.0
"2/43 THOMAS STREET, RINGWOOD",2.0,1.0,1,3134,211031266,House,28.3046,0.56256,0.54837,0.30344,1.11244,320.0
"2/430 MAIN ROAD, GOLDEN POINT",2.0,1.0,1,3451,201011483,Apartment,115.41558,0.68236,0.8292200000000001,1.29305,,275.0
"2/44 LIGAR STREET, SUNBURY",2.0,1.0,1,3429,210041540,Apartment,39.44344,0.94933,1.82011,,1.04055,280.0
"2/449 GLENFERRIE ROAD, TOORAK",2.0,1.0,1,3142,206061138,Apartment,9.5131,1.48293,2.02018,2.44917,2.0173,450.0
"2/45 ANCONA DRIVE, MILL PARK",3.0,2.0,2,3082,209041220,House,23.69132,,2.68964,2.32953,,320.0
"2/45 CURTIN STREET, BELL PARK",2.0,1.0,1,3215,203021047,Apartment,72.20855,2.09079,0.2682,0.3844599999999999,4.2453,300.0
"2/45 HARTWOOD STREET, KEW",4.0,2.0,2,3101,207011154,House,10.34661,0.56576,0.5970700000000001,1.31641,,840.0
"2/45 LEN COOK DRIVE, EASTWOOD",3.0,2.0,1,3875,205021081,House,283.89581,4.641109999999999,1.2266199999999998,3.78335,3.96804,300.0
"2/45 VALLEYVIEW DRIVE, ROWVILLE",2.0,1.0,1,3178,211011257,Apartment,38.1353,1.59865,1.60125,,,340.0
"2/453 MITCHAM ROAD, MITCHAM",3.0,2.0,1,3132,211041270,House,25.82221,0.20374,1.30778,2.03795,1.27771,360.0
"2/457 PRINCES HIGHWAY, NARRE WARREN",2.0,1.0,1,3805,212021456,Apartment,42.683,0.28464,0.99162,3.16883,0.60178,270.0
"2/46 GRANDVIEW AVENUE, RYE",2.0,1.0,1,3941,214021383,House,97.45144,6.14234,1.66562,,,240.0
"2/46 RIVERVIEW CRESCENT, EUMEMMERRING",2.0,1.0,1,3177,212021295,Apartment,39.47783999999999,0.25105,0.70438,1.27337,,270.0
"2/46 SALTLEY STREET, SOUTH KINGSVILLE",3.0,2.0,2,3015,213021344,House,11.31428,0.29567,1.13345,3.75761,1.99418,575.0
"2/47 KEELEY LANE, CARLTON NORTH",2.0,1.0,1,3054,206071140,Apartment,3.73057,2.92055,0.16179,0.73627,,650.0
"2/47 MARTIN STREET, THORNBURY",1.0,1.0,1,3071,206021112,Apartment,8.41519,1.11485,0.42462,0.41851,1.11255,270.0
"2/47 NEWHAM WAY, ALTONA MEADOWS",3.0,1.0,1,3028,213021342,Apartment,23.95606,0.9644,1.43312,,,295.0
"2/47 SESAME STREET, MOUNT WAVERLEY",3.0,2.0,2,3149,212051323,House,24.67117,3.12426,0.93862,2.39598,3.16704,440.0
"2/473 WARRIGAL ROAD, ASHWOOD",1.0,1.0,1,3147,212051319,Apartment,15.42923,1.2513800000000002,1.96882,1.4389,,340.0
"2/487 SAN MATEO AVENUE, MILDURA",3.0,2.0,2,3500,215021470,House,540.04269,,1.95827,2.00333,,290.0
"2/49 BARKLY STREET, PORTLAND",2.0,1.0,1,3305,217011422,Apartment,363.85472,2.03811,1.08979,2.20405,1.98098,160.0
"2/49 BETULA AVENUE, BUNDOORA",2.0,1.0,1,3083,209041216,Apartment,20.14658,,0.38117,0.39317,,340.0
"2/49 CHANDLER ROAD, NOBLE PARK",2.0,1.0,1,3174,212041459,Apartment,32.94869,1.13347,1.00736,0.55955,1.29984,300.0
"2/49 CROOKSTON ROAD, RESERVOIR",2.0,1.0,1,3073,209021523,Apartment,13.94418,0.8606699999999999,0.35417,,1.00433,275.0
"2/49 DALY STREET, BRUNSWICK WEST",1.0,1.0,1,3055,206011107,Apartment,6.85701,0.60614,0.34254,0.98903,,245.0
"2/49 MAITLAND STREET, GLEN IRIS",2.0,1.0,1,3146,208041194,Apartment,10.96302,0.77792,0.6737000000000001,1.5426,0.7158300000000001,340.0
"2/49 WALLACE STREET, MEREDITH",3.0,2.0,2,3333,203011035,House,109.85978,14.54388,0.94608,,1.24395,270.0
"2/5 ACHERON AVENUE, CAMBERWELL",2.0,1.0,1,3124,207011149,Apartment,10.8374,1.11624,1.17455,2.23034,1.26301,400.0
"2/5 BAWDEN STREET, CARRUM DOWNS",2.0,1.0,1,3201,214011370,Apartment,47.11415,1.43687,2.46437,3.24129,,310.0
"2/5 DALEY STREET, GLENROY",2.0,1.0,1,3046,210031535,House,14.71172,0.86188,0.6084299999999999,1.85956,,350.0
"2/5 DUMBLANE STREET, BALWYN NORTH",2.0,2.0,2,3104,207011148,House,16.41173,1.0002,0.52112,1.92725,,540.0
"2/5 ETHEL STREET, OAK PARK",2.0,1.0,1,3046,210031537,Apartment,12.06937,1.0157,0.79401,1.91955,1.11651,365.0
"2/5 FURZER STREET, PRESTON",1.0,1.0,2,3072,209021429,Apartment,9.92867,1.28962,0.58248,3.16695,,225.0
"2/5 HARDING AVENUE, BONBEACH",3.0,2.0,1,3196,208031186,House,49.12676,1.06889,1.08541,1.08377,0.33317,410.0
"2/5 JOYCE STREET, ELWOOD",2.0,1.0,1,3184,206051129,Apartment,10.54804,0.4553899999999999,1.54805,1.5722,,360.0
"2/5 NORMANBY STREET, SYDENHAM",3.0,2.0,1,3037,213011339,House,25.75535,0.75228,0.88217,1.0473,1.51234,370.0
"2/5 OLD PLENTY ROAD, SOUTH MORANG",2.0,1.0,1,3752,209041436,Apartment,25.10326,,1.48296,2.80192,,300.0
"2/5 RECEPTION AVENUE, STRATHDALE",2.0,1.0,1,3550,202011020,Apartment,154.4228,,1.90708,3.12563,,185.0
"2/5 STEWART STREET, YARRAVILLE",2.0,2.0,0,3013,213031352,House,8.32351,0.84057,0.65746,2.8415,1.25117,520.0
"2/5 SWANSTON STREET, MENTONE",3.0,2.0,2,3194,208031190,House,25.51236,0.78339,0.62467,0.6924,0.4091,550.0
"2/5 WOOD STREET, MORNINGTON",2.0,1.0,1,3931,214021591,Apartment,72.90596000000001,2.1186,1.90361,3.38188,0.7353,330.0
"2/50 DANIN STREET, PASCOE VALE",3.0,2.0,2,3044,210031538,House,12.305879999999998,0.76099,1.2581099999999998,1.18627,,410.0
"2/50 HOULAHAN STREET, FLORA HILL",3.0,2.0,2,3550,202011021,House,153.42113,,2.5905500000000004,0.58649,,330.0
"2/50 RAGLAN STREET, WHITE HILLS",3.0,2.0,1,3550,202011025,House,155.25309,3.27562,0.29928,1.63003,1.16207,260.0
"2/51 BOSTOCK AVENUE, MANIFOLD HEIGHTS",4.0,2.0,2,3218,203021040,House,76.22344,3.05569,0.65758,0.6760499999999999,,180.0
"2/51 TOPPING STREET, SALE",2.0,1.0,1,3850,205051103,Apartment,214.15972,1.15852,1.29632,1.41096,0.6144700000000001,330.0
"2/511 DANDENONG ROAD, ARMADALE",3.0,2.0,3,3143,206061135,House,11.01517,1.53682,1.99958,,1.30958,590.0
"2/517 CENTRE ROAD, BENTLEIGH",2.0,1.0,1,3204,208021174,Apartment,18.49162,,0.7607999999999999,1.10012,0.78944,420.0
"2/52 PATTY STREET, MENTONE",3.0,2.0,2,3194,208031190,House,24.49557,1.31645,1.3851300000000002,1.19714,1.16955,630.0
"2/52 SIMS STREET, SANDRINGHAM",3.0,2.0,1,3191,208011173,Apartment,18.44941,1.18393,0.60757,1.24483,0.99656,575.0
"2/52 ST ANDREWS AVENUE, ROSANNA",3.0,2.0,2,3084,209011198,House,16.62617,0.81526,0.21392,2.59545,1.05756,435.0
"2/53 ALICE STREET, CLAYTON",3.0,2.0,2,3168,212051568,House,23.69538,0.98431,1.00887,0.63112,1.02867,400.0
"2/53 BUNBURY STREET, NEWPORT",2.0,1.0,1,3015,213021344,Apartment,12.57096,1.50721,1.36303,2.33027,0.96391,380.0
"2/53 COLLINS CRESCENT, BERWICK",2.0,1.0,1,3806,212021293,Apartment,44.47454,1.35638,0.28541,2.21633,3.29418,285.0
"2/54 IVAN CRESCENT, HAMPTON PARK",3.0,1.0,2,3976,212031562,House,42.36367,,0.42143,0.50227,,310.0
"2/54 PANORAMA STREET, CLAYTON",3.0,2.0,2,3168,212051568,House,23.50264,1.41778,0.55496,0.6194400000000001,1.13541,460.0
"2/540 GLEN HUNTLY ROAD, ELSTERNWICK",2.0,1.0,1,3185,208021179,Apartment,12.1095,,1.10214,1.17751,1.22465,390.0
"2/55 ATKINSON STREET, CHADSTONE",4.0,2.0,2,3148,212051319,Apartment,17.84507,2.36196,1.4244,1.25749,,380.0
"2/55 HILLVIEW AVENUE, MOUNT WAVERLEY",5.0,2.0,2,3149,212051324,House,18.67506,1.53549,0.95944,4.05499,,620.0
"2/56 ALEXANDRA STREET, GREENSBOROUGH",3.0,2.0,2,3088,209011197,House,22.09913,0.77381,0.8795700000000001,1.34347,1.56678,420.0
"2/56 AMBER CRESCENT, NARRE WARREN",3.0,1.0,1,3805,212021455,Apartment,42.54668,2.17698,2.3965300000000003,,,325.0
"2/56 BELFORD ROAD, KEW EAST",2.0,1.0,1,3102,207011154,House,9.5161,0.24115,0.1906699999999999,2.22902,,338.3333333333333
"2/56 SUTHERLAND ROAD, ARMADALE",2.0,1.0,1,3143,206061135,Apartment,9.56844,0.8624299999999999,1.19475,,0.28322,340.0
"2/56 VENICE STREET, MORNINGTON",2.0,1.0,1,3931,214021592,House,73.93942,0.99738,1.6897,0.9664,,270.0
"2/57 CHALLIS STREET, NEWPORT",2.0,2.0,1,3015,213021344,House,12.7432,0.83292,0.57277,1.21314,1.81905,400.0
"2/57 WATSONS ROAD, GLEN WAVERLEY",2.0,2.0,1,3150,212051321,House,24.95556,1.38718,0.26713,0.75706,,375.0
"2/57-59 GOLDEN AVENUE, CHELSEA",2.0,1.0,1,3196,208031186,Apartment,47.81511,0.45776,0.54686,2.23817,1.33317,355.0
"2/57-59 WILSONS ROAD, NEWCOMB",2.0,1.0,1,3219,203021045,Apartment,83.35805,,0.2668899999999999,1.1279,,295.0
"2/58 SNELL GROVE, OAK PARK",2.0,1.0,1,3046,210031538,House,13.316870000000002,1.23541,0.83386,0.97863,,370.0
"2/59 ARGYLE AVENUE, CHELSEA",2.0,1.0,1,3196,208031186,Apartment,48.29976,1.0864200000000002,0.18761,1.86483,0.38758,335.0
"2/59-61 ELIZABETH STREET, NEWPORT",3.0,2.0,1,3015,213021344,House,11.84719,0.8532000000000001,0.07972,2.18546,1.53946,455.0
"2/6 BIRRARUNG RISE, YARRA JUNCTION",3.0,2.0,2,3797,211051286,House,67.06107,4.35797,0.91972,2.16141,,350.0
"2/6 BORVA DRIVE, KEILOR EAST",3.0,2.0,1,3033,210011534,House,16.17938,2.5176100000000003,0.82504,1.27562,,400.0
"2/6 BOYLE STREET, GOLDEN POINT",2.0,1.0,1,3451,201011483,House,114.9578,0.94278,0.70929,0.90188,,195.0
"2/6 BRIDGES AVENUE, MOOROOLBARK",2.0,1.0,1,3138,211051281,House,37.18004,1.23618,1.18428,1.08629,1.15788,340.0
"2/6 CENTRAL AVENUE, MOOROOLBARK",2.0,1.0,1,3138,211051281,House,36.08558,1.54211,0.13243,0.69625,0.5867899999999999,290.0
"2/6 COCHRANE COURT, INVERMAY",3.0,1.0,2,3352,201011482,House,120.60112,1.17106,2.27819,4.30782,4.606649999999999,250.0
"2/6 HANMER STREET, WILLIAMSTOWN",2.0,1.0,1,3016,213021346,Apartment,14.11489,0.25285,0.8873099999999999,2.38465,0.23706,360.0
"2/6 HARTINGTON STREET, KEW",2.0,1.0,1,3101,207011522,Apartment,7.69311,0.49633,1.30353,2.76262,,385.0
"2/6 JESSOP STREET, GREENSBOROUGH",2.0,1.0,1,3088,209011197,Apartment,21.29337,0.41337,0.37955,1.09309,1.62771,340.0
"2/6 MERRILANDS ROAD, RESERVOIR",2.0,1.0,1,3073,209021524,Apartment,14.82016,,0.49429,0.55676,,330.0
"2/6 NAVIGATOR STREET, MARIBYRNONG",2.0,1.0,0,3032,213031349,Apartment,8.45087,0.29117,0.87838,2.0950900000000003,,350.0
"2/6 PASK STREET, OAKLEIGH EAST",2.0,1.0,1,3166,212051326,Apartment,19.36235,3.19409,0.38057,1.65318,2.29978,360.0
"2/6 RACE STREET, FLORA HILL",1.0,1.0,1,3550,202011021,House,152.41997,,1.7513800000000002,1.0061,,160.0
"2/6 REDAN STREET, ST KILDA",2.0,1.0,1,3182,206051513,Apartment,7.19528,1.38643,1.72438,0.97858,,370.0
"2/6 RUPERT STREET, DONCASTER EAST",3.0,2.0,2,3109,207021425,House,21.71598,1.1667,0.67971,1.37168,,530.0
"2/6 SKERRY STREET, CHILTERN",2.0,1.0,2,3683,204031070,House,279.85691,5.7967,1.0936199999999998,,1.61981,185.0
"2/6-8 QUEENS PARADE, ASHWOOD",2.0,1.0,1,3147,212051319,Apartment,15.81534,0.5327999999999999,1.25024,0.7203200000000001,,370.0
"2/60 MIDDLE ROAD, MARIBYRNONG",2.0,1.0,1,3032,213031349,Apartment,9.43837,0.5891799999999999,0.20214,2.05277,,300.0
"2/60 ROSE STREET, ALTONA",2.0,1.0,1,3018,213021341,Apartment,20.80248,0.45265,0.8073899999999999,0.65461,1.00616,305.0
"2/61 DAVID STREET NORTH, KNOXFIELD",3.0,2.0,2,3180,211011254,House,37.204910000000005,2.2203000000000004,0.5561,2.33387,,415.0
"2/61 JAGUAR DRIVE, CLAYTON",3.0,2.0,2,3168,212051568,House,26.07735,1.4005,1.32417,2.21008,1.48625,410.0
"2/61-63 WARRANDYTE ROAD, RINGWOOD",2.0,1.0,1,3134,211031266,Apartment,27.66355,0.99418,1.18178,1.26462,1.30533,320.0
"2/610A TALBOT STREET SOUTH, BALLARAT",3.0,1.0,2,3350,201011484,House,117.57023,1.31179,0.58511,2.75262,,295.0
"2/618 BLACKBURN ROAD, GLEN WAVERLEY",3.0,2.0,2,3150,212051322,House,22.06577,3.39,2.03424,4.25165,3.19288,460.0
"2/63 BOOTH STREET, GOLDEN SQUARE",2.0,1.0,1,3555,202011022,Apartment,149.04504999999995,,0.4221999999999999,2.62691,0.94629,260.0
"2/63 BRADMAN BOULEVARD, TRARALGON",4.0,2.0,2,3844,205041494,House,165.05945,,0.9477,0.90328,,320.0
"2/63 CAMBRIDGE DRIVE, MANSFIELD",3.0,2.0,3,3722,204011057,House,207.20795,14.23889,1.84899,2.56468,14.80457,330.0
"2/63 HAWTIN STREET, TEMPLESTOWE",2.0,1.0,1,3106,207021159,Apartment,19.2492,0.7867799999999999,1.35963,,,350.0
"2/63 KING PARADE, KNOXFIELD",6.0,3.0,2,3180,211011254,House,36.93984,1.61172,0.99482,2.33242,,580.0
"2/63 ROSSLYN STREET, WEST MELBOURNE",3.0,3.0,2,3003,206041510,House,1.76103,0.86717,0.42811,0.59497,,760.0
"2/64 JUSTICE ROAD, COWES",3.0,2.0,2,3922,205031091,House,142.32816,2.08281,2.81456,8.64817,,270.0
"2/64 ROBERTSONS ROAD, KALIMNA WEST",1.0,1.0,1,3909,205021084,Apartment,308.17625,6.38198,4.3861300000000005,11.05255,,160.0
"2/64 WATERLOO ROAD, NORTHCOTE",2.0,1.0,2,3070,206021499,Apartment,6.93555,1.07913,0.61771,0.91983,1.13375,330.0
"2/64 WILLIAMS ROAD, PRAHRAN",2.0,1.0,0,3181,206061136,Apartment,8.12811,,0.96232,1.17157,1.56754,470.0
"2/65 CABERNET CRESCENT, BUNDOORA",3.0,2.0,1,3083,209041217,House,18.44661,0.76797,1.63914,1.67867,,385.0
"2/66-68A BRUNSWICK ROAD, BRUNSWICK",3.0,2.0,1,3056,206011496,House,4.118600000000001,1.00455,1.97086,1.64034,1.23756,705.0
"2/667 PLENTY ROAD, RESERVOIR",1.0,1.0,0,3073,209021525,Apartment,11.57889,3.05662,0.44458,1.85009,,320.0
"2/67 ARMATA CRESCENT, FRANKSTON NORTH",3.0,3.0,2,3200,214011372,House,50.78756,0.64379,0.26619,0.22077,,320.0
"2/67 FRANKSTON FLINDERS ROAD, FRANKSTON",2.0,1.0,1,3199,214011371,Apartment,55.33386,1.0136699999999998,1.5068199999999998,1.19529,1.34493,235.0
"2/67-71 OSBORNE STREET, FLORA HILL",3.0,2.0,2,3550,202011021,House,152.48656,,1.67259,1.53586,,330.0
"2/68 BRINSLEY ROAD, CAMBERWELL",2.0,1.0,1,3124,207011149,Apartment,10.59007,0.41983,1.11556,0.6167699999999999,0.36839,400.0
"2/68 TRUGANINI RD, CARNEGIE",3.0,1.0,1,3163,208021176,House,16.110030000000002,0.65898,0.04352,,1.04641,495.0
"2/68 TRUGANINI ROAD, CARNEGIE",3.0,1.0,1,3163,208021176,House,16.03583,0.7333200000000001,0.07947,,1.0823699999999998,510.0
"2/69 HAMILTON STREET, YARRAVILLE",1.0,1.0,1,3013,213031352,Apartment,8.3605,0.8775599999999999,0.48271,2.66676,1.28816,280.0
"2/7 DUNBLANE ROAD, NOBLE PARK",2.0,1.0,1,3174,212041459,Apartment,33.368610000000004,0.69439,1.42728,0.76064,0.64052,250.0
"2/7 EVANS AVENUE, HAMPTON EAST",2.0,1.0,1,3188,208011172,Apartment,20.81752,1.4578,1.99959,4.05557,5.10067,380.0
"2/7 EVERGREEN WAY, LANGWARRIN",4.0,2.0,2,3910,214011374,House,54.41141,3.30766,1.1453,4.85037,6.67104,375.0
"2/7 FULHAM ROAD, ALPHINGTON",3.0,2.0,1,3078,206021110,House,9.12418,0.62886,0.83482,,1.14076,580.0
"2/7 GLENOLA ROAD, CHELSEA",2.0,1.0,1,3196,208031186,Apartment,48.49924,1.02735,0.38708,1.80576,0.58705,330.0
"2/7 GREENLEAF CIRCUIT, TARNEIT",3.0,2.0,1,3029,213051585,House,33.31705,,,0.8764500000000001,,310.0
"2/7 HEATH AVENUE, OAKLEIGH",3.0,2.0,2,3166,212051326,House,19.05469,3.57446,1.42492,2.69085,1.54855,580.0
"2/7 IVANHOE PARADE, IVANHOE",2.0,1.0,1,3079,209011200,Apartment,11.78872,0.7136,0.5029100000000001,,0.4791499999999999,380.0
"2/7 KALLISTA EMERALD ROAD, KALLISTA",1.0,1.0,2,3791,211051282,House,49.71852,0.95169,0.78296,,,250.0
"2/7 MELINGA CRESCENT, CHADSTONE",4.0,2.0,2,3148,212051319,House,18.72153,0.83773,0.79792,0.92672,,649.0
"2/7 NEWTON STREET, CHADSTONE",3.0,2.0,2,3148,212051319,House,18.01732,2.53422,1.5966600000000002,1.42974,,550.0
"2/7 O'SHANNESSY COURT, ALTONA MEADOWS",2.0,1.0,1,3028,213021342,Apartment,25.24737,0.32059,0.4740899999999999,,,282.5
"2/7 PRINCE EDWARD AVENUE, MCKINNON",5.0,2.0,4,3204,208021174,House,17.10828,,1.58877,1.9281,0.28217,795.0
"2/7 VAUTIER STREET, ELWOOD",2.0,1.0,1,3184,206051129,Apartment,10.07376,0.49454,0.75199,0.88962,,395.0
"2/7 WORDSWORTH STREET, MOOROOLBARK",3.0,2.0,2,3138,211051281,House,37.21133,1.22297,1.21557,1.11758,1.0933199999999998,390.0
"2/7-9 BELL STREET, COBURG",2.0,2.0,1,3058,206011497,House,8.05874,0.27961,0.64607,0.5802,,380.0
"2/70 NICHOLSON STREET, FITZROY",1.0,1.0,0,3065,206071142,Apartment,1.53923,0.83957,0.80402,1.04973,0.71582,400.0
"2/70 THE CRESCENT, TYABB",3.0,2.0,2,3913,214021385,House,70.00297,1.37664,0.1281,2.2017800000000003,0.7955599999999999,360.0
"2/711 BARKLY STREET, WEST FOOTSCRAY",2.0,2.0,1,3012,213031351,House,10.06586,0.44871,0.97006,,0.8259099999999999,190.0
"2/73 HARGREAVES STREET, BENDIGO",2.0,1.0,1,3550,202011018,Apartment,152.25351999999998,1.86915,0.93793,0.36369,2.5546,250.0
"2/73 HOOK STREET, ALTONA MEADOWS",2.0,1.0,1,3028,213021342,House,23.36603,0.92398,0.4865299999999999,,,270.0
"2/73 KINGSVILLE STREET, KINGSVILLE",1.0,1.0,1,3012,213031350,House,9.04191,1.80316,,,2.07372,215.0
"2/74 MATHOURA ROAD, TOORAK",2.0,1.0,1,3142,206061138,Apartment,7.08679,1.11247,0.62846,2.33664,2.24507,480.0
"2/74 MURRAY CRESCENT, ROWVILLE",3.0,1.0,1,3178,211011256,Apartment,35.698519999999995,1.12358,1.11079,1.73328,,366.6666666666667
"2/75 ELIZABETH STREET, GEELONG WEST",2.0,1.0,1,3218,203021040,Apartment,77.08927,4.26107,1.39246,2.29969,,280.0
"2/76 THAMES PROMENADE, CHELSEA",2.0,1.0,1,3196,208031186,Apartment,47.50154,1.81027,0.89274,2.59704,0.45906,325.0
"2/77 BOWMORE ROAD, NOBLE PARK",2.0,1.0,1,3174,212041459,House,30.63772,0.03795,1.15456,2.17166,1.7163199999999998,260.0
"2/77 CLAUSCEN STREET, FITZROY NORTH",1.0,1.0,1,3068,206071143,Apartment,5.01683,1.66995,0.26548,1.68552,1.41026,275.0
"2/77 VIEW STREET, GLENROY",3.0,2.0,2,3046,210031535,House,15.32372,0.71116,0.30536,1.25666,,326.0
"2/79 MITFORD STREET, ELWOOD",3.0,2.0,2,3184,206051129,House,8.88017,1.6158800000000002,0.66591,0.59939,,780.0
"2/795 BURWOOD ROAD, HAWTHORN EAST",2.0,1.0,1,3123,207011152,Apartment,8.74359,0.83354,1.54539,2.56925,0.94065,385.0
"2/8 AUREA COURT, NARRE WARREN",3.0,1.0,2,3805,212021456,Apartment,45.37625,1.79111,0.43433,6.09782,3.073,275.0
"2/8 BEVIS STREET, MULGRAVE",3.0,2.0,1,3170,212051325,House,30.89146,2.92685,0.7603099999999999,1.1764400000000002,,430.0
"2/8 ILLAWARRA ROAD, HAWTHORN",1.0,1.0,1,3122,207011520,Apartment,8.58927,1.20352,0.91475,1.26762,1.79218,295.0
"2/8 LAWRENCE STREET, ALFREDTON",1.0,1.0,1,3350,201011001,Apartment,119.36472,1.81453,1.08745,,,152.5
"2/8 MITFORD STREET, ST KILDA",2.0,1.0,1,3182,206051513,Apartment,7.870319999999999,0.37388,1.26806,0.71294,,340.0
"2/8 MURRA COURT, ASHWOOD",2.0,1.0,1,3147,212051319,Apartment,18.43617,0.7980499999999999,1.30889,1.15741,,360.0
"2/8 NIKOLA COURT, MARSHALL",3.0,2.0,2,3216,203021485,House,89.26528,0.7802899999999999,,4.980569999999999,,350.0
"2/8 ROSEDALE AVENUE, GLEN HUNTLY",1.0,1.0,1,3163,208021182,Apartment,14.9592,1.77963,2.64935,,0.29596,250.0
"2/8-10 DARLING STREET, SALE",3.0,1.0,2,3850,205051103,House,215.4332,1.31078,0.77416,0.93325,2.63177,325.0
"2/80 BRUNSWICK ROAD, MITCHAM",3.0,2.0,2,3132,211041270,House,27.94192,1.0862,0.72851,2.13444,1.3742,495.0
"2/81 CAMBRIDGE DRIVE, MANSFIELD",3.0,2.0,2,3722,204011057,House,207.36963,14.40057,2.01067,2.56192,14.96625,300.0
"2/817 TOORAK ROAD, HAWTHORN EAST",2.0,1.0,1,3123,207011152,Apartment,10.29559,0.6618200000000001,1.01007,0.71362,3.34319,370.0
"2/82 WALSGOTT STREET, NORTH GEELONG",2.0,1.0,1,3215,203021047,Apartment,71.26409,1.37775,1.35482,0.97628,2.11045,220.0
"2/83 NORTH VALLEY ROAD, HIGHTON",2.0,1.0,1,3216,203021042,Apartment,83.82366,0.82427,1.04871,2.5946,,300.0
"2/835 PLENTY ROAD, RESERVOIR",3.0,1.0,2,3073,209021525,House,13.30661,2.77549,1.59903,0.4811,,290.0
"2/83B COMO PARADE EAST, PARKDALE",1.0,1.0,1,3195,208031193,Apartment,26.70061,1.1042,1.22972,2.24212,0.3621499999999999,350.0
"2/84 THE ESPLANADE, TORQUAY",2.0,1.0,1,3228,203031053,Apartment,102.81917,0.46889,1.14688,1.76405,,295.0
"2/85 DROOP STREET, FOOTSCRAY",1.0,1.0,1,3011,213031348,Apartment,7.81994,0.35032,0.8389099999999999,0.28549,1.0931099999999998,230.0
"2/85 GROSVENOR STREET, BALACLAVA",1.0,1.0,1,3183,206051134,Apartment,9.03987,1.83573,2.38205,1.1772,0.2417,270.0
"2/85 OAKLEIGH ROAD, CARNEGIE",3.0,2.0,2,3163,208021176,House,16.66113,0.9173,1.20319,,1.82008,700.0
"2/85-89 RAIL STREET, WANDONG",3.0,2.0,2,3758,209041224,House,53.15293,43.67638,0.57668,10.62385,0.42638,300.0
"2/86 CURDIE STREET, COBDEN",2.0,1.0,1,3266,217031475,House,201.20813,0.99296,0.72764,1.12727,0.75736,200.0
"2/86 PENTLAND PARADE, YARRAVILLE",2.0,1.0,1,3013,213031352,Apartment,8.27101,0.78806,0.26469,3.00138,1.19867,300.0
"2/86 ROSSACK DRIVE, WAURN PONDS",2.0,1.0,1,3216,203021487,Apartment,85.31231,,2.0767,2.03724,,300.0
"2/87 COMO PARADE EAST, PARKDALE",2.0,1.0,1,3195,208031193,Apartment,26.78739,1.07966,1.20518,2.21758,0.33761,345.0
"2/87 GRAHAM STREET, SUNSHINE",3.0,1.0,2,3020,213011336,House,13.86325,0.45672,0.67411,0.40108,0.98408,350.0
"2/87 LAKE BUNGA BEACH ROAD, LAKES ENTRANCE",2.0,1.0,1,3909,205021084,Apartment,322.59241,4.03647,2.9723,5.07083,,220.0
