address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"10 SPRING CIRCUIT, PAKENHAM",3.0,2.0,1,3810,212011552,House,58.332440000000005,,1.91861,0.99231,3.55099,,,,360.0
"10 ST ANDREWS DRIVE, JAN JUC",3.0,2.0,1,3228,203031053,House,104.79588,1.10021,2.71301,3.19515,,,2.95972,2.03567,570.0
"10 ST GEORGES COURT, GLEN WAVERLEY",4.0,2.0,2,3150,212051321,House,26.631310000000003,1.79584,1.22743,3.52931,,,1.93413,,550.0
"10 ST JAMES AVENUE, KALLISTA",4.0,1.0,2,3791,211051282,House,51.18663,0.9317,0.75755,,,,4.7782,,625.0
"10 ST JAMES DRIVE, YINNAR",3.0,2.0,2,3869,205041094,House,161.71267,2.8707800000000003,0.8325199999999999,7.5095,,,9.86774,,400.0
"10 STEWART STREET, GRANTVILLE",3.0,2.0,1,3984,205031093,House,101.05128,6.62798,6.714270000000001,32.95509,7.71147,35.126580000000004,12.68911,,395.0
"10 STIRLING ROAD, METUNG",3.0,2.0,2,3904,205021084,House,311.80369,0.40512,1.00759,25.91627,,,24.91475,,300.0
"10 STONEMARK STREET, SUNSHINE",3.0,1.0,1,3020,213011336,House,13.40588,0.61982,0.6207999999999999,2.6430100000000003,1.57471,,0.80187,,350.0
"10 STRAWBENT RISE, NARRE WARREN",3.0,1.0,2,3805,212021456,House,42.17273,0.66112,1.11016,2.65856,1.54596,,,1.88668,360.0
"10 SUMMIT CRESCENT, BROWN HILL",3.0,2.0,1,3350,201011481,House,111.04727,2.7754000000000003,1.65811,1.86122,3.28625,,,,320.0
"10 SUNNINGDALE DRIVE, HILLSIDE",3.0,2.0,2,3875,213041575,House,28.95787,0.29035,1.41081,,,,,,410.0
"10 SURREY ST, MCCRAE",3.0,1.0,3,3938,214021384,House,88.74305,0.61095,2.1508000000000003,3.83413,,4.35266,4.92058,,450.0
"10 SURREY STREET, MCCRAE",3.0,1.0,3,3938,214021384,House,88.74305,0.61095,2.1508000000000003,3.83413,,4.35266,4.92058,,450.0
"10 SWAN STREET, MELTON",3.0,1.0,1,3337,213041577,House,46.59212,0.35244,1.11976,,,,0.7753,,310.0
"10 TAMLYN ST, THOMSON",2.0,1.0,1,3219,203021039,House,82.03269999999999,0.42057,0.22571,1.55673,2.64805,2.1880900000000003,3.66732,,360.0
"10 TAMLYN STREET, THOMSON",2.0,1.0,1,3219,203021039,House,82.0493,0.43938,0.24453,1.57333,2.66464,2.20468,3.68391,,360.0
"10 TARRION RISE, CRAIGIEBURN",3.0,2.0,1,3064,210051542,House,38.82613,,1.07164,,,,,,385.0
"10 TEAL PLACE, BAXTER",3.0,1.0,2,3911,214021385,House,60.95032,0.14454,2.70134,5.37494,0.77922,,,,500.0
"10 TELFORD ST, YARRAWONGA",3.0,2.0,4,3730,216021414,House,272.25338,2.48722,1.7044,1.3976,0.3555,1.71853,0.20713,,470.0
"10 TELFORD STREET, YARRAWONGA",3.0,2.0,4,3730,216021414,House,272.25338,2.48722,1.7044,1.3976,0.3555,1.71853,0.20713,,470.0
"10 THE CREST, ATTWOOD",3.0,2.0,2,3049,210051245,House,20.22663,1.29825,1.18797,3.0527100000000003,,,0.4471,2.06222,370.0
"10 THE ROBBINS, SEABROOK",3.0,1.0,4,3028,213021345,House,25.39259,1.25797,1.18687,,,,,,350.0
"10 TUNBRIDGE STREET, LUCAS",3.0,2.0,2,3350,201011001,House,124.98982,2.66024,0.65259,,,,,,410.0
"10 VASEY AVENUE, MOUNT WAVERLEY",4.0,3.0,2,3149,212051324,House,23.50326,0.71177,0.13393,0.6871900000000001,,0.70786,3.3674,5.63712,850.0
"10 VICKERS COURT, CORIO",3.0,1.0,1,3214,203021486,House,66.83816,0.37333,1.42151,1.45143,3.22859,,,,360.0
"10 VIVI COURT, SKYE",3.0,2.0,2,3977,214011376,House,50.70125,,1.21922,,,,,,455.0
"10 WANDA AVENUE, WANDIN NORTH",4.0,2.0,6,3139,211051285,House,47.59324,,1.05073,,,,,,500.0
"10 WANDO COURT, PORTLAND",3.0,1.0,1,3305,217011422,House,365.25131,1.29045,0.86458,2.8838000000000004,3.24153,4.69897,2.78458,,380.0
"10 WARNOCK STREET, MALDON",3.0,1.0,3,3463,202021028,House,144.11448,1.35946,1.38549,25.846490000000003,2.11853,0.48308,1.48482,,385.0
"10 WATSONS BEND, FINGAL",4.0,4.0,3,3939,214021383,House,99.95205,5.61436,6.70613,,,,9.86394,,700.0
"10 WATTLE COURT, WODONGA",3.0,1.0,2,3690,204031492,House,309.81969,0.23586,1.13392,2.13398,2.94531,2.34943,3.0510900000000003,,390.0
"10 WAVERLEY COURT, GLADSTONE PARK",4.0,2.0,2,3043,210051245,House,20.070310000000003,1.28867,0.80572,0.83597,,,2.5864000000000003,1.60912,450.0
"10 WEATHERBY DRIVE, STRATHDALE",4.0,2.0,2,3550,202011020,House,154.71159,3.92474,1.65772,0.82267,,,,,540.0
"10 WEBB STREET, BUNYIP",2.0,1.0,2,3815,212011547,House,82.19242999999999,0.37183,0.5226799999999999,8.8393,0.82831,0.07354,0.17053,,330.0
"10 WEBSTER STREET, IRONBARK",3.0,1.0,1,3550,202011018,House,151.7113,0.49316,0.09575,1.60831,3.16302,2.7372,1.65552,2.26547,350.0
"10 WESTMORE DRIVE, HEATHMONT",5.0,2.0,2,3135,211031267,House,29.59594,0.73262,1.1983199999999998,1.27433,1.78636,5.39896,,,540.0
"10 WHITE GUM PLACE, RESEARCH",4.0,2.0,2,3095,209031214,House,28.06859,8.45654,0.10105,0.8276699999999999,,,,,750.0
"10 WHITTAKER AVENUE, LAVERTON",3.0,1.0,2,3028,213051363,House,20.24657,0.17536,0.7761699999999999,,2.48152,,2.1157600000000003,,340.0
"10 WILLIAM WRIGHT WYND, HOPPERS CROSSING",3.0,2.0,2,3029,213051362,House,31.71433,3.02797,1.06022,4.08261,,,,,390.0
"10 WILMOTT STREET, LUCAS",4.0,2.0,2,3350,201011001,House,126.67752,2.936,1.00842,,,,,,420.0
"10 WINDSOR STREET, WODONGA",3.0,2.0,2,3690,204031491,House,314.45688,0.70477,1.1841400000000002,7.87635,11.24341,,,,450.0
"10 WIRRA MIRRA DR, WURRUK",3.0,2.0,0,3850,205051103,House,210.84394,0.49511,1.97122,4.5478000000000005,5.470149999999999,,4.06686,,310.0
"10 WIRRA MIRRA DRIVE, WURRUK",3.0,2.0,1,3850,205051103,House,210.84394,0.49511,1.97122,4.5478000000000005,5.470149999999999,,4.06686,,310.0
"10 WITHERS STREET, HUNTLY",4.0,2.0,2,3551,206051128,House,5.39656,0.16141,0.2094,0.7586499999999999,1.90944,,3.40142,,400.0
"10 WOODLANDS ROAD, CRANBOURNE SOUTH",5.0,3.0,0,3977,212031303,House,53.12727,3.05174,4.06074,10.24996,12.71211,,,,1200.0
"10 WOODS STREET, ASCOT VALE",2.0,1.0,1,3032,206031113,House,8.07683,1.08024,1.1135,,2.13896,,,,595.0
"10 YARROW CIRCUIT, BARANDUDA",3.0,2.0,2,3691,204031491,House,322.88209,1.04795,0.75001,2.04278,11.27972,,,,440.0
"10 YOLANDA COURT, KILSYTH",3.0,2.0,2,3137,211031450,House,35.705949999999994,1.68913,2.2413000000000003,3.62982,,,3.94301,,500.0
"10 YORKSHIRE CRESCENT, SHEPPARTON",3.0,1.0,2,3630,216031594,House,180.44381,2.06396,0.46813,0.4491,2.49458,,3.53182,,315.0
"10-12 FROGMORE CRESCENT, PARK ORCHARDS",4.0,2.0,3,3114,211021261,House,27.296080000000003,0.43247,1.80915,1.97107,,,,,890.0
"10/1 KARRAKATTA STREET, BLACK ROCK",1.0,1.0,1,3193,208011173,Apartment,20.81863,1.17781,0.61488,2.12155,3.45582,2.1553400000000003,0.70437,,395.0
"10/1 SOMERS STREET, NOBLE PARK",1.0,1.0,1,3174,212041460,Apartment,35.076809999999995,1.17591,1.81751,,3.30762,,,,245.0
"10/1 THE ESPLANADE, TORQUAY",1.0,1.0,1,3228,203031053,Apartment,104.1061,1.04805,2.66085,3.05098,,,2.90756,3.42798,380.0
"10/1-5 LYNDHURST STREET, RICHMOND",1.0,1.0,1,3121,206071517,Apartment,4.20987,0.3469399999999999,1.05648,1.22722,1.2086400000000002,,,,430.0
"10/10 ACLAND STREET, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,7.98541,1.06966,0.8070700000000001,1.48362,0.6716,,,,325.0
"10/10 ARNOTT STREET, CLAYTON",2.0,1.0,1,3168,212051567,Apartment,23.64747,3.1303,1.56326,2.44363,,,,,350.0
"10/10 PARKHILL DRIVE, BERWICK",3.0,2.0,1,3806,212021293,House,44.18729,0.80126,0.4492,1.66121,2.9435,,2.58827,2.00983,370.0
"10/105 HOPE STREET, BRUNSWICK",2.0,2.0,1,3056,206011496,House,6.9100600000000005,0.52983,1.4103800000000002,0.6944,0.88189,,1.22437,,500.0
"10/106 WANTIRNA ROAD, RINGWOOD",4.0,3.0,2,3134,211011259,House,29.68141,1.7369,2.11755,3.27858,,,,1.20824,670.0
"10/110 COOPER STREET, STAWELL",1.0,1.0,0,3380,215011392,Apartment,233.74559,1.11879,0.40322,1.36129,1.9558,1.4450999999999998,2.09473,,170.0
"10/1120 HAVELOCK STREET, BALLARAT NORTH",3.0,2.0,1,3350,201011482,House,115.43191,1.80534,0.99492,2.87215,3.21473,,,,350.0
"10/12 CREFDEN STREET, MAIDSTONE",2.0,1.0,0,3012,213031347,House,11.42876,0.10587,1.77933,1.6985599999999998,3.49062,,1.2920699999999998,,335.0
"10/12 GLENIFFER AVENUE, BRIGHTON EAST",2.0,2.0,1,3187,208011170,House,18.54614,1.81545,2.53955,2.24526,,,,,480.0
"10/129 HARRAP ROAD, MOUNT MARTHA",3.0,2.0,2,3934,214021382,House,72.68088,1.2746,2.14193,,,,,,585.0
"10/13 ST LEONARDS AVENUE, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,8.405850000000001,0.82051,1.22752,1.99061,0.576,,,,310.0
"10/13 ULUPNA ROAD, ORMOND",2.0,1.0,1,3204,208021182,Apartment,16.988490000000002,0.81852,1.33418,,0.44524,,1.68666,,410.0
"10/13 ULUPNA ROAD, ORMOND",2.0,1.0,1,3204,208021182,House,16.988490000000002,0.81852,1.33418,,0.44524,,1.68666,,360.0
"10/14 JOLLEY STREET, BRUNSWICK WEST",1.0,1.0,1,3055,206011107,Apartment,7.86766,0.04351,0.30307,0.1553899999999999,,,,,295.0
"10/141 DUDLEY STREET, WALLAN",3.0,2.0,1,3756,209041224,House,52.416160000000005,43.31714,0.51079,2.18014,4.301699999999999,,1.9515,,390.0
"10/142 RIVERSDALE ROAD, HAWTHORN",1.0,1.0,1,3122,207011520,Apartment,8.30275,0.25105,0.6282300000000001,0.9811,1.50566,,1.10683,,300.0
"10/143 NEPEAN HIGHWAY, ASPENDALE",1.0,1.0,1,3195,208031189,Apartment,48.40838,0.8538600000000001,1.08204,1.13793,0.19028,,,,350.0
"10/148 GLEN HUNTLY ROAD, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,9.64823,1.11725,0.67241,0.58911,,,0.87936,,250.0
"10/151-153 HUNTINGDALE ROAD, ASHWOOD",2.0,2.0,1,3147,212051319,Apartment,19.9415,0.93077,0.98447,1.11829,,,,,464.0
"10/1517 MALVERN ROAD, GLEN IRIS",2.0,1.0,1,3146,208041194,House,11.93867,0.72753,0.46299,1.77647,0.90498,,2.01201,,380.0
"10/152 PRINCESS STREET, KEW",2.0,2.0,2,3101,207011522,House,8.182739999999999,0.58402,1.53991,2.57966,,2.4581500000000003,,0.7801699999999999,450.0
"10/1555 HIGH STREET, GLEN IRIS",1.0,1.0,1,3146,208041194,Apartment,12.28225,1.44293,1.09664,2.54364,0.29283,,2.90211,,350.0
"10/162 STOCKMANS WAY, KENSINGTON",2.0,2.0,1,3031,206041121,House,5.7395,0.58978,1.46775,1.18073,1.6364,,,,520.0
"10/164 NAPIER ST, ESSENDON",2.0,1.0,1,3040,206031502,Apartment,8.59603,1.39708,0.4995,0.65991,0.47224,,1.24649,,315.0
"10/168 ARDEN STREET, NORTH MELBOURNE",1.0,1.0,0,3051,206041506,Apartment,1.87338,0.4480099999999999,0.8956000000000001,0.77386,1.67442,,,,250.0
"10/17 HALSTEAD PLACE, GEELONG WEST",1.0,1.0,1,3218,203021040,Apartment,78.15959,0.5679500000000001,1.01073,3.3700300000000003,,,,,400.0
"10/17-21 BLACKWOOD STREET, NORTH MELBOURNE",2.0,1.0,2,3051,206041506,Apartment,2.00778,0.58241,1.03,0.90826,1.80882,,,,430.0
"10/174 BEACH ROAD, PARKDALE",2.0,1.0,2,3195,208031193,House,28.22032,0.8949,1.26853,2.95744,1.09567,1.69838,1.1833900000000002,2.61595,420.0
"10/18 AVONDALE AVENUE, CHELSEA",1.0,1.0,1,3196,208031186,Apartment,47.82547,1.95404,1.03651,2.74081,0.68137,,0.4343,,430.0
"10/182 WEATHERALL ROAD, BEAUMARIS",2.0,1.0,1,3193,208011168,Apartment,23.25987,0.7417999999999999,1.82366,2.39045,,,3.08906,3.47127,450.0
"10/187 BEACONSFIELD PARADE, MIDDLE PARK",1.0,1.0,1,3206,206051128,Apartment,6.26001,1.49877,0.62428,1.4336099999999998,1.22499,,4.26488,,390.0
"10/1A RIPLEY GROVE, CAULFIELD NORTH",3.0,2.0,1,3161,208021177,House,12.19303,1.53898,0.97672,1.27546,2.10362,,,1.06522,600.0
"10/2 MONASH GREEN DRIVE, CLAYTON",2.0,1.0,1,3168,212051568,Apartment,23.11776,1.02927,0.64355,0.15461,1.22079,1.14739,1.03407,,370.0
"10/2 PARK STREET, GEELONG",2.0,1.0,1,3220,203021039,House,75.11288,0.2192899999999999,0.90999,0.59296,1.70151,0.71375,1.54896,,365.0
"10/20 WYNNSTAY ROAD, PRAHRAN",2.0,1.0,1,3181,206061136,House,8.78914,,0.03497,1.73638,2.09629,,1.68695,,380.0
"10/204 WHITEHORSE ROAD, BALWYN",2.0,2.0,1,3103,207011147,House,10.98199,0.31277,0.13316,0.7894800000000001,,,0.1861699999999999,,549.0
"10/205 BARKLY AVENUE, BURNLEY",2.0,1.0,1,3121,206071517,House,6.28202,0.38563,0.34778,2.10958,0.40361,,,,550.0
"10/222 MASON STREET, NEWPORT",3.0,2.0,1,3015,213021344,House,13.17488,0.71935,0.91541,2.31885,2.25073,,2.11047,,495.0
"10/229 BRIGHTON ROAD, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,9.16979,1.90118,0.7639199999999999,1.0083,,,1.29855,,450.0
"10/236 WATTLETREE ROAD, MALVERN",2.0,1.0,1,3144,208041194,Apartment,12.60499,0.5985499999999999,1.07695,1.52978,0.96158,,1.88825,,370.0
"10/236 WATTLETREE ROAD, MALVERN",2.0,1.0,1,3144,208041194,House,12.60499,0.5985499999999999,1.07695,1.52978,0.96158,,1.88825,,370.0
"10/259 CLAYTON ROAD, CLAYTON",2.0,1.0,1,3168,212051568,House,23.41201,0.70094,0.56104,0.18612,0.58084,0.22912,0.03909,,320.0
"10/26 BEAUREPAIRE PARADE, FOOTSCRAY",2.0,2.0,1,3011,213031348,House,8.67477,0.45108,0.61165,0.96672,1.06895,1.18796,2.18945,,380.0
"10/26 EUMERALLA ROAD, CAULFIELD SOUTH",2.0,1.0,1,3162,208021178,House,15.098,1.35674,0.6229600000000001,0.54167,,3.08917,2.92958,,410.0
"10/26 TYLER STREET, PRESTON",2.0,1.0,2,3072,209021525,House,13.34941,0.35273,1.6159,2.69763,,,,,370.0
"10/266 MELROSE DRIVE, TULLAMARINE",2.0,1.0,1,3043,210051250,Apartment,19.87109,0.8437899999999999,1.10068,,,,,,315.0
"10/266 MELROSE DRIVE, TULLAMARINE",2.0,1.0,1,3043,210051250,House,19.87109,0.8437899999999999,1.10068,,,,,,315.0
"10/28 LIVINGSTONE ROAD, ELTHAM",2.0,2.0,0,3095,209031209,House,25.07543,1.32818,1.12744,1.28799,0.96503,,1.0286300000000002,,425.0
"10/29 FRANCIS STREET, ECHUCA",2.0,1.0,1,3564,216011406,Apartment,210.68361,2.5319000000000003,1.16117,2.49859,2.62847,0.26716,2.03538,,760.0
"10/29 RALEIGH STREET, ESSENDON",1.0,1.0,1,3040,206031502,Apartment,8.16485,0.85184,0.33155,0.40109,0.94996,,2.02979,,270.0
"10/296-298 SOMERVILLE ROAD, KINGSVILLE",2.0,1.0,2,3012,213031350,House,9.32408,2.12219,,2.93177,2.39275,,,,430.0
"10/298 WILLIAMS ROAD, TOORAK",1.0,1.0,0,3142,206061138,Apartment,6.17633,1.97694,0.47918,2.11107,2.69607,,,,300.0
"10/3 BOSTON ROAD, BALWYN",2.0,1.0,1,3103,207011147,Apartment,10.54537,0.85153,0.90531,1.12323,,,1.20055,,410.0
"10/30 WALSH STREET, ORMOND",1.0,1.0,1,3204,208021182,Apartment,17.07443,0.64063,1.05011,,0.98476,,2.0384,,285.0
"10/302 ABBOTSFORD STREET, NORTH MELBOURNE",2.0,1.0,0,3051,206041506,Apartment,2.71218,0.4712099999999999,0.89673,0.6637000000000001,0.79892,,,,395.0
"10/32 CHURCH ROAD, CARRUM",2.0,1.0,1,3197,208031185,House,49.38782,2.85963,0.76132,,1.25752,,,,420.0
"10/32 FISHER PARADE, ASCOT VALE",3.0,2.0,1,3032,206031113,House,7.6958,1.23079,0.6684500000000001,,2.66832,,,,500.0
"10/33 TREMAIN DRIVE, LUCAS",2.0,2.0,1,3350,201011001,House,125.2908,3.45147,1.19389,,,,,,350.0
"10/33A BYRON STREET, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,8.94311,1.84905,0.66714,1.00998,,,0.81045,,250.0
"10/34-35 NEPEAN HIGHWAY, ASPENDALE",2.0,1.0,1,3195,208031189,House,30.12013,0.78376,1.78752,0.7459600000000001,1.8444,,,,345.0
"10/341A HUMFFRAY STREET NORTH, BROWN HILL",2.0,2.0,2,3350,201011481,House,112.14372,0.99242,0.59411,0.99926,2.42429,,,,350.0
"10/344 NEW STREET, BRIGHTON",2.0,1.0,1,3186,208011169,House,12.2341,2.07038,1.2908499999999998,1.08323,1.3214,1.29401,1.73592,,480.0
"10/36 ROSE STREET, BOX HILL",2.0,1.0,1,3128,207031163,House,20.4728,1.27883,1.45532,0.9003099999999999,1.20565,1.67747,1.18935,1.17932,300.0
"10/37 NEPEAN HIGHWAY, ELSTERNWICK",1.0,1.0,1,3185,208021179,Apartment,10.404459999999998,,1.53134,1.01685,0.76858,,0.96524,,400.0
"10/37 OSBORNE AVENUE, GLEN IRIS",1.0,1.0,1,3146,208041194,Apartment,11.87187,0.43,0.25948,1.84587,0.8381900000000001,,2.08141,,1521.0
"10/399 ALBION STREET, BRUNSWICK",3.0,2.0,1,3056,206011495,House,6.70407,0.2440999999999999,1.0795,,0.18808,,0.33767,,700.0
"10/4 OMEGA STREET, MERRIJIG",1.0,1.0,0,3723,204011057,Apartment,224.71486,0.91737,0.74038,10.72651,32.31149,18.09348,18.78983,,1738.0
"10/40 MCCUBBIN WAY, CAROLINE SPRINGS",2.0,1.0,1,3023,213041360,House,33.47072,0.41861,1.25209,3.89844,,,,,340.0
"10/40 PYNE STREET, CAULFIELD",1.0,1.0,1,3162,208021178,Apartment,13.0003,1.32346,0.24553,0.68186,,0.99147,0.83189,,260.0
"10/40-44 WARRAWONG DRIVE, BERWICK",3.0,2.0,1,3806,212021293,House,45.93642,1.19345,0.51108,0.5398200000000001,4.69262,,4.33739,3.75896,370.0
"10/41 ALLISON ROAD, ELSTERNWICK",2.0,1.0,1,3185,208021179,House,11.17993,,0.39467,1.26968,1.0796199999999998,,1.32584,,400.0
"10/42 GILLIES STREET, FAIRFIELD",1.0,1.0,1,3078,206021110,Apartment,8.51541,1.20238,0.5189900000000001,,0.22597,,,,320.0
"10/46 MCCORMICKS RD, SKYE",2.0,2.0,2,3977,214011376,House,49.69866,,1.18369,,,,,,400.0
"10/46 MCCORMICKS ROAD, SKYE",2.0,2.0,1,3977,214011376,House,49.69866,,1.18369,,,,,,400.0
"10/464 BEACH ROAD, BEAUMARIS",2.0,1.0,2,3193,208011168,House,24.18309,0.83423,1.31352,2.72104,,,2.07403,2.03666,500.0
"10/47 MARTIN STREET, THORNBURY",1.0,1.0,1,3071,206021112,Apartment,8.48782,1.1901400000000002,0.4670899999999999,0.46098,1.18503,,,,290.0
"10/47 TAYLORS RD, CROYDON",2.0,1.0,1,3136,211031450,House,32.73763,0.00487,1.6185699999999998,1.79371,,,2.1069,,420.0
"10/47 TAYLORS ROAD, CROYDON",2.0,1.0,1,3136,211031450,House,32.73763,0.00487,1.6185699999999998,1.79371,,,2.1069,,420.0
"10/478 CAMPBELL STREET, SWAN HILL",2.0,1.0,1,3585,215031404,Apartment,342.02581,0.6735800000000001,1.33797,0.60473,1.05581,1.01197,2.52909,,260.0
"10/48 SCOTT STREET, ESSENDON",1.0,1.0,1,3040,206031502,Apartment,8.73908,2.00968,1.1328699999999998,1.28289,1.7278699999999998,,1.63477,,255.0
"10/5 NOEL STREET, IVANHOE",1.0,1.0,1,3079,209011200,Apartment,11.93243,0.7224700000000001,0.64662,,0.46766,0.8823799999999999,,,300.0
"10/5 PARK STREET, MOONEE PONDS",1.0,1.0,1,3039,206031116,Apartment,7.47418,0.39374,0.39635,,0.8949199999999999,1.5525799999999998,0.57494,,350.0
"10/53 GADD STREET, NORTHCOTE",3.0,3.0,1,3070,206021500,House,7.0349200000000005,0.83611,1.71514,1.62502,1.15993,,,,660.0
"10/561 BORONIA ROAD, WANTIRNA",2.0,2.0,1,3152,211011259,House,31.55325,1.7353,0.94624,1.6305999999999998,,,,1.10798,420.0
"10/574 GLENFERRIE ROAD, HAWTHORN",2.0,1.0,1,3122,207011520,House,7.67296,0.41107,0.0019399999999999,0.65452,0.87587,,0.47704,,520.0
"10/6 HIGHWOOD DRIVE, HILLSIDE",3.0,2.0,2,3875,213041575,House,30.66526,0.39267,1.0818299999999998,,,,,,380.0
"10/6-8 JEAN STREET, CHELTENHAM NORTH",2.0,2.0,1,3192,208031188,House,27.57844,1.1271099999999998,1.80218,2.72975,0.86314,,1.51922,0.44958,430.0
"10/60 BEACH ROAD, MENTONE",2.0,1.0,1,3194,208031190,Apartment,25.61617,1.89293,2.26433,1.245,2.04876,,1.78301,3.24827,400.0
"10/60 OMAR STREET, MAIDSTONE",4.0,2.0,2,3012,213031347,House,11.50947,0.29873,1.65105,1.57028,3.36234,,1.22621,,550.0
"10/62A LISSON GROVE, HAWTHORN",4.0,2.0,2,3122,207011520,House,7.86951,0.60763,0.19462,0.8510700000000001,1.0724200000000002,,0.67359,,930.0
"10/66 DUNDAS ST, THORNBURY",1.0,1.0,1,3071,206021112,Apartment,8.90641,0.7222799999999999,0.62618,1.76131,0.6455599999999999,,,,330.0
"10/68 CALLANDER ROAD, NOBLE PARK",2.0,1.0,2,3174,212041459,Apartment,30.70079,0.83038,0.31136,1.80465,1.34931,,,,360.0
"10/68 JANEFIELD DRIVE, BUNDOORA",1.0,1.0,1,3083,209041216,Apartment,21.13324,,1.36783,1.29273,,,,,698.0
"10/69 ABBOTT STREET, SANDRINGHAM",3.0,2.0,2,3191,208011173,House,18.30981,1.79428,0.40757,1.86224,0.90667,2.4699,0.92165,,650.0
"10/7 KENILWORTH PARADE, IVANHOE",1.0,1.0,1,3079,209011200,Apartment,11.47689,0.70008,0.5455399999999999,,0.79086,0.38856,,,340.0
"10/7 PALM STREET, FAIRFIELD",1.0,1.0,1,3078,206021110,Apartment,9.37267,0.6025,1.42783,,1.42425,,,,290.0
"10/7-9 HATFIELD COURT, WEST FOOTSCRAY",2.0,1.0,1,3012,213031351,Apartment,9.96653,0.73503,0.97292,,2.21448,,0.97817,,260.0
"10/74 BARRABOOL, HIGHTON",2.0,1.0,1,3216,203021042,House,83.42174,0.09451,0.51435,2.06024,,,,,350.0
"10/76-78 PURCHAS STREET, WERRIBEE",3.0,2.0,1,3030,213051467,House,33.072199999999995,1.0543399999999998,0.96583,2.76267,,,,,360.0
"10/76-80 PARER ROAD, AIRPORT WEST",2.0,1.0,1,3042,210011226,House,15.17189,1.20812,0.33932,1.73924,,,,1.28256,350.0
"10/765 BURWOOD ROAD, HAWTHORN EAST",2.0,2.0,1,3123,207011152,House,8.80567,0.5949,0.6924199999999999,2.7855100000000004,0.598,,,,550.0
"10/8 BURROWES STREET, ASCOT VALE",2.0,2.0,1,3032,206031113,House,6.88705,0.6012799999999999,0.44105,,1.85957,,,,1521.0
"10/82 RICHARDSON STREET, ESSENDON",2.0,2.0,1,3040,206031502,House,9.50197,0.49869,0.70137,1.94519,1.5755599999999998,,0.12378,,470.0
"10/84 BEACONSFIELD PARADE, ALBERT PARK",1.0,1.0,1,3206,206051128,Apartment,5.95408,0.6227999999999999,0.7669199999999999,0.47323,2.22362,,3.95895,,300.0
"10/85 CHARMAN ROAD, BEAUMARIS",1.0,1.0,1,3193,208011168,Apartment,24.36714,1.38053,1.51697,1.85851,,,2.55713,2.93934,310.0
"10/9 SERVICE ST, TATURA",1.0,1.0,0,3616,216031419,House,171.63798,12.71999,0.70737,1.53533,0.91346,1.03277,1.28554,,200.0
"10/9 SERVICE STREET, TATURA",1.0,1.0,0,3616,216031419,House,171.90345000000002,13.04023,0.38706,0.94123,0.59315,0.83535,0.69145,,200.0
"10/9 SOUTH TERRACE, CLIFTON HILL",1.0,1.0,1,3068,206071145,Apartment,4.45149,0.00152,0.26063,5.357279999999999,0.67288,3.15109,,,270.0
"10/9-11 NERISSA GROVE, OAK PARK",2.0,2.0,1,3046,210031537,House,11.928540000000002,0.09122,0.6909099999999999,1.02553,0.42447,,,,410.0
"10/90 ROBERTS STREET, WEST FOOTSCRAY",1.0,1.0,1,3012,213031351,Apartment,9.60822,0.1045,0.35933,,1.78441,,0.3645799999999999,,280.0
"10/90-110 SMYTHE STREET, PORTARLINGTON",3.0,1.0,0,3223,203031051,House,113.24115,1.30893,1.58856,,,,1.55251,,1050.0
"10/93 ARBOUR BOULEVARD, BURNSIDE HEIGHTS",2.0,1.0,1,3023,213041462,House,31.22305,0.6119199999999999,0.27364,,,,,,360.0
"10/93 GLEN HUNTLY ROAD, ELWOOD",1.0,1.0,0,3184,206051129,Apartment,9.5284,1.01228,0.20663,0.15663,,,0.25209,,340.0
"10/93 ROKEWOOD CRESCENT, MEADOW HEIGHTS",2.0,1.0,1,3048,210051247,House,20.66504,1.3242,1.3347,,,,,,380.0
"10/96 MERCER STREET, GEELONG",2.0,2.0,1,3220,203021039,House,73.44165,0.57662,2.01962,1.40819,0.54412,1.82338,0.80275,,410.0
"100 ARMSTRONG BOULEVARD, MOUNT DUNEED",3.0,2.0,2,3216,203021487,House,90.60948,0.85882,0.74898,4.1737,5.23106,,,,460.0
"100 BACK BEACH ROAD, SUNSET STRIP",3.0,1.0,3,3922,205031091,House,134.18395,5.28433,6.988149999999999,2.71515,,,7.65127,,390.0
"100 BELLAIR STREET, KENSINGTON",4.0,1.0,1,3031,206041121,House,4.50332,0.48317,0.38555,0.6863400000000001,0.25731,,,,700.0
"100 BENKEL AVE, CHELTENHAM",3.0,2.0,1,3192,208031188,House,30.41369,2.63279,1.51092,3.46685,3.95655,,2.89765,3.33749,670.0
"100 BENKEL AVENUE, CHELTENHAM",3.0,2.0,1,3192,208031188,House,30.00277,2.4415,1.31963,3.27556,3.76526,,2.70636,3.1462,670.0
"100 DUNDAS STREET, SALE",3.0,2.0,2,3850,205051103,House,219.17406,0.78773,0.92012,0.82043,2.42608,,2.42172,,500.0
