address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"16 GRUNDY AVENUE, NYORA",4.0,1.0,2,3987,205031089,House,101.89665,0.40557,0.10547,6.5341700000000005,0.61126,24.82925,10.45482,,325.0
"16 GUERIN PLACE, WILLIAMSTOWN",4.0,3.0,2,3016,213021346,House,15.4019,0.46366,2.15002,1.98929,2.85547,2.43887,3.61229,,612.5
"16 HARDWICK LANE, KENSINGTON",1.0,2.0,1,3031,206041121,House,6.01797,1.05804,1.69391,1.39624,1.91486,,,,380.0
"16 HENDERSON STREET, OUYEN",5.0,2.0,2,3490,215021398,House,441.06375,0.83913,1.77124,0.58976,0.915,1.68747,1.50638,,400.0
"16 HIGH STREET, WATCHEM",3.0,1.0,2,3482,215031400,House,311.28178,0.75039,0.38702,33.79364,0.57185,33.333769999999994,20.24864,,150.0
"16 HIGHVIEW GROVE, BURWOOD EAST",3.0,1.0,2,3151,207031166,House,19.15427,0.97834,1.29929,2.95207,1.24482,,,,500.0
"16 HOMEBUSH AVENUE, MERNDA",3.0,2.0,1,3754,209041532,House,29.31918,,,3.63339,,,,,330.0
"16 IRVINE COURT, ALTONA MEADOWS",2.0,1.0,1,3028,213021342,Apartment,25.04276,0.88191,1.44351,,,,,,290.0
"16 JOHANN AVENUE, SCORESBY",3.0,1.0,2,3179,211011254,House,36.53508,0.8479800000000001,0.98439,0.96156,,,,1.37674,360.0
"16 KALLAY DRIVE, PIONEER BAY",2.0,1.0,2,3984,205031093,House,98.66587,8.63468,8.72097,34.96179,9.71816,37.13327,14.69581,,250.0
"16 KANDANGA GROVE, BULLEEN",3.0,2.0,1,3105,207021156,House,14.36163,0.66415,0.86,1.84187,,,,1.15069,470.0
"16 KANOOKA DRIVE, MAIDSTONE",3.0,3.0,2,3012,213031347,House,11.48202,0.10956,1.84022,1.75945,3.5515100000000004,,1.41545,,450.0
"16 KARDINIA STREET, WATSONIA",3.0,1.0,2,3087,209011204,House,20.70066,0.82625,2.62824,2.54145,1.43223,,,,410.0
"16 KENNETH STREET, INVERLOCH",3.0,2.0,1,3996,205031093,House,148.14995000000002,1.1051099999999998,0.62394,13.30011,13.75616,14.31236,0.72396,,340.0
"16 KERMEEN STREET, SUNSHINE WEST",3.0,1.0,2,3020,213011338,House,19.99377,0.36776,0.13465,1.25932,3.43751,,,,295.0
"16 LANDSEER STREET, CASTLEMAINE",3.0,1.0,3,3450,202021027,House,130.15097,1.53557,1.45433,0.72876,2.02117,3.33077,1.92177,,320.0
"16 LATROBE AVE, PAKENHAM",3.0,2.0,2,3810,212011552,House,57.717,,1.3796400000000002,1.32142,3.01203,,,,400.0
"16 LATROBE AVENUE, PAKENHAM",3.0,2.0,2,3810,212011552,House,57.717,,1.3796400000000002,1.32142,3.01203,,,,400.0
"16 LIBRA STREET, BALWYN NORTH",3.0,1.0,1,3104,207011148,House,11.63507,0.73849,1.22625,2.1170500000000003,,,,,530.0
"16 LONSDALE PROMENADE, WESTBURY",3.0,1.0,1,3824,203031490,House,105.77629,1.36222,1.54433,1.43505,,,3.96746,,240.0
"16 MAINRIDGE VISTA, KEILOR EAST",3.0,2.0,1,3033,210011534,House,15.89391,2.40488,0.64707,1.18916,,,,,440.0
"16 MARIAN COURT, ELTHAM NORTH",4.0,2.0,2,3095,209031209,House,28.0926,1.47463,2.0931,4.111560000000001,3.7886,,3.8522,,500.0
"16 MARIPOSA WAY, TARNEIT",3.0,2.0,2,3029,213051584,House,28.99513,,,1.55964,1.99167,,,,325.0
"16 MARRIOTT PARADE, GLEN WAVERLEY",3.0,1.0,1,3150,212051322,House,24.90723,1.5068199999999998,1.06969,0.86684,0.6286799999999999,,,0.94179,500.0
"16 MATHIESON STREET, SALE",3.0,1.0,1,3850,205051103,House,218.36248,0.50193,1.0983900000000002,1.03248,3.09421,,3.0898600000000003,,215.0
"16 MILL AVE, FOREST HILL",3.0,1.0,1,3131,211041269,House,25.77418,,1.08886,0.87129,2.66677,,,1.18172,390.0
"16 MIRANDA CLOSE, CLAYTON SOUTH",3.0,1.0,3,3169,212041310,House,27.60214,0.51636,0.79496,1.35314,1.85423,,,,350.0
"16 MOOMBA STREET, MORNINGTON",3.0,1.0,3,3931,214021591,House,72.96252,0.21861,2.1431,3.43845,0.79186,,,,390.0
"16 MUNRO STREET, ORBOST",2.0,1.0,4,3888,205021085,House,370.43163,0.4132,0.14452,1.5978599999999998,1.9569,2.05835,0.16424,,195.0
"16 MURRAY WAY, WODONGA",4.0,2.0,2,3690,204031073,House,306.47875,1.00857,3.8006,1.90177,,,,,350.0
"16 MUSTANG LANE, THOMASTOWN",2.0,1.0,1,3074,209041223,House,16.36049,,0.37883,1.19049,0.0835,,0.1859499999999999,,325.0
"16 NORMAN ROAD, TAGGERTY",2.0,1.0,2,3714,204011054,House,110.68128,8.292309999999999,5.67834,19.06484,24.95006,24.65203,17.50824,,300.0
"16 NOTTINGHAM STREET, PRAHRAN",3.0,1.0,2,3181,206061136,House,6.158270000000001,,0.3738999999999999,1.1071,0.47834,,1.18127,,650.0
"16 ORIANO STREET, EPPING",2.0,1.0,1,3076,209041432,House,21.70157,,0.66602,1.93911,1.62248,,1.61756,,300.0
"16 PATTERSON GROVE, FLINDERS",3.0,2.0,3,3929,214021378,House,101.79134,0.54512,14.81582,,,,,,450.0
"16 RANLEA PLACE, SEBASTOPOL",2.0,2.0,1,3356,201011484,House,117.70613,1.2314,1.12947,1.2743,,,,,216.0
"16 RODNEY COURT, SKYE",4.0,2.0,1,3977,214011376,House,48.31081,,3.55304,,,,,,390.0
"16 ROGERS AVENUE, BRIGHTON EAST",2.0,1.0,2,3187,208011170,Apartment,15.76335,0.6362000000000001,0.28152,1.69021,,,,,450.0
"16 ROSALINE AVENUE, MOUNT WAVERLEY",3.0,1.0,2,3149,212051323,House,21.60304,0.7881699999999999,0.41054,0.5766699999999999,0.66338,,,,470.0
"16 ROZZY PARADE, NARRE WARREN",3.0,2.0,2,3805,212021455,House,43.83957,0.52725,0.29904,,,,,,340.0
"16 SEDDON STREET, SEDDON",2.0,1.0,1,3011,213031350,House,7.89468,0.24434,,,1.60683,,,,450.0
"16 SELLICK DRIVE, CROYDON",3.0,1.0,2,3136,211031450,House,32.97345,1.2834,0.4831999999999999,2.49559,,,2.80877,,360.0
"16 SHOALING DRIVE, LEOPOLD",3.0,2.0,2,3224,203021044,House,90.82317,1.59328,2.72484,,,,,,385.0
"16 SING CRESCENT, BERWICK",4.0,2.0,2,3806,212021554,House,47.931830000000005,,1.14455,,,,,,380.0
"16 SMITHACRES ROAD, MONTROSE",2.0,1.0,2,3765,211051280,House,37.55382,1.6507,1.21577,,,,,,350.0
"16 SPEECHLEY COURT, SALE",4.0,2.0,2,3850,205051103,House,218.52897,1.0403,1.44533,1.21828,3.30836,,3.3040100000000003,,350.0
"16 STATION STREET, ALLANSFORD",3.0,1.0,2,3277,217041480,House,249.29798,1.09378,0.67844,12.10901,0.32232,12.83769,0.81376,,342.5
"16 STEELE STREET, CHEWTON",3.0,2.0,2,3451,202021027,House,117.9262,5.86188,1.55272,3.80741,1.4927,5.53719,4.12819,,330.0
"16 STEVEN STREET, WATERFORD PARK",3.0,2.0,2,3658,209041224,House,67.93677000000001,52.9105,8.89255,18.67937,8.173029999999999,,18.52226,,280.0
"16 STEWART STREET, NEWINGTON",2.0,1.0,2,3350,201011002,House,117.52963,0.75977,0.43505,0.6924600000000001,3.90698,2.08616,2.8216,,250.0
"16 SWAIN COURT, HEATHMONT",2.0,1.0,1,3135,211031267,Apartment,30.64842,0.84862,1.61728,2.36453,1.60848,3.55371,,,340.0
"16 SWAIN COURT, HEATHMONT",2.0,1.0,1,3135,211031267,House,30.64842,0.84862,1.61728,2.36453,1.60848,3.55371,,,355.0
"16 TANNIN WAY, WAURN PONDS",2.0,2.0,2,3216,203021487,House,86.50266,1.18905,2.93691,2.53237,0.22668,,,,750.0
"16 TECOMA COURT, GLADSTONE PARK",3.0,1.0,1,3043,210051245,House,17.15152,1.1253,1.45794,1.88318,,,4.17241,2.73057,390.0
"16 TELOPEA DRIVE, SANDY POINT",3.0,1.0,2,3959,205031087,House,187.47714,20.89523,18.60951,25.17924,18.71888,25.06741,25.793380000000003,,285.0
"16 THOMAS STREET, CLAYTON",3.0,1.0,4,3168,212051568,House,24.32127,0.76813,0.6658200000000001,1.0523699999999998,0.5828099999999999,1.09537,0.87017,,390.0
"16 TOBIN STREET, ARARAT",3.0,1.0,1,3377,215011386,House,205.75394,0.5481,1.36792,0.61472,1.60417,1.49156,0.61348,,230.0
"16 URBAN DRIVE, EPPING",3.0,2.0,2,3076,209041432,House,21.70157,,0.66602,1.93911,1.62248,,1.61756,,350.0
"16 VICTORIA STREET, TALLYGAROOPNA",2.0,1.0,1,3634,216031418,House,200.14039,0.76673,0.16678,19.65064,0.47877,,39.93204,,250.0
"16 WALSGOTT STREET, NORTH GEELONG",3.0,1.0,2,3215,203021047,House,76.12959,0.58363,1.81322,1.43469,1.55966,,,,300.0
"16 WALSTAB STREET, BRIGHTON EAST",3.0,1.0,2,3187,208011170,House,16.40445,0.93257,1.32366,1.0511,,,,,790.0
"16 WARRINGTON CRESCENT, WATTLE GLEN",3.0,2.0,2,3096,209031215,House,31.75218,1.1105,0.57084,2.43021,0.8573099999999999,,2.57092,,410.0
"16 WEBSTER STREET, SEDDON",3.0,1.0,0,3011,213031350,House,8.30856,0.65822,,,1.86706,,,,630.0
"16 WESTERN PARK, WARRAGUL WEST",2.0,1.0,0,3821,205011079,House,103.55648,1.48441,1.68673,1.57451,1.97527,3.35225,1.84988,,240.0
"16/1083-1089 GLEN HUNTLY ROAD, GLEN HUNTLY",1.0,1.0,1,3163,208021182,Apartment,14.08282,1.46125,2.33098,,0.35919,,0.42575,,325.0
"16/116 INKERMAN STREET, ST KILDA",1.0,1.0,0,3182,206051513,Apartment,7.31199,0.88324,0.7946799999999999,1.03605,,,,,230.0
"16/117 PLENTY ROAD, BUNDOORA",2.0,1.0,1,3083,209041217,Apartment,18.09763,0.6671900000000001,1.29016,1.3297,,,,,330.0
"16/125 ORMOND ROAD, ELWOOD",2.0,1.0,2,3184,206051129,Apartment,10.07864,0.4883,0.75687,0.8945,,,0.92727,,530.0
"16/132 RUPERT STREET, WEST FOOTSCRAY",1.0,1.0,1,3012,213031351,Apartment,10.18743,0.71872,0.9858,,0.69135,,2.7439400000000003,,195.0
"16/14 HORIZON DRIVE, MARIBYRNONG",2.0,2.0,1,3032,213031349,House,9.67345,0.50081,1.17184,1.04989,,,,0.38197,440.0
"16/190 MURRUMBEENA ROAD, MURRUMBEENA",1.0,1.0,1,3163,208021181,Apartment,16.52408,0.6588999999999999,0.5600599999999999,0.85327,1.0546300000000002,,0.88976,,260.0
"16/240 WATTLETREE ROAD, MALVERN",1.0,1.0,1,3144,208041194,Apartment,12.18613,0.54016,1.08883,1.21335,1.06748,,1.57181,,280.0
"16/256 WILLIAMS ROAD, TOORAK",2.0,1.0,1,3142,206061138,House,6.78345,1.85171,0.76803,2.66241,2.57084,,,,400.0
"16/270 WILLIAMS ROAD, TOORAK",1.0,1.0,1,3142,206061138,Apartment,6.6698,1.73805,0.65438,2.54876,2.45719,,,,320.0
"16/280 SUNSHINE ROAD, SUNSHINE",1.0,1.0,1,3020,213011336,Apartment,11.7808,0.87476,1.40839,1.63703,2.2435500000000004,,3.1171,,210.0
"16/31 BARNSBURY ROAD, DEEPDENE",2.0,1.0,1,3103,207011147,Apartment,9.64247,0.5029,0.3188999999999999,1.56611,,,1.67348,,350.0
"16/339 NEPEAN HIGHWAY, FRANKSTON",2.0,1.0,1,3199,214011371,Apartment,52.87184,1.78524,1.89346,1.35474,1.4015799999999998,2.26152,0.6664,1.19631,250.0
"16/369 ABBOTSFORD STREET, NORTH MELBOURNE",2.0,1.0,1,3051,206041506,Apartment,2.938,0.4525099999999999,0.76401,0.88889,1.44681,,,,370.0
"16/4 PARKSIDE STREET, ELSTERNWICK",2.0,1.0,1,3185,208021179,Apartment,11.96296,,0.9556,0.50022,1.07812,,1.32433,,450.0
"16/41 HARROW STREET, BOX HILL",2.0,2.0,1,3128,207031163,House,20.32749,1.13352,1.31001,0.75501,1.0603399999999998,1.53217,1.04404,1.03402,440.0
"16/471 SAN MATEO AVENUE, MILDURA",2.0,1.0,1,3500,215021470,House,539.59213,0.77289,1.81329,1.63502,,,,,190.0
"16/55 HAINES STREET, NORTH MELBOURNE",2.0,1.0,1,3051,206041506,Apartment,2.8375100000000004,0.35206,0.7132000000000001,0.78903,1.59095,,,,400.0
"16/55 MORELAND ROAD, FOOTSCRAY",3.0,2.0,1,3011,213031348,House,6.4703800000000005,0.04164,0.57312,1.56713,0.87949,3.04585,0.81809,,560.0
"16/55 YORK STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,Apartment,3.28409,1.15653,0.48829,0.15855,2.37793,,,,480.0
"16/55 YORK STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,House,3.28409,1.15653,0.48829,0.15855,2.37793,,,,480.0
"16/550 MORELAND ROAD, BRUNSWICK WEST",1.0,1.0,1,3055,206011107,Apartment,8.13721,0.52899,1.88044,1.62519,,,,,255.0
"16/60 CHOMLEY STREET, PRAHRAN",2.0,1.0,1,3181,206061136,Apartment,8.58009,,0.66827,1.59293,1.91394,,1.4779,,320.0
"16/60-62 BROOK STREET, SUNBURY",3.0,1.0,1,3429,210041540,House,37.49665,0.43475,2.50296,,0.6296499999999999,,,,350.0
"16/62 WATTLETREE ROAD, ARMADALE",1.0,1.0,1,3143,206061135,Apartment,10.49859,1.09951,1.56227,,0.87227,,,,410.0
"16/78 MANNINGHAM ROAD, BULLEEN",2.0,1.0,1,3105,207021156,Apartment,15.00517,1.35305,0.55755,2.7283600000000003,,,,0.53203,400.0
"160 BULLUMWAAL ROAD, WY YUNG",3.0,1.0,1,3875,205021081,House,282.5885,1.23301,0.8639199999999999,3.10935,3.45455,3.82256,3.87267,,295.0
"160 CRANBOURNE ROAD, FRANKSTON",3.0,1.0,2,3199,214011372,House,55.66699,1.68457,0.35434,1.35619,,,,1.80028,295.0
"160 FENTON HILL ROAD, CLARKEFIELD",3.0,1.0,3,3430,210021235,House,49.38165,,7.731199999999999,23.14493,9.07019,,24.19068,,450.0
"160 MOOMOWROONG ROAD, CARLISLE RIVER",3.0,1.0,2,3239,217031476,House,191.99472,20.76145,1.10005,25.07439,30.40994,72.31652,32.177240000000005,,997.0
"160 QUEEN STREET, BENDIGO",3.0,2.0,2,3550,202011018,House,150.41595,0.8049700000000001,1.31841,0.58354,1.68345,2.67027,1.17748,1.3994000000000002,520.0
"160 RATTRAY ROAD, MONTMORENCY",2.0,1.0,2,3094,209011202,House,22.65152,1.2137,1.10429,2.46755,1.42851,,,,340.0
"160 SEASPRAY ROAD, LONGFORD",5.0,3.0,6,3851,205051100,House,217.2615,3.2070100000000004,2.09624,,,,,,380.0
"160 TAYLORS LANE, ROWVILLE",3.0,2.0,0,3178,211011257,House,36.13164,0.55328,1.87365,,,,,,400.0
"160 WRIGHT STREET, SUNSHINE",3.0,1.0,1,3020,213011336,House,13.19238,0.38266,1.12802,1.05248,1.96318,,2.859,,300.0
"1602/270 KING STREET, MELBOURNE",3.0,2.0,0,3000,206041505,House,1.43597,1.0077,,0.3953,0.59208,0.90854,,,770.0
"1602/3-5 ST KILDA ROAD, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,6.49016,1.44628,1.66071,0.5347799999999999,,,,,420.0
"1605 SNOW ROAD, MILAWA",4.0,2.0,2,3678,204021067,House,246.38938,21.91773,0.71485,,13.41986,,20.95612,,365.0
"1607 SALE-HEYFIELD ROAD, DENISON",3.0,1.0,3,3858,205051102,House,203.99066,9.09589,1.81586,,15.05236,,18.91084,,300.0
"161 EVANS STREET, PORT MELBOURNE",3.0,2.0,1,3207,206051130,House,4.21883,1.33999,1.18474,,0.1871999999999999,,1.49979,,1000.0
"161 LEE STREET, CARLTON NORTH",3.0,1.0,1,3054,206071140,House,2.5484,1.73838,0.57265,1.31864,,,,,550.0
"161 MAST GULLY ROAD, FERNY CREEK",3.0,1.0,2,3786,211051282,House,45.37003,2.45624,1.23245,,,,6.583399999999999,,390.0
"161 PACES LANE, ROWSLEY",5.0,2.0,4,3340,201021009,House,66.89134,8.68883,13.05303,,11.134379999999998,29.40142,29.4737,,550.0
"161 ST LEONARDS ROAD, ASCOT VALE",3.0,2.0,2,3032,206031113,House,7.730359999999999,0.4474599999999999,0.19261,,1.60038,,,,570.0
"1610/8 MCCRAE STREET, DOCKLANDS",1.0,1.0,1,3008,206041118,Apartment,3.08025,0.81563,,,0.7414700000000001,,,0.89979,420.0
"1613 SEASPRAY ROAD, SEASPRAY",3.0,1.0,2,3851,205051100,House,231.54216,9.38046,6.50617,,,,,,270.0
"1616 BOUNDARY ROAD, MOUNT COTTRELL",5.0,2.0,2,3024,213041359,House,33.31546,14.43466,14.35397,,12.64463,,,,530.0
"161A BAY STREET, PORT MELBOURNE",2.0,2.0,1,3207,206051130,House,5.5255600000000005,0.36223,0.92387,,0.80072,,0.08191,,620.0
"161HAMILTONS ROAD, LARDNER",2.0,1.0,1,3821,205011079,House,111.63266,8.00695,2.3061,6.554390000000001,7.91513,7.34754,8.71945,,250.0
"162 MARY STREET, RICHMOND",2.0,2.0,2,3121,206071517,House,4.83015,0.81565,0.73409,0.80889,0.62234,,,,690.0
"162 MCCRAE STREET, BENDIGO",3.0,2.0,1,3550,202011018,House,151.52134,0.6681,0.20575,0.5320499999999999,1.82243,1.09175,2.10698,0.99668,330.0
"162 POWER STREET, ST ALBANS",3.0,1.0,2,3021,213011334,House,24.5678,0.67808,0.8149299999999999,1.24815,0.86119,,2.17319,,270.0
"162 QUEEN STREET, BENDIGO",3.0,2.0,0,3550,202011018,House,150.42523,0.81426,1.30913,0.59282,1.6741700000000002,2.6795500000000003,1.18677,1.3901199999999998,460.0
"162 TAYLORS LANE, ROWVILLE",3.0,2.0,2,3178,211011257,House,36.14786,0.5695,1.85743,,,,,,370.0
"162 VICTORIA STREET, ALTONA MEADOWS",3.0,1.0,2,3028,213021342,House,24.47485,0.32909,0.90043,,,,,,335.0
"163 BOGONG AVENUE, INVERMAY",4.0,2.0,2,3352,201011482,House,120.8308,1.40075,2.61652,4.9912,4.83634,,,,500.0
"163 HULL ROAD, CROYDON",3.0,1.0,1,3136,211031450,House,35.0872,0.54083,1.5146700000000002,3.01107,,,3.32425,,372.5
"163 MAGNOLIA AVENUE, MILDURA",4.0,2.0,1,3500,215021469,House,542.45631,0.61029,0.50063,0.84208,1.88432,2.5525900000000004,1.45689,,370.0
"163 MAIN ROAD, HEPBURN",3.0,2.0,1,3461,201021011,House,117.12802,0.9845,0.25938,5.965310000000001,5.409689999999999,4.10995,4.43824,,320.0
"163 SMITH ROAD, PARWAN",4.0,2.0,4,3340,213041353,House,61.25498,1.64474,2.98045,1.28054,1.63592,2.39399,2.4937,,600.0
"163 WANDA STREET, MULGRAVE",4.0,1.0,4,3170,212051325,House,30.06391,3.99867,0.59922,0.3489,,,,,430.0
"1637 GOULBURN VALLEY HIGHWAY, THORNTON",3.0,2.0,2,3712,204011054,House,133.06695000000002,6.26409,3.52323,9.113,8.943610000000001,8.971350000000001,9.32362,,300.0
"1637 SNOW ROAD, MILAWA",3.0,1.0,5,3678,204021067,House,246.6755,22.20386,1.00099,,13.70599,,21.24225,,240.0
"164 CAPE SCHANK RD, CAPE SCHANCK",3.0,1.0,2,3939,214021378,House,105.98565,1.86633,9.90929,,,,,,285.0
"164 CARRICK DRIVE, GLADSTONE PARK",4.0,1.0,1,3043,210051245,House,19.7617,0.98006,0.46524,0.90259,,,3.1918200000000003,1.74997,370.0
"164 LAKE ROAD, NEWMERELLA",2.0,4.0,1,3886,205021085,House,371.07397,4.04613,5.38342,10.45323,8.19881,11.4966,9.85098,,300.0
"164 MAIDEN GULLY ROAD, MAIDEN GULLY",4.0,3.0,4,3551,202011023,House,154.10136,,2.10504,,,,,,720.0
"164 ST LEONARDS ROAD, ASCOT VALE",2.0,1.0,0,3032,206031113,House,7.71618,0.43327,0.2068,,1.61456,,,,500.0
"165 CHERRY TREE ROAD, NYORA",2.0,1.0,3,3987,205031089,House,95.89525,3.7292,7.950229999999999,13.43684,7.75599,32.29326,17.91884,,230.0
"165 GELLIES ROAD, WILDWOOD",4.0,2.0,3,3429,210041240,House,37.84344,4.52248,4.94624,8.97763,,,8.19576,,650.0
"165 NEALE STREET, FLORA HILL",3.0,2.0,1,3550,202011021,House,151.77941,1.95498,1.39734,0.65224,,,,,320.0
"165 SELZERS LANE, OVENS",2.0,1.0,1,3738,204031071,House,291.53513,4.214180000000001,7.59558,7.92509,1.88842,7.774970000000001,6.71955,,170.0
"165 SYCAMORE STREET, CAULFIELD SOUTH",3.0,2.0,2,3162,208021178,House,13.555040000000002,1.34235,0.8366699999999999,0.7125199999999999,,1.54621,1.38698,,750.0
"1650 MIDLAND HWY, BAGSHOT",4.0,2.0,4,3551,202031032,House,167.36526999999998,13.38623,12.627540000000002,,2.6170500000000003,30.22728,12.96119,,330.0
"166 FLINDERS STREET, THORNBURY",3.0,2.0,1,3071,206021112,House,9.57847,0.3110199999999999,0.37949,0.92279,1.74167,,,,565.0
"166 NINTH STREET, MILDURA",2.0,1.0,1,3500,215021469,House,543.90863,1.0411199999999998,0.71853,1.57821,0.75242,1.98082,0.8752300000000001,,290.0
"166-168 THOMPSON ROAD, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,71.08402000000001,0.19265,1.17475,0.79622,2.19921,,,,240.0
"1667 POINT NEPEAN ROAD, ROSEBUD WEST",4.0,2.0,2,3940,214021384,House,92.77744,1.04647,1.6921700000000002,1.3872,,0.96565,1.85906,,485.0
"1667-1669 MALVERN ROAD, GLEN IRIS",5.0,2.0,6,3146,208041194,House,11.51702,0.7689600000000001,0.6515,2.51756,0.48333,,2.7531,,850.0
"166A DAY AVENUE, OMEO",3.0,1.0,2,3898,205021082,House,401.62038,0.12759,0.03533,0.61915,90.20425,0.51609,0.41739,,180.0
"167 NELSON STREET, NHILL",2.0,1.0,1,3418,215011390,House,374.20972,23.79139,0.36482,1.89227,1.40752,1.4343,1.27777,,180.0
"167 SCOTCHMER STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,Apartment,4.55387,0.60341,0.65038,0.4261399999999999,0.6251,,,,620.0
"167/115 NEERIM ROAD, GLEN HUNTLY",2.0,1.0,1,3163,208021182,Apartment,14.02864,1.88881,2.7585300000000004,,0.78554,,0.85209,,410.0
"1670 BALLAN ROAD, KORWEINGUBOORA",3.0,2.0,4,3461,201021011,House,100.99568,7.47263,0.87815,13.03879,12.48318,12.34397,11.69703,,340.0
"168 COLLINS STREET, THORNBURY",3.0,1.0,0,3071,206021112,House,10.03455,0.60209,0.44675,0.57893,2.204,,,,570.0
"168 LORD STREET, RICHMOND",4.0,2.0,0,3121,206071517,House,5.42952,0.79592,0.87873,1.3066,0.8245800000000001,,,,700.0
"168 SMITHS BEACH ROAD, SMITHS BEACH",3.0,2.0,1,3922,205031091,House,134.75944,3.88627,6.64522,3.29064,,,7.308350000000001,,305.0
"1682 LODDON VALLEY HIGHWAY, WOODVALE",3.0,1.0,1,3556,202031032,House,171.20639000000003,7.1753800000000005,9.50298,,10.06817,59.05932,19.26805,,340.0
"168A COPERNICUS WAY, KEILOR DOWNS",3.0,2.0,2,3038,213011332,House,25.07912,0.35272,0.30369,2.51493,,,,,480.0
"169 TENTERFIELD DRIVE, BURNSIDE HEIGHTS",3.0,2.0,2,3023,213041462,House,31.09393,,0.38747,,,,,,420.0
"1694 SCARSDALE PITFIELD ROAD, CAPE CLEAR",3.0,1.0,1,3351,201031015,House,148.29188,6.16557,6.3558,,4.764270000000001,,13.97463,,180.0
"16A ALKOOMI AVENUE, HAMLYN HEIGHTS",3.0,1.0,1,3215,203021040,House,74.98595,0.30191,0.84294,0.46138,,,,,340.0
"16A FAULKNER STREET, HAMPTON",3.0,3.0,2,3188,208011172,House,17.35612,1.08627,1.30683,1.44206,3.13512,3.40771,,,850.0
"16A HARKER STREET, ALPHINGTON",1.0,1.0,1,3078,206021110,Apartment,9.45639,1.23236,1.34001,,0.8178500000000001,,,,295.0
"16A LAURA GROVE, AVONDALE HEIGHTS",3.0,1.0,1,3034,210011533,House,11.82819,2.23085,0.67845,1.13975,,,2.3438000000000003,,450.0
"16A ST KINNORD STREET, ABERFELDIE",2.0,1.0,2,3040,206031501,House,9.69216,1.77835,0.33696,0.3083399999999999,,,,,450.0
"16B BAKEWELL ST, TOORADIN",3.0,2.0,2,3980,212031308,House,71.83148,10.22657,1.4077,,4.565300000000001,,,,370.0
"16B BAKEWELL STREET, TOORADIN",3.0,2.0,2,3980,212031308,House,71.84060000000001,10.23569,1.41681,,4.57442,,,,370.0
"17 ABBOTSFORD AVENUE, MALVERN EAST",4.0,2.0,1,3145,208041195,House,17.15772,0.43067,0.25707,0.54726,1.9069,,,1.73324,725.0
"17 ALEXANDERS ROAD, SKIPTON",3.0,1.0,0,3361,201031014,House,168.1807,29.58358,29.25304,29.28026,30.65162,30.1647,30.14213,,345.0
"17 ALLAN STREET, ABERFELDIE",4.0,3.0,3,3040,206031501,House,9.67489,1.76957,0.65139,0.83676,,,,,385.0
"17 AZURE DRIVE, WODONGA",3.0,2.0,2,3690,204031073,House,309.95572,0.33157,1.76949,1.8887,,,,,330.0
"17 BAIRD STREET, VIOLET TOWN",3.0,1.0,0,3669,204011055,House,176.2392,16.63445,0.5818099999999999,19.87407,1.37068,,0.92521,,240.0
"17 BANNERMAN STREET, BENDIGO",3.0,1.0,2,3550,202011018,House,152.77294,1.13466,1.04032,1.1808599999999998,3.09475,2.68683,2.86471,2.26891,215.0
"17 BARINA AVENUE, MOOROOLBARK",3.0,2.0,1,3138,211051281,House,38.13563,3.68888,0.4443399999999999,1.39026,1.77292,,3.34468,,380.0
"17 BELLEVILLE CLOSE, BURNSIDE HEIGHTS",3.0,2.0,2,3023,213041462,House,32.34263,,1.30513,,,,,,390.0
"17 BLACKSMITH WAY, CLYDE NORTH",4.0,2.0,2,3978,212031556,House,54.31806,,1.07177,,,,,,460.0
"17 BURCHETT STREET, PENSHURST",2.0,1.0,1,3289,217011423,Apartment,274.49359000000004,1.66237,0.52785,22.25114,1.88554,0.58039,0.54022,,135.0
"17 CAMPBELL STREET, GARFIELD",5.0,1.0,1,3814,212011547,House,79.46814,1.28298,0.62834,6.06788,0.67486,4.11889,4.02878,,350.0
"17 CAMPBELL STREET, WARRACKNABEAL",2.0,2.0,3,3393,215011394,House,335.76931,2.76986,0.14325,1.18822,1.4428,1.12293,0.72293,,180.0
"17 CHAMBERLAIN WAY, WILLIAMS LANDING",3.0,2.0,2,3027,206051511,House,7.2762,0.64964,3.29068,,3.25872,,,,350.0
"17 CLARKES ROAD, RUSHWORTH",2.0,1.0,1,3612,216011410,Apartment,175.46789,10.88501,4.21922,28.288580000000003,4.8824700000000005,4.53846,4.91024,,210.0
"17 COMO AVENUE, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,33.012620000000005,,1.72038,,,,,,500.0
"17 CONRAD COURT, WHITTINGTON",3.0,2.0,1,3219,203021045,House,84.78277,0.8259,0.51079,1.84778,,,,,340.0
"17 CORNISH STREET, SUNBURY",3.0,1.0,2,3429,210041540,House,40.10148,1.23276,2.33071,,1.69858,,,,330.0
"17 COUTTS STREET, BOORT",4.0,1.0,6,3537,202031033,House,257.72094,0.22846,1.40098,1.34302,1.51326,1.3585699999999998,1.21579,,245.0
