address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"- KILLARNEY LANE, MERRIJIG",-37.1264454,146.220257,2019,3,2.0,2.0,1,3723,204011057,House,223.87275,10.39895,9.195530000000002,17.33702,31.46938,17.25138,17.94772,,350.0
". MCNAUGHTONS ROAD, LONGFORD",-38.1729788,147.2310302,2019,4,4.0,2.0,6,3851,205051100,House,228.61723,14.50316,15.07818,,,,,,450.0
". SHERBROOK LODGE ROAD, PORT CAMPBELL",-38.6176729,142.9985769,2019,4,3.0,1.0,0,3269,217031475,House,229.0437,0.31185,32.24172,38.4537,17.06491,17.4788,0.0499099999999999,,550.0
".275 SOLDIERS SETTLERS ROAD, TALLANGATTA VALLEY",-36.2142709,147.3184912,2019,12,3.0,1.0,2,3701,204031072,House,367.34544,12.32206,5.23339,15.68916,5.419,14.93634,14.76891,,280.0
"003/903 DANDENONG ROAD, MALVERN EAST",-37.876178,145.046128,2019,5,1.0,1.0,0,3145,208041195,Apartment,13.86135,0.9325,0.9188,2.494,2.208,,,3.96501,290.0
"010/903 DANDENONG ROAD, MALVERN EAST",-37.876178,145.046128,2019,10,1.0,1.0,0,3145,208041195,Apartment,13.86135,0.9325,0.9188,2.494,2.208,,,3.96501,315.0
"02/1 O'CONNELL STREET, NORTH MELBOURNE",-37.82041001,145.01137001,2019,12,1.0,1.0,0,3051,206071517,Apartment,5.34485,1.20604,2.07995,0.63771,1.82003,,,,350.0
"02/1023 DANDENONG ROAD, MALVERN EAST",-37.8820953,145.0513214,2019,7,1.0,1.0,0,3145,208041195,Apartment,14.7613,0.4448,1.15644,1.66879,2.2699000000000003,,,3.1398,290.0
"02/1023 DANDENONG ROAD, MALVERN EAST",-37.8820953,145.0513214,2019,10,1.0,1.0,0,3145,208041195,Apartment,14.7613,0.4448,1.15644,1.66879,2.2699000000000003,,,3.1398,305.0
"02/1023 DANDENONG ROAD, MALVERN EAST",-37.8820953,145.0513214,2019,11,1.0,1.0,0,3145,208041195,Apartment,14.7613,0.4448,1.15644,1.66879,2.2699000000000003,,,3.1398,305.0
"02/949 DANDENONG ROAD, MALVERN EAST",-37.878553,145.048352,2019,8,1.0,1.0,0,3145,208041195,Apartment,14.4741,0.8499800000000001,1.38586,2.14696,2.85652,,,3.61797,305.0
"03 IMAGE WALK, COBURG NORTH",-37.726,144.96,2019,11,2.0,2.0,1,3058,210031236,House,11.97424,0.15333,,1.11175,0.78725,,,,450.0
"09 CORLETT STREET, FRANKSTON EAST",-38.1316849002,145.1324926002,2019,7,3.0,2.0,1,3199,214011371,House,51.8997,2.00964,0.56401,1.57074,1.61758,2.5084,1.81854,1.75945,435.0
"1 / 1 JACKMAN COURT, GOLDEN SQUARE",-36.773563,144.23630301,2019,5,3.0,1.0,2,3555,202011022,House,149.68534,2.61897,2.19543,3.08223,3.64324,,,,330.0
"1 / 14 RAE STREET, BENDIGO",-36.752319,144.26092,2019,9,2.0,1.0,1,3550,202011018,House,152.12877,0.7787999999999999,1.0723900000000002,1.5342,3.72803,2.84185,2.22053,2.83048,250.0
"1 / 142 MCKINNON ROAD, MCKINNON",-37.9110175,145.0371915,2019,1,2.0,1.0,1,3204,208021174,Apartment,16.96515,,1.75131,2.09064,0.08474,,0.7953,,420.0
"1 / 17 MAROONA ROAD, GLEN HUNTLY",-37.889495,145.047844,2019,11,2.0,1.0,0,3163,208021176,Apartment,15.43713,1.33313,0.37475,,1.55645,,,,380.0
"1 / 17 MYOORA ROAD, TOORAK",-37.843763,145.020493,2019,5,2.0,1.0,1,3142,206061138,House,8.603909999999999,1.58958,1.46044,1.53998,1.34381,,,,490.0
"1 / 19 SUNRAY AVENUE, CHELTENHAM",-37.962894,145.062987,2019,12,3.0,2.0,1,3192,208031188,House,27.40512,1.39747,0.63771,2.55643,1.84667,,0.90008,1.22761,520.0
"1 / 2 FRANCIS STREET, POREPUNKAH",-36.696613,146.910343,2019,12,1.0,1.0,1,3740,204031069,Apartment,308.75525,0.23383,0.40292,37.30663,0.50172,37.63518,7.23774,,220.0
"1 / 2 SALMON STREET, MENTONE",-37.978751,145.062228,2019,9,1.0,1.0,1,3194,208031190,Apartment,25.26515,1.07943,1.14798,0.95999,0.93241,,0.87672,1.81526,300.0
"1 / 22A FERNHILL ROAD NORTH, SANDRINGHAM",-37.951567,145.007408,2019,3,2.0,1.0,1,3191,208011173,Apartment,18.12344,1.49939,0.14402,1.27399,0.67059,1.6105,0.76485,,410.0
"1 / 23 LIVERPOOL ROAD, KILSYTH",-37.804746,145.315361,2019,11,2.0,1.0,1,3137,211051277,Apartment,35.55154,0.19473,0.43751,1.31452,,,,0.68063,360.0
"1 / 24 PRAHRAN GROVE, ELSTERNWICK",-37.87985001,145.00944001,2019,10,2.0,1.0,2,3185,208021179,Apartment,10.95998,,0.67655,1.36573,1.3615,,1.47743,,499.0
"1 / 253 NORTH ROAD, CAULFIELD SOUTH",-37.90089001,145.01847001,2019,8,4.0,2.0,2,3162,208021178,House,14.49126,1.11931,1.82645,1.64874,,2.48243,2.32284,,850.0
"1 / 26 NOBLE STREET, NEWTOWN",-38.1542099,144.3492559,2019,7,3.0,1.0,1,3220,203021046,House,79.29373,0.44504,0.44544,0.92155,,,,,620.0
"1 / 26 NOBLE STREET, NEWTOWN",-38.1542099,144.3492559,2019,8,3.0,1.0,1,3220,203021046,House,79.29373,0.44504,0.44544,0.92155,,,,,620.0
"1 / 26 NOBLE STREET, NEWTOWN",-38.1542099,144.3492559,2019,9,3.0,1.0,1,3220,203021046,House,79.29373,0.44504,0.44544,0.92155,,,,,620.0
"1 / 28 THE AVENUE, BALACLAVA",-37.871422,144.994549,2019,4,2.0,1.0,1,3183,206051134,Apartment,9.0018,2.01471,2.16322,0.95837,0.64118,,0.9156,,360.0
"1 / 35 LINACRE ROAD, HAMPTON",-37.942114,145.005694,2019,9,2.0,1.0,1,3188,208011172,Apartment,16.98922,0.6789,1.36302,1.76997,0.97182,1.45254,,,495.0
"1 / 35 LINACRE ROAD, HAMPTON",-37.942114,145.005694,2019,10,2.0,1.0,1,3188,208011172,Apartment,16.98922,0.6789,1.36302,1.76997,0.97182,1.45254,,,495.0
"1 / 38 BARRAGOWA DRIVE, CAPEL SOUND",-38.37138001,144.88125001,2019,11,3.0,2.0,1,3940,214021384,House,93.39008,1.07395,0.39953,0.97141,,1.66503,1.10165,,395.0
"1 / 39 GRANDVIEW CRESCENT, KINGLAKE CENTRAL",-37.52794001,145.32589001,2019,12,1.0,1.0,0,3757,209031211,House,58.87998,17.56428,2.90745,,,,,,280.0
"1 / 41 BEGONIA ROAD, GARDENVALE",-37.897309,145.007584,2019,3,2.0,1.0,1,3185,208021179,Apartment,14.08373,,2.07618,0.59681,1.87471,,2.12093,,580.0
"1 / 45 OAKLEIGH ROAD, CARNEGIE",-37.898623,145.04998,2019,3,1.0,1.0,1,3163,208021176,Apartment,16.733580000000003,1.21381,0.92719,,2.11659,,,,260.0
"1 / 47 ULUPNA ROAD, ORMOND",-37.89988,145.043146,2019,4,1.0,1.0,1,3204,208021182,Apartment,16.10109,1.14697,1.85288,,0.7017,,1.45499,,260.0
"1 / 48 MAYFAIR DRIVE, WEST WODONGA",-36.121109002,146.8633896002,2019,11,3.0,1.0,2,3690,204031073,House,310.31053,0.58497,2.72255,1.59376,,,,,310.0
"1 / 48 WANDANA DRIVE, WANDANA HEIGHTS",-38.175506,144.305161,2019,1,4.0,2.0,3,3216,203021042,House,83.17163000000001,0.3918899999999999,1.30339,2.58963,,,,,430.0
"1 / 49 WILSON STREET, CHELTENHAM",-37.961111,145.059196,2019,7,2.0,1.0,1,3192,208031188,Apartment,26.99314,1.4691500000000002,0.70385,2.14445,1.5766300000000002,,1.00424,0.95757,475.0
"1 / 49 WILSON STREET, CHELTENHAM",-37.961111,145.059196,2019,8,2.0,1.0,1,3192,208031188,Apartment,26.99314,1.4691500000000002,0.70385,2.14445,1.5766300000000002,,1.00424,0.95757,480.0
"1 / 5-7 POET ROAD, BENTLEIGH EAST",-37.91033789,145.07352256,2019,1,2.0,1.0,2,3165,208021426,Apartment,20.62073,2.37172,1.25578,1.479,,2.58571,,,465.0
"1 / 5-7 POET ROAD, BENTLEIGH EAST",-37.91033789,145.07352256,2019,6,2.0,1.0,2,3165,208021426,House,20.62073,2.37172,1.25578,1.479,,2.58571,,,480.0
"1 / 52 TRUGANINI ROAD, CARNEGIE",-37.890082,145.05392,2019,12,3.0,2.0,2,3163,208021176,House,15.94161,0.8250599999999999,0.17121,,1.00394,,,,575.0
"1 / 530 TOORAK ROAD, TOORAK",-37.842784,145.018443,2019,8,2.0,1.0,1,3142,206061138,Apartment,8.247069999999999,1.23274,1.1036,1.18314,1.12668,,,,440.0
"1 / 54 EDWARD STREET, SANDRINGHAM",-37.961557,145.015884,2019,7,2.0,1.0,1,3191,208011173,Apartment,19.54738,0.6339199999999999,1.04868,0.8637100000000001,2.18456,0.8975,1.20716,,550.0
"1 / 59 HOBART ROAD, MURRUMBEENA",-37.889344,145.069521,2019,8,1.0,1.0,1,3163,208021181,Apartment,15.78438,1.83678,0.3605899999999999,2.20742,0.32649,,0.53687,,270.0
"1 / 87 BRANDY CREEK ROAD, WARRAGUL",-38.145106,145.937604,2019,7,2.0,1.0,1,3820,205011079,House,105.30555,1.30981,0.59424,3.66452,2.68445,3.77017,2.30024,,220.0
"1 / 9 FROGMORE ROAD, CARNEGIE",-37.894461,145.064759,2019,5,1.0,1.0,1,3163,208021176,Apartment,16.20925,1.23439,1.27735,,1.88334,,,,340.0
"1 / 9 LEWIS GROVE, MOUNT WAVERLEY",-37.8910999,145.1115921,2019,11,3.0,1.0,2,3149,212051324,Apartment,19.52426,1.14045,0.2333,6.80319,,6.32937,3.3876500000000003,7.73327,420.0
"1 / 9 WORDSWORTH STREET, ST KILDA",-37.87303,144.97793,2019,9,2.0,1.0,1,3182,206051514,Apartment,8.27901,0.43575,2.09673,2.39184,1.48117,,,,450.0
"1 / 99 ROSE STREET, COBURG",-37.7408079,144.9473533,2019,4,2.0,1.0,1,3058,206011109,House,9.88485,0.9936,1.63257,0.55388,,,1.16407,,530.0
"1 /2 TONGE STREET, ANGLESEA",-38.412709,144.187396,2019,9,2.0,2.0,1,3230,203031049,House,113.89029,0.33601,2.16181,,,29.02184,1.51877,,400.0
"1 ALBENCA STREET, MENTONE",-37.981739,145.073558,2019,10,4.0,2.0,3,3194,208031190,House,26.2883,0.67306,0.66888,1.46846,1.00636,,1.35675,0.4614499999999999,600.0
"1 ALBENCA STREET, MENTONE",-37.981739,145.073558,2019,11,4.0,2.0,3,3194,208031190,House,26.2883,0.67306,0.66888,1.46846,1.00636,,1.35675,0.4614499999999999,600.0
"1 ALEXIA DRIVE, BERWICK",-38.069264,145.348842,2019,11,4.0,2.0,2,3806,212021553,House,50.01454,3.51168,0.3635199999999999,1.49505,,,,,430.0
"1 ALMA STREET, NYAH WEST",-35.186278,143.353001,2019,4,2.0,1.0,1,3595,215031405,House,369.87819,18.448400000000003,1.02063,,1.1841700000000002,56.16805,1.03871,,155.0
"1 ANDERSON PARADE, BUNDOORA",-37.698487,145.079134,2019,5,3.0,1.0,2,3083,209011196,House,18.90293,0.4335799999999999,1.27829,2.56392,,,,1.05275,470.0
"1 ANDERSON PARADE, BUNDOORA",-37.698487,145.079134,2019,6,3.0,1.0,2,3083,209011196,House,18.90293,0.4335799999999999,1.27829,2.56392,,,,1.05275,460.0
"1 ANGUS STREET, SKIPTON",-37.68740509,143.35794235,2019,3,3.0,1.0,1,3361,217031474,House,167.50186,0.63954,1.23549,39.55338,1.31161,1.1734,0.62751,,300.0
"1 ANGUS STREET, SKIPTON",-37.68740509,143.35794235,2019,4,3.0,1.0,1,3361,217031474,House,167.50186,0.63954,1.23549,39.55338,1.31161,1.1734,0.62751,,300.0
"1 APORUM AVENUE, WYNDHAM VALE",-37.86895001,144.61314001,2019,8,3.0,2.0,2,3024,213051589,House,37.97083,3.49042,,,,,,,350.0
"1 ARALUEN COURT, PAYNESVILLE",-37.9162665,147.7054089,2019,10,3.0,3.0,2,3880,205021086,House,293.13122,1.48622,1.79821,,,,,,360.0
"1 ASHFORD COURT, INVERMAY PARK",-37.52490483,143.85712618,2019,3,4.0,2.0,2,3350,201011482,House,120.52947,1.09941,2.31519,4.68986,4.535,,,,450.0
"1 AVON COURT, BUNDOORA",-37.70581,145.055805,2019,7,3.0,1.0,1,3083,209011196,House,16.2791,0.99519,0.93857,0.88303,,,,1.88991,360.0
"1 AVON COURT, BUNDOORA",-37.70581,145.055805,2019,11,3.0,1.0,1,3083,209011196,House,16.2791,0.99519,0.93857,0.88303,,,,1.88991,350.0
"1 AVON COURT, BUNDOORA",-37.70581,145.055805,2019,12,3.0,1.0,1,3083,209011196,House,16.2791,0.99519,0.93857,0.88303,,,,1.88991,350.0
"1 BAIKAL CRESCENT, MANOR LAKES",-37.8733986,144.5820828,2019,3,4.0,2.0,2,3024,213051579,House,41.26749,,3.53416,,,,,,400.0
"1 BANOOL COURT, FRANKSTON SOUTH",-38.162686,145.132275,2019,9,3.0,1.0,2,3199,214011373,House,55.74444,1.15015,1.72347,0.44511,,,,,475.0
"1 BARINGA AVENUE, KALLISTA",-37.884698,145.372603,2019,8,3.0,2.0,1,3791,211051282,House,49.28845,1.60761,0.35289,,,,4.911779999999999,,500.0
"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,2019,8,3.0,1.0,6,3169,212041310,House,26.41749,2.1963000000000004,0.6766,2.67229,3.77917,,,,465.0
"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,2019,9,3.0,1.0,6,3169,212041310,House,26.41749,2.1963000000000004,0.6766,2.67229,3.77917,,,,450.0
"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,2019,10,3.0,1.0,6,3169,212041310,House,26.41749,2.1963000000000004,0.6766,2.67229,3.77917,,,,450.0
"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,2019,11,3.0,1.0,6,3169,212041310,House,26.41749,2.1963000000000004,0.6766,2.67229,3.77917,,,,450.0
"1 BASS HORIZON PROMENADE, CORONET BAY",-38.4384754,145.4448245,2019,12,3.0,1.0,1,3984,205031093,House,112.16307,1.30856,3.81189,28.53967,11.35547,30.71116,8.27369,,290.0
"1 BATMAN AVENUE, SUNBURY",-37.57918,144.713965,2019,9,3.0,2.0,1,3429,210041540,House,40.13833,0.98761,0.96826,,1.73544,,,,390.0
"1 BATMAN AVENUE, SUNBURY",-37.57918,144.713965,2019,10,3.0,2.0,1,3429,210041540,House,40.13833,0.98761,0.96826,,1.73544,,,,380.0
"1 BAYVIEW STREET, PRAHRAN",-37.8518,145.003124,2019,8,2.0,2.0,1,3181,206061136,House,7.85692,,1.02027,1.13384,1.49375,,0.75473,,800.0
"1 BECKER STREET, BEAUFORT",-37.431078,143.380108,2019,12,3.0,1.0,6,3373,201031014,House,161.21652,1.17787,1.38822,1.41543,0.99588,0.13632,0.11615,,300.0
"1 BELLFIELD DR, LYSTERFIELD",-37.91558001,145.27552001,2019,11,3.0,1.0,2,3156,211011255,House,39.27019,0.82336,0.6319600000000001,,,,,,395.0
"1 BELLFIELD DRIVE, LYSTERFIELD",-37.915596,145.275431,2019,11,3.0,1.0,2,3156,211011255,House,39.22657,0.77974,0.6755800000000001,,,,,,395.0
"1 BEMM COURT, CROYDON HILLS",-37.776896,145.272904,2019,4,4.0,2.0,2,3136,211031265,House,33.90935,0.82997,0.05422,0.97386,,,,,510.0
"1 BENBURY CLOSE, ST ALBANS",-37.7341195002,144.7898326002,2019,8,3.0,1.0,2,3021,213011334,House,25.17811,0.7139,0.99132,0.84722,1.26219,,2.13585,,370.0
"1 BENBURY CLOSE, ST ALBANS",-37.7341195002,144.7898326002,2019,10,3.0,1.0,2,3021,213011334,House,25.17811,0.7139,0.99132,0.84722,1.26219,,2.13585,,370.0
"1 BENBURY CLOSE, ST ALBANS",-37.7341195002,144.7898326002,2019,12,3.0,1.0,2,3021,213011334,House,25.17811,0.7139,0.99132,0.84722,1.26219,,2.13585,,370.0
"1 BERG PL, COBURG",-37.7544987002,144.9785938002,2019,8,3.0,2.0,1,3058,206011497,House,6.78002,0.01878,1.14702,1.28752,,,,,600.0
"1 BERG PLACE, COBURG",-37.754386,144.978864,2019,8,3.0,2.0,1,3058,206011497,House,6.917470000000001,0.63749,1.15781,1.09798,,,,,600.0
"1 BERMUDA BEND, CORONET BAY",-38.43682331,145.44479536,2019,4,4.0,1.0,2,3984,205031093,House,111.92471,1.58137,3.57352,28.81249,11.11711,30.983970000000003,8.54651,,380.0
"1 BITTERN STREET, MELTON",-37.678804,144.57509,2019,6,3.0,1.0,2,3337,213041577,House,46.79107,0.93712,1.31872,,,,0.97426,,300.0
"1 BITTERN STREET, MELTON",-37.678804,144.57509,2019,7,3.0,1.0,2,3337,213041577,House,46.79107,0.93712,1.31872,,,,0.97426,,290.0
"1 BITTERN STREET, MELTON",-37.678804,144.57509,2019,12,3.0,1.0,2,3337,213041577,House,46.79107,0.93712,1.31872,,,,0.97426,,290.0
"1 BORRIE STREET, RESERVOIR",-37.70866001,145.0196001,2019,6,3.0,1.0,2,3073,209021523,House,14.05843,0.92464,0.41814,,1.11858,,,,470.0
"1 BORRIE STREET, RESERVOIR",-37.70866001,145.0196001,2019,7,3.0,1.0,2,3073,209021523,House,14.05843,0.92464,0.41814,,1.11858,,,,400.0
"1 BORRIE STREET, RESERVOIR",-37.70866001,145.0196001,2019,8,3.0,1.0,2,3073,209021523,House,14.05843,0.92464,0.41814,,1.11858,,,,430.0
"1 BOURKE STREET, BRUNSWICK",-37.767177,144.966876,2019,7,3.0,1.0,0,3056,206011495,House,5.519489999999999,0.6450199999999999,1.97431,,1.26942,,0.95479,,470.0
"1 BRAEMAR CLOSE, GLADSTONE PARK",-37.684531,144.887128,2019,10,3.0,2.0,2,3043,210051245,House,19.21522,1.5753499999999998,0.36366,1.08349,,,1.8181,0.84082,420.0
"1 BUNGADOOL STREET, WARNEET",-38.224102,145.312457,2019,8,3.0,2.0,5,3980,212031308,House,73.47627,0.85877,8.858709999999999,,17.97187,,,,380.0
"1 CANTALA DRIVE, DONCASTER",-37.775855,145.127204,2019,3,4.0,2.0,2,3108,207021157,House,19.32405,2.39421,0.84324,2.18968,,,,1.52743,680.0
"1 CAVILL COURT, VERMONT SOUTH",-37.856728,145.178865,2019,1,4.0,2.0,2,3133,211041273,House,35.22376,2.02514,0.90286,1.83844,0.68331,,,1.46309,540.0
"1 CAYMAN COURT, LYNDHURST",-38.0577860451654,145.246936078646,2019,6,3.0,2.0,2,3975,212031306,House,43.767050000000005,2.97263,2.84709,,5.35813,,,,400.0
"1 CENTAURUS AVENUE, CLIFTON SPRINGS",-38.1492755,144.57108414,2019,9,3.0,2.0,1,3222,203031048,House,101.99034,1.06534,2.41196,3.62164,4.38223,,3.20547,,460.0
"1 CHARLES DRIVE, PEARCEDALE",-38.206711,145.235638,2019,9,3.0,1.0,2,3912,212031308,House,63.45152,1.3683800000000002,0.94744,,19.53329,,,,420.0
"1 CHATSWORTH QUADRANT, TEMPLESTOWE LOWER",-37.763359,145.103782,2019,5,3.0,1.0,1,3107,207021160,House,15.5783,0.7767000000000001,0.78626,1.50996,,,,,391.0
"1 CHICK CLOSE, WANGARATTA",-36.34212535,146.29659908,2019,4,3.0,2.0,2,3677,204021066,House,241.89377,3.19197,1.30547,1.65938,4.367319999999999,2.71867,3.67582,,340.0
"1 CHICK CLOSE, WANGARATTA",-36.34212535,146.29659908,2019,7,3.0,2.0,2,3677,204021066,House,241.89377,3.19197,1.30547,1.65938,4.367319999999999,2.71867,3.67582,,340.0
"1 CHICK CLOSE, WANGARATTA",-36.34212535,146.29659908,2019,8,3.0,2.0,2,3677,204021066,House,241.89377,3.19197,1.30547,1.65938,4.367319999999999,2.71867,3.67582,,340.0
"1 CHIFLEY CIRCUIT, BURNSIDE HEIGHTS",-37.726732,144.761692,2019,5,4.0,3.0,2,3023,213041462,House,33.59978,,1.69242,,,,,,430.0
"1 CHRISTINE COURT, SEAFORD",-38.104224,145.15274,2019,11,3.0,1.0,1,3198,214011375,House,51.18184,1.27911,1.08016,7.03945,3.90657,,6.38678,,360.0
"1 CLUB AVENUE, KINGSBURY",-37.715834,145.033348,2019,6,3.0,2.0,1,3083,209021205,House,14.67144,1.27549,0.36857,0.84726,2.30292,2.11572,,3.42774,450.0
"1 CLUB AVENUE, KINGSBURY",-37.715834,145.033348,2019,7,3.0,2.0,1,3083,209021205,House,14.67144,1.27549,0.36857,0.84726,2.30292,2.11572,,3.42774,450.0
"1 CLYDEN COURT, BURWOOD EAST",-37.85263,145.147255,2019,7,4.0,2.0,1,3151,207031166,House,19.20312,1.36223,1.0933499999999998,3.0009200000000003,1.29367,,,,510.0
"1 CLYDEN COURT, BURWOOD EAST",-37.85263,145.147255,2019,9,4.0,2.0,1,3151,207031166,House,19.20312,1.36223,1.0933499999999998,3.0009200000000003,1.29367,,,,510.0
"1 COLONIAL CLOSE, WHEELERS HILL",-37.904559,145.190823,2019,6,3.0,2.0,2,3150,212051327,House,26.61916,1.10157,0.34642,2.23622,,,,3.22754,470.0
"1 CORVI COURT, LARA",-38.019955,144.409668,2019,11,4.0,2.0,2,3212,203021043,House,60.06243,0.4482799999999999,1.40279,0.47134,1.3224200000000002,,1.73552,,370.0
"1 DALLWITZ COURT, WANGARATTA",-36.35019001,146.29418001,2019,8,3.0,2.0,1,3677,204021066,House,241.03131,2.55173,1.47616,1.83007,3.5048600000000003,2.40204,2.81335,,380.0
"1 DALLWITZ COURT, WANGARATTA",-36.35019001,146.29418001,2019,10,3.0,2.0,1,3677,204021066,House,241.03131,2.55173,1.47616,1.83007,3.5048600000000003,2.40204,2.81335,,380.0
"1 DALPURA CIRCUIT, FRANKSTON",-38.138349,145.162755,2019,11,3.0,2.0,2,3199,214011372,House,53.96774,0.73411,0.61282,1.39149,,,,2.49128,385.0
"1 DAYLESFORD CRESCENT, KIALLA",-36.4336792,145.3963732,2019,5,4.0,2.0,2,3631,216031593,House,175.42078,0.42036,4.43593,,,,,,500.0
"1 DELEPAN DRIVE, TYABB",-38.257096,145.189026,2019,10,3.0,1.0,2,3913,214021385,House,67.82771000000001,0.2620699999999999,0.92525,2.4657,1.05948,,,,365.0
"1 DENTON STREET, BRIGHTON EAST",-37.929992,145.026658,2019,10,4.0,2.0,2,3187,208011170,House,18.00028,1.26958,1.99368,1.6993900000000002,,,,,700.0
"1 DEVONPORT COURT, TAYLORS HILL",-37.7121001,144.75466001,2019,8,4.0,2.0,2,3037,213041360,House,28.02788,,1.02431,2.24534,,,,,450.0
"1 DIABLO PLACE, CRAIGIEBURN",-37.6064503,144.9150499,2019,10,4.0,2.0,2,3064,210051443,House,26.92667,3.26937,2.17228,2.90942,5.59378,,,,420.0
"1 DICKENS STREET, RICHMOND",-37.820135,145.008702,2019,7,2.0,1.0,1,3121,206071517,House,4.97429,0.83548,1.56224,0.87041,1.30232,,,,650.0
"1 DONALD ROAD, WHEELERS HILL",-37.901256,145.189692,2019,1,4.0,2.0,2,3150,212051327,House,26.49844,1.64074,0.28188,2.1155,,,,3.10683,620.0
"1 DONALD ROAD, WHEELERS HILL",-37.901256,145.189692,2019,6,4.0,2.0,2,3150,212051327,House,26.49844,1.64074,0.28188,2.1155,,,,3.10683,580.0
"1 DOVE STREET, WEST FOOTSCRAY",-37.7967416,144.8809972,2019,7,3.0,1.0,2,3012,213031351,House,8.94416,0.33391,0.95206,,2.31965,,3.7021,,520.0
"1 DOVE STREET, WEST FOOTSCRAY",-37.7967416,144.8809972,2019,11,3.0,1.0,2,3012,213031351,House,8.94416,0.33391,0.95206,,2.31965,,3.7021,,520.0
"1 DUNCAN STREET, BIRCHIP",-35.984418,142.914231,2019,8,3.0,1.0,1,3483,215031400,House,309.74828,1.09316,0.91574,35.44773,0.92663,35.41739,0.81608,,180.0
"1 DUNDAS STREET, EDENHOPE",-37.0352228,141.3010894,2019,4,3.0,1.0,2,3318,215011393,House,392.00444,5.84648,0.31031,0.2166699999999999,38.829,1.1165,0.8987999999999999,,250.0
"1 EAGLE PARADE, NORLANE",-38.090281,144.348185,2019,8,3.0,1.0,2,3214,203021488,House,68.28791,0.75536,0.5757000000000001,1.53961,3.12817,,2.33014,,300.0
"1 EBB ST, ASPENDALE",-38.017125,145.097133,2019,1,3.0,1.0,1,3195,208031189,House,30.78337,1.20025,0.41845,0.8507,1.30683,,,,420.0
"1 ELSWORTH DRIVE, STRATHFIELDSAYE",-36.8121368,144.3520909,2019,4,4.0,2.0,2,3551,202011024,House,154.29297,2.37636,1.30933,7.20785,,,,,330.0
"1 ENDEAVOUR DRIVE, CRANBOURNE NORTH",-38.079887,145.274296,2019,10,3.0,1.0,2,3977,212031560,House,48.77492,0.60303,0.97511,0.89876,,,,,320.0
"1 FAGAN COURT, CRANBOURNE",-38.100601,145.26813,2019,1,2.0,1.0,1,3977,212031300,House,53.02888,2.5366,0.41864,2.2814,1.7635,,2.8215,2.33741,340.0
"1 FAIRHAZEL COURT, BEACONSFIELD UPPER",-38.004267,145.425694,2019,7,4.0,2.0,0,3808,212011289,House,55.00463,1.5141300000000002,3.09994,16.799619999999997,14.22357,,15.19232,,590.0
"1 FAKENHAM ROAD, ASHBURTON",-37.861666,145.082153,2019,1,3.0,2.0,2,3147,207011146,House,14.39816,0.6577200000000001,0.13613,,0.08183,,0.45807,,660.0
"1 FEDERAL STREET, FOOTSCRAY",-37.79563001,144.89719001,2019,9,3.0,1.0,2,3011,213031348,House,7.717899999999999,0.41918,0.7478400000000001,0.35436,0.99106,1.47992,1.54588,,480.0
"1 FEDERAL STREET, FOOTSCRAY",-37.79563001,144.89719001,2019,11,3.0,1.0,2,3011,213031348,House,7.717899999999999,0.41918,0.7478400000000001,0.35436,0.99106,1.47992,1.54588,,440.0
"1 FERNWOOD ROAD, NARRE WARREN",-38.014887,145.30045,2019,5,4.0,1.0,2,3805,212021456,House,42.14383,0.43357,1.04099,1.54879,2.41194,,,2.72218,350.0
"1 FERNWOOD ROAD, NARRE WARREN",-38.014887,145.30045,2019,6,4.0,1.0,2,3805,212021456,House,42.14383,0.43357,1.04099,1.54879,2.41194,,,2.72218,350.0
"1 FISHER STREET, WENDOUREE",-37.539457,143.839549,2019,1,3.0,2.0,2,3355,201011008,House,120.77516,1.07353,1.69146,2.84728,,,,2.4556,350.0
"1 FLETCHER LANE, CARLTON NORTH",-37.78517,144.972009,2019,2,2.0,1.0,1,3054,206071140,Apartment,3.54799,2.73797,0.90842,0.8438300000000001,,,,,580.0
"1 FLODDEN WAY, BRIAR HILL",-37.70438,145.118709,2019,6,5.0,2.0,2,3088,209011202,House,23.66491,0.45913,1.39166,2.1592800000000003,2.33231,,,,620.0
"1 GARETH AVENUE, BEAUMARIS",-37.985274,145.031747,2019,8,4.0,2.0,3,3193,208011168,House,23.10396,1.29266,0.79708,0.97819,,,0.33118,0.39177,1300.0
"1 GARETH AVENUE, BEAUMARIS",-37.985274,145.031747,2019,9,4.0,2.0,3,3193,208011168,House,23.10396,1.29266,0.79708,0.97819,,,0.33118,0.39177,1300.0
"1 GARETH AVENUE, BEAUMARIS",-37.985274,145.031747,2019,11,4.0,2.0,3,3193,208011168,House,23.10396,1.29266,0.79708,0.97819,,,0.33118,0.39177,1300.0
