address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"5/48 CAWKWELL STREET, MALVERN",-37.854413,145.041039,2019,1,1.0,1.0,1,3144,208041194,Apartment,11.01841,0.63924,0.91838,1.1268399999999998,0.77122,,1.6243800000000002,,321.0
"5/48 MUNDY STREET, GEELONG",-38.158851,144.362916,2019,7,2.0,1.0,1,3220,203021039,House,81.00868,0.7847799999999999,0.62254,1.70423,0.60548,1.16407,2.6433,,320.0
"5/48A WARRANDYTE ROAD, RINGWOOD",-37.808756,145.231535,2019,8,2.0,1.0,1,3134,211031266,House,27.615830000000003,0.46412,1.092,1.47113,1.21555,,1.03242,0.6293300000000001,330.0
"5/49 DALY STREET, BRUNSWICK WEST",-37.76626001,144.94415001,2019,9,1.0,1.0,1,3055,206011107,Apartment,6.85357,0.6033999999999999,0.3391,0.98559,,,,,300.0
"5/49 DALY STREET, BRUNSWICK WEST",-37.76626001,144.94415001,2019,11,1.0,1.0,1,3055,206011107,Apartment,6.85357,0.6033999999999999,0.3391,0.98559,,,,,300.0
"5/5 FRANCIS STREET, PORTLAND NORTH",-38.3375083002,141.5936024002,2019,12,2.0,1.0,1,3305,217011422,Apartment,359.68138,1.25854,1.61466,1.75543,2.55484,1.19798,2.99283,,250.0
"5/5 FRASER AVENUE, EDITHVALE",-38.040432,145.110629,2019,1,1.0,1.0,1,3196,208031189,Apartment,47.13043,1.0463399999999998,0.5128400000000001,2.63362,0.54435,,,,1151.0
"5/5 LICOLA ROAD, HEYFIELD",-37.97569001,146.78195001,2019,10,2.0,1.0,1,3858,205051101,Apartment,201.17523,0.58792,0.92172,21.30341,0.66047,21.32531,0.8726499999999999,,160.0
"5/5 OLIVE GROVE, MENTONE",-37.9853792,145.0791225,2019,1,2.0,1.0,1,3194,208031190,Apartment,26.91138,0.79557,1.23964,2.60623,2.85452,,3.24773,0.60356,360.0
"5/5 WILLOW GROVE, CANTERBURY",-37.832131,145.072937,2019,12,2.0,1.0,1,3126,207011155,Apartment,11.02129,1.50943,0.72848,0.99202,1.90853,,,,400.0
"5/500 DANDENONG ROAD, CAULFIELD NORTH",-37.864893,145.023412,2019,7,2.0,1.0,1,3161,208021177,Apartment,10.70459,1.73201,1.48994,1.4685,2.91482,,,1.25826,479.0
"5/500 DANDENONG ROAD, CAULFIELD NORTH",-37.864893,145.023412,2019,8,2.0,1.0,1,3161,208021177,Apartment,10.70459,1.73201,1.48994,1.4685,2.91482,,,1.25826,479.0
"5/51 - 53 NORMANBY AVENUE, THORNBURY",-37.759244,144.995387,2019,5,3.0,1.0,1,3071,206021112,House,7.49801,1.0878,0.55459,2.08836,1.1859000000000002,,,,630.0
"5/51 ARMADALE STREET, ARMADALE",-37.857347,145.018572,2019,5,2.0,1.0,1,3143,206061135,Apartment,9.61123,0.6898200000000001,1.15259,,0.11081,,,,469.0
"5/51 ARMADALE STREET, ARMADALE",-37.857347,145.018572,2019,11,2.0,1.0,1,3143,206061135,Apartment,9.61123,0.6898200000000001,1.15259,,0.11081,,,,490.0
"5/51 BAYFIELD ROAD, BAYSWATER NORTH",-37.823308,145.276938,2019,11,2.0,1.0,1,3153,211031263,Apartment,33.332080000000005,2.22404,4.39307,,,,,,370.0
"5/51-55 MOROTAI PARADE, HEIDELBERG WEST",-37.744687,145.043178,2019,6,3.0,2.0,2,3081,209011199,House,13.62897,0.84401,0.58023,0.94059,,,0.63797,,520.0
"5/534 PLENTY RD, PRESTON",-37.736457,145.012937,2019,8,2.0,1.0,1,3072,209021428,House,10.82643,1.95294,1.18711,0.99399,1.31911,1.49644,1.18316,2.1698000000000004,480.0
"5/534 PLENTY ROAD, PRESTON",-37.736457,145.012937,2019,3,2.0,1.0,1,3072,209021428,House,10.82643,1.95294,1.18711,0.99399,1.31911,1.49644,1.18316,2.1698000000000004,495.0
"5/534 PLENTY ROAD, PRESTON",-37.736457,145.012937,2019,7,2.0,1.0,1,3072,209021428,House,10.82643,1.95294,1.18711,0.99399,1.31911,1.49644,1.18316,2.1698000000000004,495.0
"5/534 PLENTY ROAD, PRESTON",-37.736457,145.012937,2019,8,2.0,1.0,1,3072,209021428,House,10.82643,1.95294,1.18711,0.99399,1.31911,1.49644,1.18316,2.1698000000000004,480.0
"5/54 LIVERPOOL ROAD, KILSYTH",-37.807678,145.314378,2019,8,3.0,2.0,2,3137,211051277,House,35.98098,0.40701,0.86695,1.74397,,,,1.11007,450.0
"5/54 MARION STREET, FITZROY",-37.8049427002,144.9758403002,2019,12,1.0,1.0,0,3065,206071142,Apartment,1.60494,0.6822999999999999,0.64676,0.92383,0.69508,0.87474,1.12306,,520.0
"5/54 MARTIN STREET, THORNBURY",-37.7613496,145.0039289,2019,10,1.0,1.0,1,3071,206021112,Apartment,8.46682,1.71565,0.4880799999999999,0.48198,1.16402,,,,320.0
"5/54 PRINCESS STREET, KEW",-37.804362,145.029405,2019,1,2.0,1.0,1,3101,207011522,Apartment,6.6629,0.30506,0.92975,1.73241,,1.6109,,1.14956,430.0
"5/57 ASLING STREET, BRIGHTON",-37.900526,145.0023,2019,2,2.0,1.0,1,3186,208011169,Apartment,11.60254,1.27274,0.7803300000000001,0.78838,0.5153099999999999,2.15685,1.16906,,450.0
"5/6 BORLASE STREET, YALLAMBIE",-37.733321,145.080367,2019,12,3.0,2.0,2,3085,209011203,House,17.65178,1.19881,1.2586700000000002,1.60968,1.55211,,,,470.0
"5/6 FOX STREET, BENDIGO",-36.751726,144.297016,2019,1,3.0,1.0,1,3550,202011020,House,153.06501999999998,1.97412,3.04292,2.09106,,,,,300.0
"5/6 HENSLEY ROAD, LALOR",-37.6642089,145.0100827,2019,6,3.0,2.0,2,3075,209041530,House,18.74798,,0.8395,0.5286000000000001,1.33303,,,,420.0
"5/6 HENSLEY ROAD, LALOR",-37.6642089,145.0100827,2019,7,3.0,2.0,2,3075,209041530,House,18.74798,,0.8395,0.5286000000000001,1.33303,,,,410.0
"5/6 NEW STREET, RINGWOOD",-37.811806,145.220074,2019,6,2.0,1.0,1,3134,211031266,House,27.23459,0.8889600000000001,1.81646,2.28722,1.3964100000000002,,0.95631,1.69778,350.0
"5/60 CHOMLEY STREET, PRAHRAN",-37.85591125,145.00596619,2019,10,2.0,1.0,1,3181,206061136,Apartment,8.579030000000001,,0.6671900000000001,1.55296,1.91288,,1.47684,,475.0
"5/60 PATTERSON AVENUE, KEILOR",-37.721044,144.822127,2019,5,2.0,2.0,1,3036,210011228,House,20.86336,0.21925,1.97361,2.5797600000000003,,,,,380.0
"5/60 PATTERSON AVENUE, KEILOR",-37.721044,144.822127,2019,12,2.0,2.0,1,3036,210011228,House,20.86336,0.21925,1.97361,2.5797600000000003,,,,,380.0
"5/61 SPRING ST, PRESTON",-37.73195,145.000111,2019,5,2.0,2.0,1,3072,209021429,House,10.48332,1.64794,0.92134,1.20765,,,,,500.0
"5/61 SPRING STREET, PRESTON",-37.73195,145.000111,2019,5,2.0,2.0,1,3072,209021429,House,10.48332,1.64794,0.92134,1.20765,,,,,500.0
"5/616 NEPEAN HIGHWAY, CARRUM",-38.074679,145.121657,2019,3,3.0,2.0,1,3197,208031185,House,48.80416,2.27597,0.84941,,0.44369,,,,430.0
"5/616 NEPEAN HIGHWAY, CARRUM",-38.074679,145.121657,2019,11,3.0,2.0,1,3197,208031185,House,48.80416,2.27597,0.84941,,0.44369,,,,440.0
"5/62 PAKINGTON STREET, KEW",-37.800736,145.035283,2019,2,2.0,1.0,1,3101,207011522,Apartment,8.99065,0.5574199999999999,1.13155,2.59064,,2.46912,,0.75374,360.0
"5/621 TOORAK ROAD, TOORAK",-37.84269829,145.02381121,2019,12,1.0,1.0,0,3142,206061138,Apartment,8.71157,1.69724,1.5680999999999998,1.64764,1.09095,,,,350.0
"5/63 DENHAM STREET, HAWTHORN",-37.819063,145.021764,2019,11,2.0,1.0,1,3122,207011519,House,6.08411,0.33393,0.3957799999999999,,0.60727,,,,500.0
"5/637 CANTERBURY ROAD, VERMONT",-37.832278,145.2111,2019,2,2.0,2.0,1,3133,211041272,House,28.48947,1.4407,0.90024,2.54283,,,,,410.0
"5/64 ROBERTSONS ROAD, KALIMNA",-37.8406,147.921576,2019,8,2.0,1.0,1,3909,205021084,House,308.17625,6.21336,4.3861300000000005,11.05255,,,10.05104,,220.0
"5/64 STEPHEN STREET, YARRAVILLE",-37.8151229002,144.8945895002,2019,8,1.0,1.0,1,3013,213031352,Apartment,7.5581,0.31915,0.73493,3.28322,0.50703,,0.3363299999999999,,315.0
"5/645 BLACKBURN ROAD, CLAYTON",-37.917981,145.139598,2019,1,1.0,1.0,1,3168,212051567,Apartment,23.78704,2.0901300000000003,1.58389,1.40346,,,,,300.0
"5/65 MARTIN STREET, THORNBURY",-37.761254,145.005225,2019,10,1.0,1.0,1,3071,206021112,Apartment,8.57805,1.09999,0.37663,0.3705299999999999,1.27525,,,,290.0
"5/66 RIDDELL PARADE, ELSTERNWICK",-37.889642,145.004493,2019,2,2.0,1.0,0,3185,208021179,Apartment,10.63707,,1.35907,0.75599,0.79083,,1.03705,,450.0
"5/68 YARRA STREET, HEIDELBERG",-37.757789,145.063222,2019,3,2.0,3.0,1,3084,209011198,House,14.51839,0.15658,0.3945099999999999,0.5155299999999999,0.67651,1.00123,0.92195,,450.0
"5/68 YARRA STREET, HEIDELBERG",-37.757789,145.063222,2019,12,2.0,3.0,1,3084,209011198,House,14.51839,0.15658,0.3945099999999999,0.5155299999999999,0.67651,1.00123,0.92195,,450.0
"5/7 READ ROAD, SEVILLE",-37.779897,145.457469,2019,8,2.0,2.0,2,3139,211051285,House,51.77346,,1.01601,,,,,,375.0
"5/7 READ ROAD, SEVILLE",-37.779897,145.457469,2019,9,2.0,2.0,2,3139,211051285,House,51.77346,,1.01601,,,,,,375.0
"5/7-9 JELLICOE STREET, CHELTENHAM",-37.961369,145.05794,2019,10,2.0,1.0,2,3192,208031188,Apartment,26.87621,1.46155,0.7299800000000001,2.02753,1.31777,,0.83872,0.69871,425.0
"5/714 GREGORY STREET, SOLDIERS HILL",-37.5443436,143.8534347,2019,2,3.0,2.0,2,3350,201011482,House,116.39939,2.33721,0.60481,4.8586,2.2567,,,,350.0
"5/72 RATHMINES STREET, FAIRFIELD",-37.77814,145.015739,2019,5,2.0,1.0,0,3078,206021110,Apartment,8.4646,1.22444,0.64715,,0.57275,,,,395.0
"5/73 DAREBIN ROAD, THORNBURY",-37.763511,145.00499,2019,1,2.0,1.0,1,3071,206021112,Apartment,8.309520000000001,2.00719,0.61993,0.61382,1.77814,,,,360.0
"5/73 GADD STREET, NORTHCOTE",-37.7625588,144.9903711,2019,8,1.0,1.0,1,3070,206021500,House,7.13504,0.62676,1.81527,1.7251500000000002,1.26006,,,,450.0
"5/74 ORWIL STREET, FRANKSTON",-38.131231,145.134415,2019,2,3.0,2.0,1,3199,214011371,House,51.94328,2.24802,0.61623,1.80912,1.85596,2.74677,1.81181,1.82002,340.0
"5/76 THE GROVE, COBURG",-37.752712,144.974704,2019,1,2.0,1.0,1,3058,206011497,House,6.86133,0.58135,1.01659,0.91763,,,,,290.0
"5/767 SYDNEY ROAD, COBURG NORTH",-37.732851,144.964529,2019,9,1.0,1.0,1,3058,210031236,Apartment,9.7876,1.33816,2.15242,0.3885,0.37406,,,,300.0
"5/767 SYDNEY ROAD, COBURG NORTH",-37.732851,144.964529,2019,10,1.0,1.0,1,3058,210031236,Apartment,9.7876,1.33816,2.15242,0.3885,0.37406,,,,300.0
"5/767 SYDNEY ROAD, COBURG NORTH",-37.732851,144.964529,2019,12,1.0,1.0,1,3058,210031236,Apartment,9.7876,1.33816,2.15242,0.3885,0.37406,,,,300.0
"5/77 COLLINS STREET, THORNBURY",-37.75528717,145.01029968,2019,11,2.0,1.0,1,3071,206021112,Apartment,9.89608,0.28117,0.47157,1.27232,1.63522,,,,380.0
"5/77 ELGAR ROAD, BURWOOD",-37.8388346002,145.1109255002,2019,6,1.0,1.0,0,3125,207031163,Apartment,14.38027,1.02533,1.82082,1.74981,2.7640100000000003,3.14044,3.65486,3.64483,315.0
"5/77 ELGAR ROAD, BURWOOD",-37.8388346002,145.1109255002,2019,11,1.0,1.0,0,3125,207031163,Apartment,14.38027,1.02533,1.82082,1.74981,2.7640100000000003,3.14044,3.65486,3.64483,330.0
"5/77 ELGAR ROAD, BURWOOD",-37.8388346002,145.1109255002,2019,12,1.0,1.0,0,3125,207031163,Apartment,14.38027,1.02533,1.82082,1.74981,2.7640100000000003,3.14044,3.65486,3.64483,330.0
"5/78 KELVINSIDE ROAD, NOBLE PARK",-37.960006,145.173953,2019,11,2.0,1.0,1,3174,212041459,Apartment,31.61331,0.93765,2.13015,1.57531,1.11997,,,,320.0
"5/78 KELVINSIDE ROAD, NOBLE PARK",-37.960006,145.173953,2019,12,2.0,1.0,1,3174,212041459,Apartment,31.61331,0.93765,2.13015,1.57531,1.11997,,,,320.0
"5/8 AMAROO COURT, DIAMOND CREEK",-37.6699403,145.1577602,2019,2,3.0,2.0,2,3089,209031215,House,29.48129,0.15802,0.76902,2.1212,0.81931,,1.4374,,520.0
"5/8 PADS WAY, SUNBURY",-37.5973908,144.7003298,2019,9,3.0,2.0,1,3429,210041540,House,38.64475,0.86925,3.36474,,4.277939999999999,,,,350.0
"5/8 PADS WAY, SUNBURY",-37.5973908,144.7003298,2019,10,3.0,2.0,1,3429,210041540,House,38.64475,0.86925,3.36474,,4.277939999999999,,,,350.0
"5/8 PADS WAY, SUNBURY",-37.5973908,144.7003298,2019,11,3.0,2.0,1,3429,210041540,House,38.64475,0.86925,3.36474,,4.277939999999999,,,,350.0
"5/8-10 CABENA CRESCENT, CHADSTONE",-37.890131,145.094882,2019,5,3.0,1.0,2,3148,212051319,House,18.17571,2.6926,1.75504,1.58812,,,,,540.0
"5/8-10 MITCHELL STREET, HEATHCOTE",-36.913833,144.701219,2019,1,2.0,1.0,2,3523,202021029,House,114.92591,1.31042,0.75079,,,1.35303,1.2081099999999998,,220.0
"5/8-10 MITCHELL STREET, HEATHCOTE",-36.913833,144.701219,2019,5,2.0,1.0,2,3523,202021029,House,114.92591,1.31042,0.75079,,,1.35303,1.2081099999999998,,220.0
"5/8-10 REGENT STREET, WHITTINGTON",-38.1725323,144.3849209,2019,3,3.0,2.0,2,3219,203021045,House,83.21851,0.5199199999999999,1.35706,1.58563,,,,,380.0
"5/80 MAY STREET, ALTONA NORTH",-37.832973,144.849863,2019,11,2.0,1.0,0,3025,213021343,Apartment,13.63113,0.41945,0.44455,1.00399,2.16602,,0.8374199999999999,0.95115,270.0
"5/80 MAY STREET, ALTONA NORTH",-37.832973,144.849863,2019,12,2.0,1.0,0,3025,213021343,Apartment,13.63113,0.41945,0.44455,1.00399,2.16602,,0.8374199999999999,0.95115,270.0
"5/82 RICHARDSON STREET, ESSENDON",-37.747119,144.910396,2019,3,2.0,2.0,1,3040,206031502,House,9.50197,0.49869,0.70137,1.94519,1.5755599999999998,,0.12378,,480.0
"5/83A LINCOLN RD, CROYDON",-37.787007,145.295535,2019,3,2.0,1.0,2,3136,211031450,House,34.50972,0.26771,1.57121,2.72418,,,3.03737,,385.0
"5/83A LINCOLN ROAD, CROYDON",-37.787007,145.295535,2019,3,2.0,1.0,2,3136,211031450,House,34.50972,0.26771,1.57121,2.72418,,,3.03737,,385.0
"5/83A LINCOLN ROAD, CROYDON",-37.787007,145.295535,2019,7,2.0,1.0,2,3136,211031450,House,34.50972,0.26771,1.57121,2.72418,,,3.03737,,375.0
"5/87 BULLA ROAD, ESSENDON NORTH",-37.737186,144.905172,2019,11,2.0,2.0,2,3041,206031501,House,10.42725,2.87813,1.68472,2.83452,,,,,480.0
"5/87 BULLA ROAD, ESSENDON NORTH",-37.737186,144.905172,2019,12,2.0,2.0,2,3041,206031501,House,10.42725,2.87813,1.68472,2.83452,,,,,480.0
"5/87 THOMAS STREET, BRIGHTON EAST",-37.910933,145.023807,2019,10,2.0,1.0,1,3187,208011170,Apartment,15.90515,0.1619,1.008,1.38044,,,,,445.0
"5/87 WEST STREET, HADFIELD",-37.708177,144.93792,2019,2,2.0,1.0,1,3046,210031535,Apartment,13.31176,0.41093,1.45509,1.08802,,,,,370.0
"5/88 FRANKLIN STREET, MELBOURNE",-37.8082248,144.95982,2019,3,1.0,1.0,0,3000,206041504,Apartment,0.7283999999999999,0.2484799999999999,,,0.54355,,0.27766,,450.0
"5/88 VICTORIA STREET, WILLIAMSTOWN",-37.860873,144.889137,2019,4,1.0,1.0,1,3016,213021346,Apartment,14.17031,0.29845,0.91844,0.564,0.78511,0.36851,2.33296,,315.0
"5/89 CHURCH STREET, GEELONG WEST",-38.13175,144.34323,2019,10,2.0,1.0,1,3218,203021040,Apartment,75.73503,1.19011,0.7704099999999999,1.18905,,,,,310.0
"5/89 RODEN STREET, WEST MELBOURNE",-37.8073799,144.9486796,2019,5,1.0,1.0,0,3003,206041510,Apartment,2.20954,0.61718,0.80053,0.88248,,,,,400.0
"5/9 BAIRD STREET, CASTLEMAINE",-37.071009,144.238524,2019,3,3.0,1.0,1,3450,202021027,Apartment,119.04044,4.53664,1.8209,2.48217,2.60693,4.21196,2.80295,,330.0
"5/9 ELIZABETH STREET, HIGHTON",-38.16977,144.319456,2019,6,1.0,1.0,1,3216,203021042,Apartment,83.30153,0.30591,0.46813,2.01402,,,,,210.0
"5/9 SHEFFIELD STREET, COBURG",-37.746179,144.966674,2019,4,2.0,1.0,1,3058,206011497,Apartment,8.32652,0.65991,0.60168,0.74828,,,,,370.0
"5/9 SHEFFIELD STREET, COBURG",-37.746179,144.966674,2019,5,2.0,1.0,1,3058,206011497,House,8.32652,0.65991,0.60168,0.74828,,,,,370.0
"5/9 ST GEORGES ROAD, ARMADALE",-37.860314,145.020958,2019,1,2.0,1.0,0,3143,206061135,Apartment,10.21667,0.8175800000000001,1.28035,,0.59015,,,,470.0
"5/9 TOWARD STREET, MURRUMBEENA",-37.892296,145.069384,2019,4,1.0,1.0,1,3163,208021181,Apartment,16.096239999999998,0.83557,1.21643,1.91521,0.62679,,0.38944,,280.0
"5/902 PASCOE VALE ROAD, GLENROY",-37.6983076,144.9153445,2019,1,2.0,2.0,1,3046,210031536,House,14.15821,0.7199,1.40552,1.74805,0.8337899999999999,,0.5106700000000001,,380.0
"5/91-93 VICTORIA ROAD, HAWTHORN EAST",-37.822575,145.051733,2019,7,2.0,1.0,1,3123,207011152,House,8.85743,0.58157,0.50814,2.91535,0.5846699999999999,,,,625.0
"5/91-93 VICTORIA ROAD, HAWTHORN EAST",-37.822575,145.051733,2019,8,2.0,1.0,1,3123,207011152,House,8.85743,0.58157,0.50814,2.91535,0.5846699999999999,,,,550.0
"5/92 LITTLE YARRA ROAD, YARRA JUNCTION",-37.792216,145.623433,2019,11,3.0,2.0,2,3797,211051286,Apartment,68.48562,3.41414,0.88473,0.04516,,,2.18183,,400.0
"5/93 CADLES RD, CARRUM DOWNS",-38.0940687002,145.1877029002,2019,11,2.0,2.0,1,3201,214011370,House,47.54178,0.93143,0.13165,0.90858,,,,,345.0
"5/93 CADLES ROAD, CARRUM DOWNS",-38.0940687002,145.1877029002,2019,11,2.0,2.0,1,3201,214011370,House,47.54178,0.93143,0.13165,0.90858,,,,,345.0
"5/96 LOCKSLEY ROAD, IVANHOE",-37.766987,145.050882,2019,2,3.0,1.0,1,3079,209011200,House,14.17908,0.8359800000000001,1.16966,,0.62607,1.44074,,,495.0
"5/98 NICHOLSON STREET, FOOTSCRAY",-37.800289,144.899278,2019,10,1.0,1.0,0,3011,213031348,Apartment,7.38314,1.09414,0.73189,0.41472,0.6563,2.1343400000000003,1.06564,,280.0
"5/9A SMITH STREET, NORTH BENDIGO",-36.746399,144.279594,2019,8,1.0,1.0,1,3550,202011018,House,152.84544,0.6550499999999999,0.94963,1.55362,3.14919,0.95624,3.43108,2.32344,390.0
"5/9A SMITH STREET, NORTH BENDIGO",-36.746399,144.279594,2019,9,1.0,1.0,1,3550,202011018,House,152.84544,0.6550499999999999,0.94877,1.55362,3.14919,0.95624,3.43108,2.32344,390.0
"5/9A SMITH STREET, NORTH BENDIGO",-36.746399,144.279594,2019,10,1.0,1.0,1,3550,202011018,House,152.84544,0.6550499999999999,0.94877,1.55362,3.14919,0.95624,3.43108,2.32344,390.0
"5/9A SMITH STREET, NORTH BENDIGO",-36.746399,144.279594,2019,12,1.0,1.0,1,3550,202011018,House,152.84544,0.6550499999999999,0.94877,1.55362,3.14919,0.95624,3.43108,2.32344,390.0
"50 BANKSIA AVENUE, SANDY POINT",-38.825958,146.120958,2019,11,3.0,1.0,3,3959,205031087,House,188.13447,21.55256,19.26673,25.83657,19.3762,25.72474,26.45071,,900.0
"50 BUCKMASTER DRIVE, MILL PARK",-37.669036,145.068628,2019,5,3.0,2.0,2,3082,209041220,House,22.10397,,1.10227,0.94543,,,,,360.0
"50 BUCKMASTER DRIVE, MILL PARK",-37.669036,145.068628,2019,6,3.0,2.0,2,3082,209041220,House,22.10397,,1.10227,0.94543,,,,,360.0
"50 BUNBURY AVENUE, NARRE WARREN",-38.006768,145.289168,2019,4,3.0,2.0,2,3805,212021456,House,40.4142,0.6026900000000001,0.8282,0.9000199999999999,3.22719,,,3.53743,375.0
"50 CALLAGHAN AVENUE, GLEN WAVERLEY",-37.894724,145.154193,2019,3,5.0,2.0,2,3150,212051322,House,22.57079,1.86894,2.01233,3.13893,2.39984,,,3.21388,650.0
"50 CALLAGHAN AVENUE, GLEN WAVERLEY",-37.894724,145.154193,2019,4,5.0,2.0,2,3150,212051322,House,22.57079,1.86894,2.01233,3.13893,2.39984,,,3.21388,650.0
"50 CALLAGHAN AVENUE, GLEN WAVERLEY",-37.894724,145.154193,2019,6,5.0,2.0,2,3150,212051322,House,22.57079,1.86894,2.01233,3.13893,2.39984,,,3.21388,600.0
"50 CASUARINA DR, FRANKSTON SOUTH",-38.17531001,145.13298001,2019,11,3.0,1.0,2,3199,214011373,House,60.68021,1.33472,2.35151,1.66525,,,,,420.0
"50 CASUARINA DRIVE, FRANKSTON SOUTH",-38.175272,145.133073,2019,11,3.0,1.0,2,3199,214011373,House,60.6812,1.3357,2.35249,1.66623,,,,,420.0
"50 CASUARINA DRIVE, FRANKSTON SOUTH",-38.175272,145.133073,2019,12,3.0,1.0,2,3199,214011373,House,60.6812,1.3357,2.35249,1.66623,,,,,420.0
"50 CHATSWORTH QUADRANT, TEMPLESTOWE LOWER",-37.76058001,145.10365001,2019,12,3.0,1.0,2,3107,207021160,House,16.12092,1.31933,0.69696,2.0525900000000004,,,,,430.0
"50 DANAWA DRIVE, TORQUAY",-38.33205242,144.30520313,2019,7,4.0,2.0,2,3228,203031053,House,103.94398,0.51303,2.29154,2.34325,,,3.24478,2.40129,550.0
"50 DANAWA DRIVE, TORQUAY",-38.33205242,144.30520313,2019,8,4.0,2.0,2,3228,203031053,House,103.94398,0.51303,2.29154,2.34325,,,3.24478,2.40129,520.0
"50 DONALD STREET SOUTH, ALTONA MEADOWS",-37.869169,144.768433,2019,4,3.0,1.0,2,3028,213021342,House,23.98254,0.63781,1.45961,,,,,,350.0
"50 DONALD STREET SOUTH, ALTONA MEADOWS",-37.869169,144.768433,2019,5,3.0,1.0,2,3028,213021342,House,23.98254,0.63781,1.45961,,,,,,350.0
"50 DONGOLA ROAD, KEILOR DOWNS",-37.725721,144.809165,2019,8,4.0,2.0,2,3038,213011332,House,23.18544,0.55275,1.27754,2.05792,,,,,430.0
"50 ESSEX PARK DRIVE, ENDEAVOUR HILLS",-37.966532,145.238797,2019,6,3.0,1.0,1,3802,212021453,House,34.85563,0.98624,1.10731,4.32011,,,,,350.0
"50 ESSEX PARK DRIVE, ENDEAVOUR HILLS",-37.966532,145.238797,2019,8,3.0,1.0,1,3802,212021453,House,34.85563,0.98624,1.10731,4.32011,,,,,330.0
"50 EVANS ROAD, KAMAROOKA",-36.4868479,144.296586,2019,8,3.0,1.0,0,3570,202031032,House,196.60542,10.87318,12.1243,,12.24662,28.84633,12.18933,,250.0
"50 FLINNS ROAD, EASTWOOD",-37.8140022002,147.6369664002,2019,9,4.0,2.0,2,3875,205021081,House,283.60072,1.3175599999999998,0.93153,4.121560000000001,4.02156,4.834779999999999,2.97112,,410.0
"50 GARETH AVENUE, BEAUMARIS",-37.979353,145.031303,2019,10,3.0,2.0,2,3193,208011168,House,22.32752,1.97917,1.13099,0.22618,,,0.69608,1.07828,795.0
"50 GARETH AVENUE, BEAUMARIS",-37.979353,145.031303,2019,11,3.0,2.0,2,3193,208011168,House,22.32752,1.97917,1.13099,0.22618,,,0.69608,1.07828,795.0
"50 GLENGARRY AVENUE, BURWOOD",-37.844924,145.117325,2019,10,4.0,1.0,2,3125,207031165,House,16.23269,1.66521,2.10874,1.63561,,3.68397,2.86636,,530.0
"50 GOLFLINKS ROAD, GLENROY",-37.709293,144.92348,2019,7,4.0,2.0,2,3046,210031535,House,14.10791,0.37471,1.29214,1.36374,,,,,490.0
"50 GOLFLINKS ROAD, GLENROY",-37.709293,144.92348,2019,8,4.0,2.0,2,3046,210031535,House,14.10791,0.37471,1.29214,1.36374,,,,,490.0
"50 GRAYDENS ROAD, TYABB",-38.284122,145.164518,2019,3,3.0,2.0,4,3913,214021385,House,74.36492,2.68225,2.87077,3.07842,4.83165,,,,800.0
"50 HALLS ROAD, BOOLARRA",-38.374702,146.30579,2019,6,3.0,1.0,2,3870,205041094,House,167.33414000000002,5.233479999999999,5.568689999999999,11.77428,,,5.15153,,320.0
"50 HALLS ROAD, BOOLARRA",-38.374702,146.30579,2019,7,3.0,1.0,2,3870,205041094,House,167.33414000000002,5.233479999999999,5.568689999999999,11.77428,,,5.15153,,320.0
"50 HAMPTON STREET, MOE",-38.1877612002,146.2556486002,2019,7,3.0,1.0,1,3825,205041095,House,135.10841,1.26878,1.13604,2.3024400000000003,2.77717,4.273020000000001,2.90229,,235.0
"50 HANOVER STREET, BRUNSWICK",-37.760882,144.954313,2019,4,3.0,1.0,0,3056,206011495,House,7.27621,0.66596,0.52201,,0.98797,,1.13698,,650.0
"50 HENNESSY STREET, PORT CAMPBELL",-38.619322,142.998447,2019,2,3.0,2.0,0,3269,217031475,House,229.28358,0.07196,32.48161,38.69358999999999,17.30479,17.71869,0.21242,,550.0
"50 HENNESSY, PORT CAMPBELL",-38.6212067002,142.9948919002,2019,7,3.0,2.0,0,3269,217031475,House,229.69389,0.88466,32.89192,39.1039,17.71511,18.129,0.60214,,430.0
"50 HENNESSY, PORT CAMPBELL",-38.6212067002,142.9948919002,2019,8,3.0,2.0,0,3269,217031475,House,229.69389,0.88466,32.89192,39.1039,17.71511,18.129,0.60214,,430.0
"50 HUNTERS LANE, KALIMNA",-37.867487,147.962171,2019,11,3.0,2.0,1,3909,205021084,House,313.8695,2.74597,1.53026,6.0457600000000005,,,5.04425,,275.0
"50 IVANHOE ST, GLEN WAVERLEY",-37.892204,145.153407,2019,6,4.0,1.0,1,3150,212051322,House,22.46625,1.56883,1.71222,2.83882,2.09974,,,2.91377,450.0
"50 IVANHOE ST, GLEN WAVERLEY",-37.892204,145.153407,2019,9,4.0,1.0,1,3150,212051322,House,22.46625,1.56883,1.71222,2.83882,2.09974,,,2.91377,450.0
"50 IVANHOE STREET, GLEN WAVERLEY",-37.892206,145.153268,2019,6,4.0,1.0,1,3150,212051322,House,22.46551,1.56957,1.71296,2.83956,2.10048,,,2.9145100000000004,460.0
