,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$390 per week,Unit/apmt,July 2022,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$390 per week,Unit/apmt,July 2022,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$390 per week,Unit/apmt,October 2020,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$390 per week,Unit/apmt,September 2020,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$365 pw,Unit/apmt,September 2016,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$365,Unit/apmt,September 2016,3109
0,"3/29 BEVERLEY STREET, DONCASTER EAST",-37.790178,145.156148,2,1,1,$355 pw,Unit/apmt,April 2014,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$430,Townhouse,July 2022,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$430,Townhouse,July 2022,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$430,Townhouse,October 2021,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$430 pw,Townhouse,October 2021,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$430,Townhouse,February 2021,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$420 per week,Townhouse,October 2018,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$420 per week,Townhouse,September 2018,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$420,Townhouse,September 2018,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$420 pw,Townhouse,September 2018,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$380 per week,Townhouse,November 2011,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$375 per week,Townhouse,February 2010,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$375 per week,Townhouse,January 2010,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$370 per week,Townhouse,November 2009,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$330 per week,Townhouse,May 2008,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$330,Townhouse,May 2008,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$320 pw,Townhouse,May 2007,3109
0,"2/225 BLACKBURN ROAD, DONCASTER EAST",-37.801038,145.160016,3,1,1,$320,Townhouse,May 2007,3109
0,"42 GEDYE STREET, DONCASTER EAST",-37.79892001,145.14872001,4,2,2,$680,House,July 2022,3109
0,"42 GEDYE STREET, DONCASTER EAST",-37.79892001,145.14872001,4,2,2,$680,House,July 2022,3109
0,"42 GEDYE STREET, DONCASTER EAST",-37.79892001,145.14872001,4,2,2,$680 per week,House,January 2021,3109
0,"42 GEDYE STREET, DONCASTER EAST",-37.79892001,145.14872001,4,2,2,$680,House,January 2021,3109
0,"203/177 BLACKBURN ROAD, DONCASTER EAST",-37.78694001,145.16207001,3,2,2,$490 per week,Unit/apmt,July 2022,3109
0,"203/177 BLACKBURN ROAD, DONCASTER EAST",-37.78694001,145.16207001,3,2,2,$490 per week,Unit/apmt,July 2022,3109
0,"203/177 BLACKBURN ROAD, DONCASTER EAST",-37.78694001,145.16207001,3,2,2,"$775,000 - $850,000",Unit/apmt,April 2022,3109
0,"203/177 BLACKBURN ROAD, DONCASTER EAST",-37.78694001,145.16207001,3,2,2,$490 per week,Unit/apmt,January 2021,3109
0,"203/177 BLACKBURN ROAD, DONCASTER EAST",-37.78694001,145.16207001,3,2,2,$490,Unit/apmt,January 2021,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$590,Townhouse,July 2022,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$590,Townhouse,July 2022,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$570,Townhouse,October 2021,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$590,Townhouse,October 2021,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$590 pw,Townhouse,October 2021,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$590,Townhouse,February 2021,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$460,Townhouse,August 2007,3109
0,"3/48 BEVERLEY STREET, DONCASTER EAST",-37.789986,145.153454,3,2,2,$460 pw,Townhouse,August 2007,3109
0,"5 AMINGA AVENUE, DONCASTER EAST",-37.78932001,145.16999001,3,1,2,$440,House,July 2022,3109
0,"5 AMINGA AVENUE, DONCASTER EAST",-37.78932001,145.16999001,3,1,2,$440,House,July 2022,3109
0,"5 AMINGA AVENUE, DONCASTER EAST",-37.78932001,145.16999001,3,1,2,$440,House,May 2022,3109
0,"5 AMINGA AVENUE, DONCASTER EAST",-37.78932001,145.16999001,3,1,2,$440 pw,House,May 2022,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$490,Unit/apmt,July 2022,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$490,Unit/apmt,July 2022,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$490,Unit/apmt,November 2021,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$490 pw,Unit/apmt,November 2021,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$490 pw,Unit/apmt,April 2019,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$520 per week,Unit/apmt,March 2019,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$510 per week,Unit/apmt,February 2019,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,per week,Unit/apmt,February 2019,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$430,Unit/apmt,February 2016,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$430 per week,Unit/apmt,October 2015,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$430 pw,Unit/apmt,October 2015,3109
0,"2/8 MAGGS STREET, DONCASTER EAST",-37.793891,145.162461,3,2,1,$430 Week,Unit/apmt,October 2015,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$500,Unit/apmt,July 2022,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$500,Unit/apmt,July 2022,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$520 pw,Unit/apmt,October 2021,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$520,Unit/apmt,October 2021,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$530 per week,Unit/apmt,June 2019,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$530 per week,Unit/apmt,December 2018,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$530 pw,Unit/apmt,December 2018,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$550,Unit/apmt,October 2018,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$520,Unit/apmt,February 2016,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$520 pw,Unit/apmt,February 2016,3109
0,"2/948 DONCASTER ROAD, DONCASTER EAST",-37.7887660,145.1560310,3,2,2,$550 pw,Unit/apmt,June 2015,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$375,House,July 2022,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$375,House,July 2022,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$375,House,January 2022,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$375 pw,House,January 2022,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$335 per week,House,August 2016,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$335 pw,House,August 2016,3109
0,"1057 DONCASTER ROAD, DONCASTER EAST",-37.789271,145.164805,3,1,1,$335 pw,House,July 2016,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$460,Townhouse,July 2022,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$460,Townhouse,July 2022,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$470 pw,Townhouse,January 2022,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$470,Townhouse,January 2022,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$450 per week,Townhouse,October 2017,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$450 pw,Townhouse,October 2017,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$450 per week,Townhouse,September 2017,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$450 pw,Townhouse,September 2017,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$450 pw,Townhouse,September 2016,3109
0,"2/1085 DONCASTER ROAD, DONCASTER EAST",-37.789469,145.168363,3,1,1,$440 per week,Townhouse,September 2016,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$400,Unit/apmt,July 2022,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$400,Unit/apmt,July 2022,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$400,Unit/apmt,April 2022,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$400 pw,Unit/apmt,April 2022,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$380,Unit/apmt,February 2018,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$380 pw,Unit/apmt,February 2018,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$380 per week,Unit/apmt,February 2018,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$370 per week,Unit/apmt,January 2016,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$370 pw,Unit/apmt,January 2016,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$365 per week,Unit/apmt,August 2014,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$365 pw,Unit/apmt,August 2014,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$330,Unit/apmt,February 2011,3109
0,"3/931 DONCASTER ROAD, DONCASTER EAST",-37.7985670,145.1512530,2,1,1,$330,Unit/apmt,October 2010,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$600,House,July 2022,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$600,House,July 2022,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$600,House,May 2022,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$600 pw,House,May 2022,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$550,House,December 2019,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$550 pw,House,December 2019,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$510 per week,House,July 2014,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$510 pw,House,July 2014,3109
0,"100 SANTA ROSA BOULEVARD, DONCASTER EAST",-37.7698050,145.1814330,4,2,2,$500 per week,House,March 2013,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$590,Townhouse,July 2022,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$590,Townhouse,July 2022,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$590 pw,Townhouse,May 2022,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$590,Townhouse,May 2022,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$500 pw,Townhouse,April 2017,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$500 per week,Townhouse,July 2016,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$500 pw,Townhouse,July 2016,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$465 per week,Townhouse,November 2012,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$475 pw,Townhouse,November 2012,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$465 per week,Townhouse,October 2012,3109
0,"3/1056 DONCASTER ROAD, DONCASTER EAST",-37.7900300,145.1653790,3,2,2,$460 per week,Townhouse,November 2011,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$435,Unit/apmt,July 2022,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$435,Unit/apmt,July 2022,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$435,Unit/apmt,May 2022,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$435 pw,Unit/apmt,May 2022,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$385 per week,Unit/apmt,March 2019,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$385 pw,Unit/apmt,February 2019,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$385 per week,Unit/apmt,February 2019,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,per week,Unit/apmt,February 2019,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$350 per week,Unit/apmt,August 2015,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$350 pw,Unit/apmt,August 2015,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,Contact,Unit/apmt,March 2010,3109
0,"4/73-75 FRANKLIN ROAD, DONCASTER EAST",-37.7897750,145.1612460,2,1,1,$330,Unit/apmt,February 2010,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$400,House,July 2022,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$400,House,July 2022,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$400,House,March 2022,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$400 pw,House,March 2022,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$400,House,March 2021,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$360 per week,House,January 2014,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$360 pw,House,October 2013,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$360 per week,House,October 2013,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$355 per week,House,December 2012,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$360 per week,House,December 2012,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$360 per week,House,November 2012,3109
0,"8 BARTON STREET, DONCASTER EAST",-37.779870,145.156613,3,1,1,$320,House,June 2007,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$660 per week,Townhouse,July 2022,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$660 per week,Townhouse,July 2022,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$690,Townhouse,May 2022,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$660,Townhouse,May 2022,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$660 per week,Townhouse,May 2022,3109
0,"7/7 TOINETTE COURT, DONCASTER EAST",-37.78482001,145.15762001,4,4,2,$660,Townhouse,May 2021,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$560,Townhouse,July 2022,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$560,Townhouse,July 2022,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$560,Townhouse,November 2021,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$560 per week,Townhouse,November 2021,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$540 per week,Townhouse,June 2018,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$540,Townhouse,June 2018,3109
0,"3/167 BLACKBURN ROAD, DONCASTER EAST",-37.7879815,145.1619474,3,1,2,$550,Townhouse,May 2018,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$330,Unit/apmt,July 2022,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$330,Unit/apmt,July 2022,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$330 per week,Unit/apmt,November 2021,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$330,Unit/apmt,November 2021,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$340 per week,Unit/apmt,July 2020,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$340,Unit/apmt,July 2020,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$340 pw,Unit/apmt,July 2020,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$310 per week,Unit/apmt,November 2019,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$310,Unit/apmt,November 2019,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$310 - $310,Unit/apmt,November 2019,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$310 pw,Unit/apmt,November 2019,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$250 per week,Unit/apmt,October 2016,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$280 per week,Unit/apmt,May 2016,3109
0,"1/192 ANDERSONS CREEK ROAD, DONCASTER EAST",-37.759821,145.17437,1,1,1,$250 per week,Unit/apmt,July 2015,3109
0,"10 HAWK STREET, DONCASTER EAST",-37.79282001,145.15527001,3,1,1,$385,House,July 2022,3109
0,"10 HAWK STREET, DONCASTER EAST",-37.79282001,145.15527001,3,1,1,$385,House,July 2022,3109
0,"10 HAWK STREET, DONCASTER EAST",-37.79282001,145.15527001,3,1,1,$385,House,November 2021,3109
0,"10 HAWK STREET, DONCASTER EAST",-37.79282001,145.15527001,3,1,1,$385 pw,House,November 2021,3109
0,"3/18 CHAMPION STREET, DONCASTER EAST",-37.78713001,145.15085001,3,3,2,$700,Townhouse,July 2022,3109
0,"3/18 CHAMPION STREET, DONCASTER EAST",-37.78713001,145.15085001,3,3,2,$700,Townhouse,July 2022,3109
0,"3/18 CHAMPION STREET, DONCASTER EAST",-37.78713001,145.15085001,3,3,2,$725 pw,Townhouse,November 2021,3109
0,"3/18 CHAMPION STREET, DONCASTER EAST",-37.78713001,145.15085001,3,3,2,$725,Townhouse,October 2021,3109
0,"3/18 CHAMPION STREET, DONCASTER EAST",-37.78713001,145.15085001,3,3,2,$725,Townhouse,September 2021,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750,Townhouse,July 2022,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750,Townhouse,July 2022,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750 pw,Townhouse,November 2021,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750 pw,Townhouse,October 2021,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750,Townhouse,October 2021,3109
0,"1/18 CHAMPION STREET, DONCASTER EAST",-37.7866136002,145.1486109002,3,3,2,$750,Townhouse,September 2021,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$330,Unit/apmt,July 2022,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$330,Unit/apmt,July 2022,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$330 pw,Unit/apmt,October 2021,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$330,Unit/apmt,October 2021,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$245 per week,Unit/apmt,March 2011,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$245 per week,Unit/apmt,January 2011,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$200,Unit/apmt,May 2008,3109
0,"1/63 FRANKLIN ROAD, DONCASTER EAST",-37.78981018,145.16004944,2,1,1,$180,Unit/apmt,November 2006,3109
0,"38 SCHAFTER DRIVE, DONCASTER EAST",-37.7622660,145.1790160,3,2,2,$620 per week,House,July 2022,3109
0,"38 SCHAFTER DRIVE, DONCASTER EAST",-37.7622660,145.1790160,3,2,2,$620 per week,House,July 2022,3109
0,"38 SCHAFTER DRIVE, DONCASTER EAST",-37.7622660,145.1790160,3,2,2,$620 per week,House,November 2021,3109
0,"38 SCHAFTER DRIVE, DONCASTER EAST",-37.7622660,145.1790160,3,2,2,$620,House,November 2021,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$520 per week,Unit/apmt,July 2022,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$520 per week,Unit/apmt,July 2022,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$520 pw,Unit/apmt,November 2021,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$520,Unit/apmt,November 2021,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$450 p.w.,Unit/apmt,August 2009,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$450 pw,Unit/apmt,August 2009,3109
0,"22A MAGGS STREET, DONCASTER EAST",-37.7939830,145.1640920,3,2,2,$450,Unit/apmt,August 2009,3109
0,"6 CARISBROOK COURT, DONCASTER EAST",-37.7865320,145.1663030,3,2,none,$530,House,July 2022,3109
0,"6 CARISBROOK COURT, DONCASTER EAST",-37.7865320,145.1663030,3,2,none,$530,House,July 2022,3109
0,"6 CARISBROOK COURT, DONCASTER EAST",-37.7865320,145.1663030,3,2,none,$530 pw,House,October 2021,3109
0,"6 CARISBROOK COURT, DONCASTER EAST",-37.7865320,145.1663030,3,2,none,$530,House,October 2021,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$475,Townhouse,July 2022,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$475,Townhouse,July 2022,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$475,Townhouse,November 2021,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$475 pw,Townhouse,November 2021,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$500,Townhouse,April 2019,3109
0,"2/29 CASSOWARY STREET, DONCASTER EAST",-37.795639,145.157084,3,2,1,$350,Townhouse,August 2007,3109
0,"7 OCTANTIS STREET, DONCASTER EAST",-37.779735,145.164735,4,3,1,$880,Townhouse,July 2022,3109
0,"7 OCTANTIS STREET, DONCASTER EAST",-37.779735,145.164735,4,3,1,$880,Townhouse,July 2022,3109
