,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"2 HOUSTON STREET, DONALD",-36.3681230,142.9827750,3,1,1,$220,none,August 2018,3480
0,"2 HOUSTON STREET, DONALD",-36.3681230,142.9827750,3,1,1,$220,none,August 2018,3480
0,"2 HOUSTON STREET, DONALD",-36.3681230,142.9827750,3,1,1,$240 pw,none,October 2017,3480
0,"64A WOOD STREET, DONALD",-36.3704741,142.9820798,4,1,none,$200,none,August 2018,3480
0,"64A WOOD STREET, DONALD",-36.3704741,142.9820798,4,1,none,$200,none,August 2018,3480
0,"64A WOOD STREET, DONALD",-36.3704741,142.9820798,4,1,none,$200 pw,none,August 2017,3480
0,"64A WOOD STREET, DONALD",-36.3704741,142.9820798,4,1,none,$200 pw,none,July 2017,3480
0,"23 ELIZABETH STREET; STREET, DONALD",-36.3585864,142.9893234,3,1,none,$165,none,July 2018,3480
0,"23 ELIZABETH STREET; STREET, DONALD",-36.3585864,142.9893234,3,1,none,$165,none,July 2018,3480
0,"15 WILLOW COURT, DONALD",-36.3685180,142.9754970,3,1,4,$230,none,June 2018,3480
0,"15 WILLOW COURT, DONALD",-36.3685180,142.9754970,3,1,4,$230,none,June 2018,3480
0,"15 WILLOW COURT, DONALD",-36.3685180,142.9754970,3,1,4,$260,none,April 2018,3480
0,"48 WALKER STREET, DONALD",-36.371201,142.989027,3,1,1,$190,none,April 2018,3480
0,"48 WALKER STREET, DONALD",-36.371201,142.989027,3,1,1,$190,none,April 2018,3480
0,"48 WALKER STREET, DONALD",-36.371201,142.989027,3,1,1,$190 pw,none,May 2017,3480
0,"5 SPROATS LANE, DONALD",-36.365050,142.977067,3,1,none,$200,none,April 2018,3480
0,"5 SPROATS LANE, DONALD",-36.365050,142.977067,3,1,none,$200,none,April 2018,3480
0,"5 SPROATS LANE, DONALD",-36.365050,142.977067,3,1,none,$200 pw,none,August 2017,3480
0,"3/2 HAMMILL STREET, DONALD",-36.369004,142.981384,2,1,1,$175,none,March 2018,3480
0,"3/2 HAMMILL STREET, DONALD",-36.369004,142.981384,2,1,1,$175,none,March 2018,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$195,House,March 2018,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$195,House,March 2018,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$195 pw,House,February 2018,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$195,House,February 2018,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$185 pw,House,January 2017,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$185 pw,House,June 2016,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$190,House,August 2015,3480
0,"35 GRAY STREET, DONALD",-36.3717280,142.9902810,3,1,1,$125 per week,House,May 2011,3480
0,"31 HAMMILL STREET, DONALD",-36.3666270,142.9838690,4,2,8,$220 pw,none,November 2017,3480
0,"31 HAMMILL STREET, DONALD",-36.3666270,142.9838690,4,2,8,$220 pw,none,November 2017,3480
0,"31 CAMP STREET, DONALD",-36.3704685,142.9758985,3,1,1,$160 pw,none,July 2017,3480
0,"31 CAMP STREET, DONALD",-36.3704685,142.9758985,3,1,1,$160 pw,none,July 2017,3480
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$440 per week,none,September 2022,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$440 per week,none,September 2022,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$405 per week,none,August 2021,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$405,none,August 2021,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$400,none,November 2018,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$400 per week,none,November 2018,3109
0,"301/3 RED HILL TERRACE, DONCASTER EAST",-37.7631816,145.1728734,2,2,1,$450 per week,none,October 2018,3109
