,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,STATE_CODE_2016,SINGLE_NAME,VIC_NAME,MULTIPLE_NAME,VALID_NAME
530,210051445,21445,MICKLEHAM,2,False,False,True,False
531,211011254,21254,KNOXFIELD,2,False,False,True,False
532,211011256,21256,ROWVILLE,2,False,False,True,False
533,211021261,21261,DONVALE,2,False,False,True,False
534,211021262,21262,WARRANDYTE,2,False,False,True,False
535,211031265,21265,CROYDON HILLS,2,False,False,True,False
536,211031450,21450,CROYDON,2,False,False,True,False
537,211051274,21274,BELGRAVE,2,False,False,True,False
538,211051276,21276,HEALESVILLE,2,False,False,True,False
539,211051278,21278,LILYDALE,2,False,False,True,False
540,211051279,21279,MONBULK,2,False,False,True,False
541,211051282,21282,MOUNT DANDENONG,2,False,False,True,False
542,211051284,21284,UPWEY,2,False,False,True,False
543,211051285,21285,WANDIN,2,False,False,True,False
544,212011287,21287,BEACONSFIELD,2,False,False,True,False
545,212011288,21288,BUNYIP,2,False,False,True,False
546,212011289,21289,EMERALD,2,False,False,True,False
547,212011291,21291,PAKENHAM,2,False,False,True,False
548,212021293,21293,BERWICK,2,False,False,True,False
549,212021453,21453,ENDEAVOUR HILLS,2,False,False,True,False
550,212021455,21455,NARRE WARREN,2,False,False,True,False
551,212031305,21305,HAMPTON PARK,2,False,False,True,False
552,212031306,21306,LYNBROOK,2,False,False,True,False
553,212031308,21308,PEARCEDALE,2,False,False,True,False
554,212041309,21309,CLARINDA,2,False,False,True,False
555,212041459,21459,NOBLE PARK,2,False,False,True,False
556,212051319,21319,ASHWOOD,2,False,False,True,False
557,212051321,21321,GLEN WAVERLEY,2,False,False,True,False
558,212051323,21323,MOUNT WAVERLEY,2,False,False,True,False
559,212051326,21326,OAKLEIGH,2,False,False,True,False
560,213011328,21328,ARDEER,2,False,False,True,False
561,213011330,21330,DEER PARK,2,False,False,True,False
562,213011334,21334,ST ALBANS,2,False,False,True,False
563,213031350,21350,SEDDON,2,False,False,True,False
564,213031351,21351,WEST FOOTSCRAY,2,False,False,True,False
565,213041359,21359,ROCKBANK,2,False,False,True,False
566,213051361,21361,HOPPERS CROSSING,2,False,False,True,False
567,213051368,21368,WERRIBEE,2,False,False,True,False
568,213051464,21464,POINT COOK,2,False,False,True,False
569,214011376,21376,SKYE,2,False,False,True,False
570,214021379,21379,HASTINGS,2,False,False,True,False
571,214021384,21384,ROSEBUD,2,False,False,True,False
572,215021469,21469,MILDURA,2,False,False,True,False
573,216011408,21408,LOCKINGTON,2,False,False,True,False
574,216031416,21416,SHEPPARTON,2,False,False,True,False
575,216031418,21418,SHEPPARTON REGION,2,False,False,True,False
576,217031474,21474,CORANGAMITE,2,False,False,True,False
577,217041477,21477,MOYNE,2,False,False,True,False
578,217041479,21479,WARRNAMBOOL,2,False,False,True,False
579,297979799,29799,MIGRATORY,2,False,True,True,False
583,201031015,21015,PLAINS,2,False,False,True,False
584,202011019,21019,GULLY,2,False,False,True,False
586,202011021,21021,HILL,2,False,False,True,False
587,202011022,21022,FLAT,2,False,False,True,False
588,202011025,21025,HILLS,2,False,False,True,False
589,202021026,21026,REGION,2,False,False,True,False
591,203021040,21040,WEST,2,False,False,True,False
595,203031050,21050,GROVE,2,False,False,True,False
596,203031052,21052,LONSDALE,2,False,False,True,False
604,205041098,21098,NORTH,2,False,False,True,False
610,207011150,21150,IRIS,2,False,False,True,False
617,208031183,21183,GARDENS,2,False,False,True,False
626,209011201,21201,EAST,2,False,False,True,False
633,209031215,21215,GLEN,2,False,False,True,False
634,209041220,21220,PARK,2,False,False,True,False
659,212021455,21455,WARREN,2,False,False,True,False
664,212051321,21321,WAVERLEY,2,False,False,True,False
667,213011334,21334,ALBANS,2,False,False,True,False
671,213051361,21361,CROSSING,2,False,False,True,False
673,213051464,21464,COOK,2,False,False,True,False
