,Unnamed: 0,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,weekly_rent
233,233,2.0,2.0,2.0,,6607/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$1200 per week,0.4073,1200.0
234,234,2.0,2.0,,,3908E/18 Hoff Blvd Southbank VIC 3006,-37.825817,144.9640414,$700 per week,0.8952,700.0
235,235,2.0,2.0,2.0,,2207/22 Dorcas Street Southbank VIC 3006,-37.830158,144.9696007,$700,1.3669,700.0
236,236,2.0,2.0,1.0,,803/60 Dorcas Street Southbank VIC 3006,-37.83046820000001,144.9679382,$700 per week,1.3828,700.0
237,237,3.0,2.0,2.0,,5505/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,$1300/week,0.8952,1300.0
238,238,2.0,2.0,,,705/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$560.00,0.7243,560.0
239,239,2.0,2.0,,,2503/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$550 per week,1.141,550.0
240,240,3.0,3.0,1.0,,3706/283 City Road Southbank VIC 3006,-37.82730979999999,144.95887050000005,$850 per week,1.2424,850.0
241,241,2.0,2.0,1.0,,2704/8 Kavanagh Street Southbank VIC 3006,-37.8226734,144.9665021,"$1,100",0.5123,1100.0
242,242,2.0,2.0,1.0,,1402/63 Whiteman Street Southbank VIC 3006,-37.8260485,144.956843,$1099pw - Stay 1 mth+,1.2471,1099.0
243,243,3.0,2.0,1.0,,1203/57 City Road Southbank VIC 3006,-37.82201370000001,144.9659363,"$1,950 per week",0.4448,1950.0
244,244,3.0,2.0,1.0,,3101/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$850.00,0.8998,850.0
245,245,2.0,2.0,1.0,,3602/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$650.00,0.8998,650.0
246,246,2.0,2.0,,,3506/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$560 per week,1.1723,560.0
248,248,1.0,2.0,1.0,,5006/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$650 per week,0.4073,650.0
249,249,3.0,2.0,2.0,,2810/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$1100 per week,0.4073,1100.0
250,250,2.0,2.0,1.0,,3204/283 City Road Southbank VIC 3006,-37.8271443,144.95904860000005,$700,1.2183,700.0
251,251,2.0,2.0,1.0,,2203/70 Dorcas Street Southbank VIC 3006,-37.830541,144.967508,$650.00,1.3887,650.0
252,252,2.0,2.0,,,3905/11 Bale Circuit Southbank VIC 3006,-37.8261356,144.9628643,$650 per week,0.9617,650.0
253,253,2.0,2.0,1.0,,2113/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,600.0
254,254,3.0,2.0,2.0,,70/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$800.00,0.8643,800.0
255,255,2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$580 per week,0.7243,580.0
256,256,2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$580 per week,0.7243,580.0
257,257,2.0,2.0,1.0,,3802/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$680.00,0.8998,680.0
258,258,2.0,2.0,1.0,,601/39 Coventry Street Southbank VIC 3006,-37.8294033,144.9692407,$585,1.2787,585.0
259,259,2.0,2.0,,,5112/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$580pw - Great Views and NBN connection Paid for,0.6211,580.0
260,260,2.0,2.0,,,1206/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$520.00,1.0899,520.0
261,261,2.0,2.0,1.0,,1703/163 City Road Southbank VIC 3006,-37.8243289,144.96264630000005,$650,0.7863,650.0
262,262,2.0,2.0,1.0,,2406/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$560.00,1.0899,560.0
263,263,2.0,2.0,2.0,,1705/283 City Road Southbank VIC 3006,-37.82730979999999,144.95887050000005,$650,1.2424,650.0
264,264,2.0,2.0,1.0,,1009/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$600,0.7243,600.0
265,265,2.0,2.0,,,4704/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,$650 per week,0.8952,650.0
266,266,2.0,2.0,,,1703/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$560 per week *Unfurnished*,0.6211,560.0
267,267,2.0,2.0,1.0,,702/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00,0.8998,600.0
268,268,2.0,2.0,1.0,,2609/118 Kavanagh Street Southbank VIC 3006,-37.8255001,144.9621299,$590.00,0.9229999999999999,590.0
269,269,3.0,2.0,1.0,,1100/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$690.00,1.0899,690.0
270,270,2.0,2.0,1.0,,343/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$570.00,0.8643,570.0
272,272,2.0,2.0,1.0,,2404/45 Haig St Southbank VIC 3006,-37.8270615,144.9574341,$670 per week,1.296,670.0
273,273,2.0,2.0,1.0,,4404/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$680.00,0.7243,680.0
274,274,2.0,2.0,,,1213/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$630.00,0.7243,630.0
275,275,2.0,2.0,,,1701/250 City Road Southbank VIC 3006,-37.8257343,144.9596645,$550 per week,1.0588,550.0
276,276,2.0,2.0,1.0,,2003/133 City Road Southbank VIC 3006,-37.8232789,144.96351919999995,$640,0.6472,640.0
277,277,2.0,2.0,1.0,,1302/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$690 pw *Fully Furnished,1.1723,690.0
278,278,2.0,2.0,1.0,,1002/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$625 pw / $2716 pm,1.141,625.0
279,279,3.0,2.0,2.0,,7406/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,"$1,150 per week",0.6211,1150.0
280,280,2.0,2.0,1.0,,1605/152 Sturt Street Southbank VIC 3006,-37.8252463,144.9657228,$580,0.8037,580.0
281,281,2.0,2.0,1.0,,1202B/58 Dorcas Street Southbank VIC 3006,-37.8306092,144.9681128,$600 pw,1.3996,600.0
282,282,2.0,2.0,,,3516/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$600 weekly,0.6211,600.0
283,283,2.0,2.0,1.0,,1507/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$620.00,0.8998,620.0
284,284,2.0,2.0,1.0,,1102/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$630.00,0.8998,630.0
285,285,2.0,2.0,1.0,,1907/180 City Road Southbank VIC 3006,-37.8238834,144.961973,$610.00,0.7736,610.0
286,286,2.0,2.0,1.0,,2108/152 Sturt Street Southbank VIC 3006,-37.8252463,144.9657228,$590,0.8037,590.0
287,287,2.0,2.0,1.0,,1504/61-63 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$575 per week,1.3895,575.0
288,288,2.0,2.0,1.0,,3104/61 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$560.00,1.3895,560.0
289,289,2.0,2.0,,,1909/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$550pw Great Location!,0.6211,550.0
290,290,2.0,2.0,1.0,,1605/63 Haig Street Southbank VIC 3006,-37.82776339999999,144.9567525,$550 per week,1.3945,550.0
291,291,3.0,2.0,1.0,,1908/163 City Road Southbank VIC 3006,-37.8241593,144.9625583,$735 weekly,0.7733,735.0
292,292,2.0,2.0,1.0,,3211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$610.00,0.8998,610.0
293,293,2.0,2.0,,,901/11 Bale Circuit Southbank VIC 3006,-37.8259245,144.96329740000004,$550 per week,0.9265,550.0
294,294,2.0,2.0,1.0,,1306/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$620.00,0.6999,620.0
295,295,3.0,2.0,1.0,,1612/80 Clarendon Street Southbank VIC 3006,-37.8271147,144.9575927,$880 per week,1.2918,880.0
296,296,2.0,2.0,1.0,,2211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00,0.8998,600.0
297,297,2.0,2.0,,,308/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$825,1.0909,825.0
298,298,2.0,2.0,,,2803/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$900,1.0909,900.0
299,299,2.0,2.0,,,18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,from $580 per week,0.8952,580.0
300,300,3.0,2.0,,,5701/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,"$1,615",1.0909,1615.0
301,301,2.0,2.0,1.0,,1502/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$945,1.0909,945.0
302,302,2.0,2.0,1.0,,2004/61-63 Haig Street Southbank VIC 3006,-37.8276686,144.9566961,$600 per week,1.3895,600.0
303,303,2.0,2.0,1.0,,3813/70 Southbank Bvd Southbank VIC 3006,-37.8232421,144.9640661,$875,0.6234,875.0
304,304,2.0,2.0,,,3004/9 Power Street Southbank VIC 3006,-37.8230624,144.96141819999997,$700 per week,0.7298,700.0
305,305,2.0,2.0,,,1802/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$880,1.0909,880.0
306,306,3.0,2.0,1.0,,1208/163 City Road Southbank VIC 3006,-37.8243289,144.96264630000005,$600.00,0.7863,600.0
307,307,3.0,2.0,1.0,,603/915 Collins Street Docklands VIC 3008,-37.8206034,144.9402399,$985 **WATERFRONT FURNISHED APARTMENT**,2.3533,985.0
308,308,2.0,2.0,1.0,,406/838 Bourke Street Docklands VIC 3008,-37.8198146,144.943274,$500.00,2.0787,500.0
309,309,2.0,2.0,1.0,,1203S/883 Collins Street Docklands VIC 3008,-37.82121160000001,144.94250300000004,$650 Per Week,2.1657,650.0
310,310,2.0,2.0,1.0,,3505/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$700.00,1.7101,700.0
311,311,3.0,2.0,2.0,,907/2 Glenti Place Docklands VIC 3008,-37.8154048,144.93909159999995,"$1,200 per week",2.4556,1200.0
312,312,2.0,2.0,,,Floor19/673 La Trobe Street Docklands VIC 3008,-37.8134024,144.9503449,$620 per week *Fully Furnished*,1.5386,620.0
313,313,2.0,2.0,1.0,,809/15 Doepel Way Docklands VIC 3008,-37.8148335,144.9400507,$720,2.3807,720.0
314,314,2.0,2.0,,,1806/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550 per week,1.6302,550.0
315,315,2.0,2.0,1.0,,1406/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$750pw | FULLY FURNISHED,2.7417,750.0
316,316,2.0,2.0,1.0,,503/8 McCrae Street Docklands VIC 3008,-37.821506,144.95083200000005,$600.00,1.4559,600.0
317,317,2.0,2.0,1.0,,1107S/889 Collins Street Docklands VIC 3008,-37.8211627,144.94194430000005,$635.00,2.2133,635.0
318,318,2.0,2.0,1.0,,1404/60 Lorimer Street Docklands VIC 3008,-37.8249678,144.9469264,$650.00,1.9092,650.0
319,319,2.0,2.0,1.0,,3704/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$600 per week,1.7101,600.0
320,320,3.0,2.0,1.0,,302/30 Newquay Promenade Docklands VIC 3008,-37.8145362,144.9424083,$1100pw - Furnished,2.1818,1100.0
321,321,2.0,2.0,1.0,,1314/421 Docklands Drive Docklands VIC 3008,-37.8148569,144.939884,$650 per week,2.3948,650.0
322,322,2.0,2.0,1.0,,28 Cumberland Street Docklands VIC 3008,-37.81968060000001,144.9427053,"$1,100",2.1271,1100.0
323,323,5.0,6.0,3.0,,50 South Wharf Drive Docklands VIC 3008,-37.8223967,144.93823700000004,$3750 per week,2.5581,3750.0
324,324,2.0,2.0,2.0,,304/30 Rakaia Way Docklands VIC 3008,-37.8148828,144.94149869999995,$800 per week,2.2541,800.0
325,325,2.0,2.0,1.0,,703/20 Rakaia Way Docklands VIC 3008,-37.8147083,144.94103859999996,$630 per week,2.2971,630.0
326,326,2.0,2.0,1.0,,3911/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$660 pw *Multiple Apts Available,1.2348,660.0
327,327,3.0,2.0,1.0,,1107/60 Siddeley Street Docklands VIC 3008,-37.8228429,144.95236459999995,$900 per week,1.3765,900.0
328,328,2.0,2.0,,,1702/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$680/w,1.2348,680.0
329,329,3.0,2.0,1.0,,10 Saint Mangos Lane Docklands VIC 3008,-37.81453920000001,144.94146919999997,"$1,000",2.263,1000.0
330,330,2.0,2.0,1.0,,609/103 South Wharf Drive Docklands VIC 3008,-37.8221898,144.93498569999997,$650,2.8356,650.0
331,331,2.0,2.0,1.0,,2602/1-13 Point Park Crescent Docklands VIC 3008,-37.8236968,144.9413496,$690,2.3245,690.0
332,332,2.0,2.0,,,908/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$450,1.6302,450.0
333,333,2.0,2.0,1.0,,2103N/889 Collins Street Docklands VIC 3008,-37.8211627,144.94194430000005,"$670PW, $2911PCM",2.2133,670.0
334,334,2.0,2.0,2.0,,184/8 Waterside Place Docklands VIC 3008,-37.819887,144.9421624,$800,2.1767,800.0
335,335,2.0,2.0,1.0,,606/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$610 weekly,2.7417,610.0
336,336,2.0,2.0,2.0,,2404/9 Waterside Place Docklands VIC 3008,-37.82021470000001,144.9417302,$780 pw,2.2182,780.0
337,337,2.0,2.0,1.0,,1610S/883 Collins Street Docklands VIC 3008,-37.82121160000001,144.94250300000004,$620 weekly,2.1657,620.0
338,338,2.0,2.0,1.0,,2703/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$700 per week,1.7101,700.0
339,339,2.0,2.0,1.0,,226/57 Spencer Street Docklands VIC 3008,-37.820046100000006,144.95428940000005,$650 per week,1.1226,650.0
340,340,2.0,2.0,1.0,,1413/25 Waterfront Way Docklands VIC 3008,-37.8136903,144.9392889,$800 per week,2.469,800.0
342,342,2.0,2.0,1.0,,910/673 La Trobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550.00,1.6302,550.0
343,343,2.0,2.0,1.0,,1305E/888 Collins Street Docklands VIC 3008,-37.82072700000001,144.9422649,$600 Per Week,2.1784,600.0
344,344,2.0,2.0,1.0,,1703/100 Lorimer Street Docklands VIC 3008,-37.8240855,144.9430305,$850pw Fully Furnished,2.1953,850.0
345,345,2.0,2.0,2.0,,1505/100 Harbour Esplanade Docklands VIC 3008,-37.8185768,144.9473735,$760 Per Week,1.7101,760.0
346,346,2.0,2.0,2.0,,1101/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$800 pw,2.7417,800.0
347,347,2.0,2.0,1.0,,801/387 Docklands Drive Docklands VIC 3008,-37.8137388,144.9409209,LEASED by Jalen $800 per week,2.3273,800.0
349,349,2.0,2.0,1.0,,1904/60 Lorimer Street Docklands VIC 3008,-37.8249678,144.9469264,$720 per week,1.9092,720.0
350,350,2.0,2.0,1.0,,504/15 Caravel Lane Docklands VIC 3008,-37.8142025,144.9417005,$580.00,2.2498,580.0
351,351,3.0,2.0,1.0,,1107/8 Marmion Place Docklands VIC 3008,-37.8133446,144.9425312,$880 **WATERFRONT SPACIOUS 3-BEDROOMS**,2.1991,880.0
352,352,2.0,2.0,1.0,,1023/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$460,6.3467,460.0
353,353,2.0,2.0,1.0,,705/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$475 per week,5.4273,475.0
354,354,2.0,2.0,1.0,,1305/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week,5.4273,490.0
355,355,2.0,2.0,1.0,,1202/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,485.0
356,356,3.0,3.0,2.0,,1/12 Admiral Street Seddon VIC 3011,-37.8042177,144.8934737,$750,6.6315,750.0
357,357,2.0,2.0,1.0,,744/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$315 per week,6.3467,315.0
358,358,2.0,2.0,1.0,,1201/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,485.0
359,359,2.0,2.0,1.0,,1608/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$500 per week,5.4273,500.0
360,360,2.0,2.0,1.0,,1402/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,485.0
361,361,2.0,2.0,1.0,,1603/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week,5.4273,490.0
362,362,2.0,2.0,1.0,,313/90 Buckley Street Footscray VIC 3011,-37.8034194,144.8943066,$420 per week,6.5818,420.0
363,363,2.0,2.0,1.0,,27A Everard Street Footscray VIC 3011,-37.7958557,144.8857364,$525.00,7.5473,525.0
364,364,2.0,2.0,1.0,,811/2 Joseph Road Footscray VIC 3011,-37.80033230000001,144.9096597,$510 per week,5.4004,510.0
365,365,2.0,2.0,1.0,,1904/6 Joseph Footscray VIC 3011,-37.7992633,144.9096812,$500,5.4434,500.0
366,366,2.0,2.0,1.0,,1010/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$450,5.5228,450.0
367,367,3.0,2.0,1.0,,606/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$520,5.5228,520.0
368,368,2.0,2.0,1.0,,802/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$470 per week,5.4273,470.0
369,369,3.0,2.0,2.0,,15 Beech Street Footscray VIC 3011,-37.80021470000001,144.8837621,$610 per week,7.5697,610.0
370,370,2.0,2.0,1.0,595.0,2 Coral Avenue Footscray VIC 3011,-37.78935240000001,144.8836733,$485 per week,7.9808,485.0
371,371,2.0,2.0,1.0,,61 Stafford Street Footscray VIC 3011,-37.7964965,144.8837036,$470 Per Week,7.6938,470.0
372,372,2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.80135170000001,144.89088930000003,$475pw,6.9317,475.0
373,373,5.0,3.0,2.0,,5 Bute Street Seddon VIC 3011,-37.8041246,144.8952361,$1250 pw,6.4833,1250.0
374,374,2.0,2.0,1.0,,106/205-207 Ballarat Road Footscray VIC 3011,-37.7911186,144.8887365,$400per week,7.4939,400.0
375,375,3.0,2.0,2.0,,705/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000005,$580pw,5.4831,580.0
376,376,3.0,2.0,1.0,,20 Titch Street Footscray VIC 3011,-37.789282,144.89228390000005,$510,7.2966,510.0
377,377,3.0,2.0,,,74 Austin Street Seddon VIC 3011,-37.805477,144.8925387,$495pw,6.6806,495.0
378,378,3.0,2.0,1.0,,3 Fisher Street Footscray VIC 3011,-37.79455120000001,144.8835781,$550 P/W,7.7746,550.0
379,379,3.0,2.0,1.0,,7/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.90848390000005,$600 per week,5.4429,600.0
380,380,2.0,2.0,1.0,,14/26 Park Street Footscray VIC 3011,-37.7887365,144.8890216,$400,7.5814,400.0
381,381,2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.80135170000001,144.89088930000003,$475pw,6.9317,475.0
382,382,2.0,2.0,1.0,,806/5 Joseph Road Footscray VIC 3011,-37.8002442,144.90897180000005,$480,5.4604,480.0
383,383,3.0,2.0,2.0,,5/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.90848390000005,$600 P/W,5.4429,600.0
384,384,2.0,2.0,1.0,,909D/4 Tannery Walk Footscray VIC 3011,-37.80026420000001,144.907323,$500,5.5949,500.0
385,385,4.0,3.0,1.0,,95 Victoria Street Seddon VIC 3011,-37.8054713,144.8922271,$620 per week,6.7075,620.0
386,386,2.0,2.0,1.0,,119A Williamstown Road Seddon VIC 3011,-37.80898639999999,144.8844469,$495 per week,7.3135,495.0
387,387,9.0,3.0,3.0,,69 Hyde Street Footscray VIC 3011,-37.806049,144.9009967,$850pw,5.9407,850.0
388,388,2.0,2.0,1.0,,210/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000005,$550 per week,5.4831,550.0
389,389,3.0,2.0,1.0,,3/63 Hyde Street Footscray VIC 3011,-37.8057755,144.9011042,$620pw,5.9385,620.0
390,390,2.0,2.0,1.0,,43A Chatham Street Footscray VIC 3011,-37.7929494,144.8908085,$450 per week,7.2461,450.0
391,391,2.0,2.0,1.0,,V803(Tower 4)/5 Joseph Road Footscray VIC 3011,-37.8002442,144.90897180000005,$500.00 per week,5.4604,500.0
392,392,2.0,2.0,,,704/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$400 per week,5.5228,400.0
393,393,2.0,2.0,1.0,,707/188 Ballarat Road Footscray VIC 3011,-37.79126,144.8906151,$520,7.3364,520.0
394,394,3.0,2.0,,,707D/4 Tannery Walk Footscray VIC 3011,-37.80026420000001,144.907323,$530 weekly,5.5949,530.0
395,395,2.0,2.0,1.0,,25 Henry Street Seddon VIC 3011,-37.805818,144.888165,$640 P/W,7.0497,640.0
396,396,4.0,2.0,1.0,,95/Victoria Street Seddon VIC 3011,-37.8054713,144.8922271,$620.00,6.7075,620.0
397,397,3.0,2.0,1.0,,16/55 Moreland Road Footscray VIC 3011,-37.8044397,144.90642519999997,$580.00,5.5233,580.0
398,398,3.0,2.0,,,23 White St Footscray VIC 3011,-37.7948929,144.8935167,$550 per week,6.9436,550.0
399,399,2.0,2.0,1.0,,102D/42 Cowper Street Footscray VIC 3011,-37.80137210000001,144.9043205,$500 P/W,5.8018,500.0
400,400,3.0,2.0,2.0,,9/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$570,7.781000000000001,570.0
401,401,4.0,2.0,2.0,,12 Tait Street Footscray VIC 3011,-37.7914069,144.895709,$635pw,6.9225,635.0
402,402,3.0,2.0,2.0,,1 Levien Lane Footscray VIC 3011,-37.8048137,144.9065856,$650,5.4983,650.0
403,403,3.0,2.0,2.0,,7/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$550 per week,7.781000000000001,550.0
404,404,2.0,2.0,,,1 Hallenstein Street Footscray VIC 3011,-37.8002641,144.9079964,$430 weekly,5.5396,430.0
405,405,5.0,2.0,2.0,,109 Gordon Street Footscray VIC 3011,-37.7942249,144.8893041,$560 per week,7.3156,560.0
406,406,2.0,2.0,1.0,,710/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000005,$550,5.4831,550.0
407,407,2.0,2.0,1.0,,2 Bed 2 Bath/34 Cowper Street Footscray VIC 3011,-37.801466,144.9042737,Available Now From $500 P/W,5.8024,500.0
408,408,4.0,3.0,2.0,,802/250 Barkly Street Footscray VIC 3011,-37.7991355,144.8960709,"$1,250.00 per week",6.569,1250.0
409,409,12.0,3.0,6.0,,110 Beevers Street Footscray VIC 3011,-37.7958415,144.90600519999995,"$85,000.00",5.8928,85000.0
410,410,3.0,2.0,,,78 Chirnside Street Kingsville VIC 3012,-37.8081159,144.88242680000005,$750 per week,7.5032,750.0
411,411,3.0,2.0,2.0,,2/60 Madden Street Maidstone VIC 3012,-37.7891741,144.87720480000004,$650 per week,8.5126,650.0
412,412,3.0,2.0,2.0,,6 Ironbark Lane Maidstone VIC 3012,-37.7791032,144.8725418,$600 per week,9.3582,600.0
413,413,4.0,2.0,2.0,,42 Palmerston Street West Footscray VIC 3012,-37.7958496,144.8675137,$750 pw,9.0768,750.0
414,414,2.0,2.0,1.0,,1A Alma Street West Footscray VIC 3012,-37.79458870000001,144.8724311,$490 pw,8.7027,490.0
415,415,2.0,2.0,1.0,,3/36 Glamis Road West Footscray VIC 3012,-37.8071749,144.87377759999995,$590.00,8.2711,590.0
416,416,5.0,3.0,2.0,,40 Dunedin Street Maidstone VIC 3012,-37.7803581,144.86649219999995,$550.00,9.7719,550.0
417,417,3.0,3.0,1.0,,3/98 Ashley Street Maidstone VIC 3012,-37.7885221,144.864685,$480 per week,9.5659,480.0
418,418,3.0,2.0,1.0,,9 Highbury Street West Footscray VIC 3012,-37.8051126,144.8753382,$565 per week,8.1728,565.0
419,419,2.0,2.0,1.0,,2/11 Edmund Street Maidstone VIC 3012,-37.7835287,144.875894,$430,8.8734,430.0
420,420,3.0,2.0,4.0,540.0,50 Fisher Street Maidstone VIC 3012,-37.77798,144.8804927,$600,8.8073,600.0
421,421,3.0,2.0,2.0,,30 Park Avenue West Footscray VIC 3012,-37.808521,144.8662501,$500,8.9072,500.0
422,422,2.0,2.0,1.0,,1/14 Clarendon Parade West Footscray VIC 3012,-37.8053311,144.8689534,$445,8.7221,445.0
423,423,2.0,2.0,3.0,,4 Howard Street Maidstone VIC 3012,-37.7892929,144.8826417,"$460 PW / $1,999 PCM",8.0666,460.0
424,424,4.0,2.0,1.0,,1/8 Silver Wattle Avenue Maidstone VIC 3012,-37.7875482,144.86841619999996,$550/ WEEK,9.2975,550.0
425,425,3.0,2.0,2.0,,1/15 Clarke Street West Footscray VIC 3012,-37.79970640000001,144.8776561,$650 per week,8.1031,650.0
426,426,3.0,2.0,2.0,,2/36 Nolan Avenue Brooklyn VIC 3012,-37.8219417,144.8452135,$530,10.7011,530.0
427,427,3.0,3.0,2.0,,145 Suffolk Street West Footscray VIC 3012,-37.7899096,144.8663535,$610 per week,9.3754,610.0
428,428,3.0,2.0,2.0,,2/105 Alma Street West Footscray VIC 3012,-37.7937919,144.8640505,$550 per week,9.4334,550.0
429,429,3.0,2.0,1.0,,61A Madden Street Maidstone VIC 3012,-37.7895467,144.87710780000003,$470pw,8.5049,470.0
430,430,3.0,2.0,2.0,,14 Sredna Street West Footscray VIC 3012,-37.8007248,144.8607887,$450,9.5222,450.0
431,431,2.0,3.0,1.0,,3/19 Lae Street West Footscray VIC 3012,-37.80953270000001,144.8663535,$520 per week,8.8853,520.0
432,432,2.0,2.0,1.0,,3/108 Ashley Street Maidstone VIC 3012,-37.7862452,144.8648065,$420 per week,9.6462,420.0
433,433,2.0,2.0,1.0,,3/82 Ashley Street West Footscray VIC 3012,-37.7910423,144.863823,$360 pw,9.5448,360.0
434,434,2.0,2.0,1.0,,4/1 Carmichael Street West Footscray VIC 3012,-37.7992483,144.8789884,$445 per week,8.0031,445.0
435,435,1.0,2.0,,,Room 6/1 Dempster Street West Footscray VIC 3012,-37.8000376,144.8623571,$165,9.4033,165.0
436,436,5.0,3.0,2.0,,480a Geelong Road West Footscray VIC 3012,-37.8127614,144.8620778,$500,9.2291,500.0
437,437,1.0,2.0,,,room 2/1 Dempster Street West Footscray VIC 3012,-37.8000376,144.8623571,$165 P/W,9.4033,165.0
438,438,4.0,2.0,,,31 Simpson Street Yarraville VIC 3013,-37.8174496,144.8920551,$800 per week,6.5741,800.0
439,439,3.0,2.0,1.0,,2/248 Francis Street Yarraville VIC 3013,-37.819407,144.878188,$550.00,7.7944,550.0
440,440,4.0,2.0,2.0,,52 Bena Street Yarraville VIC 3013,-37.8220161,144.88040669999995,$600 per week,7.6104,600.0
441,441,2.0,2.0,1.0,,607/125 Francis Street Yarraville VIC 3013,-37.8210361,144.8870044,$600 Per Week,7.0254,600.0
442,442,3.0,2.0,2.0,,23 Mill Avenue Yarraville VIC 3013,-37.8234703,144.8717252,$710.00,8.3826,710.0
443,443,4.0,2.0,2.0,397.0,55 Powell Street Yarraville VIC 3013,-37.8173979,144.8852636,$900 pw,7.1713,900.0
