,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,postcode
210,2.0,2.0,,,83/285 City Road Southbank VIC 3006,-37.827417700000005,144.9587959,$500 per week,1.256,3006
211,2.0,2.0,,,2903/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$650,0.6211,3006
212,2.0,2.0,1.0,,2213/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$640.00,0.7243,3006
213,2.0,2.0,1.0,,2905/250 City Road Southbank VIC 3006,-37.8257343,144.9596645,$600,1.0588,3006
214,3.0,2.0,1.0,,3106/63 Whiteman Street Southbank VIC 3006,-37.8260485,144.956843,$800.00,1.2471,3006
215,2.0,2.0,,,2602/57-61 City Road Southbank VIC 3006,-37.8220015,144.9658877,$560.00,0.4442,3006
216,3.0,2.0,2.0,,7406/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,"$1,150 per week",0.6211,3006
217,2.0,2.0,1.0,,3108/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$650 per week *Partially Furnished*,0.7243,3006
218,2.0,2.0,,,1705/245 City Road Southbank VIC 3006,-37.826640999999995,144.9596778,$550,1.141,3006
219,2.0,2.0,1.0,,2702/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,3006
220,2.0,2.0,1.0,,1212/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,3006
221,2.0,2.0,,,2704/245 City Road Southbank VIC 3006,-37.826640999999995,144.9596778,$560,1.141,3006
222,3.0,2.0,1.0,,1202/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$735 per week,0.4073,3006
223,2.0,2.0,1.0,,708/39 Coventry Street Southbank VIC 3006,-37.8294033,144.9692407,$600pw - Spacious! S/cage!,1.2787,3006
224,2.0,2.0,1.0,,407/68-70 Dorcas Street Southbank VIC 3006,-37.830621,144.96749069999998,$550 per week,1.3975,3006
225,2.0,2.0,,,1612/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$550.00,0.6211,3006
226,2.0,2.0,2.0,,626/1 Queensbridge Square Southbank VIC 3006,-37.823840000000004,144.96249730000002,"$1,150 Per Week",0.7451,3006
227,2.0,2.0,1.0,,366/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$570.00,0.8643,3006
228,2.0,2.0,1.0,,1803/70 Dorcas Street Southbank VIC 3006,-37.830541,144.967508,$650 weekly,1.3887,3006
229,2.0,2.0,1.0,,"Level 35, 3501/7 Riverside Quay Southbank VIC 3006",-37.8213341,144.9646982,$850 per week.,0.4073,3006
230,2.0,2.0,,,2305/245 City Road Southbank VIC 3006,-37.826640999999995,144.9596778,$580,1.141,3006
231,2.0,2.0,,,3606/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$650,1.1723,3006
232,3.0,2.0,2.0,,417/250 St Kilda Road Southbank VIC 3006,-37.8255907,144.9705826,$1800 per week,0.8997,3006
233,2.0,2.0,2.0,,6607/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$1200 per week,0.4073,3006
234,2.0,2.0,,,3908E/18 Hoff Blvd Southbank VIC 3006,-37.825817,144.9640414,$700 per week,0.8952,3006
235,2.0,2.0,2.0,,2207/22 Dorcas Street Southbank VIC 3006,-37.830158000000004,144.9696007,$700,1.3669,3006
236,2.0,2.0,1.0,,803/60 Dorcas Street Southbank VIC 3006,-37.830468200000006,144.9679382,$700 per week,1.3828,3006
237,3.0,2.0,2.0,,5505/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,$1300/week,0.8952,3006
238,2.0,2.0,,,705/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$560.00,0.7243,3006
239,2.0,2.0,,,2503/245 City Road Southbank VIC 3006,-37.826640999999995,144.9596778,$550 per week,1.141,3006
240,3.0,3.0,1.0,,3706/283 City Road Southbank VIC 3006,-37.82730979999999,144.95887050000002,$850 per week,1.2424,3006
241,2.0,2.0,1.0,,2704/8 Kavanagh Street Southbank VIC 3006,-37.8226734,144.96650209999999,"$1,100",0.5123,3006
242,2.0,2.0,1.0,,1402/63 Whiteman Street Southbank VIC 3006,-37.8260485,144.956843,$1099pw - Stay 1 mth+,1.2471,3006
243,3.0,2.0,1.0,,1203/57 City Road Southbank VIC 3006,-37.82201370000001,144.9659363,"$1,950 per week",0.4448,3006
244,3.0,2.0,1.0,,3101/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$850.00,0.8998,3006
245,2.0,2.0,1.0,,3602/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$650.00,0.8998,3006
246,2.0,2.0,,,3506/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$560 per week,1.1723,3006
247,2.0,2.0,,,5211/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,Contact agent,0.8952,3006
248,1.0,2.0,1.0,,5006/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$650 per week,0.4073,3006
249,3.0,2.0,2.0,,2810/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$1100 per week,0.4073,3006
250,2.0,2.0,1.0,,3204/283 City Road Southbank VIC 3006,-37.8271443,144.95904860000002,$700,1.2183,3006
251,2.0,2.0,1.0,,2203/70 Dorcas Street Southbank VIC 3006,-37.830541,144.967508,$650.00,1.3887,3006
252,2.0,2.0,,,3905/11 Bale Circuit Southbank VIC 3006,-37.8261356,144.9628643,$650 per week,0.9617,3006
253,2.0,2.0,1.0,,2113/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,3006
254,3.0,2.0,2.0,,70/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$800.00,0.8643,3006
255,2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$580 per week,0.7243,3006
256,2.0,2.0,,,1508/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$580 per week,0.7243,3006
257,2.0,2.0,1.0,,3802/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$680.00,0.8998,3006
258,2.0,2.0,1.0,,601/39 Coventry Street Southbank VIC 3006,-37.8294033,144.9692407,$585,1.2787,3006
259,2.0,2.0,,,5112/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$580pw - Great Views and NBN connection Paid for,0.6211,3006
260,2.0,2.0,,,1206/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$520.00,1.0899,3006
261,2.0,2.0,1.0,,1703/163 City Road Southbank VIC 3006,-37.8243289,144.96264630000002,$650,0.7863,3006
262,2.0,2.0,1.0,,2406/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$560.00,1.0899,3006
263,2.0,2.0,2.0,,1705/283 City Road Southbank VIC 3006,-37.82730979999999,144.95887050000002,$650,1.2424,3006
264,2.0,2.0,1.0,,1009/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$600,0.7243,3006
265,2.0,2.0,,,4704/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,$650 per week,0.8952,3006
266,2.0,2.0,,,1703/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$560 per week *Unfurnished*,0.6211,3006
267,2.0,2.0,1.0,,702/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00,0.8998,3006
268,2.0,2.0,1.0,,2609/118 Kavanagh Street Southbank VIC 3006,-37.8255001,144.9621299,$590.00,0.923,3006
269,3.0,2.0,1.0,,1100/241 City Road Southbank VIC 3006,-37.8262537,144.9599912,$690.00,1.0899,3006
270,2.0,2.0,1.0,,343/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$570.00,0.8643,3006
271,2.0,2.0,,,5308/18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,Contact agent,0.8952,3006
272,2.0,2.0,1.0,,2404/45 Haig St Southbank VIC 3006,-37.8270615,144.9574341,$670 per week,1.296,3006
273,2.0,2.0,1.0,,4404/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$680.00,0.7243,3006
274,2.0,2.0,,,1213/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000002,$630.00,0.7243,3006
275,2.0,2.0,,,1701/250 City Road Southbank VIC 3006,-37.8257343,144.9596645,$550 per week,1.0588,3006
276,2.0,2.0,1.0,,2003/133 City Road Southbank VIC 3006,-37.8232789,144.96351919999998,$640,0.6472,3006
277,2.0,2.0,1.0,,1302/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$690 pw *Fully Furnished,1.1723,3006
278,2.0,2.0,1.0,,1002/245 City Road Southbank VIC 3006,-37.826640999999995,144.9596778,$625 pw / $2716 pm,1.141,3006
279,3.0,2.0,2.0,,7406/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,"$1,150 per week",0.6211,3006
280,2.0,2.0,1.0,,1605/152 Sturt Street Southbank VIC 3006,-37.825246299999996,144.9657228,$580,0.8037,3006
281,2.0,2.0,1.0,,1202B/58 Dorcas Street Southbank VIC 3006,-37.8306092,144.9681128,$600 pw,1.3996,3006
282,2.0,2.0,,,3516/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$600 weekly,0.6211,3006
283,2.0,2.0,1.0,,1507/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$620.00,0.8998,3006
284,2.0,2.0,1.0,,1102/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$630.00,0.8998,3006
285,2.0,2.0,1.0,,1907/180 City Road Southbank VIC 3006,-37.8238834,144.961973,$610.00,0.7736,3006
286,2.0,2.0,1.0,,2108/152 Sturt Street Southbank VIC 3006,-37.825246299999996,144.9657228,$590,0.8037,3006
287,2.0,2.0,1.0,,1504/61-63 Haig Street Southbank VIC 3006,-37.827668599999996,144.9566961,$575 per week,1.3895,3006
288,2.0,2.0,1.0,,3104/61 Haig Street Southbank VIC 3006,-37.827668599999996,144.9566961,$560.00,1.3895,3006
289,2.0,2.0,,,1909/70 Southbank Boulevard Southbank VIC 3006,-37.823193100000005,144.9639881,$550pw Great Location!,0.6211,3006
290,2.0,2.0,1.0,,1605/63 Haig Street Southbank VIC 3006,-37.82776339999999,144.9567525,$550 per week,1.3945,3006
291,3.0,2.0,1.0,,1908/163 City Road Southbank VIC 3006,-37.8241593,144.9625583,$735 weekly,0.7733,3006
292,2.0,2.0,1.0,,3211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$610.00,0.8998,3006
293,2.0,2.0,,,901/11 Bale Circuit Southbank VIC 3006,-37.8259245,144.96329740000002,$550 per week,0.9265,3006
294,2.0,2.0,1.0,,1306/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$620.00,0.6999,3006
295,3.0,2.0,1.0,,1612/80 Clarendon Street Southbank VIC 3006,-37.8271147,144.9575927,$880 per week,1.2918,3006
296,2.0,2.0,1.0,,2211/1 Balston Street Southbank VIC 3006,-37.8250217,144.9615708,$600.00,0.8998,3006
297,2.0,2.0,,,308/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$825,1.0909,3006
298,2.0,2.0,,,2803/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$900,1.0909,3006
299,2.0,2.0,,,18 Hoff Boulevard Southbank VIC 3006,-37.825817,144.9640414,from $580 per week,0.8952,3006
300,3.0,2.0,,,5701/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,"$1,615",1.0909,3006
301,2.0,2.0,1.0,,1502/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$945,1.0909,3006
302,2.0,2.0,1.0,,2004/61-63 Haig Street Southbank VIC 3006,-37.827668599999996,144.9566961,$600 per week,1.3895,3006
303,2.0,2.0,1.0,,3813/70 Southbank Bvd Southbank VIC 3006,-37.8232421,144.9640661,$875,0.6234,3006
304,2.0,2.0,,,3004/9 Power Street Southbank VIC 3006,-37.8230624,144.96141819999997,$700 per week,0.7298,3006
305,2.0,2.0,,,1802/260 City Rd Southbank VIC 3006,-37.8260239,144.9595477,$880,1.0909,3006
306,3.0,2.0,1.0,,1208/163 City Road Southbank VIC 3006,-37.8243289,144.96264630000002,$600.00,0.7863,3006
307,3.0,2.0,1.0,,603/915 Collins Street Docklands VIC 3008,-37.820603399999996,144.9402399,$985 **WATERFRONT FURNISHED APARTMENT**,2.3533,3008
308,2.0,2.0,1.0,,406/838 Bourke Street Docklands VIC 3008,-37.8198146,144.943274,$500.00,2.0787,3008
309,2.0,2.0,1.0,,1203S/883 Collins Street Docklands VIC 3008,-37.821211600000005,144.94250300000002,$650 Per Week,2.1657,3008
310,2.0,2.0,1.0,,3505/100 Harbour Esplanade Docklands VIC 3008,-37.818576799999995,144.9473735,$700.00,1.7101,3008
311,3.0,2.0,2.0,,907/2 Glenti Place Docklands VIC 3008,-37.815404799999996,144.93909159999998,"$1,200 per week",2.4556,3008
312,2.0,2.0,,,Floor19/673 La Trobe Street Docklands VIC 3008,-37.8134024,144.9503449,$620 per week *Fully Furnished*,1.5386,3008
313,2.0,2.0,1.0,,809/15 Doepel Way Docklands VIC 3008,-37.8148335,144.9400507,$720,2.3807,3008
314,2.0,2.0,,,1806/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550 per week,1.6302,3008
315,2.0,2.0,1.0,,1406/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$750pw | FULLY FURNISHED,2.7417,3008
316,2.0,2.0,1.0,,503/8 McCrae Street Docklands VIC 3008,-37.821506,144.95083200000002,$600.00,1.4559,3008
317,2.0,2.0,1.0,,1107S/889 Collins Street Docklands VIC 3008,-37.8211627,144.94194430000002,$635.00,2.2133,3008
318,2.0,2.0,1.0,,1404/60 Lorimer Street Docklands VIC 3008,-37.824967799999996,144.9469264,$650.00,1.9092,3008
319,2.0,2.0,1.0,,3704/100 Harbour Esplanade Docklands VIC 3008,-37.818576799999995,144.9473735,$600 per week,1.7101,3008
320,3.0,2.0,1.0,,302/30 Newquay Promenade Docklands VIC 3008,-37.8145362,144.9424083,$1100pw - Furnished,2.1818,3008
321,2.0,2.0,1.0,,1314/421 Docklands Drive Docklands VIC 3008,-37.814856899999995,144.939884,$650 per week,2.3948,3008
322,2.0,2.0,1.0,,28 Cumberland Street Docklands VIC 3008,-37.819680600000005,144.9427053,"$1,100",2.1271,3008
323,5.0,6.0,3.0,,50 South Wharf Drive Docklands VIC 3008,-37.8223967,144.93823700000002,$3750 per week,2.5581,3008
324,2.0,2.0,2.0,,304/30 Rakaia Way Docklands VIC 3008,-37.8148828,144.94149869999998,$800 per week,2.2541,3008
325,2.0,2.0,1.0,,703/20 Rakaia Way Docklands VIC 3008,-37.8147083,144.94103859999998,$630 per week,2.2971,3008
326,2.0,2.0,1.0,,3911/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$660 pw *Multiple Apts Available,1.2348,3008
327,3.0,2.0,1.0,,1107/60 Siddeley Street Docklands VIC 3008,-37.8228429,144.95236459999998,$900 per week,1.3765,3008
328,2.0,2.0,,,1702/628 Flinders Street Docklands VIC 3008,-37.8209691,144.9532525,$680/w,1.2348,3008
329,3.0,2.0,1.0,,10 Saint Mangos Lane Docklands VIC 3008,-37.814539200000006,144.94146919999997,"$1,000",2.263,3008
330,2.0,2.0,1.0,,609/103 South Wharf Drive Docklands VIC 3008,-37.8221898,144.93498569999997,$650,2.8356,3008
331,2.0,2.0,1.0,,2602/1-13 Point Park Crescent Docklands VIC 3008,-37.8236968,144.9413496,$690,2.3245,3008
332,2.0,2.0,,,908/673 Latrobe Street Docklands VIC 3008,-37.8138724,144.9490524,$450,1.6302,3008
333,2.0,2.0,1.0,,2103N/889 Collins Street Docklands VIC 3008,-37.8211627,144.94194430000002,"$670PW, $2911PCM",2.2133,3008
334,2.0,2.0,2.0,,184/8 Waterside Place Docklands VIC 3008,-37.819887,144.9421624,$800,2.1767,3008
335,2.0,2.0,1.0,,606/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$610 weekly,2.7417,3008
336,2.0,2.0,2.0,,2404/9 Waterside Place Docklands VIC 3008,-37.82021470000001,144.9417302,$780 pw,2.2182,3008
337,2.0,2.0,1.0,,1610S/883 Collins Street Docklands VIC 3008,-37.821211600000005,144.94250300000002,$620 weekly,2.1657,3008
338,2.0,2.0,1.0,,2703/100 Harbour Esplanade Docklands VIC 3008,-37.818576799999995,144.9473735,$700 per week,1.7101,3008
339,2.0,2.0,1.0,,226/57 Spencer Street Docklands VIC 3008,-37.820046100000006,144.95428940000002,$650 per week,1.1226,3008
340,2.0,2.0,1.0,,1413/25 Waterfront Way Docklands VIC 3008,-37.8136903,144.9392889,$800 per week,2.469,3008
341,2.0,2.0,2.0,,2403/80 Lorimer Street Docklands VIC 3008,-37.824906799999994,144.94515800000002,Enviable marina views,2.0501,3008
342,2.0,2.0,1.0,,910/673 La Trobe Street Docklands VIC 3008,-37.8138724,144.9490524,$550.00,1.6302,3008
343,2.0,2.0,1.0,,1305E/888 Collins Street Docklands VIC 3008,-37.820727000000005,144.9422649,$600 Per Week,2.1784,3008
344,2.0,2.0,1.0,,1703/100 Lorimer Street Docklands VIC 3008,-37.824085499999995,144.9430305,$850pw Fully Furnished,2.1953,3008
345,2.0,2.0,2.0,,1505/100 Harbour Esplanade Docklands VIC 3008,-37.818576799999995,144.9473735,$760 Per Week,1.7101,3008
346,2.0,2.0,2.0,,1101/81 South Wharf Drive Docklands VIC 3008,-37.8222526,144.9360816,$800 pw,2.7417,3008
347,2.0,2.0,1.0,,801/387 Docklands Drive Docklands VIC 3008,-37.813738799999996,144.9409209,LEASED by Jalen $800 per week,2.3273,3008
348,2.0,2.0,2.0,,1102/70 Lorimer Street Docklands VIC 3008,-37.824812,144.945973,LARGE 2BEDROOM with river views,1.9797,3008
349,2.0,2.0,1.0,,1904/60 Lorimer Street Docklands VIC 3008,-37.824967799999996,144.9469264,$720 per week,1.9092,3008
350,2.0,2.0,1.0,,504/15 Caravel Lane Docklands VIC 3008,-37.8142025,144.9417005,$580.00,2.2498,3008
351,3.0,2.0,1.0,,1107/8 Marmion Place Docklands VIC 3008,-37.8133446,144.9425312,$880 **WATERFRONT SPACIOUS 3-BEDROOMS**,2.1991,3008
352,2.0,2.0,1.0,,1023/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$460,6.3467,3011
353,2.0,2.0,1.0,,705/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$475 per week,5.4273,3011
354,2.0,2.0,1.0,,1305/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week,5.4273,3011
355,2.0,2.0,1.0,,1202/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,3011
356,3.0,3.0,2.0,,1/12 Admiral Street Seddon VIC 3011,-37.8042177,144.8934737,$750,6.6315,3011
357,2.0,2.0,1.0,,744/18 Albert Street Footscray VIC 3011,-37.8016476,144.8977057,$315 per week,6.3467,3011
358,2.0,2.0,1.0,,1201/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,3011
359,2.0,2.0,1.0,,1608/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$500 per week,5.4273,3011
360,2.0,2.0,1.0,,1402/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$485 per week,5.4273,3011
361,2.0,2.0,1.0,,1603/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$490 per week,5.4273,3011
362,2.0,2.0,1.0,,313/90 Buckley Street Footscray VIC 3011,-37.803419399999996,144.8943066,$420 per week,6.5818,3011
363,2.0,2.0,1.0,,27A Everard Street Footscray VIC 3011,-37.795855700000004,144.8857364,$525.00,7.5473,3011
364,2.0,2.0,1.0,,811/2 Joseph Road Footscray VIC 3011,-37.80033230000001,144.9096597,$510 per week,5.4004,3011
365,2.0,2.0,1.0,,1904/6 Joseph Footscray VIC 3011,-37.7992633,144.9096812,$500,5.4434,3011
366,2.0,2.0,1.0,,1010/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$450,5.5228,3011
367,3.0,2.0,1.0,,606/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$520,5.5228,3011
368,2.0,2.0,1.0,,802/8 Joseph Road Footscray VIC 3011,-37.7992138,144.9099061,$470 per week,5.4273,3011
369,3.0,2.0,2.0,,15 Beech Street Footscray VIC 3011,-37.800214700000005,144.8837621,$610 per week,7.5697,3011
370,2.0,2.0,1.0,595.0,2 Coral Avenue Footscray VIC 3011,-37.78935240000001,144.8836733,$485 per week,7.9808,3011
371,2.0,2.0,1.0,,61 Stafford Street Footscray VIC 3011,-37.7964965,144.8837036,$470 Per Week,7.6938,3011
372,2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.801351700000005,144.89088930000003,$475pw,6.9317,3011
373,5.0,3.0,2.0,,5 Bute Street Seddon VIC 3011,-37.8041246,144.8952361,$1250 pw,6.4833,3011
374,2.0,2.0,1.0,,106/205-207 Ballarat Road Footscray VIC 3011,-37.7911186,144.8887365,$400per week,7.4939,3011
375,3.0,2.0,2.0,,705/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000002,$580pw,5.4831,3011
376,3.0,2.0,1.0,,20 Titch Street Footscray VIC 3011,-37.789282,144.89228390000002,$510,7.2966,3011
377,3.0,2.0,,,74 Austin Street Seddon VIC 3011,-37.805477,144.8925387,$495pw,6.6806,3011
378,3.0,2.0,1.0,,3 Fisher Street Footscray VIC 3011,-37.79455120000001,144.8835781,$550 P/W,7.7746,3011
379,3.0,2.0,1.0,,7/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.90848390000002,$600 per week,5.4429,3011
380,2.0,2.0,1.0,,14/26 Park Street Footscray VIC 3011,-37.7887365,144.8890216,$400,7.5814,3011
381,2.0,2.0,1.0,,G1/21 Buckingham Street Footscray VIC 3011,-37.801351700000005,144.89088930000003,$475pw,6.9317,3011
382,2.0,2.0,1.0,,806/5 Joseph Road Footscray VIC 3011,-37.8002442,144.90897180000002,$480,5.4604,3011
383,3.0,2.0,2.0,,5/2 Saltriver Place Footscray VIC 3011,-37.8017267,144.90848390000002,$600 P/W,5.4429,3011
384,2.0,2.0,1.0,,909D/4 Tannery Walk Footscray VIC 3011,-37.80026420000001,144.907323,$500,5.5949,3011
385,4.0,3.0,1.0,,95 Victoria Street Seddon VIC 3011,-37.8054713,144.89222709999999,$620 per week,6.7075,3011
386,2.0,2.0,1.0,,119A Williamstown Road Seddon VIC 3011,-37.80898639999999,144.8844469,$495 per week,7.3135,3011
387,9.0,3.0,3.0,,69 Hyde Street Footscray VIC 3011,-37.806049,144.9009967,$850pw,5.9407,3011
388,2.0,2.0,1.0,,210/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000002,$550 per week,5.4831,3011
389,3.0,2.0,1.0,,3/63 Hyde Street Footscray VIC 3011,-37.8057755,144.9011042,$620pw,5.9385,3011
390,2.0,2.0,1.0,,43A Chatham Street Footscray VIC 3011,-37.7929494,144.8908085,$450 per week,7.2461,3011
391,2.0,2.0,1.0,,V803(Tower 4)/5 Joseph Road Footscray VIC 3011,-37.8002442,144.90897180000002,$500.00 per week,5.4604,3011
392,2.0,2.0,,,704/8 Hallenstein Street Footscray VIC 3011,-37.8002864,144.9081896,$400 per week,5.5228,3011
393,2.0,2.0,1.0,,707/188 Ballarat Road Footscray VIC 3011,-37.79126,144.8906151,$520,7.3364,3011
394,3.0,2.0,,,707D/4 Tannery Walk Footscray VIC 3011,-37.80026420000001,144.907323,$530 weekly,5.5949,3011
395,2.0,2.0,1.0,,25 Henry Street Seddon VIC 3011,-37.805818,144.888165,$640 P/W,7.0497,3011
396,4.0,2.0,1.0,,95/Victoria Street Seddon VIC 3011,-37.8054713,144.89222709999999,$620.00,6.7075,3011
397,3.0,2.0,1.0,,16/55 Moreland Road Footscray VIC 3011,-37.8044397,144.90642519999997,$580.00,5.5233,3011
398,3.0,2.0,,,23 White St Footscray VIC 3011,-37.7948929,144.8935167,$550 per week,6.9436,3011
399,2.0,2.0,1.0,,102D/42 Cowper Street Footscray VIC 3011,-37.80137210000001,144.9043205,$500 P/W,5.8018,3011
400,3.0,2.0,2.0,,9/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$570,7.781,3011
401,4.0,2.0,2.0,,12 Tait Street Footscray VIC 3011,-37.7914069,144.895709,$635pw,6.9225,3011
402,3.0,2.0,2.0,,1 Levien Lane Footscray VIC 3011,-37.804813700000004,144.9065856,$650,5.4983,3011
403,3.0,2.0,2.0,,7/12 Eleanor Street Footscray VIC 3011,-37.79086720000001,144.8853206,$550 per week,7.781,3011
404,2.0,2.0,,,1 Hallenstein Street Footscray VIC 3011,-37.8002641,144.9079964,$430 weekly,5.5396,3011
405,5.0,2.0,2.0,,109 Gordon Street Footscray VIC 3011,-37.7942249,144.8893041,$560 per week,7.3156,3011
406,2.0,2.0,1.0,,710/1 Moreland Street Footscray VIC 3011,-37.8010099,144.90832690000002,$550,5.4831,3011
407,2.0,2.0,1.0,,2 Bed 2 Bath/34 Cowper Street Footscray VIC 3011,-37.801466,144.9042737,Available Now From $500 P/W,5.8024,3011
408,4.0,3.0,2.0,,802/250 Barkly Street Footscray VIC 3011,-37.7991355,144.8960709,"$1,250.00 per week",6.569,3011
409,12.0,3.0,6.0,,110 Beevers Street Footscray VIC 3011,-37.795841499999995,144.90600519999998,"$85,000.00",5.8928,3011
410,3.0,2.0,,,78 Chirnside Street Kingsville VIC 3012,-37.8081159,144.88242680000002,$750 per week,7.5032,3012
411,3.0,2.0,2.0,,2/60 Madden Street Maidstone VIC 3012,-37.789174100000004,144.87720480000002,$650 per week,8.5126,3012
412,3.0,2.0,2.0,,6 Ironbark Lane Maidstone VIC 3012,-37.7791032,144.8725418,$600 per week,9.3582,3012
413,4.0,2.0,2.0,,42 Palmerston Street West Footscray VIC 3012,-37.795849600000004,144.8675137,$750 pw,9.0768,3012
414,2.0,2.0,1.0,,1A Alma Street West Footscray VIC 3012,-37.794588700000006,144.8724311,$490 pw,8.7027,3012
415,2.0,2.0,1.0,,3/36 Glamis Road West Footscray VIC 3012,-37.8071749,144.87377759999998,$590.00,8.2711,3012
416,5.0,3.0,2.0,,40 Dunedin Street Maidstone VIC 3012,-37.7803581,144.86649219999998,$550.00,9.7719,3012
417,3.0,3.0,1.0,,3/98 Ashley Street Maidstone VIC 3012,-37.7885221,144.864685,$480 per week,9.5659,3012
418,3.0,2.0,1.0,,9 Highbury Street West Footscray VIC 3012,-37.8051126,144.8753382,$565 per week,8.1728,3012
419,2.0,2.0,1.0,,2/11 Edmund Street Maidstone VIC 3012,-37.7835287,144.875894,$430,8.8734,3012
420,3.0,2.0,4.0,540.0,50 Fisher Street Maidstone VIC 3012,-37.77798,144.8804927,$600,8.8073,3012
421,3.0,2.0,2.0,,30 Park Avenue West Footscray VIC 3012,-37.808521,144.8662501,$500,8.9072,3012
422,2.0,2.0,1.0,,1/14 Clarendon Parade West Footscray VIC 3012,-37.8053311,144.8689534,$445,8.7221,3012
423,2.0,2.0,3.0,,4 Howard Street Maidstone VIC 3012,-37.7892929,144.8826417,"$460 PW / $1,999 PCM",8.0666,3012
424,4.0,2.0,1.0,,1/8 Silver Wattle Avenue Maidstone VIC 3012,-37.7875482,144.86841619999998,$550/ WEEK,9.2975,3012
425,3.0,2.0,2.0,,1/15 Clarke Street West Footscray VIC 3012,-37.79970640000001,144.8776561,$650 per week,8.1031,3012
