,Unnamed: 0.2,Unnamed: 0.1,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
1402,1402,1402,"68 CUNNINGHAM CHASE, BURNSIDE HEIGHTS",-37.7355283,144.7599985,3.0,2.0,2,$410,Townhouse,May 2021,3023,2021,5,HEIGHTS,410,House
1403,1403,1403,"68 CUNNINGHAM CHASE, BURNSIDE HEIGHTS",-37.7355283,144.7599985,3.0,2.0,2,$410,Townhouse,March 2021,3023,2021,3,HEIGHTS,410,House
1404,1404,1404,"16 REGENT CLOSE, BURNSIDE HEIGHTS",-37.7258237002,144.7524362002,3.0,2.0,2,$400_per_week,House,May 2021,3023,2021,5,HEIGHTS,400,House
1405,1405,1405,"24 WEST HIGHLAND DRIVE, BURNSIDE HEIGHTS",-37.725285,144.756664,4.0,2.0,2,$520_per_week,House,May 2021,3023,2021,5,HEIGHTS,520,House
1406,1406,1406,"27 BLAXLAND STREET, BURNSIDE HEIGHTS",-37.7311593,144.76049401,4.0,2.0,2,$470_per_week,House,May 2021,3023,2021,5,HEIGHTS,470,House
1407,1407,1407,"20 LAWSON PLACE, BURNSIDE HEIGHTS",-37.7319174002,144.7608959002,4.0,2.0,0,$400_Weekly,House,April 2021,3023,2021,4,HEIGHTS,400,House
1408,1408,1408,"20 LAWSON PL, BURNSIDE HEIGHTS",-37.7319174002,144.7608959002,4.0,2.0,0,$400_Weekly,House,April 2021,3023,2021,4,HEIGHTS,400,House
1409,1409,1409,"4 CHIFLEY CIRCUIT, BURNSIDE HEIGHTS",-37.72664424,144.76211623,4.0,2.0,3,$430_per_week,House,April 2021,3023,2021,4,HEIGHTS,430,House
1410,1410,1410,"33 CUNNINGHAM CHASE, BURNSIDE HEIGHTS",-37.735527,144.762562,3.0,2.0,2,$430_per_week,House,April 2021,3023,2021,4,HEIGHTS,430,House
1411,1411,1411,"15 MIMOSA WAY, BURNSIDE HEIGHTS",-37.7363529,144.7509543,3.0,2.0,1,$420_per_week,House,April 2021,3023,2021,4,HEIGHTS,420,House
1412,1412,1412,"23 BUNGAREE TRACK, BURNSIDE HEIGHTS",-37.732082,144.76194616,3.0,2.0,2,$420_per_week,House,April 2021,3023,2021,4,HEIGHTS,420,House
1413,1413,1413,"15 SCALES LANE, BURNSIDE HEIGHTS",-37.73493814,144.75718408,3.0,2.0,2,$450_Weekly,House,March 2021,3023,2021,3,HEIGHTS,450,House
1414,1414,1414,"15 SCALES LANE, BURNSIDE HEIGHTS",-37.73493814,144.75718408,3.0,2.0,2,$450,House,February 2021,3023,2021,2,HEIGHTS,450,House
1415,1415,1415,"69 LEICHHARDT AVENUE, BURNSIDE HEIGHTS",-37.734706,144.75582,3.0,2.0,2,$440_per_week,House,March 2021,3023,2021,3,HEIGHTS,440,House
1416,1416,1416,"69 LEICHHARDT AVENUE, BURNSIDE HEIGHTS",-37.734706,144.75582,3.0,2.0,2,$440_pw,House,February 2021,3023,2021,2,HEIGHTS,440,House
1417,1417,1417,"69 LEICHHARDT AVE, BURNSIDE HEIGHTS",-37.735269002,144.7555147002,3.0,2.0,2,$440_pw,House,March 2021,3023,2021,3,HEIGHTS,440,House
1418,1418,1418,"26 KATRINA DR, BURNSIDE HEIGHTS",-37.72840316,144.75832485,4.0,2.0,2,$450_Weekly,House,March 2021,3023,2021,3,HEIGHTS,450,House
1419,1419,1419,"33 KATRINA DRIVE, BURNSIDE HEIGHTS, BURNSIDE HEIGHTS",-37.72731001,144.75747001,3.0,2.0,2,$440_pw,none,March 2021,3023,2021,3,HEIGHTS,440,Other
1421,1421,1421,"25 BELLEVILLE CLOSE, BURNSIDE HEIGHTS",-37.72466778,144.75340716,3.0,2.0,2,$410_Weekly,House,March 2021,3023,2021,3,HEIGHTS,410,House
1422,1422,1422,"25 BELLEVILLE CLOSE, BURNSIDE HEIGHTS",-37.72466778,144.75340716,3.0,2.0,2,$410,House,February 2021,3023,2021,2,HEIGHTS,410,House
1423,1423,1423,"25 BELLEVILLE CL, BURNSIDE HEIGHTS",-37.7246678,144.7534072,3.0,2.0,2,$410_Weekly,House,March 2021,3023,2021,3,HEIGHTS,410,House
1424,1424,1424,"49 MENZIES DRIVE, BURNSIDE HEIGHTS",-37.729243,144.763389,3.0,2.0,2,$400_per_week,House,March 2021,3023,2021,3,HEIGHTS,400,House
1425,1425,1425,"49 MENZIES DRIVE, BURNSIDE HEIGHTS",-37.729243,144.763389,3.0,2.0,2,$400_per_week,House,February 2021,3023,2021,2,HEIGHTS,400,House
1426,1426,1426,"49 MENZIES DR, BURNSIDE HEIGHTS",-37.7277209002,144.7633535002,3.0,2.0,2,$400_per_week,House,March 2021,3023,2021,3,HEIGHTS,400,House
1427,1427,1427,"2 FLORIDA COURT, BURNSIDE HEIGHTS",-37.7357208,144.75009035,3.0,2.0,2,$400_per_week,House,February 2021,3023,2021,2,HEIGHTS,400,House
1428,1428,1428,"2 FLORIDA COURT, BURNSIDE HEIGHTS",-37.7357208,144.75009035,3.0,2.0,2,$400_per_week,House,March 2021,3023,2021,3,HEIGHTS,400,House
1429,1429,1429,"11 CONNOR DRIVE, BURNSIDE HEIGHTS",-37.7256615002,144.7552773002,4.0,2.0,2,$500_p.w.,House,February 2021,3023,2021,2,HEIGHTS,500,House
1430,1430,1430,"11 CONNOR DRIVE, BURNSIDE HEIGHTS",-37.7256615002,144.7552773002,4.0,2.0,2,$500_pw,House,January 2021,3023,2021,1,HEIGHTS,500,House
1431,1431,1431,"15 COOMA PLACE, BURNSIDE HEIGHTS",-37.736752,144.749766,4.0,2.0,2,$500_per_week,House,February 2021,3023,2021,2,HEIGHTS,500,House
1432,1432,1432,"20 MILLPORT DRIVE, BURNSIDE HEIGHTS",-37.7348555,144.7523824,3.0,2.0,1,$400_Weekly,House,February 2021,3023,2021,2,HEIGHTS,400,House
1433,1433,1433,"37 BATMAN STREET, BURNSIDE HEIGHTS",-37.733364,144.762185,4.0,3.0,2,$520_per_week,House,February 2021,3023,2021,2,HEIGHTS,520,House
1434,1434,1434,"20 MILLPORT DR, BURNSIDE HEIGHTS",-37.73486001,144.75238001,3.0,2.0,1,$400_Weekly,House,January 2021,3023,2021,1,HEIGHTS,400,House
1435,1435,1435,"20 MILLPORT DR, BURNSIDE HEIGHTS",-37.73486001,144.75238001,3.0,2.0,1,$400_Weekly,House,February 2021,3023,2021,2,HEIGHTS,400,House
1436,1436,1436,"36 MENZIES DRIVE, BURNSIDE HEIGHTS",-37.72896775,144.76299065,4.0,2.0,3,$410,Rental_residential,January 2021,3023,2021,1,HEIGHTS,410,Other
1437,1437,1437,"13 GIVERNY CLOSE, BURNSIDE HEIGHTS",-37.724697,144.750784,4.0,2.0,2,$400_per_week,none,January 2021,3023,2021,1,HEIGHTS,400,Other
1438,1438,1438,"42 MIMOSA WAY, BURNSIDE HEIGHTS",-37.7376344,144.7494633,3.0,2.0,2,$400_per_week,House,January 2021,3023,2021,1,HEIGHTS,400,House
1439,1439,1439,"34 GIVERNY CLOSE, BURNSIDE HEIGHTS",-37.72495081,144.75187835,4.0,2.0,2,$380_per_week,House,January 2021,3023,2021,1,HEIGHTS,380,House
1440,1440,1440,"4 INGLEWOOD DRIVE, BURNSIDE HEIGHTS",-37.7304275002,144.7500054002,3.0,2.0,2,$430,none,January 2021,3023,2021,1,HEIGHTS,430,Other
1441,1441,1441,"4 INGLEWOOD DR, BURNSIDE HEIGHTS",-37.73083001,144.75923001,3.0,2.0,2,$430_Weekly,House,January 2021,3023,2021,1,HEIGHTS,430,House
1442,1442,1442,"8/93 ARBOUR BOULEVARD, BURNSIDE HEIGHTS",-37.73487001,144.75179001,2.0,1.0,1,$360,Rental_residential,January 2021,3023,2021,1,HEIGHTS,360,Other
1443,1443,1443,"7 CUNNINGHAM CHASE, BURNSIDE HEIGHTS",-37.733866,144.762778,3.0,2.0,2,$435,Rental_residential,January 2021,3023,2021,1,HEIGHTS,435,Other
1444,1444,1444,"1/12 PILBARA AVENUE, BURNSIDE",-37.74883001,144.75255001,4.0,3.0,1,$580_per_week,Townhouse,June 2021,3023,2021,6,BURNSIDE,580,House
1445,1445,1445,"16 PERKINS GROVE, BURNSIDE",-37.754606,144.751083,3.0,2.0,2,$375_per_week,House,January 2021,3023,2021,1,BURNSIDE,375,House
1446,1446,1446,"11 COORONG PLACE, BURNSIDE",-37.747813,144.753212,3.0,2.0,2,$460_per_week,House,December 2021,3023,2021,12,BURNSIDE,460,House
1447,1447,1447,"7 HUEGILL DRIVE, BURNSIDE",-37.7455954002,144.7466068002,3.0,2.0,1,$430_pw,House,May 2021,3023,2021,5,BURNSIDE,430,House
1448,1448,1448,"3 NIEWAND AVENUE, BURNSIDE",-37.751728,144.746755,3.0,2.0,2,$460_per_week,Rental_residential,June 2021,3023,2021,6,BURNSIDE,460,Other
1449,1449,1449,"9 SULLIVAN TERRACE, BURNSIDE",-37.74228001,144.74811001,3.0,2.0,1,$460_per_week,House,September 2021,3023,2021,9,BURNSIDE,460,House
1450,1450,1450,"15 STRICKLAND CRESCENT, BURNSIDE",-37.748469,144.747296,3.0,2.0,2,$460_per_week,House,December 2021,3023,2021,12,BURNSIDE,460,House
1451,1451,1451,"11 STRICKLAND CRESCENT, BURNSIDE",-37.748739,144.74733,3.0,2.0,1,$400_per_week,House,November 2021,3023,2021,11,BURNSIDE,400,House
1452,1452,1452,"11 STRICKLAND CRESCENT, BURNSIDE",-37.748739,144.74733,3.0,2.0,1,$385_per_week,House,November 2021,3023,2021,11,BURNSIDE,385,House
1453,1453,1453,"18 EMPIRE AVENUE, BURNSIDE",-37.74511001,144.75636001,4.0,2.0,2,$550_pw,House,November 2021,3023,2021,11,BURNSIDE,550,House
1454,1454,1454,"12 STRICKLAND CRESCENT, BURNSIDE",-37.74856,144.747766,3.0,2.0,1,$400,House,November 2021,3023,2021,11,BURNSIDE,400,House
1455,1455,1455,"5 WOOD GROVE, BURNSIDE",-37.753015,144.750316,3.0,1.0,3,$380_pw,House,November 2021,3023,2021,11,BURNSIDE,380,House
1456,1456,1456,"19 PILBARA AVENUE, BURNSIDE",-37.748601,144.751932,4.0,2.0,2,$400,House,November 2021,3023,2021,11,BURNSIDE,400,House
1457,1457,1457,"19 PILBARA AVENUE, BURNSIDE",-37.748601,144.751932,4.0,2.0,2,$400,House,October 2021,3023,2021,10,BURNSIDE,400,House
1458,1458,1458,"19 PILBARA AVENUE, BURNSIDE",-37.748601,144.751932,4.0,2.0,2,$440,House,October 2021,3023,2021,10,BURNSIDE,440,House
1459,1459,1459,"20 MOCKRIDGE AVENUE, BURNSIDE",-37.748992,144.744905,4.0,2.0,2,$430_per_week,House,October 2021,3023,2021,10,BURNSIDE,430,House
1460,1460,1460,"20 MOCKRIDGE AVENUE, BURNSIDE",-37.748992,144.744905,4.0,2.0,2,$430_per_week,House,November 2021,3023,2021,11,BURNSIDE,430,House
1461,1461,1461,"20 MOCKRIDGE AVE, BURNSIDE",-37.74899001,144.7449001,4.0,2.0,2,$430_per_week,House,October 2021,3023,2021,10,BURNSIDE,430,House
1462,1462,1462,"158 WESTWOOD DRIVE, BURNSIDE",-37.757999,144.755823,3.0,1.0,2,$360,Rental_residential,October 2021,3023,2021,10,BURNSIDE,360,Other
1463,1463,1463,"17 STRICKLAND CRESCENT, BURNSIDE",-37.748297,144.74737,5.0,2.0,2,$450_per_week,House,October 2021,3023,2021,10,BURNSIDE,450,House
1464,1464,1464,"3 STEAD CIRCUIT, BURNSIDE",-37.7463612002,144.7562005002,4.0,2.0,2,$530_per_week,House,October 2021,3023,2021,10,BURNSIDE,530,House
1465,1465,1465,"25 LORRAINE DRIVE, BURWOOD EAST",-37.850158,145.144979,3.0,2.0,2,$475,House,May 2021,3151,2021,5,EAST,475,House
1466,1466,1466,"25 LORRAINE DR, BURWOOD EAST",-37.85016001,145.14498001,3.0,2.0,2,$475_Weekly,House,May 2021,3151,2021,5,EAST,475,House
1467,1467,1467,"20 JONATHAN AVENUE, BURWOOD EAST",-37.850043,145.150946,3.0,1.0,1,$435_pw,Rental_residential,January 2021,3151,2021,1,EAST,435,Other
1468,1468,1468,"206/115 BURWOOD HIGHWAY, BURWOOD EAST",-37.85087001,145.14174001,2.0,1.0,1,$375_per_week,Rental_residential,May 2021,3151,2021,5,EAST,375,Other
1469,1469,1469,"40 NORTHCOTE CIRCUIT, BURWOOD EAST",-37.85847001,145.16897001,3.0,2.0,2,$700_per_week,Townhouse,October 2021,3151,2021,10,EAST,700,House
1470,1470,1470,"40 NORTHCOTE CCT, BURWOOD EAST",-37.85847001,145.16897001,3.0,2.0,2,$700_per_week,Townhouse,October 2021,3151,2021,10,EAST,700,House
1471,1471,1471,"394 BLACKBURN ROAD, BURWOOD EAST",-37.858416,145.150713,3.0,1.0,2,$400_per_week,House,July 2021,3151,2021,7,EAST,400,House
1472,1472,1472,"394 BLACKBURN RD, BURWOOD EAST",-37.858416,145.150713,3.0,1.0,2,$400_per_week,House,July 2021,3151,2021,7,EAST,400,House
1473,1473,1473,"G03/15 FOUNDATION BOULEVARD, BURWOOD EAST",-37.8516117002,145.1351713002,2.0,2.0,1,$430_per_week,Rental_residential,July 2021,3151,2021,7,EAST,430,Other
1474,1474,1474,"G03/15 FOUNDATION BOULEVARD, BURWOOD EAST",-37.8516117002,145.1351713002,2.0,2.0,1,$430,Rental_residential,June 2021,3151,2021,6,EAST,430,Other
1475,1475,1475,"36 WITCHWOOD CRESCENT, BURWOOD EAST",-37.853952,145.147274,3.0,1.0,1,$510_per_week,House,March 2021,3151,2021,3,EAST,510,House
1476,1476,1476,"12 FOUNDATION BOULEVARD, BURWOOD EAST",-37.84929001,145.13592001,3.0,2.0,2,$690_per_week,Townhouse,November 2021,3151,2021,11,EAST,690,House
1477,1477,1477,"12 FOUNDATION BOULEVARD, BURWOOD EAST",-37.84929001,145.13592001,3.0,2.0,2,$690,Townhouse,October 2021,3151,2021,10,EAST,690,House
1478,1478,1478,"4 NORTHCOTE CIRCUIT, BURWOOD EAST",-37.8486226002,145.1361743002,3.0,2.0,1,$750_per_week,Townhouse,November 2021,3151,2021,11,EAST,750,House
1479,1479,1479,"5 HIGHVIEW GROVE, BURWOOD EAST",-37.852819,145.146102,3.0,1.0,1,$475_per_week,House,November 2021,3151,2021,11,EAST,475,House
1480,1480,1480,"5 HIGHVIEW GROVE, BURWOOD EAST",-37.852819,145.146102,3.0,1.0,1,$475_per_week,House,October 2021,3151,2021,10,EAST,475,House
1481,1481,1481,"97 BURWOOD HIGHWAY, BURWOOD EAST",-37.850939,145.140001,3.0,1.0,2,$370,House,October 2021,3151,2021,10,EAST,370,House
1482,1482,1482,"97 BURWOOD HIGHWAY, BURWOOD EAST",-37.850939,145.140001,3.0,1.0,2,$370,House,September 2021,3151,2021,9,EAST,370,House
1483,1483,1483,"13 CAM STREET, BURWOOD EAST",-37.856037,145.138122,3.0,2.0,3,$500_per_week,House,November 2021,3151,2021,11,EAST,500,House
1484,1484,1484,"9 NORTHCOTE CIRCUIT, BURWOOD EAST",-34.86839001,138.53925001,3.0,2.0,2,$690_per_week,Townhouse,October 2021,3151,2021,10,EAST,690,House
1485,1485,1485,"5 PEAR COURT, BURWOOD EAST",-37.849394,145.151189,3.0,1.0,1,$430_p.w.,House,December 2021,3151,2021,12,EAST,430,House
1486,1486,1486,"5 PEAR COURT, BURWOOD EAST",-37.849394,145.151189,3.0,1.0,1,$420,House,December 2021,3151,2021,12,EAST,420,House
1487,1487,1487,"6 DOROTHY STREET, BURWOOD EAST",-37.854797,145.143176,3.0,1.0,1,$410,House,December 2021,3151,2021,12,EAST,410,House
1488,1488,1488,"101 BURWOOD HIGHWAY, BURWOOD EAST",-37.8518431002,145.144895002,3.0,2.0,1,$480_-_$520_per_week,House,December 2021,3151,2021,12,EAST,520,House
1489,1489,1489,"14 RANGE ROAD, BURWOOD EAST",-37.85132,145.154076,3.0,1.0,1,$410,House,December 2021,3151,2021,12,EAST,410,House
1490,1490,1490,"1A SKENE STREET, BURWOOD EAST",-37.857188,145.133392,2.0,1.0,1,$415_p.w.,House,December 2021,3151,2021,12,EAST,415,House
1491,1491,1491,"142 ELEY ROAD, BURWOOD EAST",-37.847971,145.149928,4.0,2.0,2,$400,House,August 2021,3151,2021,8,EAST,400,House
1492,1492,1492,"142 ELEY ROAD, BURWOOD EAST",-37.847971,145.149928,4.0,2.0,2,$460,House,August 2021,3151,2021,8,EAST,460,House
1493,1493,1493,"142 ELEY ROAD, BURWOOD EAST",-37.847971,145.149928,4.0,2.0,2,$450_p.w.,House,August 2021,3151,2021,8,EAST,450,House
1494,1494,1494,"142 ELEY ROAD, BURWOOD EAST",-37.847971,145.149928,4.0,2.0,2,$400_Weekly,House,July 2021,3151,2021,7,EAST,400,House
1495,1495,1495,"142 ELEY ROAD, BURWOOD EAST",-37.847971,145.149928,4.0,2.0,2,$460,House,July 2021,3151,2021,7,EAST,460,House
1496,1496,1496,"5 HILLTOP CRESCENT, BURWOOD EAST",-37.852978,145.136226,3.0,1.0,1,$420_p.w.,House,December 2021,3151,2021,12,EAST,420,House
1497,1497,1497,"5 HILLTOP CRESCENT, BURWOOD EAST",-37.852978,145.136226,3.0,1.0,1,$420_p.w.,House,October 2021,3151,2021,10,EAST,420,House
1498,1498,1498,"5 HILLTOP CRESCENT, BURWOOD EAST",-37.852978,145.136226,3.0,1.0,1,$420_p.w.,House,September 2021,3151,2021,9,EAST,420,House
1499,1499,1499,"5 HILLTOP CRESCENT, BURWOOD EAST",-37.852978,145.136226,3.0,1.0,1,$420_p.w.,House,July 2021,3151,2021,7,EAST,420,House
1500,1500,1500,"1/28 ROYTON STREET, BURWOOD EAST",-37.84949001,145.14228001,5.0,2.0,2,$700,Rental_residential,July 2021,3151,2021,7,EAST,700,Other
1501,1501,1501,"14 FOUNDATION BOULEVARD, BURWOOD EAST",-37.8487129002,145.1352626002,3.0,2.0,2,$685_per_week,Rental_residential,October 2021,3151,2021,10,EAST,685,Other
1502,1502,1502,"14 FOUNDATION BOULEVARD, BURWOOD EAST",-37.8487129002,145.1352626002,3.0,2.0,2,$685_per_week,Rental_residential,September 2021,3151,2021,9,EAST,685,Other
1503,1503,1503,"1 CLYDEN COURT, BURWOOD EAST",-37.85263,145.147255,4.0,2.0,1,$520_per_week,House,September 2021,3151,2021,9,EAST,520,House
1504,1504,1504,"273 BURWOOD HIGHWAY, BURWOOD EAST",-37.853212,145.157891,1.0,1.0,0,$175,none,June 2021,3151,2021,6,EAST,175,Other
1505,1505,1505,"273 BURWOOD HIGHWAY, BURWOOD EAST",-37.853212,145.157891,1.0,1.0,0,$175_Weekly,none,May 2021,3151,2021,5,EAST,175,Other
1506,1506,1506,"273 BURWOOD HIGHWAY, BURWOOD EAST",-37.853212,145.157891,1.0,1.0,0,$175,none,February 2021,3151,2021,2,EAST,175,Other
1507,1507,1507,"273 BURWOOD HIGHWAY, BURWOOD EAST",-37.853212,145.157891,1.0,1.0,0,$175_p.w.,none,January 2021,3151,2021,1,EAST,175,Other
1508,1508,1508,"287A BLACKBURN ROAD, BURWOOD EAST",-37.846194,145.15403,3.0,2.0,2,$470,Unit,January 2021,3151,2021,1,EAST,470,Apartment
1509,1509,1509,"4 ALAWARA COURT, BURWOOD EAST",-37.854279,145.141031,3.0,1.0,3,$480,House,March 2021,3151,2021,3,EAST,480,House
1510,1510,1510,"37 ROBINLEE AVENUE, BURWOOD EAST",-37.84921001,145.15876001,3.0,1.0,2,$510_per_week,House,November 2021,3151,2021,11,EAST,510,House
1511,1511,1511,"37 ROBINLEE AVENUE, BURWOOD EAST",-37.84921001,145.15876001,3.0,1.0,2,$510_per_week,House,October 2021,3151,2021,10,EAST,510,House
1512,1512,1512,"6 NEWHAVEN ROAD, BURWOOD EAST",-37.85422,145.15898,4.0,2.0,1,$490_per_week,House,December 2021,3151,2021,12,EAST,490,House
1513,1513,1513,"309/13 FOUNDATION BOULEVARD, BURWOOD EAST",-37.8516117002,145.1351713002,1.0,1.0,1,$360_per_week,Rental_residential,June 2021,3151,2021,6,EAST,360,Other
1514,1514,1514,"12/113 BURWOOD HIGHWAY, BURWOOD EAST",-37.851149,145.141632,2.0,1.0,1,$350_pw,none,January 2021,3151,2021,1,EAST,350,Other
1515,1515,1515,"12/113 BURWOOD HIGHWAY, BURWOOD EAST",-37.851149,145.141632,2.0,1.0,1,$295_pw,none,January 2021,3151,2021,1,EAST,295,Other
1516,1516,1516,"55 NEWHAVEN ROAD, BURWOOD EAST",-37.859198,145.1569,3.0,1.0,1,$395,Rental_residential,June 2021,3151,2021,6,EAST,395,Other
1517,1517,1517,"401/13 FOUNDATION BOULEVARD, BURWOOD EAST",-37.84975001,145.13535001,2.0,2.0,1,$450,Available Now,April 2021,3151,2021,4,EAST,450,Other
1518,1518,1518,"4 MALLAWA COURT, BURWOOD EAST",-37.858204,145.142978,3.0,1.0,1,$390_per_week,Rental_residential,January 2021,3151,2021,1,EAST,390,Other
1519,1519,1519,"3/16 TILLER STREET, BURWOOD EAST",-37.853325,145.14324,3.0,2.0,1,$595_per_week,Townhouse,September 2021,3151,2021,9,EAST,595,House
1520,1520,1520,"139/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,225,Other
1521,1521,1521,"139/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225,Rental_residential,September 2021,3125,2021,9,BURWOOD,225,Other
1522,1522,1522,"139/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,January 2021,3125,2021,1,BURWOOD,225,Other
1523,1523,1523,"G13/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,225,Other
1524,1524,1524,"G13/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,January 2021,3125,2021,1,BURWOOD,225,Other
1525,1525,1525,"108/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$215_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,215,Other
1526,1526,1526,"108/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$240_per_week,Rental_residential,June 2021,3125,2021,6,BURWOOD,240,Other
1527,1527,1527,"49/390 BURWOOD HIGHWAY, BURWOOD",-37.852279,145.130904,1.0,1.0,0,$220_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,220,Other
1528,1528,1528,"49/390 BURWOOD HIGHWAY, BURWOOD",-37.852279,145.130904,1.0,1.0,0,$220_per_week,Rental_residential,September 2021,3125,2021,9,BURWOOD,220,Other
1529,1529,1529,"49/390 BURWOOD HIGHWAY, BURWOOD",-37.852279,145.130904,1.0,1.0,0,$220_per_week,Rental_residential,May 2021,3125,2021,5,BURWOOD,220,Other
1530,1530,1530,"ROOM 1/74 BURWOOD HWY, BURWOOD",-37.8505362002,145.1007902002,1.0,2.0,3,$135,Rental_residential,May 2021,3125,2021,5,BURWOOD,135,Other
1531,1531,1531,"1A TENNYSON STREET, BURWOOD",-37.8511,145.131741,3.0,2.0,1,$400,Available Now,December 2021,3125,2021,12,BURWOOD,400,Other
1532,1532,1532,"7 UGANDA STREET, BURWOOD",-37.84442,145.109282,4.0,2.0,1,$500,none,November 2021,3125,2021,11,BURWOOD,500,Other
1533,1533,1533,"7 UGANDA STREET, BURWOOD",-37.84442,145.109282,4.0,2.0,1,$600,none,March 2021,3125,2021,3,BURWOOD,600,Other
1534,1534,1534,"140/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,225,Other
1535,1535,1535,"140/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,September 2021,3125,2021,9,BURWOOD,225,Other
1536,1536,1536,"120A/399 BURWOOD HIGHWAY, BURWOOD",-37.8514373,145.1320596,1.0,1.0,1,$330,none,May 2021,3125,2021,5,BURWOOD,330,Other
1537,1537,1537,"4 SUTHERLAND PLACE, BURWOOD",-37.846171,145.131852,4.0,2.0,1,$600_per_week,none,May 2021,3125,2021,5,BURWOOD,600,Other
1538,1538,1538,"5/ 342 BURWOOD HIGHWAY, BURWOOD, BURWOOD",-37.8505344002,145.1022167002,3.0,2.0,2,$550_per_week,Townhouse,September 2021,3125,2021,9,BURWOOD,550,House
1539,1539,1539,"5/ 342 BURWOOD HIGHWAY, BURWOOD, BURWOOD",-37.8505344002,145.1022167002,3.0,2.0,2,$550_per_week,Townhouse,May 2021,3125,2021,5,BURWOOD,550,House
1540,1540,1540,"5 BERRY YUNG AVENUE, BURWOOD",-37.8492888002,145.1247336002,4.0,3.0,2,$490_per_week,Townhouse,June 2021,3125,2021,6,BURWOOD,490,House
1541,1541,1541,"5 BERRY YUNG AVENUE, BURWOOD",-37.8492888002,145.1247336002,4.0,3.0,2,$690,Townhouse,June 2021,3125,2021,6,BURWOOD,690,House
1542,1542,1542,"G11/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,225,Other
1543,1543,1543,"G11/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,September 2021,3125,2021,9,BURWOOD,225,Other
1544,1544,1544,"G11/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$250_per_week,Rental_residential,January 2021,3125,2021,1,BURWOOD,250,Other
1545,1545,1545,"112/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$215_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,215,Other
1546,1546,1546,"112/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$240_per_week,Rental_residential,May 2021,3125,2021,5,BURWOOD,240,Other
1547,1547,1547,"221 BURWOOD HIGHWAY, BURWOOD",-37.84751365002,145.114949143815,1.0,1.0,0,$259_per_week,Studio,September 2021,3125,2021,9,BURWOOD,259,Apartment
1548,1548,1548,"221 BURWOOD HIGHWAY, BURWOOD",-37.84751365002,145.114949143815,1.0,1.0,0,$259_per_week,Studio,February 2021,3125,2021,2,BURWOOD,259,Apartment
1549,1549,1549,"G09/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$225_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,225,Other
1550,1550,1550,"G09/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$250,Rental_residential,September 2021,3125,2021,9,BURWOOD,250,Other
1551,1551,1551,"G09/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$250_per_week,Rental_residential,January 2021,3125,2021,1,BURWOOD,250,Other
1552,1552,1552,"130/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$220_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,220,Other
1553,1553,1553,"130/386 BURWOOD HIGHWAY, BURWOOD",-37.852243,145.130583,1.0,1.0,0,$220_per_week,Rental_residential,September 2021,3125,2021,9,BURWOOD,220,Other
1554,1554,1554,"60/390 BURWOOD HIGHWAY, BURWOOD",-37.852279,145.130904,1.0,1.0,0,$220_per_week,Rental_residential,December 2021,3125,2021,12,BURWOOD,220,Other
