,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
14,"2A GORDON STREET, CHILTERN",-36.1499567002,146.5986291002,4.0,2.0,2,$375,House,December 2019,3683,2019,12,CHILTERN,375,House
15,"59 HIGH STREET, CHILTERN",-36.1507502002,146.5993651002,2.0,1.0,1,$230_per_week,House,May 2019,3683,2019,5,CHILTERN,230,House
16,"65 MAIN STREET, CHILTERN",-36.149418,146.609623,3.0,2.0,2,$310,House,December 2019,3683,2019,12,CHILTERN,310,House
17,"85 CONNESS STREET, CHILTERN",-36.150792,146.613157,4.0,2.0,6,$390_pw,House,November 2019,3683,2019,11,CHILTERN,390,House
18,"85 CONNESS STREET, CHILTERN",-36.150792,146.613157,4.0,2.0,6,$390_pw,House,April 2019,3683,2019,4,CHILTERN,390,House
19,"197 NORTH ROAD, CHILTERN",-36.14561001,146.60071001,3.0,2.0,2,$360_per_week,Rental_residential,October 2019,3683,2019,10,CHILTERN,360,Other
20,"197 NORTH ROAD, CHILTERN",-36.14561001,146.60071001,3.0,2.0,2,$380,Rental_residential,September 2019,3683,2019,9,CHILTERN,380,Other
21,"3 DICKSON CT, CHILTERN",-36.153651,146.6017,5.0,1.0,0,$260_per_week,Rental_residential,October 2019,3683,2019,10,CHILTERN,260,Other
22,"85 NORTH ROAD, CHILTERN",-36.1474075,146.6127061,4.0,1.0,3,$330_pw,House,July 2019,3683,2019,7,CHILTERN,330,House
23,"85 NORTH ROAD, CHILTERN",-36.1474075,146.6127061,4.0,1.0,3,$330_pw,House,June 2019,3683,2019,6,CHILTERN,330,House
24,"@ NICKLESS STREET, CHILTERN",-36.1536001,146.60331001,4.0,2.0,2,$490,House,May 2019,3683,2019,5,CHILTERN,490,House
25,"31A BARKLY STREET, CHILTERN",-36.1549068,146.6060251,3.0,2.0,1,$280_per_week,House,January 2019,3683,2019,1,CHILTERN,280,House
26,"29-31 ALBERT ROAD, CHILTERN",-36.1499141,146.5995142,4.0,2.0,4,$450,none,January 2019,3683,2019,1,CHILTERN,450,Other
27,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4.0,2.0,2,$450_per_week,Rental_residential,August 2019,3116,2019,8,PARK,450,Other
28,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4.0,2.0,2,$450,Rental_residential,July 2019,3116,2019,7,PARK,450,Other
29,"40 AMADEO WAY, CHIRNSIDE PARK",-37.7590994002,145.307531002,3.0,2.0,1,$460_pw,House,July 2019,3116,2019,7,PARK,460,House
30,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3.0,1.0,1,$380_pw,House,October 2019,3116,2019,10,PARK,380,House
31,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3.0,1.0,1,$360_pw,House,November 2019,3116,2019,11,PARK,360,House
32,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,3.0,1.0,1,$360,House,October 2019,3116,2019,10,PARK,360,House
33,"86 ROLLING HILLS ROAD, CHIRNSIDE PARK",-37.7480064002,145.3261346002,3.0,1.0,1,$380_pw,House,November 2019,3116,2019,11,PARK,380,House
34,"15 VICTORIA ROAD, CHIRNSIDE PARK",-37.758729,145.334339,2.0,1.0,5,$350_pw,House,December 2019,3116,2019,12,PARK,350,House
35,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,2.0,1.0,2,$395_pw,House,October 2019,3116,2019,10,PARK,395,House
36,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,2.0,1.0,2,$400,House,September 2019,3116,2019,9,PARK,400,House
37,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,2.0,1.0,2,$400_pw,House,May 2019,3116,2019,5,PARK,400,House
38,"4 EAST LINK, CHIRNSIDE PARK",-37.755022,145.320467,5.0,3.0,2,$680_pw,House,February 2019,3116,2019,2,PARK,680,House
39,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3.0,1.0,1,$375_pw,House,December 2019,3116,2019,12,PARK,375,House
40,"3/9 EL CENTRO, CHIRNSIDE PARK",-37.755462,145.312761,2.0,1.0,1,$370_p.w.,Rental_residential,June 2019,3116,2019,6,PARK,370,Other
41,"3/9 EL CENTRO, CHIRNSIDE PARK",-37.755462,145.312761,2.0,1.0,1,$370,Rental_residential,May 2019,3116,2019,5,PARK,370,Other
42,"9 ALLY TERRACE, CHIRNSIDE PARK",-37.756061,145.295076,4.0,2.0,2,$550_per_week,House,January 2019,3116,2019,1,PARK,550,House
43,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$570_pw,House,December 2019,3116,2019,12,PARK,570,House
44,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$540_pw,House,September 2019,3116,2019,9,PARK,540,House
45,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$570_per_week,House,September 2019,3116,2019,9,PARK,570,House
46,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$570,House,August 2019,3116,2019,8,PARK,570,House
47,"48 AMADEO WAY, CHIRNSIDE PARK",-37.75896,145.30741,3.0,2.0,1,$450_p.w.,House,December 2019,3116,2019,12,PARK,450,House
48,"43A SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745044,145.330498,3.0,2.0,2,$450,House,February 2019,3116,2019,2,PARK,450,House
49,"14 ST ANDREWS COURT, CHIRNSIDE PARK",-37.75457,145.334348,2.0,2.0,2,$400,Townhouse,January 2019,3116,2019,1,PARK,400,House
50,"28 VIEW POINT DRIVE, CHIRNSIDE PARK",-37.756876,145.314788,3.0,1.0,2,$410_Weekly,House,September 2019,3116,2019,9,PARK,410,House
51,"190 MUIR ROAD, CHRISTMAS HILLS",-37.65713,145.323706,3.0,1.0,0,$440_per_week,House,October 2019,3775,2019,10,HILLS,440,House
52,"734 RIDGE ROAD, CHRISTMAS HILLS",-37.658364,145.317834,3.0,1.0,0,$410_per_week,none,September 2019,3775,2019,9,HILLS,410,Other
53,"CONTACT AGENT, CHRISTMAS HILLS",-37.653666,145.3050781,2.0,1.0,2,$340_per_week,House,February 2019,3775,2019,2,HILLS,340,House
54,"2 MALBAR STREET, CHUM CREEK",-37.639236,145.496536,3.0,1.0,3,$420_per_week,House,March 2019,3777,2019,3,CREEK,420,House
55,"7 HEESOM STREET, CHURCHILL",-38.3086822,146.4147554,3.0,1.0,0,$250_pw,House,July 2019,3842,2019,7,CHURCHILL,250,House
56,"7 HEESOM STREET, CHURCHILL",-38.3086822,146.4147554,3.0,1.0,0,$250_pw,House,February 2019,3842,2019,2,CHURCHILL,250,House
57,"26 MC DONALD WAY, CHURCHILL",-38.31249,146.414764,3.0,1.0,1,$270_pw,House,October 2019,3842,2019,10,CHURCHILL,270,House
58,"5 INALA CLOSE, CHURCHILL",-38.323757,146.424585,4.0,1.0,0,$235_-_$235,none,October 2019,3842,2019,10,CHURCHILL,235,Other
59,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4.0,4.0,2,$400,House,December 2019,3842,2019,12,CHURCHILL,400,House
60,"7B BAROOGA CRESCENT, CHURCHILL",-38.3219101,146.4203673,1.0,1.0,1,$130_per_week,House,November 2019,3842,2019,11,CHURCHILL,130,House
61,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3.0,1.0,0,$270_per_week,House,October 2019,3842,2019,10,CHURCHILL,270,House
62,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3.0,1.0,1,$210_pw,House,May 2019,3842,2019,5,CHURCHILL,210,House
63,"27 CHURINGA DRIVE, CHURCHILL",-38.3210366,146.4247311,3.0,1.0,1,$280_per_week,none,November 2019,3842,2019,11,CHURCHILL,280,Other
64,"31 DAVANZO AVENUE, CLARINDA",-37.944702,145.105229,3.0,1.0,2,$425,none,January 2019,3169,2019,1,CLARINDA,425,Other
65,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$480,House,October 2019,3169,2019,10,CLARINDA,480,House
66,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$480,House,September 2019,3169,2019,9,CLARINDA,480,House
67,"1/21 ELDER STREET, CLARINDA",-37.9291625,145.1038649,2.0,1.0,1,$330,Unit,July 2019,3169,2019,7,CLARINDA,330,Apartment
68,"35 INVERNESS STREET, CLARINDA",-37.931388,145.108324,3.0,1.0,1,$460_p.w.,House,October 2019,3169,2019,10,CLARINDA,460,House
69,"35 INVERNESS STREET, CLARINDA",-37.931388,145.108324,3.0,1.0,1,$460,House,January 2019,3169,2019,1,CLARINDA,460,House
70,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$380_Wk,House,February 2019,3169,2019,2,CLARINDA,380,House
71,"7/28 EULINGA ROAD, CLARINDA",-37.9291762,145.1027317,3.0,2.0,2,$680,House,April 2019,3169,2019,4,CLARINDA,680,House
72,"7/28 EULINGA ROAD, CLARINDA",-37.9291762,145.1027317,3.0,2.0,2,$680_p.w.,House,March 2019,3169,2019,3,CLARINDA,680,House
73,"24 MELALEUCA DRIVE, CLARINDA",-37.928898,145.106522,3.0,2.0,2,$510,Rental_residential,October 2019,3169,2019,10,CLARINDA,510,Other
74,"24 MELALEUCA DRIVE, CLARINDA",-37.928898,145.106522,3.0,2.0,2,$510,Rental_residential,September 2019,3169,2019,9,CLARINDA,510,Other
75,"24 MELALEUCA DRIVE, CLARINDA",-37.928898,145.106522,3.0,2.0,2,$510_per_week,Rental_residential,April 2019,3169,2019,4,CLARINDA,510,Other
76,"600 KONAGADERRA ROAD, CLARKEFIELD",-37.515177,144.783865,3.0,1.0,0,$450,House,May 2019,3430,2019,5,CLARKEFIELD,450,House
77,"HOUSE 1/892 HEATHS LANE, CLARKEFIELD",-37.45872002,144.7893222002,4.0,3.0,2,$480_-_$480,Rental_residential,November 2019,3430,2019,11,CLARKEFIELD,480,Other
78,"600 DOOLINS ROAD, CLARKEFIELD",-37.4801968,144.8655937,3.0,2.0,2,$510,House,March 2019,3430,2019,3,CLARKEFIELD,510,House
79,"2/108 CLAYTON ROAD, CLAYTON NORTH",-37.90753001,145.12337001,2.0,2.0,2,$540,none,June 2019,3168,2019,6,NORTH,540,Other
80,"35 SPRINGS ROAD, CLAYTON SOUTH",-37.930739,145.109467,2.0,2.0,4,$430_Wk,House,December 2019,3169,2019,12,SOUTH,430,House
81,"35 SPRINGS ROAD, CLAYTON SOUTH",-37.930739,145.109467,2.0,2.0,4,$430_Wk,House,November 2019,3169,2019,11,SOUTH,430,House
82,"2/23 MERLYN AVENUE, CLAYTON SOUTH",-37.935694,145.117386,2.0,1.0,1,$350,none,August 2019,3169,2019,8,SOUTH,350,Other
83,"4 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,4.0,2.0,2,$640_p.w.,House,September 2019,3169,2019,9,SOUTH,640,House
84,"4 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,4.0,2.0,2,$640_p.w.,House,August 2019,3169,2019,8,SOUTH,640,House
85,"4 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,4.0,2.0,2,$660,House,August 2019,3169,2019,8,SOUTH,660,House
86,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$350,Rental_residential,August 2019,3169,2019,8,SOUTH,350,Other
87,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$350,Rental_residential,July 2019,3169,2019,7,SOUTH,350,Other
88,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$350,Rental_residential,June 2019,3169,2019,6,SOUTH,350,Other
89,"2 / 52 BEVAN AVENUE, CLAYTON SOUTH",-37.9369078,145.1285097,2.0,1.0,2,$370_per_week,Unit,August 2019,3169,2019,8,SOUTH,370,Apartment
90,"2 / 52 BEVAN AVENUE, CLAYTON SOUTH",-37.9369078,145.1285097,2.0,1.0,2,$380,Unit,August 2019,3169,2019,8,SOUTH,380,Apartment
91,"307/18 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,2.0,2.0,1,$465_p.w.,none,September 2019,3169,2019,9,SOUTH,465,Other
92,"307/18 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,2.0,2.0,1,$465,none,August 2019,3169,2019,8,SOUTH,465,Other
93,"12 BOTANIC DRIVE, CLAYTON SOUTH",-37.939354,145.13641,3.0,2.0,2,$560,none,July 2019,3169,2019,7,SOUTH,560,Other
94,"12 BOTANIC DRIVE, CLAYTON SOUTH",-37.939354,145.13641,3.0,2.0,2,$560,none,June 2019,3169,2019,6,SOUTH,560,Other
95,"1/24 WORDSWORTH AVE, CLAYTON SOUTH",-37.937804,145.132043,3.0,2.0,2,$550_per_week,Townhouse,April 2019,3169,2019,4,SOUTH,550,House
96,"3 GLENN COURT, CLAYTON SOUTH",-37.955304,145.136471,3.0,1.0,2,$430,House,April 2019,3169,2019,4,SOUTH,430,House
97,"3 GLENN COURT, CLAYTON SOUTH",-37.955304,145.136471,3.0,1.0,2,$440,House,April 2019,3169,2019,4,SOUTH,440,House
98,"B218/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9393196,145.1384859,2.0,2.0,1,$430,none,March 2019,3169,2019,3,SOUTH,430,Other
99,"8/31-33 FIRST STREET, CLAYTON SOUTH",-37.933051,145.134866,2.0,1.0,1,$315,none,February 2019,3169,2019,2,SOUTH,315,Other
100,"37 MONASH CRESCENT, CLAYTON SOUTH",-37.944059,145.133323,3.0,1.0,2,$440,House,November 2019,3169,2019,11,SOUTH,440,House
101,"29 NETTELBECK ROAD, CLAYTON SOUTH",-37.9560719002,145.1348852002,3.0,1.0,2,$465,House,November 2019,3169,2019,11,SOUTH,465,House
102,"29 NETTELBECK ROAD, CLAYTON SOUTH",-37.9560719002,145.1348852002,3.0,1.0,2,$480,House,November 2019,3169,2019,11,SOUTH,480,House
103,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3.0,1.0,2,$390,House,May 2019,3169,2019,5,SOUTH,390,House
104,"1A MELALEUCA DRIVE, CLAYTON SOUTH",-37.9304206,145.1040585,3.0,1.0,2,$370,House,May 2019,3169,2019,5,SOUTH,370,House
105,"1A MELALEUCA DRIVE, CLAYTON SOUTH",-37.9304206,145.1040585,3.0,1.0,2,$370,House,April 2019,3169,2019,4,SOUTH,370,House
106,"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,3.0,1.0,6,$450_Wk,House,November 2019,3169,2019,11,SOUTH,450,House
107,"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,3.0,1.0,6,$450_Wk,House,October 2019,3169,2019,10,SOUTH,450,House
108,"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,3.0,1.0,6,$450_Wk,House,September 2019,3169,2019,9,SOUTH,450,House
109,"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,3.0,1.0,6,$465,House,August 2019,3169,2019,8,SOUTH,465,House
110,"10 WANNAN COURT, CLAYTON SOUTH",-37.94203001,145.11157001,3.0,2.0,1,$520,House,December 2019,3169,2019,12,SOUTH,520,House
111,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3.0,2.0,1,$485_Weekly,Townhouse,June 2019,3169,2019,6,SOUTH,485,House
112,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1.0,1.0,1,$360_per_week,Rental_residential,April 2019,3169,2019,4,SOUTH,360,Other
113,"UNIT 1/21 MERLYN AVENUE, CLAYTON SOUTH",-37.935608,145.117216,2.0,1.0,1,$300_Wk,Unit,September 2019,3169,2019,9,SOUTH,300,Apartment
114,"UNIT 1/21 MERLYN AVENUE, CLAYTON SOUTH",-37.935608,145.117216,2.0,1.0,1,$295,Unit,August 2019,3169,2019,8,SOUTH,295,Apartment
115,"14 JACKSON GREEN BOULEVARD, CLAYTON SOUTH",-37.9307002,145.1252101,3.0,2.0,2,$600,Townhouse,June 2019,3169,2019,6,SOUTH,600,House
116,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2.0,1.0,1,$355_Wk,Unit,August 2019,3169,2019,8,SOUTH,355,Apartment
117,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2.0,1.0,1,$350_Wk,Unit,August 2019,3169,2019,8,SOUTH,350,Apartment
118,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2.0,1.0,1,$340,Unit,June 2019,3169,2019,6,SOUTH,340,Apartment
119,"108 OSBORNE AVENUE, CLAYTON SOUTH",-37.945893,145.137884,3.0,2.0,6,$450_Wk,House,August 2019,3169,2019,8,SOUTH,450,House
120,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2.0,1.0,1,$330_p.w.,Unit,November 2019,3169,2019,11,SOUTH,330,Apartment
121,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2.0,1.0,1,$365,Unit,September 2019,3169,2019,9,SOUTH,365,Apartment
122,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3.0,2.0,2,$600_p.w.,Townhouse,October 2019,3169,2019,10,SOUTH,600,House
123,"13/1324-1328 CENTRE ROAD, CLAYTON SOUTH",-37.928674,145.117693,2.0,1.0,1,$390_p.w.,Unit,November 2019,3169,2019,11,SOUTH,390,Apartment
124,"47 AUTUMN TERRACE, CLAYTON SOUTH",-37.93878485,145.13846539,3.0,2.0,1,$550_p.w.,Townhouse,October 2019,3169,2019,10,SOUTH,550,House
125,"47 AUTUMN TERRACE, CLAYTON SOUTH",-37.93878485,145.13846539,3.0,2.0,1,$560,Townhouse,October 2019,3169,2019,10,SOUTH,560,House
126,"13 BROWNS ROAD, CLAYTON",-37.920978,145.127558,3.0,1.0,2,$470_p.w.,House,August 2019,3168,2019,8,CLAYTON,470,House
127,"13 BROWNS ROAD, CLAYTON",-37.920978,145.127558,3.0,1.0,2,$495,House,July 2019,3168,2019,7,CLAYTON,495,House
128,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$230,House,June 2019,3168,2019,6,CLAYTON,230,House
129,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$220,House,May 2019,3168,2019,5,CLAYTON,220,House
130,"UNIT 3/10 DENNIS STREET, CLAYTON",-37.9181978,145.1365816,2.0,1.0,1,$410,Unit,February 2019,3168,2019,2,CLAYTON,410,Apartment
131,"1/42 PANORAMA STREET, CLAYTON",-37.920706,145.129917,3.0,2.0,1,$450_per_week,House,January 2019,3168,2019,1,CLAYTON,450,House
132,"UNIT 2/91 MORIAH STREET, CLAYTON",-37.9251699,145.1296013,4.0,2.0,3,$610,Unit,January 2019,3168,2019,1,CLAYTON,610,Apartment
133,"2/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,2,$210,Unit,November 2019,3168,2019,11,CLAYTON,210,Apartment
134,"2/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,2,$220,Unit,February 2019,3168,2019,2,CLAYTON,220,Apartment
135,"UNIT 1/4 HOURIGAN AVENUE, CLAYTON",-37.91756,145.121865,2.0,1.0,2,$420_Wk,Unit,September 2019,3168,2019,9,CLAYTON,420,Apartment
136,"UNIT 1/4 HOURIGAN AVENUE, CLAYTON",-37.91756,145.121865,2.0,1.0,2,$420,Unit,August 2019,3168,2019,8,CLAYTON,420,Apartment
137,"1/14 BETTINA STREET, CLAYTON",-37.91898,145.136706,2.0,1.0,1,$375,Unit,September 2019,3168,2019,9,CLAYTON,375,Apartment
138,"3/14-16 WRIGHT STREET, CLAYTON",-37.921946,145.12376,4.0,2.0,1,$620_per_week,Townhouse,January 2019,3168,2019,1,CLAYTON,620,House
139,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$550_Wk,Townhouse,October 2019,3168,2019,10,CLAYTON,550,House
140,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$550_Wk,Townhouse,September 2019,3168,2019,9,CLAYTON,550,House
141,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$550,Townhouse,July 2019,3168,2019,7,CLAYTON,550,House
142,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$575,Townhouse,March 2019,3168,2019,3,CLAYTON,575,House
143,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$380_Wk,Unit,August 2019,3168,2019,8,CLAYTON,380,Apartment
144,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$380_Wk,Unit,July 2019,3168,2019,7,CLAYTON,380,Apartment
145,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$380,Unit,June 2019,3168,2019,6,CLAYTON,380,Apartment
146,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2.0,1.0,1,$420_per_week,Unit,December 2019,3168,2019,12,CLAYTON,420,Apartment
147,"4/58 KANOOKA GROVE, CLAYTON",-37.921733,145.126157,3.0,2.0,1,$500_Wk,Townhouse,January 2019,3168,2019,1,CLAYTON,500,House
148,"UNIT 1/450 HAUGHTON ROAD, CLAYTON",-37.928723,145.125148,2.0,1.0,2,$430,Unit,November 2019,3168,2019,11,CLAYTON,430,Apartment
149,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$370,House,January 2019,3168,2019,1,CLAYTON,370,House
150,"UNIT 4/81 EVA STREET, CLAYTON",-37.926655,145.11265,2.0,1.0,1,$380_Wk,Unit,January 2019,3168,2019,1,CLAYTON,380,Apartment
152,"UNIT 6/1927 DANDENONG ROAD, CLAYTON",-37.911756,145.123934,2.0,1.0,1,$350_Wk,Unit,January 2019,3168,2019,1,CLAYTON,350,Apartment
153,"UNIT 3/25 ROSE STREET, CLAYTON",-37.922513,145.122499,3.0,1.0,2,$490_Wk,Townhouse,February 2019,3168,2019,2,CLAYTON,490,House
154,"3/6 OLIVE STREET, CLAYTON",-37.930011,145.119843,2.0,1.0,2,$370_Wk,Unit,August 2019,3168,2019,8,CLAYTON,370,Apartment
155,"3/6 OLIVE STREET, CLAYTON",-37.930011,145.119843,2.0,1.0,2,$370_Wk,Unit,July 2019,3168,2019,7,CLAYTON,370,Apartment
156,"UNIT 11/1774 DANDENONG ROAD, CLAYTON",-37.916481,145.1295235,2.0,1.0,1,$370_Wk,Unit,August 2019,3168,2019,8,CLAYTON,370,Apartment
157,"UNIT 11/1774 DANDENONG ROAD, CLAYTON",-37.916481,145.1295235,2.0,1.0,1,$370,Unit,July 2019,3168,2019,7,CLAYTON,370,Apartment
158,"7/18-20 FRANCIS STREET, CLAYTON",-37.925169,145.12312,2.0,1.0,2,$380_per_week,Unit,November 2019,3168,2019,11,CLAYTON,380,Apartment
159,"7/18-20 FRANCIS STREET, CLAYTON",-37.925169,145.12312,2.0,1.0,2,$390_p.w,Unit,October 2019,3168,2019,10,CLAYTON,390,Apartment
160,"7/18-20 FRANCIS STREET, CLAYTON",-37.925169,145.12312,2.0,1.0,2,$420,Unit,August 2019,3168,2019,8,CLAYTON,420,Apartment
161,"1/8 MARSHALL AVENUE, CLAYTON",-37.907741,145.127956,4.0,2.0,1,$530_p.w.,Townhouse,October 2019,3168,2019,10,CLAYTON,530,House
162,"1/8 MARSHALL AVENUE, CLAYTON",-37.907741,145.127956,4.0,2.0,1,$585,Townhouse,August 2019,3168,2019,8,CLAYTON,585,House
163,"5 PRINCE STREET, CLAYTON",-37.916188,145.124287,4.0,2.0,1,$550_p.w.,House,November 2019,3168,2019,11,CLAYTON,550,House
164,"5 PRINCE STREET, CLAYTON",-37.916188,145.124287,4.0,2.0,1,$560_p.w.,House,November 2019,3168,2019,11,CLAYTON,560,House
165,"5 PRINCE STREET, CLAYTON",-37.916188,145.124287,4.0,2.0,1,$580,House,September 2019,3168,2019,9,CLAYTON,580,House
166,"7/86 WELLINGTON ROAD, CLAYTON",-37.916778,145.138939,3.0,1.0,1,$399_p.w.,Townhouse,October 2019,3168,2019,10,CLAYTON,399,House
167,"7/86 WELLINGTON ROAD, CLAYTON",-37.916778,145.138939,3.0,1.0,1,$420,Townhouse,September 2019,3168,2019,9,CLAYTON,420,House
168,"7/86 WELLINGTON ROAD, CLAYTON",-37.916778,145.138939,3.0,1.0,1,$420_p.w.,Townhouse,August 2019,3168,2019,8,CLAYTON,420,House
169,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3.0,1.0,1,$495_p.w.,Townhouse,October 2019,3168,2019,10,CLAYTON,495,House
170,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3.0,1.0,1,$495_p.w.,Townhouse,September 2019,3168,2019,9,CLAYTON,495,House
171,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3.0,1.0,1,$495,Townhouse,January 2019,3168,2019,1,CLAYTON,495,House
