,Unnamed: 0.1,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
0,0,"175 MAIN ROAD, CHEWTON",-37.080913,144.259581,1.0,1.0,1,$160_pw,House,December 2007,3451,2007,12,CHEWTON,160,House
1,1,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2.0,1.0,0,$195_pw,House,October 2007,3451,2007,10,CHEWTON,195,House
2,2,"3/1 OXFORD STREET, CHILTERN",-36.150694,146.606488,2.0,1.0,1,$110_pw,none,November 2007,3683,2007,11,CHILTERN,110,Other
3,3,"5 PARK STREET, CHILTERN",-36.149064,146.608326,3.0,1.0,2,$250_pw,House,November 2007,3683,2007,11,CHILTERN,250,House
4,4,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4.0,2.0,2,$290_pw,Rental_residential,October 2007,3116,2007,10,PARK,290,Other
5,5,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,4.0,2.0,2,$290,Rental_residential,August 2007,3116,2007,8,PARK,290,Other
6,6,"13 HUNTINGDALE DRIVE, CHIRNSIDE PARK",-37.755373,145.323258,3.0,2.0,1,$275_pw,House,August 2007,3116,2007,8,PARK,275,House
7,7,"72 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.752459,145.324645,3.0,2.0,1,$250,House,January 2007,3116,2007,1,PARK,250,House
8,8,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$425_pw,House,November 2007,3116,2007,11,PARK,425,House
9,9,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$425_pw,House,October 2007,3116,2007,10,PARK,425,House
10,10,"27 ACACIA WAY, CHURCHILL",-38.301581,146.415178,3.0,1.0,0,$125,House,January 2007,3842,2007,1,CHURCHILL,125,House
11,11,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3.0,1.0,0,$120,House,August 2007,3842,2007,8,CHURCHILL,120,House
12,12,"1 ELDER ST, CLARINDA",-37.927113,145.104236,3.0,1.0,1,$220,House,January 2007,3169,2007,1,CLARINDA,220,House
13,13,"4/34 OAKES AVENUE, CLAYTON SOUTH",-37.935811,145.132469,2.0,1.0,0,$200_pw,none,April 2007,3169,2007,4,SOUTH,200,Other
14,14,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$220,Rental_residential,November 2007,3169,2007,11,SOUTH,220,Other
15,15,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3.0,1.0,2,$280,House,September 2007,3169,2007,9,SOUTH,280,House
16,16,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3.0,1.0,2,$290,House,June 2007,3169,2007,6,SOUTH,290,House
17,17,"19 TADSTAN COURT, CLAYTON SOUTH",-37.957528,145.132955,3.0,1.0,2,$280,House,May 2007,3169,2007,5,SOUTH,280,House
18,18,"1 MELOSA AVENUE, CLAYTON SOUTH",-37.937284,145.114101,3.0,1.0,2,$250,House,July 2007,3169,2007,7,SOUTH,250,House
19,19,"1 MELOSA AVENUE, CLAYTON SOUTH",-37.937284,145.114101,3.0,1.0,2,$250,House,May 2007,3169,2007,5,SOUTH,250,House
20,20,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1.0,1.0,1,$230,Unit,February 2007,3168,2007,2,CLAYTON,230,Apartment
21,21,"3/14-16 WRIGHT STREET, CLAYTON",-37.921946,145.12376,4.0,2.0,1,$350_p.w.,Townhouse,November 2007,3168,2007,11,CLAYTON,350,House
22,22,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$340,Unit,August 2007,3168,2007,8,CLAYTON,340,Apartment
23,23,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$280,House,February 2007,3168,2007,2,CLAYTON,280,House
24,24,"10 SHADY MEWS, CLAYTON",-37.922472,145.127818,3.0,1.0,1,$300,Townhouse,January 2007,3168,2007,1,CLAYTON,300,House
25,25,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1.0,2.0,0,$411,House,March 2007,3168,2007,3,CLAYTON,411,House
26,26,"35 RENVER ROAD, CLAYTON",-37.919951,145.142791,3.0,1.0,1,$295_per_week,House,February 2007,3168,2007,2,CLAYTON,295,House
27,27,"3/21 FRANCIS STREET, CLAYTON",-37.924041,145.121709,2.0,1.0,1,$250_p.w.,none,November 2007,3168,2007,11,CLAYTON,250,Other
28,28,"4 / 63 CARINISH ROAD, CLAYTON",-37.920334,145.115395,2.0,1.0,1,$250,Unit,January 2007,3168,2007,1,CLAYTON,250,Apartment
29,29,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4.0,3.0,1,$300,Townhouse,December 2007,3168,2007,12,CLAYTON,300,House
30,30,"16 THOMAS STREET, CLAYTON",-37.927189,145.120776,3.0,1.0,4,$280,House,January 2007,3168,2007,1,CLAYTON,280,House
31,31,"10 VICTOR ROAD, CLEMATIS",-37.929733,145.419864,5.0,2.0,0,$350_pw,none,August 2007,3782,2007,8,CLEMATIS,350,Other
32,32,"2/1980 WELLINGTON ROAD, CLEMATIS",-37.933762,145.412077,3.0,2.0,2,$250_p.w.,House,April 2007,3782,2007,4,CLEMATIS,250,House
33,33,"2 ALBERT ROAD, CLEMATIS",-37.929236,145.421288,3.0,1.0,0,$220,House,February 2007,3782,2007,2,CLEMATIS,220,House
34,34,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2.0,1.0,0,$380_pw,none,December 2007,3068,2007,12,HILL,380,Other
35,35,"25 HEIDELBERG ROAD, CLIFTON HILL",-37.787143,144.996092,4.0,2.0,1,$395_pw,House,August 2007,3068,2007,8,HILL,395,House
36,36,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1.0,1.0,1,$240_pw,none,August 2007,3068,2007,8,HILL,240,Other
37,37,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4.0,2.0,2,$325_pw,Rental_residential,August 2007,3068,2007,8,HILL,325,Other
38,38,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3.0,2.0,2,$440_pw,Rental_residential,June 2007,3068,2007,6,HILL,440,Other
39,39,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3.0,2.0,2,$490_pw,Rental_residential,June 2007,3068,2007,6,HILL,490,Other
40,40,"169 ROSENEATH STREET, CLIFTON HILL",-37.793091,145.000806,2.0,1.0,0,$390_pw,House,October 2007,3068,2007,10,HILL,390,House
41,41,"47 CLIFFORD PLACE, CLIFTON HILL",-37.791779,145.001407,2.0,1.0,1,$355_pw,Townhouse,December 2007,3068,2007,12,HILL,355,House
42,42,"2/57 CAROLINE STREET, CLIFTON HILL",-37.790209,145.00096,1.0,1.0,1,$180_pw,Rental_residential,April 2007,3068,2007,4,HILL,180,Other
43,43,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2.0,2.0,1,$500_pw,none,February 2007,3068,2007,2,HILL,500,Other
44,44,"135 RAMSDEN STREET, CLIFTON HILL",-37.791121,145.000549,2.0,1.0,0,$420_pw,Rental_residential,September 2007,3068,2007,9,HILL,420,Other
45,45,"15A COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,2.0,2.0,1,$450,Townhouse,January 2007,3068,2007,1,HILL,450,House
46,46,"104 NOONE STREET, CLIFTON HILL",-37.79363,144.994951,4.0,2.0,0,$270,House,August 2007,3068,2007,8,HILL,270,House
47,47,"10/9 SOUTH TERRACE, CLIFTON HILL",-37.79235,144.99226,1.0,1.0,1,$220,Flat,October 2007,3068,2007,10,HILL,220,Apartment
48,48,"7/57 CAROLINE STREET, CLIFTON HILL",-37.789892,144.998232,2.0,1.0,1,$280_pw,Rental_residential,August 2007,3068,2007,8,HILL,280,Other
49,49,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$250_pw,Rental_residential,September 2007,3068,2007,9,HILL,250,Other
50,50,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2.0,2.0,1,$340_pw,Rental_residential,May 2007,3068,2007,5,HILL,340,Other
51,51,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3.0,2.0,2,$550,House,January 2007,3068,2007,1,HILL,550,House
52,52,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2.0,2.0,1,$320_pw,Rental_residential,February 2007,3068,2007,2,HILL,320,Other
53,53,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$330_pw,none,May 2007,3068,2007,5,HILL,330,Other
54,54,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$330,none,April 2007,3068,2007,4,HILL,330,Other
55,55,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$330_pw,none,March 2007,3068,2007,3,HILL,330,Other
56,56,"8 RUTLAND STREET, CLIFTON HILL",-37.794571,144.99622,2.0,1.0,0,$300,none,January 2007,3068,2007,1,HILL,300,Other
57,57,"9 SPENSLEY STREET, CLIFTON HILL",-37.788833,144.996153,2.0,1.0,1,$450_pw,Townhouse,December 2007,3068,2007,12,HILL,450,House
58,58,"9 SPENSLEY STREET, CLIFTON HILL",-37.788833,144.996153,2.0,1.0,1,$450,Townhouse,November 2007,3068,2007,11,HILL,450,House
59,59,"6/4 CLIFTON STREET, CLIFTON HILL",-37.787595,145.005288,1.0,1.0,1,$200_pw,Rental_residential,November 2007,3068,2007,11,HILL,200,Other
60,60,"6/4 CLIFTON STREET, CLIFTON HILL",-37.787595,145.005288,1.0,1.0,1,$200,Rental_residential,October 2007,3068,2007,10,HILL,200,Other
61,61,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$250,none,January 2007,3068,2007,1,HILL,250,Other
62,62,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3.0,2.0,2,$380_pw,Rental_residential,February 2007,3068,2007,2,HILL,380,Other
63,63,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1.0,1.0,1,$170_pw,Rental_residential,February 2007,3068,2007,2,HILL,170,Other
64,64,"68 MACKIE STREET, COATESVILLE",-37.916586,145.074629,3.0,2.0,0,$525,House,February 2007,3165,2007,2,COATESVILLE,525,House
65,65,"8 STIRLING STREET, COBDEN",-38.322077,143.080563,2.0,1.0,2,$170_pw,Rental_residential,October 2007,3266,2007,10,COBDEN,170,Other
66,66,"34 CLAREMONT STREET, COBURG NORTH",-37.732144,144.978717,3.0,1.0,2,$230,House,June 2007,3058,2007,6,NORTH,230,House
67,67,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$300_pw,Rental_residential,August 2007,3058,2007,8,NORTH,300,Other
68,68,"412 SYDNEY ROAD, COBURG",-37.743693,144.966396,2.0,1.0,1,$300_pw,none,February 2007,3058,2007,2,COBURG,300,Other
69,69,"72 DONNE STREET, COBURG",-37.74782,144.949758,2.0,1.0,4,$350_pw,none,December 2007,3058,2007,12,COBURG,350,Other
70,70,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$210_pw,none,August 2007,3058,2007,8,COBURG,210,Other
71,71,"1/8 FLORENCE STREET, COBURG",-37.752098,144.961024,2.0,1.0,1,$200,Unit,June 2007,3058,2007,6,COBURG,200,Apartment
72,72,"1 BERG PLACE, COBURG",-37.754386,144.978864,3.0,2.0,1,$325_pw,Townhouse,April 2007,3058,2007,4,COBURG,325,House
73,73,"59 THE AVENUE, COBURG",-37.752457,144.967722,2.0,1.0,2,$320_pw,House,November 2007,3058,2007,11,COBURG,320,House
74,74,"28A JERSEY STREET, COBURG",-37.734173,144.953246,3.0,1.0,1,$280,Rental_residential,November 2007,3058,2007,11,COBURG,280,Other
75,75,"10A/2 WOIWURUNG CRESCENT, COBURG",-37.736463,144.973846,2.0,2.0,1,$320_pw,Rental_residential,December 2007,3058,2007,12,COBURG,320,Other
76,76,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,August 2007,3058,2007,8,COBURG,290,House
77,77,"34 VINCENT STREET, COBURG",-37.741064,144.956685,2.0,1.0,1,$290_pw,House,July 2007,3058,2007,7,COBURG,290,House
78,78,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3.0,1.0,1,$240_pw,House,May 2007,3058,2007,5,COBURG,240,House
79,79,"20/5 INDUSTRY LANE, COBURG",-37.7370286,144.9695513,2.0,1.0,1,$310_pw,Townhouse,November 2007,3058,2007,11,COBURG,310,House
80,80,"7B MOORE STREET, COBURG",-37.753555,144.965677,2.0,1.0,1,$275_pw,House,May 2007,3058,2007,5,COBURG,275,House
81,81,"4/15 BRUCE STREET, COBURG",-37.745675,144.947684,3.0,1.0,1,$280_pw,none,May 2007,3058,2007,5,COBURG,280,Other
82,82,"41A RENNIE STREET, COBURG",-37.750558,144.969431,2.0,1.0,1,$250,none,January 2007,3058,2007,1,COBURG,250,Other
83,83,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2.0,1.0,1,$260_pw,Rental_residential,June 2007,3058,2007,6,COBURG,260,Other
84,84,"1/22 CHAMBERS STREET, COBURG",-37.748545,144.968059,2.0,1.0,1,$220_pw,Rental_residential,September 2007,3058,2007,9,COBURG,220,Other
85,85,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2.0,1.0,2,$340_pw,Townhouse,March 2007,3058,2007,3,COBURG,340,House
86,86,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3.0,1.0,1,$250_pw,House,December 2007,3781,2007,12,COCKATOO,250,House
87,87,"7 BELGRAVE GEMBROOK ROAD, COCKATOO",-37.936927,145.494462,3.0,1.0,1,$220_pw,House,December 2007,3781,2007,12,COCKATOO,220,House
88,88,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3.0,1.0,0,$350_pw,Rental_residential,May 2007,3781,2007,5,COCKATOO,350,Other
89,89,"7 BEDE AVENUE, COLDSTREAM",-37.733786,145.385345,4.0,2.0,2,$340_pw,House,November 2007,3770,2007,11,COLDSTREAM,340,House
90,90,"24 WHYTE STREET, COLERAINE",-37.598971,141.698224,3.0,1.0,0,$140,none,September 2007,3315,2007,9,COLERAINE,140,Other
91,91,"86 MCKEBREY ST, COLERAINE",-37.603696,141.689591,2.0,1.0,0,$100,House,November 2007,3315,2007,11,COLERAINE,100,House
92,92,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1.0,1.0,1,$310_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,310,Apartment
93,93,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380_per_week,Townhouse,October 2007,3066,2007,10,COLLINGWOOD,380,House
94,94,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380,Townhouse,September 2007,3066,2007,9,COLLINGWOOD,380,House
96,96,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,330,Apartment
97,97,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,October 2007,3066,2007,10,COLLINGWOOD,330,Apartment
98,98,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$300_pw,Unit,March 2007,3066,2007,3,COLLINGWOOD,300,Apartment
99,99,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2.0,1.0,1,$380_per_week,House,November 2007,3066,2007,11,COLLINGWOOD,380,House
100,100,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2.0,1.0,1,$350,House,November 2007,3066,2007,11,COLLINGWOOD,350,House
101,101,"327/3 HODDLE STREET, COLLINGWOOD",-37.808908,144.991122,2.0,2.0,2,$370_p.w.,Unit,August 2007,3066,2007,8,COLLINGWOOD,370,Apartment
102,102,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2.0,1.0,1,$420_pw,Rental_residential,January 2007,3066,2007,1,COLLINGWOOD,420,Other
103,103,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1.0,1.0,1,$330_pw,Available Now,October 2007,3066,2007,10,COLLINGWOOD,330,Other
105,105,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$390_pw,none,April 2007,3066,2007,4,COLLINGWOOD,390,Other
106,106,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3.0,1.0,1,$160,none,January 2007,3633,2007,1,CONGUPNA,160,Other
107,107,"6 LOVAT COURT, COOLAROO",-37.654336,144.930513,3.0,1.0,2,$200_pw,Rental_residential,July 2007,3048,2007,7,COOLAROO,200,Other
108,108,"44 LONGFORD CRESCENT, COOLAROO",-37.661346,144.92736,3.0,1.0,1,$235,House,October 2007,3048,2007,10,COOLAROO,235,House
109,109,"170 KANGAROO DRIVE, COOMOORA",-37.334035,144.200818,2.0,2.0,1,$180_pw,none,December 2007,3461,2007,12,COOMOORA,180,Other
110,110,"140 KANGAROO DRIVE, COOMOORA",-37.336422,144.200305,3.0,1.0,0,$190_pw,House,November 2007,3461,2007,11,COOMOORA,190,House
111,111,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,June 2007,3860,2007,6,COONGULLA,160,Other
112,112,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,May 2007,3860,2007,5,COONGULLA,160,Other
113,113,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3.0,1.0,2,$160_pw,none,November 2007,3268,2007,11,COORIEMUNGLE,160,Other
114,114,"105 KOOLONG ROAD, COORIEMUNGLE",-38.569505,143.089579,3.0,1.0,1,$130,House,January 2007,3268,2007,1,COORIEMUNGLE,130,House
115,115,"13 KILBURN STREET, CORINELLA",-38.414375,145.434683,3.0,1.0,1,$145,none,November 2007,3984,2007,11,CORINELLA,145,Other
116,116,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3.0,1.0,2,$180_pw,none,October 2007,3984,2007,10,CORINELLA,180,Other
117,117,"513 AGAR ROAD, CORONET BAY",-38.432662,145.446882,3.0,1.0,1,$165_-_$175_pw,none,February 2007,3984,2007,2,BAY,175,Other
118,118,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160_pw,Rental_residential,October 2007,3984,2007,10,BAY,160,Other
119,119,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160,Rental_residential,September 2007,3984,2007,9,BAY,160,Other
120,120,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220,House,July 2007,3922,2007,7,COWES,220,House
121,121,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220_Weekly,House,April 2007,3922,2007,4,COWES,220,House
122,122,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3.0,1.0,2,$900,House,October 2007,3922,2007,10,COWES,900,House
123,123,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$210,none,January 2007,3922,2007,1,COWES,210,Other
124,124,"22 FLAGSTAFF LOOP, CRAIGIEBURN",-37.584694,144.939183,3.0,2.0,2,$290,House,May 2007,3064,2007,5,CRAIGIEBURN,290,House
125,125,"8 BRECON NOOK, CRAIGIEBURN",-37.608906,144.924308,3.0,1.0,0,$230_pw,House,September 2007,3064,2007,9,CRAIGIEBURN,230,House
126,126,"1/209 CRAIGIEBURN ROAD, CRAIGIEBURN",-37.597976,144.928021,3.0,1.0,1,$210,Unit,May 2007,3064,2007,5,CRAIGIEBURN,210,Apartment
127,127,"19 MARNIE DRIVE, CRANBOURNE WEST",-38.102863,145.25812,3.0,1.0,0,$230_Weekly,Rental_residential,July 2007,3977,2007,7,WEST,230,Other
128,128,"5 BLAINROE CRESCENT, CRANBOURNE",-38.121289,145.252817,4.0,2.0,2,$290_pw,House,September 2007,3977,2007,9,CRANBOURNE,290,House
129,129,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280_pw,none,December 2007,3977,2007,12,CRANBOURNE,280,Other
130,130,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280,none,November 2007,3977,2007,11,CRANBOURNE,280,Other
131,131,"39 BELLBRAE CRESCENT, CRANBOURNE",-38.092001,145.260427,3.0,2.0,2,$260,House,November 2007,3977,2007,11,CRANBOURNE,260,House
132,132,"14 ROBUSTA AVENUE, CRANBOURNE",-38.088643,145.287868,4.0,2.0,2,$290,House,November 2007,3977,2007,11,CRANBOURNE,290,House
133,133,"53 HOTHAM STREET, CRANBOURNE",-38.099366,145.290009,3.0,1.0,2,$210,none,November 2007,3977,2007,11,CRANBOURNE,210,Other
134,134,"10 DUNBAR AVENUE, CRANBOURNE",-38.10358,145.276191,3.0,1.0,1,$230_pw,House,September 2007,3977,2007,9,CRANBOURNE,230,House
135,135,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$240_per_week,Rental_residential,April 2007,3977,2007,4,CRANBOURNE,240,Other
136,136,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320_pw,Rental_residential,August 2007,3151,2007,8,EAST,320,Other
137,137,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320,Rental_residential,July 2007,3151,2007,7,EAST,320,Other
138,138,"6 LINDISFARNE DRIVE, BURWOOD EAST",-37.85791,145.148328,3.0,1.0,1,$390,Available Now,January 2007,3151,2007,1,EAST,390,Other
139,139,"25 DOROTHY STREET, BURWOOD EAST",-37.854663,145.145829,3.0,1.0,1,$295_pw,House,November 2007,3151,2007,11,EAST,295,House
140,140,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260_pw,House,September 2007,3151,2007,9,EAST,260,House
141,141,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260,House,August 2007,3151,2007,8,EAST,260,House
142,142,"55 NEWHAVEN ROAD, BURWOOD EAST",-37.859198,145.1569,3.0,1.0,1,$310,Rental_residential,September 2007,3151,2007,9,EAST,310,Other
143,143,"12 IRELAND STREET, BURWOOD",-37.851953,145.106424,8.0,4.0,2,$150,House,February 2007,3125,2007,2,BURWOOD,150,House
144,144,"5 SUNHILL AVENUE, BURWOOD",-37.856035,145.124937,3.0,1.0,1,$360_p.w.,House,December 2007,3125,2007,12,BURWOOD,360,House
145,145,"109 PARER STREET, BURWOOD",-37.842257,145.104751,2.0,1.0,1,$210,House,July 2007,3125,2007,7,BURWOOD,210,House
146,146,"81 MIDDLEBOROUGH ROAD, BURWOOD",-37.849192,145.132652,5.0,2.0,2,$385_pw,House,September 2007,3125,2007,9,BURWOOD,385,House
147,147,"17 STEPHENS STREET, BURWOOD",-37.856717,145.108984,2.0,1.0,2,$310_pw,House,August 2007,3125,2007,8,BURWOOD,310,House
148,148,"7 HUGHES STREET, BURWOOD",-37.852023,145.1079,3.0,1.0,1,$260,House,January 2007,3125,2007,1,BURWOOD,260,House
149,149,"19 KILDARE STREET, BURWOOD",-37.844842,145.108572,3.0,2.0,2,$350,House,July 2007,3125,2007,7,BURWOOD,350,House
150,150,"19 KILDARE STREET, BURWOOD",-37.844842,145.108572,3.0,2.0,2,$350,House,January 2007,3125,2007,1,BURWOOD,350,House
151,151,"1/53 CUMMING STREET, BURWOOD",-37.850484,145.113713,3.0,2.0,2,$310_pw,House,June 2007,3125,2007,6,BURWOOD,310,House
152,152,"10 HUGHES STREET, BURWOOD",-37.852338,145.107937,5.0,1.0,1,$95_pw,House,February 2007,3125,2007,2,BURWOOD,95,House
153,153,"10 HUGHES STREET, BURWOOD",-37.852338,145.107937,5.0,1.0,1,$115,House,February 2007,3125,2007,2,BURWOOD,115,House
154,154,"2/14 WORRALL STREET, BURWOOD",-37.848597,145.13041,3.0,2.0,1,$360_pw,none,November 2007,3125,2007,11,BURWOOD,360,Other
155,155,"25 GREENWOOD STREET, BURWOOD",-37.849397,145.12914,4.0,2.0,0,$370_pw,none,August 2007,3125,2007,8,BURWOOD,370,Other
156,156,"5B DICKIES ROAD, CABARITA",-34.19621,142.076813,3.0,1.0,1,$180,House,September 2007,3505,2007,9,CABARITA,180,House
157,157,"38 FLORA AVENUE, CABARITA",-34.20571,142.087444,5.0,1.0,1,$150_pw,House,August 2007,3505,2007,8,CABARITA,150,House
158,158,"2/10 PEARCE STREET, CALIFORNIA GULLY",-36.730891,144.26618,3.0,1.0,1,$170_per_week,House,March 2007,3556,2007,3,GULLY,170,House
159,159,"1/2 CALLANISH ROAD, CAMBERWELL",-37.846033,145.08801,2.0,1.0,1,$330,Rental_residential,October 2007,3124,2007,10,CAMBERWELL,330,Other
160,160,"22 ACHERON AVENUE, CAMBERWELL",-37.841322,145.065559,3.0,1.0,1,$410,none,November 2007,3124,2007,11,CAMBERWELL,410,Other
161,161,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680_pw,House,August 2007,3124,2007,8,CAMBERWELL,680,House
162,162,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680,House,July 2007,3124,2007,7,CAMBERWELL,680,House
163,163,"10 WEBSTER STREET, CAMBERWELL",-37.83682,145.094539,5.0,3.0,2,$675_pw,House,July 2007,3124,2007,7,CAMBERWELL,675,House
164,164,"1032 TOORAK ROAD, CAMBERWELL",-37.848211,145.074551,4.0,2.0,2,$420,Available Now,July 2007,3124,2007,7,CAMBERWELL,420,Other
165,165,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,September 2007,3124,2007,9,CAMBERWELL,450,House
166,166,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,July 2007,3124,2007,7,CAMBERWELL,450,House
167,167,"1/22 ALLAMBEE AVENUE, CAMBERWELL",-37.834967,145.073156,2.0,1.0,1,$360_pw,Rental_residential,March 2007,3124,2007,3,CAMBERWELL,360,Other
168,168,"1066 TOORAK ROAD, CAMBERWELL",-37.847868,145.071786,3.0,2.0,2,$450_pw,House,March 2007,3124,2007,3,CAMBERWELL,450,House
169,169,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_pw,House,November 2007,3124,2007,11,CAMBERWELL,370,House
170,170,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_per_week,House,February 2007,3124,2007,2,CAMBERWELL,370,House
171,171,"62A CHRISTOWEL STREET, CAMBERWELL",-37.839021,145.066556,3.0,1.0,1,$550,House,March 2007,3124,2007,3,CAMBERWELL,550,House
172,172,"62A CHRISTOWEL STREET, CAMBERWELL",-37.839021,145.066556,3.0,1.0,1,$530_pw,House,March 2007,3124,2007,3,CAMBERWELL,530,House
173,173,"5/26 CORNELL STREET, CAMBERWELL",-37.839352,145.088349,2.0,1.0,1,$290_pw,Villa,April 2007,3124,2007,4,CAMBERWELL,290,House
174,174,"5/26 CORNELL STREET, CAMBERWELL",-37.839352,145.088349,2.0,1.0,1,$290,Villa,March 2007,3124,2007,3,CAMBERWELL,290,House
