,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
91,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3.0,2.0,2,$622,House,September 2011,3068,2011,9,HILL,622,House
92,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2.0,2.0,1,$400_per_week,Rental_residential,December 2011,3068,2011,12,HILL,400,Other
93,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2.0,1.0,1,$375_per_week,none,November 2011,3068,2011,11,HILL,375,Other
94,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,none,April 2011,3068,2011,4,HILL,385,Other
95,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,none,March 2011,3068,2011,3,HILL,385,Other
96,"1/208 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.794636,144.996795,2.0,1.0,0,$440,none,August 2011,3068,2011,8,HILL,440,Other
97,"23 AITKEN STREET, CLIFTON HILL",-37.791383,145.000129,2.0,1.0,0,$395_pw,Rental_residential,May 2011,3068,2011,5,HILL,395,Other
98,"6 RUTLAND STREET, CLIFTON HILL",-37.794625,144.996207,2.0,1.0,1,$490,House,March 2011,3068,2011,3,HILL,490,House
99,"5/60 FENWICK STREET, CLIFTON HILL",-37.786721,144.999896,2.0,1.0,1,$391_Weekly,Rental_residential,January 2011,3068,2011,1,HILL,391,Other
100,"1/211 GOLD STREET, CLIFTON HILL",-37.791306,144.990222,2.0,1.0,1,$390_per_week,none,September 2011,3068,2011,9,HILL,390,Other
101,"13 CAMEO COURT, CLIFTON SPRINGS",-38.156374,144.570934,4.0,2.0,4,$350_pw,House,January 2011,3222,2011,1,SPRINGS,350,House
102,"126 COUNTRY CLUB DRIVE, CLIFTON SPRINGS",-38.156579,144.572595,3.0,1.0,2,$280_Weekly,none,September 2011,3222,2011,9,SPRINGS,280,Other
103,"6 ELIZABETH CRT, WATERFORD PARK/, CLONBINANE",-37.301767,145.066365,3.0,1.0,0,$200_per_week,none,December 2011,3658,2011,12,CLONBINANE,200,Other
104,"27A BECKWITH STREET, CLUNES",-37.299866,143.781619,3.0,1.0,1,$230,House,January 2011,3370,2011,1,CLUNES,230,House
105,"10 ALBERT STREET, CLUNES",-37.287198,143.78807,3.0,2.0,1,$210_Weekly,House,May 2011,3370,2011,5,CLUNES,210,House
106,"110 CLYDE FIVE WAYS ROAD, CLYDE",-38.1595057,145.3188431,4.0,3.0,3,$470_per_week,House,February 2011,3978,2011,2,CLYDE,470,House
107,"472 BENGWORDEN ROAD, COBAINS",-38.075479,147.126247,3.0,2.0,2,$340_pw,House,September 2011,3851,2011,9,COBAINS,340,House
108,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$185_per_week,House,November 2011,3266,2011,11,COBDEN,185,House
109,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$190_per_week,House,July 2011,3266,2011,7,COBDEN,190,House
110,"1/9 LAWSON DRIVE, COBRAM",-35.929376,145.655264,2.0,1.0,1,$195_per_week,Townhouse,March 2011,3644,2011,3,COBRAM,195,House
111,"67 MOOKARII STREET, COBRAM",-35.916818,145.660228,4.0,2.0,1,$300_per_week,Rental_residential,December 2011,3644,2011,12,COBRAM,300,Other
112,"1/6 THOMPSON AVENUE, COBRAM",-35.9158,145.653804,2.0,1.0,1,$125_p.w.,House,November 2011,3644,2011,11,COBRAM,125,House
113,"1/15 QUEEN STREET, COBRAM",-35.92183,145.647508,3.0,1.0,1,$210_per_week,Townhouse,March 2011,3644,2011,3,COBRAM,210,House
114,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350_per_week,House,April 2011,3898,2011,4,COBUNGRA,350,House
115,"54 LIVINGSTONE STREET, COBURG NORTH",-37.7243911,144.9808818,2.0,1.0,2,$300_per_week,Available Now,December 2011,3058,2011,12,NORTH,300,Other
116,"54 LIVINGSTONE STREET, COBURG NORTH",-37.7243911,144.9808818,2.0,1.0,2,$300_per_week,Available Now,November 2011,3058,2011,11,NORTH,300,Other
117,"54 LIVINGSTONE STREET, COBURG NORTH",-37.7243911,144.9808818,2.0,1.0,2,$310_per_week,Available Now,November 2011,3058,2011,11,NORTH,310,Other
118,"11/136 BELL STREET, COBURG",-37.742666,144.97691,2.0,1.0,1,$350_pw,none,May 2011,3058,2011,5,COBURG,350,Other
119,"11/136 BELL STREET, COBURG",-37.742666,144.97691,2.0,1.0,1,$350_pw,none,April 2011,3058,2011,4,COBURG,350,Other
120,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$420_pw,none,January 2011,3058,2011,1,COBURG,420,Other
121,"41 LINSEY STREET, COBURG",-37.741145,144.952948,3.0,1.0,1,$350_pw,Rental_residential,November 2011,3058,2011,11,COBURG,350,Other
122,"41 LINSEY STREET, COBURG",-37.741145,144.952948,3.0,1.0,1,$350,Rental_residential,October 2011,3058,2011,10,COBURG,350,Other
123,"1 STRATHEARN AVENUE, COBURG",-37.754017,144.956352,4.0,1.0,1,$475_pw,Rental_residential,December 2011,3058,2011,12,COBURG,475,Other
124,"104A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$330_per_week,Rental_residential,December 2011,3058,2011,12,COBURG,330,Other
125,"47 BELL STREET, COBURG",-37.742303,144.97364,5.0,1.0,2,$370_pw,House,November 2011,3058,2011,11,COBURG,370,House
126,"47 BELL STREET, COBURG",-37.742303,144.97364,5.0,1.0,2,$370,House,October 2011,3058,2011,10,COBURG,370,House
127,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2.0,1.0,1,$335_pw,none,March 2011,3058,2011,3,COBURG,335,Other
128,"49 SOUDAN STREET, COBURG",-37.739114,144.951791,3.0,1.0,1,$350,none,July 2011,3058,2011,7,COBURG,350,Other
129,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$350_pw,Rental_residential,January 2011,3058,2011,1,COBURG,350,Other
130,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$340_per_week,Rental_residential,October 2011,3058,2011,10,COBURG,340,Other
131,"80 SHAFTSBURY STREET, COBURG",-37.748313,144.955317,4.0,2.0,4,$530_per_week,none,November 2011,3058,2011,11,COBURG,530,Other
132,"59 THE AVENUE, COBURG",-37.752457,144.967722,2.0,1.0,2,$390,House,September 2011,3058,2011,9,COBURG,390,House
133,"46 DAVIS STREET, COBURG",-37.740319,144.951406,3.0,1.0,3,$380_pw,House,December 2011,3058,2011,12,COBURG,380,House
134,"46 DAVIS STREET, COBURG",-37.740319,144.951406,3.0,1.0,3,$400,House,October 2011,3058,2011,10,COBURG,400,House
135,"2/20 HUDSON STREET, COBURG",-37.743232,144.962514,2.0,2.0,2,$490_pw,Rental_residential,November 2011,3058,2011,11,COBURG,490,Other
136,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$550_p.w.,none,January 2011,3058,2011,1,COBURG,550,Other
137,"3/20 HUDSON STREET, COBURG",-37.743232,144.962514,3.0,2.0,2,$480,Townhouse,May 2011,3058,2011,5,COBURG,480,House
138,"11/40-50 STOCKADE AVENUE, COBURG",-37.737521,144.970247,2.0,1.0,1,$400_pw,Townhouse,November 2011,3058,2011,11,COBURG,400,House
139,"39 FISCHER STREET, COBURG",-37.733824,144.953878,3.0,1.0,1,$400_per_week,House,February 2011,3058,2011,2,COBURG,400,House
140,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$360_pw,none,July 2011,3058,2011,7,COBURG,360,Other
141,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$360_per_week,none,June 2011,3058,2011,6,COBURG,360,Other
142,"56 WALSH STREET, COBURG",-37.748608,144.970474,2.0,1.0,1,$350_per_week,none,October 2011,3058,2011,10,COBURG,350,Other
143,"1/5 DARLINGTON GROVE, COBURG",-37.75034,144.97297,3.0,1.0,1,$430_per_week,Townhouse,November 2011,3058,2011,11,COBURG,430,House
144,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3.0,1.0,1,$340_per_week,House,July 2011,3058,2011,7,COBURG,340,House
145,"11/1 MANNA GUM COURT, COBURG",-37.736609,144.975974,3.0,2.0,2,$520_pw,Available Now,December 2011,3058,2011,12,COBURG,520,Other
146,"20/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$460,none,March 2011,3058,2011,3,COBURG,460,Other
147,"68 BRUCE STREET, COBURG",-37.743287,144.948467,3.0,1.0,1,$450_pw,none,September 2011,3058,2011,9,COBURG,450,Other
148,"68 BRUCE STREET, COBURG",-37.743287,144.948467,3.0,1.0,1,$450_p.w.,none,February 2011,3058,2011,2,COBURG,450,Other
149,"116 SHAFTSBURY STREET, COBURG",-37.745402,144.95584,3.0,1.0,1,$450_p.w.,House,February 2011,3058,2011,2,COBURG,450,House
150,"7/9 THE GROVE, COBURG",-37.751302,144.966562,2.0,1.0,1,$375,none,October 2011,3058,2011,10,COBURG,375,Other
151,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$450_Weekly,House,February 2011,3058,2011,2,COBURG,450,House
152,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$310,Rental_residential,July 2011,3058,2011,7,COBURG,310,Other
153,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$350_per_week,Rental_residential,May 2011,3058,2011,5,COBURG,350,Other
154,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$350_per_week,Rental_residential,April 2011,3058,2011,4,COBURG,350,Other
155,"158 SYDNEY ROAD, COBURG",-37.750943,144.965142,3.0,1.0,0,$550_pw,none,November 2011,3058,2011,11,COBURG,550,Other
156,"158 SYDNEY ROAD, COBURG",-37.750943,144.965142,3.0,1.0,0,$550,none,October 2011,3058,2011,10,COBURG,550,Other
157,"4 KEWARREN COURT, COBURG",-37.7373,144.975518,4.0,2.0,3,$560_pw,House,December 2011,3058,2011,12,COBURG,560,House
158,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$280_pw,none,April 2011,3058,2011,4,COBURG,280,Other
159,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$430_p.w.,none,February 2011,3058,2011,2,COBURG,430,Other
160,"7 FISCHER STREET, COBURG",-37.735594,144.953568,3.0,1.0,1,$480_pw,House,March 2011,3058,2011,3,COBURG,480,House
161,"21/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$460,none,March 2011,3058,2011,3,COBURG,460,Other
162,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$360_per_week,none,August 2011,3058,2011,8,COBURG,360,Other
163,"5/71 BELL STREET, COBURG",-37.74215,144.971374,2.0,1.0,1,$330_pw,none,April 2011,3058,2011,4,COBURG,330,Other
164,"1 DARE STREET, COBURG",-37.749962,144.96728,3.0,3.0,2,$390_pw,none,November 2011,3058,2011,11,COBURG,390,Other
165,"1 DARE STREET, COBURG",-37.749962,144.96728,3.0,3.0,2,$390,none,October 2011,3058,2011,10,COBURG,390,Other
166,"13 MAYFIELD STREET, COBURG",-37.743452,144.960753,3.0,1.0,2,$480_per_week,none,March 2011,3058,2011,3,COBURG,480,Other
167,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$285_per_week,House,September 2011,3781,2011,9,COCKATOO,285,House
168,"1A HAVEN COURT, COCKATOO",-37.948073,145.496363,3.0,2.0,2,$360_per_week,none,September 2011,3781,2011,9,COCKATOO,360,Other
169,"7 BELGRAVE GEMBROOK ROAD, COCKATOO",-37.936927,145.494462,3.0,1.0,1,$280_per_week,House,February 2011,3781,2011,2,COCKATOO,280,House
170,"18 CARAWA STREET, COCKATOO",-37.926109,145.49772,3.0,2.0,1,$310_per_week,Rental_residential,May 2011,3781,2011,5,COCKATOO,310,Other
171,"104 KING GEORGE STREET, COHUNA",-35.803786,144.218651,3.0,1.0,1,$170,House,March 2011,3568,2011,3,COHUNA,170,House
172,"17 SAMPSON STREET, COHUNA",-35.810927,144.216164,3.0,1.0,2,$175,House,April 2011,3568,2011,4,COHUNA,175,House
173,"71 KING EDWARD STREET, COHUNA",-35.806037,144.217059,2.0,1.0,1,$140,House,August 2011,3568,2011,8,COHUNA,140,House
174,"6295 PRINCES HIGHWAY EAST, COLAC EAST",-38.326758,143.624725,3.0,1.0,2,$165_pw,House,April 2011,3250,2011,4,EAST,165,House
175,"155 QUEEN STREET, COLAC",-38.349234,143.590964,3.0,1.0,1,$120,House,July 2011,3250,2011,7,COLAC,120,House
176,"LOT 4 BURGE COURT, COLBINABBIN",-36.591533,144.795291,3.0,1.0,1,$180_p.w.,House,April 2011,3559,2011,4,COLBINABBIN,180,House
177,"LOT 4 BURGE CT, COLBINABBIN",-36.591315,144.795327,3.0,1.0,1,$180_Weekly,none,April 2011,3559,2011,4,COLBINABBIN,180,Other
