Place_Names,Longitude,Latitude
SWAN HILL HOSPITAL,143.556260071647,-35.3403999816665
CLUNES HOSPITAL,143.782649994583,-37.3017899954186
MALDON HOSPITAL,144.063999975563,-36.9927000015043
WODONGA HOSPITAL,146.879029965612,-36.1331799870922
SUNSHINE & DISTRICT COMMUNITY HOSPITAL,144.827639967541,-37.7826299989962
ORBOST HOSPITAL,148.46458999494,-37.6998499939763
AUSTIN HOSPITAL,145.059029968315,-37.7559599976271
MOUNT ALEXANDER HOSPITAL,144.221260012082,-37.0506800000823
ALEXANDRA HOSPITAL,145.71569997584,-37.1953999981269
FAIRFIELD HOSPITAL,145.011529979096,-37.7876299965631
HEALESVILLE HOSPITAL,145.528759945237,-37.6473499966904
BRIELY HOSPITAL,142.513199964845,-38.371239985673
WERRIBEE HOSPITAL,144.652369980703,-37.9070699979461
WESTERNPORT MEMORIAL HOSPITAL,145.484589973644,-38.2009600000073
TRENTHAM HOSPITAL,144.327369992605,-37.3865099981355
WILLIAM ANGLISS HOSPITAL,145.314589978253,-37.898739996215
ROCHESTER MEMORIAL HOSPITAL,144.698480000338,-36.3659599823439
YEA MEMORIAL HOSPITAL,145.429029990411,-37.2126300049344
CRESWICK HOSPITAL,143.891529979939,-37.4212399970977
TALLANGATTA HOSPITAL,147.183480070141,-36.2137397819757
MYRTLEFORD MEMORIAL HOSPITAL,146.729589979179,-36.5537399884989
NATHALIA HOSPITAL,145.203759985201,-36.0537400528073
COLAC DISTRICT HOSPITAL,143.584869983976,-38.3409599903223
COLERAINE HOSPITAL,141.686810115592,-37.6051300243167
DUNOLLY HOSPITAL,143.731530017141,-36.8573499973971
EDENHOPE MEMORIAL HOSPITAL,141.291260045281,-37.0370700054963
YARRAWONGA HOSPITAL,146.007089939896,-36.0109599984887
BIRREGURRA HOSPITAL,143.788199954458,-38.3337400171141
WONTHAGGI HOSPITAL,145.580419962123,-38.6087399992814
INGLEWOOD HOSPITAL,143.867919984151,-36.572899997263
JEPARIT HOSPITAL,141.984870017277,-36.1434599777689
KOROIT HOSPITAL,142.37152994919,-38.2970699880132
APOLLO BAY HOSPITAL,143.664029993659,-38.7537399907861
ARARAT HOSPITAL,142.932370000774,-37.2792899677992
WANGARATTA BASE HOSPITAL,146.313479971063,-36.3537399851381
WOORAYL MEMORIAL HOSPITAL,145.949869987596,-38.4873499980135
BALLARAT BASE HOSPITAL,143.846809978776,-37.5592899990989
WARANGA MEMORIAL HOSPITAL,145.016409980809,-36.5871400013348
LORNE COMMUNITY HOSPITAL,143.980800001132,-38.545499994712
CAMPERDOWN HOSPITAL,143.13791999496,-38.2373499910809
OVENS HOSPITAL,146.690419983103,-36.3501299822247
MERCY HOSPITAL,144.984869989124,-37.8115099948852
KILMORE HOSPITAL,144.959029992559,-37.3017900019376
KORUMBURRA HOSPITAL,145.827919965819,-38.4303999988644
KYABRAM COMMUNITY MEMORIAL HOSPITAL,145.042919996987,-36.3154000064094
BURWOOD COMMUNITY HOSPITAL,145.09625999935,-37.8520699847856
SOUTH GIPPSLAND HOSPITAL,146.205979993057,-38.6570699967314
SOUTHERN PENINSULA HOSPITAL,144.88486998652,-38.3620699954488
SPRINGFIELD HOSPITAL,145.299869974547,-37.8470699968676
COHUNA HOSPITAL,144.213480008062,-35.8023490526081
SEYMOUR MEMORIAL HOSPITAL,145.138479971487,-37.019010007478
CAULFIELD HOSPITAL,145.018199982704,-37.8815099916023
WAVERLEY HOSPITAL,145.144309986551,-37.8834599912954
MORDIALLOC-CHELTENHAM HOSPITAL,145.084589995681,-37.9951299948669
MORWELL COMMUNITY HOSPITAL,146.392089968229,-38.2381799968955
BALLAN HOSPITAL,144.222369987732,-37.5992899965803
CARITAS CHRISTI HOSPITAL,145.015700004498,-37.8048499949558
CENTRAL GIPPSLAND HOSPITAL,146.521529994962,-38.2017900013085
ESSENDON MEMORIAL HOSPITAL,144.912369983731,-37.7651300006465
SHELLEY HOSPITAL,145.718199973605,-38.0965099969431
MONASH MEDICAL CENTRE,145.122919965241,-37.9201299960454
QUEEN VICTORIA MEDICAL CENTRE,145.122919965241,-37.9201299960454
MONT PARK HOSPITAL,145.04986999653,-37.7134599987334
PRESTON and NORTHCOTE COMMUNITY HOSPITAL,145.009309996983,-37.746240001154
PRINCE HENRYS HOSPITAL,144.970699972044,-37.8256799960037
EAST GIPPSLAND HOSPITAL,147.607089993865,-37.8317899884956
ECHUCA HOSPITAL,144.747369996692,-36.1381800051692
GREENVALE GERIATRIC CENTRE,144.859029985071,-37.6434600022619
HAMPTON HOSPITAL,144.996259997764,-37.9342899924252
PETER MACCULLUM HOSPITAL,144.957369977868,-37.8117899970064
HEATHCOTE HOSPITAL,144.707649990119,-36.9231799975103
WINCHELSEA HOSPITAL,143.985149986766,-38.2431800501587
BACCHUS MARSH MEMORIAL HOSPITAL,144.43291998217,-37.6773499949047
LATROBE VALLEY HOSPITAL,146.278480005922,-38.1806799971362
BEEAC HOSPITAL,143.64319999048,-38.1937399870936
TERANG HOSPITAL,142.901809979882,-38.2390099888369
EILDON COMMUNITY HOSPITAL,145.914589951375,-37.2298499966271
ELMORE HOSPITAL,144.614309985345,-36.4915099995055
AIRLIE MATERNITY HOSPITAL,145.040419968813,-37.7717900004468
CASTLEMAINE COMMUNITY HOSPITAL,144.221260012082,-37.0506800000823
LISMORE HOSPITAL,143.335419978938,-37.9523499914477
GEELONG HOSPITAL,144.363759974284,-38.1523499962629
PORT FAIRY HOSPITAL,142.227089963002,-38.3848499832495
