"111/378-390 Saint Georges Road, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,490,-37.7784843,144.988251
"3/4 Ovens Street, Box Hill North",BOX HILL NORTH,3129,Whitehorse City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,520,-37.80753,145.125046
"126 Darling Road, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,House,2.0,1.0,1,620,-37.87251,145.06041
"1/42a Hawthorn Grove, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,-37.81576,145.032837
"14/542- 544 Springvale Road, Springvale South",SPRINGVALE SOUTH,3172,Dandenong - Greater Area,Townhouse,3.0,3.0,1,500,-37.97456,145.146927
"3/694 Inkerman Road, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,-37.8692665,145.024078
"405/442 St Kilda Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,380,-37.8382378,144.9754
"88 Brighton Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,Townhouse,4.0,3.0,1,"1,0",-37.82955,144.998688
"1/22 Park Street, Pascoe Vale",PASCOE VALE,3044,Moreland City Council - Greater Area,Townhouse,2.0,2.0,3,450,-37.72694,144.924759
"73/390 Toorak Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,600,-37.8408241,145.004257
"4/82 Trenerry Crescent, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,Townhouse,3.0,1.0,1,720,-37.79793,144.998184
"57 Westgarth Street, Fitzroy",FITZROY,3065,Yarra City Council - Greater Area,House,3.0,1.0,2,950,-37.79437,144.977554
"23/214 Kambrook Road, Caulfield",CAULFIELD,3162,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,320,-37.8873634,145.033859
"G01/83 Queens Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,600,-37.85426,144.980423
"8/375 Hoddle Street, Collingwood",COLLINGWOOD,3066,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,475,-37.7982559,144.993179
