Suburb_Name,sa2_2021,Growth_Rate
Moe - Newborough,205041095,0.05976867189798106
Oak Park,210031537,0.05930877226032529
Abbotsford,206071139,0.05906595999662012
Lilydale - Coldstream,211051278,0.0590570083388615
Hoppers Crossing - North,213051361,0.05824153922377615
Newcomb - Moolap,203021045,0.057639461268719994
Kew - South,207011521,0.05762605069723303
Langwarrin,214011374,0.0572930953440043
Ascot Vale,206031113,0.05676235904393634
Pascoe Vale,210031538,0.056731896245865734
Parkville,206041124,0.0565692194447012
Pearcedale - Tooradin,212031308,0.05641508568332441
Maribyrnong,213031349,0.05632762841641885
Coburg North,210031236,0.05599559804924139
Manor Lakes - Quandong,213051579,0.05572547385331803
Ballarat,201011002,0.05561985199979273
Surrey Hills (East) - Mont Albert,207031167,0.05535635986908481
Noble Park - East,212041459,0.05501180830771755
Fitzroy,206071142,0.05487058762122667
Gordon (Vic.),201021012,0.05480254896843485
Endeavour Hills - South,212021454,0.05479871166403523
Moonee Ponds,206031116,0.05414880128599907
Caroline Springs,213041463,0.053683617709002915
Gladstone Park - Westmeadows,210051245,0.052951547223214754
Leongatha,205031090,0.052939102626245384
Bacchus Marsh,213041353,0.05286223141006684
Mitcham (Vic.),211041270,0.052613454839758135
Irymple,215021395,0.05206280832807282
Thornbury,206021112,0.05194773414181736
Truganina - South West,213051588,0.051795833323570184
Malvern - Glen Iris,208041194,0.05179477527837502
Somerville,214021385,0.05147115918317315
Hughesdale,208021180,0.05128652012424626
Bayswater,211011251,0.050973693715905974
Research - North Warrandyte,209031214,0.050960192155914706
Maffra,205051101,0.05082425441420833
Berwick - South East,212021553,0.0507863091502493
Doncaster,207021157,0.05078382275006017
Yea,204011062,0.05030623834449131
Ringwood,211031266,0.05028147957721313
Toorak,206061138,0.0500333534739133
Taylors Lakes,213011340,0.049511326912199755
Yarraville,213031352,0.04945952623812031
Epping (Vic.) - West,209041433,0.049106304834073626
Rowville - Central,211011256,0.04906610372464291
The Basin,211011449,0.048599196439618526
Pakenham - South West,212011552,0.04849156332654577
Rowville - North,211011257,0.048468869245705926
Seaford (Vic.),214011375,0.04819852681919605
Ballarat East - Warrenheip,201011481,0.048134349571352444
Dromana,214021377,0.04775692127598633
Tullamarine,210051250,0.047602814018175274
Balwyn,207011147,0.04759982197342636
Warrnambool - North,217041479,0.04758322778806294
Taylors Hill,213041360,0.047489176570607465
Bentleigh - McKinnon,208021174,0.04741399898081865
Ferntree Gully (South) - Upper Ferntree Gully,211011448,0.04732043419750057
Point Cook - North East,213051580,0.047015965031597856
Richmond - North,206071518,0.04661506487779801
Clifton Hill - Alphington,206071145,0.04661036040382533
Newport,213021344,0.046523180170707
Myrtleford,204031071,0.04651928468892449
Cranbourne East - South,212031558,0.046238852207036704
Kinglake,209031211,0.04606319688194342
Glenroy - East,210031535,0.04587776828973071
Sunbury - West,210041541,0.0457502117084847
Lara,203021043,0.04574957336776704
Melbourne CBD - North,206041504,0.04547050332127138
Clayton (North) - Notting Hill,212051567,0.04503334724912306
Carlton North - Princes Hill,206071140,0.044954508830671855
Port Melbourne,206051130,0.044763666452719356
Pascoe Vale South,206011109,0.044596194410250325
Altona,213021341,0.044400246055136275
Foster,205031087,0.04437053255178613
Hastings - Somers,214021379,0.04431320973906935
Surrey Hills (West) - Canterbury,207011155,0.04407512980042403
Springvale,212041317,0.043645754268268354
Blackburn,207031161,0.04344931490767916
Collingwood,206071141,0.04342492910650076
Northcote - East,206021499,0.04334723598418937
Viewbank - Yallambie,209011203,0.043289952129601045
Coburg - West,206011498,0.043212507809534964
Chelsea - Bonbeach,208031186,0.04319858821709505
Otway,217031476,0.0430820353766203
Drouin,205011076,0.042228694615544134
Melton West,213041358,0.0422131825723248
Nagambie,204011058,0.04205555407840929
Melbourne CBD - East,206041503,0.04192443273632043
Forest Hill,211041269,0.04192102545782289
Rowville - South,211011258,0.04191422063893199
West Melbourne - Residential,206041510,0.041660368965739346
Point Cook - South,213051466,0.0416226774565997
Bayswater North,211031263,0.04147596722463566
Roxburgh Park (South) - Somerton,210051544,0.041400123136531644
Mickleham - Yuroke,210051445,0.04133870087043446
Ferntree Gully - North,211011447,0.04116536470848085
Oakleigh - Huntingdale,212051326,0.041114208263668225
Montrose,211051280,0.041082382062404096
Lakes Entrance,205021084,0.040888289052517436
Greenvale - Bulla,210051246,0.040823155729962556
Barwon Heads - Armstrong Creek,203031489,0.0408229648876774
Altona North,213021343,0.04075874894130081
Leopold,203021044,0.04075492679500564
Lockington - Gunbower,216011408,0.040711914828348066
Warragul,205011079,0.040562433824309255
Burnside Heights,213041462,0.04055616818673191
Golden Plains - North,201031015,0.04053134151146006
Emerald - Cockatoo,212011289,0.04043530355204506
Thomastown,209041223,0.04028979437595562
Wangaratta,204021066,0.040266456812320855
Gisborne,210021232,0.04018910710572782
Paynesville,205021086,0.04000580264574112
Point Nepean,214021383,0.0400013670664525
Wodonga,204031492,0.03988020495629644
Yallourn North - Glengarry,205041098,0.039696009057371896
Charlemont,203021485,0.03952945115733575
Yarra Valley,211051286,0.03941674506279334
Benalla,204021063,0.03939903379201556
Templestowe Lower,207021160,0.039069948095208515
Phillip Island,205031091,0.03886685986490879
Mount Evelyn,211051283,0.0386644884005688
Mill Park - North,209041220,0.03863845404471576
Macedon,210021233,0.038356404044577054
Ringwood East,211031267,0.03812271586206412
Castlemaine Surrounds,202021028,0.0380619218156486
Highton,203021042,0.03803921890315509
Chiltern - Indigo Valley,204031070,0.03795081766427853
Canadian - Mount Clear,201011483,0.03789881299160204
Mount Waverley - South,212051324,0.037800543100006134
Trafalgar (Vic.),205011078,0.036811314934219096
Beaconsfield - Officer,212011546,0.03679406172446144
Richmond (South) - Cremorne,206071517,0.03678339765416318
Heidelberg - Rosanna,209011198,0.03651044670461864
Churchill,205041094,0.036313373406995225
Monbulk - Silvan,211051279,0.03584533485055792
Clyde North - South,212031556,0.03579591670953758
Templestowe,207021159,0.03542779251032831
Rosebud - McCrae,214021384,0.03542725877826692
Brunswick - North,206011495,0.03501835259466029
Glenroy - West,210031536,0.034995626929693636
Mornington - East,214021591,0.034772731353202864
Croydon - East,211031450,0.03476989715083492
Kew - West,207011522,0.0346668694461081
Burnside,213041461,0.03462921800097655
Ballarat North - Invermay,201011482,0.03440312648252662
Wangaratta Surrounds,204021067,0.034326604368532
Cairnlea,213011329,0.03420188515959063
Glen Waverley - East,212051321,0.03416544039848764
Berwick - South West,212021554,0.03415237155953378
Mulgrave,212051325,0.03407597019630123
South Morang - South,209041436,0.03402253620464517
Camberwell,207011149,0.03393055337511892
White Hills - Ascot,202011025,0.03363743307155139
Doncaster East - North,207021424,0.03324726290938928
Geelong West - Hamlyn Heights,203021040,0.03308761343865526
Wandin - Seville,211051285,0.03306381979408096
Endeavour Hills - North,212021453,0.03304518576161909
Berwick - North,212021293,0.03272355873945441
Skye - Sandhurst,214011376,0.03242722250116961
Hallam,212021297,0.03212742817174839
Clarinda - Oakleigh South,212041309,0.03178580217517975
Glen Waverley - West,212051322,0.031564342672759996
Eltham,209031209,0.03138754690991456
Strathmore,210011231,0.031333497264974634
North Geelong - Bell Park,203021047,0.031249806896697745
Delacombe,201011006,0.03122300767175784
Southbank - East,206041509,0.031206418623273075
Carrum - Patterson Lakes,208031185,0.03100023691339518
Ashburton (Vic.),207011146,0.03099820223277445
Brookfield,213041571,0.030997626447667837
Airport West,210011226,0.030792842147054807
Vermont,211041272,0.030730225729116545
Burwood East,207031166,0.030362391312312685
Frankston South,214011373,0.030246368489999
Clyde North - North,212031555,0.030150711733333946
Greensborough,209011197,0.030005270065330426
Mentone,208031190,0.029872670460783134
Winchelsea,203011036,0.029682220284001533
Newtown (Vic.),203021046,0.029380384023022017
Flemington,206031115,0.029311622702862583
Noble Park - West,212041460,0.029122969151939404
Wheelers Hill,212051327,0.0289302367544641
Clifton Springs,203031048,0.028690414362022576
Hampton,208011172,0.028507226845562512
Rosedale,205051102,0.02850113886293567
Castlemaine,202021027,0.028358971237030507
South Morang - North,209041435,0.02835283285933534
Ringwood North,211031268,0.028268878698812998
Clayton - Central,212051568,0.028051160910846962
Craigieburn - West,210051543,0.028009920932632472
Clayton South,212041310,0.027961537199335258
Bendigo,202011018,0.027893323268067056
Bundoora - North,209041216,0.027819689353450056
Chirnside Park,211051275,0.027594887516252675
Traralgon - East,205041493,0.02749172377965442
Mount Dandenong - Olinda,211051282,0.027251994478431508
Geelong,203021039,0.026984129603361197
Ashwood - Chadstone,212051319,0.026964657084105392
Sunshine North,213011337,0.026926546124878676
Port Melbourne Industrial,206051511,0.026908620364260165
Wantirna,211011259,0.026776038157022924
Mornington - West,214021592,0.02643462715105991
Mordialloc - Parkdale,208031193,0.026312979049156048
Panton Hill - St Andrews,209031212,0.02620293090572945
Tarneit - North,213051584,0.026015911270353277
Kialla,216031593,0.025868113998733587
Brighton (Vic.),208011169,0.025827398449897017
Knoxfield - Scoresby,211011254,0.025675822615795603
Sandringham - Black Rock,208011173,0.0256105447035825
Narre Warren - North East,212021455,0.025539952009293525
West Wodonga,204031073,0.025537300897491295
Albert Park,206051128,0.025250851765215278
Mount Waverley - North,212051323,0.025171159129533167
Truganina - North,213051586,0.024873534819645455
Glen Iris - East,207011150,0.024342191889152827
Wantirna South,211011260,0.023814576898385516
Niddrie - Essendon West,210011230,0.02363868587101363
Bulleen,207021156,0.023599154904616514
Brunswick East,206011106,0.023529404713407014
Sale,205051103,0.023047339157254917
Cranbourne South,212031303,0.022642967128360843
Springvale South,212041318,0.022561802444515798
East Melbourne,206041119,0.022291678277156952
Tarneit - South,213051585,0.02222707994607436
Kangaroo Flat - Golden Square,202011022,0.02201153918425744
Belmont,203021037,0.021970915319820233
South Yarra - North,206061515,0.0219046896375926
California Gully - Eaglehawk,202011019,0.021876533692393896
East Bendigo - Kennington,202011020,0.021762479273554635
Roxburgh Park - North,210051545,0.021601787425857742
Flemington Racecourse,206041120,0.021472522192972902
Watsonia,209011204,0.0212654973839466
Bendigo Surrounds - South,202021026,0.021237942966676488
Mount Baw Baw Region,205011077,0.021168352203448596
Kingsbury,209021205,0.021065330642045722
Alfredton,201011001,0.019888989186678675
Flora Hill - Spring Gully,202011021,0.019809945554956833
Bairnsdale,205021081,0.019688765490882606
Brunswick - South,206011496,0.018995187065451613
Vermont South,211041273,0.01898657444334683
South Yarra - South,206061516,0.018774743482369606
Craigieburn - North West,210051542,0.018551333076367842
Yackandandah,204031075,0.018448956073736755
Kyneton,202021030,0.018192200492867718
Kew East,207011154,0.017753355266597482
Mooroolbark,211051281,0.017675390176915946
Doncaster East - South,207021425,0.017251130946957925
Longford - Loch Sport,205051100,0.017119815766967444
Traralgon - West,205041494,0.016693809156070695
Mount Martha,214021382,0.01660308212859906
Wollert,209041437,0.0164318097382617
Keilor,210011228,0.015892334315618796
Edithvale - Aspendale,208031189,0.015822946603083223
Craigieburn - North,210051442,0.01563545265632783
Cranbourne North - East,212031559,0.015622752613727867
Montmorency - Briar Hill,209011202,0.01537311016197333
Ocean Grove,203031490,0.01522235376422337
Healesville - Yarra Glen,211051276,0.015163182130111641
Croydon Hills - Warranwood,211031265,0.015064431128434235
Bruthen - Omeo,205021082,0.01407428769017142
Croydon South,211031452,0.01348857772229374
Belgrave - Selby,211051274,0.013438558246012963
Derrimut,213011570,0.012819335638653123
Highett (West) - Cheltenham,208011171,0.012100380270140047
Moorabbin - Heatherton,208031191,0.012040413745581183
Mill Park - South,209041221,0.01190347968641528
Warrandyte - Wonga Park,211021262,0.01137943727279284
Dingley Village,212041313,0.01131164377169298
Bentleigh East - South,208021427,0.01118816484183905
Beaumaris,208011168,0.010973639008600444
Golden Plains - South,203011035,0.0108203234262906
Orbost,205021085,0.009856815961261702
Baranduda - Leneva,204031491,0.00875030963073193
Point Cook - North West,213051581,0.008480997419880535
Wonthaggi - Inverloch,205031093,0.007935248669906293
Kilsyth,211051277,0.007610880872155092
Point Lonsdale - Queenscliff,203031052,0.007419723500757617
Upwey - Tecoma,211051284,0.006787499782243027
Gannawarra,215031401,0.006212723556636615
Balwyn North,207011148,0.006093219991870666
Lynbrook - Lyndhurst,212031306,0.005977720005099688
Mernda - South,209041532,0.005763965650051359
Cranbourne East - North,212031557,0.004923384650299453
Beechworth,204031068,0.004584871511033313
Bright - Mount Beauty,204031069,0.003872742427040253
Woodend,202021031,0.003822918745631649
Mernda - North,209041531,0.0036265282591787023
Tarneit - Central,213051583,0.0035058543305072297
Croydon - West,211031451,0.0032574594642100704
Mansfield (Vic.),204011057,0.0029801843438969273
Maiden Gully,202011023,0.0016431276931974173
Buninyong,201011005,0.0010122976201029736
Mount Eliza,214021381,-0.0030989116558981997
Keysborough - South,212041566,-0.0033514815527824738
Brighton East,208011170,-0.0035846006307226966
Eynesbury - Exford,213041573,-0.004729389625780944
Smythes Creek,201011007,-0.0053176914816972605
Portarlington,203031051,-0.005801244497656616
Strathfieldsaye,202011024,-0.006071648658510321
Bentleigh East - North,208021426,-0.006186074848815797
South Yarra - West,206041125,-0.007094616885737201
Rutherglen,204021065,-0.007380567655111284
Torquay,203031053,-0.008741785658549958
Daylesford,201021011,-0.00945479194257888
Grovedale - Mount Duneed,203021487,-0.011827706924627973
Aspendale Gardens - Waterways,208031183,-0.012918569865807583
Narre Warren South - East,212031457,-0.013207351297686026
Wattle Glen - Diamond Creek,209031215,-0.013389430125133906
Hurstbridge,209031210,-0.013607911728560273
Hampton Park - East,212031561,-0.01598455546291508
Bundoora - West,209041217,-0.019585476046977617
Hampton Park - West,212031562,-0.024106608357942753
Donvale - Park Orchards,211021261,-0.030843241699248448
Cobblebank - Strathtulloh,213041572,-0.031107020648076782
Flinders,214021378,-0.033717616453376995
Kilmore - Broadford,204011056,-0.03580885981874431
Box Hill North,207031164,-0.0360159609049175
Lorne - Anglesea,203031049,-0.03795756040443998
Moyne - West,217041478,-0.05443721612610984
Bundoora - East,209011196,-0.07064516631993413
Echuca,216011406,-0.07257928187951479
