,Year,Postcode,crime_count
353,2023,3465,1058
354,2023,3467,138
355,2023,3468,91
356,2023,3469,81
357,2023,3472,158
358,2023,3475,96
359,2023,3477,104
360,2023,3478,271
361,2023,3480,140
362,2023,3482,77
363,2023,3483,90
364,2023,3485,69
365,2023,3487,65
366,2023,3488,73
367,2023,3489,76
368,2023,3490,146
369,2023,3491,78
370,2023,3494,104
371,2023,3496,487
372,2023,3498,368
373,2023,3500,5100
374,2023,3501,145
375,2023,3505,409
376,2023,3507,58
377,2023,3509,85
378,2023,3512,95
379,2023,3515,119
380,2023,3516,134
381,2023,3517,172
382,2023,3518,169
383,2023,3520,78
384,2023,3521,124
385,2023,3522,94
386,2023,3523,282
387,2023,3525,163
388,2023,3527,99
389,2023,3529,61
390,2023,3531,82
391,2023,3533,96
392,2023,3537,88
393,2023,3540,89
394,2023,3542,80
395,2023,3544,75
396,2023,3546,96
397,2023,3549,449
398,2023,3550,5673
399,2023,3551,1087
400,2023,3555,1729
401,2023,3556,1178
402,2023,3557,135
403,2023,3558,135
404,2023,3559,95
405,2023,3561,344
406,2023,3562,88
407,2023,3563,94
408,2023,3564,1948
409,2023,3565,61
410,2023,3566,99
411,2023,3567,93
412,2023,3568,210
413,2023,3570,102
414,2023,3571,94
415,2023,3572,65
416,2023,3573,79
417,2023,3575,104
418,2023,3579,481
419,2023,3580,102
420,2023,3581,82
421,2023,3583,87
422,2023,3584,118
423,2023,3585,1728
424,2023,3586,95
425,2023,3588,81
426,2023,3589,92
427,2023,3590,97
428,2023,3591,66
429,2023,3594,85
430,2023,3595,113
431,2023,3596,70
432,2023,3597,74
433,2023,3599,76
434,2023,3607,85
435,2023,3608,258
436,2023,3610,194
437,2023,3612,204
438,2023,3614,101
439,2023,3616,342
440,2023,3617,70
441,2023,3618,112
442,2023,3620,679
443,2023,3621,218
444,2023,3622,102
445,2023,3623,116
446,2023,3624,105
447,2023,3629,1238
448,2023,3630,5753
449,2023,3631,733
450,2023,3633,99
451,2023,3634,155
452,2023,3635,95
453,2023,3636,371
454,2023,3637,79
455,2023,3638,169
456,2023,3639,118
457,2023,3640,124
458,2023,3641,133
459,2023,3644,814
460,2023,3646,94
461,2023,3649,93
462,2023,3658,532
463,2023,3659,149
464,2023,3660,1429
465,2023,3662,80
466,2023,3663,79
467,2023,3664,141
468,2023,3665,87
469,2023,3666,289
470,2023,3669,133
471,2023,3670,124
472,2023,3672,1194
473,2023,3673,112
474,2023,3675,141
475,2023,3677,2257
476,2023,3678,239
477,2023,3682,96
478,2023,3683,139
479,2023,3685,182
480,2023,3687,95
481,2023,3688,101
482,2023,3690,3158
483,2023,3691,319
484,2023,3695,88
485,2023,3697,72
486,2023,3698,75
487,2023,3699,94
488,2023,3700,121
489,2023,3701,88
490,2023,3704,78
491,2023,3705,66
492,2023,3707,145
493,2023,3708,58
494,2023,3709,67
495,2023,3711,89
496,2023,3712,91
497,2023,3713,146
498,2023,3714,234
499,2023,3715,84
500,2023,3717,242
501,2023,3718,82
502,2023,3719,94
503,2023,3720,94
504,2023,3722,361
505,2023,3723,207
506,2023,3725,77
507,2023,3726,85
508,2023,3727,61
509,2023,3728,104
510,2023,3730,503
511,2023,3732,86
512,2023,3733,64
513,2023,3735,77
514,2023,3737,337
515,2023,3738,82
516,2023,3739,79
517,2023,3740,94
518,2023,3741,178
519,2023,3744,69
520,2023,3746,66
521,2023,3747,229
522,2023,3749,98
523,2023,3750,565
524,2023,3751,82
525,2023,3752,1272
526,2023,3753,256
527,2023,3754,2014
528,2023,3755,75
529,2023,3756,1166
530,2023,3757,549
531,2023,3758,251
532,2023,3759,79
533,2023,3760,70
534,2023,3761,99
535,2023,3762,65
536,2023,3763,140
537,2023,3764,755
538,2023,3765,385
539,2023,3766,103
540,2023,3767,131
541,2023,3770,207
542,2023,3775,246
543,2023,3777,525
544,2023,3778,95
545,2023,3779,98
546,2023,3781,279
547,2023,3782,352
548,2023,3783,196
549,2023,3785,75
550,2023,3786,103
551,2023,3787,88
552,2023,3788,153
553,2023,3789,72
554,2023,3791,103
555,2023,3792,79
556,2023,3793,194
557,2023,3795,112
558,2023,3796,422
559,2023,3797,245
560,2023,3799,358
561,2023,3802,1355
562,2023,3803,1150
563,2023,3804,432
564,2023,3805,4166
565,2023,3806,2392
566,2023,3807,393
567,2023,3808,129
568,2023,3809,701
569,2023,3810,3894
570,2023,3812,154
571,2023,3813,111
572,2023,3814,181
573,2023,3815,192
574,2023,3816,303
575,2023,3818,1260
576,2023,3820,1579
577,2023,3821,181
578,2023,3822,113
579,2023,3823,218
580,2023,3824,421
581,2023,3825,3503
582,2023,3831,135
583,2023,3832,98
584,2023,3833,120
585,2023,3835,98
586,2023,3840,4393
587,2023,3842,672
588,2023,3844,4428
589,2023,3847,256
590,2023,3850,2421
591,2023,3851,457
592,2023,3854,111
593,2023,3856,105
594,2023,3857,82
595,2023,3858,351
596,2023,3859,102
597,2023,3860,516
598,2023,3862,209
599,2023,3864,94
600,2023,3865,72
601,2023,3869,135
602,2023,3870,121
603,2023,3871,189
604,2023,3873,76
605,2023,3874,109
606,2023,3875,2321
607,2023,3878,99
608,2023,3880,234
609,2023,3882,95
610,2023,3885,150
611,2023,3886,82
612,2023,3887,125
613,2023,3888,388
614,2023,3889,95
615,2023,3890,117
616,2023,3891,75
617,2023,3892,141
618,2023,3893,66
619,2023,3895,79
620,2023,3896,78
621,2023,3898,104
622,2023,3900,75
623,2023,3902,79
624,2023,3903,125
625,2023,3904,109
626,2023,3909,1016
627,2023,3910,1068
628,2023,3911,346
629,2023,3912,824
630,2023,3913,237
631,2023,3915,1525
632,2023,3916,94
633,2023,3918,233
634,2023,3919,274
635,2023,3920,39
636,2023,3922,754
637,2023,3923,90
638,2023,3925,270
639,2023,3926,163
640,2023,3927,134
641,2023,3928,84
642,2023,3929,108
643,2023,3930,555
644,2023,3931,1983
645,2023,3933,164
646,2023,3934,534
647,2023,3936,830
648,2023,3937,116
649,2023,3938,203
650,2023,3939,1701
651,2023,3940,465
652,2023,3941,1082
653,2023,3942,184
654,2023,3943,247
655,2023,3944,145
656,2023,3945,96
657,2023,3946,79
658,2023,3950,422
659,2023,3951,90
660,2023,3953,529
661,2023,3954,70
662,2023,3956,171
663,2023,3957,78
664,2023,3958,66
665,2023,3959,114
666,2023,3960,164
667,2023,3962,120
668,2023,3964,71
669,2023,3965,81
670,2023,3966,106
671,2023,3967,68
672,2023,3971,377
673,2023,3975,823
674,2023,3976,1517
675,2023,3977,6691
676,2023,3978,975
677,2023,3979,84
678,2023,3980,237
679,2023,3981,330
680,2023,3984,488
681,2023,3987,109
682,2023,3988,117
683,2023,3990,79
684,2023,3991,117
685,2023,3992,114
686,2023,3995,1099
687,2023,3996,338
688,2023,3506,64
689,2023,3530,70
690,2023,3647,33
691,2023,3576,62
692,2023,3852,61
693,2024,3000,15879
694,2024,3002,1101
695,2024,3003,1059
696,2024,3004,5336
697,2024,3006,3636
698,2024,3008,2810
699,2024,3011,3148
700,2024,3012,2279
701,2024,3013,914
702,2024,3015,1183
703,2024,3016,1314
704,2024,3018,966
705,2024,3019,1394
706,2024,3020,6255
707,2024,3021,5236
708,2024,3022,463
709,2024,3023,4281
710,2024,3024,1594
711,2024,3025,1195
712,2024,3026,1346
713,2024,3027,447
714,2024,3028,1930
715,2024,3029,6060
716,2024,3030,6507
717,2024,3031,2419
718,2024,3032,3167
719,2024,3033,797
720,2024,3034,522
721,2024,3036,415
722,2024,3037,2226
723,2024,3038,2107
724,2024,3039,1523
725,2024,3040,1607
726,2024,3041,894
727,2024,3042,1586
728,2024,3043,1812
729,2024,3044,1556
730,2024,3045,655
731,2024,3046,2778
732,2024,3047,4403
733,2024,3048,2001
734,2024,3049,709
735,2024,3051,1734
736,2024,3052,1205
737,2024,3053,2118
738,2024,3054,720
739,2024,3055,980
740,2024,3056,2876
741,2024,3057,898
742,2024,3058,3545
743,2024,3059,765
744,2024,3060,1089
745,2024,3061,1507
746,2024,3062,292
747,2024,3063,117
748,2024,3064,5365
749,2024,3065,2720
750,2024,3066,2155
751,2024,3067,1370
752,2024,3068,1722
753,2024,3070,1953
754,2024,3071,1521
755,2024,3072,5361
756,2024,3073,4494
757,2024,3074,2511
758,2024,3075,1534
759,2024,3076,3378
760,2024,3078,863
761,2024,3079,971
762,2024,3081,1943
763,2024,3082,2188
764,2024,3083,2571
765,2024,3084,2361
766,2024,3085,785
767,2024,3087,646
768,2024,3088,1584
769,2024,3089,633
770,2024,3090,183
771,2024,3091,117
772,2024,3093,234
773,2024,3094,340
774,2024,3095,1131
775,2024,3096,132
776,2024,3097,120
777,2024,3099,278
778,2024,3101,1522
779,2024,3102,306
780,2024,3103,639
781,2024,3104,653
782,2024,3105,502
783,2024,3106,546
784,2024,3107,525
785,2024,3108,1515
786,2024,3109,1015
787,2024,3111,416
788,2024,3113,281
789,2024,3114,171
790,2024,3115,154
791,2024,3116,712
792,2024,3121,4751
793,2024,3122,1515
794,2024,3123,764
795,2024,3124,1133
796,2024,3125,969
797,2024,3126,319
798,2024,3127,686
799,2024,3128,1858
800,2024,3129,548
801,2024,3130,1312
802,2024,3131,1348
803,2024,3132,997
804,2024,3133,821
805,2024,3134,3501
806,2024,3135,1128
807,2024,3136,2583
808,2024,3137,799
809,2024,3138,1238
810,2024,3139,599
811,2024,3140,1747
812,2024,3141,2751
813,2024,3142,894
814,2024,3143,613
815,2024,3144,811
816,2024,3145,2363
817,2024,3146,996
818,2024,3147,1069
819,2024,3148,863
820,2024,3149,1507
821,2024,3150,2469
822,2024,3151,607
823,2024,3152,2460
824,2024,3153,2111
825,2024,3154,314
826,2024,3155,2261
827,2024,3156,2197
828,2024,3158,339
829,2024,3159,136
830,2024,3160,574
831,2024,3161,748
832,2024,3162,891
833,2024,3163,1618
834,2024,3165,1099
835,2024,3166,2012
836,2024,3167,589
837,2024,3168,2049
838,2024,3169,1160
839,2024,3170,1579
840,2024,3171,2441
841,2024,3172,1201
842,2024,3173,1673
843,2024,3174,3186
844,2024,3175,10406
845,2024,3177,1469
846,2024,3178,1797
847,2024,3179,522
848,2024,3180,594
849,2024,3181,3611
850,2024,3182,4781
851,2024,3183,1409
852,2024,3184,1003
853,2024,3185,908
854,2024,3186,1314
855,2024,3187,677
856,2024,3188,1203
857,2024,3189,1166
858,2024,3190,991
859,2024,3191,649
860,2024,3192,1931
861,2024,3193,608
862,2024,3194,968
863,2024,3195,2331
864,2024,3196,1575
865,2024,3197,1022
866,2024,3198,1938
867,2024,3199,8361
868,2024,3200,1022
869,2024,3201,1808
870,2024,3202,272
871,2024,3204,1475
872,2024,3205,2381
873,2024,3206,917
874,2024,3207,2031
875,2024,3211,298
876,2024,3212,1028
877,2024,3213,255
878,2024,3214,4586
879,2024,3215,1862
880,2024,3216,2977
881,2024,3217,444
882,2024,3218,1325
883,2024,3219,2177
884,2024,3220,4116
885,2024,3221,102
886,2024,3222,572
887,2024,3223,464
888,2024,3224,718
889,2024,3225,253
890,2024,3226,526
891,2024,3227,266
892,2024,3228,752
893,2024,3230,215
894,2024,3231,115
895,2024,3232,217
896,2024,3233,226
897,2024,3234,95
898,2024,3235,94
899,2024,3236,85
900,2024,3237,90
901,2024,3238,101
902,2024,3239,100
903,2024,3240,160
904,2024,3241,243
905,2024,3242,101
906,2024,3243,66
907,2024,3249,182
908,2024,3250,1255
909,2024,3251,86
910,2024,3254,90
911,2024,3260,349
912,2024,3264,250
913,2024,3265,173
914,2024,3266,184
915,2024,3267,95
916,2024,3268,166
917,2024,3269,110
918,2024,3270,92
919,2024,3271,102
920,2024,3272,172
921,2024,3273,82
922,2024,3274,95
923,2024,3275,96
924,2024,3276,87
925,2024,3277,149
926,2024,3278,88
927,2024,3279,88
928,2024,3280,3230
929,2024,3281,105
930,2024,3282,148
931,2024,3283,124
932,2024,3284,225
933,2024,3285,119
934,2024,3286,96
935,2024,3287,85
936,2024,3289,114
937,2024,3292,102
938,2024,3293,87
939,2024,3294,123
940,2024,3300,1082
941,2024,3301,94
942,2024,3302,93
943,2024,3303,87
944,2024,3304,231
945,2024,3305,1342
946,2024,3309,91
947,2024,3310,95
948,2024,3311,147
949,2024,3312,115
950,2024,3314,95
951,2024,3315,141
952,2024,3317,89
953,2024,3318,116
954,2024,3319,97
955,2024,3321,106
956,2024,3322,84
957,2024,3323,93
958,2024,3324,93
959,2024,3325,75
960,2024,3328,103
961,2024,3329,76
962,2024,3330,109
963,2024,3331,252
964,2024,3332,101
965,2024,3333,134
966,2024,3334,99
967,2024,3335,513
968,2024,3336,384
969,2024,3337,4319
970,2024,3338,2337
971,2024,3340,1689
972,2024,3341,140
973,2024,3342,371
974,2024,3345,129
975,2024,3350,6997
976,2024,3351,389
977,2024,3352,781
978,2024,3355,1735
979,2024,3356,1674
980,2024,3357,208
981,2024,3358,166
982,2024,3360,106
983,2024,3361,92
984,2024,3363,315
985,2024,3364,147
986,2024,3370,162
987,2024,3371,139
988,2024,3373,258
989,2024,3374,121
990,2024,3375,97
991,2024,3377,1182
992,2024,3378,83
993,2024,3379,99
994,2024,3380,906
995,2024,3381,134
996,2024,3384,87
997,2024,3385,111
998,2024,3387,88
999,2024,3388,109
1000,2024,3390,149
1001,2024,3391,87
1002,2024,3392,92
1003,2024,3393,291
1004,2024,3395,97
1005,2024,3396,104
1006,2024,3400,2374
1007,2024,3401,244
1008,2024,3407,83
1009,2024,3409,115
1010,2024,3412,85
1011,2024,3413,87
1012,2024,3414,191
1013,2024,3415,72
1014,2024,3418,222
1015,2024,3419,100
1016,2024,3420,91
1017,2024,3423,99
1018,2024,3424,111
1019,2024,3427,361
1020,2024,3428,164
1021,2024,3429,2724
1022,2024,3430,104
1023,2024,3431,196
1024,2024,3432,90
1025,2024,3433,83
1026,2024,3434,295
1027,2024,3435,223
1028,2024,3437,571
1029,2024,3438,153
1030,2024,3440,188
1031,2024,3441,116
1032,2024,3442,394
1033,2024,3444,672
1034,2024,3446,145
1035,2024,3447,87
1036,2024,3448,119
1037,2024,3450,668
1038,2024,3451,224
1039,2024,3453,178
1040,2024,3458,160
1041,2024,3460,269
1042,2024,3461,187
1043,2024,3462,130
1044,2024,3463,168
1045,2024,3464,143
1046,2024,3465,1070
1047,2024,3467,150
1048,2024,3468,103
1049,2024,3469,93
1050,2024,3472,170
1051,2024,3475,108
1052,2024,3477,116
1053,2024,3478,283
1054,2024,3480,152
1055,2024,3482,89
1056,2024,3483,102
1057,2024,3485,81
1058,2024,3487,77
1059,2024,3488,84
1060,2024,3489,88
1061,2024,3490,158
1062,2024,3491,90
1063,2024,3494,116
1064,2024,3496,499
1065,2024,3498,380
1066,2024,3500,5112
1067,2024,3501,157
1068,2024,3505,421
1069,2024,3507,70
1070,2024,3509,97
1071,2024,3512,107
1072,2024,3515,131
1073,2024,3516,146
1074,2024,3517,184
1075,2024,3518,181
1076,2024,3520,90
1077,2024,3521,136
1078,2024,3522,106
1079,2024,3523,294
1080,2024,3525,175
1081,2024,3527,111
1082,2024,3529,73
1083,2024,3531,94
1084,2024,3533,108
1085,2024,3537,100
1086,2024,3540,101
1087,2024,3542,92
1088,2024,3544,87
1089,2024,3546,108
1090,2024,3549,461
1091,2024,3550,5685
1092,2024,3551,1099
1093,2024,3555,1741
1094,2024,3556,1190
1095,2024,3557,147
1096,2024,3558,147
1097,2024,3559,107
1098,2024,3561,356
1099,2024,3562,100
1100,2024,3563,105
1101,2024,3564,1960
1102,2024,3565,73
1103,2024,3566,111
1104,2024,3567,105
1105,2024,3568,222
1106,2024,3570,114
1107,2024,3571,106
1108,2024,3572,77
1109,2024,3573,91
1110,2024,3575,116
1111,2024,3579,493
1112,2024,3580,114
1113,2024,3581,94
1114,2024,3583,99
1115,2024,3584,130
1116,2024,3585,1740
1117,2024,3586,107
1118,2024,3588,93
1119,2024,3589,104
1120,2024,3590,109
1121,2024,3591,78
1122,2024,3594,97
1123,2024,3595,125
1124,2024,3596,82
1125,2024,3597,86
1126,2024,3599,88
1127,2024,3607,97
1128,2024,3608,269
1129,2024,3610,206
1130,2024,3612,216
1131,2024,3614,113
1132,2024,3616,354
1133,2024,3617,81
1134,2024,3618,124
1135,2024,3620,691
1136,2024,3621,230
1137,2024,3622,113
1138,2024,3623,128
1139,2024,3624,117
1140,2024,3629,1250
1141,2024,3630,5765
1142,2024,3631,745
1143,2024,3633,111
1144,2024,3634,167
1145,2024,3635,107
1146,2024,3636,383
1147,2024,3637,91
1148,2024,3638,181
1149,2024,3639,130
1150,2024,3640,136
1151,2024,3641,145
1152,2024,3644,826
1153,2024,3646,106
1154,2024,3649,105
1155,2024,3658,544
1156,2024,3659,161
1157,2024,3660,1441
1158,2024,3662,92
1159,2024,3663,91
1160,2024,3664,153
1161,2024,3665,99
1162,2024,3666,301
1163,2024,3669,145
1164,2024,3670,136
1165,2024,3672,1206
1166,2024,3673,124
1167,2024,3675,153
1168,2024,3677,2269
1169,2024,3678,251
1170,2024,3682,108
1171,2024,3683,150
1172,2024,3685,194
1173,2024,3687,106
1174,2024,3688,113
1175,2024,3690,3169
1176,2024,3691,331
1177,2024,3695,100
1178,2024,3697,84
1179,2024,3698,87
1180,2024,3699,106
1181,2024,3700,133
1182,2024,3701,100
1183,2024,3704,90
1184,2024,3705,78
1185,2024,3707,157
1186,2024,3708,70
1187,2024,3709,79
1188,2024,3711,101
1189,2024,3712,103
1190,2024,3713,158
1191,2024,3714,246
1192,2024,3715,95
1193,2024,3717,254
1194,2024,3718,93
1195,2024,3719,106
1196,2024,3720,106
1197,2024,3722,373
1198,2024,3723,219
1199,2024,3725,88
1200,2024,3726,97
1201,2024,3727,73
1202,2024,3728,116
1203,2024,3730,515
1204,2024,3732,98
1205,2024,3733,76
1206,2024,3735,89
1207,2024,3737,349
1208,2024,3738,94
1209,2024,3739,91
1210,2024,3740,105
1211,2024,3741,190
1212,2024,3744,81
1213,2024,3746,78
1214,2024,3747,241
1215,2024,3749,110
1216,2024,3750,577
1217,2024,3751,94
1218,2024,3752,1284
1219,2024,3753,268
1220,2024,3754,2026
1221,2024,3755,86
1222,2024,3756,1178
1223,2024,3757,561
1224,2024,3758,263
1225,2024,3759,91
1226,2024,3760,82
1227,2024,3761,111
1228,2024,3762,77
1229,2024,3763,152
1230,2024,3764,767
1231,2024,3765,397
1232,2024,3766,115
1233,2024,3767,143
1234,2024,3770,219
1235,2024,3775,258
1236,2024,3777,537
1237,2024,3778,107
1238,2024,3779,110
1239,2024,3781,290
1240,2024,3782,364
1241,2024,3783,208
1242,2024,3785,87
1243,2024,3786,115
1244,2024,3787,100
1245,2024,3788,165
1246,2024,3789,84
1247,2024,3791,115
1248,2024,3792,90
1249,2024,3793,206
1250,2024,3795,124
1251,2024,3796,434
1252,2024,3797,257
1253,2024,3799,370
1254,2024,3802,1367
1255,2024,3803,1162
1256,2024,3804,444
1257,2024,3805,4178
1258,2024,3806,2404
1259,2024,3807,405
1260,2024,3808,141
1261,2024,3809,713
1262,2024,3810,3906
1263,2024,3812,166
1264,2024,3813,123
1265,2024,3814,193
1266,2024,3815,204
1267,2024,3816,315
1268,2024,3818,1272
1269,2024,3820,1591
1270,2024,3821,193
1271,2024,3822,125
1272,2024,3823,230
1273,2024,3824,433
1274,2024,3825,3514
1275,2024,3831,147
1276,2024,3832,110
1277,2024,3833,132
1278,2024,3835,110
1279,2024,3840,4404
1280,2024,3842,684
1281,2024,3844,4440
1282,2024,3847,268
1283,2024,3850,2433
1284,2024,3851,469
1285,2024,3854,123
1286,2024,3856,116
1287,2024,3857,94
1288,2024,3858,363
1289,2024,3859,113
1290,2024,3860,528
1291,2024,3862,221
1292,2024,3864,106
1293,2024,3865,84
1294,2024,3869,147
1295,2024,3870,133
1296,2024,3871,201
1297,2024,3873,88
1298,2024,3874,121
1299,2024,3875,2333
1300,2024,3878,111
1301,2024,3880,246
1302,2024,3882,107
1303,2024,3885,162
1304,2024,3886,94
1305,2024,3887,137
1306,2024,3888,400
1307,2024,3889,107
1308,2024,3890,129
1309,2024,3891,87
1310,2024,3892,153
1311,2024,3893,78
1312,2024,3895,91
1313,2024,3896,90
1314,2024,3898,116
1315,2024,3900,87
1316,2024,3902,91
1317,2024,3903,137
1318,2024,3904,121
1319,2024,3909,1028
1320,2024,3910,1080
1321,2024,3911,358
1322,2024,3912,835
1323,2024,3913,249
1324,2024,3915,1537
1325,2024,3916,106
1326,2024,3918,245
1327,2024,3919,286
1328,2024,3920,51
1329,2024,3922,766
1330,2024,3923,102
